Data file,,RA0.3_OILHEF10_12C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,13/05/2016,,,,,,,,,,
Lubricant,,10% HEF-contaminated ISO10,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:17:25 on 13/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:01:48,4,2700,2662.5,0.85,13.3,9,10.8,0.095,10,50.1,0.81
,15:01:49,4,2700,2663.5,0.85,13.3,9,10.8,0.095,10,50.1,0.81
,15:01:50,4,2700,2664.5,0.85,13.3,9,10.9,0.095,10,50.1,0.81
,15:01:51,4,2700,2665.5,0.85,13.3,9,10.9,0.095,10,50.1,0.82
,15:01:52,4,2700,2666.5,0.86,13.3,9,10.9,0.095,10,50.1,0.82
,15:01:53,4,2700,2667.5,0.86,13.3,9,10.9,0.093,10,50.1,0.82
,15:01:54,4,2700,2668.5,0.86,13.3,9,10.9,0.09,10,50.1,0.82
,15:01:55,4,2700,2669.5,0.85,13.3,9,10.9,0.09,10,50.1,0.82
,15:01:56,4,2700,2670.5,0.85,13.3,9,10.9,0.093,10,50.1,0.82
,15:01:57,4,2700,2671.5,0.85,13.3,9,10.9,0.095,10,50.1,0.81
,15:01:58,4,2700,2672.5,0.85,13.3,9,10.9,0.095,10,50.1,0.81
,15:01:59,4,2700,2673.5,0.85,13.3,9,10.9,0.098,10,50.1,0.81
,15:02:00,4,2700,2674.5,0.85,13.3,9,10.9,0.095,10,50.1,0.81
,15:02:01,4,2700,2675.5,0.85,13.3,9,10.9,0.095,10,50.1,0.81
,15:02:02,4,2700,2676.5,0.85,13.3,9,10.9,0.092,10,50.1,0.81
,15:02:03,4,2700,2677.5,0.85,13.3,9,10.9,0.092,10,50.1,0.81
,15:02:04,4,2700,2678.5,0.85,13.3,9,11,0.095,10,50.1,0.81
,15:02:05,4,2700,2679.5,0.85,13.3,9,11,0.095,10,50.1,0.81
,15:02:06,4,2700,2680.5,0.85,13.3,9,11,0.097,10,50.1,0.81
,15:02:07,4,2700,2681.5,0.85,13.3,9,11,0.097,10,50.1,0.81
,15:02:08,4,2700,2682.5,0.85,13.3,9,11,0.095,10,50.1,0.81
,15:02:09,4,2700,2683.5,0.85,13.3,9,11,0.095,10,50.1,0.81
,15:02:10,4,2700,2684.5,0.85,13.3,9,11,0.095,10,50.1,0.81
,15:02:11,4,2700,2685.5,0.85,13.3,9,11,0.095,10,50.1,0.81
,15:02:12,4,2700,2686.5,0.85,13.3,9,11,0.095,10,50.1,0.81
,15:02:13,4,2700,2687.5,0.85,13.3,9,11.1,0.092,10,50.1,0.81
,15:02:14,4,2700,2688.5,0.85,13.3,9,11.1,0.095,10,50.1,0.82
,15:02:15,4,2700,2689.5,0.86,13.3,9,11.1,0.095,10,50.1,0.82
,15:02:16,4,2700,2690.5,0.86,13.3,9,11.1,0.095,10,50.1,0.82
,15:02:17,4,2700,2691.5,0.86,13.3,9,11.1,0.096,10,50.1,0.82
,15:02:18,4,2700,2692.5,0.86,13.3,9,11.1,0.093,10,50.1,0.82
,15:02:19,4,2700,2693.5,0.86,13.3,9,11.1,0.096,10,50.1,0.82
,15:02:20,4,2700,2694.5,0.86,13.3,9,11.1,0.094,10,50.1,0.83
,15:02:21,4,2700,2695.5,0.86,13.3,9,11.1,0.096,10,50.1,0.82
,15:02:22,4,2700,2696.5,0.86,13.3,9,11.1,0.096,10,50.1,0.82
,15:02:23,4,2700,2697.5,0.86,13.3,9,11.2,0.093,10,50.1,0.82
,15:02:24,4,2700,2698.5,0.86,13.3,9,11.2,0.096,10,50,0.82
,15:02:25,4,2700,2699.5,0.86,13.3,9,11.2,0.096,10,50.1,0.82
,15:02:26,4,2700,2700.5,0.86,13.3,9,11.2,0.096,10,50.1,0.82
,15:02:27,4,2700,2701.5,0.86,13.3,9,11.2,0.096,10,50.1,0.82
,15:02:28,4,2700,2702.5,0.86,13.3,9,11.2,0.093,10,50.1,0.82
,15:02:29,4,2700,2703.5,0.86,13.3,9,11.2,0.093,10,50.1,0.82
,15:02:30,4,2700,2704.5,0.85,13.3,9,11.2,0.095,10,50.1,0.82
,15:02:31,4,2700,2705.5,0.85,13.3,9,11.3,0.095,10,50.1,0.82
,15:02:32,4,2700,2706.5,0.86,13.3,9,11.3,0.096,10,50.1,0.82
,15:02:33,4,2700,2707.5,0.87,13.3,9,11.3,0.097,10,50.1,0.83
,15:02:34,4,2700,2708.5,0.87,13.3,9,11.3,0.094,10,50.1,0.83
,15:02:35,4,2700,2709.5,0.87,13.3,9,11.3,0.091,10,50.1,0.83
,15:02:36,4,2700,2710.5,0.87,13.3,9,11.3,0.091,10,50.1,0.83
,15:02:37,4,2700,2711.5,0.86,13.3,9,11.3,0.093,10,50.1,0.82
,15:02:38,4,2700,2712.5,0.86,13.3,9,11.3,0.096,10,50.1,0.82
,15:02:39,4,2700,2713.5,0.86,13.3,9,11.3,0.099,10,50.1,0.82
,15:02:40,4,2700,2714.5,0.86,13.3,9,11.3,0.099,10,50.1,0.83
,15:02:41,4,2700,2715.5,0.86,13.3,9,11.4,0.096,10,50.1,0.83
,15:02:42,4,2700,2716.5,0.86,13.3,9,11.4,0.096,10,50.1,0.83
,15:02:43,4,2700,2717.5,0.86,13.3,9,11.4,0.096,10,50.1,0.83
,15:02:44,4,2700,2718.5,0.86,13.3,9,11.4,0.096,10,50.1,0.82
,15:02:45,4,2700,2719.5,0.86,13.3,9,11.4,0.096,10,50.1,0.83
,15:02:46,4,2700,2720.5,0.86,13.3,9,11.4,0.094,10,50.1,0.83
,15:02:47,4,2700,2721.5,0.87,13.3,9,11.5,0.097,10,50.1,0.83
,15:02:48,4,2700,2722.5,0.86,13.3,9,11.5,0.096,10,50.1,0.82
,15:02:49,4,2700,2723.5,0.86,13.3,9,11.5,0.096,10,50.1,0.82
,15:02:50,4,2700,2724.5,0.86,13.3,9,11.5,0.091,10,50.1,0.82
,15:02:51,4,2700,2725.5,0.86,13.3,9,11.5,0.091,10,50.1,0.83
,15:02:52,4,2700,2726.5,0.87,13.3,9,11.5,0.091,10,50.1,0.83
,15:02:53,4,2700,2727.5,0.86,13.3,9,11.6,0.096,10,50.1,0.82
,15:02:54,4,2700,2728.5,0.86,13.3,9,11.6,0.099,10,50.1,0.82
,15:02:55,4,2700,2729.5,0.86,13.3,9,11.6,0.099,10,50.1,0.82
,15:02:56,4,2700,2730.5,0.86,13.3,9,11.6,0.099,10,50.1,0.82
,15:02:57,4,2700,2731.5,0.86,13.3,9,11.6,0.096,10,50.1,0.83
,15:02:58,4,2700,2732.5,0.87,13.3,9,11.6,0.097,10,50.1,0.83
,15:02:59,4,2700,2733.5,0.87,13.3,9,11.6,0.097,10,50.1,0.83
,15:03:00,4,2700,2734.5,0.86,13.3,9,11.6,0.096,10,50.1,0.82
,15:03:01,4,2700,2735.5,0.86,13.3,9,11.7,0.096,10,50.1,0.82
,15:03:02,4,2700,2736.5,0.86,13.3,9,11.7,0.094,10,50.1,0.83
,15:03:03,4,2700,2737.5,0.86,13.3,9,11.7,0.096,10,50.1,0.82
,15:03:04,4,2700,2738.5,0.86,13.3,9,11.7,0.096,10,50.1,0.83
,15:03:05,4,2700,2739.5,0.86,13.3,9,11.7,0.099,10,50.1,0.83
,15:03:06,4,2700,2740.5,0.87,13.3,9,11.7,0.097,10,50,0.83
,15:03:07,4,2700,2741.5,0.87,13.3,9,11.8,0.097,10,50.1,0.83
,15:03:08,4,2700,2742.5,0.88,13.3,9,11.8,0.098,10,50.1,0.84
,15:03:09,4,2700,2743.5,0.88,13.3,9,11.8,0.098,10,50.1,0.84
,15:03:10,4,2700,2744.5,0.87,13.3,9,11.8,0.095,10,50.1,0.84
,15:03:11,4,2700,2745.5,0.87,13.3,9,11.8,0.092,10,50.1,0.83
Test completed at 15:03:12 on 13/05/2016,,,,,,,,,,,,
