Data file,,RA0.3_HEF65_-8C_001_45MINS.TSV,,,,,,,,,,
,13:43:24,4,2700,980.7,1.11,13.3,9,-8.5,0.123,10,0.3,1.04
,13:43:25,4,2700,981.7,1.11,13.3,9,-8.5,0.123,10,0.3,1.04
,13:43:26,4,2700,982.7,1.1,13.3,9,-8.5,0.123,10,0.3,1.03
,13:43:27,4,2700,983.7,1.1,13.3,9,-8.5,0.123,10,0.3,1.03
,13:43:28,4,2700,984.7,1.1,13.3,9,-8.5,0.123,10,0.3,1.03
,13:43:29,4,2700,985.7,1.11,13.3,9,-8.5,0.123,10,0.3,1.04
,13:43:30,4,2700,986.7,1.11,13.3,9,-8.5,0.124,10,0.3,1.04
,13:43:31,4,2700,987.7,1.12,13.3,9,-8.5,0.124,10,0.3,1.05
,13:43:32,4,2700,988.7,1.12,13.3,9,-8.5,0.125,10,0.3,1.05
,13:43:33,4,2700,989.7,1.12,13.3,9,-8.5,0.125,10,0.2,1.05
,13:43:34,4,2700,990.7,1.12,13.3,9,-8.5,0.125,10,0.3,1.05
,13:43:35,4,2700,991.7,1.12,13.3,9,-8.5,0.125,10,0.3,1.05
,13:43:36,4,2700,992.7,1.12,13.3,9,-8.6,0.125,10,0.3,1.05
,13:43:37,4,2700,993.7,1.12,13.3,9,-8.6,0.125,10,0.3,1.05
,13:43:38,4,2700,994.7,1.13,13.3,9,-8.6,0.126,10,0.3,1.06
,13:43:39,4,2700,995.7,1.12,13.3,9,-8.6,0.125,10,0.3,1.05
,13:43:40,4,2700,996.7,1.12,13.3,9,-8.6,0.121,10,0.3,1.05
,13:43:41,4,2700,997.7,1.12,13.3,9,-8.6,0.121,10,0.3,1.04
,13:43:42,4,2700,998.7,1.11,13.3,9,-8.6,0.12,10,0.3,1.04
,13:43:43,4,2700,999.7,1.11,13.3,9,-8.6,0.117,10,0.3,1.04
,13:43:44,4,2700,1000.7,1.11,13.3,9,-8.6,0.117,10,0.3,1.04
,13:43:45,4,2700,1001.7,1.11,13.3,9,-8.6,0.117,10,0.3,1.04
,13:43:46,4,2700,1002.7,1.11,13.3,9,-8.6,0.12,10,0.3,1.04
,13:43:47,4,2700,1003.7,1.1,13.3,9,-8.6,0.123,10,0.3,1.03
,13:43:48,4,2700,1004.7,1.09,13.3,9,-8.6,0.125,10,0.3,1.02
,13:43:49,4,2700,1005.7,1.08,13.3,9,-8.6,0.124,10,0.3,1.01
,13:43:50,4,2700,1006.7,1.08,13.3,9,-8.6,0.124,10,0.3,1.01
,13:43:51,4,2700,1007.7,1.08,13.3,9,-8.6,0.124,10,0.3,1.01
,13:43:52,4,2700,1008.7,1.08,13.3,9,-8.6,0.124,10,0.3,1.01
,13:43:53,4,2700,1009.7,1.08,13.3,9,-8.6,0.124,10,0.3,1.01
,13:43:54,4,2700,1010.7,1.08,13.3,9,-8.6,0.124,10,0.3,1.01
,13:43:55,4,2700,1011.7,1.09,13.3,9,-8.6,0.125,10,0.3,1.02
,13:43:56,4,2700,1012.7,1.09,13.3,9,-8.6,0.125,10,0.3,1.02
,13:43:57,4,2700,1013.7,1.1,13.3,9,-8.6,0.126,10,0.3,1.03
,13:43:58,4,2700,1014.7,1.1,13.3,9,-8.6,0.126,10,0.3,1.03
,13:43:59,4,2700,1015.7,1.11,13.3,9,-8.6,0.123,10,0.3,1.04
,13:44:00,4,2700,1016.7,1.11,13.3,9,-8.6,0.124,10,0.3,1.04
,13:44:01,4,2700,1017.7,1.11,13.3,9,-8.6,0.12,10,0.3,1.04
,13:44:02,4,2700,1018.7,1.11,13.3,9,-8.6,0.12,10,0.3,1.04
,13:44:03,4,2700,1019.7,1.1,13.3,9,-8.6,0.12,10,0.3,1.03
,13:44:04,4,2700,1020.7,1.1,13.3,9,-8.6,0.116,10,0.3,1.03
,13:44:05,4,2700,1021.7,1.09,13.3,9,-8.7,0.115,10,0.3,1.02
,13:44:06,4,2700,1022.7,1.09,13.3,9,-8.7,0.115,10,0.3,1.02
,13:44:07,4,2700,1023.7,1.09,13.3,9,-8.7,0.118,10,0.3,1.02
,13:44:08,4,2700,1024.7,1.09,13.3,9,-8.7,0.118,10,0.3,1.02
,13:44:09,4,2700,1025.7,1.09,13.3,9,-8.7,0.121,10,0.3,1.02
,13:44:10,4,2700,1026.7,1.09,13.3,9,-8.7,0.121,10,0.3,1.02
,13:44:11,4,2700,1027.7,1.09,13.3,9,-8.7,0.125,10,0.3,1.02
,13:44:12,4,2700,1028.7,1.09,13.3,9,-8.7,0.125,10,0.3,1.02
,13:44:13,4,2700,1029.7,1.09,13.3,9,-8.7,0.122,10,0.3,1.02
,13:44:14,4,2700,1030.7,1.09,13.3,9,-8.7,0.122,10,0.3,1.02
,13:44:15,4,2700,1031.7,1.09,13.3,9,-8.7,0.122,10,0.3,1.02
,13:44:16,4,2700,1032.7,1.09,13.3,9,-8.7,0.122,10,0.3,1.02
,13:44:17,4,2700,1033.7,1.09,13.3,9,-8.7,0.121,10,0.3,1.02
,13:44:18,4,2700,1034.7,1.09,13.3,9,-8.7,0.121,10,0.3,1.02
,13:44:19,4,2700,1035.7,1.09,13.3,9,-8.7,0.121,10,0.3,1.02
,13:44:20,4,2700,1036.7,1.08,13.3,9,-8.7,0.121,10,0.3,1.01
,13:44:21,4,2700,1037.7,1.08,13.3,9,-8.7,0.12,10,0.3,1.01
,13:44:22,4,2700,1038.7,1.09,13.3,9,-8.7,0.118,10,0.3,1.02
,13:44:23,4,2700,1039.7,1.09,13.3,9,-8.7,0.115,10,0.3,1.02
,13:44:24,4,2700,1040.7,1.09,13.3,9,-8.7,0.115,10,0.3,1.02
,13:44:25,4,2700,1041.7,1.09,13.3,9,-8.7,0.118,10,0.3,1.02
,13:44:26,4,2700,1042.7,1.09,13.3,9,-8.7,0.122,10,0.3,1.02
,13:44:27,4,2700,1043.7,1.09,13.3,9,-8.7,0.125,10,0.3,1.02
,13:44:28,4,2700,1044.7,1.09,13.3,9,-8.7,0.125,10,0.3,1.02
,13:44:29,4,2700,1045.7,1.08,13.3,9,-8.7,0.124,10,0.3,1.01
,13:44:30,4,2700,1046.7,1.08,13.3,9,-8.7,0.124,10,0.3,1.01
,13:44:31,4,2700,1047.7,1.08,13.3,9,-8.7,0.121,10,0.3,1.01
,13:44:32,4,2700,1048.7,1.09,13.3,9,-8.7,0.122,10,0.3,1.02
,13:44:33,4,2700,1049.7,1.1,13.3,9,-8.7,0.122,10,0.3,1.03
,13:44:34,4,2700,1050.7,1.1,13.3,9,-8.7,0.122,10,0.3,1.03
,13:44:35,4,2700,1051.7,1.1,13.3,9,-8.7,0.122,10,0.3,1.03
,13:44:36,4,2700,1052.7,1.09,13.3,9,-8.7,0.122,10,0.3,1.02
,13:44:37,4,2700,1053.7,1.09,13.3,9,-8.7,0.121,10,0.3,1.02
,13:44:38,4,2700,1054.7,1.09,13.3,9,-8.7,0.118,10,0.3,1.02
,13:44:39,4,2700,1055.7,1.09,13.3,9,-8.8,0.118,10,0.3,1.02
,13:44:40,4,2700,1056.7,1.09,13.3,9,-8.8,0.115,10,0.3,1.02
,13:44:41,4,2700,1057.7,1.1,13.3,9,-8.8,0.119,10,0.3,1.03
,13:44:42,4,2700,1058.7,1.1,13.3,9,-8.8,0.12,10,0.3,1.03
,13:44:43,4,2700,1059.7,1.1,13.3,9,-8.8,0.123,10,0.3,1.03
,13:44:44,4,2700,1060.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:44:45,4,2700,1061.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:44:46,4,2700,1062.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:44:47,4,2700,1063.7,1.09,13.3,9,-8.8,0.122,10,0.3,1.02
,13:44:48,4,2700,1064.7,1.09,13.3,9,-8.8,0.122,10,0.2,1.02
,13:44:49,4,2700,1065.7,1.09,13.3,9,-8.8,0.122,10,0.2,1.02
,13:44:50,4,2700,1066.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:44:51,4,2700,1067.7,1.09,13.3,9,-8.8,0.122,10,0.3,1.02
,13:44:52,4,2700,1068.7,1.09,13.3,9,-8.8,0.121,10,0.3,1.02
,13:44:53,4,2700,1069.7,1.08,13.3,9,-8.8,0.12,10,0.3,1.01
,13:44:54,4,2700,1070.7,1.08,13.3,9,-8.8,0.123,10,0.3,1.01
,13:44:55,4,2700,1071.7,1.07,13.3,9,-8.8,0.12,10,0.3,1
,13:44:56,4,2700,1072.7,1.07,13.3,9,-8.8,0.119,10,0.3,1
,13:44:57,4,2700,1073.7,1.07,13.3,9,-8.8,0.12,10,0.3,1
,13:44:58,4,2700,1074.7,1.08,13.3,9,-8.8,0.12,10,0.3,1.01
,13:44:59,4,2700,1075.7,1.08,13.3,9,-8.8,0.12,10,0.3,1.01
,13:45:00,4,2700,1076.7,1.08,13.3,9,-8.8,0.12,10,0.3,1.01
,13:45:01,4,2700,1077.7,1.08,13.3,9,-8.8,0.12,10,0.3,1.01
,13:45:02,4,2700,1078.7,1.08,13.3,9,-8.8,0.12,10,0.3,1.01
,13:45:03,4,2700,1079.7,1.08,13.3,9,-8.8,0.124,10,0.2,1.01
,13:45:04,4,2700,1080.7,1.08,13.3,9,-8.8,0.121,10,0.3,1.01
,13:45:05,4,2700,1081.7,1.09,13.3,9,-8.8,0.121,10,0.3,1.02
,13:45:06,4,2700,1082.7,1.09,13.3,9,-8.8,0.121,10,0.3,1.02
,13:45:07,4,2700,1083.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:45:08,4,2700,1084.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:45:09,4,2700,1085.7,1.1,13.3,9,-8.8,0.119,10,0.3,1.03
,13:45:10,4,2700,1086.7,1.1,13.3,9,-8.8,0.119,10,0.3,1.03
,13:45:11,4,2700,1087.7,1.11,13.3,9,-8.8,0.12,10,0.3,1.04
,13:45:12,4,2700,1088.7,1.1,13.3,9,-8.8,0.123,10,0.3,1.03
,13:45:13,4,2700,1089.7,1.1,13.3,9,-8.8,0.119,10,0.3,1.03
,13:45:14,4,2700,1090.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.02
,13:45:15,4,2700,1091.7,1.09,13.3,9,-8.8,0.122,10,0.3,1.02
,13:45:16,4,2700,1092.7,1.09,13.3,9,-8.8,0.122,10,0.3,1.02
,13:45:17,4,2700,1093.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:45:18,4,2700,1094.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:45:19,4,2700,1095.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:45:20,4,2700,1096.7,1.1,13.3,9,-8.8,0.122,10,0.3,1.03
,13:45:21,4,2700,1097.7,1.11,13.3,9,-8.8,0.123,10,0.3,1.04
,13:45:22,4,2700,1098.7,1.11,13.3,9,-8.8,0.124,10,0.3,1.04
,13:45:23,4,2700,1099.7,1.11,13.3,9,-8.8,0.124,10,0.3,1.04
,13:45:24,4,2700,1100.7,1.11,13.3,9,-8.7,0.121,10,0.3,1.04
,13:45:25,4,2700,1101.7,1.11,13.3,9,-8.7,0.121,10,0.3,1.04
,13:45:26,4,2700,1102.7,1.11,13.3,9,-8.7,0.124,10,0.3,1.04
,13:45:27,4,2700,1103.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.03
,13:45:28,4,2700,1104.7,1.1,13.3,9,-8.7,0.123,10,0.3,1.03
,13:45:29,4,2700,1105.7,1.1,13.3,9,-8.7,0.12,10,0.3,1.04
,13:45:30,4,2700,1106.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.04
,13:45:31,4,2700,1107.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.04
,13:45:32,4,2700,1108.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.04
,13:45:33,4,2700,1109.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.04
,13:45:34,4,2700,1110.7,1.11,13.3,9,-8.7,0.124,10,0.2,1.04
,13:45:35,4,2700,1111.7,1.11,13.3,9,-8.7,0.124,10,0.3,1.04
,13:45:36,4,2700,1112.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.04
,13:45:37,4,2700,1113.7,1.1,13.3,9,-8.7,0.123,10,0.3,1.03
,13:45:38,4,2700,1114.7,1.1,13.3,9,-8.7,0.119,10,0.3,1.03
,13:45:39,4,2700,1115.7,1.1,13.3,9,-8.7,0.122,10,0.3,1.03
,13:45:40,4,2700,1116.7,1.1,13.3,9,-8.7,0.123,10,0.3,1.03
,13:45:41,4,2700,1117.7,1.11,13.3,9,-8.7,0.12,10,0.3,1.04
,13:45:42,4,2700,1118.7,1.11,13.3,9,-8.7,0.117,10,0.3,1.04
,13:45:43,4,2700,1119.7,1.11,13.3,10,-8.7,0.114,10,0.3,1.04
,13:45:44,4,2700,1120.7,1.11,13.3,9,-8.7,0.117,10,0.3,1.04
,13:45:45,4,2700,1121.7,1.11,13.3,9,-8.7,0.12,10,0.3,1.04
,13:45:46,4,2700,1122.7,1.11,13.3,9,-8.7,0.124,10,0.3,1.04
,13:45:47,4,2700,1123.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.04
,13:45:48,4,2700,1124.7,1.11,13.3,9,-8.7,0.124,10,0.3,1.04
,13:45:49,4,2700,1125.7,1.11,13.3,9,-8.7,0.124,10,0.3,1.04
,13:45:50,4,2700,1126.7,1.11,13.3,9,-8.7,0.123,10,0.3,1.04
,13:45:51,4,2700,1127.7,1.11,13.3,9,-8.6,0.123,10,0.3,1.03
,13:45:52,4,2700,1128.7,1.1,13.3,9,-8.6,0.123,10,0.3,1.03
,13:45:53,4,2700,1129.7,1.1,13.3,9,-8.6,0.123,10,0.3,1.03
,13:45:54,4,2700,1130.7,1.1,13.3,9,-8.6,0.123,10,0.3,1.03
,13:45:55,4,2700,1131.7,1.1,13.3,9,-8.6,0.123,10,0.3,1.03
,13:45:56,4,2700,1132.7,1.1,13.3,9,-8.6,0.123,10,0.3,1.03
,13:45:57,4,2700,1133.7,1.1,13.3,9,-8.6,0.119,10,0.3,1.03
,13:45:58,4,2700,1134.7,1.1,13.3,9,-8.6,0.116,10,0.3,1.03
,13:45:59,4,2700,1135.7,1.11,13.3,9,-8.6,0.117,10,0.3,1.04
,13:46:00,4,2700,1136.7,1.11,13.3,9,-8.6,0.121,10,0.3,1.04
,13:46:01,4,2700,1137.7,1.11,13.3,9,-8.6,0.12,10,0.3,1.04
,13:46:02,4,2700,1138.7,1.1,13.3,9,-8.6,0.122,10,0.3,1.03
,13:46:03,4,2700,1139.7,1.09,13.3,9,-8.6,0.121,10,0.3,1.01
,13:46:04,4,2700,1140.7,1.07,13.3,9,-8.6,0.123,10,0.3,1
,13:46:05,4,2700,1141.7,1.07,13.3,9,-8.6,0.122,10,0.3,1
,13:46:06,4,2700,1142.7,1.07,13.3,9,-8.6,0.123,10,0.3,1
,13:46:07,4,2700,1143.7,1.08,13.3,9,-8.6,0.123,10,0.2,1.01
,13:46:08,4,2700,1144.7,1.08,13.3,9,-8.5,0.124,10,0.3,1.01
,13:46:09,4,2700,1145.7,1.08,13.3,9,-8.5,0.121,10,0.3,1.01
,13:46:10,4,2700,1146.7,1.09,13.3,9,-8.5,0.121,10,0.3,1.02
,13:46:11,4,2700,1147.7,1.09,13.3,9,-8.5,0.122,10,0.3,1.02
,13:46:12,4,2700,1148.7,1.09,13.3,9,-8.5,0.118,10,0.3,1.02
,13:46:13,4,2700,1149.7,1.09,13.3,9,-8.5,0.118,10,0.3,1.02
,13:46:14,4,2700,1150.7,1.1,13.3,9,-8.5,0.116,10,0.3,1.03
,13:46:15,4,2700,1151.7,1.1,13.3,9,-8.5,0.12,10,0.3,1.03
,13:46:16,4,2700,1152.7,1.11,13.3,9,-8.5,0.12,10,0.3,1.04
,13:46:17,4,2700,1153.7,1.1,13.3,9,-8.5,0.123,10,0.3,1.03
,13:46:18,4,2700,1154.7,1.1,13.3,9,-8.5,0.123,10,0.3,1.03
,13:46:19,4,2700,1155.7,1.1,13.3,9,-8.5,0.123,10,0.3,1.03
,13:46:20,4,2700,1156.7,1.1,13.3,9,-8.5,0.122,10,0.3,1.03
,13:46:21,4,2700,1157.7,1.09,13.3,9,-8.4,0.122,10,0.3,1.02
,13:46:22,4,2700,1158.7,1.09,13.3,9,-8.4,0.121,10,0.3,1.02
,13:46:23,4,2700,1159.7,1.09,13.3,9,-8.4,0.125,10,0.3,1.02
,13:46:24,4,2700,1160.7,1.1,13.3,9,-8.4,0.122,10,0.3,1.03
,13:46:25,4,2700,1161.7,1.1,13.3,9,-8.4,0.122,10,0.3,1.03
,13:46:26,4,2700,1162.7,1.1,13.3,9,-8.4,0.122,10,0.3,1.03
,13:46:27,4,2700,1163.7,1.1,13.3,9,-8.4,0.122,10,0.3,1.03
,13:46:28,4,2700,1164.7,1.09,13.3,9,-8.4,0.122,10,0.3,1.02
,13:46:29,4,2700,1165.7,1.09,13.3,9,-8.4,0.122,10,0.3,1.02
,13:46:30,4,2700,1166.7,1.09,13.3,9,-8.4,0.121,10,0.3,1.02
,13:46:31,4,2700,1167.7,1.09,13.3,9,-8.4,0.121,10,0.3,1.02
,13:46:32,4,2700,1168.7,1.09,13.3,9,-8.3,0.122,10,0.3,1.02
,13:46:33,4,2700,1169.7,1.09,13.3,9,-8.4,0.118,10,0.3,1.02
,13:46:34,4,2700,1170.7,1.09,13.3,9,-8.3,0.115,10,0.3,1.02
,13:46:35,4,2700,1171.7,1.09,13.3,9,-8.3,0.115,10,0.3,1.02
,13:46:36,4,2700,1172.7,1.1,13.3,9,-8.3,0.119,10,0.3,1.03
,13:46:37,4,2700,1173.7,1.1,13.3,9,-8.3,0.123,10,0.3,1.03
,13:46:38,4,2700,1174.7,1.11,13.3,9,-8.3,0.123,10,0.3,1.04
,13:46:39,4,2700,1175.7,1.1,13.3,9,-8.3,0.123,10,0.3,1.03
,13:46:40,4,2700,1176.7,1.1,13.3,9,-8.3,0.122,10,0.3,1.03
,13:46:41,4,2700,1177.7,1.09,13.3,9,-8.3,0.122,10,0.3,1.02
,13:46:42,4,2700,1178.7,1.09,13.3,9,-8.3,0.122,10,0.3,1.02
,13:46:43,4,2700,1179.7,1.09,13.3,9,-8.3,0.125,10,0.3,1.02
,13:46:44,4,2700,1180.7,1.09,13.3,9,-8.2,0.121,10,0.2,1.02
,13:46:45,4,2700,1181.7,1.09,13.3,9,-8.2,0.122,10,0.3,1.02
,13:46:46,4,2700,1182.7,1.09,13.3,9,-8.2,0.122,10,0.3,1.02
,13:46:47,4,2700,1183.7,1.1,13.3,9,-8.2,0.122,10,0.3,1.03
,13:46:48,4,2700,1184.7,1.1,13.3,9,-8.2,0.122,10,0.3,1.02
,13:46:49,4,2700,1185.7,1.09,13.3,9,-8.2,0.118,10,0.3,1.02
,13:46:50,4,2700,1186.7,1.09,13.3,9,-8.2,0.118,10,0.3,1.02
,13:46:51,4,2700,1187.7,1.09,13.3,9,-8.2,0.115,10,0.3,1.02
,13:46:52,4,2700,1188.7,1.09,13.3,9,-8.2,0.115,10,0.3,1.02
,13:46:53,4,2700,1189.7,1.09,13.3,9,-8.2,0.115,10,0.3,1.02
,13:46:54,4,2700,1190.7,1.08,13.3,9,-8.1,0.117,10,0.3,1.01
,13:46:55,4,2700,1191.7,1.08,13.3,9,-8.1,0.12,10,0.3,1.01
,13:46:56,4,2700,1192.7,1.07,13.3,9,-8.1,0.123,10,0.3,1
,13:46:57,4,2700,1193.7,1.07,13.3,9,-8.1,0.122,10,0.3,1
,13:46:58,4,2700,1194.7,1.06,13.3,9,-8.1,0.122,10,0.3,1
,13:46:59,4,2700,1195.7,1.07,13.3,9,-8.1,0.122,10,0.3,1
,13:47:00,4,2700,1196.7,1.07,13.3,9,-8.1,0.123,10,0.3,1
,13:47:01,4,2700,1197.7,1.08,13.3,9,-8.1,0.12,10,0.3,1.01
,13:47:02,4,2700,1198.7,1.08,13.3,9,-8,0.121,10,0.3,1.01
,13:47:03,4,2700,1199.7,1.09,13.3,9,-8,0.121,10,0.3,1.02
,13:47:04,4,2700,1200.7,1.09,13.3,9,-8,0.121,10,0.3,1.02
,13:47:05,4,2700,1201.7,1.09,13.3,9,-8,0.125,10,0.3,1.02
,13:47:06,4,2700,1202.7,1.09,13.3,9,-8,0.125,10,0.3,1.02
,13:47:07,4,2700,1203.7,1.09,13.3,9,-8,0.122,10,0.3,1.02
,13:47:08,4,2700,1204.7,1.09,13.3,9,-8,0.122,10,0.3,1.02
,13:47:09,4,2700,1205.7,1.1,13.3,9,-7.9,0.122,10,0.3,1.03
,13:47:10,4,2700,1206.7,1.1,13.3,9,-7.9,0.119,10,0.3,1.03
,13:47:11,4,2700,1207.7,1.1,13.3,9,-7.9,0.12,10,0.3,1.03
,13:47:12,4,2700,1208.7,1.11,13.3,9,-7.9,0.117,10,0.3,1.04
,13:47:13,4,2700,1209.7,1.11,13.3,9,-7.9,0.12,10,0.3,1.04
,13:47:14,4,2700,1210.7,1.11,13.3,9,-7.9,0.12,10,0.3,1.04
,13:47:15,4,2700,1211.7,1.11,13.3,9,-7.9,0.124,10,0.3,1.04
,13:47:16,4,2700,1212.7,1.11,13.3,9,-7.9,0.123,10,0.3,1.04
,13:47:17,4,2700,1213.7,1.11,13.3,9,-7.9,0.123,10,0.3,1.04
,13:47:18,4,2700,1214.7,1.1,13.3,9,-7.9,0.123,10,0.3,1.03
,13:47:19,4,2700,1215.7,1.1,13.3,9,-7.9,0.122,10,0.2,1.03
,13:47:20,4,2700,1216.7,1.1,13.3,9,-7.8,0.122,10,0.3,1.03
,13:47:21,4,2700,1217.7,1.1,13.3,9,-7.8,0.122,10,0.3,1.03
,13:47:22,4,2700,1218.7,1.1,13.3,9,-7.8,0.122,10,0.3,1.03
,13:47:23,4,2700,1219.7,1.1,13.3,9,-7.8,0.122,10,0.3,1.03
,13:47:24,4,2700,1220.7,1.1,13.3,9,-7.8,0.119,10,0.3,1.03
,13:47:25,4,2700,1221.7,1.1,13.3,9,-7.8,0.116,10,0.3,1.03
,13:47:26,4,2700,1222.7,1.1,13.3,9,-7.7,0.119,10,0.3,1.03
,13:47:27,4,2700,1223.7,1.1,13.3,9,-7.7,0.122,10,0.3,1.03
,13:47:28,4,2700,1224.7,1.1,13.3,9,-7.7,0.122,10,0.3,1.03
,13:47:29,4,2700,1225.7,1.1,13.3,9,-7.7,0.123,10,0.3,1.03
,13:47:30,4,2700,1226.7,1.1,13.3,9,-7.7,0.123,10,0.3,1.03
,13:47:31,4,2700,1227.7,1.1,13.3,9,-7.7,0.123,10,0.3,1.03
,13:47:32,4,2700,1228.7,1.1,13.3,9,-7.7,0.123,10,0.3,1.03
,13:47:33,4,2700,1229.7,1.11,13.3,9,-7.7,0.124,10,0.3,1.04
,13:47:34,4,2700,1230.7,1.11,13.3,9,-7.6,0.12,10,0.3,1.04
,13:47:35,4,2700,1231.7,1.11,13.3,9,-7.6,0.12,10,0.3,1.04
,13:47:36,4,2700,1232.7,1.1,13.3,9,-7.6,0.12,10,0.3,1.03
,13:47:37,4,2700,1233.7,1.1,13.3,9,-7.6,0.123,10,0.3,1.03
,13:47:38,4,2700,1234.7,1.1,13.3,9,-7.6,0.126,10,0.3,1.03
,13:47:39,4,2700,1235.7,1.09,13.3,9,-7.6,0.125,10,0.3,1.02
,13:47:40,4,2700,1236.7,1.09,13.3,9,-7.6,0.125,10,0.3,1.02
,13:47:41,4,2700,1237.7,1.09,13.3,9,-7.5,0.125,10,0.3,1.02
,13:47:42,4,2700,1238.7,1.09,13.3,9,-7.5,0.122,10,0.3,1.02
,13:47:43,4,2700,1239.7,1.1,13.3,9,-7.5,0.119,10,0.3,1.03
,13:47:44,4,2700,1240.7,1.1,13.3,9,-7.5,0.116,10,0.3,1.03
,13:47:45,4,2700,1241.7,1.11,13.3,9,-7.5,0.12,10,0.3,1.04
,13:47:46,4,2700,1242.7,1.11,13.3,9,-7.5,0.124,10,0.3,1.04
,13:47:47,4,2700,1243.7,1.11,13.3,9,-7.4,0.124,10,0.3,1.04
,13:47:48,4,2700,1244.7,1.11,13.3,9,-7.4,0.123,10,0.3,1.04
,13:47:49,4,2700,1245.7,1.11,13.3,9,-7.4,0.124,10,0.3,1.04
,13:47:50,4,2700,1246.7,1.11,13.3,9,-7.4,0.123,10,0.3,1.04
,13:47:51,4,2700,1247.7,1.11,13.3,9,-7.4,0.123,10,0.3,1.04
,13:47:52,4,2700,1248.7,1.1,13.3,9,-7.4,0.123,10,0.3,1.03
,13:47:53,4,2700,1249.7,1.1,13.3,9,-7.4,0.12,10,0.3,1.03
,13:47:54,4,2700,1250.7,1.11,13.3,9,-7.4,0.12,10,0.3,1.04
,13:47:55,4,2700,1251.7,1.11,13.3,9,-7.4,0.12,10,0.3,1.04
,13:47:56,4,2700,1252.7,1.11,13.3,9,-7.3,0.124,10,0.3,1.04
,13:47:57,4,2700,1253.7,1.11,13.3,9,-7.3,0.124,10,0.3,1.04
,13:47:58,4,2700,1254.7,1.11,13.3,9,-7.3,0.124,10,0.3,1.04
,13:47:59,4,2700,1255.7,1.11,13.3,9,-7.3,0.123,10,0.3,1.04
,13:48:00,4,2700,1256.7,1.11,13.3,9,-7.3,0.123,10,0.3,1.04
,13:48:01,4,2700,1257.7,1.11,13.3,9,-7.3,0.124,10,0.3,1.04
,13:48:02,4,2700,1258.7,1.11,13.3,9,-7.2,0.124,10,0.2,1.04
,13:48:03,4,2700,1259.7,1.11,13.3,9,-7.2,0.124,10,0.2,1.04
,13:48:04,4,2700,1260.7,1.11,13.3,9,-7.2,0.124,10,0.3,1.04
,13:48:05,4,2700,1261.7,1.12,13.3,9,-7.2,0.124,10,0.3,1.05
,13:48:06,4,2700,1262.7,1.12,13.3,9,-7.2,0.124,10,0.3,1.04
,13:48:07,4,2700,1263.7,1.11,13.3,9,-7.2,0.124,10,0.3,1.04
,13:48:08,4,2700,1264.7,1.11,13.3,9,-7.1,0.124,10,0.3,1.04
,13:48:09,4,2700,1265.7,1.11,13.3,9,-7.2,0.12,10,0.3,1.04
,13:48:10,4,2700,1266.7,1.11,13.3,9,-7.1,0.12,10,0.3,1.04
,13:48:11,4,2700,1267.7,1.1,13.3,9,-7.1,0.116,10,0.3,1.03
,13:48:12,4,2700,1268.7,1.1,13.3,10,-7.1,0.113,10,0.3,1.03
,13:48:13,4,2700,1269.7,1.1,13.3,9,-7.1,0.116,10,0.3,1.02
,13:48:14,4,2700,1270.7,1.09,13.3,9,-7.1,0.118,10,0.3,1.02
,13:48:15,4,2700,1271.7,1.08,13.3,9,-7.1,0.12,10,0.3,1.01
,13:48:16,4,2700,1272.7,1.07,13.3,9,-7,0.123,10,0.3,1
,13:48:17,4,2700,1273.7,1.07,13.3,9,-7,0.119,10,0.3,1
,13:48:18,4,2700,1274.7,1.07,13.3,9,-7,0.12,10,0.3,1
,13:48:19,4,2700,1275.7,1.08,13.3,9,-7,0.12,10,0.3,1.01
,13:48:20,4,2700,1276.7,1.08,13.3,9,-7,0.12,10,0.3,1
,13:48:21,4,2700,1277.7,1.07,13.3,9,-7,0.119,10,0.3,1
,13:48:22,4,2700,1278.7,1.06,13.3,9,-7,0.122,10,0.3,1
,13:48:23,4,2700,1279.7,1.06,13.3,9,-6.9,0.122,10,0.3,1
,13:48:24,4,2700,1280.7,1.07,13.3,9,-6.9,0.123,10,0.3,1
,13:48:25,4,2700,1281.7,1.07,13.3,9,-6.9,0.123,10,0.3,1
,13:48:26,4,2700,1282.7,1.08,13.3,9,-6.9,0.124,10,0.3,1.01
,13:48:27,4,2700,1283.7,1.08,13.3,9,-6.9,0.124,10,0.3,1.01
,13:48:28,4,2700,1284.7,1.08,13.3,9,-6.9,0.124,10,0.3,1.01
