Data file,,DELRIN500AF_ISO10_12C_005.TSV,,,,,,,,,,
,11:30:30,4,3600,419.2,0.9,13.3,7,11.1,0.135,10,44.7,0.84
,11:30:31,4,3600,420.2,0.91,13.3,7,11.1,0.136,10,44.7,0.85
,11:30:32,4,3600,421.2,0.92,13.3,7,11.1,0.137,10,44.7,0.86
,11:30:33,4,3600,422.2,0.93,13.3,7,11.1,0.134,10,44.7,0.87
,11:30:34,4,3600,423.2,0.93,13.3,7,11.1,0.134,10,44.7,0.87
,11:30:35,4,3600,424.2,0.93,13.3,7,11.2,0.134,10,44.7,0.87
,11:30:36,4,3600,425.2,0.92,13.3,6,11.2,0.144,10,44.7,0.86
,11:30:37,4,3600,426.2,0.92,13.3,6,11.2,0.144,10,44.7,0.86
,11:30:38,4,3600,427.2,0.93,13.3,7,11.2,0.14,10,44.7,0.87
,11:30:39,4,3600,428.2,0.94,13.3,7,11.2,0.136,10,44.7,0.88
,11:30:40,4,3600,429.2,0.94,13.3,7,11.3,0.136,10,44.7,0.88
,11:30:41,4,3600,430.2,0.95,13.3,7,11.3,0.132,10,44.7,0.89
,11:30:42,4,3600,431.2,0.95,13.3,7,11.3,0.137,10,44.7,0.89
,11:30:43,4,3600,432.2,0.94,13.3,7,11.3,0.142,10,44.7,0.88
,11:30:44,4,3600,433.2,0.94,13.3,6,11.3,0.147,10,44.7,0.88
,11:30:45,4,3600,434.2,0.94,13.3,7,11.3,0.141,10,44.8,0.88
,11:30:46,4,3600,435.2,0.95,13.3,7,11.3,0.137,10,44.7,0.89
,11:30:47,4,3600,436.2,0.95,13.3,7,11.4,0.133,10,44.7,0.89
,11:30:48,4,3600,437.2,0.96,13.3,7,11.4,0.133,10,44.7,0.9
,11:30:49,4,3600,438.2,0.95,13.3,7,11.4,0.133,10,44.7,0.89
,11:30:50,4,3600,439.2,0.95,13.3,7,11.4,0.142,10,44.8,0.89
,11:30:51,4,3600,440.2,0.94,13.3,7,11.4,0.142,10,44.8,0.88
,11:30:52,4,3600,441.2,0.94,13.3,6,11.4,0.147,10,44.8,0.89
,11:30:53,4,3600,442.2,0.95,13.3,7,11.4,0.143,10,44.8,0.9
,11:30:54,4,3600,443.2,0.96,13.3,7,11.4,0.139,10,44.8,0.9
,11:30:55,4,3600,444.2,0.97,13.3,7,11.4,0.14,10,44.8,0.91
,11:30:56,4,3600,445.2,0.97,13.3,7,11.4,0.14,10,44.8,0.91
,11:30:57,4,3600,446.2,0.96,13.3,7,11.4,0.145,10,44.7,0.9
,11:30:58,4,3600,447.2,0.96,13.3,7,11.4,0.139,10,44.7,0.9
,11:30:59,4,3600,448.2,0.96,13.3,7,11.4,0.139,10,44.7,0.9
,11:31:00,4,3600,449.2,0.96,13.3,7,11.4,0.139,10,44.7,0.9
,11:31:01,4,3600,450.2,0.96,13.3,7,11.4,0.139,10,44.7,0.9
,11:31:02,4,3600,451.2,0.96,13.3,7,11.4,0.139,10,44.7,0.9
,11:31:03,4,3600,452.2,0.96,13.3,7,11.4,0.138,10,44.7,0.9
,11:31:04,4,3600,453.2,0.96,13.3,7,11.4,0.138,10,44.7,0.89
,11:31:05,4,3600,454.2,0.95,13.3,7,11.4,0.142,10,44.7,0.89
,11:31:06,4,3600,455.2,0.95,13.3,7,11.4,0.143,10,44.7,0.89
,11:31:07,4,3600,456.2,0.96,13.3,7,11.4,0.144,10,44.7,0.9
,11:31:08,4,3600,457.2,0.97,13.3,7,11.4,0.145,10,44.7,0.91
,11:31:09,4,3600,458.2,0.97,13.3,7,11.4,0.14,10,44.7,0.91
,11:31:10,4,3600,459.2,0.97,13.3,7,11.4,0.136,10,44.7,0.91
,11:31:11,4,3600,460.2,0.97,13.3,7,11.4,0.136,10,44.7,0.91
,11:31:12,4,3600,461.2,0.97,13.3,7,11.4,0.14,10,44.7,0.91
,11:31:13,4,3600,462.2,0.96,13.3,7,11.4,0.145,10,44.7,0.9
,11:31:14,4,3600,463.2,0.96,13.3,7,11.4,0.144,10,44.7,0.9
,11:31:15,4,3600,464.2,0.96,13.3,7,11.4,0.145,10,44.7,0.91
,11:31:16,4,3600,465.2,0.97,13.3,7,11.4,0.14,10,44.7,0.91
,11:31:17,4,3600,466.2,0.98,13.3,7,11.4,0.136,10,44.7,0.92
,11:31:18,4,3600,467.2,0.98,13.3,7,11.3,0.141,10,44.7,0.91
,11:31:19,4,3600,468.2,0.97,13.3,7,11.3,0.145,10,44.7,0.91
,11:31:20,4,3600,469.2,0.96,13.3,7,11.3,0.144,10,44.7,0.9
,11:31:21,4,3600,470.2,0.96,13.3,7,11.3,0.145,10,44.7,0.9
,11:31:22,4,3600,471.2,0.97,13.3,7,11.3,0.146,10,44.7,0.91
,11:31:23,4,3600,472.2,0.98,13.3,7,11.3,0.136,10,44.7,0.92
,11:31:24,4,3600,473.2,0.98,13.3,7,11.3,0.137,10,44.8,0.92
,11:31:25,4,3600,474.2,0.98,13.3,7,11.3,0.141,10,44.7,0.91
,11:31:26,4,3600,475.2,0.97,13.3,7,11.3,0.146,10,44.7,0.91
,11:31:27,4,3600,476.2,0.97,13.3,7,11.3,0.146,10,44.7,0.91
,11:31:28,4,3600,477.2,0.98,13.3,7,11.3,0.147,10,44.7,0.91
,11:31:29,4,3600,478.2,0.99,13.3,7,11.3,0.138,10,44.7,0.92
,11:31:30,4,3600,479.2,0.99,13.3,7,11.3,0.138,10,44.7,0.92
,11:31:31,4,3600,480.2,0.98,13.3,7,11.3,0.137,10,44.7,0.92
,11:31:32,4,3600,481.2,0.98,13.3,7,11.3,0.147,10,44.7,0.91
,11:31:33,4,3600,482.2,0.97,13.3,7,11.3,0.146,10,44.8,0.91
,11:31:34,4,3600,483.2,0.98,13.3,7,11.3,0.147,10,44.8,0.91
,11:31:35,4,3600,484.2,0.99,13.3,7,11.3,0.148,10,44.7,0.92
,11:31:36,4,3600,485.2,0.99,13.3,7,11.3,0.143,10,44.7,0.93
,11:31:37,4,3600,486.2,1,13.3,7,11.3,0.139,10,44.8,0.93
,11:31:38,4,3600,487.2,0.99,13.3,7,11.3,0.138,10,44.8,0.93
,11:31:39,4,3600,488.2,0.99,13.3,7,11.3,0.143,10,44.8,0.92
,11:31:40,4,3600,489.2,0.98,13.3,7,11.3,0.147,10,44.7,0.92
,11:31:41,4,3600,490.2,0.98,13.3,7,11.3,0.147,10,44.8,0.92
,11:31:42,4,3600,491.2,0.99,13.3,7,11.3,0.148,10,44.8,0.92
,11:31:43,4,3600,492.2,0.99,13.3,7,11.3,0.149,10,44.8,0.93
,11:31:44,4,3600,493.2,0.99,13.3,7,11.3,0.143,10,44.7,0.93
,11:31:45,4,3600,494.2,0.99,13.3,7,11.3,0.143,10,44.8,0.92
,11:31:46,4,3600,495.2,0.98,13.3,7,11.3,0.142,10,44.8,0.92
,11:31:47,4,3600,496.2,0.98,13.3,6,11.3,0.153,10,44.7,0.92
,11:31:48,4,3600,497.2,0.98,13.3,7,11.3,0.148,10,44.7,0.92
,11:31:49,4,3600,498.2,0.99,13.3,6,11.3,0.155,10,44.8,0.93
,11:31:50,4,3600,499.2,1,13.3,7,11.3,0.15,10,44.8,0.94
,11:31:51,4,3600,500.2,1.01,13.3,7,11.3,0.145,10,44.8,0.94
,11:31:52,4,3600,501.2,1.01,13.3,7,11.3,0.14,10,44.8,0.94
,11:31:53,4,3600,502.2,1.01,13.3,7,11.3,0.145,10,44.8,0.94
,11:31:54,4,3600,503.2,1.01,13.3,7,11.3,0.146,10,44.7,0.94
,11:31:55,4,3600,504.2,1.01,13.3,7,11.3,0.146,10,44.7,0.94
,11:31:56,4,3600,505.2,1,13.3,7,11.3,0.145,10,44.8,0.94
,11:31:57,4,3600,506.2,1,13.3,7,11.3,0.144,10,44.8,0.93
,11:31:58,4,3600,507.2,0.99,13.3,7,11.3,0.149,10,44.8,0.92
,11:31:59,4,3600,508.2,0.99,13.3,7,11.3,0.148,10,44.7,0.93
,11:32:00,4,3600,509.2,0.99,13.3,7,11.3,0.143,10,44.7,0.93
,11:32:01,4,3600,510.2,1,13.3,7,11.3,0.145,10,44.7,0.94
,11:32:02,4,3600,511.2,1,13.3,7,11.3,0.145,10,44.7,0.94
,11:32:03,4,3600,512.2,1,13.3,7,11.3,0.15,10,44.7,0.94
,11:32:04,4,3600,513.2,1,13.3,7,11.3,0.144,10,44.7,0.93
,11:32:05,4,3600,514.2,0.98,13.3,7,11.3,0.142,10,44.7,0.92
,11:32:06,4,3600,515.2,0.98,13.3,7,11.3,0.147,10,44.7,0.92
,11:32:07,4,3600,516.2,0.98,13.3,6,11.3,0.154,10,44.7,0.92
,11:32:08,4,3600,517.2,0.99,13.3,6,11.3,0.154,10,44.7,0.93
,11:32:09,4,3600,518.2,1,13.3,7,11.3,0.15,10,44.7,0.93
,11:32:10,4,3600,519.2,1,13.3,7,11.3,0.145,10,44.7,0.94
,11:32:11,4,3600,520.2,1,13.3,7,11.3,0.145,10,44.7,0.94
,11:32:12,4,3600,521.2,1,13.3,7,11.3,0.15,10,44.7,0.94
,11:32:13,4,3600,522.2,1.01,13.3,7,11.3,0.151,10,44.7,0.94
,11:32:14,4,3600,523.2,1.01,13.3,7,11.3,0.146,10,44.7,0.94
,11:32:15,4,3600,524.2,1.01,13.3,7,11.3,0.146,10,44.7,0.94
,11:32:16,4,3600,525.2,1.01,13.3,7,11.3,0.14,10,44.8,0.94
,11:32:17,4,3600,526.2,1.01,13.3,7,11.3,0.146,10,44.8,0.94
,11:32:18,4,3600,527.2,1,13.3,7,11.3,0.145,10,44.7,0.94
,11:32:19,4,3600,528.2,1,13.3,7,11.3,0.149,10,44.7,0.93
,11:32:20,4,3600,529.2,1,13.3,7,11.4,0.144,10,44.8,0.93
,11:32:21,4,3600,530.2,1,13.3,7,11.4,0.14,10,44.7,0.94
,11:32:22,4,3600,531.2,1.01,13.3,7,11.4,0.14,10,44.8,0.94
,11:32:23,4,3600,532.2,1,13.3,7,11.4,0.145,10,44.7,0.94
,11:32:24,4,3600,533.2,0.99,13.3,7,11.4,0.149,10,44.7,0.93
,11:32:25,4,3600,534.2,0.99,13.3,7,11.4,0.149,10,44.8,0.93
,11:32:26,4,3600,535.2,1,13.3,7,11.4,0.145,10,44.8,0.94
,11:32:27,4,3600,536.2,1,13.3,7,11.4,0.145,10,44.7,0.94
,11:32:28,4,3600,537.2,1,13.3,7,11.4,0.144,10,44.7,0.93
,11:32:29,4,3600,538.2,0.99,13.3,7,11.4,0.149,10,44.8,0.93
,11:32:30,4,3600,539.2,1,13.3,6,11.4,0.155,10,44.8,0.93
,11:32:31,4,3600,540.2,1,13.3,7,11.4,0.15,10,44.7,0.94
,11:32:32,4,3600,541.2,1.01,13.3,7,11.4,0.145,10,44.8,0.94
,11:32:33,4,3600,542.2,1.01,13.3,7,11.4,0.146,10,44.8,0.94
,11:32:34,4,3600,543.2,1.01,13.3,7,11.4,0.146,10,44.8,0.95
,11:32:35,4,3600,544.2,1.01,13.3,7,11.4,0.151,10,44.7,0.94
,11:32:36,4,3600,545.2,1,13.3,7,11.4,0.15,10,44.7,0.94
,11:32:37,4,3600,546.2,1,13.3,7,11.4,0.15,10,44.7,0.94
,11:32:38,4,3600,547.2,1.01,13.3,7,11.4,0.145,10,44.7,0.94
,11:32:39,4,3600,548.2,1.01,13.3,7,11.4,0.14,10,44.7,0.94
,11:32:40,4,3600,549.2,1.01,13.3,7,11.4,0.146,10,44.7,0.94
,11:32:41,4,3600,550.2,1,13.3,7,11.4,0.15,10,44.7,0.93
,11:32:42,4,3600,551.2,1,13.3,6,11.4,0.155,10,44.7,0.93
,11:32:43,4,3600,552.2,1,13.3,7,11.4,0.15,10,44.7,0.93
,11:32:44,4,3600,553.2,1.01,13.3,7,11.4,0.146,10,44.7,0.94
,11:32:45,4,3600,554.2,1.01,13.3,7,11.4,0.146,10,44.7,0.95
,11:32:46,4,3600,555.2,1.01,13.3,7,11.5,0.146,10,44.7,0.95
,11:32:47,4,3600,556.2,1.01,13.3,7,11.5,0.152,10,44.7,0.95
,11:32:48,4,3600,557.2,1.01,13.3,7,11.5,0.146,10,44.8,0.95
,11:32:49,4,3600,558.2,1.02,13.3,7,11.5,0.147,10,44.7,0.95
,11:32:50,4,3600,559.2,1.02,13.3,7,11.5,0.142,10,44.7,0.95
,11:32:51,4,3600,560.2,1.02,13.3,7,11.5,0.142,10,44.7,0.95
,11:32:52,4,3600,561.2,1.01,13.3,7,11.5,0.141,10,44.7,0.95
,11:32:53,4,3600,562.2,1,13.3,7,11.5,0.145,10,44.7,0.94
,11:32:54,4,3600,563.2,1,13.3,7,11.5,0.15,10,44.7,0.93
,11:32:55,4,3600,564.2,1,13.3,7,11.5,0.15,10,44.7,0.93
,11:32:56,4,3600,565.2,1,13.3,7,11.5,0.15,10,44.7,0.94
,11:32:57,4,3600,566.2,1.01,13.3,7,11.5,0.146,10,44.7,0.95
,11:32:58,4,3600,567.2,1.01,13.3,7,11.5,0.146,10,44.7,0.94
,11:32:59,4,3600,568.2,1,13.3,7,11.5,0.15,10,44.7,0.94
,11:33:00,4,3600,569.2,1,13.3,7,11.5,0.15,10,44.7,0.94
,11:33:01,4,3600,570.2,1,13.3,7,11.5,0.145,10,44.7,0.94
,11:33:02,4,3600,571.2,1.01,13.3,7,11.6,0.146,10,44.7,0.94
,11:33:03,4,3600,572.2,1.01,13.3,7,11.6,0.146,10,44.7,0.94
,11:33:04,4,3600,573.2,1.01,13.3,7,11.6,0.151,10,44.7,0.94
,11:33:05,4,3600,574.2,1.01,13.3,6,11.6,0.158,10,44.7,0.95
,11:33:06,4,3600,575.2,1.02,13.3,7,11.6,0.152,10,44.7,0.95
,11:33:07,4,3600,576.2,1.02,13.3,7,11.6,0.147,10,44.7,0.96
,11:33:08,4,3600,577.2,1.02,13.3,7,11.6,0.147,10,44.7,0.96
,11:33:09,4,3600,578.2,1.02,13.3,7,11.6,0.154,10,44.7,0.96
,11:33:10,4,3600,579.2,1.02,13.3,7,11.6,0.153,10,44.7,0.96
,11:33:11,4,3600,580.2,1.02,13.3,7,11.6,0.153,10,44.7,0.95
,11:33:12,4,3600,581.2,1.01,13.3,7,11.6,0.146,10,44.7,0.95
,11:33:13,4,3600,582.2,1.01,13.3,7,11.6,0.146,10,44.7,0.95
,11:33:14,4,3600,583.2,1.01,13.3,7,11.6,0.152,10,44.7,0.95
,11:33:15,4,3600,584.2,1.01,13.3,7,11.6,0.152,10,44.7,0.95
,11:33:16,4,3600,585.2,1.01,13.3,7,11.7,0.146,10,44.7,0.95
,11:33:17,4,3600,586.2,1.01,13.3,7,11.7,0.146,10,44.7,0.95
,11:33:18,4,3600,587.2,1.01,13.3,7,11.7,0.152,10,44.7,0.95
,11:33:19,4,3600,588.2,1.01,13.3,7,11.7,0.152,10,44.7,0.95
,11:33:20,4,3600,589.2,1.01,13.3,7,11.7,0.146,10,44.7,0.95
,11:33:21,4,3600,590.2,1.02,13.3,7,11.7,0.142,10,44.7,0.95
,11:33:22,4,3600,591.2,1.02,13.3,7,11.7,0.147,10,44.7,0.95
,11:33:23,4,3600,592.2,1.02,13.3,7,11.7,0.153,10,44.7,0.95
,11:33:24,4,3600,593.2,1.02,13.3,7,11.7,0.153,10,44.6,0.95
,11:33:25,4,3600,594.2,1.02,13.3,7,11.7,0.147,10,44.6,0.95
,11:33:26,4,3600,595.2,1.02,13.3,7,11.7,0.147,10,44.6,0.95
,11:33:27,4,3600,596.2,1.02,13.3,7,11.7,0.153,10,44.6,0.95
,11:33:28,4,3600,597.2,1.02,13.3,7,11.7,0.152,10,44.6,0.95
,11:33:29,4,3600,598.2,1.02,13.3,7,11.8,0.152,10,44.6,0.95
,11:33:30,4,3600,599.2,1.02,13.3,7,11.8,0.147,10,44.6,0.95
,11:33:31,4,3600,600.2,1.02,13.3,7,11.8,0.147,10,44.6,0.95
,11:33:32,4,3600,601.2,1.02,13.3,7,11.8,0.142,10,44.7,0.95
,11:33:33,4,3600,602.2,1.01,13.3,7,11.8,0.146,10,44.6,0.95
,11:33:34,4,3600,603.2,1.01,13.3,7,11.8,0.151,10,44.6,0.94
,11:33:35,4,3600,604.2,1,13.3,7,11.8,0.15,10,44.7,0.94
,11:33:36,4,3600,605.2,1.01,13.3,7,11.8,0.151,10,44.7,0.94
,11:33:37,4,3600,606.2,1.01,13.3,7,11.8,0.146,10,44.7,0.95
,11:33:38,4,3600,607.2,1.02,13.3,7,11.9,0.147,10,44.7,0.95
,11:33:39,4,3600,608.2,1.01,13.3,7,11.9,0.152,10,44.7,0.95
,11:33:40,4,3600,609.2,1.01,13.3,7,11.9,0.151,10,44.7,0.94
,11:33:41,4,3600,610.2,1.01,13.3,7,11.9,0.146,10,44.7,0.95
,11:33:42,4,3600,611.2,1.01,13.3,7,11.9,0.146,10,44.7,0.95
,11:33:43,4,3600,612.2,1.02,13.3,7,11.9,0.147,10,44.7,0.95
,11:33:44,4,3600,613.2,1.01,13.3,7,11.9,0.152,10,44.7,0.95
,11:33:45,4,3600,614.2,1.02,13.3,7,11.9,0.152,10,44.7,0.95
,11:33:46,4,3600,615.2,1.02,13.3,7,11.9,0.147,10,44.7,0.95
,11:33:47,4,3600,616.2,1.01,13.3,7,11.9,0.146,10,44.7,0.95
,11:33:48,4,3600,617.2,1.02,13.3,7,11.9,0.152,10,44.7,0.95
,11:33:49,4,3600,618.2,1.02,13.3,7,11.9,0.153,10,44.7,0.95
,11:33:50,4,3600,619.2,1.02,13.3,7,12,0.147,10,44.7,0.95
,11:33:51,4,3600,620.2,1.02,13.3,7,12,0.147,10,44.7,0.95
,11:33:52,4,3600,621.2,1.02,13.3,7,12,0.147,10,44.7,0.95
,11:33:53,4,3600,622.2,1.01,13.3,7,12,0.152,10,44.7,0.95
,11:33:54,4,3600,623.2,1.02,13.3,7,12,0.153,10,44.7,0.95
,11:33:55,4,3600,624.2,1.02,13.3,7,12,0.147,10,44.7,0.95
,11:33:56,4,3600,625.2,1.02,13.3,7,12,0.147,10,44.7,0.95
,11:33:57,4,3600,626.2,1.02,13.3,7,12,0.152,10,44.7,0.95
,11:33:58,4,3600,627.2,1.02,13.3,7,12,0.153,10,44.7,0.95
,11:33:59,4,3600,628.2,1.02,13.3,7,12.1,0.147,10,44.7,0.95
,11:34:00,4,3600,629.2,1.02,13.3,7,12.1,0.147,10,44.7,0.95
,11:34:01,4,3600,630.2,1.02,13.3,7,12.1,0.147,10,44.7,0.95
,11:34:02,4,3600,631.2,1.02,13.3,7,12.1,0.152,10,44.7,0.95
,11:34:03,4,3600,632.2,1.02,13.3,7,12.1,0.147,10,44.7,0.95
,11:34:04,4,3600,633.2,1.02,13.3,7,12.1,0.147,10,44.7,0.95
,11:34:05,4,3600,634.2,1.02,13.3,7,12.1,0.147,10,44.7,0.95
,11:34:06,4,3600,635.2,1.01,13.3,7,12.1,0.152,10,44.6,0.95
,11:34:07,4,3600,636.2,1.02,13.3,7,12.1,0.152,10,44.7,0.95
,11:34:08,4,3600,637.2,1.02,13.3,7,12.2,0.147,10,44.7,0.95
,11:34:09,4,3600,638.2,1.02,13.3,7,12.2,0.147,10,44.7,0.95
,11:34:10,4,3600,639.2,1.02,13.3,7,12.2,0.147,10,44.7,0.95
,11:34:11,4,3600,640.2,1.01,13.3,7,12.2,0.152,10,44.7,0.95
,11:34:12,4,3600,641.2,1.01,13.3,7,12.2,0.152,10,44.7,0.95
,11:34:13,4,3600,642.2,1.01,13.3,7,12.2,0.146,10,44.6,0.95
,11:34:14,4,3600,643.2,1.01,13.3,7,12.2,0.146,10,44.6,0.95
,11:34:15,4,3600,644.2,1.01,13.3,7,12.2,0.152,10,44.6,0.95
,11:34:16,4,3600,645.2,1.01,13.3,7,12.3,0.151,10,44.6,0.94
,11:34:17,4,3600,646.2,1.01,13.3,7,12.3,0.151,10,44.6,0.94
,11:34:18,4,3600,647.2,1.01,13.3,7,12.3,0.146,10,44.6,0.94
,11:34:19,4,3600,648.2,1.01,13.3,7,12.3,0.151,10,44.6,0.94
,11:34:20,4,3600,649.2,1.01,13.3,7,12.3,0.151,10,44.6,0.94
,11:34:21,4,3600,650.2,1.01,13.3,7,12.3,0.146,10,44.6,0.95
,11:34:22,4,3600,651.2,1.01,13.3,7,12.3,0.146,10,44.6,0.95
,11:34:23,4,3600,652.2,1.02,13.3,7,12.3,0.147,10,44.6,0.95
,11:34:24,4,3600,653.2,1.01,13.3,7,12.3,0.152,10,44.6,0.95
,11:34:25,4,3600,654.2,1.01,13.3,7,12.4,0.146,10,44.6,0.95
,11:34:26,4,3600,655.2,1.01,13.3,7,12.4,0.146,10,44.6,0.95
,11:34:27,4,3600,656.2,1.01,13.3,7,12.4,0.146,10,44.6,0.95
,11:34:28,4,3600,657.2,1.01,13.3,7,12.4,0.152,10,44.6,0.95
,11:34:29,4,3600,658.2,1.01,13.3,7,12.4,0.146,10,44.6,0.95
,11:34:30,4,3600,659.2,1.02,13.3,7,12.4,0.147,10,44.6,0.95
,11:34:31,4,3600,660.2,1.01,13.3,7,12.4,0.146,10,44.6,0.95
,11:34:32,4,3600,661.2,1.01,13.3,7,12.4,0.152,10,44.7,0.95
,11:34:33,4,3600,662.2,1.01,13.3,7,12.4,0.152,10,44.6,0.95
,11:34:34,4,3600,663.2,1.01,13.3,7,12.5,0.146,10,44.6,0.95
,11:34:35,4,3600,664.2,1.01,13.3,7,12.5,0.146,10,44.6,0.95
,11:34:36,4,3600,665.2,1.01,13.3,7,12.5,0.152,10,44.6,0.95
,11:34:37,4,3600,666.2,1.01,13.3,7,12.5,0.146,10,44.6,0.95
,11:34:38,4,3600,667.2,1.01,13.3,7,12.5,0.146,10,44.7,0.95
,11:34:39,4,3600,668.2,1.01,13.3,7,12.5,0.146,10,44.6,0.95
,11:34:40,4,3600,669.2,1.01,13.3,7,12.6,0.152,10,44.6,0.95
,11:34:41,4,3600,670.2,1.01,13.3,7,12.6,0.152,10,44.6,0.95
,11:34:42,4,3600,671.2,1.01,13.3,7,12.6,0.146,10,44.6,0.95
,11:34:43,4,3600,672.2,1.01,13.3,7,12.6,0.146,10,44.6,0.95
,11:34:44,4,3600,673.2,1.01,13.3,7,12.6,0.146,10,44.6,0.95
,11:34:45,4,3600,674.2,1.01,13.3,7,12.6,0.146,10,44.7,0.95
,11:34:46,4,3600,675.2,1.02,13.3,7,12.6,0.147,10,44.7,0.95
,11:34:47,4,3600,676.2,1.02,13.3,7,12.6,0.147,10,44.6,0.95
,11:34:48,4,3600,677.2,1.02,13.3,7,12.6,0.147,10,44.6,0.95
,11:34:49,4,3600,678.2,1.01,13.3,7,12.6,0.152,10,44.6,0.95
,11:34:50,4,3600,679.2,1.01,13.3,7,12.7,0.146,10,44.6,0.94
,11:34:51,4,3600,680.2,1.01,13.3,7,12.7,0.14,10,44.6,0.94
,11:34:52,4,3600,681.2,1.01,13.3,7,12.7,0.141,10,44.6,0.95
,11:34:53,4,3600,682.2,1.01,13.3,7,12.7,0.146,10,44.6,0.95
,11:34:54,4,3600,683.2,1.01,13.3,7,12.7,0.146,10,44.6,0.95
,11:34:55,4,3600,684.2,1.01,13.3,7,12.7,0.146,10,44.6,0.94
,11:34:56,4,3600,685.2,1.01,13.3,7,12.7,0.146,10,44.6,0.95
,11:34:57,4,3600,686.2,1.01,13.3,7,12.7,0.152,10,44.6,0.95
,11:34:58,4,3600,687.2,1.01,13.3,7,12.8,0.152,10,44.6,0.95
,11:34:59,4,3600,688.2,1.01,13.3,7,12.8,0.146,10,44.6,0.94
,11:35:00,4,3600,689.2,1.01,13.3,7,12.8,0.146,10,44.6,0.94
,11:35:01,4,3600,690.2,1.01,13.3,7,12.8,0.151,10,44.6,0.94
,11:35:02,4,3600,691.2,1.01,13.3,7,12.8,0.146,10,44.6,0.94
,11:35:03,4,3600,692.2,1.01,13.3,7,12.8,0.146,10,44.6,0.94
,11:35:04,4,3600,693.2,1.01,13.3,7,12.8,0.145,10,44.6,0.94
,11:35:05,4,3600,694.2,1.01,13.3,7,12.8,0.151,10,44.6,0.94
,11:35:06,4,3600,695.2,1.01,13.3,7,12.8,0.151,10,44.6,0.94
,11:35:07,4,3600,696.2,1.01,13.3,7,12.9,0.145,10,44.6,0.94
,11:35:08,4,3600,697.2,1.01,13.3,7,12.9,0.151,10,44.6,0.94
,11:35:09,4,3600,698.2,1.01,13.3,7,12.9,0.151,10,44.6,0.94
,11:35:10,4,3600,699.2,1.01,13.3,7,12.9,0.146,10,44.6,0.94
,11:35:11,4,3600,700.2,1.01,13.3,7,12.9,0.146,10,44.6,0.95
,11:35:12,4,3600,701.2,1.01,13.3,7,12.9,0.151,10,44.6,0.94
,11:35:13,4,3600,702.2,1.01,13.3,7,12.9,0.151,10,44.6,0.94
