Data file,,RA0.3_HEF_-8C_003_45MINS.TSV,,,,,,,,,,
,12:14:14,4,2700,1272.2,1.96,13.3,9,-6.7,0.212,10,0.3,1.83
,12:14:15,4,2700,1273.2,1.96,13.3,9,-6.7,0.212,10,0.3,1.83
,12:14:16,4,2700,1274.2,1.96,13.3,9,-6.7,0.212,10,0.3,1.83
,12:14:17,4,2700,1275.2,1.96,13.3,9,-6.6,0.218,10,0.3,1.83
,12:14:18,4,2700,1276.2,1.96,13.3,9,-6.6,0.218,10,0.3,1.83
,12:14:19,4,2700,1277.2,1.96,13.3,9,-6.6,0.225,10,0.2,1.83
,12:14:20,4,2700,1278.2,1.96,13.3,9,-6.6,0.225,10,0.2,1.84
,12:14:21,4,2700,1279.2,1.96,13.3,9,-6.6,0.225,10,0.3,1.84
,12:14:22,4,2700,1280.2,1.97,13.3,9,-6.6,0.219,10,0.3,1.84
,12:14:23,4,2700,1281.2,1.96,13.3,9,-6.6,0.219,10,0.3,1.84
,12:14:24,4,2700,1282.2,1.96,13.3,9,-6.6,0.213,10,0.2,1.84
,12:14:25,4,2700,1283.2,1.97,13.3,9,-6.6,0.207,10,0.2,1.84
,12:14:26,4,2700,1284.2,1.97,13.3,9,-6.6,0.213,10,0.3,1.84
,12:14:27,4,2700,1285.2,1.97,13.3,9,-6.6,0.22,10,0.2,1.84
,12:14:28,4,2700,1286.2,1.97,13.3,9,-6.5,0.219,10,0.2,1.84
,12:14:29,4,2700,1287.2,1.96,13.3,9,-6.5,0.219,10,0.2,1.84
,12:14:30,4,2700,1288.2,1.96,13.3,9,-6.5,0.225,10,0.3,1.84
,12:14:31,4,2700,1289.2,1.97,13.3,9,-6.5,0.219,10,0.2,1.84
,12:14:32,4,2700,1290.2,1.97,13.3,9,-6.5,0.22,10,0.2,1.84
,12:14:33,4,2700,1291.2,1.97,13.3,9,-6.5,0.22,10,0.2,1.84
,12:14:34,4,2700,1292.2,1.97,13.3,9,-6.5,0.22,10,0.3,1.84
,12:14:35,4,2700,1293.2,1.97,13.3,9,-6.4,0.219,10,0.3,1.84
,12:14:36,4,2700,1294.2,1.96,13.3,9,-6.4,0.219,10,0.3,1.84
,12:14:37,4,2700,1295.2,1.96,13.3,9,-6.4,0.213,10,0.2,1.84
,12:14:38,4,2700,1296.2,1.96,13.3,9,-6.4,0.213,10,0.2,1.84
,12:14:39,4,2700,1297.2,1.97,13.3,9,-6.4,0.213,10,0.3,1.84
,12:14:40,4,2700,1298.2,1.98,13.3,9,-6.4,0.214,10,0.3,1.85
,12:14:41,4,2700,1299.2,1.98,13.3,9,-6.4,0.22,10,0.2,1.85
,12:14:42,4,2700,1300.2,1.98,13.3,9,-6.4,0.227,10,0.2,1.85
,12:14:43,4,2700,1301.2,1.98,13.3,9,-6.4,0.22,10,0.3,1.85
,12:14:44,4,2700,1302.2,1.98,13.3,9,-6.4,0.227,10,0.3,1.85
,12:14:45,4,2700,1303.2,1.97,13.3,9,-6.3,0.22,10,0.3,1.85
,12:14:46,4,2700,1304.2,1.97,13.3,9,-6.3,0.226,10,0.2,1.84
,12:14:47,4,2700,1305.2,1.97,13.3,9,-6.3,0.226,10,0.2,1.85
,12:14:48,4,2700,1306.2,1.98,13.3,9,-6.3,0.227,10,0.3,1.86
,12:14:49,4,2700,1307.2,1.99,13.3,9,-6.3,0.216,10,0.3,1.87
,12:14:50,4,2700,1308.2,2,13.3,9,-6.3,0.216,10,0.3,1.87
,12:14:51,4,2700,1309.2,2,13.3,9,-6.3,0.21,10,0.3,1.87
,12:14:52,4,2700,1310.2,2,13.3,9,-6.3,0.21,10,0.3,1.87
,12:14:53,4,2700,1311.2,2,13.3,9,-6.2,0.216,10,0.3,1.87
,12:14:54,4,2700,1312.2,2,13.3,9,-6.2,0.216,10,0.2,1.87
,12:14:55,4,2700,1313.2,2,13.3,9,-6.2,0.223,10,0.3,1.87
,12:14:56,4,2700,1314.2,2,13.3,9,-6.2,0.223,10,0.3,1.87
,12:14:57,4,2700,1315.2,1.99,13.3,9,-6.2,0.222,10,0.2,1.87
,12:14:58,4,2700,1316.2,1.99,13.3,9,-6.2,0.221,10,0.2,1.86
,12:14:59,4,2700,1317.2,1.98,13.3,9,-6.2,0.22,10,0.3,1.85
,12:15:00,4,2700,1318.2,1.97,13.3,9,-6.2,0.219,10,0.3,1.84
,12:15:01,4,2700,1319.2,1.96,13.3,9,-6.2,0.213,10,0.3,1.84
,12:15:02,4,2700,1320.2,1.96,13.3,9,-6.2,0.213,10,0.2,1.83
,12:15:03,4,2700,1321.2,1.96,13.3,9,-6.2,0.207,10,0.3,1.83
,12:15:04,4,2700,1322.2,1.95,13.3,9,-6.2,0.205,10,0.3,1.83
,12:15:05,4,2700,1323.2,1.94,13.3,9,-6.2,0.216,10,0.2,1.82
,12:15:06,4,2700,1324.2,1.93,13.3,9,-6.2,0.221,10,0.3,1.81
,12:15:07,4,2700,1325.2,1.93,13.3,9,-6.2,0.221,10,0.3,1.8
,12:15:08,4,2700,1326.2,1.93,13.3,9,-6.2,0.222,10,0.3,1.81
,12:15:09,4,2700,1327.2,1.94,13.3,9,-6.2,0.216,10,0.2,1.82
,12:15:10,4,2700,1328.2,1.95,13.3,9,-6.2,0.217,10,0.2,1.83
,12:15:11,4,2700,1329.2,1.95,13.3,9,-6.2,0.217,10,0.2,1.83
,12:15:12,4,2700,1330.2,1.95,13.3,9,-6.1,0.217,10,0.2,1.83
,12:15:13,4,2700,1331.2,1.95,13.3,9,-6.1,0.217,10,0.2,1.82
,12:15:14,4,2700,1332.2,1.95,13.3,9,-6.1,0.217,10,0.2,1.82
,12:15:15,4,2700,1333.2,1.95,13.3,9,-6.1,0.217,10,0.2,1.83
,12:15:16,4,2700,1334.2,1.95,13.3,9,-6.1,0.217,10,0.3,1.83
,12:15:17,4,2700,1335.2,1.95,13.3,9,-6.1,0.217,10,0.3,1.83
,12:15:18,4,2700,1336.2,1.95,13.3,9,-6.1,0.217,10,0.3,1.83
,12:15:19,4,2700,1337.2,1.95,13.3,9,-6.1,0.217,10,0.3,1.83
,12:15:20,4,2700,1338.2,1.95,13.3,9,-6.1,0.224,10,0.3,1.83
,12:15:21,4,2700,1339.2,1.95,13.3,9,-6.1,0.224,10,0.3,1.83
,12:15:22,4,2700,1340.2,1.96,13.3,9,-6.1,0.218,10,0.3,1.83
,12:15:23,4,2700,1341.2,1.96,13.3,9,-6.1,0.219,10,0.3,1.84
,12:15:24,4,2700,1342.2,1.96,13.3,9,-6.1,0.219,10,0.2,1.84
,12:15:25,4,2700,1343.2,1.96,13.3,9,-6.1,0.218,10,0.2,1.83
,12:15:26,4,2700,1344.2,1.95,13.3,9,-6.1,0.218,10,0.2,1.83
,12:15:27,4,2700,1345.2,1.95,13.3,9,-6.1,0.218,10,0.2,1.83
,12:15:28,4,2700,1346.2,1.95,13.3,9,-6,0.217,10,0.2,1.83
,12:15:29,4,2700,1347.2,1.95,13.3,9,-6,0.217,10,0.2,1.82
,12:15:30,4,2700,1348.2,1.95,13.3,9,-6,0.217,10,0.2,1.83
,12:15:31,4,2700,1349.2,1.96,13.3,9,-6,0.219,10,0.3,1.84
,12:15:32,4,2700,1350.2,1.97,13.3,9,-6,0.219,10,0.2,1.84
,12:15:33,4,2700,1351.2,1.97,13.3,9,-6,0.22,10,0.3,1.84
,12:15:34,4,2700,1352.2,1.96,13.3,9,-6,0.219,10,0.3,1.84
,12:15:35,4,2700,1353.2,1.96,13.3,9,-6,0.219,10,0.3,1.84
,12:15:36,4,2700,1354.2,1.96,13.3,9,-6,0.219,10,0.3,1.84
,12:15:37,4,2700,1355.2,1.96,13.3,9,-6,0.219,10,0.3,1.84
,12:15:38,4,2700,1356.2,1.97,13.3,9,-6,0.219,10,0.2,1.84
,12:15:39,4,2700,1357.2,1.97,13.3,9,-6,0.219,10,0.2,1.84
,12:15:40,4,2700,1358.2,1.97,13.3,9,-6,0.219,10,0.3,1.84
,12:15:41,4,2700,1359.2,1.97,13.3,9,-6,0.213,10,0.3,1.84
,12:15:42,4,2700,1360.2,1.97,13.3,9,-6,0.213,10,0.2,1.84
,12:15:43,4,2700,1361.2,1.97,13.3,9,-6,0.213,10,0.3,1.84
,12:15:44,4,2700,1362.2,1.96,13.3,9,-6,0.213,10,0.2,1.84
,12:15:45,4,2700,1363.2,1.96,13.3,9,-6,0.212,10,0.3,1.83
,12:15:46,4,2700,1364.2,1.95,13.3,9,-6,0.211,10,0.2,1.83
,12:15:47,4,2700,1365.2,1.95,13.3,9,-5.9,0.205,10,0.3,1.82
,12:15:48,4,2700,1366.2,1.94,13.3,9,-5.9,0.205,10,0.3,1.82
,12:15:49,4,2700,1367.2,1.94,13.3,9,-5.9,0.204,10,0.2,1.81
,12:15:50,4,2700,1368.2,1.93,13.3,10,-5.9,0.198,10,0.3,1.81
,12:15:51,4,2700,1369.2,1.93,13.3,9,-5.9,0.203,10,0.2,1.81
,12:15:52,4,2700,1370.2,1.92,13.3,9,-5.9,0.202,10,0.2,1.8
,12:15:53,4,2700,1371.2,1.91,13.3,9,-5.9,0.206,10,0.3,1.78
,12:15:54,4,2700,1372.2,1.89,13.3,9,-5.9,0.205,10,0.2,1.77
,12:15:55,4,2700,1373.2,1.88,13.3,9,-5.9,0.204,10,0.2,1.76
,12:15:56,4,2700,1374.2,1.88,13.3,9,-5.9,0.203,10,0.2,1.76
,12:15:57,4,2700,1375.2,1.87,13.3,9,-5.9,0.203,10,0.3,1.75
,12:15:58,4,2700,1376.2,1.87,13.3,9,-5.9,0.203,10,0.2,1.75
,12:15:59,4,2700,1377.2,1.87,13.3,9,-5.9,0.203,10,0.2,1.75
,12:16:00,4,2700,1378.2,1.87,13.3,9,-5.9,0.202,10,0.2,1.75
,12:16:01,4,2700,1379.2,1.85,13.3,9,-5.9,0.201,10,0.3,1.73
,12:16:02,4,2700,1380.2,1.83,13.3,9,-5.9,0.204,10,0.2,1.71
,12:16:03,4,2700,1381.2,1.82,13.3,9,-5.9,0.203,10,0.3,1.7
,12:16:04,4,2700,1382.2,1.82,13.3,9,-5.9,0.202,10,0.2,1.7
,12:16:05,4,2700,1383.2,1.81,13.3,9,-5.9,0.208,10,0.2,1.7
,12:16:06,4,2700,1384.2,1.82,13.3,9,-5.9,0.202,10,0.2,1.7
,12:16:07,4,2700,1385.2,1.82,13.3,9,-5.9,0.203,10,0.2,1.7
,12:16:08,4,2700,1386.2,1.83,13.3,9,-5.9,0.203,10,0.2,1.71
,12:16:09,4,2700,1387.2,1.82,13.3,9,-5.9,0.203,10,0.3,1.71
,12:16:10,4,2700,1388.2,1.82,13.3,9,-5.9,0.203,10,0.3,1.7
,12:16:11,4,2700,1389.2,1.82,13.3,9,-5.9,0.203,10,0.2,1.7
,12:16:12,4,2700,1390.2,1.83,13.3,9,-5.9,0.204,10,0.2,1.71
,12:16:13,4,2700,1391.2,1.83,13.3,9,-5.9,0.204,10,0.3,1.72
,12:16:14,4,2700,1392.2,1.84,13.3,9,-5.9,0.199,10,0.3,1.72
,12:16:15,4,2700,1393.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.72
,12:16:16,4,2700,1394.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.72
,12:16:17,4,2700,1395.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.72
,12:16:18,4,2700,1396.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:16:19,4,2700,1397.2,1.84,13.3,9,-5.8,0.205,10,0.3,1.72
,12:16:20,4,2700,1398.2,1.84,13.3,9,-5.8,0.205,10,0.3,1.73
,12:16:21,4,2700,1399.2,1.84,13.3,9,-5.8,0.205,10,0.3,1.73
,12:16:22,4,2700,1400.2,1.84,13.3,9,-5.8,0.205,10,0.3,1.73
,12:16:23,4,2700,1401.2,1.84,13.3,9,-5.8,0.205,10,0.3,1.72
,12:16:24,4,2700,1402.2,1.84,13.3,9,-5.8,0.205,10,0.2,1.72
,12:16:25,4,2700,1403.2,1.84,13.3,9,-5.8,0.205,10,0.2,1.72
,12:16:26,4,2700,1404.2,1.83,13.3,9,-5.8,0.199,10,0.2,1.72
,12:16:27,4,2700,1405.2,1.83,13.3,9,-5.8,0.198,10,0.3,1.71
,12:16:28,4,2700,1406.2,1.82,13.3,9,-5.8,0.203,10,0.2,1.7
,12:16:29,4,2700,1407.2,1.82,13.3,9,-5.8,0.203,10,0.2,1.7
,12:16:30,4,2700,1408.2,1.82,13.3,9,-5.8,0.203,10,0.2,1.7
,12:16:31,4,2700,1409.2,1.82,13.3,9,-5.8,0.203,10,0.3,1.71
,12:16:32,4,2700,1410.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.71
,12:16:33,4,2700,1411.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.72
,12:16:34,4,2700,1412.2,1.83,13.3,9,-5.8,0.204,10,0.3,1.72
,12:16:35,4,2700,1413.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.72
,12:16:36,4,2700,1414.2,1.83,13.3,9,-5.8,0.204,10,0.3,1.72
,12:16:37,4,2700,1415.2,1.83,13.3,9,-5.8,0.204,10,0.3,1.72
,12:16:38,4,2700,1416.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.72
,12:16:39,4,2700,1417.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.71
,12:16:40,4,2700,1418.2,1.83,13.3,9,-5.8,0.199,10,0.2,1.72
,12:16:41,4,2700,1419.2,1.84,13.3,9,-5.8,0.199,10,0.2,1.72
,12:16:42,4,2700,1420.2,1.84,13.3,9,-5.8,0.2,10,0.2,1.73
,12:16:43,4,2700,1421.2,1.84,13.3,9,-5.8,0.2,10,0.2,1.73
,12:16:44,4,2700,1422.2,1.84,13.3,9,-5.8,0.199,10,0.2,1.72
,12:16:45,4,2700,1423.2,1.84,13.3,9,-5.8,0.199,10,0.3,1.72
,12:16:46,4,2700,1424.2,1.83,13.3,9,-5.9,0.198,10,0.2,1.71
,12:16:47,4,2700,1425.2,1.82,13.3,9,-5.8,0.197,10,0.3,1.7
,12:16:48,4,2700,1426.2,1.8,13.3,9,-5.8,0.201,10,0.3,1.69
,12:16:49,4,2700,1427.2,1.8,13.3,9,-5.8,0.201,10,0.2,1.69
,12:16:50,4,2700,1428.2,1.8,13.3,9,-5.8,0.201,10,0.3,1.69
,12:16:51,4,2700,1429.2,1.8,13.3,9,-5.8,0.201,10,0.3,1.69
,12:16:52,4,2700,1430.2,1.8,13.3,9,-5.8,0.201,10,0.2,1.69
,12:16:53,4,2700,1431.2,1.8,13.3,9,-5.8,0.201,10,0.2,1.69
,12:16:54,4,2700,1432.2,1.8,13.3,9,-5.8,0.201,10,0.2,1.69
,12:16:55,4,2700,1433.2,1.81,13.3,9,-5.8,0.202,10,0.3,1.69
,12:16:56,4,2700,1434.2,1.82,13.3,9,-5.8,0.202,10,0.3,1.7
,12:16:57,4,2700,1435.2,1.82,13.3,9,-5.8,0.203,10,0.2,1.7
,12:16:58,4,2700,1436.2,1.82,13.3,9,-5.8,0.203,10,0.2,1.71
,12:16:59,4,2700,1437.2,1.82,13.3,9,-5.8,0.197,10,0.2,1.71
,12:17:00,4,2700,1438.2,1.82,13.3,9,-5.8,0.197,10,0.3,1.7
,12:17:01,4,2700,1439.2,1.81,13.3,9,-5.8,0.202,10,0.3,1.7
,12:17:02,4,2700,1440.2,1.81,13.3,9,-5.8,0.196,10,0.2,1.69
,12:17:03,4,2700,1441.2,1.81,13.3,9,-5.8,0.201,10,0.2,1.69
,12:17:04,4,2700,1442.2,1.8,13.3,9,-5.8,0.201,10,0.2,1.69
,12:17:05,4,2700,1443.2,1.8,13.3,9,-5.8,0.206,10,0.3,1.69
,12:17:06,4,2700,1444.2,1.8,13.3,9,-5.8,0.207,10,0.3,1.69
,12:17:07,4,2700,1445.2,1.81,13.3,9,-5.8,0.207,10,0.3,1.69
,12:17:08,4,2700,1446.2,1.82,13.3,9,-5.8,0.208,10,0.3,1.7
,12:17:09,4,2700,1447.2,1.82,13.3,9,-5.8,0.209,10,0.2,1.71
,12:17:10,4,2700,1448.2,1.83,13.3,9,-5.8,0.21,10,0.3,1.71
,12:17:11,4,2700,1449.2,1.84,13.3,9,-5.8,0.211,10,0.3,1.72
,12:17:12,4,2700,1450.2,1.85,13.3,9,-5.8,0.206,10,0.2,1.73
,12:17:13,4,2700,1451.2,1.85,13.3,9,-5.8,0.207,10,0.3,1.74
,12:17:14,4,2700,1452.2,1.85,13.3,9,-5.8,0.206,10,0.3,1.73
,12:17:15,4,2700,1453.2,1.85,13.3,9,-5.8,0.212,10,0.3,1.73
,12:17:16,4,2700,1454.2,1.84,13.3,9,-5.8,0.211,10,0.2,1.73
,12:17:17,4,2700,1455.2,1.85,13.3,9,-5.8,0.212,10,0.3,1.73
,12:17:18,4,2700,1456.2,1.85,13.3,9,-5.8,0.213,10,0.3,1.74
,12:17:19,4,2700,1457.2,1.86,13.3,9,-5.8,0.207,10,0.3,1.74
,12:17:20,4,2700,1458.2,1.87,13.3,9,-5.8,0.208,10,0.3,1.75
,12:17:21,4,2700,1459.2,1.87,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:22,4,2700,1460.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:23,4,2700,1461.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:24,4,2700,1462.2,1.88,13.3,9,-5.8,0.21,10,0.3,1.76
,12:17:25,4,2700,1463.2,1.89,13.3,9,-5.8,0.21,10,0.2,1.77
,12:17:26,4,2700,1464.2,1.89,13.3,9,-5.8,0.211,10,0.3,1.77
,12:17:27,4,2700,1465.2,1.89,13.3,9,-5.8,0.21,10,0.3,1.77
,12:17:28,4,2700,1466.2,1.88,13.3,9,-5.8,0.21,10,0.3,1.76
,12:17:29,4,2700,1467.2,1.88,13.3,9,-5.8,0.209,10,0.2,1.76
,12:17:30,4,2700,1468.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:31,4,2700,1469.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:32,4,2700,1470.2,1.88,13.3,9,-5.8,0.21,10,0.3,1.76
,12:17:33,4,2700,1471.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:34,4,2700,1472.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:35,4,2700,1473.2,1.88,13.3,9,-5.8,0.209,10,0.2,1.76
,12:17:36,4,2700,1474.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:37,4,2700,1475.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:38,4,2700,1476.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:39,4,2700,1477.2,1.88,13.3,9,-5.8,0.209,10,0.3,1.76
,12:17:40,4,2700,1478.2,1.88,13.3,9,-5.8,0.21,10,0.3,1.76
,12:17:41,4,2700,1479.2,1.9,13.3,9,-5.8,0.211,10,0.3,1.77
,12:17:42,4,2700,1480.2,1.9,13.3,9,-5.8,0.211,10,0.3,1.78
,12:17:43,4,2700,1481.2,1.9,13.3,9,-5.7,0.212,10,0.3,1.78
,12:17:44,4,2700,1482.2,1.9,13.3,9,-5.7,0.212,10,0.3,1.78
,12:17:45,4,2700,1483.2,1.9,13.3,9,-5.7,0.212,10,0.3,1.78
,12:17:46,4,2700,1484.2,1.9,13.3,9,-5.8,0.212,10,0.3,1.78
,12:17:47,4,2700,1485.2,1.9,13.3,9,-5.8,0.212,10,0.3,1.78
,12:17:48,4,2700,1486.2,1.9,13.3,9,-5.8,0.212,10,0.3,1.78
,12:17:49,4,2700,1487.2,1.91,13.3,9,-5.8,0.206,10,0.2,1.78
,12:17:50,4,2700,1488.2,1.91,13.3,9,-5.8,0.212,10,0.3,1.78
,12:17:51,4,2700,1489.2,1.9,13.3,9,-5.8,0.212,10,0.2,1.78
,12:17:52,4,2700,1490.2,1.9,13.3,9,-5.8,0.206,10,0.2,1.78
,12:17:53,4,2700,1491.2,1.89,13.3,9,-5.8,0.205,10,0.2,1.77
,12:17:54,4,2700,1492.2,1.89,13.3,9,-5.8,0.211,10,0.2,1.77
,12:17:55,4,2700,1493.2,1.89,13.3,9,-5.8,0.21,10,0.2,1.77
,12:17:56,4,2700,1494.2,1.89,13.3,9,-5.8,0.211,10,0.2,1.77
,12:17:57,4,2700,1495.2,1.9,13.3,9,-5.8,0.206,10,0.2,1.78
,12:17:58,4,2700,1496.2,1.91,13.3,9,-5.8,0.206,10,0.2,1.78
,12:17:59,4,2700,1497.2,1.9,13.3,9,-5.8,0.206,10,0.2,1.78
,12:18:00,4,2700,1498.2,1.89,13.3,9,-5.8,0.211,10,0.3,1.77
,12:18:01,4,2700,1499.2,1.88,13.3,9,-5.8,0.21,10,0.3,1.76
,12:18:02,4,2700,1500.2,1.88,13.3,9,-5.8,0.209,10,0.2,1.76
,12:18:03,4,2700,1501.2,1.88,13.3,9,-5.8,0.209,10,0.2,1.76
,12:18:04,4,2700,1502.2,1.87,13.3,9,-5.8,0.203,10,0.3,1.76
,12:18:05,4,2700,1503.2,1.87,13.3,9,-5.8,0.208,10,0.3,1.75
,12:18:06,4,2700,1504.2,1.87,13.3,9,-5.8,0.203,10,0.2,1.75
,12:18:07,4,2700,1505.2,1.87,13.3,9,-5.8,0.203,10,0.2,1.75
,12:18:08,4,2700,1506.2,1.87,13.3,9,-5.8,0.197,10,0.2,1.75
,12:18:09,4,2700,1507.2,1.86,13.3,9,-5.8,0.202,10,0.3,1.75
,12:18:10,4,2700,1508.2,1.86,13.3,9,-5.8,0.207,10,0.3,1.74
,12:18:11,4,2700,1509.2,1.86,13.3,9,-5.8,0.207,10,0.2,1.74
,12:18:12,4,2700,1510.2,1.86,13.3,9,-5.8,0.207,10,0.2,1.74
,12:18:13,4,2700,1511.2,1.86,13.3,9,-5.8,0.213,10,0.2,1.74
,12:18:14,4,2700,1512.2,1.86,13.3,9,-5.8,0.207,10,0.3,1.74
,12:18:15,4,2700,1513.2,1.86,13.3,9,-5.8,0.207,10,0.3,1.74
,12:18:16,4,2700,1514.2,1.86,13.3,9,-5.8,0.207,10,0.3,1.74
,12:18:17,4,2700,1515.2,1.86,13.3,9,-5.8,0.207,10,0.2,1.74
,12:18:18,4,2700,1516.2,1.85,13.3,9,-5.8,0.207,10,0.3,1.74
,12:18:19,4,2700,1517.2,1.85,13.3,9,-5.8,0.201,10,0.2,1.74
,12:18:20,4,2700,1518.2,1.85,13.3,9,-5.8,0.201,10,0.2,1.73
,12:18:21,4,2700,1519.2,1.85,13.3,9,-5.8,0.2,10,0.2,1.73
,12:18:22,4,2700,1520.2,1.84,13.3,9,-5.9,0.2,10,0.2,1.73
,12:18:23,4,2700,1521.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:18:24,4,2700,1522.2,1.84,13.3,9,-5.9,0.199,10,0.2,1.72
,12:18:25,4,2700,1523.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:18:26,4,2700,1524.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.73
,12:18:27,4,2700,1525.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.73
,12:18:28,4,2700,1526.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:18:29,4,2700,1527.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.73
,12:18:30,4,2700,1528.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:18:31,4,2700,1529.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.73
,12:18:32,4,2700,1530.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.73
,12:18:33,4,2700,1531.2,1.85,13.3,9,-5.9,0.206,10,0.2,1.73
,12:18:34,4,2700,1532.2,1.85,13.3,9,-5.8,0.2,10,0.3,1.73
,12:18:35,4,2700,1533.2,1.85,13.3,9,-5.8,0.2,10,0.3,1.73
,12:18:36,4,2700,1534.2,1.85,13.3,9,-5.8,0.195,10,0.2,1.73
,12:18:37,4,2700,1535.2,1.84,13.3,9,-5.8,0.194,10,0.2,1.72
,12:18:38,4,2700,1536.2,1.84,13.3,9,-5.8,0.2,10,0.3,1.73
,12:18:39,4,2700,1537.2,1.84,13.3,9,-5.8,0.205,10,0.3,1.72
,12:18:40,4,2700,1538.2,1.84,13.3,9,-5.8,0.205,10,0.3,1.72
,12:18:41,4,2700,1539.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.71
,12:18:42,4,2700,1540.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.71
,12:18:43,4,2700,1541.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.72
,12:18:44,4,2700,1542.2,1.83,13.3,9,-5.8,0.204,10,0.3,1.72
,12:18:45,4,2700,1543.2,1.83,13.3,9,-5.8,0.204,10,0.3,1.72
,12:18:46,4,2700,1544.2,1.83,13.3,9,-5.8,0.204,10,0.2,1.72
,12:18:47,4,2700,1545.2,1.83,13.3,9,-5.8,0.204,10,0.3,1.72
,12:18:48,4,2700,1546.2,1.83,13.3,9,-5.8,0.204,10,0.3,1.71
,12:18:49,4,2700,1547.2,1.83,13.3,9,-5.8,0.198,10,0.2,1.71
,12:18:50,4,2700,1548.2,1.83,13.3,9,-5.8,0.198,10,0.2,1.71
,12:18:51,4,2700,1549.2,1.83,13.3,9,-5.8,0.193,10,0.3,1.71
,12:18:52,4,2700,1550.2,1.83,13.3,9,-5.8,0.198,10,0.3,1.71
,12:18:53,4,2700,1551.2,1.83,13.3,9,-5.8,0.203,10,0.3,1.71
,12:18:54,4,2700,1552.2,1.82,13.3,9,-5.8,0.203,10,0.3,1.71
,12:18:55,4,2700,1553.2,1.82,13.3,9,-5.8,0.209,10,0.3,1.7
,12:18:56,4,2700,1554.2,1.82,13.3,9,-5.8,0.209,10,0.2,1.71
,12:18:57,4,2700,1555.2,1.83,13.3,9,-5.8,0.209,10,0.2,1.71
,12:18:58,4,2700,1556.2,1.83,13.3,9,-5.9,0.21,10,0.3,1.71
,12:18:59,4,2700,1557.2,1.83,13.3,9,-5.9,0.204,10,0.2,1.72
,12:19:00,4,2700,1558.2,1.84,13.3,9,-5.9,0.205,10,0.2,1.72
,12:19:01,4,2700,1559.2,1.85,13.3,9,-5.9,0.206,10,0.3,1.73
,12:19:02,4,2700,1560.2,1.85,13.3,9,-5.9,0.206,10,0.3,1.73
,12:19:03,4,2700,1561.2,1.84,13.3,9,-5.9,0.2,10,0.3,1.73
,12:19:04,4,2700,1562.2,1.84,13.3,9,-5.9,0.199,10,0.2,1.72
,12:19:05,4,2700,1563.2,1.84,13.3,9,-5.9,0.199,10,0.3,1.72
,12:19:06,4,2700,1564.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:19:07,4,2700,1565.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:19:08,4,2700,1566.2,1.84,13.3,9,-5.9,0.211,10,0.2,1.72
,12:19:09,4,2700,1567.2,1.84,13.3,9,-5.9,0.211,10,0.2,1.72
,12:19:10,4,2700,1568.2,1.85,13.3,9,-5.9,0.212,10,0.2,1.73
,12:19:11,4,2700,1569.2,1.86,13.3,9,-5.9,0.213,10,0.2,1.74
,12:19:12,4,2700,1570.2,1.86,13.3,9,-5.9,0.207,10,0.3,1.74
,12:19:13,4,2700,1571.2,1.85,13.3,9,-5.9,0.207,10,0.3,1.74
,12:19:14,4,2700,1572.2,1.85,13.3,9,-5.9,0.206,10,0.2,1.73
,12:19:15,4,2700,1573.2,1.84,13.3,9,-5.9,0.205,10,0.3,1.72
,12:19:16,4,2700,1574.2,1.83,13.3,9,-5.9,0.199,10,0.3,1.72
,12:19:17,4,2700,1575.2,1.83,13.3,9,-5.9,0.193,10,0.2,1.71
