Data file,,DURATRON_HEF_T39_D2.TSV,,,,,,,,,,
,12:57:19,5,3590,1920.5,1.21,13.3,7,21,0.162,10,49.9,1.16
,12:57:20,5,3590,1921.5,1.19,13.3,7,21,0.166,10,49.9,1.15
,12:57:21,5,3590,1922.5,1.18,13.3,7,21,0.164,10,49.9,1.13
,12:57:22,5,3590,1923.5,1.16,13.3,7,21,0.161,10,49.9,1.11
,12:57:23,5,3590,1924.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,12:57:24,5,3590,1925.5,1.16,13.3,7,21,0.161,10,49.9,1.12
,12:57:25,5,3590,1926.5,1.18,13.3,7,21,0.171,10,49.9,1.14
,12:57:26,5,3590,1927.5,1.2,13.3,7,21,0.168,10,49.9,1.16
,12:57:27,5,3590,1928.5,1.21,13.3,7,21,0.162,10,49.9,1.17
,12:57:28,5,3590,1929.5,1.2,13.3,7,21,0.161,10,49.9,1.16
,12:57:29,5,3590,1930.5,1.19,13.3,7,21,0.165,10,49.9,1.14
,12:57:30,5,3590,1931.5,1.19,13.3,7,21,0.171,10,49.9,1.14
,12:57:31,5,3590,1932.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:57:32,5,3590,1933.5,1.21,13.3,7,21,0.174,10,49.9,1.17
,12:57:33,5,3590,1934.5,1.22,13.3,7,21,0.17,10,49.9,1.18
,12:57:34,5,3590,1935.5,1.23,13.3,7,21,0.165,10,49.9,1.18
,12:57:35,5,3590,1936.5,1.22,13.3,7,21,0.17,10,49.9,1.18
,12:57:36,5,3590,1937.5,1.19,13.3,7,21,0.179,10,49.9,1.15
,12:57:37,5,3590,1938.5,1.17,13.3,7,21,0.169,10,49.9,1.13
,12:57:38,5,3590,1939.5,1.16,13.3,7,21,0.168,10,49.9,1.12
,12:57:39,5,3590,1940.5,1.18,13.3,7,21,0.164,10,49.9,1.13
,12:57:40,5,3590,1941.5,1.19,13.3,7,21,0.165,10,49.9,1.14
,12:57:41,5,3590,1942.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:57:42,5,3590,1943.5,1.22,13.3,7,21,0.183,10,49.9,1.19
,12:57:43,5,3590,1944.5,1.26,13.3,7,21,0.189,10,49.9,1.22
,12:57:44,5,3590,1945.5,1.29,13.3,7,21,0.18,10,49.9,1.25
,12:57:45,5,3590,1946.5,1.28,13.3,7,21,0.178,10,49.9,1.23
,12:57:46,5,3590,1947.5,1.25,13.3,7,21,0.175,10,49.9,1.21
,12:57:47,5,3590,1948.5,1.25,13.3,7,21,0.18,10,49.9,1.2
,12:57:48,5,3590,1949.5,1.24,13.3,7,21,0.173,10,49.9,1.2
,12:57:49,5,3590,1950.5,1.23,13.3,7,21,0.172,10,49.9,1.19
,12:57:50,5,3590,1951.5,1.22,13.3,7,21,0.163,10,49.9,1.17
,12:57:51,5,3590,1952.5,1.21,13.3,7,21,0.174,10,49.9,1.17
,12:57:52,5,3590,1953.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:57:53,5,3590,1954.5,1.24,13.3,7,21,0.173,10,49.9,1.2
,12:57:54,5,3590,1955.5,1.26,13.3,7,21,0.176,10,49.9,1.22
,12:57:55,5,3590,1956.5,1.27,13.3,7,21,0.183,10,49.9,1.22
,12:57:56,5,3590,1957.5,1.26,13.3,7,21,0.182,10,49.9,1.21
,12:57:57,5,3590,1958.5,1.26,13.3,7,21,0.175,10,49.9,1.21
,12:57:58,5,3590,1959.5,1.24,13.3,7,21,0.172,10,49.9,1.19
,12:57:59,5,3590,1960.5,1.21,13.3,7,21,0.169,10,49.9,1.17
,12:58:00,5,3590,1961.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:58:01,5,3590,1962.5,1.21,13.3,7,21,0.181,10,49.9,1.17
,12:58:02,5,3590,1963.5,1.23,13.3,7,21,0.184,10,49.9,1.19
,12:58:03,5,3590,1964.5,1.24,13.3,7,21,0.172,10,49.9,1.2
,12:58:04,5,3590,1965.5,1.24,13.3,7,21,0.167,10,49.9,1.2
,12:58:05,5,3590,1966.5,1.24,13.3,7,21,0.173,10,49.9,1.2
,12:58:06,5,3590,1967.5,1.25,13.3,7,21,0.175,10,49.9,1.21
,12:58:07,5,3590,1968.5,1.29,13.3,7,21,0.18,10,49.9,1.25
,12:58:08,5,3590,1969.5,1.36,13.3,7,21,0.189,10,49.9,1.31
,12:58:09,5,3590,1970.5,1.4,13.3,7,21,0.202,10,49.9,1.35
,12:58:10,5,3590,1971.5,1.38,13.3,7,21,0.199,10,49.9,1.33
,12:58:11,5,3590,1972.5,1.35,13.3,7,21,0.202,10,49.8,1.3
,12:58:12,5,3590,1973.5,1.31,13.3,7,21,0.19,10,49.9,1.27
,12:58:13,5,3590,1974.5,1.31,13.3,7,22,0.182,10,49.9,1.26
,12:58:14,5,3590,1975.5,1.3,13.3,7,21,0.175,10,49.9,1.26
,12:58:15,5,3590,1976.5,1.3,13.3,7,22,0.174,10,49.9,1.25
,12:58:16,5,3590,1977.5,1.28,13.3,7,22,0.185,10,49.9,1.23
,12:58:17,5,3590,1978.5,1.27,13.3,7,21,0.184,10,49.9,1.23
,12:58:18,5,3590,1979.5,1.27,13.3,7,21,0.177,10,49.9,1.23
,12:58:19,5,3590,1980.5,1.27,13.3,7,21,0.177,10,49.9,1.23
,12:58:20,5,3590,1981.5,1.26,13.3,7,21,0.175,10,49.9,1.21
,12:58:21,5,3590,1982.5,1.23,13.3,7,21,0.165,10,49.9,1.19
,12:58:22,5,3590,1983.5,1.21,13.3,7,22,0.169,10,49.9,1.16
,12:58:23,5,3590,1984.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:58:24,5,3590,1985.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:58:25,5,3590,1986.5,1.21,13.3,7,21,0.174,10,49.9,1.17
,12:58:26,5,3590,1987.5,1.22,13.3,7,21,0.177,10,49.9,1.18
,12:58:27,5,3590,1988.5,1.24,13.3,7,21,0.18,10,49.9,1.2
,12:58:28,5,3590,1989.5,1.26,13.3,7,21,0.176,10,49.9,1.22
,12:58:29,5,3590,1990.5,1.27,13.3,7,21,0.171,10,49.9,1.23
,12:58:30,5,3590,1991.5,1.26,13.3,7,21,0.17,10,49.9,1.21
,12:58:31,5,3590,1992.5,1.22,13.3,7,21,0.17,10,49.9,1.18
,12:58:32,5,3590,1993.5,1.2,13.3,7,21,0.173,10,49.9,1.15
,12:58:33,5,3590,1994.5,1.18,13.3,7,21,0.171,10,49.9,1.14
,12:58:34,5,3590,1995.5,1.2,13.3,7,21,0.173,10,49.9,1.16
,12:58:35,5,3590,1996.5,1.22,13.3,7,21,0.176,10,49.8,1.18
,12:58:36,5,3590,1997.5,1.24,13.3,7,21,0.178,10,49.9,1.2
,12:58:37,5,3590,1998.5,1.25,13.3,7,21,0.173,10,49.9,1.2
,12:58:38,5,3590,1999.5,1.25,13.3,8,21,0.162,10,49.9,1.2
,12:58:39,5,3590,2000.5,1.24,13.3,8,22,0.162,10,49.9,1.2
,12:58:40,5,3590,2001.5,1.23,13.3,7,22,0.165,10,49.9,1.18
,12:58:41,5,3590,2002.5,1.21,13.3,7,21,0.181,10,49.9,1.17
,12:58:42,5,3590,2003.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:58:43,5,3590,2004.5,1.19,13.3,7,21,0.179,10,49.8,1.15
,12:58:44,5,3590,2005.5,1.2,13.3,7,21,0.18,10,49.8,1.16
,12:58:45,5,3590,2006.5,1.21,13.3,7,21,0.174,10,49.8,1.17
,12:58:46,5,3590,2007.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:58:47,5,3590,2008.5,1.23,13.3,7,21,0.171,10,49.9,1.18
,12:58:48,5,3590,2009.5,1.23,13.3,7,21,0.166,10,49.9,1.19
,12:58:49,5,3590,2010.5,1.23,13.3,7,21,0.171,10,49.9,1.19
,12:58:50,5,3590,2011.5,1.22,13.3,7,21,0.176,10,49.9,1.17
,12:58:51,5,3590,2012.5,1.21,13.3,7,21,0.175,10,49.9,1.17
,12:58:52,5,3590,2013.5,1.22,13.3,7,21,0.176,10,49.9,1.18
,12:58:53,5,3590,2014.5,1.24,13.3,7,21,0.172,10,49.9,1.2
,12:58:54,5,3590,2015.5,1.24,13.3,7,21,0.167,10,49.9,1.2
,12:58:55,5,3590,2016.5,1.23,13.3,7,21,0.171,10,49.9,1.19
,12:58:56,5,3590,2017.5,1.23,13.3,7,21,0.177,10,49.9,1.19
,12:58:57,5,3590,2018.5,1.23,13.3,7,21,0.178,10,49.9,1.19
,12:58:58,5,3590,2019.5,1.23,13.3,7,21,0.178,10,49.9,1.19
,12:58:59,5,3590,2020.5,1.22,13.3,7,21,0.176,10,49.9,1.17
,12:59:00,5,3590,2021.5,1.21,13.3,7,21,0.174,10,49.9,1.17
,12:59:01,5,3590,2022.5,1.21,13.3,7,21,0.175,10,49.8,1.17
,12:59:02,5,3590,2023.5,1.2,13.3,7,21,0.168,10,49.8,1.16
,12:59:03,5,3590,2024.5,1.21,13.3,7,21,0.162,10,49.9,1.16
,12:59:04,5,3590,2025.5,1.19,13.3,8,21,0.155,10,49.9,1.15
,12:59:05,5,3590,2026.5,1.18,13.3,8,21,0.154,10,49.9,1.14
,12:59:06,5,3590,2027.5,1.16,13.3,7,21,0.156,10,49.9,1.12
,12:59:07,5,3590,2028.5,1.15,13.3,7,21,0.165,10,49.8,1.11
,12:59:08,5,3590,2029.5,1.15,13.3,7,21,0.172,10,49.9,1.11
,12:59:09,5,3590,2030.5,1.15,13.3,7,21,0.167,10,49.9,1.11
,12:59:10,5,3590,2031.5,1.16,13.3,7,21,0.167,10,49.9,1.12
,12:59:11,5,3590,2032.5,1.17,13.3,7,21,0.175,10,49.8,1.13
,12:59:12,5,3590,2033.5,1.18,13.3,7,21,0.17,10,49.9,1.14
,12:59:13,5,3590,2034.5,1.2,13.3,7,21,0.174,10,49.9,1.16
,12:59:14,5,3590,2035.5,1.22,13.3,7,21,0.17,10,49.9,1.18
,12:59:15,5,3590,2036.5,1.21,13.3,7,21,0.169,10,49.9,1.17
,12:59:16,5,3590,2037.5,1.18,13.3,7,21,0.164,10,49.9,1.13
,12:59:17,5,3590,2038.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,12:59:18,5,3590,2039.5,1.15,13.3,7,21,0.165,10,49.9,1.11
,12:59:19,5,3590,2040.5,1.17,13.3,7,21,0.169,10,49.8,1.13
,12:59:20,5,3590,2041.5,1.19,13.3,7,21,0.165,10,49.8,1.15
,12:59:21,5,3590,2042.5,1.2,13.3,7,21,0.173,10,49.9,1.16
,12:59:22,5,3590,2043.5,1.2,13.3,7,21,0.173,10,49.8,1.15
,12:59:23,5,3590,2044.5,1.2,13.3,7,22,0.173,10,49.9,1.16
,12:59:24,5,3590,2045.5,1.22,13.3,7,21,0.169,10,49.9,1.17
,12:59:25,5,3590,2046.5,1.23,13.3,7,21,0.171,10,49.9,1.18
,12:59:26,5,3590,2047.5,1.23,13.3,7,21,0.171,10,49.9,1.19
,12:59:27,5,3590,2048.5,1.23,13.3,7,21,0.171,10,49.8,1.18
,12:59:28,5,3590,2049.5,1.2,13.3,7,21,0.167,10,49.8,1.16
,12:59:29,5,3590,2050.5,1.18,13.3,7,21,0.17,10,49.9,1.13
,12:59:30,5,3590,2051.5,1.15,13.3,7,21,0.16,10,49.8,1.11
,12:59:31,5,3590,2052.5,1.15,13.3,7,21,0.155,10,49.9,1.12
,12:59:32,5,3590,2053.5,1.16,13.3,8,21,0.151,10,49.9,1.12
,12:59:33,5,3590,2054.5,1.16,13.3,7,21,0.156,10,49.9,1.12
,12:59:34,5,3590,2055.5,1.16,13.3,7,21,0.156,10,49.9,1.12
,12:59:35,5,3590,2056.5,1.16,13.3,7,21,0.156,10,49.8,1.12
,12:59:36,5,3590,2057.5,1.17,13.3,7,21,0.162,10,49.8,1.13
,12:59:37,5,3590,2058.5,1.17,13.3,7,21,0.169,10,49.9,1.13
,12:59:38,5,3590,2059.5,1.19,13.3,7,21,0.172,10,49.9,1.15
,12:59:39,5,3590,2060.5,1.2,13.3,7,21,0.173,10,49.8,1.16
,12:59:40,5,3590,2061.5,1.2,13.3,7,21,0.173,10,49.8,1.16
,12:59:41,5,3590,2062.5,1.18,13.3,7,21,0.164,10,49.9,1.13
,12:59:42,5,3590,2063.5,1.16,13.3,7,21,0.168,10,49.8,1.12
,12:59:43,5,3590,2064.5,1.14,13.3,7,21,0.164,10,49.9,1.09
,12:59:44,5,3590,2065.5,1.12,13.3,7,21,0.162,10,49.8,1.08
,12:59:45,5,3590,2066.5,1.12,13.3,7,21,0.168,10,49.8,1.08
,12:59:46,5,3590,2067.5,1.13,13.3,7,21,0.169,10,49.9,1.09
,12:59:47,5,3590,2068.5,1.15,13.3,7,22,0.173,10,49.9,1.11
,12:59:48,5,3590,2069.5,1.17,13.3,7,21,0.169,10,49.9,1.13
,12:59:49,5,3590,2070.5,1.19,13.3,7,22,0.166,10,49.9,1.15
,12:59:50,5,3590,2071.5,1.21,13.3,7,22,0.168,10,49.9,1.16
,12:59:51,5,3590,2072.5,1.21,13.3,7,21,0.168,10,49.9,1.17
,12:59:52,5,3590,2073.5,1.2,13.3,7,21,0.168,10,49.8,1.16
,12:59:53,5,3590,2074.5,1.19,13.3,7,21,0.165,10,49.8,1.14
,12:59:54,5,3590,2075.5,1.16,13.3,7,21,0.162,10,49.9,1.12
,12:59:55,5,3590,2076.5,1.15,13.3,7,21,0.155,10,49.8,1.11
,12:59:56,5,3590,2077.5,1.14,13.3,7,21,0.159,10,49.8,1.1
,12:59:57,5,3590,2078.5,1.15,13.3,7,21,0.166,10,49.8,1.11
,12:59:58,5,3590,2079.5,1.15,13.3,7,21,0.167,10,49.8,1.11
,12:59:59,5,3590,2080.5,1.17,13.3,7,22,0.168,10,49.8,1.13
,13:00:00,5,3590,2081.5,1.18,13.3,7,22,0.171,10,49.8,1.14
,13:00:01,5,3590,2082.5,1.2,13.3,7,22,0.173,10,49.8,1.15
,13:00:02,5,3590,2083.5,1.19,13.3,7,21,0.172,10,49.8,1.15
,13:00:03,5,3590,2084.5,1.19,13.3,7,21,0.166,10,49.8,1.15
,13:00:04,5,3590,2085.5,1.18,13.3,7,21,0.171,10,49.8,1.14
,13:00:05,5,3590,2086.5,1.17,13.3,7,21,0.168,10,49.9,1.12
,13:00:06,5,3590,2087.5,1.14,13.3,7,21,0.165,10,49.9,1.1
,13:00:07,5,3590,2088.5,1.14,13.3,7,21,0.159,10,49.9,1.1
,13:00:08,5,3590,2089.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,13:00:09,5,3590,2090.5,1.16,13.3,7,21,0.162,10,49.8,1.13
,13:00:10,5,3590,2091.5,1.16,13.3,7,21,0.167,10,49.8,1.12
,13:00:11,5,3590,2092.5,1.16,13.3,7,21,0.168,10,49.8,1.13
,13:00:12,5,3590,2093.5,1.17,13.3,7,21,0.169,10,49.8,1.13
,13:00:13,5,3590,2094.5,1.19,13.3,7,21,0.172,10,49.8,1.15
,13:00:14,5,3590,2095.5,1.18,13.3,7,21,0.171,10,49.8,1.14
,13:00:15,5,3590,2096.5,1.18,13.3,7,21,0.17,10,49.9,1.13
,13:00:16,5,3590,2097.5,1.16,13.3,7,21,0.162,10,49.9,1.12
,13:00:17,5,3590,2098.5,1.16,13.3,7,21,0.156,10,49.9,1.12
,13:00:18,5,3590,2099.5,1.15,13.3,7,21,0.16,10,49.8,1.11
,13:00:19,5,3590,2100.5,1.16,13.3,7,21,0.161,10,49.8,1.12
,13:00:20,5,3590,2101.5,1.16,13.3,7,21,0.162,10,49.8,1.12
,13:00:21,5,3590,2102.5,1.16,13.3,7,21,0.162,10,49.8,1.12
,13:00:22,5,3590,2103.5,1.16,13.3,7,21,0.162,10,49.9,1.12
,13:00:23,5,3590,2104.5,1.17,13.3,7,21,0.163,10,49.8,1.13
,13:00:24,5,3590,2105.5,1.17,13.3,7,21,0.163,10,49.8,1.13
,13:00:25,5,3590,2106.5,1.17,13.3,7,21,0.163,10,49.9,1.13
,13:00:26,5,3590,2107.5,1.16,13.3,7,21,0.168,10,49.9,1.12
,13:00:27,5,3590,2108.5,1.17,13.3,7,21,0.175,10,49.8,1.13
,13:00:28,5,3590,2109.5,1.19,13.3,7,21,0.172,10,49.8,1.15
,13:00:29,5,3590,2110.5,1.2,13.3,7,21,0.173,10,49.8,1.15
,13:00:30,5,3590,2111.5,1.19,13.3,7,21,0.171,10,49.9,1.14
,13:00:31,5,3590,2112.5,1.15,13.3,7,21,0.166,10,49.8,1.11
,13:00:32,5,3590,2113.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,13:00:33,5,3590,2114.5,1.15,13.3,7,21,0.16,10,49.8,1.11
,13:00:34,5,3590,2115.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,13:00:35,5,3590,2116.5,1.16,13.3,7,21,0.167,10,49.8,1.12
,13:00:36,5,3590,2117.5,1.16,13.3,7,21,0.168,10,49.9,1.12
,13:00:37,5,3590,2118.5,1.17,13.3,7,21,0.168,10,49.8,1.13
,13:00:38,5,3590,2119.5,1.16,13.3,7,21,0.168,10,49.8,1.12
,13:00:39,5,3590,2120.5,1.17,13.3,7,21,0.163,10,49.9,1.13
,13:00:40,5,3590,2121.5,1.18,13.3,7,21,0.165,10,49.9,1.14
,13:00:41,5,3590,2122.5,1.18,13.3,7,21,0.164,10,49.9,1.14
,13:00:42,5,3590,2123.5,1.18,13.3,7,21,0.164,10,49.9,1.14
,13:00:43,5,3590,2124.5,1.16,13.3,7,21,0.168,10,49.8,1.12
,13:00:44,5,3590,2125.5,1.15,13.3,7,21,0.167,10,49.8,1.11
,13:00:45,5,3590,2126.5,1.14,13.3,7,21,0.165,10,49.8,1.1
,13:00:46,5,3590,2127.5,1.15,13.3,7,21,0.166,10,49.8,1.11
,13:00:47,5,3590,2128.5,1.15,13.3,7,21,0.173,10,49.8,1.12
,13:00:48,5,3590,2129.5,1.16,13.3,7,21,0.168,10,49.9,1.12
,13:00:49,5,3590,2130.5,1.17,13.3,7,22,0.163,10,49.8,1.13
,13:00:50,5,3590,2131.5,1.18,13.3,7,22,0.158,10,49.8,1.14
,13:00:51,5,3590,2132.5,1.19,13.3,7,22,0.16,10,49.8,1.14
,13:00:52,5,3590,2133.5,1.18,13.3,7,21,0.158,10,49.8,1.13
,13:00:53,5,3590,2134.5,1.17,13.3,7,21,0.157,10,49.8,1.13
,13:00:54,5,3590,2135.5,1.15,13.3,7,22,0.155,10,49.8,1.11
,13:00:55,5,3590,2136.5,1.15,13.3,8,21,0.15,10,49.8,1.11
,13:00:56,5,3590,2137.5,1.15,13.3,7,21,0.154,10,49.8,1.11
,13:00:57,5,3590,2138.5,1.14,13.3,7,21,0.159,10,49.9,1.1
,13:00:58,5,3590,2139.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:00:59,5,3590,2140.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:01:00,5,3590,2141.5,1.13,13.3,7,21,0.163,10,49.9,1.09
,13:01:01,5,3590,2142.5,1.15,13.3,7,21,0.166,10,49.8,1.11
,13:01:02,5,3590,2143.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:01:03,5,3590,2144.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:01:04,5,3590,2145.5,1.14,13.3,7,21,0.165,10,49.8,1.1
,13:01:05,5,3590,2146.5,1.16,13.3,7,21,0.162,10,49.8,1.12
,13:01:06,5,3590,2147.5,1.18,13.3,7,21,0.164,10,49.9,1.13
,13:01:07,5,3590,2148.5,1.16,13.3,7,21,0.167,10,49.8,1.11
,13:01:08,5,3590,2149.5,1.14,13.3,7,22,0.165,10,49.8,1.1
,13:01:09,5,3590,2150.5,1.12,13.3,7,21,0.155,10,49.9,1.08
,13:01:10,5,3590,2151.5,1.11,13.3,7,21,0.155,10,49.8,1.07
,13:01:11,5,3590,2152.5,1.12,13.3,7,21,0.151,10,49.9,1.08
,13:01:12,5,3590,2153.5,1.14,13.3,7,21,0.153,10,49.9,1.1
,13:01:13,5,3590,2154.5,1.15,13.3,7,21,0.155,10,49.8,1.11
,13:01:14,5,3590,2155.5,1.16,13.3,7,21,0.162,10,49.8,1.12
,13:01:15,5,3590,2156.5,1.17,13.3,7,21,0.163,10,49.9,1.13
,13:01:16,5,3590,2157.5,1.17,13.3,7,21,0.169,10,49.8,1.13
,13:01:17,5,3590,2158.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,13:01:18,5,3590,2159.5,1.13,13.3,7,21,0.163,10,49.9,1.09
,13:01:19,5,3590,2160.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:01:20,5,3590,2161.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:01:21,5,3590,2162.5,1.14,13.3,7,21,0.159,10,49.8,1.11
,13:01:22,5,3590,2163.5,1.14,13.3,7,21,0.158,10,49.9,1.09
,13:01:23,5,3590,2164.5,1.12,13.3,7,21,0.161,10,49.8,1.07
,13:01:24,5,3590,2165.5,1.1,13.3,7,21,0.148,10,49.8,1.06
,13:01:25,5,3590,2166.5,1.11,13.3,7,21,0.155,10,49.8,1.07
,13:01:26,5,3590,2167.5,1.13,13.3,7,21,0.157,10,49.9,1.09
,13:01:27,5,3590,2168.5,1.14,13.3,7,21,0.165,10,49.9,1.11
,13:01:28,5,3590,2169.5,1.14,13.3,7,21,0.165,10,49.8,1.1
,13:01:29,5,3590,2170.5,1.15,13.3,7,21,0.166,10,49.8,1.11
,13:01:30,5,3590,2171.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,13:01:31,5,3590,2172.5,1.14,13.3,7,21,0.159,10,49.9,1.1
,13:01:32,5,3590,2173.5,1.14,13.3,7,22,0.159,10,49.8,1.1
,13:01:33,5,3590,2174.5,1.14,13.3,7,21,0.159,10,49.9,1.1
,13:01:34,5,3590,2175.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,13:01:35,5,3590,2176.5,1.14,13.3,7,21,0.159,10,49.8,1.1
,13:01:36,5,3590,2177.5,1.15,13.3,7,21,0.165,10,49.9,1.11
,13:01:37,5,3590,2178.5,1.14,13.3,7,21,0.164,10,49.8,1.1
,13:01:38,5,3590,2179.5,1.14,13.3,7,21,0.164,10,49.8,1.1
,13:01:39,5,3590,2180.5,1.14,13.3,7,21,0.165,10,49.9,1.1
,13:01:40,5,3590,2181.5,1.15,13.3,7,21,0.166,10,49.9,1.11
,13:01:41,5,3590,2182.5,1.16,13.3,7,21,0.162,10,49.8,1.13
,13:01:42,5,3590,2183.5,1.18,13.3,7,21,0.164,10,49.8,1.13
,13:01:43,5,3590,2184.5,1.18,13.3,7,21,0.164,10,49.9,1.13
,13:01:44,5,3590,2185.5,1.17,13.3,7,21,0.169,10,49.8,1.13
,13:01:45,5,3590,2186.5,1.14,13.3,7,21,0.159,10,49.8,1.1
,13:01:46,5,3590,2187.5,1.13,13.3,7,21,0.157,10,49.8,1.09
,13:01:47,5,3590,2188.5,1.11,13.3,7,21,0.155,10,49.8,1.07
,13:01:48,5,3590,2189.5,1.11,13.3,7,21,0.154,10,49.8,1.07
,13:01:49,5,3590,2190.5,1.11,13.3,7,21,0.161,10,49.8,1.07
,13:01:50,5,3590,2191.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:01:51,5,3590,2192.5,1.15,13.3,7,22,0.161,10,49.9,1.11
,13:01:52,5,3590,2193.5,1.16,13.3,7,21,0.156,10,49.9,1.12
,13:01:53,5,3590,2194.5,1.16,13.3,7,21,0.156,10,49.9,1.12
,13:01:54,5,3590,2195.5,1.14,13.3,7,22,0.159,10,49.8,1.1
,13:01:55,5,3590,2196.5,1.12,13.3,7,21,0.156,10,49.9,1.08
,13:01:56,5,3590,2197.5,1.11,13.3,7,21,0.154,10,49.8,1.07
,13:01:57,5,3590,2198.5,1.11,13.3,7,21,0.155,10,49.8,1.07
,13:01:58,5,3590,2199.5,1.13,13.3,7,21,0.158,10,49.9,1.1
,13:01:59,5,3590,2200.5,1.15,13.3,7,21,0.165,10,49.8,1.11
,13:02:00,5,3590,2201.5,1.16,13.3,7,21,0.168,10,49.8,1.12
,13:02:01,5,3590,2202.5,1.16,13.3,7,21,0.168,10,49.8,1.12
,13:02:02,5,3590,2203.5,1.17,13.3,7,21,0.162,10,49.8,1.13
,13:02:03,5,3590,2204.5,1.14,13.3,7,21,0.159,10,49.8,1.1
,13:02:04,5,3590,2205.5,1.12,13.3,7,21,0.156,10,49.9,1.07
,13:02:05,5,3590,2206.5,1.1,13.3,7,21,0.153,10,49.9,1.06
,13:02:06,5,3590,2207.5,1.1,13.3,7,21,0.148,10,49.8,1.06
,13:02:07,5,3590,2208.5,1.11,13.3,7,21,0.154,10,49.8,1.07
,13:02:08,5,3590,2209.5,1.12,13.3,7,21,0.161,10,49.8,1.08
,13:02:09,5,3590,2210.5,1.11,13.3,7,21,0.161,10,49.8,1.07
,13:02:10,5,3590,2211.5,1.12,13.3,7,22,0.161,10,49.8,1.08
,13:02:11,5,3590,2212.5,1.12,13.3,7,22,0.156,10,49.8,1.08
,13:02:12,5,3590,2213.5,1.13,13.3,7,22,0.164,10,49.8,1.09
,13:02:13,5,3590,2214.5,1.14,13.3,7,22,0.165,10,49.8,1.1
,13:02:14,5,3590,2215.5,1.16,13.3,7,21,0.162,10,49.9,1.12
,13:02:15,5,3590,2216.5,1.16,13.3,7,21,0.155,10,49.9,1.11
,13:02:16,5,3590,2217.5,1.14,13.3,7,21,0.165,10,49.8,1.1
,13:02:17,5,3590,2218.5,1.12,13.3,7,21,0.168,10,49.8,1.08
,13:02:18,5,3590,2219.5,1.11,13.3,7,21,0.155,10,49.8,1.07
,13:02:19,5,3590,2220.5,1.12,13.3,7,21,0.15,10,49.8,1.08
,13:02:20,5,3590,2221.5,1.12,13.3,7,21,0.162,10,49.8,1.08
,13:02:21,5,3590,2222.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:02:22,5,3590,2223.5,1.12,13.3,7,21,0.162,10,49.8,1.08
,13:02:23,5,3590,2224.5,1.12,13.3,7,21,0.162,10,49.8,1.09
,13:02:24,5,3590,2225.5,1.14,13.3,7,21,0.164,10,49.8,1.1
,13:02:25,5,3590,2226.5,1.14,13.3,7,21,0.165,10,49.8,1.1
,13:02:26,5,3590,2227.5,1.15,13.3,7,21,0.165,10,49.8,1.11
,13:02:27,5,3590,2228.5,1.16,13.3,7,21,0.167,10,49.9,1.12
,13:02:28,5,3590,2229.5,1.16,13.3,7,22,0.167,10,49.8,1.12
,13:02:29,5,3590,2230.5,1.16,13.3,7,22,0.167,10,49.8,1.12
,13:02:30,5,3590,2231.5,1.15,13.3,7,22,0.161,10,49.8,1.11
,13:02:31,5,3590,2232.5,1.18,13.3,7,21,0.158,10,49.8,1.14
,13:02:32,5,3590,2233.5,1.18,13.3,7,21,0.159,10,49.8,1.14
,13:02:33,5,3590,2234.5,1.16,13.3,7,21,0.162,10,49.8,1.12
,13:02:34,5,3590,2235.5,1.14,13.3,7,21,0.164,10,49.9,1.09
,13:02:35,5,3590,2236.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:02:36,5,3590,2237.5,1.14,13.3,7,21,0.164,10,49.8,1.1
,13:02:37,5,3590,2238.5,1.13,13.3,7,21,0.164,10,49.8,1.09
,13:02:38,5,3590,2239.5,1.13,13.3,7,21,0.163,10,49.8,1.09
,13:02:39,5,3590,2240.5,1.13,13.3,7,21,0.157,10,49.9,1.09
,13:02:40,5,3590,2241.5,1.13,13.3,7,21,0.158,10,49.8,1.09
,13:02:41,5,3590,2242.5,1.15,13.3,7,21,0.16,10,49.9,1.11
,13:02:42,5,3590,2243.5,1.16,13.3,7,21,0.162,10,49.8,1.12
