Data file,,DRYSLIDE_ISO10_-8C_002.TSV,,,,,,,,,,
,15:15:01,4,3600,1237.1,1.24,13.3,7,-5.2,0.186,10,50.1,1.18
,15:15:02,4,3600,1238.1,1.24,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:03,4,3600,1239.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:04,4,3600,1240.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:05,4,3600,1241.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:06,4,3600,1242.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.17
,15:15:07,4,3600,1243.1,1.23,13.3,7,-5.2,0.184,10,50.1,1.17
,15:15:08,4,3600,1244.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:09,4,3600,1245.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:10,4,3600,1246.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:11,4,3600,1247.1,1.24,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:12,4,3600,1248.1,1.24,13.3,7,-5.2,0.186,10,50.1,1.19
,15:15:13,4,3600,1249.1,1.25,13.3,7,-5.2,0.187,10,50.1,1.19
,15:15:14,4,3600,1250.1,1.25,13.3,7,-5.2,0.18,10,50.1,1.19
,15:15:15,4,3600,1251.1,1.25,13.3,7,-5.2,0.187,10,50.1,1.19
,15:15:16,4,3600,1252.1,1.25,13.3,7,-5.2,0.18,10,50.1,1.19
,15:15:17,4,3600,1253.1,1.24,13.3,7,-5.2,0.18,10,50.1,1.19
,15:15:18,4,3600,1254.1,1.24,13.3,7,-5.2,0.187,10,50.1,1.19
,15:15:19,4,3600,1255.1,1.24,13.3,7,-5.2,0.179,10,50.1,1.19
,15:15:20,4,3600,1256.1,1.25,13.3,7,-5.2,0.18,10,50.1,1.19
,15:15:21,4,3600,1257.1,1.25,13.3,7,-5.2,0.18,10,50.1,1.19
,15:15:22,4,3600,1258.1,1.25,13.3,7,-5.2,0.18,10,50.1,1.19
,15:15:23,4,3600,1259.1,1.24,13.3,7,-5.2,0.18,10,50.1,1.19
,15:15:24,4,3600,1260.1,1.24,13.3,7,-5.2,0.173,10,50.1,1.19
,15:15:25,4,3600,1261.1,1.24,13.3,7,-5.2,0.167,10,50.1,1.18
,15:15:26,4,3600,1262.1,1.24,13.3,7,-5.2,0.166,10,50.1,1.18
,15:15:27,4,3600,1263.1,1.23,13.3,7,-5.2,0.166,10,50.1,1.18
,15:15:28,4,3600,1264.1,1.23,13.3,7,-5.2,0.171,10,50.1,1.17
,15:15:29,4,3600,1265.1,1.23,13.3,7,-5.2,0.177,10,50.1,1.17
,15:15:30,4,3600,1266.1,1.22,13.3,7,-5.2,0.184,10,50.1,1.17
,15:15:31,4,3600,1267.1,1.22,13.3,6,-5.2,0.191,10,50.1,1.17
,15:15:32,4,3600,1268.1,1.23,13.3,7,-5.2,0.184,10,50.1,1.17
,15:15:33,4,3600,1269.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:34,4,3600,1270.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:15:35,4,3600,1271.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:36,4,3600,1272.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:37,4,3600,1273.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:38,4,3600,1274.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:15:39,4,3600,1275.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:15:40,4,3600,1276.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:15:41,4,3600,1277.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:15:42,4,3600,1278.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:15:43,4,3600,1279.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:44,4,3600,1280.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:45,4,3600,1281.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:15:46,4,3600,1282.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:15:47,4,3600,1283.1,1.23,13.3,7,-5.1,0.172,10,50.1,1.18
,15:15:48,4,3600,1284.1,1.23,13.3,7,-5.1,0.166,10,50.1,1.18
,15:15:49,4,3600,1285.1,1.23,13.3,7,-5.1,0.171,10,50.1,1.17
,15:15:50,4,3600,1286.1,1.23,13.3,7,-5.1,0.177,10,50.1,1.17
,15:15:51,4,3600,1287.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:15:52,4,3600,1288.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:15:53,4,3600,1289.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:15:54,4,3600,1290.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:15:55,4,3600,1291.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:56,4,3600,1292.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:57,4,3600,1293.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:58,4,3600,1294.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:15:59,4,3600,1295.1,1.23,13.3,7,-5.2,0.178,10,50.1,1.18
,15:16:00,4,3600,1296.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:16:01,4,3600,1297.1,1.23,13.3,7,-5.2,0.185,10,50.1,1.18
,15:16:02,4,3600,1298.1,1.23,13.3,7,-5.2,0.178,10,50.1,1.18
,15:16:03,4,3600,1299.1,1.23,13.3,7,-5.2,0.178,10,50.1,1.18
,15:16:04,4,3600,1300.1,1.24,13.3,7,-5.2,0.179,10,50.1,1.18
,15:16:05,4,3600,1301.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:16:06,4,3600,1302.1,1.24,13.3,7,-5.1,0.172,10,50.1,1.18
,15:16:07,4,3600,1303.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:16:08,4,3600,1304.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:16:09,4,3600,1305.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:16:10,4,3600,1306.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:16:11,4,3600,1307.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:12,4,3600,1308.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:16:13,4,3600,1309.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:14,4,3600,1310.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:15,4,3600,1311.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:16,4,3600,1312.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:17,4,3600,1313.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:16:18,4,3600,1314.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:19,4,3600,1315.1,1.24,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:20,4,3600,1316.1,1.25,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:21,4,3600,1317.1,1.25,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:22,4,3600,1318.1,1.25,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:23,4,3600,1319.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.19
,15:16:24,4,3600,1320.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:16:25,4,3600,1321.1,1.24,13.3,7,-5.1,0.167,10,50.1,1.18
,15:16:26,4,3600,1322.1,1.24,13.3,7,-5.1,0.167,10,50.1,1.18
,15:16:27,4,3600,1323.1,1.24,13.3,7,-5.1,0.172,10,50.1,1.18
,15:16:28,4,3600,1324.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:16:29,4,3600,1325.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:16:30,4,3600,1326.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:16:31,4,3600,1327.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:32,4,3600,1328.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:33,4,3600,1329.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:34,4,3600,1330.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:35,4,3600,1331.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:36,4,3600,1332.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:37,4,3600,1333.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:16:38,4,3600,1334.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:16:39,4,3600,1335.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:16:40,4,3600,1336.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:16:41,4,3600,1337.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:16:42,4,3600,1338.1,1.24,13.3,7,-5.1,0.187,10,50.1,1.19
,15:16:43,4,3600,1339.1,1.24,13.3,7,-5.1,0.187,10,50.1,1.19
,15:16:44,4,3600,1340.1,1.25,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:45,4,3600,1341.1,1.25,13.3,7,-5.1,0.181,10,50.1,1.2
,15:16:46,4,3600,1342.1,1.25,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:47,4,3600,1343.1,1.24,13.3,7,-5.1,0.187,10,50.1,1.19
,15:16:48,4,3600,1344.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:16:49,4,3600,1345.1,1.24,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:50,4,3600,1346.1,1.24,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:51,4,3600,1347.1,1.24,13.3,7,-5.1,0.18,10,50.1,1.19
,15:16:52,4,3600,1348.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:16:53,4,3600,1349.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:16:54,4,3600,1350.1,1.24,13.3,7,-5.1,0.172,10,50.1,1.18
,15:16:55,4,3600,1351.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:16:56,4,3600,1352.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:16:57,4,3600,1353.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:16:58,4,3600,1354.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:16:59,4,3600,1355.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:00,4,3600,1356.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:01,4,3600,1357.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:02,4,3600,1358.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:03,4,3600,1359.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:04,4,3600,1360.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:05,4,3600,1361.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:06,4,3600,1362.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:07,4,3600,1363.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:08,4,3600,1364.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:17:09,4,3600,1365.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.19
,15:17:10,4,3600,1366.1,1.24,13.3,7,-5.1,0.18,10,50.1,1.19
,15:17:11,4,3600,1367.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:12,4,3600,1368.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:13,4,3600,1369.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:17:14,4,3600,1370.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:17:15,4,3600,1371.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:16,4,3600,1372.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:17,4,3600,1373.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.18
,15:17:18,4,3600,1374.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:17:19,4,3600,1375.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:17:20,4,3600,1376.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:21,4,3600,1377.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:22,4,3600,1378.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:23,4,3600,1379.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:24,4,3600,1380.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:25,4,3600,1381.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:26,4,3600,1382.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:27,4,3600,1383.1,1.23,13.3,7,-5.1,0.178,10,50.1,1.18
,15:17:28,4,3600,1384.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:29,4,3600,1385.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:30,4,3600,1386.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:31,4,3600,1387.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:32,4,3600,1388.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:33,4,3600,1389.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:34,4,3600,1390.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:35,4,3600,1391.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:36,4,3600,1392.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:37,4,3600,1393.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:17:38,4,3600,1394.1,1.25,13.3,7,-5.1,0.187,10,50.1,1.19
,15:17:39,4,3600,1395.1,1.25,13.3,7,-5.1,0.181,10,50.1,1.2
,15:17:40,4,3600,1396.1,1.26,13.3,7,-5.1,0.181,10,50.1,1.2
,15:17:41,4,3600,1397.1,1.25,13.3,7,-5.1,0.174,10,50.1,1.2
,15:17:42,4,3600,1398.1,1.25,13.3,7,-5.1,0.168,10,50.1,1.19
,15:17:43,4,3600,1399.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:44,4,3600,1400.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:45,4,3600,1401.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.19
,15:17:46,4,3600,1402.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:17:47,4,3600,1403.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:48,4,3600,1404.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:49,4,3600,1405.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:50,4,3600,1406.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:17:51,4,3600,1407.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:17:52,4,3600,1408.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:17:53,4,3600,1409.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:54,4,3600,1410.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:17:55,4,3600,1411.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.19
,15:17:56,4,3600,1412.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:57,4,3600,1413.1,1.24,13.3,7,-5.1,0.173,10,50.1,1.19
,15:17:58,4,3600,1414.1,1.25,13.3,7,-5.1,0.174,10,50.1,1.19
,15:17:59,4,3600,1415.1,1.25,13.3,7,-5.1,0.18,10,50.1,1.19
,15:18:00,4,3600,1416.1,1.25,13.3,7,-5.1,0.187,10,50.1,1.19
,15:18:01,4,3600,1417.1,1.24,13.3,7,-5.1,0.187,10,50.1,1.19
,15:18:02,4,3600,1418.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:18:03,4,3600,1419.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:18:04,4,3600,1420.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:18:05,4,3600,1421.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:18:06,4,3600,1422.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:18:07,4,3600,1423.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.19
,15:18:08,4,3600,1424.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.19
,15:18:09,4,3600,1425.1,1.24,13.3,7,-5.1,0.172,10,50.1,1.18
,15:18:10,4,3600,1426.1,1.23,13.3,7,-5.1,0.166,10,50.1,1.18
,15:18:11,4,3600,1427.1,1.23,13.3,7,-5.1,0.172,10,50.1,1.18
,15:18:12,4,3600,1428.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:18:13,4,3600,1429.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:18:14,4,3600,1430.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:18:15,4,3600,1431.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:18:16,4,3600,1432.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:18:17,4,3600,1433.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:18:18,4,3600,1434.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:18:19,4,3600,1435.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:18:20,4,3600,1436.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:18:21,4,3600,1437.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:18:22,4,3600,1438.1,1.23,13.3,7,-5.1,0.177,10,50.1,1.17
,15:18:23,4,3600,1439.1,1.23,13.3,7,-5.1,0.177,10,50.1,1.17
,15:18:24,4,3600,1440.1,1.23,13.3,7,-5.1,0.171,10,50.1,1.18
,15:18:25,4,3600,1441.1,1.23,13.3,7,-5.1,0.172,10,50.1,1.18
,15:18:26,4,3600,1442.1,1.24,13.3,7,-5.1,0.179,10,50.1,1.18
,15:18:27,4,3600,1443.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:18:28,4,3600,1444.1,1.24,13.3,7,-5.1,0.186,10,50.1,1.18
,15:18:29,4,3600,1445.1,1.24,13.3,7,-5.1,0.185,10,50.1,1.18
,15:18:30,4,3600,1446.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:18:31,4,3600,1447.1,1.23,13.3,7,-5.1,0.185,10,50.1,1.18
,15:18:32,4,3600,1448.1,1.23,13.3,7,-5.1,0.184,10,50.1,1.17
,15:18:33,4,3600,1449.1,1.23,13.3,7,-5.1,0.177,10,50.1,1.17
,15:18:34,4,3600,1450.1,1.23,13.3,7,-5.1,0.177,10,50.1,1.17
,15:18:35,4,3600,1451.1,1.23,13.3,7,-5.1,0.177,10,50.1,1.17
,15:18:36,4,3600,1452.1,1.23,13.3,7,-5.1,0.171,10,50.1,1.17
,15:18:37,4,3600,1453.1,1.23,13.3,7,-5.1,0.171,10,50.1,1.17
,15:18:38,4,3600,1454.1,1.23,13.3,7,-5,0.177,10,50.1,1.17
,15:18:39,4,3600,1455.1,1.22,13.3,7,-5,0.183,10,50.1,1.16
,15:18:40,4,3600,1456.1,1.22,13.3,7,-5,0.183,10,50.1,1.16
,15:18:41,4,3600,1457.1,1.22,13.3,7,-5,0.183,10,50.1,1.16
,15:18:42,4,3600,1458.1,1.22,13.3,7,-5,0.184,10,50.1,1.17
,15:18:43,4,3600,1459.1,1.23,13.3,7,-5,0.184,10,50.1,1.17
,15:18:44,4,3600,1460.1,1.23,13.3,7,-5,0.184,10,50.1,1.17
,15:18:45,4,3600,1461.1,1.23,13.3,7,-5,0.177,10,50.1,1.17
,15:18:46,4,3600,1462.1,1.23,13.3,7,-5,0.177,10,50.1,1.17
,15:18:47,4,3600,1463.1,1.22,13.3,7,-5,0.17,10,50.1,1.17
,15:18:48,4,3600,1464.1,1.22,13.3,7,-5,0.17,10,50.1,1.17
,15:18:49,4,3600,1465.1,1.22,13.3,7,-5.1,0.176,10,50.1,1.16
,15:18:50,4,3600,1466.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:18:51,4,3600,1467.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:18:52,4,3600,1468.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:18:53,4,3600,1469.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:18:54,4,3600,1470.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:18:55,4,3600,1471.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:18:56,4,3600,1472.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:18:57,4,3600,1473.1,1.22,13.3,7,-5.1,0.177,10,50.1,1.17
,15:18:58,4,3600,1474.1,1.22,13.3,7,-5.1,0.17,10,50.1,1.17
,15:18:59,4,3600,1475.1,1.22,13.3,7,-5.1,0.176,10,50.1,1.17
,15:19:00,4,3600,1476.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.16
,15:19:01,4,3600,1477.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:19:02,4,3600,1478.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:19:03,4,3600,1479.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.17
,15:19:04,4,3600,1480.1,1.22,13.3,7,-5.1,0.17,10,50.1,1.17
,15:19:05,4,3600,1481.1,1.22,13.3,7,-5.1,0.17,10,50.1,1.17
,15:19:06,4,3600,1482.1,1.22,13.3,7,-5.1,0.176,10,50.1,1.16
,15:19:07,4,3600,1483.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.16
,15:19:08,4,3600,1484.1,1.22,13.3,7,-5.1,0.183,10,50.1,1.16
,15:19:09,4,3600,1485.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:10,4,3600,1486.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:11,4,3600,1487.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:12,4,3600,1488.1,1.22,13.3,7,-5.1,0.176,10,50.1,1.16
,15:19:13,4,3600,1489.1,1.22,13.3,7,-5.1,0.169,10,50.1,1.16
,15:19:14,4,3600,1490.1,1.21,13.3,7,-5.1,0.169,10,50.1,1.16
,15:19:15,4,3600,1491.1,1.21,13.3,7,-5.1,0.175,10,50.1,1.16
,15:19:16,4,3600,1492.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:17,4,3600,1493.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:18,4,3600,1494.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:19,4,3600,1495.1,1.22,13.3,7,-5.1,0.17,10,50.1,1.16
,15:19:20,4,3600,1496.1,1.22,13.3,7,-5.1,0.169,10,50.1,1.16
,15:19:21,4,3600,1497.1,1.22,13.3,7,-5.1,0.176,10,50.1,1.16
,15:19:22,4,3600,1498.1,1.21,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:23,4,3600,1499.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:24,4,3600,1500.1,1.22,13.3,7,-5.1,0.182,10,50.1,1.16
,15:19:25,4,3600,1501.1,1.22,13.3,7,-5.2,0.177,10,50.1,1.17
,15:19:26,4,3600,1502.1,1.22,13.3,7,-5.2,0.177,10,50.1,1.17
,15:19:27,4,3600,1503.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.17
,15:19:28,4,3600,1504.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.16
,15:19:29,4,3600,1505.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.16
,15:19:30,4,3600,1506.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:31,4,3600,1507.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:32,4,3600,1508.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.17
,15:19:33,4,3600,1509.1,1.22,13.3,7,-5.2,0.17,10,50.1,1.16
,15:19:34,4,3600,1510.1,1.22,13.3,7,-5.2,0.17,10,50.1,1.16
,15:19:35,4,3600,1511.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:19:36,4,3600,1512.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.16
,15:19:37,4,3600,1513.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:38,4,3600,1514.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:19:39,4,3600,1515.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:19:40,4,3600,1516.1,1.21,13.3,7,-5.2,0.175,10,50.1,1.16
,15:19:41,4,3600,1517.1,1.21,13.3,7,-5.2,0.175,10,50.1,1.16
,15:19:42,4,3600,1518.1,1.22,13.3,7,-5.2,0.182,10,50.1,1.16
,15:19:43,4,3600,1519.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:44,4,3600,1520.1,1.22,13.3,7,-5.2,0.177,10,50.1,1.17
,15:19:45,4,3600,1521.1,1.22,13.3,7,-5.2,0.17,10,50.1,1.17
,15:19:46,4,3600,1522.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
,15:19:47,4,3600,1523.1,1.21,13.3,7,-5.2,0.182,10,50.1,1.16
,15:19:48,4,3600,1524.1,1.21,13.3,7,-5.2,0.182,10,50.1,1.16
,15:19:49,4,3600,1525.1,1.21,13.3,7,-5.2,0.182,10,50.1,1.16
,15:19:50,4,3600,1526.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:51,4,3600,1527.1,1.22,13.3,7,-5.2,0.177,10,50.1,1.17
,15:19:52,4,3600,1528.1,1.23,13.3,7,-5.2,0.171,10,50.1,1.17
,15:19:53,4,3600,1529.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.17
,15:19:54,4,3600,1530.1,1.22,13.3,7,-5.2,0.177,10,50.1,1.17
,15:19:55,4,3600,1531.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:56,4,3600,1532.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:57,4,3600,1533.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:58,4,3600,1534.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:19:59,4,3600,1535.1,1.22,13.3,7,-5.2,0.183,10,50.1,1.17
,15:20:00,4,3600,1536.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.17
,15:20:01,4,3600,1537.1,1.22,13.3,7,-5.2,0.17,10,50.1,1.17
,15:20:02,4,3600,1538.1,1.22,13.3,7,-5.2,0.17,10,50.1,1.17
,15:20:03,4,3600,1539.1,1.22,13.3,7,-5.2,0.176,10,50.1,1.16
