Data file,,RA0.3_DISTILLEDWATER_12C_003_15MLWATER.TSV,,,,,,,,,,
,14:54:55,6,3590,3016.8,0.83,13.3,9,10.1,0.089,10,49,0.79
,14:54:56,6,3590,3017.8,0.83,13.3,9,10.1,0.09,10,49.5,0.8
,14:54:57,6,3590,3018.8,0.83,13.3,9,10.1,0.09,10,49.7,0.8
,14:54:58,6,3590,3019.8,0.83,13.3,9,10.1,0.09,10,49.8,0.8
,14:54:59,6,3590,3020.8,0.83,13.3,9,10.1,0.088,10,49.8,0.8
,14:55:00,6,3590,3021.8,0.83,13.3,10,10.1,0.085,10,49.8,0.8
,14:55:01,6,3590,3022.8,0.82,13.3,10,10.1,0.084,10,49.7,0.78
,14:55:02,6,3590,3023.8,0.8,13.3,10,10.1,0.082,10,49.8,0.77
,14:55:03,6,3590,3024.8,0.79,13.3,10,10.1,0.081,10,49.7,0.76
,14:55:04,6,3590,3025.8,0.79,13.3,10,10.1,0.081,10,49.7,0.76
,14:55:05,6,3590,3026.8,0.78,13.3,9,10.1,0.083,10,49.8,0.75
,14:55:06,6,3590,3027.8,0.77,13.3,9,10.1,0.081,10,49.7,0.74
,14:55:07,6,3590,3028.8,0.75,13.3,9,10.1,0.083,10,49.6,0.72
,14:55:08,6,3590,3029.8,0.74,13.3,9,10,0.082,10,49.7,0.71
,14:55:09,6,3590,3030.8,0.75,13.3,9,10,0.083,10,49.7,0.72
,14:55:10,6,3590,3031.8,0.76,13.3,9,10,0.085,10,49.7,0.73
,14:55:11,6,3590,3032.8,0.77,13.3,9,10,0.089,10,49.8,0.74
,14:55:12,6,3590,3033.8,0.79,13.3,9,10,0.09,10,49.8,0.76
,14:55:13,6,3590,3034.8,0.8,13.3,9,10,0.087,10,49.7,0.77
,14:55:14,6,3590,3035.8,0.81,13.3,9,10,0.088,10,49.8,0.78
,14:55:15,6,3590,3036.8,0.8,13.3,9,10,0.084,10,49.8,0.76
,14:55:16,6,3590,3037.8,0.78,13.3,9,10,0.082,10,49.7,0.75
,14:55:17,6,3590,3038.8,0.77,13.3,9,10,0.083,10,49.7,0.74
,14:55:18,6,3590,3039.8,0.77,13.3,9,10,0.085,10,49.6,0.74
,14:55:19,6,3590,3040.8,0.78,13.3,9,10,0.084,10,49.2,0.75
,14:55:20,6,3590,3041.8,0.79,13.3,10,10,0.081,10,49.5,0.76
,14:55:21,6,3590,3042.8,0.79,13.3,10,10,0.081,10,49.7,0.76
,14:55:22,6,3590,3043.8,0.79,13.3,9,10,0.083,10,49.8,0.75
,14:55:23,6,3590,3044.8,0.78,13.3,9,10,0.084,10,49.8,0.75
,14:55:24,6,3590,3045.8,0.78,13.3,9,10,0.086,10,49.8,0.75
,14:55:25,6,3590,3046.8,0.78,13.3,9,10,0.085,10,46.9,0.75
,14:55:26,6,3590,3047.8,0.79,13.3,9,10,0.085,10,38.4,0.76
,14:55:27,6,3590,3048.8,0.79,13.3,9,10,0.083,10,38.6,0.76
,14:55:28,6,3590,3049.8,0.77,13.3,9,10,0.082,10,39.7,0.74
,14:55:29,6,3590,3050.8,0.77,13.3,9,10,0.081,10,45,0.74
,14:55:30,6,3590,3051.8,0.77,13.3,9,10,0.083,10,45.7,0.74
,14:55:31,6,3590,3052.8,0.77,13.3,9,10,0.083,10,41.1,0.74
,14:55:32,6,3590,3053.8,0.77,13.3,9,10,0.085,10,45,0.74
,14:55:33,6,3590,3054.8,0.77,13.3,9,10,0.088,10,48.9,0.74
,14:55:34,6,3590,3055.8,0.78,13.3,9,10,0.085,10,49.6,0.75
,14:55:35,6,3590,3056.8,0.79,13.3,9,10,0.083,10,49.8,0.76
,14:55:36,6,3590,3057.8,0.78,13.3,10,10,0.08,10,49.7,0.75
,14:55:37,6,3590,3058.8,0.76,13.3,9,10,0.08,10,49.7,0.73
,14:55:38,6,3590,3059.8,0.76,13.3,9,10,0.08,10,49.8,0.73
,14:55:39,6,3590,3060.8,0.76,13.3,9,10,0.082,10,47.8,0.73
,14:55:40,6,3590,3061.8,0.76,13.3,9,10,0.08,10,39.9,0.73
,14:55:41,6,3590,3062.8,0.75,13.3,9,10,0.079,10,37.8,0.72
,14:55:42,6,3590,3063.8,0.75,13.3,9,10,0.081,10,37.2,0.72
,14:55:43,6,3590,3064.8,0.74,13.3,9,10,0.083,10,42.6,0.71
,14:55:44,6,3590,3065.8,0.74,13.3,9,10,0.083,10,48.1,0.71
,14:55:45,6,3590,3066.8,0.74,13.3,9,10,0.078,10,49.4,0.71
,14:55:46,6,3590,3067.8,0.75,13.3,9,10,0.081,10,49.7,0.72
,14:55:47,6,3590,3068.8,0.75,13.3,9,10.1,0.081,10,49.8,0.72
,14:55:48,6,3590,3069.8,0.75,13.3,9,10.1,0.081,10,45.2,0.72
,14:55:49,6,3590,3070.8,0.75,13.3,9,10.1,0.084,10,40,0.72
,14:55:50,6,3590,3071.8,0.76,13.3,9,10.1,0.085,10,45.5,0.73
,14:55:51,6,3590,3072.8,0.77,13.3,9,10.1,0.084,10,48.1,0.74
,14:55:52,6,3590,3073.8,0.77,13.3,9,10.1,0.084,10,49,0.74
,14:55:53,6,3590,3074.8,0.77,13.3,9,10.1,0.084,10,49.4,0.74
,14:55:54,6,3590,3075.8,0.76,13.3,9,10.1,0.082,10,48.5,0.73
,14:55:55,6,3590,3076.8,0.75,13.3,9,10.1,0.079,10,41.7,0.72
,14:55:56,6,3590,3077.8,0.75,13.3,9,10.1,0.079,10,38.8,0.72
,14:55:57,6,3590,3078.8,0.76,13.3,9,10.1,0.082,10,38.4,0.73
,14:55:58,6,3590,3079.8,0.76,13.3,9,10.1,0.085,10,39.3,0.73
,14:55:59,6,3590,3080.8,0.77,13.3,9,10.1,0.083,10,39,0.74
,14:56:00,6,3590,3081.8,0.77,13.3,9,10.1,0.084,10,39.8,0.74
,14:56:01,6,3590,3082.8,0.77,13.3,9,10.1,0.083,10,47.3,0.74
,14:56:02,6,3590,3083.8,0.77,13.3,9,10.1,0.083,10,48,0.74
,14:56:03,6,3590,3084.8,0.77,13.3,9,10.1,0.086,10,44.2,0.74
,14:56:04,6,3590,3085.8,0.78,13.3,9,10.1,0.082,10,48.1,0.75
,14:56:05,6,3590,3086.8,0.78,13.3,10,10.1,0.08,10,46.7,0.75
,14:56:06,6,3590,3087.8,0.78,13.3,9,10.2,0.082,10,40.2,0.75
,14:56:07,6,3590,3088.8,0.77,13.3,9,10.2,0.086,10,40.4,0.74
,14:56:08,6,3590,3089.8,0.77,13.3,9,10.2,0.086,10,42.7,0.74
,14:56:09,6,3590,3090.8,0.78,13.3,9,10.2,0.085,10,47.9,0.75
,14:56:10,6,3590,3091.8,0.79,13.3,9,10.2,0.083,10,49.5,0.76
,14:56:11,6,3590,3092.8,0.78,13.3,9,10.2,0.085,10,49.8,0.75
,14:56:12,6,3590,3093.8,0.77,13.3,9,10.2,0.085,10,49.8,0.74
,14:56:13,6,3590,3094.8,0.77,13.3,9,10.2,0.084,10,49.8,0.74
,14:56:14,6,3590,3095.8,0.78,13.3,9,10.2,0.082,10,47.9,0.75
,14:56:15,6,3590,3096.8,0.78,13.3,9,10.2,0.082,10,49.1,0.74
,14:56:16,6,3590,3097.8,0.76,13.3,9,10.2,0.085,10,49.7,0.73
,14:56:17,6,3590,3098.8,0.76,13.3,9,10.3,0.084,10,49.8,0.73
,14:56:18,6,3590,3099.8,0.77,13.3,9,10.3,0.084,10,47.2,0.74
,14:56:19,6,3590,3100.8,0.78,13.3,9,10.3,0.083,10,41.2,0.75
,14:56:20,6,3590,3101.8,0.79,13.3,9,10.3,0.083,10,44.2,0.75
,14:56:21,6,3590,3102.8,0.78,13.3,9,10.3,0.084,10,42.9,0.74
,14:56:22,6,3590,3103.8,0.77,13.3,9,10.3,0.083,10,38.4,0.74
,14:56:23,6,3590,3104.8,0.77,13.3,9,10.3,0.083,10,39.8,0.74
,14:56:24,6,3590,3105.8,0.77,13.3,9,10.3,0.083,10,40.8,0.74
,14:56:25,6,3590,3106.8,0.76,13.3,9,10.3,0.083,10,41.2,0.73
,14:56:26,6,3590,3107.8,0.76,13.3,9,10.3,0.082,10,40.1,0.73
,14:56:27,6,3590,3108.8,0.75,13.3,9,10.3,0.082,10,39.4,0.72
,14:56:28,6,3590,3109.8,0.75,13.3,9,10.4,0.081,10,39.7,0.72
,14:56:29,6,3590,3110.8,0.75,13.3,9,10.4,0.082,10,41.6,0.72
,14:56:30,6,3590,3111.8,0.76,13.3,9,10.4,0.082,10,39.2,0.73
,14:56:31,6,3590,3112.8,0.76,13.3,9,10.4,0.085,10,41,0.73
,14:56:32,6,3590,3113.8,0.77,13.3,9,10.4,0.084,10,42.3,0.74
,14:56:33,6,3590,3114.8,0.79,13.3,9,10.4,0.083,10,45.6,0.76
,14:56:34,6,3590,3115.8,0.79,13.3,9,10.4,0.085,10,49,0.76
,14:56:35,6,3590,3116.8,0.78,13.3,9,10.4,0.084,10,49.7,0.75
,14:56:36,6,3590,3117.8,0.76,13.3,9,10.5,0.083,10,44.3,0.73
,14:56:37,6,3590,3118.8,0.76,13.3,9,10.5,0.082,10,39.9,0.73
,14:56:38,6,3590,3119.8,0.77,13.3,9,10.5,0.083,10,40.7,0.74
,14:56:39,6,3590,3120.8,0.78,13.3,9,10.5,0.085,10,47.7,0.76
,14:56:40,6,3590,3121.8,0.8,13.3,9,10.5,0.087,10,49.4,0.77
,14:56:41,6,3590,3122.8,0.81,13.3,9,10.5,0.085,10,46.7,0.78
,14:56:42,6,3590,3123.8,0.81,13.3,9,10.5,0.088,10,42.8,0.78
,14:56:43,6,3590,3124.8,0.81,13.3,9,10.5,0.087,10,44.2,0.77
,14:56:44,6,3590,3125.8,0.81,13.3,9,10.5,0.088,10,41.5,0.78
,14:56:45,6,3590,3126.8,0.82,13.3,9,10.5,0.086,10,40.2,0.78
,14:56:46,6,3590,3127.8,0.82,13.3,9,10.6,0.088,10,42.9,0.78
,14:56:47,6,3590,3128.8,0.82,13.3,9,10.6,0.086,10,48.5,0.79
,14:56:48,6,3590,3129.8,0.82,13.3,9,10.6,0.086,10,49.6,0.78
,14:56:49,6,3590,3130.8,0.81,13.3,9,10.6,0.086,10,49.7,0.78
,14:56:50,6,3590,3131.8,0.8,13.3,9,10.6,0.087,10,49.8,0.77
,14:56:51,6,3590,3132.8,0.8,13.3,9,10.6,0.084,10,42.9,0.77
,14:56:52,6,3590,3133.8,0.8,13.3,9,10.7,0.084,10,40,0.77
,14:56:53,6,3590,3134.8,0.8,13.3,9,10.7,0.086,10,45.4,0.77
,14:56:54,6,3590,3135.8,0.79,13.3,9,10.7,0.088,10,49,0.76
,14:56:55,6,3590,3136.8,0.8,13.3,9,10.7,0.086,10,49.6,0.77
,14:56:56,6,3590,3137.8,0.81,13.3,9,10.7,0.085,10,49.7,0.77
,14:56:57,6,3590,3138.8,0.81,13.3,9,10.7,0.085,10,49.7,0.77
,14:56:58,6,3590,3139.8,0.8,13.3,9,10.7,0.084,10,42.5,0.77
,14:56:59,6,3590,3140.8,0.79,13.3,9,10.8,0.084,10,43.4,0.76
,14:57:00,6,3590,3141.8,0.8,13.3,9,10.8,0.086,10,46.4,0.77
,14:57:01,6,3590,3142.8,0.8,13.3,9,10.8,0.089,10,40,0.76
,14:57:02,6,3590,3143.8,0.8,13.3,9,10.8,0.086,10,41.7,0.77
,14:57:03,6,3590,3144.8,0.79,13.3,9,10.8,0.086,10,46,0.76
,14:57:04,6,3590,3145.8,0.79,13.3,9,10.8,0.086,10,40.8,0.76
,14:57:05,6,3590,3146.8,0.79,13.3,9,10.8,0.085,10,38.6,0.76
,14:57:06,6,3590,3147.8,0.78,13.3,9,10.9,0.085,10,36.7,0.75
,14:57:07,6,3590,3148.8,0.78,13.3,9,10.9,0.085,10,37.1,0.75
,14:57:08,6,3590,3149.8,0.78,13.3,9,10.9,0.086,10,37.4,0.75
,14:57:09,6,3590,3150.8,0.78,13.3,9,10.9,0.084,10,36.5,0.75
,14:57:10,6,3590,3151.8,0.78,13.3,9,10.9,0.085,10,38.9,0.75
,14:57:11,6,3590,3152.8,0.78,13.3,9,10.9,0.085,10,38.1,0.75
,14:57:12,6,3590,3153.8,0.78,13.3,9,11,0.084,10,43.6,0.75
,14:57:13,6,3590,3154.8,0.77,13.3,9,11,0.084,10,48.3,0.74
,14:57:14,6,3590,3155.8,0.78,13.3,9,11,0.085,10,49.4,0.75
,14:57:15,6,3590,3156.8,0.79,13.3,9,11,0.084,10,44,0.77
,14:57:16,6,3590,3157.8,0.8,13.3,9,11,0.084,10,39.6,0.77
,14:57:17,6,3590,3158.8,0.79,13.3,9,11,0.083,10,38.2,0.76
,14:57:18,6,3590,3159.8,0.78,13.3,9,11.1,0.082,10,39.7,0.75
,14:57:19,6,3590,3160.8,0.77,13.3,9,11.1,0.081,10,39.1,0.74
,14:57:20,6,3590,3161.8,0.77,13.3,9,11,0.084,10,38.7,0.74
,14:57:21,6,3590,3162.8,0.77,13.3,9,11.1,0.086,10,38.6,0.74
,14:57:22,6,3590,3163.8,0.77,13.3,9,11.1,0.084,10,37.9,0.74
,14:57:23,6,3590,3164.8,0.77,13.3,9,11.1,0.084,10,45.2,0.74
,14:57:24,6,3590,3165.8,0.77,13.3,9,11.1,0.084,10,48.8,0.74
,14:57:25,6,3590,3166.8,0.77,13.3,9,11.1,0.084,10,47.7,0.74
,14:57:26,6,3590,3167.8,0.77,13.3,9,11.2,0.084,10,41.1,0.74
,14:57:27,6,3590,3168.8,0.77,13.3,9,11.2,0.086,10,38.9,0.74
,14:57:28,6,3590,3169.8,0.78,13.3,9,11.2,0.084,10,38.1,0.75
,14:57:29,6,3590,3170.8,0.78,13.3,9,11.2,0.085,10,37.1,0.75
,14:57:30,6,3590,3171.8,0.79,13.3,9,11.3,0.086,10,37.7,0.76
,14:57:31,6,3590,3172.8,0.79,13.3,9,11.3,0.088,10,37,0.76
,14:57:32,6,3590,3173.8,0.8,13.3,9,11.3,0.084,10,36.4,0.77
,14:57:33,6,3590,3174.8,0.79,13.3,9,11.3,0.083,10,42.9,0.76
,14:57:34,6,3590,3175.8,0.78,13.3,9,11.3,0.085,10,48.5,0.75
,14:57:35,6,3590,3176.8,0.77,13.3,9,11.3,0.085,10,49.5,0.74
,14:57:36,6,3590,3177.8,0.76,13.3,9,11.4,0.082,10,49.7,0.73
,14:57:37,6,3590,3178.8,0.75,13.3,9,11.4,0.081,10,49.2,0.72
,14:57:38,6,3590,3179.8,0.75,13.3,9,11.4,0.081,10,48.3,0.72
,14:57:39,6,3590,3180.8,0.75,13.3,9,11.4,0.079,10,43.9,0.72
,14:57:40,6,3590,3181.8,0.75,13.3,9,11.4,0.079,10,48.4,0.72
,14:57:41,6,3590,3182.8,0.76,13.3,9,11.4,0.08,10,44.3,0.73
,14:57:42,6,3590,3183.8,0.75,13.3,9,11.4,0.084,10,40,0.72
,14:57:43,6,3590,3184.8,0.75,13.3,9,11.4,0.082,10,38.4,0.72
,14:57:44,6,3590,3185.8,0.76,13.3,9,11.5,0.082,10,38.6,0.73
,14:57:45,6,3590,3186.8,0.77,13.3,9,11.5,0.083,10,39.1,0.74
,14:57:46,6,3590,3187.8,0.78,13.3,9,11.5,0.087,10,39.4,0.75
,14:57:47,6,3590,3188.8,0.79,13.3,9,11.5,0.085,10,43.5,0.76
,14:57:48,6,3590,3189.8,0.8,13.3,9,11.6,0.084,10,42.1,0.77
,14:57:49,6,3590,3190.8,0.8,13.3,9,11.6,0.084,10,38.5,0.77
,14:57:50,6,3590,3191.8,0.79,13.3,9,11.6,0.085,10,41.8,0.76
,14:57:51,6,3590,3192.8,0.78,13.3,9,11.6,0.087,10,47.9,0.75
,14:57:52,6,3590,3193.8,0.78,13.3,9,11.6,0.084,10,49.5,0.75
,14:57:53,6,3590,3194.8,0.79,13.3,9,11.7,0.085,10,46.8,0.76
,14:57:54,6,3590,3195.8,0.79,13.3,9,11.7,0.083,10,39,0.76
,14:57:55,6,3590,3196.8,0.79,13.3,9,11.7,0.083,10,44.3,0.76
,14:57:56,6,3590,3197.8,0.78,13.3,9,11.7,0.083,10,48.4,0.75
,14:57:57,6,3590,3198.8,0.77,13.3,9,11.7,0.084,10,49,0.74
,14:57:58,6,3590,3199.8,0.77,13.3,9,11.7,0.085,10,46.9,0.73
,14:57:59,6,3590,3200.8,0.76,13.3,9,11.8,0.083,10,47.1,0.73
,14:58:00,6,3590,3201.8,0.78,13.3,9,11.8,0.084,10,49.3,0.75
,14:58:01,6,3590,3202.8,0.78,13.3,9,11.8,0.085,10,49.7,0.75
,14:58:02,6,3590,3203.8,0.78,13.3,9,11.8,0.085,10,49.8,0.75
,14:58:03,6,3590,3204.8,0.77,13.3,9,11.8,0.084,10,49.8,0.74
,14:58:04,6,3590,3205.8,0.78,13.3,9,11.9,0.082,10,49.8,0.75
,14:58:05,6,3590,3206.8,0.79,13.3,9,11.9,0.083,10,49.7,0.76
,14:58:06,6,3590,3207.8,0.79,13.3,9,11.9,0.083,10,49.7,0.76
,14:58:07,6,3590,3208.8,0.78,13.3,9,11.9,0.082,10,49.8,0.75
,14:58:08,6,3590,3209.8,0.77,13.3,10,11.9,0.079,10,49.8,0.74
,14:58:09,6,3590,3210.8,0.77,13.3,9,12,0.081,10,44.1,0.74
,14:58:10,6,3590,3211.8,0.77,13.3,9,12,0.084,10,44.8,0.74
,14:58:11,6,3590,3212.8,0.77,13.3,9,12,0.084,10,48.8,0.74
,14:58:12,6,3590,3213.8,0.77,13.3,9,12.1,0.084,10,49.6,0.74
,14:58:13,6,3590,3214.8,0.78,13.3,9,12.1,0.084,10,49.8,0.75
,14:58:14,6,3590,3215.8,0.78,13.3,9,12.1,0.086,10,49.8,0.75
,14:58:15,6,3590,3216.8,0.78,13.3,9,12.1,0.084,10,49.8,0.75
,14:58:16,6,3590,3217.8,0.77,13.3,9,12.1,0.082,10,49.8,0.74
,14:58:17,6,3590,3218.8,0.77,13.3,9,12.1,0.082,10,49.8,0.74
,14:58:18,6,3590,3219.8,0.77,13.3,9,12.1,0.083,10,49.8,0.74
,14:58:19,6,3590,3220.8,0.76,13.3,9,12.1,0.085,10,49.8,0.73
,14:58:20,6,3590,3221.8,0.77,13.3,9,12.2,0.085,10,49.9,0.74
,14:58:21,6,3590,3222.8,0.78,13.3,9,12.2,0.082,10,49.8,0.75
,14:58:22,6,3590,3223.8,0.79,13.3,10,12.2,0.081,10,42.8,0.76
,14:58:23,6,3590,3224.8,0.78,13.3,9,12.3,0.082,10,37.1,0.75
,14:58:24,6,3590,3225.8,0.77,13.3,9,12.3,0.084,10,44.8,0.74
,14:58:25,6,3590,3226.8,0.76,13.3,9,12.3,0.085,10,48.9,0.73
,14:58:26,6,3590,3227.8,0.77,13.3,9,12.3,0.083,10,49.7,0.74
,14:58:27,6,3590,3228.8,0.78,13.3,9,12.3,0.084,10,49.8,0.75
,14:58:28,6,3590,3229.8,0.78,13.3,9,12.4,0.082,10,49.8,0.75
,14:58:29,6,3590,3230.8,0.77,13.3,9,12.4,0.081,10,49.9,0.74
,14:58:30,6,3590,3231.8,0.77,13.3,9,12.4,0.083,10,49.8,0.74
,14:58:31,6,3590,3232.8,0.77,13.3,9,12.4,0.086,10,48.9,0.74
,14:58:32,6,3590,3233.8,0.77,13.3,9,12.4,0.086,10,40.3,0.74
,14:58:33,6,3590,3234.8,0.78,13.3,9,12.5,0.087,10,38.2,0.75
,14:58:34,6,3590,3235.8,0.79,13.3,9,12.5,0.083,10,41,0.76
,14:58:35,6,3590,3236.8,0.79,13.3,10,12.5,0.081,10,42.8,0.76
,14:58:36,6,3590,3237.8,0.79,13.3,10,12.5,0.081,10,39,0.75
,14:58:37,6,3590,3238.8,0.77,13.3,9,12.5,0.082,10,38.2,0.74
,14:58:38,6,3590,3239.8,0.76,13.3,9,12.5,0.083,10,37.4,0.73
,14:58:39,6,3590,3240.8,0.76,13.3,9,12.6,0.084,10,41.4,0.73
,14:58:40,6,3590,3241.8,0.76,13.3,9,12.6,0.085,10,48,0.73
,14:58:41,6,3590,3242.8,0.77,13.3,9,12.6,0.084,10,49.5,0.74
,14:58:42,6,3590,3243.8,0.77,13.3,9,12.6,0.081,10,49.7,0.74
,14:58:43,6,3590,3244.8,0.76,13.3,9,12.6,0.08,10,49.8,0.73
,14:58:44,6,3590,3245.8,0.75,13.3,9,12.7,0.081,10,49.8,0.72
,14:58:45,6,3590,3246.8,0.74,13.3,9,12.7,0.081,10,49.9,0.71
,14:58:46,6,3590,3247.8,0.74,13.3,9,12.7,0.081,10,49.8,0.71
,14:58:47,6,3590,3248.8,0.75,13.3,9,12.7,0.081,10,49.8,0.72
,14:58:48,6,3590,3249.8,0.75,13.3,9,12.8,0.081,10,49.8,0.72
,14:58:49,6,3590,3250.8,0.75,13.3,9,12.8,0.081,10,49.8,0.72
,14:58:50,6,3590,3251.8,0.75,13.3,9,12.8,0.081,10,49.8,0.72
,14:58:51,6,3590,3252.8,0.75,13.3,9,12.8,0.079,10,49.8,0.72
,14:58:52,6,3590,3253.8,0.75,13.3,9,12.8,0.079,10,49.8,0.72
,14:58:53,6,3590,3254.8,0.75,13.3,9,12.9,0.081,10,48.5,0.72
,14:58:54,6,3590,3255.8,0.75,13.3,9,12.9,0.081,10,46.2,0.72
,14:58:55,6,3590,3256.8,0.75,13.3,9,12.9,0.084,10,49.1,0.72
,14:58:56,6,3590,3257.8,0.76,13.3,9,12.9,0.082,10,49.6,0.73
,14:58:57,6,3590,3258.8,0.77,13.3,9,12.9,0.083,10,49.8,0.74
,14:58:58,6,3590,3259.8,0.76,13.3,9,12.9,0.083,10,49.8,0.73
,14:58:59,6,3590,3260.8,0.76,13.3,9,12.9,0.082,10,49.8,0.72
,14:59:00,6,3590,3261.8,0.75,13.3,9,13,0.079,10,49.8,0.72
,14:59:01,6,3590,3262.8,0.75,13.3,9,13,0.081,10,49.9,0.72
,14:59:02,6,3590,3263.8,0.74,13.3,9,13,0.081,10,49.8,0.71
,14:59:03,6,3590,3264.8,0.74,13.3,9,13,0.08,10,49.9,0.71
,14:59:04,6,3590,3265.8,0.74,13.3,9,13,0.08,10,43.7,0.71
,14:59:05,6,3590,3266.8,0.75,13.3,9,13.1,0.083,10,47.5,0.72
,14:59:06,6,3590,3267.8,0.77,13.3,9,13.1,0.083,10,49.4,0.74
,14:59:07,6,3590,3268.8,0.78,13.3,10,13.1,0.08,10,49.8,0.76
,14:59:08,6,3590,3269.8,0.79,13.3,10,13.1,0.081,10,49.8,0.76
,14:59:09,6,3590,3270.8,0.79,13.3,9,13.1,0.083,10,48.1,0.75
,14:59:10,6,3590,3271.8,0.77,13.3,9,13.2,0.086,10,43.5,0.74
,14:59:11,6,3590,3272.8,0.77,13.3,9,13.2,0.083,10,48.5,0.74
,14:59:12,6,3590,3273.8,0.76,13.3,9,13.2,0.082,10,49.6,0.73
,14:59:13,6,3590,3274.8,0.76,13.3,9,13.2,0.084,10,49.8,0.73
,14:59:14,6,3590,3275.8,0.76,13.3,9,13.2,0.085,10,49.9,0.73
,14:59:15,6,3590,3276.8,0.78,13.3,9,13.2,0.084,10,49.9,0.75
,14:59:16,6,3590,3277.8,0.8,13.3,9,13.2,0.084,10,49.9,0.77
,14:59:17,6,3590,3278.8,0.81,13.3,10,13.2,0.081,10,49.8,0.77
,14:59:18,6,3590,3279.8,0.8,13.3,10,13.3,0.08,10,49.9,0.77
,14:59:19,6,3590,3280.8,0.79,13.3,10,13.3,0.081,10,49.8,0.76
,14:59:20,6,3590,3281.8,0.77,13.3,9,13.3,0.081,10,49.8,0.74
,14:59:21,6,3590,3282.8,0.76,13.3,9,13.3,0.084,10,49.8,0.73
,14:59:22,6,3590,3283.8,0.75,13.3,9,13.3,0.084,10,46.6,0.72
,14:59:23,6,3590,3284.8,0.76,13.3,9,13.3,0.085,10,47.3,0.73
,14:59:24,6,3590,3285.8,0.77,13.3,9,13.4,0.086,10,49.2,0.74
,14:59:25,6,3590,3286.8,0.78,13.3,9,13.4,0.087,10,49.4,0.75
,14:59:26,6,3590,3287.8,0.78,13.3,9,13.4,0.084,10,49.3,0.75
,14:59:27,6,3590,3288.8,0.78,13.3,9,13.4,0.084,10,49.5,0.75
,14:59:28,6,3590,3289.8,0.77,13.3,9,13.4,0.083,10,49.7,0.74
,14:59:29,6,3590,3290.8,0.76,13.3,9,13.4,0.08,10,49.8,0.73
,14:59:30,6,3590,3291.8,0.76,13.3,10,13.4,0.078,10,45.9,0.73
,14:59:31,6,3590,3292.8,0.76,13.3,9,13.4,0.08,10,39.6,0.73
,14:59:32,6,3590,3293.8,0.75,13.3,9,13.5,0.084,10,38.8,0.72
,14:59:33,6,3590,3294.8,0.76,13.3,9,13.5,0.084,10,41.9,0.73
,14:59:34,6,3590,3295.8,0.76,13.3,9,13.5,0.083,10,41.1,0.73
,14:59:35,6,3590,3296.8,0.77,13.3,9,13.5,0.083,10,38.2,0.74
,14:59:36,6,3590,3297.8,0.77,13.3,9,13.5,0.083,10,38.7,0.73
,14:59:37,6,3590,3298.8,0.76,13.3,9,13.5,0.082,10,40.3,0.73
,14:59:38,6,3590,3299.8,0.75,13.3,9,13.5,0.082,10,39.5,0.72
,14:59:39,6,3590,3300.8,0.76,13.3,9,13.5,0.082,10,39.8,0.73
,14:59:40,6,3590,3301.8,0.76,13.3,9,13.5,0.084,10,40.1,0.73
,14:59:41,6,3590,3302.8,0.76,13.3,9,13.6,0.083,10,46.5,0.73
,14:59:42,6,3590,3303.8,0.77,13.3,9,13.6,0.084,10,49.1,0.74
,14:59:43,6,3590,3304.8,0.78,13.3,9,13.6,0.085,10,49.3,0.75
,14:59:44,6,3590,3305.8,0.79,13.3,9,13.6,0.086,10,49.5,0.76
,14:59:45,6,3590,3306.8,0.8,13.3,9,13.6,0.084,10,49.7,0.77
,14:59:46,6,3590,3307.8,0.8,13.3,9,13.6,0.084,10,49.8,0.77
,14:59:47,6,3590,3308.8,0.8,13.3,9,13.6,0.084,10,49.8,0.77
,14:59:48,6,3590,3309.8,0.79,13.3,9,13.6,0.083,10,49.8,0.75
,14:59:49,6,3590,3310.8,0.77,13.3,10,13.6,0.079,10,48.6,0.74
,14:59:50,6,3590,3311.8,0.76,13.3,10,13.7,0.078,10,49.3,0.73
,14:59:51,6,3590,3312.8,0.75,13.3,10,13.7,0.077,10,49.8,0.72
,14:59:52,6,3590,3313.8,0.75,13.3,9,13.7,0.079,10,49.8,0.72
,14:59:53,6,3590,3314.8,0.75,13.3,9,13.7,0.079,10,49.8,0.72
,14:59:54,6,3590,3315.8,0.74,13.3,9,13.7,0.081,10,49.2,0.71
,14:59:55,6,3590,3316.8,0.73,13.3,9,13.7,0.081,10,49.6,0.7
,14:59:56,6,3590,3317.8,0.72,13.3,9,13.7,0.083,10,49.8,0.69
,14:59:57,6,3590,3318.8,0.74,13.3,9,13.7,0.084,10,47.7,0.71
,14:59:58,6,3590,3319.8,0.76,13.3,9,13.7,0.084,10,40.5,0.73
,14:59:59,6,3590,3320.8,0.76,13.3,9,13.7,0.083,10,39.8,0.73
,15:00:00,6,3590,3321.8,0.75,13.3,9,13.7,0.082,10,35.6,0.72
,15:00:01,6,3590,3322.8,0.74,13.3,9,13.7,0.083,10,40.6,0.71
,15:00:02,6,3590,3323.8,0.73,13.3,9,13.7,0.082,10,48,0.7
,15:00:03,6,3590,3324.8,0.74,13.3,9,13.7,0.083,10,49.4,0.71
,15:00:04,6,3590,3325.8,0.75,13.3,9,13.8,0.081,10,49.7,0.72
,15:00:05,6,3590,3326.8,0.75,13.3,9,13.8,0.081,10,49.8,0.72
,15:00:06,6,3590,3327.8,0.74,13.3,9,13.8,0.081,10,49.8,0.71
,15:00:07,6,3590,3328.8,0.74,13.3,9,13.8,0.08,10,49.8,0.71
