Data file,,ZYTEL_ISO10_-8C_005.TSV,,,,,,,,,,
,14:54:08,4,3600,73.1,0.88,13.3,7,-8.4,0.127,10,0.3,0.83
,14:54:09,4,3600,74.1,0.87,13.3,7,-8.4,0.131,10,0.3,0.82
,14:54:10,4,3600,75.1,0.87,13.3,7,-8.4,0.13,10,0.3,0.81
,14:54:11,4,3600,76.1,0.87,13.3,7,-8.4,0.131,10,0.3,0.82
,14:54:12,4,3600,77.1,0.88,13.3,7,-8.4,0.132,10,0.3,0.82
,14:54:13,4,3600,78.1,0.88,13.3,7,-8.4,0.127,10,0.3,0.83
,14:54:14,4,3600,79.1,0.89,13.3,7,-8.4,0.124,10,0.3,0.83
,14:54:15,4,3600,80.1,0.89,13.3,7,-8.3,0.124,10,0.2,0.83
,14:54:16,4,3600,81.1,0.89,13.3,7,-8.3,0.128,10,0.3,0.83
,14:54:17,4,3600,82.1,0.88,13.3,7,-8.3,0.131,10,0.3,0.82
,14:54:18,4,3600,83.1,0.87,13.3,7,-8.3,0.131,10,0.2,0.82
,14:54:19,4,3600,84.1,0.87,13.3,7,-8.3,0.131,10,0.2,0.82
,14:54:20,4,3600,85.1,0.88,13.3,7,-8.3,0.127,10,0.2,0.82
,14:54:21,4,3600,86.1,0.88,13.3,7,-8.3,0.127,10,0.2,0.82
,14:54:22,4,3600,87.1,0.87,13.3,7,-8.3,0.131,10,0.3,0.82
,14:54:23,4,3600,88.1,0.88,13.3,7,-8.3,0.127,10,0.3,0.82
,14:54:24,4,3600,89.1,0.88,13.3,7,-8.2,0.131,10,0.3,0.82
,14:54:25,4,3600,90.1,0.88,13.3,7,-8.2,0.131,10,0.3,0.82
,14:54:26,4,3600,91.1,0.88,13.3,7,-8.2,0.132,10,0.3,0.82
,14:54:27,4,3600,92.1,0.88,13.3,7,-8.2,0.127,10,0.3,0.82
,14:54:28,4,3600,93.1,0.88,13.3,7,-8.2,0.127,10,0.3,0.82
,14:54:29,4,3600,94.1,0.88,13.3,7,-8.2,0.127,10,0.3,0.82
,14:54:30,4,3600,95.1,0.88,13.3,7,-8.2,0.122,10,0.3,0.82
,14:54:31,4,3600,96.1,0.88,13.3,7,-8.2,0.127,10,0.3,0.82
,14:54:32,4,3600,97.1,0.88,13.3,7,-8.2,0.127,10,0.3,0.82
,14:54:33,4,3600,98.1,0.88,13.3,7,-8.2,0.132,10,0.3,0.82
,14:54:34,4,3600,99.1,0.88,13.3,7,-8.2,0.132,10,0.2,0.83
,14:54:35,4,3600,100.1,0.88,13.3,7,-8.1,0.132,10,0.3,0.83
,14:54:36,4,3600,101.1,0.88,13.3,7,-8.1,0.132,10,0.2,0.82
,14:54:37,4,3600,102.1,0.88,13.3,7,-8.1,0.127,10,0.3,0.82
,14:54:38,4,3600,103.1,0.88,13.3,7,-8.1,0.127,10,0.2,0.82
,14:54:39,4,3600,104.1,0.88,13.3,7,-8.1,0.132,10,0.2,0.82
,14:54:40,4,3600,105.1,0.88,13.3,7,-8.1,0.128,10,0.3,0.83
,14:54:41,4,3600,106.1,0.88,13.3,7,-8.1,0.123,10,0.3,0.83
,14:54:42,4,3600,107.1,0.88,13.3,7,-8,0.127,10,0.2,0.82
,14:54:43,4,3600,108.1,0.87,13.3,7,-8,0.126,10,0.2,0.82
,14:54:44,4,3600,109.1,0.87,13.3,7,-8,0.131,10,0.2,0.82
,14:54:45,4,3600,110.1,0.87,13.3,7,-8,0.126,10,0.2,0.82
,14:54:46,4,3600,111.1,0.88,13.3,7,-8,0.127,10,0.3,0.82
,14:54:47,4,3600,112.1,0.88,13.3,7,-8,0.127,10,0.2,0.83
,14:54:48,4,3600,113.1,0.88,13.3,7,-8,0.123,10,0.3,0.83
,14:54:49,4,3600,114.1,0.88,13.3,7,-8,0.123,10,0.2,0.83
,14:54:50,4,3600,115.1,0.88,13.3,7,-8,0.127,10,0.3,0.82
,14:54:51,4,3600,116.1,0.87,13.3,7,-7.9,0.131,10,0.2,0.81
,14:54:52,4,3600,117.1,0.86,13.3,7,-7.9,0.13,10,0.2,0.81
,14:54:53,4,3600,118.1,0.86,13.3,6,-7.9,0.134,10,0.2,0.81
,14:54:54,4,3600,119.1,0.87,13.3,7,-7.9,0.131,10,0.2,0.82
,14:54:55,4,3600,120.1,0.88,13.3,7,-7.9,0.131,10,0.3,0.82
,14:54:56,4,3600,121.1,0.88,13.3,7,-7.9,0.127,10,0.3,0.83
,14:54:57,4,3600,122.1,0.89,13.3,7,-7.9,0.128,10,0.2,0.83
,14:54:58,4,3600,123.1,0.89,13.3,7,-7.8,0.124,10,0.2,0.83
,14:54:59,4,3600,124.1,0.88,13.3,7,-7.8,0.123,10,0.3,0.83
,14:55:00,4,3600,125.1,0.88,13.3,7,-7.8,0.127,10,0.2,0.82
,14:55:01,4,3600,126.1,0.88,13.3,7,-7.8,0.132,10,0.2,0.82
,14:55:02,4,3600,127.1,0.88,13.3,7,-7.8,0.132,10,0.2,0.82
,14:55:03,4,3600,128.1,0.88,13.3,7,-7.8,0.131,10,0.2,0.82
,14:55:04,4,3600,129.1,0.87,13.3,7,-7.8,0.131,10,0.2,0.82
,14:55:05,4,3600,130.1,0.87,13.3,7,-7.8,0.131,10,0.2,0.82
,14:55:06,4,3600,131.1,0.87,13.3,7,-7.7,0.126,10,0.2,0.82
,14:55:07,4,3600,132.1,0.87,13.3,7,-7.7,0.122,10,0.3,0.82
,14:55:08,4,3600,133.1,0.87,13.3,7,-7.7,0.126,10,0.2,0.82
,14:55:09,4,3600,134.1,0.87,13.3,7,-7.7,0.131,10,0.2,0.82
,14:55:10,4,3600,135.1,0.88,13.3,7,-7.7,0.132,10,0.2,0.83
,14:55:11,4,3600,136.1,0.88,13.3,7,-7.7,0.132,10,0.2,0.83
,14:55:12,4,3600,137.1,0.88,13.3,7,-7.7,0.132,10,0.2,0.83
,14:55:13,4,3600,138.1,0.88,13.3,7,-7.7,0.127,10,0.2,0.83
,14:55:14,4,3600,139.1,0.88,13.3,7,-7.7,0.123,10,0.2,0.83
,14:55:15,4,3600,140.1,0.88,13.3,7,-7.7,0.123,10,0.2,0.83
,14:55:16,4,3600,141.1,0.88,13.3,7,-7.7,0.127,10,0.2,0.83
,14:55:17,4,3600,142.1,0.88,13.3,7,-7.7,0.132,10,0.2,0.83
,14:55:18,4,3600,143.1,0.88,13.3,7,-7.6,0.132,10,0.2,0.83
,14:55:19,4,3600,144.1,0.88,13.3,7,-7.6,0.132,10,0.2,0.83
,14:55:20,4,3600,145.1,0.88,13.3,7,-7.6,0.132,10,0.2,0.83
,14:55:21,4,3600,146.1,0.88,13.3,7,-7.6,0.127,10,0.2,0.82
,14:55:22,4,3600,147.1,0.88,13.3,7,-7.6,0.123,10,0.2,0.83
,14:55:23,4,3600,148.1,0.88,13.3,7,-7.6,0.123,10,0.2,0.83
,14:55:24,4,3600,149.1,0.88,13.3,7,-7.6,0.127,10,0.2,0.82
,14:55:25,4,3600,150.1,0.88,13.3,7,-7.6,0.131,10,0.2,0.82
,14:55:26,4,3600,151.1,0.87,13.3,7,-7.6,0.131,10,0.2,0.82
,14:55:27,4,3600,152.1,0.87,13.3,7,-7.6,0.131,10,0.2,0.82
,14:55:28,4,3600,153.1,0.87,13.3,7,-7.6,0.131,10,0.2,0.82
,14:55:29,4,3600,154.1,0.87,13.3,7,-7.6,0.126,10,0.3,0.82
,14:55:30,4,3600,155.1,0.87,13.3,7,-7.6,0.126,10,0.2,0.82
,14:55:31,4,3600,156.1,0.88,13.3,7,-7.6,0.122,10,0.2,0.82
,14:55:32,4,3600,157.1,0.88,13.3,7,-7.5,0.127,10,0.2,0.82
,14:55:33,4,3600,158.1,0.88,13.3,7,-7.5,0.127,10,0.2,0.82
,14:55:34,4,3600,159.1,0.87,13.3,7,-7.5,0.131,10,0.2,0.82
,14:55:35,4,3600,160.1,0.88,13.3,7,-7.5,0.131,10,0.3,0.82
,14:55:36,4,3600,161.1,0.88,13.3,7,-7.5,0.132,10,0.2,0.82
,14:55:37,4,3600,162.1,0.88,13.3,7,-7.5,0.133,10,0.2,0.83
,14:55:38,4,3600,163.1,0.88,13.3,7,-7.5,0.128,10,0.2,0.83
,14:55:39,4,3600,164.1,0.88,13.3,7,-7.5,0.128,10,0.2,0.83
,14:55:40,4,3600,165.1,0.88,13.3,7,-7.5,0.123,10,0.2,0.83
,14:55:41,4,3600,166.1,0.88,13.3,7,-7.5,0.127,10,0.3,0.83
,14:55:42,4,3600,167.1,0.88,13.3,7,-7.5,0.133,10,0.2,0.83
,14:55:43,4,3600,168.1,0.88,13.3,7,-7.5,0.132,10,0.2,0.82
,14:55:44,4,3600,169.1,0.88,13.3,7,-7.4,0.131,10,0.3,0.82
,14:55:45,4,3600,170.1,0.87,13.3,7,-7.4,0.131,10,0.3,0.82
,14:55:46,4,3600,171.1,0.88,13.3,7,-7.4,0.131,10,0.2,0.82
,14:55:47,4,3600,172.1,0.88,13.3,7,-7.4,0.132,10,0.2,0.83
,14:55:48,4,3600,173.1,0.88,13.3,7,-7.4,0.132,10,0.2,0.82
,14:55:49,4,3600,174.1,0.88,13.3,7,-7.4,0.123,10,0.2,0.83
,14:55:50,4,3600,175.1,0.88,13.3,7,-7.4,0.122,10,0.2,0.82
,14:55:51,4,3600,176.1,0.88,13.3,7,-7.4,0.127,10,0.2,0.82
,14:55:52,4,3600,177.1,0.88,13.3,7,-7.4,0.132,10,0.2,0.82
,14:55:53,4,3600,178.1,0.88,13.3,7,-7.4,0.132,10,0.2,0.82
,14:55:54,4,3600,179.1,0.88,13.3,7,-7.4,0.132,10,0.2,0.83
,14:55:55,4,3600,180.1,0.88,13.3,7,-7.4,0.132,10,0.2,0.82
,14:55:56,4,3600,181.1,0.88,13.3,7,-7.4,0.132,10,0.2,0.83
,14:55:57,4,3600,182.1,0.89,13.3,7,-7.4,0.133,10,0.2,0.83
,14:55:58,4,3600,183.1,0.89,13.3,7,-7.4,0.133,10,0.2,0.83
,14:55:59,4,3600,184.1,0.89,13.3,7,-7.4,0.128,10,0.2,0.83
,14:56:00,4,3600,185.1,0.89,13.3,7,-7.3,0.124,10,0.2,0.83
,14:56:01,4,3600,186.1,0.89,13.3,7,-7.3,0.124,10,0.2,0.83
,14:56:02,4,3600,187.1,0.88,13.3,7,-7.3,0.123,10,0.2,0.83
,14:56:03,4,3600,188.1,0.88,13.3,7,-7.3,0.127,10,0.2,0.83
,14:56:04,4,3600,189.1,0.88,13.3,7,-7.3,0.128,10,0.2,0.83
,14:56:05,4,3600,190.1,0.88,13.3,7,-7.3,0.133,10,0.2,0.83
,14:56:06,4,3600,191.1,0.88,13.3,7,-7.3,0.132,10,0.2,0.83
,14:56:07,4,3600,192.1,0.88,13.3,7,-7.3,0.132,10,0.2,0.82
,14:56:08,4,3600,193.1,0.88,13.3,7,-7.3,0.132,10,0.2,0.83
,14:56:09,4,3600,194.1,0.88,13.3,7,-7.3,0.133,10,0.2,0.83
,14:56:10,4,3600,195.1,0.88,13.3,7,-7.3,0.133,10,0.2,0.83
,14:56:11,4,3600,196.1,0.88,13.3,7,-7.3,0.128,10,0.2,0.83
,14:56:12,4,3600,197.1,0.88,13.3,7,-7.3,0.133,10,0.3,0.83
,14:56:13,4,3600,198.1,0.89,13.3,7,-7.3,0.133,10,0.2,0.83
,14:56:14,4,3600,199.1,0.89,13.3,7,-7.3,0.129,10,0.2,0.84
,14:56:15,4,3600,200.1,0.89,13.3,7,-7.3,0.129,10,0.2,0.84
,14:56:16,4,3600,201.1,0.89,13.3,7,-7.3,0.134,10,0.2,0.84
,14:56:17,4,3600,202.1,0.89,13.3,7,-7.2,0.134,10,0.2,0.84
,14:56:18,4,3600,203.1,0.89,13.3,7,-7.2,0.129,10,0.2,0.84
,14:56:19,4,3600,204.1,0.89,13.3,7,-7.2,0.125,10,0.2,0.84
,14:56:20,4,3600,205.1,0.89,13.3,7,-7.2,0.124,10,0.2,0.84
,14:56:21,4,3600,206.1,0.89,13.3,7,-7.2,0.124,10,0.2,0.84
,14:56:22,4,3600,207.1,0.89,13.3,7,-7.2,0.124,10,0.2,0.83
,14:56:23,4,3600,208.1,0.89,13.3,7,-7.2,0.129,10,0.2,0.84
,14:56:24,4,3600,209.1,0.89,13.3,7,-7.2,0.129,10,0.2,0.84
,14:56:25,4,3600,210.1,0.9,13.3,7,-7.2,0.135,10,0.2,0.84
,14:56:26,4,3600,211.1,0.89,13.3,7,-7.2,0.134,10,0.2,0.84
,14:56:27,4,3600,212.1,0.89,13.3,7,-7.2,0.134,10,0.2,0.84
,14:56:28,4,3600,213.1,0.89,13.3,7,-7.2,0.134,10,0.2,0.84
,14:56:29,4,3600,214.1,0.89,13.3,7,-7.2,0.134,10,0.2,0.84
,14:56:30,4,3600,215.1,0.89,13.3,7,-7.2,0.134,10,0.2,0.84
,14:56:31,4,3600,216.1,0.9,13.3,7,-7.2,0.135,10,0.2,0.84
,14:56:32,4,3600,217.1,0.9,13.3,7,-7.2,0.135,10,0.2,0.84
,14:56:33,4,3600,218.1,0.9,13.3,7,-7.2,0.13,10,0.2,0.84
,14:56:34,4,3600,219.1,0.9,13.3,7,-7.2,0.125,10,0.2,0.84
,14:56:35,4,3600,220.1,0.89,13.3,7,-7.2,0.124,10,0.2,0.83
,14:56:36,4,3600,221.1,0.89,13.3,7,-7.2,0.129,10,0.2,0.84
,14:56:37,4,3600,222.1,0.89,13.3,7,-7.2,0.129,10,0.2,0.84
,14:56:38,4,3600,223.1,0.89,13.3,7,-7.1,0.134,10,0.2,0.84
,14:56:39,4,3600,224.1,0.89,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:40,4,3600,225.1,0.88,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:41,4,3600,226.1,0.88,13.3,7,-7.1,0.132,10,0.2,0.83
,14:56:42,4,3600,227.1,0.88,13.3,7,-7.1,0.132,10,0.2,0.83
,14:56:43,4,3600,228.1,0.88,13.3,7,-7.1,0.132,10,0.2,0.82
,14:56:44,4,3600,229.1,0.88,13.3,7,-7.1,0.132,10,0.2,0.83
,14:56:45,4,3600,230.1,0.88,13.3,7,-7.1,0.128,10,0.2,0.83
,14:56:46,4,3600,231.1,0.89,13.3,7,-7.1,0.12,10,0.2,0.84
,14:56:47,4,3600,232.1,0.89,13.3,7,-7.1,0.12,10,0.2,0.83
,14:56:48,4,3600,233.1,0.89,13.3,7,-7.1,0.128,10,0.2,0.83
,14:56:49,4,3600,234.1,0.88,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:50,4,3600,235.1,0.88,13.3,7,-7.1,0.133,10,0.3,0.83
,14:56:51,4,3600,236.1,0.89,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:52,4,3600,237.1,0.88,13.3,7,-7.1,0.132,10,0.2,0.83
,14:56:53,4,3600,238.1,0.88,13.3,7,-7.1,0.132,10,0.2,0.83
,14:56:54,4,3600,239.1,0.88,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:55,4,3600,240.1,0.89,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:56,4,3600,241.1,0.89,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:57,4,3600,242.1,0.89,13.3,7,-7.1,0.133,10,0.2,0.83
,14:56:58,4,3600,243.1,0.89,13.3,7,-7.1,0.129,10,0.2,0.84
,14:56:59,4,3600,244.1,0.9,13.3,7,-7.1,0.13,10,0.2,0.84
,14:57:00,4,3600,245.1,0.9,13.3,7,-7.1,0.135,10,0.2,0.84
,14:57:01,4,3600,246.1,0.9,13.3,7,-7.1,0.13,10,0.2,0.84
,14:57:02,4,3600,247.1,0.89,13.3,7,-7.1,0.125,10,0.2,0.84
,14:57:03,4,3600,248.1,0.89,13.3,7,-7.1,0.124,10,0.2,0.83
,14:57:04,4,3600,249.1,0.89,13.3,7,-7.1,0.124,10,0.2,0.83
,14:57:05,4,3600,250.1,0.89,13.3,7,-7.1,0.128,10,0.2,0.83
,14:57:06,4,3600,251.1,0.89,13.3,7,-7.1,0.128,10,0.2,0.83
,14:57:07,4,3600,252.1,0.88,13.3,7,-7.1,0.133,10,0.2,0.83
,14:57:08,4,3600,253.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:09,4,3600,254.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:10,4,3600,255.1,0.89,13.3,7,-7,0.134,10,0.2,0.84
,14:57:11,4,3600,256.1,0.89,13.3,7,-7,0.134,10,0.2,0.84
,14:57:12,4,3600,257.1,0.89,13.3,7,-7,0.129,10,0.2,0.84
,14:57:13,4,3600,258.1,0.9,13.3,7,-7,0.125,10,0.2,0.84
,14:57:14,4,3600,259.1,0.89,13.3,7,-7,0.129,10,0.2,0.84
,14:57:15,4,3600,260.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:16,4,3600,261.1,0.88,13.3,7,-7,0.133,10,0.2,0.83
,14:57:17,4,3600,262.1,0.88,13.3,7,-7,0.128,10,0.2,0.83
,14:57:18,4,3600,263.1,0.89,13.3,7,-7,0.128,10,0.2,0.83
,14:57:19,4,3600,264.1,0.88,13.3,7,-7,0.128,10,0.2,0.83
,14:57:20,4,3600,265.1,0.89,13.3,7,-7,0.128,10,0.2,0.83
,14:57:21,4,3600,266.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:22,4,3600,267.1,0.89,13.3,7,-7,0.133,10,0.2,0.84
,14:57:23,4,3600,268.1,0.9,13.3,7,-7,0.135,10,0.2,0.84
,14:57:24,4,3600,269.1,0.91,13.3,7,-7,0.131,10,0.2,0.85
,14:57:25,4,3600,270.1,0.91,13.3,7,-7,0.131,10,0.2,0.85
,14:57:26,4,3600,271.1,0.91,13.3,7,-7,0.131,10,0.2,0.85
,14:57:27,4,3600,272.1,0.9,13.3,7,-7,0.13,10,0.2,0.84
,14:57:28,4,3600,273.1,0.9,13.3,7,-7,0.125,10,0.2,0.84
,14:57:29,4,3600,274.1,0.89,13.3,7,-7,0.125,10,0.2,0.84
,14:57:30,4,3600,275.1,0.89,13.3,7,-7,0.124,10,0.2,0.83
,14:57:31,4,3600,276.1,0.89,13.3,7,-7,0.128,10,0.2,0.83
,14:57:32,4,3600,277.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:33,4,3600,278.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:34,4,3600,279.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:35,4,3600,280.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:36,4,3600,281.1,0.89,13.3,7,-7,0.133,10,0.2,0.83
,14:57:37,4,3600,282.1,0.89,13.3,7,-7,0.134,10,0.2,0.84
,14:57:38,4,3600,283.1,0.9,13.3,7,-7,0.135,10,0.2,0.84
,14:57:39,4,3600,284.1,0.91,13.3,7,-7,0.136,10,0.2,0.85
,14:57:40,4,3600,285.1,0.91,13.3,7,-7,0.131,10,0.2,0.85
,14:57:41,4,3600,286.1,0.91,13.3,7,-7,0.131,10,0.2,0.85
,14:57:42,4,3600,287.1,0.9,13.3,7,-7,0.13,10,0.2,0.84
,14:57:43,4,3600,288.1,0.89,13.3,7,-7,0.128,10,0.2,0.83
,14:57:44,4,3600,289.1,0.89,13.3,7,-7,0.128,10,0.2,0.83
,14:57:45,4,3600,290.1,0.89,13.3,7,-7,0.129,10,0.2,0.84
,14:57:46,4,3600,291.1,0.89,13.3,7,-7,0.129,10,0.2,0.84
,14:57:47,4,3600,292.1,0.9,13.3,7,-7,0.135,10,0.2,0.84
,14:57:48,4,3600,293.1,0.9,13.3,7,-7,0.135,10,0.2,0.84
,14:57:49,4,3600,294.1,0.9,13.3,7,-7,0.135,10,0.2,0.84
,14:57:50,4,3600,295.1,0.9,13.3,7,-7,0.135,10,0.2,0.84
,14:57:51,4,3600,296.1,0.9,13.3,7,-7,0.13,10,0.2,0.84
,14:57:52,4,3600,297.1,0.89,13.3,7,-7,0.129,10,0.2,0.84
,14:57:53,4,3600,298.1,0.89,13.3,7,-7,0.129,10,0.2,0.84
,14:57:54,4,3600,299.1,0.89,13.3,7,-7,0.128,10,0.2,0.83
,14:57:55,4,3600,300.1,0.89,13.3,7,-7,0.129,10,0.2,0.84
,14:57:56,4,3600,301.1,0.89,13.3,7,-7,0.128,10,0.2,0.83
,14:57:57,4,3600,302.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:57:58,4,3600,303.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:57:59,4,3600,304.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:00,4,3600,305.1,0.89,13.3,7,-6.9,0.134,10,0.2,0.84
,14:58:01,4,3600,306.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:02,4,3600,307.1,0.89,13.3,7,-6.9,0.128,10,0.2,0.83
,14:58:03,4,3600,308.1,0.89,13.3,7,-6.9,0.128,10,0.2,0.83
,14:58:04,4,3600,309.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:05,4,3600,310.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:06,4,3600,311.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:07,4,3600,312.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:08,4,3600,313.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:09,4,3600,314.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:10,4,3600,315.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:11,4,3600,316.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:12,4,3600,317.1,0.9,13.3,7,-6.9,0.13,10,0.2,0.84
,14:58:13,4,3600,318.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:14,4,3600,319.1,0.88,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:15,4,3600,320.1,0.89,13.3,7,-6.9,0.128,10,0.2,0.83
,14:58:16,4,3600,321.1,0.89,13.3,7,-6.9,0.128,10,0.2,0.83
,14:58:17,4,3600,322.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:18,4,3600,323.1,0.9,13.3,7,-6.9,0.135,10,0.2,0.84
,14:58:19,4,3600,324.1,0.9,13.3,7,-6.9,0.13,10,0.2,0.84
,14:58:20,4,3600,325.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:21,4,3600,326.1,0.89,13.3,7,-6.9,0.128,10,0.2,0.83
,14:58:22,4,3600,327.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:23,4,3600,328.1,0.89,13.3,7,-6.9,0.129,10,0.2,0.84
,14:58:24,4,3600,329.1,0.9,13.3,7,-6.9,0.125,10,0.2,0.84
,14:58:25,4,3600,330.1,0.9,13.3,7,-6.9,0.125,10,0.2,0.84
,14:58:26,4,3600,331.1,0.89,13.3,7,-6.9,0.124,10,0.2,0.83
,14:58:27,4,3600,332.1,0.89,13.3,7,-6.9,0.119,10,0.2,0.83
,14:58:28,4,3600,333.1,0.88,13.3,7,-6.9,0.119,10,0.2,0.83
,14:58:29,4,3600,334.1,0.88,13.3,7,-6.9,0.122,10,0.2,0.82
,14:58:30,4,3600,335.1,0.87,13.3,7,-6.9,0.126,10,0.2,0.81
,14:58:31,4,3600,336.1,0.86,13.3,7,-6.9,0.129,10,0.2,0.81
,14:58:32,4,3600,337.1,0.87,13.3,7,-6.9,0.13,10,0.2,0.81
,14:58:33,4,3600,338.1,0.87,13.3,6,-6.9,0.136,10,0.2,0.82
,14:58:34,4,3600,339.1,0.88,13.3,7,-6.9,0.132,10,0.2,0.82
,14:58:35,4,3600,340.1,0.88,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:36,4,3600,341.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:37,4,3600,342.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:38,4,3600,343.1,0.89,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:39,4,3600,344.1,0.88,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:40,4,3600,345.1,0.88,13.3,7,-6.9,0.132,10,0.2,0.83
,14:58:41,4,3600,346.1,0.88,13.3,7,-6.9,0.127,10,0.2,0.83
,14:58:42,4,3600,347.1,0.88,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:43,4,3600,348.1,0.88,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:44,4,3600,349.1,0.88,13.3,7,-6.9,0.133,10,0.2,0.83
,14:58:45,4,3600,350.1,0.88,13.3,7,-6.9,0.133,10,0.2,0.83
