Data file,,NYLATRON_DRY_T21_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:03:56 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_dry_t21_n2-h001.tsv,,,,,,,,,,
,10:24:11,5,3590,1214.5,2.47,13.3,7,21,0.343,10,49.9,2.38
,10:24:12,5,3590,1215.5,2.47,13.3,7,21,0.357,10,49.9,2.39
,10:24:13,5,3590,1216.5,2.48,13.3,7,21,0.359,10,49.9,2.4
,10:24:14,5,3590,1217.5,2.49,13.3,7,21,0.359,10,49.9,2.4
,10:24:15,5,3590,1218.5,2.49,13.3,7,21,0.347,10,49.9,2.4
,10:24:16,5,3590,1219.5,2.49,13.3,7,21,0.347,10,49.9,2.4
,10:24:17,5,3590,1220.5,2.49,13.3,7,21,0.347,10,49.9,2.4
,10:24:18,5,3590,1221.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:24:19,5,3590,1222.5,2.4,13.3,7,21,0.347,10,49.9,2.31
,10:24:20,5,3590,1223.5,2.36,13.3,7,21,0.329,10,49.9,2.28
,10:24:21,5,3590,1224.5,2.36,13.3,7,21,0.34,10,49.9,2.27
,10:24:22,5,3590,1225.5,2.37,13.3,7,21,0.343,10,49.9,2.29
,10:24:23,5,3590,1226.5,2.39,13.3,7,21,0.333,10,49.9,2.31
,10:24:24,5,3590,1227.5,2.4,13.3,8,21,0.312,10,49.9,2.32
,10:24:25,5,3590,1228.5,2.4,13.3,8,21,0.312,10,49.9,2.32
,10:24:26,5,3590,1229.5,2.39,13.3,7,21,0.332,10,49.9,2.3
,10:24:27,5,3590,1230.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:24:28,5,3590,1231.5,2.38,13.3,7,21,0.343,10,49.9,2.29
,10:24:29,5,3590,1232.5,2.38,13.3,7,21,0.344,10,49.9,2.3
,10:24:30,5,3590,1233.5,2.39,13.3,7,21,0.346,10,49.9,2.31
,10:24:31,5,3590,1234.5,2.41,13.3,7,21,0.348,10,49.9,2.33
,10:24:32,5,3590,1235.5,2.42,13.3,7,21,0.337,10,49.9,2.34
,10:24:33,5,3590,1236.5,2.43,13.3,7,21,0.338,10,49.9,2.34
,10:24:34,5,3590,1237.5,2.42,13.3,7,21,0.337,10,49.9,2.34
,10:24:35,5,3590,1238.5,2.41,13.3,7,21,0.335,10,49.9,2.32
,10:24:36,5,3590,1239.5,2.39,13.3,7,21,0.322,10,49.9,2.31
,10:24:37,5,3590,1240.5,2.4,13.3,7,21,0.334,10,49.9,2.31
,10:24:38,5,3590,1241.5,2.4,13.3,7,21,0.335,10,49.9,2.32
,10:24:39,5,3590,1242.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:24:40,5,3590,1243.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:24:41,5,3590,1244.5,2.4,13.3,7,21,0.347,10,49.9,2.32
,10:24:42,5,3590,1245.5,2.41,13.3,7,21,0.349,10,49.9,2.33
,10:24:43,5,3590,1246.5,2.43,13.3,7,21,0.35,10,49.9,2.34
,10:24:44,5,3590,1247.5,2.43,13.3,7,21,0.339,10,49.9,2.35
,10:24:45,5,3590,1248.5,2.44,13.3,7,21,0.339,10,49.9,2.35
,10:24:46,5,3590,1249.5,2.43,13.3,7,21,0.326,10,49.9,2.34
,10:24:47,5,3590,1250.5,2.42,13.3,7,21,0.325,10,49.9,2.33
,10:24:48,5,3590,1251.5,2.41,13.3,7,21,0.324,10,49.9,2.32
,10:24:49,5,3590,1252.5,2.41,13.3,7,21,0.335,10,49.9,2.32
,10:24:50,5,3590,1253.5,2.41,13.3,7,21,0.348,10,49.9,2.32
,10:24:51,5,3590,1254.5,2.42,13.3,7,21,0.349,10,49.9,2.33
,10:24:52,5,3590,1255.5,2.42,13.3,7,21,0.35,10,49.9,2.34
,10:24:53,5,3590,1256.5,2.43,13.3,7,21,0.351,10,49.9,2.35
,10:24:54,5,3590,1257.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:24:55,5,3590,1258.5,2.44,13.3,7,21,0.353,10,49.9,2.36
,10:24:56,5,3590,1259.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:24:57,5,3590,1260.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:24:58,5,3590,1261.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:24:59,5,3590,1262.5,2.47,13.3,7,21,0.357,10,49.9,2.38
,10:25:00,5,3590,1263.5,2.48,13.3,7,21,0.345,10,49.9,2.39
,10:25:01,5,3590,1264.5,2.48,13.3,7,21,0.345,10,49.9,2.39
,10:25:02,5,3590,1265.5,2.47,13.3,7,21,0.344,10,49.9,2.38
,10:25:03,5,3590,1266.5,2.45,13.3,7,21,0.33,10,49.9,2.37
,10:25:04,5,3590,1267.5,2.44,13.3,7,21,0.328,10,49.9,2.35
,10:25:05,5,3590,1268.5,2.43,13.3,7,21,0.326,10,49.9,2.34
,10:25:06,5,3590,1269.5,2.43,13.3,7,21,0.326,10,49.9,2.34
,10:25:07,5,3590,1270.5,2.43,13.3,7,21,0.326,10,49.9,2.34
,10:25:08,5,3590,1271.5,2.42,13.3,7,21,0.337,10,49.9,2.33
,10:25:09,5,3590,1272.5,2.41,13.3,7,21,0.349,10,49.9,2.33
,10:25:10,5,3590,1273.5,2.43,13.3,7,21,0.351,10,49.9,2.35
,10:25:11,5,3590,1274.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:25:12,5,3590,1275.5,2.47,13.3,7,21,0.357,10,49.9,2.39
,10:25:13,5,3590,1276.5,2.46,13.3,7,21,0.356,10,49.9,2.38
,10:25:14,5,3590,1277.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:25:15,5,3590,1278.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:25:16,5,3590,1279.5,2.48,13.3,7,21,0.372,10,49.9,2.4
,10:25:17,5,3590,1280.5,2.51,13.3,7,21,0.363,10,49.9,2.42
,10:25:18,5,3590,1281.5,2.52,13.3,7,21,0.352,10,49.9,2.44
,10:25:19,5,3590,1282.5,2.53,13.3,7,21,0.341,10,49.9,2.45
,10:25:20,5,3590,1283.5,2.52,13.3,8,21,0.327,10,49.9,2.43
,10:25:21,5,3590,1284.5,2.5,13.3,7,21,0.336,10,49.9,2.41
,10:25:22,5,3590,1285.5,2.48,13.3,7,21,0.346,10,49.9,2.39
,10:25:23,5,3590,1286.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:25:24,5,3590,1287.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:25:25,5,3590,1288.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:25:26,5,3590,1289.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:25:27,5,3590,1290.5,2.47,13.3,7,21,0.356,10,49.9,2.38
,10:25:28,5,3590,1291.5,2.46,13.3,7,21,0.343,10,49.9,2.37
,10:25:29,5,3590,1292.5,2.45,13.3,7,21,0.33,10,49.9,2.37
,10:25:30,5,3590,1293.5,2.44,13.3,7,21,0.328,10,49.9,2.36
,10:25:31,5,3590,1294.5,2.44,13.3,7,21,0.34,10,49.9,2.36
,10:25:32,5,3590,1295.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:25:33,5,3590,1296.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:25:34,5,3590,1297.5,2.47,13.3,7,21,0.357,10,49.9,2.39
,10:25:35,5,3590,1298.5,2.49,13.3,7,21,0.346,10,49.9,2.4
,10:25:36,5,3590,1299.5,2.5,13.3,7,21,0.361,10,49.9,2.41
,10:25:37,5,3590,1300.5,2.5,13.3,7,21,0.349,10,49.9,2.42
,10:25:38,5,3590,1301.5,2.51,13.3,8,21,0.326,10,49.9,2.42
,10:25:39,5,3590,1302.5,2.51,13.3,7,21,0.337,10,49.9,2.42
,10:25:40,5,3590,1303.5,2.51,13.3,7,21,0.362,10,49.9,2.42
,10:25:41,5,3590,1304.5,2.5,13.3,7,21,0.361,10,49.9,2.41
,10:25:42,5,3590,1305.5,2.5,13.3,7,21,0.361,10,49.9,2.41
,10:25:43,5,3590,1306.5,2.51,13.3,7,21,0.362,10,49.9,2.42
,10:25:44,5,3590,1307.5,2.52,13.3,7,21,0.365,10,49.9,2.44
,10:25:45,5,3590,1308.5,2.54,13.3,7,21,0.353,10,49.9,2.45
,10:25:46,5,3590,1309.5,2.54,13.3,7,21,0.342,10,49.9,2.46
,10:25:47,5,3590,1310.5,2.54,13.3,7,21,0.341,10,49.9,2.45
,10:25:48,5,3590,1311.5,2.51,13.3,7,21,0.349,10,49.9,2.41
,10:25:49,5,3590,1312.5,2.47,13.3,7,21,0.356,10,49.9,2.38
,10:25:50,5,3590,1313.5,2.45,13.3,7,21,0.367,10,49.9,2.36
,10:25:51,5,3590,1314.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:25:52,5,3590,1315.5,2.48,13.3,7,21,0.358,10,49.9,2.39
,10:25:53,5,3590,1316.5,2.49,13.3,7,21,0.36,10,49.9,2.41
,10:25:54,5,3590,1317.5,2.5,13.3,7,21,0.348,10,49.9,2.41
,10:25:55,5,3590,1318.5,2.51,13.3,7,21,0.338,10,49.9,2.42
,10:25:56,5,3590,1319.5,2.52,13.3,7,21,0.339,10,49.9,2.44
,10:25:57,5,3590,1320.5,2.53,13.3,7,21,0.353,10,49.9,2.44
,10:25:58,5,3590,1321.5,2.54,13.3,7,21,0.366,10,49.9,2.45
,10:25:59,5,3590,1322.5,2.53,13.3,7,21,0.366,10,49.9,2.45
,10:26:00,5,3590,1323.5,2.53,13.3,7,21,0.366,10,49.9,2.44
,10:26:01,5,3590,1324.5,2.53,13.3,7,21,0.365,10,49.9,2.44
,10:26:02,5,3590,1325.5,2.52,13.3,7,21,0.339,10,49.9,2.44
,10:26:03,5,3590,1326.5,2.52,13.3,7,21,0.339,10,49.9,2.43
,10:26:04,5,3590,1327.5,2.51,13.3,7,21,0.35,10,49.9,2.42
,10:26:05,5,3590,1328.5,2.49,13.3,7,21,0.36,10,49.9,2.4
,10:26:06,5,3590,1329.5,2.47,13.3,7,21,0.357,10,49.9,2.38
,10:26:07,5,3590,1330.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:26:08,5,3590,1331.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:26:09,5,3590,1332.5,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:26:10,5,3590,1333.5,2.47,13.3,7,21,0.345,10,49.9,2.39
,10:26:11,5,3590,1334.5,2.49,13.3,7,21,0.346,10,49.9,2.4
,10:26:12,5,3590,1335.5,2.5,13.3,7,21,0.361,10,49.9,2.41
,10:26:13,5,3590,1336.5,2.51,13.3,7,21,0.362,10,49.9,2.42
,10:26:14,5,3590,1337.5,2.51,13.3,7,21,0.363,10,49.9,2.42
,10:26:15,5,3590,1338.5,2.52,13.3,7,21,0.364,10,49.9,2.43
,10:26:16,5,3590,1339.5,2.52,13.3,7,21,0.339,10,49.9,2.44
,10:26:17,5,3590,1340.5,2.53,13.3,7,21,0.34,10,49.9,2.44
,10:26:18,5,3590,1341.5,2.52,13.3,7,21,0.351,10,49.9,2.43
,10:26:19,5,3590,1342.5,2.52,13.3,7,21,0.364,10,49.9,2.43
,10:26:20,5,3590,1343.5,2.53,13.3,7,21,0.366,10,49.9,2.44
,10:26:21,5,3590,1344.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:26:22,5,3590,1345.5,2.54,13.3,7,21,0.367,10,49.9,2.46
,10:26:23,5,3590,1346.5,2.54,13.3,7,21,0.367,10,49.9,2.46
,10:26:24,5,3590,1347.5,2.54,13.3,7,21,0.354,10,49.9,2.45
,10:26:25,5,3590,1348.5,2.53,13.3,7,21,0.34,10,49.9,2.44
,10:26:26,5,3590,1349.5,2.52,13.3,7,21,0.339,10,49.9,2.44
,10:26:27,5,3590,1350.5,2.52,13.3,7,21,0.365,10,49.9,2.43
,10:26:28,5,3590,1351.5,2.52,13.3,7,21,0.364,10,49.9,2.43
,10:26:29,5,3590,1352.5,2.52,13.3,7,21,0.364,10,49.9,2.43
,10:26:30,5,3590,1353.5,2.52,13.3,7,21,0.364,10,49.9,2.44
,10:26:31,5,3590,1354.5,2.53,13.3,7,21,0.365,10,49.9,2.44
,10:26:32,5,3590,1355.5,2.53,13.3,7,21,0.366,10,49.9,2.45
,10:26:33,5,3590,1356.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:26:34,5,3590,1357.5,2.55,13.3,7,21,0.355,10,49.9,2.46
,10:26:35,5,3590,1358.5,2.55,13.3,7,21,0.355,10,49.9,2.46
,10:26:36,5,3590,1359.5,2.55,13.3,7,21,0.343,10,49.9,2.46
,10:26:37,5,3590,1360.5,2.55,13.3,7,21,0.356,10,49.9,2.46
,10:26:38,5,3590,1361.5,2.56,13.3,7,21,0.369,10,49.9,2.47
,10:26:39,5,3590,1362.5,2.56,13.3,7,21,0.37,10,49.9,2.47
,10:26:40,5,3590,1363.5,2.56,13.3,7,21,0.37,10,49.9,2.47
,10:26:41,5,3590,1364.5,2.57,13.3,7,21,0.371,10,49.9,2.47
,10:26:42,5,3590,1365.5,2.56,13.3,7,21,0.369,10,49.9,2.47
,10:26:43,5,3590,1366.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:26:44,5,3590,1367.5,2.52,13.3,7,21,0.352,10,49.9,2.43
,10:26:45,5,3590,1368.5,2.51,13.3,7,21,0.337,10,49.9,2.42
,10:26:46,5,3590,1369.5,2.5,13.3,7,21,0.348,10,49.9,2.41
,10:26:47,5,3590,1370.5,2.49,13.3,7,21,0.36,10,49.9,2.4
,10:26:48,5,3590,1371.5,2.49,13.3,7,21,0.374,10,49.9,2.4
,10:26:49,5,3590,1372.5,2.5,13.3,7,21,0.362,10,49.9,2.42
,10:26:50,5,3590,1373.5,2.52,13.3,7,21,0.379,10,49.9,2.44
,10:26:51,5,3590,1374.5,2.55,13.3,7,21,0.368,10,49.9,2.46
,10:26:52,5,3590,1375.5,2.56,13.3,7,21,0.344,10,49.9,2.47
,10:26:53,5,3590,1376.5,2.55,13.3,7,21,0.342,10,49.9,2.46
,10:26:54,5,3590,1377.5,2.53,13.3,7,21,0.352,10,49.9,2.44
,10:26:55,5,3590,1378.5,2.51,13.3,7,21,0.362,10,49.9,2.42
,10:26:56,5,3590,1379.5,2.5,13.3,7,21,0.362,10,49.9,2.42
,10:26:57,5,3590,1380.5,2.51,13.3,7,21,0.362,10,49.9,2.42
,10:26:58,5,3590,1381.5,2.51,13.3,7,21,0.363,10,49.9,2.43
,10:26:59,5,3590,1382.5,2.52,13.3,7,21,0.339,10,49.9,2.43
,10:27:00,5,3590,1383.5,2.53,13.3,7,21,0.34,10,49.9,2.44
,10:27:01,5,3590,1384.5,2.53,13.3,7,21,0.353,10,49.9,2.44
,10:27:02,5,3590,1385.5,2.53,13.3,7,21,0.366,10,49.9,2.44
,10:27:03,5,3590,1386.5,2.53,13.3,7,21,0.365,10,49.9,2.44
,10:27:04,5,3590,1387.5,2.53,13.3,7,21,0.379,10,49.9,2.44
,10:27:05,5,3590,1388.5,2.53,13.3,7,21,0.365,10,49.9,2.44
,10:27:06,5,3590,1389.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:07,5,3590,1390.5,2.55,13.3,7,21,0.355,10,49.9,2.46
,10:27:08,5,3590,1391.5,2.55,13.3,8,21,0.332,10,49.9,2.46
,10:27:09,5,3590,1392.5,2.55,13.3,8,21,0.331,10,49.9,2.46
,10:27:10,5,3590,1393.5,2.55,13.3,7,21,0.355,10,49.9,2.46
,10:27:11,5,3590,1394.5,2.55,13.3,7,21,0.368,10,49.9,2.46
,10:27:12,5,3590,1395.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:13,5,3590,1396.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:14,5,3590,1397.5,2.53,13.3,7,21,0.353,10,49.9,2.44
,10:27:15,5,3590,1398.5,2.53,13.3,7,21,0.352,10,49.9,2.44
,10:27:16,5,3590,1399.5,2.53,13.3,7,21,0.34,10,49.9,2.44
,10:27:17,5,3590,1400.5,2.53,13.3,7,21,0.353,10,49.9,2.44
,10:27:18,5,3590,1401.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:19,5,3590,1402.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:20,5,3590,1403.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:21,5,3590,1404.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:22,5,3590,1405.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:23,5,3590,1406.5,2.54,13.3,7,21,0.381,10,49.9,2.45
,10:27:24,5,3590,1407.5,2.54,13.3,7,21,0.367,10,49.9,2.46
,10:27:25,5,3590,1408.5,2.55,13.3,7,21,0.355,10,49.9,2.46
,10:27:26,5,3590,1409.5,2.55,13.3,7,21,0.343,10,49.9,2.46
,10:27:27,5,3590,1410.5,2.55,13.3,7,21,0.343,10,49.9,2.46
,10:27:28,5,3590,1411.5,2.54,13.3,7,21,0.342,10,49.9,2.45
,10:27:29,5,3590,1412.5,2.54,13.3,7,21,0.354,10,49.9,2.45
,10:27:30,5,3590,1413.5,2.54,13.3,7,21,0.367,10,49.9,2.45
,10:27:31,5,3590,1414.5,2.53,13.3,7,21,0.365,10,49.9,2.44
,10:27:32,5,3590,1415.5,2.5,13.3,7,21,0.361,10,49.9,2.41
,10:27:33,5,3590,1416.5,2.46,13.3,7,21,0.355,10,49.9,2.37
,10:27:34,5,3590,1417.5,2.43,13.3,7,21,0.338,10,49.9,2.34
,10:27:35,5,3590,1418.5,2.42,13.3,7,21,0.326,10,49.9,2.34
,10:27:36,5,3590,1419.5,2.43,13.3,7,21,0.338,10,49.9,2.34
,10:27:37,5,3590,1420.5,2.43,13.3,7,21,0.351,10,49.9,2.34
,10:27:38,5,3590,1421.5,2.44,13.3,7,21,0.352,10,49.9,2.35
,10:27:39,5,3590,1422.5,2.45,13.3,7,21,0.354,10,49.9,2.36
,10:27:40,5,3590,1423.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:27:41,5,3590,1424.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:27:42,5,3590,1425.5,2.46,13.3,7,21,0.355,10,49.9,2.38
,10:27:43,5,3590,1426.5,2.47,13.3,7,21,0.344,10,49.9,2.39
,10:27:44,5,3590,1427.5,2.48,13.3,7,21,0.333,10,49.9,2.39
,10:27:45,5,3590,1428.5,2.49,13.3,7,21,0.334,10,49.9,2.4
,10:27:46,5,3590,1429.5,2.48,13.3,7,21,0.358,10,49.9,2.39
,10:27:47,5,3590,1430.5,2.48,13.3,7,21,0.358,10,49.9,2.39
,10:27:48,5,3590,1431.5,2.48,13.3,7,21,0.359,10,49.9,2.4
,10:27:49,5,3590,1432.5,2.49,13.3,7,21,0.359,10,49.9,2.4
,10:27:50,5,3590,1433.5,2.49,13.3,7,21,0.347,10,49.9,2.41
,10:27:51,5,3590,1434.5,2.49,13.3,7,21,0.335,10,49.9,2.4
,10:27:52,5,3590,1435.5,2.48,13.3,7,21,0.333,10,49.9,2.39
,10:27:53,5,3590,1436.5,2.46,13.3,7,21,0.343,10,49.9,2.38
,10:27:54,5,3590,1437.5,2.45,13.3,7,21,0.354,10,49.9,2.37
,10:27:55,5,3590,1438.5,2.46,13.3,7,21,0.356,10,49.9,2.38
,10:27:56,5,3590,1439.5,2.48,13.3,7,21,0.359,10,49.9,2.4
,10:27:57,5,3590,1440.5,2.51,13.3,7,21,0.362,10,49.9,2.42
,10:27:58,5,3590,1441.5,2.52,13.3,7,21,0.363,10,49.9,2.43
,10:27:59,5,3590,1442.5,2.51,13.3,7,21,0.363,10,49.9,2.43
,10:28:00,5,3590,1443.5,2.51,13.3,7,21,0.363,10,49.9,2.43
,10:28:01,5,3590,1444.5,2.53,13.3,7,21,0.34,10,49.9,2.44
,10:28:02,5,3590,1445.5,2.54,13.3,8,21,0.33,10,49.9,2.45
,10:28:03,5,3590,1446.5,2.54,13.3,8,21,0.33,10,49.9,2.45
,10:28:04,5,3590,1447.5,2.54,13.3,7,21,0.354,10,49.9,2.45
,10:28:05,5,3590,1448.5,2.55,13.3,7,21,0.369,10,49.9,2.46
,10:28:06,5,3590,1449.5,2.57,13.3,7,21,0.371,10,49.9,2.48
,10:28:07,5,3590,1450.5,2.57,13.3,7,21,0.372,10,49.9,2.48
,10:28:08,5,3590,1451.5,2.58,13.3,7,21,0.372,10,49.9,2.49
,10:28:09,5,3590,1452.5,2.58,13.3,7,21,0.372,10,49.9,2.48
,10:28:10,5,3590,1453.5,2.57,13.3,7,21,0.371,10,49.9,2.48
,10:28:11,5,3590,1454.5,2.57,13.3,7,21,0.371,10,49.9,2.47
,10:28:12,5,3590,1455.5,2.57,13.3,7,21,0.371,10,49.9,2.48
,10:28:13,5,3590,1456.5,2.57,13.3,7,21,0.371,10,49.9,2.48
,10:28:14,5,3590,1457.5,2.58,13.3,7,21,0.347,10,49.9,2.49
,10:28:15,5,3590,1458.5,2.59,13.3,7,21,0.348,10,49.9,2.5
,10:28:16,5,3590,1459.5,2.6,13.3,7,21,0.362,10,49.9,2.51
,10:28:17,5,3590,1460.5,2.6,13.3,7,21,0.362,10,49.9,2.51
,10:28:18,5,3590,1461.5,2.59,13.3,7,21,0.374,10,49.9,2.5
,10:28:19,5,3590,1462.5,2.58,13.3,7,21,0.387,10,49.9,2.49
,10:28:20,5,3590,1463.5,2.58,13.3,7,21,0.372,10,49.9,2.49
,10:28:21,5,3590,1464.5,2.58,13.3,7,21,0.372,10,49.9,2.49
,10:28:22,5,3590,1465.5,2.58,13.3,7,21,0.372,10,49.9,2.49
,10:28:23,5,3590,1466.5,2.58,13.3,7,21,0.373,10,49.9,2.5
,10:28:24,5,3590,1467.5,2.6,13.3,7,21,0.362,10,49.9,2.51
,10:28:25,5,3590,1468.5,2.61,13.3,7,21,0.351,10,49.9,2.52
,10:28:26,5,3590,1469.5,2.62,13.3,8,21,0.341,10,49.9,2.53
,10:28:27,5,3590,1470.5,2.62,13.3,8,21,0.341,10,49.9,2.53
,10:28:28,5,3590,1471.5,2.61,13.3,7,21,0.364,10,49.9,2.52
,10:28:29,5,3590,1472.5,2.6,13.3,7,21,0.376,10,49.9,2.51
,10:28:30,5,3590,1473.5,2.6,13.3,7,21,0.375,10,49.9,2.51
,10:28:31,5,3590,1474.5,2.6,13.3,7,21,0.375,10,49.9,2.51
,10:28:32,5,3590,1475.5,2.61,13.3,7,21,0.377,10,49.9,2.52
,10:28:33,5,3590,1476.5,2.62,13.3,7,21,0.379,10,49.9,2.53
,10:28:34,5,3590,1477.5,2.63,13.3,7,21,0.38,10,49.9,2.54
,10:28:35,5,3590,1478.5,2.64,13.3,7,21,0.382,10,49.9,2.55
,10:28:36,5,3590,1479.5,2.65,13.3,7,21,0.383,10,49.9,2.56
,10:28:37,5,3590,1480.5,2.65,13.3,7,21,0.383,10,49.9,2.56
,10:28:38,5,3590,1481.5,2.64,13.3,7,21,0.381,10,49.9,2.54
,10:28:39,5,3590,1482.5,2.64,13.3,7,21,0.381,10,49.9,2.54
,10:28:40,5,3590,1483.5,2.65,13.3,7,21,0.382,10,49.9,2.56
,10:28:41,5,3590,1484.5,2.67,13.3,7,21,0.385,10,49.9,2.58
,10:28:42,5,3590,1485.5,2.69,13.3,7,21,0.374,10,49.9,2.59
,10:28:43,5,3590,1486.5,2.68,13.3,7,21,0.374,10,49.9,2.59
,10:28:44,5,3590,1487.5,2.68,13.3,7,21,0.36,10,49.9,2.58
,10:28:45,5,3590,1488.5,2.67,13.3,8,21,0.348,10,49.9,2.58
,10:28:46,5,3590,1489.5,2.68,13.3,8,21,0.349,10,49.9,2.59
,10:28:47,5,3590,1490.5,2.68,13.3,7,21,0.36,10,49.9,2.59
,10:28:48,5,3590,1491.5,2.67,13.3,7,21,0.372,10,49.9,2.57
,10:28:49,5,3590,1492.5,2.65,13.3,7,21,0.383,10,49.9,2.56
,10:28:50,5,3590,1493.5,2.65,13.3,7,21,0.397,10,49.9,2.55
,10:28:51,5,3590,1494.5,2.66,13.3,7,21,0.399,10,49.9,2.57
,10:28:52,5,3590,1495.5,2.69,13.3,7,21,0.388,10,49.9,2.6
,10:28:53,5,3590,1496.5,2.7,13.3,7,21,0.39,10,49.9,2.6
,10:28:54,5,3590,1497.5,2.69,13.3,7,21,0.375,10,49.9,2.6
,10:28:55,5,3590,1498.5,2.68,13.3,7,21,0.374,10,49.9,2.59
,10:28:56,5,3590,1499.5,2.68,13.3,7,21,0.387,10,49.9,2.58
,10:28:57,5,3590,1500.5,2.68,13.3,7,21,0.387,10,49.9,2.58
,10:28:58,5,3590,1501.5,2.68,13.3,7,21,0.387,10,49.9,2.59
,10:28:59,5,3590,1502.5,2.68,13.3,7,21,0.387,10,49.9,2.59
,10:29:00,5,3590,1503.5,2.68,13.3,7,21,0.374,10,49.9,2.59
,10:29:01,5,3590,1504.5,2.69,13.3,8,21,0.349,10,49.9,2.59
,10:29:02,5,3590,1505.5,2.69,13.3,8,21,0.35,10,49.9,2.6
,10:29:03,5,3590,1506.5,2.7,13.3,8,21,0.351,10,49.9,2.6
,10:29:04,5,3590,1507.5,2.69,13.3,7,21,0.375,10,49.9,2.6
,10:29:05,5,3590,1508.5,2.67,13.3,7,21,0.385,10,49.9,2.57
,10:29:06,5,3590,1509.5,2.65,13.3,7,21,0.398,10,49.9,2.56
,10:29:07,5,3590,1510.5,2.65,13.3,7,21,0.383,10,49.9,2.56
,10:29:08,5,3590,1511.5,2.67,13.3,7,21,0.385,10,49.9,2.58
,10:29:09,5,3590,1512.5,2.68,13.3,7,21,0.387,10,49.9,2.59
,10:29:10,5,3590,1513.5,2.69,13.3,7,21,0.389,10,49.9,2.6
,10:29:11,5,3590,1514.5,2.7,13.3,7,21,0.39,10,49.9,2.61
,10:29:12,5,3590,1515.5,2.71,13.3,7,21,0.392,10,49.9,2.62
,10:29:13,5,3590,1516.5,2.71,13.3,7,21,0.378,10,49.9,2.61
,10:29:14,5,3590,1517.5,2.7,13.3,7,21,0.377,10,49.9,2.61
,10:29:15,5,3590,1518.5,2.69,13.3,7,21,0.362,10,49.9,2.6
,10:29:16,5,3590,1519.5,2.68,13.3,8,21,0.349,10,49.9,2.59
,10:29:17,5,3590,1520.5,2.68,13.3,8,21,0.349,10,49.9,2.59
,10:29:18,5,3590,1521.5,2.67,13.3,8,21,0.347,10,49.9,2.57
,10:29:19,5,3590,1522.5,2.64,13.3,7,21,0.368,10,49.9,2.54
,10:29:20,5,3590,1523.5,2.61,13.3,7,21,0.377,10,49.9,2.52
,10:29:21,5,3590,1524.5,2.59,13.3,7,21,0.374,10,49.9,2.5
,10:29:22,5,3590,1525.5,2.58,13.3,7,21,0.373,10,49.9,2.49
,10:29:23,5,3590,1526.5,2.57,13.3,7,21,0.372,10,49.9,2.48
,10:29:24,5,3590,1527.5,2.57,13.3,7,21,0.371,10,49.9,2.48
