s,,DELRIN_DRY_T12_PO5.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Delrin,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 15:55:56 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,delrin_dry_t12_po5-h001.tsv,,,,,,,,,,
,16:31:35,5,3590,2138.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:31:36,5,3590,2139.6,3.2,13.3,7,23,0.43,10,49.8,3.09
,16:31:37,5,3590,2140.6,3.18,13.3,7,23,0.428,10,49.8,3.07
,16:31:38,5,3590,2141.6,3.17,13.3,7,23,0.442,10,49.8,3.06
,16:31:39,5,3590,2142.6,3.17,13.3,7,23,0.457,10,49.8,3.06
,16:31:40,5,3590,2143.6,3.17,13.3,7,23,0.458,10,49.8,3.07
,16:31:41,5,3590,2144.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:31:42,5,3590,2145.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:31:43,5,3590,2146.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:31:44,5,3590,2147.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:31:45,5,3590,2148.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:31:46,5,3590,2149.6,3.19,13.3,7,23,0.445,10,49.8,3.08
,16:31:47,5,3590,2150.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:31:48,5,3590,2151.6,3.16,13.3,7,23,0.441,10,49.9,3.05
,16:31:49,5,3590,2152.6,3.15,13.3,7,23,0.456,10,49.8,3.04
,16:31:50,5,3590,2153.6,3.16,13.3,7,23,0.456,10,49.8,3.05
,16:31:51,5,3590,2154.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:31:52,5,3590,2155.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:31:53,5,3590,2156.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:31:54,5,3590,2157.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:31:55,5,3590,2158.6,3.18,13.3,7,23,0.428,10,49.8,3.07
,16:31:56,5,3590,2159.6,3.17,13.3,7,23,0.442,10,49.8,3.06
,16:31:57,5,3590,2160.6,3.16,13.3,7,23,0.456,10,49.8,3.04
,16:31:58,5,3590,2161.6,3.15,13.3,7,23,0.454,10,49.8,3.04
,16:31:59,5,3590,2162.6,3.15,13.3,7,23,0.473,10,49.8,3.04
,16:32:00,5,3590,2163.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:32:01,5,3590,2164.6,3.18,13.3,7,23,0.442,10,49.8,3.07
,16:32:02,5,3590,2165.6,3.18,13.3,7,23,0.442,10,49.9,3.07
,16:32:03,5,3590,2166.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:32:04,5,3590,2167.6,3.18,13.3,7,23,0.428,10,49.9,3.07
,16:32:05,5,3590,2168.6,3.18,13.3,7,23,0.427,10,49.8,3.07
,16:32:06,5,3590,2169.6,3.17,13.3,7,23,0.441,10,49.8,3.06
,16:32:07,5,3590,2170.6,3.16,13.3,7,23,0.457,10,49.8,3.05
,16:32:08,5,3590,2171.6,3.16,13.3,7,23,0.457,10,49.8,3.05
,16:32:09,5,3590,2172.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:32:10,5,3590,2173.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:32:11,5,3590,2174.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:32:12,5,3590,2175.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:32:13,5,3590,2176.6,3.18,13.3,7,23,0.443,10,49.8,3.08
,16:32:14,5,3590,2177.6,3.19,13.3,7,23,0.43,10,49.8,3.09
,16:32:15,5,3590,2178.6,3.2,13.3,7,23,0.43,10,49.8,3.09
,16:32:16,5,3590,2179.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:32:17,5,3590,2180.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:32:18,5,3590,2181.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:32:19,5,3590,2182.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:32:20,5,3590,2183.6,3.19,13.3,7,24,0.445,10,49.8,3.08
,16:32:21,5,3590,2184.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:32:22,5,3590,2185.6,3.18,13.3,7,24,0.443,10,49.8,3.07
,16:32:23,5,3590,2186.6,3.17,13.3,7,23,0.426,10,49.9,3.06
,16:32:24,5,3590,2187.6,3.16,13.3,7,24,0.44,10,49.8,3.05
,16:32:25,5,3590,2188.6,3.16,13.3,7,23,0.456,10,49.8,3.05
,16:32:26,5,3590,2189.6,3.16,13.3,7,23,0.457,10,49.8,3.05
,16:32:27,5,3590,2190.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:32:28,5,3590,2191.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:32:29,5,3590,2192.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:32:30,5,3590,2193.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:32:31,5,3590,2194.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:32:32,5,3590,2195.6,3.19,13.3,7,23,0.445,10,49.8,3.08
,16:32:33,5,3590,2196.6,3.2,13.3,7,23,0.445,10,49.8,3.09
,16:32:34,5,3590,2197.6,3.2,13.3,7,23,0.445,10,49.8,3.08
,16:32:35,5,3590,2198.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:32:36,5,3590,2199.6,3.18,13.3,7,23,0.459,10,49.8,3.07
,16:32:37,5,3590,2200.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:32:38,5,3590,2201.6,3.18,13.3,7,23,0.476,10,49.8,3.07
,16:32:39,5,3590,2202.6,3.19,13.3,7,23,0.46,10,49.8,3.08
,16:32:40,5,3590,2203.6,3.2,13.3,7,23,0.445,10,49.8,3.09
,16:32:41,5,3590,2204.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:32:42,5,3590,2205.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:32:43,5,3590,2206.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:32:44,5,3590,2207.6,3.2,13.3,7,23,0.431,10,49.8,3.09
,16:32:45,5,3590,2208.6,3.19,13.3,7,23,0.429,10,49.8,3.08
,16:32:46,5,3590,2209.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:32:47,5,3590,2210.6,3.17,13.3,7,23,0.457,10,49.8,3.06
,16:32:48,5,3590,2211.6,3.16,13.3,7,23,0.474,10,49.8,3.05
,16:32:49,5,3590,2212.6,3.16,13.3,7,23,0.456,10,49.8,3.05
,16:32:50,5,3590,2213.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:32:51,5,3590,2214.6,3.19,13.3,7,23,0.46,10,49.8,3.08
,16:32:52,5,3590,2215.6,3.19,13.3,7,23,0.461,10,49.8,3.09
,16:32:53,5,3590,2216.6,3.2,13.3,7,23,0.462,10,49.9,3.09
,16:32:54,5,3590,2217.6,3.19,13.3,7,23,0.461,10,49.8,3.08
,16:32:55,5,3590,2218.6,3.2,13.3,7,23,0.445,10,49.8,3.09
,16:32:56,5,3590,2219.6,3.21,13.3,7,23,0.432,10,49.9,3.1
,16:32:57,5,3590,2220.6,3.22,13.3,8,23,0.418,10,49.8,3.11
,16:32:58,5,3590,2221.6,3.22,13.3,7,23,0.433,10,49.8,3.1
,16:32:59,5,3590,2222.6,3.2,13.3,7,23,0.446,10,49.8,3.09
,16:33:00,5,3590,2223.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:33:01,5,3590,2224.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:33:02,5,3590,2225.6,3.16,13.3,7,23,0.457,10,49.8,3.05
,16:33:03,5,3590,2226.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:33:04,5,3590,2227.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:33:05,5,3590,2228.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:33:06,5,3590,2229.6,3.19,13.3,7,23,0.46,10,49.9,3.08
,16:33:07,5,3590,2230.6,3.19,13.3,7,23,0.461,10,49.8,3.08
,16:33:08,5,3590,2231.6,3.2,13.3,7,23,0.445,10,49.8,3.09
,16:33:09,5,3590,2232.6,3.2,13.3,7,23,0.43,10,49.8,3.09
,16:33:10,5,3590,2233.6,3.19,13.3,7,23,0.429,10,49.8,3.08
,16:33:11,5,3590,2234.6,3.17,13.3,8,23,0.413,10,49.8,3.06
,16:33:12,5,3590,2235.6,3.16,13.3,7,23,0.426,10,49.8,3.05
,16:33:13,5,3590,2236.6,3.16,13.3,7,23,0.44,10,49.8,3.05
,16:33:14,5,3590,2237.6,3.16,13.3,7,23,0.456,10,49.8,3.05
,16:33:15,5,3590,2238.6,3.16,13.3,7,23,0.474,10,49.8,3.05
,16:33:16,5,3590,2239.6,3.17,13.3,7,23,0.457,10,49.8,3.06
,16:33:17,5,3590,2240.6,3.18,13.3,7,23,0.476,10,49.8,3.07
,16:33:18,5,3590,2241.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:33:19,5,3590,2242.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:33:20,5,3590,2243.6,3.17,13.3,7,23,0.442,10,49.9,3.06
,16:33:21,5,3590,2244.6,3.16,13.3,7,23,0.456,10,49.9,3.05
,16:33:22,5,3590,2245.6,3.15,13.3,7,23,0.454,10,49.8,3.04
,16:33:23,5,3590,2246.6,3.14,13.3,7,23,0.454,10,49.8,3.03
,16:33:24,5,3590,2247.6,3.15,13.3,7,23,0.455,10,49.8,3.04
,16:33:25,5,3590,2248.6,3.16,13.3,7,23,0.441,10,49.8,3.05
,16:33:26,5,3590,2249.6,3.16,13.3,7,23,0.441,10,49.8,3.05
,16:33:27,5,3590,2250.6,3.16,13.3,7,23,0.456,10,49.8,3.05
,16:33:28,5,3590,2251.6,3.16,13.3,7,23,0.456,10,49.8,3.05
,16:33:29,5,3590,2252.6,3.17,13.3,7,23,0.458,10,49.8,3.06
,16:33:30,5,3590,2253.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:33:31,5,3590,2254.6,3.18,13.3,7,23,0.46,10,49.8,3.07
,16:33:32,5,3590,2255.6,3.18,13.3,7,23,0.443,10,49.8,3.07
,16:33:33,5,3590,2256.6,3.18,13.3,7,24,0.46,10,49.8,3.07
,16:33:34,5,3590,2257.6,3.19,13.3,7,24,0.444,10,49.8,3.08
,16:33:35,5,3590,2258.6,3.2,13.3,7,24,0.462,10,49.8,3.09
,16:33:36,5,3590,2259.6,3.21,13.3,7,23,0.447,10,49.8,3.1
,16:33:37,5,3590,2260.6,3.21,13.3,7,23,0.432,10,49.9,3.1
,16:33:38,5,3590,2261.6,3.21,13.3,8,23,0.417,10,49.8,3.1
,16:33:39,5,3590,2262.6,3.19,13.3,7,23,0.429,10,49.9,3.08
,16:33:40,5,3590,2263.6,3.18,13.3,7,23,0.442,10,49.8,3.06
,16:33:41,5,3590,2264.6,3.16,13.3,7,23,0.44,10,49.8,3.05
,16:33:42,5,3590,2265.6,3.16,13.3,7,23,0.457,10,49.8,3.05
,16:33:43,5,3590,2266.6,3.16,13.3,7,23,0.457,10,49.8,3.05
,16:33:44,5,3590,2267.6,3.16,13.3,7,23,0.457,10,49.8,3.05
,16:33:45,5,3590,2268.6,3.17,13.3,7,23,0.457,10,49.8,3.06
,16:33:46,5,3590,2269.6,3.18,13.3,7,23,0.477,10,49.8,3.07
,16:33:47,5,3590,2270.6,3.19,13.3,7,23,0.461,10,49.8,3.09
,16:33:48,5,3590,2271.6,3.2,13.3,7,23,0.446,10,49.8,3.09
,16:33:49,5,3590,2272.6,3.19,13.3,7,23,0.444,10,49.8,3.08
,16:33:50,5,3590,2273.6,3.17,13.3,7,23,0.442,10,49.8,3.06
,16:33:51,5,3590,2274.6,3.17,13.3,7,23,0.441,10,49.8,3.06
,16:33:52,5,3590,2275.6,3.17,13.3,7,23,0.458,10,49.8,3.07
,16:33:53,5,3590,2276.6,3.19,13.3,7,23,0.479,10,49.8,3.08
,16:33:54,5,3590,2277.6,3.2,13.3,7,23,0.463,10,49.8,3.1
,16:33:55,5,3590,2278.6,3.22,13.3,7,23,0.465,10,49.8,3.1
,16:33:56,5,3590,2279.6,3.22,13.3,7,23,0.449,10,49.8,3.11
,16:33:57,5,3590,2280.6,3.22,13.3,7,23,0.466,10,49.8,3.11
,16:33:58,5,3590,2281.6,3.23,13.3,7,23,0.449,10,49.8,3.11
,16:33:59,5,3590,2282.6,3.23,13.3,7,23,0.45,10,49.8,3.12
,16:34:00,5,3590,2283.6,3.24,13.3,7,23,0.451,10,49.8,3.13
,16:34:01,5,3590,2284.6,3.25,13.3,7,23,0.453,10,49.8,3.14
,16:34:02,5,3590,2285.6,3.25,13.3,7,23,0.453,10,49.8,3.14
,16:34:03,5,3590,2286.6,3.25,13.3,7,23,0.469,10,49.8,3.14
,16:34:04,5,3590,2287.6,3.24,13.3,7,23,0.469,10,49.8,3.13
,16:34:05,5,3590,2288.6,3.25,13.3,7,23,0.452,10,49.8,3.13
,16:34:06,5,3590,2289.6,3.26,13.3,7,23,0.438,10,49.8,3.15
,16:34:07,5,3590,2290.6,3.26,13.3,7,23,0.439,10,49.8,3.15
,16:34:08,5,3590,2291.6,3.25,13.3,7,23,0.453,10,49.8,3.14
,16:34:09,5,3590,2292.6,3.24,13.3,7,23,0.468,10,49.8,3.13
,16:34:10,5,3590,2293.6,3.23,13.3,7,23,0.467,10,49.8,3.12
,16:34:11,5,3590,2294.6,3.24,13.3,7,23,0.451,10,49.8,3.13
,16:34:12,5,3590,2295.6,3.26,13.3,7,23,0.454,10,49.8,3.14
,16:34:13,5,3590,2296.6,3.26,13.3,7,23,0.454,10,49.8,3.15
,16:34:14,5,3590,2297.6,3.25,13.3,7,23,0.47,10,49.9,3.14
,16:34:15,5,3590,2298.6,3.26,13.3,7,23,0.471,10,49.8,3.15
,16:34:16,5,3590,2299.6,3.27,13.3,7,23,0.473,10,49.8,3.16
,16:34:17,5,3590,2300.6,3.29,13.3,7,23,0.475,10,49.9,3.17
,16:34:18,5,3590,2301.6,3.29,13.3,7,23,0.458,10,49.8,3.17
,16:34:19,5,3590,2302.6,3.28,13.3,7,23,0.457,10,49.8,3.17
,16:34:20,5,3590,2303.6,3.27,13.3,7,23,0.456,10,49.8,3.16
,16:34:21,5,3590,2304.6,3.27,13.3,7,23,0.456,10,49.8,3.16
,16:34:22,5,3590,2305.6,3.28,13.3,7,23,0.474,10,49.8,3.17
,16:34:23,5,3590,2306.6,3.29,13.3,7,23,0.476,10,49.8,3.18
,16:34:24,5,3590,2307.6,3.31,13.3,7,23,0.478,10,49.8,3.19
,16:34:25,5,3590,2308.6,3.32,13.3,7,23,0.462,10,49.8,3.2
,16:34:26,5,3590,2309.6,3.32,13.3,7,23,0.463,10,49.8,3.21
,16:34:27,5,3590,2310.6,3.32,13.3,7,23,0.447,10,49.8,3.21
,16:34:28,5,3590,2311.6,3.32,13.3,7,23,0.462,10,49.8,3.2
,16:34:29,5,3590,2312.6,3.31,13.3,7,23,0.461,10,49.8,3.19
,16:34:30,5,3590,2313.6,3.3,13.3,7,23,0.46,10,49.8,3.19
,16:34:31,5,3590,2314.6,3.31,13.3,7,23,0.478,10,49.8,3.19
,16:34:32,5,3590,2315.6,3.32,13.3,7,23,0.462,10,49.8,3.2
,16:34:33,5,3590,2316.6,3.32,13.3,7,23,0.463,10,49.8,3.21
,16:34:34,5,3590,2317.6,3.32,13.3,7,23,0.463,10,49.8,3.21
,16:34:35,5,3590,2318.6,3.31,13.3,7,23,0.479,10,49.8,3.2
,16:34:36,5,3590,2319.6,3.32,13.3,7,23,0.479,10,49.9,3.2
,16:34:37,5,3590,2320.6,3.33,13.3,7,23,0.463,10,49.8,3.21
,16:34:38,5,3590,2321.6,3.34,13.3,7,23,0.465,10,49.8,3.22
,16:34:39,5,3590,2322.6,3.33,13.3,7,23,0.482,10,49.8,3.22
,16:34:40,5,3590,2323.6,3.33,13.3,7,23,0.5,10,49.8,3.22
,16:34:41,5,3590,2324.6,3.34,13.3,7,23,0.483,10,49.8,3.23
,16:34:42,5,3590,2325.6,3.36,13.3,7,23,0.468,10,49.8,3.24
,16:34:43,5,3590,2326.6,3.36,13.3,7,23,0.468,10,49.8,3.24
,16:34:44,5,3590,2327.6,3.36,13.3,7,23,0.468,10,49.8,3.24
,16:34:45,5,3590,2328.6,3.36,13.3,7,23,0.469,10,49.8,3.25
,16:34:46,5,3590,2329.6,3.36,13.3,7,23,0.468,10,49.8,3.24
,16:34:47,5,3590,2330.6,3.35,13.3,7,23,0.466,10,49.8,3.23
,16:34:48,5,3590,2331.6,3.33,13.3,7,23,0.464,10,49.8,3.21
,16:34:49,5,3590,2332.6,3.31,13.3,7,23,0.462,10,49.8,3.2
,16:34:50,5,3590,2333.6,3.31,13.3,7,23,0.478,10,49.8,3.19
,16:34:51,5,3590,2334.6,3.32,13.3,7,23,0.479,10,49.8,3.21
,16:34:52,5,3590,2335.6,3.33,13.3,7,23,0.482,10,49.8,3.22
,16:34:53,5,3590,2336.6,3.35,13.3,7,24,0.466,10,49.8,3.23
,16:34:54,5,3590,2337.6,3.35,13.3,7,23,0.45,10,49.8,3.23
,16:34:55,5,3590,2338.6,3.33,13.3,7,24,0.448,10,49.7,3.21
,16:34:56,5,3590,2339.6,3.31,13.3,7,23,0.478,10,49.8,3.19
,16:34:57,5,3590,2340.6,3.3,13.3,7,23,0.494,10,49.8,3.18
,16:34:58,5,3590,2341.6,3.29,13.3,7,23,0.476,10,49.8,3.18
,16:34:59,5,3590,2342.6,3.31,13.3,7,23,0.461,10,49.8,3.19
,16:35:00,5,3590,2343.6,3.32,13.3,7,23,0.447,10,49.8,3.21
,16:35:01,5,3590,2344.6,3.33,13.3,7,23,0.447,10,49.8,3.21
,16:35:02,5,3590,2345.6,3.32,13.3,7,23,0.479,10,49.8,3.2
,16:35:03,5,3590,2346.6,3.32,13.3,7,23,0.48,10,49.8,3.21
,16:35:04,5,3590,2347.6,3.33,13.3,7,23,0.464,10,49.8,3.21
,16:35:05,5,3590,2348.6,3.33,13.3,7,23,0.464,10,49.8,3.22
,16:35:06,5,3590,2349.6,3.33,13.3,7,23,0.481,10,49.8,3.22
,16:35:07,5,3590,2350.6,3.33,13.3,7,23,0.499,10,49.8,3.21
,16:35:08,5,3590,2351.6,3.34,13.3,7,23,0.482,10,49.8,3.22
,16:35:09,5,3590,2352.6,3.36,13.3,7,23,0.485,10,49.8,3.24
,16:35:10,5,3590,2353.6,3.37,13.3,7,23,0.47,10,49.8,3.26
,16:35:11,5,3590,2354.6,3.38,13.3,7,23,0.47,10,49.8,3.26
,16:35:12,5,3590,2355.6,3.37,13.3,7,23,0.469,10,49.8,3.25
,16:35:13,5,3590,2356.6,3.35,13.3,7,23,0.467,10,49.8,3.24
,16:35:14,5,3590,2357.6,3.34,13.3,7,23,0.483,10,49.8,3.23
,16:35:15,5,3590,2358.6,3.35,13.3,7,23,0.483,10,49.8,3.23
,16:35:16,5,3590,2359.6,3.35,13.3,7,23,0.484,10,49.8,3.24
,16:35:17,5,3590,2360.6,3.37,13.3,7,23,0.469,10,49.8,3.25
,16:35:18,5,3590,2361.6,3.36,13.3,7,23,0.452,10,49.8,3.25
,16:35:19,5,3590,2362.6,3.35,13.3,7,23,0.466,10,49.8,3.23
,16:35:20,5,3590,2363.6,3.33,13.3,7,23,0.482,10,49.8,3.22
,16:35:21,5,3590,2364.6,3.33,13.3,7,23,0.481,10,49.8,3.22
,16:35:22,5,3590,2365.6,3.35,13.3,7,23,0.483,10,49.8,3.23
,16:35:23,5,3590,2366.6,3.36,13.3,7,24,0.486,10,49.8,3.25
,16:35:24,5,3590,2367.6,3.37,13.3,7,23,0.47,10,49.8,3.25
,16:35:25,5,3590,2368.6,3.36,13.3,7,24,0.468,10,49.8,3.24
,16:35:26,5,3590,2369.6,3.34,13.3,7,24,0.465,10,49.8,3.22
,16:35:27,5,3590,2370.6,3.32,13.3,7,23,0.48,10,49.8,3.21
,16:35:28,5,3590,2371.6,3.31,13.3,7,23,0.462,10,49.8,3.2
,16:35:29,5,3590,2372.6,3.3,13.3,7,23,0.46,10,49.8,3.19
,16:35:30,5,3590,2373.6,3.29,13.3,7,23,0.475,10,49.8,3.17
,16:35:31,5,3590,2374.6,3.28,13.3,7,23,0.474,10,49.8,3.17
,16:35:32,5,3590,2375.6,3.28,13.3,7,23,0.474,10,49.8,3.16
,16:35:33,5,3590,2376.6,3.28,13.3,7,23,0.457,10,49.8,3.17
,16:35:34,5,3590,2377.6,3.3,13.3,7,23,0.459,10,49.8,3.18
,16:35:35,5,3590,2378.6,3.31,13.3,7,23,0.461,10,49.8,3.2
,16:35:36,5,3590,2379.6,3.32,13.3,7,23,0.479,10,49.8,3.2
,16:35:37,5,3590,2380.6,3.31,13.3,7,23,0.478,10,49.8,3.2
,16:35:38,5,3590,2381.6,3.32,13.3,7,23,0.463,10,49.8,3.21
,16:35:39,5,3590,2382.6,3.33,13.3,7,23,0.463,10,49.8,3.21
,16:35:40,5,3590,2383.6,3.33,13.3,7,23,0.464,10,49.8,3.22
,16:35:41,5,3590,2384.6,3.33,13.3,7,23,0.481,10,49.8,3.21
,16:35:42,5,3590,2385.6,3.33,13.3,7,23,0.5,10,49.8,3.22
,16:35:43,5,3590,2386.6,3.35,13.3,7,23,0.484,10,49.8,3.24
,16:35:44,5,3590,2387.6,3.37,13.3,7,23,0.47,10,49.8,3.26
,16:35:45,5,3590,2388.6,3.4,13.3,7,23,0.473,10,49.8,3.28
,16:35:46,5,3590,2389.6,3.4,13.3,7,23,0.473,10,49.8,3.28
,16:35:47,5,3590,2390.6,3.39,13.3,7,23,0.472,10,49.8,3.27
,16:35:48,5,3590,2391.6,3.38,13.3,7,23,0.488,10,49.8,3.26
,16:35:49,5,3590,2392.6,3.39,13.3,7,23,0.489,10,49.8,3.27
,16:35:50,5,3590,2393.6,3.4,13.3,7,23,0.473,10,49.8,3.28
,16:35:51,5,3590,2394.6,3.39,13.3,7,24,0.473,10,49.8,3.28
,16:35:52,5,3590,2395.6,3.38,13.3,7,23,0.47,10,49.8,3.26
,16:35:53,5,3590,2396.6,3.36,13.3,7,23,0.468,10,49.8,3.24
,16:35:54,5,3590,2397.6,3.35,13.3,7,23,0.466,10,49.8,3.23
,16:35:55,5,3590,2398.6,3.34,13.3,7,23,0.483,10,49.8,3.23
,16:35:56,5,3590,2399.6,3.35,13.3,7,23,0.483,10,49.8,3.23
,16:35:57,5,3590,2400.6,3.36,13.3,7,23,0.504,10,49.8,3.24
,16:35:58,5,3590,2401.6,3.38,13.3,7,23,0.471,10,49.8,3.27
,16:35:59,5,3590,2402.6,3.4,13.3,7,23,0.457,10,49.8,3.28
,16:36:00,5,3590,2403.6,3.4,13.3,7,23,0.458,10,49.8,3.29
,16:36:01,5,3590,2404.6,3.4,13.3,7,23,0.473,10,49.8,3.28
,16:36:02,5,3590,2405.6,3.4,13.3,7,23,0.473,10,49.8,3.28
,16:36:03,5,3590,2406.6,3.39,13.3,7,23,0.473,10,49.8,3.28
,16:36:04,5,3590,2407.6,3.39,13.3,7,23,0.472,10,49.8,3.27
,16:36:05,5,3590,2408.6,3.38,13.3,7,23,0.488,10,49.8,3.26
,16:36:06,5,3590,2409.6,3.38,13.3,7,23,0.471,10,49.8,3.26
,16:36:07,5,3590,2410.6,3.38,13.3,7,23,0.471,10,49.8,3.27
,16:36:08,5,3590,2411.6,3.39,13.3,7,24,0.49,10,49.8,3.27
,16:36:09,5,3590,2412.6,3.39,13.3,7,23,0.509,10,49.8,3.27
,16:36:10,5,3590,2413.6,3.39,13.3,7,23,0.509,10,49.8,3.27
,16:36:11,5,3590,2414.6,3.4,13.3,7,23,0.491,10,49.8,3.28
,16:36:12,5,3590,2415.6,3.41,13.3,7,23,0.474,10,49.8,3.29
,16:36:13,5,3590,2416.6,3.42,13.3,7,23,0.476,10,49.8,3.3
,16:36:14,5,3590,2417.6,3.41,13.3,7,23,0.493,10,49.8,3.29
,16:36:15,5,3590,2418.6,3.4,13.3,7,23,0.51,10,49.8,3.28
,16:36:16,5,3590,2419.6,3.39,13.3,7,23,0.49,10,49.8,3.27
,16:36:17,5,3590,2420.6,3.39,13.3,7,23,0.473,10,49.8,3.28
,16:36:18,5,3590,2421.6,3.4,13.3,7,23,0.457,10,49.8,3.28
,16:36:19,5,3590,2422.6,3.41,13.3,7,23,0.474,10,49.8,3.29
,16:36:20,5,3590,2423.6,3.4,13.3,7,23,0.51,10,49.8,3.28
,16:36:21,5,3590,2424.6,3.39,13.3,7,23,0.49,10,49.8,3.28
,16:36:22,5,3590,2425.6,3.39,13.3,7,23,0.49,10,49.8,3.27
,16:36:23,5,3590,2426.6,3.4,13.3,7,23,0.491,10,49.8,3.28
,16:36:24,5,3590,2427.6,3.4,13.3,7,24,0.457,10,49.8,3.28
,16:36:25,5,3590,2428.6,3.4,13.3,7,24,0.457,10,49.8,3.28
,16:36:26,5,3590,2429.6,3.39,13.3,7,24,0.473,10,49.8,3.28
,16:36:27,5,3590,2430.6,3.39,13.3,7,24,0.489,10,49.8,3.27
,16:36:28,5,3590,2431.6,3.38,13.3,7,23,0.488,10,49.8,3.26
,16:36:29,5,3590,2432.6,3.38,13.3,7,24,0.489,10,49.8,3.27
,16:36:30,5,3590,2433.6,3.39,13.3,7,23,0.473,10,49.8,3.28
,16:36:31,5,3590,2434.6,3.4,13.3,7,23,0.457,10,49.8,3.28
,16:36:32,5,3590,2435.6,3.39,13.3,7,23,0.456,10,49.8,3.27
,16:36:33,5,3590,2436.6,3.37,13.3,7,23,0.47,10,49.8,3.25
,16:36:34,5,3590,2437.6,3.36,13.3,7,23,0.485,10,49.8,3.24
,16:36:35,5,3590,2438.6,3.35,13.3,7,23,0.484,10,49.8,3.24
,16:36:36,5,3590,2439.6,3.36,13.3,7,23,0.486,10,49.8,3.25
,16:36:37,5,3590,2440.6,3.38,13.3,7,23,0.471,10,49.8,3.26
,16:36:38,5,3590,2441.6,3.38,13.3,7,23,0.471,10,49.8,3.26
,16:36:39,5,3590,2442.6,3.37,13.3,7,23,0.47,10,49.8,3.26
,16:36:40,5,3590,2443.6,3.37,13.3,7,23,0.486,10,49.8,3.25
,16:36:41,5,3590,2444.6,3.36,13.3,7,23,0.486,10,49.8,3.25
,16:36:42,5,3590,2445.6,3.37,13.3,7,23,0.47,10,49.8,3.25
,16:36:43,5,3590,2446.6,3.37,13.3,7,23,0.487,10,49.8,3.25
,16:36:44,5,3590,2447.6,3.36,13.3,7,23,0.486,10,49.8,3.25
,16:36:45,5,3590,2448.6,3.36,13.3,7,24,0.485,10,49.8,3.24
,16:36:46,5,3590,2449.6,3.35,13.3,7,24,0.467,10,49.8,3.24
,16:36:47,5,3590,2450.6,3.36,13.3,7,23,0.452,10,49.8,3.25
,16:36:48,5,3590,2451.6,3.37,13.3,7,23,0.453,10,49.8,3.25
