Data file,,DRYSLIDE_ISO10_12C_002.TSV,,,,,,,,,,
,09:52:49,4,3600,893.1,1.17,13.3,7,11.4,0.163,10,50.2,1.12
,09:52:50,4,3600,894.1,1.17,13.3,7,11.4,0.163,10,50.2,1.12
,09:52:51,4,3600,895.1,1.17,13.3,7,11.4,0.169,10,50.2,1.12
,09:52:52,4,3600,896.1,1.17,13.3,7,11.4,0.176,10,50.2,1.12
,09:52:53,4,3600,897.1,1.17,13.3,6,11.4,0.182,10,50.2,1.12
,09:52:54,4,3600,898.1,1.17,13.3,7,11.4,0.176,10,50.2,1.12
,09:52:55,4,3600,899.1,1.18,13.3,7,11.4,0.17,10,50.2,1.13
,09:52:56,4,3600,900.1,1.18,13.3,7,11.4,0.171,10,50.2,1.13
,09:52:57,4,3600,901.1,1.18,13.3,7,11.5,0.177,10,50.1,1.13
,09:52:58,4,3600,902.1,1.18,13.3,7,11.5,0.176,10,50.2,1.12
,09:52:59,4,3600,903.1,1.18,13.3,7,11.5,0.176,10,50.2,1.12
,09:53:00,4,3600,904.1,1.18,13.3,7,11.5,0.177,10,50.2,1.13
,09:53:01,4,3600,905.1,1.18,13.3,7,11.5,0.177,10,50.2,1.13
,09:53:02,4,3600,906.1,1.18,13.3,7,11.5,0.171,10,50.2,1.13
,09:53:03,4,3600,907.1,1.18,13.3,7,11.6,0.164,10,50.2,1.13
,09:53:04,4,3600,908.1,1.18,13.3,7,11.6,0.158,10,50.2,1.12
,09:53:05,4,3600,909.1,1.17,13.3,7,11.6,0.158,10,50.2,1.12
,09:53:06,4,3600,910.1,1.17,13.3,7,11.6,0.158,10,50.2,1.12
,09:53:07,4,3600,911.1,1.17,13.3,7,11.6,0.163,10,50.2,1.12
,09:53:08,4,3600,912.1,1.17,13.3,7,11.6,0.169,10,50.2,1.12
,09:53:09,4,3600,913.1,1.17,13.3,7,11.6,0.176,10,50.2,1.12
,09:53:10,4,3600,914.1,1.17,13.3,7,11.6,0.176,10,50.2,1.12
,09:53:11,4,3600,915.1,1.17,13.3,7,11.7,0.176,10,50.2,1.12
,09:53:12,4,3600,916.1,1.17,13.3,6,11.7,0.182,10,50.2,1.12
,09:53:13,4,3600,917.1,1.17,13.3,7,11.7,0.176,10,50.2,1.12
,09:53:14,4,3600,918.1,1.17,13.3,7,11.7,0.176,10,50.2,1.12
,09:53:15,4,3600,919.1,1.18,13.3,7,11.7,0.176,10,50.2,1.12
,09:53:16,4,3600,920.1,1.17,13.3,7,11.8,0.176,10,50.2,1.12
,09:53:17,4,3600,921.1,1.18,13.3,6,11.8,0.184,10,50.2,1.13
,09:53:18,4,3600,922.1,1.18,13.3,7,11.8,0.177,10,50.2,1.13
,09:53:19,4,3600,923.1,1.19,13.3,7,11.8,0.171,10,50.2,1.13
,09:53:20,4,3600,924.1,1.18,13.3,7,11.8,0.177,10,50.2,1.13
,09:53:21,4,3600,925.1,1.18,13.3,7,11.8,0.177,10,50.2,1.13
,09:53:22,4,3600,926.1,1.18,13.3,7,11.8,0.177,10,50.2,1.13
,09:53:23,4,3600,927.1,1.18,13.3,7,11.9,0.171,10,50.2,1.13
,09:53:24,4,3600,928.1,1.19,13.3,7,11.9,0.171,10,50.2,1.13
,09:53:25,4,3600,929.1,1.19,13.3,7,11.9,0.171,10,50.2,1.13
,09:53:26,4,3600,930.1,1.19,13.3,7,11.9,0.171,10,50.2,1.13
,09:53:27,4,3600,931.1,1.18,13.3,7,11.9,0.171,10,50.2,1.13
,09:53:28,4,3600,932.1,1.18,13.3,7,11.9,0.176,10,50.2,1.12
,09:53:29,4,3600,933.1,1.18,13.3,7,11.9,0.177,10,50.2,1.12
,09:53:30,4,3600,934.1,1.18,13.3,7,11.9,0.17,10,50.2,1.13
,09:53:31,4,3600,935.1,1.18,13.3,7,12,0.171,10,50.2,1.13
,09:53:32,4,3600,936.1,1.18,13.3,7,12,0.171,10,50.2,1.13
,09:53:33,4,3600,937.1,1.18,13.3,7,12,0.171,10,50.2,1.13
,09:53:34,4,3600,938.1,1.19,13.3,7,12,0.171,10,50.2,1.13
,09:53:35,4,3600,939.1,1.18,13.3,7,12,0.171,10,50.2,1.13
,09:53:36,4,3600,940.1,1.18,13.3,7,12,0.177,10,50.2,1.13
,09:53:37,4,3600,941.1,1.18,13.3,7,12.1,0.177,10,50.2,1.13
,09:53:38,4,3600,942.1,1.18,13.3,7,12.1,0.171,10,50.2,1.13
,09:53:39,4,3600,943.1,1.19,13.3,7,12.1,0.178,10,50.2,1.13
,09:53:40,4,3600,944.1,1.19,13.3,7,12.1,0.178,10,50.2,1.13
,09:53:41,4,3600,945.1,1.19,13.3,7,12.1,0.178,10,50.2,1.13
,09:53:42,4,3600,946.1,1.19,13.3,7,12.1,0.165,10,50.2,1.13
,09:53:43,4,3600,947.1,1.19,13.3,7,12.2,0.166,10,50.2,1.14
,09:53:44,4,3600,948.1,1.19,13.3,7,12.2,0.16,10,50.2,1.14
,09:53:45,4,3600,949.1,1.19,13.3,7,12.2,0.16,10,50.2,1.14
,09:53:46,4,3600,950.1,1.18,13.3,7,12.2,0.159,10,50.2,1.13
,09:53:47,4,3600,951.1,1.18,13.3,7,12.2,0.159,10,50.2,1.13
,09:53:48,4,3600,952.1,1.18,13.3,7,12.2,0.164,10,50.2,1.12
,09:53:49,4,3600,953.1,1.18,13.3,7,12.2,0.17,10,50.2,1.12
,09:53:50,4,3600,954.1,1.17,13.3,7,12.2,0.176,10,50.2,1.12
,09:53:51,4,3600,955.1,1.17,13.3,7,12.2,0.175,10,50.2,1.12
,09:53:52,4,3600,956.1,1.17,13.3,6,12.3,0.183,10,50.1,1.12
,09:53:53,4,3600,957.1,1.18,13.3,7,12.3,0.177,10,50.2,1.13
,09:53:54,4,3600,958.1,1.18,13.3,7,12.3,0.177,10,50.1,1.13
,09:53:55,4,3600,959.1,1.18,13.3,7,12.3,0.177,10,50.2,1.13
,09:53:56,4,3600,960.1,1.18,13.3,7,12.3,0.177,10,50.2,1.13
,09:53:57,4,3600,961.1,1.18,13.3,7,12.4,0.177,10,50.2,1.12
,09:53:58,4,3600,962.1,1.18,13.3,7,12.4,0.176,10,50.2,1.12
,09:53:59,4,3600,963.1,1.18,13.3,7,12.4,0.176,10,50.2,1.12
,09:54:00,4,3600,964.1,1.18,13.3,7,12.4,0.177,10,50.2,1.13
,09:54:01,4,3600,965.1,1.19,13.3,7,12.5,0.171,10,50.2,1.13
,09:54:02,4,3600,966.1,1.19,13.3,7,12.5,0.165,10,50.2,1.13
,09:54:03,4,3600,967.1,1.18,13.3,7,12.5,0.165,10,50.2,1.13
,09:54:04,4,3600,968.1,1.18,13.3,7,12.5,0.164,10,50.2,1.13
,09:54:05,4,3600,969.1,1.18,13.3,7,12.5,0.164,10,50.2,1.13
,09:54:06,4,3600,970.1,1.18,13.3,7,12.5,0.17,10,50.2,1.13
,09:54:07,4,3600,971.1,1.18,13.3,7,12.5,0.176,10,50.2,1.12
,09:54:08,4,3600,972.1,1.18,13.3,7,12.5,0.176,10,50.2,1.12
,09:54:09,4,3600,973.1,1.17,13.3,6,12.5,0.183,10,50.2,1.12
,09:54:10,4,3600,974.1,1.18,13.3,7,12.6,0.176,10,50.2,1.12
,09:54:11,4,3600,975.1,1.18,13.3,7,12.6,0.177,10,50.2,1.13
,09:54:12,4,3600,976.1,1.18,13.3,7,12.6,0.177,10,50.1,1.13
,09:54:13,4,3600,977.1,1.18,13.3,7,12.6,0.177,10,50.1,1.13
,09:54:14,4,3600,978.1,1.19,13.3,7,12.6,0.178,10,50.1,1.13
,09:54:15,4,3600,979.1,1.19,13.3,7,12.6,0.179,10,50.2,1.14
,09:54:16,4,3600,980.1,1.19,13.3,7,12.7,0.179,10,50.2,1.14
,09:54:17,4,3600,981.1,1.19,13.3,7,12.7,0.172,10,50.2,1.14
,09:54:18,4,3600,982.1,1.19,13.3,7,12.7,0.171,10,50.2,1.13
,09:54:19,4,3600,983.1,1.19,13.3,7,12.7,0.178,10,50.2,1.13
,09:54:20,4,3600,984.1,1.18,13.3,7,12.7,0.177,10,50.2,1.13
,09:54:21,4,3600,985.1,1.19,13.3,7,12.7,0.172,10,50.2,1.13
,09:54:22,4,3600,986.1,1.19,13.3,7,12.8,0.172,10,50.2,1.13
,09:54:23,4,3600,987.1,1.19,13.3,7,12.8,0.172,10,50.2,1.13
,09:54:24,4,3600,988.1,1.19,13.3,7,12.8,0.171,10,50.2,1.13
,09:54:25,4,3600,989.1,1.18,13.3,7,12.8,0.171,10,50.2,1.13
,09:54:26,4,3600,990.1,1.18,13.3,7,12.8,0.177,10,50.2,1.13
,09:54:27,4,3600,991.1,1.19,13.3,7,12.8,0.178,10,50.2,1.13
,09:54:28,4,3600,992.1,1.19,13.3,7,12.8,0.172,10,50.2,1.14
,09:54:29,4,3600,993.1,1.2,13.3,7,12.8,0.173,10,50.2,1.14
,09:54:30,4,3600,994.1,1.19,13.3,7,12.9,0.172,10,50.2,1.14
,09:54:31,4,3600,995.1,1.19,13.3,7,12.9,0.179,10,50.2,1.13
,09:54:32,4,3600,996.1,1.19,13.3,7,12.9,0.178,10,50.2,1.13
,09:54:33,4,3600,997.1,1.19,13.3,7,12.9,0.178,10,50.2,1.13
,09:54:34,4,3600,998.1,1.19,13.3,7,12.9,0.179,10,50.2,1.14
,09:54:35,4,3600,999.1,1.19,13.3,7,12.9,0.172,10,50.2,1.14
,09:54:36,4,3600,1000.1,1.2,13.3,7,13,0.173,10,50.2,1.14
,09:54:37,4,3600,1001.1,1.2,13.3,7,13,0.173,10,50.2,1.14
,09:54:38,4,3600,1002.1,1.2,13.3,7,13,0.173,10,50.2,1.14
,09:54:39,4,3600,1003.1,1.2,13.3,7,13,0.173,10,50.2,1.14
,09:54:40,4,3600,1004.1,1.2,13.3,7,13,0.173,10,50.2,1.14
,09:54:41,4,3600,1005.1,1.2,13.3,7,13,0.173,10,50.2,1.14
,09:54:42,4,3600,1006.1,1.2,13.3,7,13,0.173,10,50.2,1.14
,09:54:43,4,3600,1007.1,1.2,13.3,7,13,0.179,10,50.2,1.14
,09:54:44,4,3600,1008.1,1.19,13.3,7,13,0.172,10,50.2,1.14
,09:54:45,4,3600,1009.1,1.19,13.3,7,13,0.178,10,50.2,1.13
,09:54:46,4,3600,1010.1,1.19,13.3,7,13.1,0.178,10,50.2,1.13
,09:54:47,4,3600,1011.1,1.19,13.3,6,13.1,0.186,10,50.2,1.14
,09:54:48,4,3600,1012.1,1.2,13.3,7,13.1,0.179,10,50.2,1.14
,09:54:49,4,3600,1013.1,1.2,13.3,7,13.1,0.173,10,50.2,1.14
,09:54:50,4,3600,1014.1,1.2,13.3,7,13.1,0.173,10,50.2,1.14
,09:54:51,4,3600,1015.1,1.2,13.3,7,13.1,0.173,10,50.2,1.14
,09:54:52,4,3600,1016.1,1.2,13.3,7,13.1,0.173,10,50.2,1.14
,09:54:53,4,3600,1017.1,1.2,13.3,7,13.1,0.173,10,50.2,1.14
,09:54:54,4,3600,1018.1,1.2,13.3,7,13.2,0.173,10,50.2,1.14
,09:54:55,4,3600,1019.1,1.2,13.3,7,13.2,0.173,10,50.2,1.14
,09:54:56,4,3600,1020.1,1.2,13.3,7,13.2,0.167,10,50.2,1.14
,09:54:57,4,3600,1021.1,1.2,13.3,7,13.2,0.167,10,50.2,1.14
,09:54:58,4,3600,1022.1,1.2,13.3,7,13.2,0.161,10,50.2,1.14
,09:54:59,4,3600,1023.1,1.19,13.3,7,13.2,0.166,10,50.2,1.14
,09:55:00,4,3600,1024.1,1.19,13.3,7,13.2,0.165,10,50.2,1.13
,09:55:01,4,3600,1025.1,1.18,13.3,7,13.3,0.171,10,50.2,1.13
,09:55:02,4,3600,1026.1,1.18,13.3,7,13.3,0.171,10,50.2,1.13
,09:55:03,4,3600,1027.1,1.18,13.3,7,13.3,0.177,10,50.2,1.13
,09:55:04,4,3600,1028.1,1.18,13.3,7,13.3,0.177,10,50.2,1.13
,09:55:05,4,3600,1029.1,1.18,13.3,7,13.3,0.177,10,50.2,1.13
,09:55:06,4,3600,1030.1,1.18,13.3,7,13.3,0.177,10,50.1,1.13
,09:55:07,4,3600,1031.1,1.19,13.3,7,13.3,0.178,10,50.2,1.13
,09:55:08,4,3600,1032.1,1.19,13.3,7,13.3,0.178,10,50.2,1.13
,09:55:09,4,3600,1033.1,1.19,13.3,7,13.3,0.178,10,50.2,1.13
,09:55:10,4,3600,1034.1,1.19,13.3,7,13.3,0.179,10,50.2,1.14
,09:55:11,4,3600,1035.1,1.19,13.3,7,13.4,0.179,10,50.2,1.14
,09:55:12,4,3600,1036.1,1.2,13.3,7,13.4,0.179,10,50.2,1.14
,09:55:13,4,3600,1037.1,1.2,13.3,7,13.4,0.173,10,50.2,1.14
,09:55:14,4,3600,1038.1,1.2,13.3,7,13.4,0.167,10,50.2,1.14
,09:55:15,4,3600,1039.1,1.19,13.3,7,13.4,0.166,10,50.2,1.14
,09:55:16,4,3600,1040.1,1.19,13.3,7,13.4,0.165,10,50.2,1.13
,09:55:17,4,3600,1041.1,1.19,13.3,7,13.4,0.178,10,50.2,1.13
,09:55:18,4,3600,1042.1,1.19,13.3,6,13.4,0.185,10,50.2,1.13
,09:55:19,4,3600,1043.1,1.19,13.3,7,13.4,0.179,10,50.2,1.14
,09:55:20,4,3600,1044.1,1.2,13.3,7,13.4,0.179,10,50.2,1.14
,09:55:21,4,3600,1045.1,1.2,13.3,7,13.5,0.173,10,50.2,1.14
,09:55:22,4,3600,1046.1,1.19,13.3,7,13.5,0.172,10,50.2,1.14
,09:55:23,4,3600,1047.1,1.19,13.3,7,13.5,0.179,10,50.2,1.14
,09:55:24,4,3600,1048.1,1.19,13.3,7,13.5,0.172,10,50.2,1.14
,09:55:25,4,3600,1049.1,1.2,13.3,7,13.5,0.179,10,50.2,1.14
,09:55:26,4,3600,1050.1,1.2,13.3,7,13.5,0.18,10,50.2,1.14
,09:55:27,4,3600,1051.1,1.2,13.3,7,13.5,0.173,10,50.2,1.15
,09:55:28,4,3600,1052.1,1.2,13.3,7,13.5,0.173,10,50.2,1.14
,09:55:29,4,3600,1053.1,1.2,13.3,7,13.5,0.173,10,50.2,1.14
,09:55:30,4,3600,1054.1,1.19,13.3,7,13.5,0.166,10,50.2,1.14
,09:55:31,4,3600,1055.1,1.19,13.3,7,13.5,0.166,10,50.2,1.14
,09:55:32,4,3600,1056.1,1.19,13.3,7,13.5,0.165,10,50.2,1.13
,09:55:33,4,3600,1057.1,1.19,13.3,7,13.5,0.165,10,50.2,1.13
,09:55:34,4,3600,1058.1,1.18,13.3,7,13.5,0.165,10,50.2,1.13
,09:55:35,4,3600,1059.1,1.18,13.3,7,13.5,0.171,10,50.2,1.13
,09:55:36,4,3600,1060.1,1.18,13.3,7,13.5,0.171,10,50.2,1.13
,09:55:37,4,3600,1061.1,1.18,13.3,7,13.6,0.177,10,50.2,1.13
,09:55:38,4,3600,1062.1,1.18,13.3,6,13.6,0.184,10,50.2,1.13
,09:55:39,4,3600,1063.1,1.18,13.3,7,13.6,0.177,10,50.2,1.13
,09:55:40,4,3600,1064.1,1.18,13.3,6,13.6,0.185,10,50.2,1.13
,09:55:41,4,3600,1065.1,1.19,13.3,6,13.6,0.185,10,50.2,1.13
,09:55:42,4,3600,1066.1,1.19,13.3,6,13.6,0.186,10,50.1,1.14
,09:55:43,4,3600,1067.1,1.2,13.3,7,13.6,0.179,10,50.2,1.14
,09:55:44,4,3600,1068.1,1.2,13.3,7,13.6,0.18,10,50.2,1.14
,09:55:45,4,3600,1069.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:55:46,4,3600,1070.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:55:47,4,3600,1071.1,1.2,13.3,7,13.6,0.18,10,50.2,1.14
,09:55:48,4,3600,1072.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:55:49,4,3600,1073.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:55:50,4,3600,1074.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:55:51,4,3600,1075.1,1.19,13.3,7,13.6,0.172,10,50.2,1.14
,09:55:52,4,3600,1076.1,1.19,13.3,7,13.6,0.165,10,50.2,1.13
,09:55:53,4,3600,1077.1,1.19,13.3,7,13.6,0.165,10,50.2,1.13
,09:55:54,4,3600,1078.1,1.19,13.3,7,13.6,0.171,10,50.2,1.13
,09:55:55,4,3600,1079.1,1.19,13.3,7,13.6,0.178,10,50.2,1.13
,09:55:56,4,3600,1080.1,1.19,13.3,6,13.6,0.186,10,50.2,1.14
,09:55:57,4,3600,1081.1,1.2,13.3,7,13.6,0.179,10,50.2,1.14
,09:55:58,4,3600,1082.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:55:59,4,3600,1083.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:56:00,4,3600,1084.1,1.2,13.3,7,13.6,0.179,10,50.2,1.14
,09:56:01,4,3600,1085.1,1.19,13.3,6,13.6,0.186,10,50.2,1.14
,09:56:02,4,3600,1086.1,1.19,13.3,7,13.6,0.179,10,50.2,1.14
,09:56:03,4,3600,1087.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:56:04,4,3600,1088.1,1.2,13.3,7,13.6,0.174,10,50.2,1.15
,09:56:05,4,3600,1089.1,1.21,13.3,7,13.6,0.174,10,50.2,1.15
,09:56:06,4,3600,1090.1,1.2,13.3,7,13.6,0.174,10,50.1,1.15
,09:56:07,4,3600,1091.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:56:08,4,3600,1092.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:56:09,4,3600,1093.1,1.2,13.3,7,13.6,0.18,10,50.2,1.15
,09:56:10,4,3600,1094.1,1.2,13.3,7,13.6,0.18,10,50.2,1.15
,09:56:11,4,3600,1095.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:56:12,4,3600,1096.1,1.2,13.3,7,13.6,0.174,10,50.2,1.15
,09:56:13,4,3600,1097.1,1.2,13.3,7,13.6,0.168,10,50.2,1.15
,09:56:14,4,3600,1098.1,1.2,13.3,7,13.6,0.168,10,50.2,1.15
,09:56:15,4,3600,1099.1,1.2,13.3,7,13.6,0.174,10,50.2,1.15
,09:56:16,4,3600,1100.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:56:17,4,3600,1101.1,1.19,13.3,7,13.7,0.172,10,50.2,1.13
,09:56:18,4,3600,1102.1,1.19,13.3,7,13.7,0.165,10,50.2,1.13
,09:56:19,4,3600,1103.1,1.19,13.3,7,13.7,0.16,10,50.2,1.13
,09:56:20,4,3600,1104.1,1.19,13.3,7,13.7,0.165,10,50.2,1.13
,09:56:21,4,3600,1105.1,1.19,13.3,7,13.7,0.171,10,50.2,1.13
,09:56:22,4,3600,1106.1,1.19,13.3,7,13.7,0.178,10,50.2,1.13
,09:56:23,4,3600,1107.1,1.19,13.3,6,13.7,0.185,10,50.2,1.13
,09:56:24,4,3600,1108.1,1.19,13.3,6,13.7,0.185,10,50.2,1.13
,09:56:25,4,3600,1109.1,1.19,13.3,6,13.7,0.186,10,50.2,1.14
,09:56:26,4,3600,1110.1,1.2,13.3,7,13.7,0.179,10,50.2,1.14
,09:56:27,4,3600,1111.1,1.2,13.3,7,13.7,0.173,10,50.2,1.14
,09:56:28,4,3600,1112.1,1.19,13.3,7,13.7,0.172,10,50.2,1.14
,09:56:29,4,3600,1113.1,1.19,13.3,7,13.7,0.179,10,50.2,1.14
,09:56:30,4,3600,1114.1,1.19,13.3,7,13.7,0.179,10,50.2,1.14
,09:56:31,4,3600,1115.1,1.2,13.3,7,13.6,0.18,10,50.1,1.14
,09:56:32,4,3600,1116.1,1.2,13.3,7,13.6,0.18,10,50.2,1.14
,09:56:33,4,3600,1117.1,1.2,13.3,7,13.6,0.18,10,50.2,1.15
,09:56:34,4,3600,1118.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:56:35,4,3600,1119.1,1.2,13.3,7,13.6,0.173,10,50.1,1.15
,09:56:36,4,3600,1120.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:56:37,4,3600,1121.1,1.2,13.3,7,13.6,0.173,10,50.1,1.14
,09:56:38,4,3600,1122.1,1.19,13.3,7,13.6,0.179,10,50.1,1.14
,09:56:39,4,3600,1123.1,1.19,13.3,7,13.6,0.179,10,50.1,1.14
,09:56:40,4,3600,1124.1,1.19,13.3,7,13.6,0.179,10,50.1,1.14
,09:56:41,4,3600,1125.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:56:42,4,3600,1126.1,1.2,13.3,7,13.6,0.173,10,50.2,1.15
,09:56:43,4,3600,1127.1,1.2,13.3,7,13.6,0.174,10,50.2,1.15
,09:56:44,4,3600,1128.1,1.2,13.3,7,13.6,0.174,10,50.2,1.15
,09:56:45,4,3600,1129.1,1.2,13.3,7,13.6,0.168,10,50.2,1.15
,09:56:46,4,3600,1130.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:56:47,4,3600,1131.1,1.19,13.3,7,13.6,0.172,10,50.2,1.14
,09:56:48,4,3600,1132.1,1.19,13.3,7,13.6,0.179,10,50.2,1.14
,09:56:49,4,3600,1133.1,1.19,13.3,7,13.6,0.179,10,50.2,1.14
,09:56:50,4,3600,1134.1,1.2,13.3,7,13.6,0.173,10,50.2,1.14
,09:56:51,4,3600,1135.1,1.2,13.3,7,13.6,0.167,10,50.2,1.15
,09:56:52,4,3600,1136.1,1.2,13.3,7,13.6,0.167,10,50.2,1.14
,09:56:53,4,3600,1137.1,1.19,13.3,7,13.6,0.172,10,50.2,1.14
,09:56:54,4,3600,1138.1,1.19,13.3,7,13.6,0.179,10,50.2,1.14
,09:56:55,4,3600,1139.1,1.19,13.3,7,13.6,0.179,10,50.2,1.14
,09:56:56,4,3600,1140.1,1.19,13.3,6,13.6,0.186,10,50.2,1.14
,09:56:57,4,3600,1141.1,1.2,13.3,6,13.6,0.187,10,50.2,1.14
,09:56:58,4,3600,1142.1,1.2,13.3,6,13.6,0.187,10,50.2,1.14
,09:56:59,4,3600,1143.1,1.2,13.3,7,13.6,0.18,10,50.2,1.15
,09:57:00,4,3600,1144.1,1.21,13.3,7,13.6,0.181,10,50.2,1.15
,09:57:01,4,3600,1145.1,1.21,13.3,7,13.6,0.181,10,50.2,1.15
,09:57:02,4,3600,1146.1,1.21,13.3,7,13.6,0.175,10,50.2,1.15
,09:57:03,4,3600,1147.1,1.21,13.3,7,13.6,0.175,10,50.2,1.15
,09:57:04,4,3600,1148.1,1.21,13.3,7,13.6,0.168,10,50.2,1.15
,09:57:05,4,3600,1149.1,1.21,13.3,7,13.6,0.162,10,50.2,1.15
,09:57:06,4,3600,1150.1,1.21,13.3,7,13.6,0.162,10,50.2,1.15
,09:57:07,4,3600,1151.1,1.2,13.3,7,13.6,0.167,10,50.2,1.15
,09:57:08,4,3600,1152.1,1.2,13.3,7,13.6,0.179,10,50.2,1.14
,09:57:09,4,3600,1153.1,1.19,13.3,6,13.6,0.186,10,50.2,1.14
,09:57:10,4,3600,1154.1,1.19,13.3,7,13.6,0.179,10,50.1,1.14
,09:57:11,4,3600,1155.1,1.2,13.3,7,13.5,0.18,10,50.2,1.15
,09:57:12,4,3600,1156.1,1.2,13.3,7,13.5,0.18,10,50.2,1.15
,09:57:13,4,3600,1157.1,1.2,13.3,7,13.5,0.174,10,50.2,1.15
,09:57:14,4,3600,1158.1,1.2,13.3,7,13.5,0.174,10,50.2,1.15
,09:57:15,4,3600,1159.1,1.2,13.3,7,13.5,0.18,10,50.2,1.15
,09:57:16,4,3600,1160.1,1.2,13.3,7,13.5,0.18,10,50.2,1.15
,09:57:17,4,3600,1161.1,1.2,13.3,7,13.5,0.18,10,50.2,1.15
,09:57:18,4,3600,1162.1,1.2,13.3,7,13.5,0.174,10,50.2,1.15
,09:57:19,4,3600,1163.1,1.2,13.3,7,13.5,0.174,10,50.2,1.15
,09:57:20,4,3600,1164.1,1.2,13.3,7,13.5,0.174,10,50.2,1.15
,09:57:21,4,3600,1165.1,1.2,13.3,7,13.5,0.168,10,50.2,1.15
,09:57:22,4,3600,1166.1,1.2,13.3,7,13.5,0.162,10,50.2,1.15
,09:57:23,4,3600,1167.1,1.2,13.3,7,13.5,0.167,10,50.2,1.14
,09:57:24,4,3600,1168.1,1.19,13.3,7,13.5,0.179,10,50.2,1.14
,09:57:25,4,3600,1169.1,1.19,13.3,7,13.5,0.172,10,50.2,1.13
,09:57:26,4,3600,1170.1,1.19,13.3,7,13.5,0.179,10,50.2,1.14
,09:57:27,4,3600,1171.1,1.2,13.3,6,13.5,0.187,10,50.2,1.14
,09:57:28,4,3600,1172.1,1.2,13.3,6,13.5,0.187,10,50.1,1.15
,09:57:29,4,3600,1173.1,1.21,13.3,7,13.5,0.181,10,50.2,1.15
,09:57:30,4,3600,1174.1,1.21,13.3,7,13.5,0.181,10,50.1,1.15
,09:57:31,4,3600,1175.1,1.2,13.3,7,13.5,0.18,10,50.2,1.15
,09:57:32,4,3600,1176.1,1.2,13.3,7,13.5,0.18,10,50.2,1.15
,09:57:33,4,3600,1177.1,1.2,13.3,7,13.5,0.173,10,50.2,1.14
,09:57:34,4,3600,1178.1,1.2,13.3,7,13.4,0.173,10,50.2,1.14
,09:57:35,4,3600,1179.1,1.2,13.3,7,13.4,0.173,10,50.2,1.15
,09:57:36,4,3600,1180.1,1.2,13.3,7,13.4,0.173,10,50.2,1.15
,09:57:37,4,3600,1181.1,1.2,13.3,7,13.4,0.173,10,50.2,1.15
,09:57:38,4,3600,1182.1,1.2,13.3,7,13.4,0.174,10,50.2,1.15
,09:57:39,4,3600,1183.1,1.21,13.3,7,13.4,0.181,10,50.2,1.15
,09:57:40,4,3600,1184.1,1.21,13.3,7,13.4,0.174,10,50.2,1.15
,09:57:41,4,3600,1185.1,1.2,13.3,7,13.4,0.168,10,50.2,1.15
,09:57:42,4,3600,1186.1,1.2,13.3,7,13.4,0.167,10,50.2,1.15
,09:57:43,4,3600,1187.1,1.2,13.3,7,13.4,0.179,10,50.1,1.14
,09:57:44,4,3600,1188.1,1.2,13.3,7,13.4,0.179,10,50.2,1.14
,09:57:45,4,3600,1189.1,1.2,13.3,7,13.4,0.179,10,50.2,1.14
,09:57:46,4,3600,1190.1,1.2,13.3,7,13.4,0.18,10,50.2,1.14
,09:57:47,4,3600,1191.1,1.2,13.3,7,13.4,0.174,10,50.2,1.15
,09:57:48,4,3600,1192.1,1.21,13.3,7,13.4,0.168,10,50.2,1.15
,09:57:49,4,3600,1193.1,1.21,13.3,7,13.4,0.162,10,50.2,1.15
,09:57:50,4,3600,1194.1,1.2,13.3,7,13.4,0.167,10,50.2,1.14
,09:57:51,4,3600,1195.1,1.19,13.3,7,13.3,0.172,10,50.1,1.14
,09:57:52,4,3600,1196.1,1.19,13.3,6,13.3,0.185,10,50.2,1.14
,09:57:53,4,3600,1197.1,1.19,13.3,7,13.3,0.179,10,50.2,1.14
,09:57:54,4,3600,1198.1,1.2,13.3,7,13.3,0.18,10,50.2,1.14
,09:57:55,4,3600,1199.1,1.2,13.3,7,13.3,0.173,10,50.2,1.15
,09:57:56,4,3600,1200.1,1.2,13.3,7,13.3,0.174,10,50.2,1.15
,09:57:57,4,3600,1201.1,1.2,13.3,7,13.3,0.173,10,50.2,1.15
,09:57:58,4,3600,1202.1,1.2,13.3,7,13.3,0.179,10,50.2,1.14
,09:57:59,4,3600,1203.1,1.19,13.3,7,13.3,0.179,10,50.2,1.14
,09:58:00,4,3600,1204.1,1.19,13.3,7,13.3,0.179,10,50.2,1.14
,09:58:01,4,3600,1205.1,1.2,13.3,7,13.3,0.173,10,50.2,1.14
