Data file,,PEEK_HEF_T31_PE10.TSV,,,,,,,,,,
,13:47:41,6,10790,68.2,1.04,13.3,7,22,0.145,10,49.9,1
,13:47:42,6,10790,69.2,1.04,13.3,7,22,0.145,10,49.9,1
,13:47:43,6,10790,70.2,1.02,13.3,7,22,0.142,10,49.9,0.98
,13:47:44,6,10790,71.2,1,13.3,7,22,0.144,10,49.9,0.96
,13:47:45,6,10790,72.2,0.98,13.3,7,22,0.142,10,49.9,0.95
,13:47:46,6,10790,73.2,0.99,13.3,7,22,0.138,10,49.9,0.96
,13:47:47,6,10790,74.2,1,13.3,7,22,0.135,10,49.9,0.97
,13:47:48,6,10790,75.2,0.99,13.3,7,22,0.133,10,49.9,0.95
,13:47:49,6,10790,76.2,0.96,13.3,7,22,0.138,10,49.9,0.92
,13:47:50,6,10790,77.2,0.93,13.3,7,22,0.134,10,49.9,0.9
,13:47:51,6,10790,78.2,0.92,13.3,7,22,0.133,10,49.9,0.88
,13:47:52,6,10790,79.2,0.9,13.3,7,22,0.126,10,49.9,0.87
,13:47:53,6,10790,80.2,0.9,13.3,7,22,0.125,10,49.9,0.87
,13:47:54,6,10790,81.2,0.9,13.3,7,22,0.129,10,49.9,0.86
,13:47:55,6,10790,82.2,0.93,13.3,7,22,0.134,10,49.9,0.9
,13:47:56,6,10790,83.2,0.95,13.3,7,22,0.137,10,49.9,0.92
,13:47:57,6,10790,84.2,0.98,13.3,7,22,0.142,10,49.9,0.95
,13:47:58,6,10790,85.2,0.97,13.3,7,22,0.14,10,49.9,0.93
,13:47:59,6,10790,86.2,0.95,13.3,7,22,0.132,10,49.9,0.91
,13:48:00,6,10790,87.2,0.93,13.3,7,22,0.13,10,49.9,0.9
,13:48:01,6,10790,88.2,0.97,13.3,7,22,0.134,10,49.9,0.93
,13:48:02,6,10790,89.2,0.98,13.3,7,22,0.141,10,49.9,0.94
,13:48:03,6,10790,90.2,0.98,13.3,7,22,0.136,10,50,0.94
,13:48:04,6,10790,91.2,0.97,13.3,7,22,0.134,10,49.9,0.93
,13:48:05,6,10790,92.2,1.01,13.3,7,22,0.146,10,49.9,0.98
,13:48:06,6,10790,93.2,1.04,13.3,7,22,0.15,10,49.9,1
,13:48:07,6,10790,94.2,1.04,13.3,7,22,0.15,10,49.9,1
,13:48:08,6,10790,95.2,1.02,13.3,7,22,0.147,10,49.9,0.98
,13:48:09,6,10790,96.2,1,13.3,7,22,0.134,10,49.9,0.96
,13:48:10,6,10790,97.2,0.97,13.3,7,22,0.136,10,49.9,0.94
,13:48:11,6,10790,98.2,0.94,13.3,7,22,0.135,10,49.9,0.9
,13:48:12,6,10790,99.2,0.9,13.3,7,22,0.13,10,49.9,0.87
,13:48:13,6,10790,100.2,0.87,13.3,7,22,0.126,10,49.9,0.84
,13:48:14,6,10790,101.2,0.85,13.3,7,22,0.123,10,49.9,0.82
,13:48:15,6,10790,102.2,0.86,13.3,7,22,0.12,10,49.9,0.83
,13:48:16,6,10790,103.2,0.88,13.3,7,22,0.122,10,49.9,0.85
,13:48:17,6,10790,104.2,0.88,13.3,7,22,0.122,10,49.9,0.85
,13:48:18,6,10790,105.2,0.87,13.3,7,22,0.121,10,50,0.83
,13:48:19,6,10790,106.2,0.87,13.3,7,22,0.125,10,50,0.84
,13:48:20,6,10790,107.2,0.87,13.3,7,22,0.131,10,49.9,0.84
,13:48:21,6,10790,108.2,0.88,13.3,7,22,0.123,10,49.9,0.85
,13:48:22,6,10790,109.2,0.87,13.3,7,22,0.122,10,49.9,0.84
,13:48:23,6,10790,110.2,0.87,13.3,7,22,0.121,10,49.9,0.84
,13:48:24,6,10790,111.2,0.86,13.3,7,22,0.119,10,50,0.83
,13:48:25,6,10790,112.2,0.87,13.3,7,22,0.121,10,49.9,0.84
,13:48:26,6,10790,113.2,0.88,13.3,7,22,0.123,10,50,0.85
,13:48:27,6,10790,114.2,0.89,13.3,7,22,0.123,10,49.9,0.85
,13:48:28,6,10790,115.2,0.9,13.3,7,22,0.125,10,49.9,0.87
,13:48:29,6,10790,116.2,0.96,13.3,7,22,0.138,10,49.9,0.93
,13:48:30,6,10790,117.2,1.01,13.3,7,22,0.146,10,49.9,0.98
,13:48:31,6,10790,118.2,1.03,13.3,7,22,0.149,10,49.9,0.99
,13:48:32,6,10790,119.2,0.98,13.3,7,22,0.142,10,49.9,0.94
,13:48:33,6,10790,120.2,0.96,13.3,7,22,0.134,10,49.9,0.93
,13:48:34,6,10790,121.2,1,13.3,7,22,0.145,10,49.9,0.98
,13:48:35,6,10790,122.2,1.08,13.3,7,22,0.155,10,49.9,1.04
,13:48:36,6,10790,123.2,1.12,13.3,7,22,0.161,10,50,1.08
,13:48:37,6,10790,124.2,1.11,13.3,7,22,0.155,10,49.9,1.07
,13:48:38,6,10790,125.2,1.07,13.3,7,22,0.149,10,50,1.03
,13:48:39,6,10790,126.2,1.04,13.3,7,22,0.144,10,49.9,0.99
,13:48:40,6,10790,127.2,0.99,13.3,7,22,0.143,10,49.9,0.96
,13:48:41,6,10790,128.2,0.97,13.3,7,22,0.136,10,50,0.94
,13:48:42,6,10790,129.2,1,13.3,7,22,0.145,10,49.9,0.97
,13:48:43,6,10790,130.2,1.07,13.3,7,22,0.148,10,49.9,1.03
,13:48:44,6,10790,131.2,1.12,13.3,7,22,0.151,10,49.9,1.08
,13:48:45,6,10790,132.2,1.14,13.3,7,22,0.153,10,49.9,1.1
,13:48:46,6,10790,133.2,1.12,13.3,7,22,0.156,10,49.9,1.08
,13:48:47,6,10790,134.2,1.09,13.3,7,22,0.158,10,49.9,1.05
,13:48:48,6,10790,135.2,1.07,13.3,7,22,0.155,10,49.9,1.03
,13:48:49,6,10790,136.2,1.06,13.3,7,22,0.148,10,50,1.02
,13:48:50,6,10790,137.2,1.06,13.3,7,22,0.147,10,49.9,1.02
,13:48:51,6,10790,138.2,1.04,13.3,7,22,0.145,10,49.9,1
,13:48:52,6,10790,139.2,1.03,13.3,7,22,0.149,10,49.9,0.99
,13:48:53,6,10790,140.2,1.02,13.3,7,22,0.147,10,49.9,0.98
,13:48:54,6,10790,141.2,1.01,13.3,7,22,0.146,10,49.9,0.98
,13:48:55,6,10790,142.2,1.02,13.3,7,22,0.141,10,49.9,0.98
,13:48:56,6,10790,143.2,1.02,13.3,7,22,0.137,10,50,0.98
,13:48:57,6,10790,144.2,1,13.3,7,22,0.145,10,49.9,0.97
,13:48:58,6,10790,145.2,0.99,13.3,7,22,0.143,10,49.9,0.96
,13:48:59,6,10790,146.2,0.98,13.3,7,22,0.142,10,49.9,0.95
,13:49:00,6,10790,147.2,1,13.3,7,22,0.139,10,49.9,0.96
,13:49:01,6,10790,148.2,1,13.3,7,22,0.139,10,49.9,0.97
,13:49:02,6,10790,149.2,1.01,13.3,7,22,0.136,10,49.9,0.98
,13:49:03,6,10790,150.2,1,13.3,7,22,0.139,10,49.9,0.97
,13:49:04,6,10790,151.2,0.99,13.3,7,22,0.143,10,49.9,0.96
,13:49:05,6,10790,152.2,0.99,13.3,7,22,0.143,10,49.9,0.96
,13:49:06,6,10790,153.2,0.99,13.3,7,22,0.143,10,49.9,0.96
,13:49:07,6,10790,154.2,1,13.3,7,22,0.144,10,49.9,0.96
,13:49:08,6,10790,155.2,0.99,13.3,7,22,0.134,10,49.9,0.96
,13:49:09,6,10790,156.2,1,13.3,7,22,0.135,10,49.9,0.97
,13:49:10,6,10790,157.2,1.02,13.3,7,22,0.142,10,49.9,0.99
,13:49:11,6,10790,158.2,1.04,13.3,7,22,0.145,10,49.9,1
,13:49:12,6,10790,159.2,1.04,13.3,7,22,0.145,10,49.9,1
,13:49:13,6,10790,160.2,1.02,13.3,7,22,0.142,10,50,0.98
,13:49:14,6,10790,161.2,1,13.3,7,22,0.144,10,50,0.96
,13:49:15,6,10790,162.2,0.99,13.3,7,22,0.142,10,49.9,0.95
,13:49:16,6,10790,163.2,0.97,13.3,7,22,0.141,10,49.9,0.94
,13:49:17,6,10790,164.2,0.95,13.3,7,22,0.133,10,49.9,0.92
,13:49:18,6,10790,165.2,0.94,13.3,7,22,0.136,10,49.9,0.91
,13:49:19,6,10790,166.2,0.94,13.3,7,22,0.135,10,49.9,0.91
,13:49:20,6,10790,167.2,0.97,13.3,7,22,0.14,10,49.9,0.94
,13:49:21,6,10790,168.2,1.06,13.3,7,22,0.154,10,50,1.03
,13:49:22,6,10790,169.2,1.12,13.3,7,22,0.156,10,50,1.09
,13:49:23,6,10790,170.2,1.13,13.3,7,22,0.152,10,49.9,1.09
,13:49:24,6,10790,171.2,1.08,13.3,7,22,0.145,10,49.9,1.04
,13:49:25,6,10790,172.2,1.05,13.3,7,22,0.146,10,49.9,1.01
,13:49:26,6,10790,173.2,1.03,13.3,7,22,0.143,10,49.9,0.99
,13:49:27,6,10790,174.2,1.08,13.3,7,22,0.15,10,49.9,1.05
,13:49:28,6,10790,175.2,1.12,13.3,7,22,0.15,10,49.9,1.08
,13:49:29,6,10790,176.2,1.13,13.3,7,22,0.152,10,49.9,1.09
,13:49:30,6,10790,177.2,1.11,13.3,7,22,0.154,10,49.9,1.07
,13:49:31,6,10790,178.2,1.12,13.3,7,22,0.161,10,49.9,1.08
,13:49:32,6,10790,179.2,1.13,13.3,7,22,0.163,10,49.9,1.09
,13:49:33,6,10790,180.2,1.11,13.3,7,22,0.155,10,49.9,1.07
,13:49:34,6,10790,181.2,1.08,13.3,7,22,0.145,10,49.9,1.04
,13:49:35,6,10790,182.2,1.06,13.3,7,22,0.148,10,49.9,1.02
,13:49:36,6,10790,183.2,1.03,13.3,7,22,0.149,10,50,0.99
,13:49:37,6,10790,184.2,1.02,13.3,7,22,0.147,10,49.9,0.98
,13:49:38,6,10790,185.2,1.02,13.3,7,22,0.142,10,49.9,0.99
,13:49:39,6,10790,186.2,1.04,13.3,7,22,0.145,10,49.9,1.01
,13:49:40,6,10790,187.2,1.08,13.3,7,22,0.15,10,49.9,1.05
,13:49:41,6,10790,188.2,1.14,13.3,7,22,0.165,10,49.9,1.11
,13:49:42,6,10790,189.2,1.17,13.3,7,22,0.169,10,49.9,1.13
,13:49:43,6,10790,190.2,1.15,13.3,7,22,0.165,10,50,1.1
,13:49:44,6,10790,191.2,1.08,13.3,7,22,0.151,10,49.9,1.04
,13:49:45,6,10790,192.2,1.05,13.3,7,22,0.146,10,49.9,1.01
,13:49:46,6,10790,193.2,1.03,13.3,7,22,0.144,10,49.9,1
,13:49:47,6,10790,194.2,1.03,13.3,7,22,0.148,10,49.9,0.99
,13:49:48,6,10790,195.2,1.01,13.3,7,22,0.141,10,49.9,0.98
,13:49:49,6,10790,196.2,1.01,13.3,7,22,0.14,10,49.9,0.97
,13:49:50,6,10790,197.2,0.99,13.3,7,22,0.138,10,49.9,0.95
,13:49:51,6,10790,198.2,0.98,13.3,7,22,0.136,10,50,0.94
,13:49:52,6,10790,199.2,0.96,13.3,7,22,0.134,10,49.9,0.93
,13:49:53,6,10790,200.2,0.95,13.3,7,22,0.133,10,50,0.92
,13:49:54,6,10790,201.2,0.94,13.3,7,22,0.131,10,50,0.9
,13:49:55,6,10790,202.2,0.91,13.3,7,22,0.127,10,49.9,0.88
,13:49:56,6,10790,203.2,0.9,13.3,7,22,0.129,10,49.9,0.86
,13:49:57,6,10790,204.2,0.9,13.3,7,22,0.13,10,49.9,0.87
,13:49:58,6,10790,205.2,0.92,13.3,7,22,0.133,10,49.9,0.89
,13:49:59,6,10790,206.2,0.93,13.3,7,22,0.134,10,49.9,0.89
,13:50:00,6,10790,207.2,0.91,13.3,7,22,0.127,10,49.9,0.88
,13:50:01,6,10790,208.2,0.9,13.3,7,22,0.12,10,49.9,0.86
,13:50:02,6,10790,209.2,0.88,13.3,7,22,0.123,10,49.9,0.85
,13:50:03,6,10790,210.2,0.87,13.3,7,22,0.126,10,49.9,0.84
,13:50:04,6,10790,211.2,0.87,13.3,7,22,0.125,10,50,0.84
,13:50:05,6,10790,212.2,0.86,13.3,7,22,0.125,10,50,0.83
,13:50:06,6,10790,213.2,0.86,13.3,7,22,0.12,10,50,0.83
,13:50:07,6,10790,214.2,0.86,13.3,7,22,0.116,10,49.9,0.83
,13:50:08,6,10790,215.2,0.87,13.3,7,22,0.117,10,49.9,0.84
,13:50:09,6,10790,216.2,0.9,13.3,7,22,0.125,10,49.9,0.87
,13:50:10,6,10790,217.2,0.9,13.3,7,22,0.13,10,49.9,0.87
,13:50:11,6,10790,218.2,0.89,13.3,7,22,0.129,10,49.9,0.86
,13:50:12,6,10790,219.2,0.89,13.3,7,22,0.129,10,50,0.86
,13:50:13,6,10790,220.2,0.9,13.3,7,22,0.129,10,50,0.86
,13:50:14,6,10790,221.2,0.9,13.3,7,22,0.126,10,49.9,0.87
,13:50:15,6,10790,222.2,0.9,13.3,7,22,0.121,10,50,0.87
,13:50:16,6,10790,223.2,0.89,13.3,7,22,0.124,10,50,0.86
,13:50:17,6,10790,224.2,0.87,13.3,7,22,0.131,10,49.9,0.84
,13:50:18,6,10790,225.2,0.86,13.3,7,22,0.124,10,49.9,0.83
,13:50:19,6,10790,226.2,0.86,13.3,7,22,0.12,10,50,0.83
,13:50:20,6,10790,227.2,0.88,13.3,7,22,0.122,10,49.9,0.84
,13:50:21,6,10790,228.2,0.88,13.3,7,22,0.122,10,49.9,0.85
,13:50:22,6,10790,229.2,0.87,13.3,7,22,0.121,10,50,0.84
,13:50:23,6,10790,230.2,0.86,13.3,7,22,0.125,10,49.9,0.83
,13:50:24,6,10790,231.2,0.87,13.3,7,22,0.117,10,49.9,0.84
,13:50:25,6,10790,232.2,0.88,13.3,7,22,0.123,10,50,0.85
,13:50:26,6,10790,233.2,0.88,13.3,7,22,0.128,10,49.9,0.85
,13:50:27,6,10790,234.2,0.86,13.3,7,22,0.124,10,50,0.83
,13:50:28,6,10790,235.2,0.84,13.3,7,22,0.121,10,50,0.81
,13:50:29,6,10790,236.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:50:30,6,10790,237.2,0.85,13.3,7,22,0.114,10,49.9,0.82
,13:50:31,6,10790,238.2,0.87,13.3,7,22,0.117,10,49.9,0.84
,13:50:32,6,10790,239.2,0.87,13.3,7,22,0.122,10,49.9,0.84
,13:50:33,6,10790,240.2,0.91,13.3,7,22,0.131,10,50,0.88
,13:50:34,6,10790,241.2,0.95,13.3,7,22,0.137,10,50,0.92
,13:50:35,6,10790,242.2,1,13.3,7,22,0.139,10,49.9,0.97
,13:50:36,6,10790,243.2,1.02,13.3,7,22,0.142,10,49.9,0.99
,13:50:37,6,10790,244.2,1.02,13.3,7,22,0.148,10,49.9,0.99
,13:50:38,6,10790,245.2,1,13.3,7,22,0.144,10,50,0.96
,13:50:39,6,10790,246.2,0.95,13.3,7,22,0.137,10,49.9,0.91
,13:50:40,6,10790,247.2,0.93,13.3,7,22,0.13,10,50,0.9
,13:50:41,6,10790,248.2,0.94,13.3,7,22,0.131,10,49.9,0.91
,13:50:42,6,10790,249.2,0.95,13.3,7,22,0.138,10,49.9,0.92
,13:50:43,6,10790,250.2,0.94,13.3,7,22,0.136,10,49.9,0.91
,13:50:44,6,10790,251.2,0.93,13.3,7,22,0.134,10,49.9,0.9
,13:50:45,6,10790,252.2,0.94,13.3,7,22,0.131,10,50,0.91
,13:50:46,6,10790,253.2,0.94,13.3,7,22,0.131,10,49.9,0.9
,13:50:47,6,10790,254.2,0.93,13.3,7,22,0.134,10,49.9,0.9
,13:50:48,6,10790,255.2,0.91,13.3,7,22,0.132,10,50,0.88
,13:50:49,6,10790,256.2,0.91,13.3,7,22,0.126,10,49.9,0.88
,13:50:50,6,10790,257.2,0.91,13.3,7,22,0.127,10,49.9,0.88
,13:50:51,6,10790,258.2,0.92,13.3,7,22,0.128,10,49.9,0.89
,13:50:52,6,10790,259.2,0.93,13.3,7,22,0.13,10,50,0.9
,13:50:53,6,10790,260.2,0.94,13.3,7,22,0.131,10,50,0.91
,13:50:54,6,10790,261.2,0.94,13.3,7,22,0.131,10,50,0.91
,13:50:55,6,10790,262.2,0.92,13.3,7,22,0.128,10,49.9,0.89
,13:50:56,6,10790,263.2,0.89,13.3,7,22,0.129,10,49.9,0.86
,13:50:57,6,10790,264.2,0.87,13.3,7,22,0.126,10,50,0.84
,13:50:58,6,10790,265.2,0.85,13.3,7,22,0.118,10,50,0.82
,13:50:59,6,10790,266.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:51:00,6,10790,267.2,0.84,13.3,7,22,0.122,10,49.9,0.81
,13:51:01,6,10790,268.2,0.85,13.3,7,22,0.128,10,49.9,0.82
,13:51:02,6,10790,269.2,0.86,13.3,7,22,0.124,10,50,0.83
,13:51:03,6,10790,270.2,0.86,13.3,7,22,0.12,10,49.9,0.84
,13:51:04,6,10790,271.2,0.87,13.3,7,22,0.116,10,49.9,0.84
,13:51:05,6,10790,272.2,0.87,13.3,7,22,0.121,10,49.9,0.84
,13:51:06,6,10790,273.2,0.86,13.3,7,22,0.124,10,49.9,0.83
,13:51:07,6,10790,274.2,0.85,13.3,7,22,0.119,10,49.9,0.82
,13:51:08,6,10790,275.2,0.85,13.3,7,22,0.122,10,50,0.82
,13:51:09,6,10790,276.2,0.86,13.3,7,22,0.119,10,49.9,0.83
,13:51:10,6,10790,277.2,0.87,13.3,7,22,0.126,10,49.9,0.84
,13:51:11,6,10790,278.2,0.88,13.3,7,22,0.123,10,49.9,0.85
,13:51:12,6,10790,279.2,0.87,13.3,7,22,0.122,10,49.9,0.84
,13:51:13,6,10790,280.2,0.86,13.3,7,22,0.12,10,49.9,0.83
,13:51:14,6,10790,281.2,0.85,13.3,7,22,0.115,10,49.9,0.82
,13:51:15,6,10790,282.2,0.86,13.3,7,22,0.115,10,49.9,0.83
,13:51:16,6,10790,283.2,0.87,13.3,7,22,0.125,10,49.9,0.83
,13:51:17,6,10790,284.2,0.86,13.3,7,22,0.129,10,49.9,0.83
,13:51:18,6,10790,285.2,0.86,13.3,7,22,0.128,10,50,0.83
,13:51:19,6,10790,286.2,0.86,13.3,7,22,0.124,10,49.9,0.83
,13:51:20,6,10790,287.2,0.87,13.3,7,22,0.121,10,49.9,0.84
,13:51:21,6,10790,288.2,0.88,13.3,7,22,0.127,10,50,0.85
,13:51:22,6,10790,289.2,0.89,13.3,7,22,0.129,10,49.9,0.86
,13:51:23,6,10790,290.2,0.89,13.3,7,22,0.128,10,50,0.86
,13:51:24,6,10790,291.2,0.9,13.3,7,22,0.13,10,49.9,0.87
,13:51:25,6,10790,292.2,0.89,13.3,7,22,0.124,10,50,0.86
,13:51:26,6,10790,293.2,0.89,13.3,7,22,0.123,10,50,0.85
,13:51:27,6,10790,294.2,0.87,13.3,7,22,0.125,10,49.9,0.84
,13:51:28,6,10790,295.2,0.88,13.3,7,22,0.131,10,50,0.84
,13:51:29,6,10790,296.2,0.89,13.3,7,22,0.128,10,50,0.86
,13:51:30,6,10790,297.2,0.9,13.3,7,22,0.125,10,50,0.87
,13:51:31,6,10790,298.2,0.88,13.3,7,22,0.123,10,49.9,0.85
,13:51:32,6,10790,299.2,0.87,13.3,7,22,0.122,10,49.9,0.84
,13:51:33,6,10790,300.2,0.87,13.3,7,22,0.121,10,49.9,0.84
,13:51:34,6,10790,301.2,0.87,13.3,7,22,0.122,10,50,0.84
,13:51:35,6,10790,302.2,0.87,13.3,7,22,0.117,10,49.9,0.84
,13:51:36,6,10790,303.2,0.87,13.3,7,22,0.117,10,49.9,0.84
,13:51:37,6,10790,304.2,0.87,13.3,7,22,0.122,10,49.9,0.84
,13:51:38,6,10790,305.2,0.88,13.3,7,22,0.127,10,49.9,0.85
,13:51:39,6,10790,306.2,0.88,13.3,7,22,0.127,10,49.9,0.85
,13:51:40,6,10790,307.2,0.87,13.3,7,22,0.126,10,49.9,0.84
,13:51:41,6,10790,308.2,0.88,13.3,7,22,0.127,10,49.9,0.85
,13:51:42,6,10790,309.2,0.88,13.3,7,22,0.127,10,49.9,0.85
,13:51:43,6,10790,310.2,0.87,13.3,7,22,0.122,10,49.9,0.84
,13:51:44,6,10790,311.2,0.86,13.3,7,22,0.116,10,49.9,0.83
,13:51:45,6,10790,312.2,0.86,13.3,7,22,0.115,10,49.9,0.83
,13:51:46,6,10790,313.2,0.87,13.3,7,22,0.125,10,50,0.84
,13:51:47,6,10790,314.2,0.88,13.3,7,22,0.126,10,50,0.84
,13:51:48,6,10790,315.2,0.87,13.3,7,22,0.126,10,49.9,0.84
,13:51:49,6,10790,316.2,0.86,13.3,7,22,0.12,10,49.9,0.83
,13:51:50,6,10790,317.2,0.84,13.3,7,22,0.113,10,50,0.81
,13:51:51,6,10790,318.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:51:52,6,10790,319.2,0.85,13.3,7,22,0.122,10,49.9,0.82
,13:51:53,6,10790,320.2,0.86,13.3,7,22,0.124,10,49.9,0.83
,13:51:54,6,10790,321.2,0.86,13.3,7,22,0.119,10,49.9,0.83
,13:51:55,6,10790,322.2,0.86,13.3,7,22,0.119,10,49.9,0.83
,13:51:56,6,10790,323.2,0.86,13.3,7,22,0.125,10,49.9,0.83
,13:51:57,6,10790,324.2,0.86,13.3,7,22,0.124,10,49.9,0.83
,13:51:58,6,10790,325.2,0.85,13.3,7,22,0.123,10,49.9,0.82
,13:51:59,6,10790,326.2,0.84,13.3,7,22,0.122,10,49.9,0.81
,13:52:00,6,10790,327.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:52:01,6,10790,328.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:52:02,6,10790,329.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:52:03,6,10790,330.2,0.85,13.3,7,22,0.122,10,49.9,0.82
,13:52:04,6,10790,331.2,0.85,13.3,7,22,0.118,10,49.9,0.82
,13:52:05,6,10790,332.2,0.85,13.3,7,22,0.118,10,49.9,0.82
,13:52:06,6,10790,333.2,0.85,13.3,7,22,0.114,10,49.9,0.82
,13:52:07,6,10790,334.2,0.85,13.3,7,22,0.114,10,49.9,0.82
,13:52:08,6,10790,335.2,0.85,13.3,7,22,0.118,10,49.9,0.82
,13:52:09,6,10790,336.2,0.84,13.3,7,22,0.121,10,49.9,0.81
,13:52:10,6,10790,337.2,0.82,13.3,7,22,0.118,10,49.9,0.79
,13:52:11,6,10790,338.2,0.82,13.3,7,22,0.118,10,49.9,0.79
,13:52:12,6,10790,339.2,0.83,13.3,7,22,0.119,10,49.9,0.8
,13:52:13,6,10790,340.2,0.84,13.3,7,22,0.112,10,49.9,0.81
,13:52:14,6,10790,341.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:52:15,6,10790,342.2,0.83,13.3,7,22,0.12,10,49.9,0.8
,13:52:16,6,10790,343.2,0.83,13.3,7,22,0.124,10,49.9,0.8
,13:52:17,6,10790,344.2,0.82,13.3,7,22,0.118,10,49.9,0.79
,13:52:18,6,10790,345.2,0.81,13.3,7,22,0.117,10,50,0.78
,13:52:19,6,10790,346.2,0.81,13.3,7,22,0.113,10,49.9,0.78
,13:52:20,6,10790,347.2,0.82,13.3,7,22,0.115,10,50,0.8
,13:52:21,6,10790,348.2,0.85,13.3,7,22,0.122,10,49.9,0.82
,13:52:22,6,10790,349.2,0.86,13.3,7,22,0.124,10,49.9,0.83
,13:52:23,6,10790,350.2,0.85,13.3,7,22,0.123,10,49.9,0.82
,13:52:24,6,10790,351.2,0.84,13.3,7,22,0.116,10,49.9,0.81
,13:52:25,6,10790,352.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:52:26,6,10790,353.2,0.84,13.3,7,22,0.117,10,49.9,0.81
,13:52:27,6,10790,354.2,0.84,13.3,7,22,0.122,10,49.9,0.81
,13:52:28,6,10790,355.2,0.85,13.3,7,22,0.122,10,50,0.82
,13:52:29,6,10790,356.2,0.86,13.3,7,22,0.124,10,49.9,0.83
,13:52:30,6,10790,357.2,0.86,13.3,7,22,0.12,10,50,0.83
,13:52:31,6,10790,358.2,0.86,13.3,7,22,0.12,10,49.9,0.83
,13:52:32,6,10790,359.2,0.86,13.3,7,22,0.116,10,49.9,0.83
,13:52:33,6,10790,360.2,0.86,13.3,7,22,0.119,10,49.9,0.83
,13:52:34,6,10790,361.2,0.85,13.3,7,22,0.123,10,49.9,0.82
,13:52:35,6,10790,362.2,0.84,13.3,7,22,0.122,10,49.9,0.81
,13:52:36,6,10790,363.2,0.84,13.3,7,22,0.121,10,50,0.81
,13:52:37,6,10790,364.2,0.84,13.3,7,22,0.121,10,50,0.81
,13:52:38,6,10790,365.2,0.83,13.3,7,22,0.116,10,49.9,0.8
,13:52:39,6,10790,366.2,0.83,13.3,7,22,0.116,10,49.9,0.8
,13:52:40,6,10790,367.2,0.82,13.3,7,22,0.115,10,49.9,0.79
,13:52:41,6,10790,368.2,0.81,13.3,7,22,0.113,10,49.9,0.78
,13:52:42,6,10790,369.2,0.8,13.3,7,22,0.115,10,49.9,0.77
,13:52:43,6,10790,370.2,0.79,13.3,7,22,0.114,10,49.9,0.76
,13:52:44,6,10790,371.2,0.79,13.3,7,22,0.114,10,49.9,0.76
,13:52:45,6,10790,372.2,0.79,13.3,7,22,0.113,10,49.9,0.76
,13:52:46,6,10790,373.2,0.79,13.3,7,22,0.11,10,49.9,0.76
,13:52:47,6,10790,374.2,0.8,13.3,7,22,0.112,10,50,0.78
,13:52:48,6,10790,375.2,0.81,13.3,7,22,0.117,10,50,0.78
,13:52:49,6,10790,376.2,0.81,13.3,7,22,0.117,10,49.9,0.79
,13:52:50,6,10790,377.2,0.82,13.3,7,22,0.118,10,49.9,0.79
,13:52:51,6,10790,378.2,0.82,13.3,7,22,0.119,10,49.9,0.8
