Data file,,DURATRON_HEF_T33_D7.TSV,,,,,,,,,,
,17:25:41,5,3590,67.6,1.09,13.3,7,21,0.158,10,49.8,1.06
,17:25:42,5,3590,68.6,1.13,13.3,7,21,0.163,10,49.8,1.09
,17:25:43,5,3590,69.6,1.09,13.3,7,21,0.152,10,49.8,1.04
,17:25:44,5,3590,70.6,1.01,13.3,7,21,0.141,10,49.8,0.97
,17:25:45,5,3590,71.6,0.99,13.3,7,21,0.137,10,49.8,0.95
,17:25:46,5,3590,72.6,1.02,13.3,7,21,0.142,10,49.8,0.99
,17:25:47,5,3590,73.6,1.03,13.3,7,21,0.138,10,49.8,0.99
,17:25:48,5,3590,74.6,0.97,13.3,7,21,0.13,10,49.8,0.93
,17:25:49,5,3590,75.6,0.95,13.3,7,22,0.132,10,49.8,0.91
,17:25:50,5,3590,76.6,0.98,13.3,7,22,0.131,10,49.8,0.94
,17:25:51,5,3590,77.6,0.98,13.3,7,21,0.137,10,49.8,0.94
,17:25:52,5,3590,78.6,0.96,13.3,7,22,0.138,10,49.8,0.92
,17:25:53,5,3590,79.6,0.94,13.3,7,22,0.136,10,49.8,0.91
,17:25:54,5,3590,80.6,0.94,13.3,7,22,0.136,10,49.8,0.91
,17:25:55,5,3590,81.6,0.92,13.3,7,22,0.133,10,49.8,0.89
,17:25:56,5,3590,82.6,0.92,13.3,7,22,0.129,10,49.8,0.89
,17:25:57,5,3590,83.6,0.93,13.3,7,22,0.13,10,49.8,0.9
,17:25:58,5,3590,84.6,0.92,13.3,7,21,0.128,10,49.8,0.88
,17:25:59,5,3590,85.6,0.9,13.3,7,21,0.13,10,49.8,0.86
,17:26:00,5,3590,86.6,0.9,13.3,7,21,0.125,10,49.8,0.86
,17:26:01,5,3590,87.6,0.89,13.3,7,21,0.124,10,49.8,0.85
,17:26:02,5,3590,88.6,0.86,13.3,7,21,0.119,10,49.8,0.83
,17:26:03,5,3590,89.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,17:26:04,5,3590,90.6,0.88,13.3,7,21,0.118,10,49.8,0.84
,17:26:05,5,3590,91.6,0.85,13.3,7,21,0.114,10,49.8,0.82
,17:26:06,5,3590,92.6,0.84,13.3,7,21,0.113,10,49.8,0.81
,17:26:07,5,3590,93.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,17:26:08,5,3590,94.6,0.83,13.3,7,22,0.12,10,49.8,0.79
,17:26:09,5,3590,95.6,0.78,13.3,7,22,0.112,10,49.8,0.75
,17:26:10,5,3590,96.6,0.8,13.3,7,22,0.115,10,49.8,0.77
,17:26:11,5,3590,97.6,0.82,13.3,7,22,0.119,10,49.9,0.79
,17:26:12,5,3590,98.6,0.8,13.3,7,22,0.116,10,49.8,0.77
,17:26:13,5,3590,99.6,0.72,13.3,7,22,0.104,10,49.8,0.69
,17:26:14,5,3590,100.6,0.71,13.3,7,22,0.102,10,49.8,0.69
,17:26:15,5,3590,101.6,0.78,13.3,7,22,0.112,10,49.8,0.75
,17:26:16,5,3590,102.6,0.82,13.3,7,22,0.118,10,49.8,0.79
,17:26:17,5,3590,103.6,0.81,13.3,7,22,0.117,10,49.8,0.77
,17:26:18,5,3590,104.6,0.73,13.3,7,22,0.102,10,49.8,0.7
,17:26:19,5,3590,105.6,0.69,13.3,7,21,0.099,10,49.8,0.66
,17:26:20,5,3590,106.6,0.67,13.3,7,21,0.096,10,49.8,0.64
,17:26:21,5,3590,107.6,0.66,13.3,7,21,0.091,10,49.8,0.63
,17:26:22,5,3590,108.6,0.66,13.3,7,21,0.091,10,49.8,0.63
,17:26:23,5,3590,109.6,0.65,13.3,7,21,0.093,10,49.8,0.62
,17:26:24,5,3590,110.6,0.64,13.3,7,21,0.088,10,49.8,0.61
,17:26:25,5,3590,111.6,0.63,13.3,7,21,0.087,10,49.8,0.61
,17:26:26,5,3590,112.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:26:27,5,3590,113.6,0.63,13.3,7,21,0.087,10,49.8,0.61
,17:26:28,5,3590,114.6,0.63,13.3,7,21,0.09,10,49.8,0.6
,17:26:29,5,3590,115.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:26:30,5,3590,116.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:26:31,5,3590,117.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:26:32,5,3590,118.6,0.63,13.3,7,21,0.087,10,49.8,0.6
,17:26:33,5,3590,119.6,0.62,13.3,7,21,0.087,10,49.8,0.6
,17:26:34,5,3590,120.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:26:35,5,3590,121.6,0.65,13.3,7,21,0.09,10,49.9,0.63
,17:26:36,5,3590,122.6,0.68,13.3,7,21,0.092,10,49.8,0.66
,17:26:37,5,3590,123.6,0.71,13.3,7,21,0.095,10,49.8,0.68
,17:26:38,5,3590,124.6,0.71,13.3,7,21,0.095,10,49.8,0.68
,17:26:39,5,3590,125.6,0.68,13.3,7,21,0.095,10,49.8,0.65
,17:26:40,5,3590,126.6,0.66,13.3,7,21,0.092,10,49.8,0.64
,17:26:41,5,3590,127.6,0.65,13.3,7,21,0.091,10,49.8,0.63
,17:26:42,5,3590,128.6,0.65,13.3,7,21,0.09,10,49.8,0.62
,17:26:43,5,3590,129.6,0.63,13.3,7,22,0.091,10,49.9,0.61
,17:26:44,5,3590,130.6,0.64,13.3,7,22,0.092,10,49.9,0.62
,17:26:45,5,3590,131.6,0.63,13.3,7,22,0.091,10,49.8,0.61
,17:26:46,5,3590,132.6,0.64,13.3,7,22,0.096,10,49.9,0.62
,17:26:47,5,3590,133.6,0.64,13.3,7,22,0.092,10,49.8,0.62
,17:26:48,5,3590,134.6,0.64,13.3,7,22,0.089,10,49.8,0.62
,17:26:49,5,3590,135.6,0.63,13.3,7,22,0.088,10,49.8,0.61
,17:26:50,5,3590,136.6,0.62,13.3,7,22,0.086,10,49.8,0.6
,17:26:51,5,3590,137.6,0.61,13.3,7,22,0.088,10,49.9,0.59
,17:26:52,5,3590,138.6,0.61,13.3,7,22,0.087,10,49.8,0.59
,17:26:53,5,3590,139.6,0.65,13.3,7,22,0.09,10,49.8,0.62
,17:26:54,5,3590,140.6,0.68,13.3,7,22,0.094,10,49.9,0.65
,17:26:55,5,3590,141.6,0.7,13.3,7,22,0.1,10,49.8,0.67
,17:26:56,5,3590,142.6,0.68,13.3,7,22,0.098,10,49.8,0.65
,17:26:57,5,3590,143.6,0.66,13.3,7,22,0.091,10,49.8,0.63
,17:26:58,5,3590,144.6,0.64,13.3,7,22,0.088,10,49.8,0.61
,17:26:59,5,3590,145.6,0.62,13.3,7,22,0.089,10,49.8,0.6
,17:27:00,5,3590,146.6,0.63,13.3,7,22,0.09,10,49.8,0.61
,17:27:01,5,3590,147.6,0.64,13.3,7,22,0.092,10,49.8,0.62
,17:27:02,5,3590,148.6,0.65,13.3,7,21,0.091,10,49.8,0.63
,17:27:03,5,3590,149.6,0.65,13.3,7,21,0.09,10,49.8,0.62
,17:27:04,5,3590,150.6,0.65,13.3,7,21,0.094,10,49.8,0.63
,17:27:05,5,3590,151.6,0.66,13.3,7,21,0.095,10,49.8,0.63
,17:27:06,5,3590,152.6,0.67,13.3,7,21,0.096,10,49.8,0.64
,17:27:07,5,3590,153.6,0.67,13.3,7,21,0.093,10,49.8,0.64
,17:27:08,5,3590,154.6,0.67,13.3,7,21,0.089,10,49.9,0.64
,17:27:09,5,3590,155.6,0.66,13.3,7,21,0.089,10,49.8,0.64
,17:27:10,5,3590,156.6,0.67,13.3,7,21,0.093,10,49.8,0.65
,17:27:11,5,3590,157.6,0.67,13.3,7,21,0.093,10,49.8,0.64
,17:27:12,5,3590,158.6,0.66,13.3,7,22,0.092,10,49.8,0.64
,17:27:13,5,3590,159.6,0.66,13.3,7,22,0.092,10,49.8,0.64
,17:27:14,5,3590,160.6,0.71,13.3,7,22,0.102,10,49.9,0.69
,17:27:15,5,3590,161.6,0.78,13.3,7,22,0.112,10,49.8,0.76
,17:27:16,5,3590,162.6,0.81,13.3,7,22,0.112,10,49.8,0.78
,17:27:17,5,3590,163.6,0.79,13.3,7,21,0.11,10,49.8,0.76
,17:27:18,5,3590,164.6,0.73,13.3,7,21,0.106,10,49.8,0.7
,17:27:19,5,3590,165.6,0.72,13.3,7,21,0.103,10,49.8,0.69
,17:27:20,5,3590,166.6,0.7,13.3,7,21,0.097,10,49.8,0.67
,17:27:21,5,3590,167.6,0.68,13.3,7,21,0.094,10,49.8,0.65
,17:27:22,5,3590,168.6,0.65,13.3,7,21,0.088,10,49.8,0.63
,17:27:23,5,3590,169.6,0.66,13.3,7,21,0.088,10,49.8,0.63
,17:27:24,5,3590,170.6,0.68,13.3,7,21,0.091,10,49.8,0.65
,17:27:25,5,3590,171.6,0.72,13.3,7,22,0.097,10,49.8,0.7
,17:27:26,5,3590,172.6,0.75,13.3,7,21,0.105,10,49.8,0.73
,17:27:27,5,3590,173.6,0.78,13.3,7,21,0.108,10,49.8,0.75
,17:27:28,5,3590,174.6,0.76,13.3,7,21,0.109,10,49.8,0.73
,17:27:29,5,3590,175.6,0.72,13.3,7,21,0.103,10,49.8,0.69
,17:27:30,5,3590,176.6,0.68,13.3,7,22,0.098,10,49.8,0.65
,17:27:31,5,3590,177.6,0.66,13.3,7,22,0.095,10,49.8,0.63
,17:27:32,5,3590,178.6,0.65,13.3,7,22,0.091,10,49.8,0.63
,17:27:33,5,3590,179.6,0.66,13.3,7,22,0.095,10,49.8,0.64
,17:27:34,5,3590,180.6,0.68,13.3,7,22,0.098,10,49.8,0.66
,17:27:35,5,3590,181.6,0.68,13.3,7,22,0.099,10,49.8,0.66
,17:27:36,5,3590,182.6,0.7,13.3,7,22,0.101,10,49.8,0.68
,17:27:37,5,3590,183.6,0.74,13.3,7,21,0.107,10,49.8,0.72
,17:27:38,5,3590,184.6,0.79,13.3,7,21,0.11,10,49.8,0.77
,17:27:39,5,3590,185.6,0.85,13.3,7,21,0.114,10,49.8,0.82
,17:27:40,5,3590,186.6,0.84,13.3,7,21,0.113,10,49.9,0.81
,17:27:41,5,3590,187.6,0.83,13.3,7,21,0.112,10,49.8,0.8
,17:27:42,5,3590,188.6,0.81,13.3,7,21,0.116,10,49.8,0.77
,17:27:43,5,3590,189.6,0.79,13.3,7,21,0.113,10,49.8,0.76
,17:27:44,5,3590,190.6,0.8,13.3,7,22,0.115,10,49.8,0.77
,17:27:45,5,3590,191.6,0.79,13.3,7,22,0.118,10,49.8,0.76
,17:27:46,5,3590,192.6,0.78,13.3,7,22,0.113,10,49.8,0.75
,17:27:47,5,3590,193.6,0.75,13.3,7,21,0.108,10,49.8,0.71
,17:27:48,5,3590,194.6,0.73,13.3,7,21,0.105,10,49.9,0.7
,17:27:49,5,3590,195.6,0.72,13.3,7,21,0.1,10,49.8,0.69
,17:27:50,5,3590,196.6,0.73,13.3,7,21,0.098,10,49.8,0.7
,17:27:51,5,3590,197.6,0.74,13.3,7,21,0.103,10,49.8,0.72
,17:27:52,5,3590,198.6,0.76,13.3,7,21,0.11,10,49.8,0.74
,17:27:53,5,3590,199.6,0.77,13.3,7,22,0.111,10,49.8,0.74
,17:27:54,5,3590,200.6,0.77,13.3,7,22,0.112,10,49.8,0.75
,17:27:55,5,3590,201.6,0.78,13.3,7,22,0.112,10,49.8,0.75
,17:27:56,5,3590,202.6,0.77,13.3,7,22,0.107,10,49.8,0.74
,17:27:57,5,3590,203.6,0.73,13.3,7,22,0.101,10,49.8,0.7
,17:27:58,5,3590,204.6,0.71,13.3,7,22,0.099,10,49.8,0.68
,17:27:59,5,3590,205.6,0.7,13.3,7,22,0.097,10,49.8,0.67
,17:28:00,5,3590,206.6,0.69,13.3,7,21,0.096,10,49.8,0.66
,17:28:01,5,3590,207.6,0.66,13.3,7,21,0.092,10,49.8,0.63
,17:28:02,5,3590,208.6,0.64,13.3,7,22,0.089,10,49.8,0.62
,17:28:03,5,3590,209.6,0.63,13.3,7,22,0.091,10,49.8,0.61
,17:28:04,5,3590,210.6,0.65,13.3,7,22,0.094,10,49.8,0.63
,17:28:05,5,3590,211.6,0.68,13.3,7,22,0.099,10,49.8,0.66
,17:28:06,5,3590,212.6,0.71,13.3,7,22,0.103,10,49.9,0.69
,17:28:07,5,3590,213.6,0.7,13.3,7,22,0.101,10,49.8,0.67
,17:28:08,5,3590,214.6,0.68,13.3,7,21,0.091,10,49.8,0.65
,17:28:09,5,3590,215.6,0.66,13.3,7,21,0.089,10,49.8,0.64
,17:28:10,5,3590,216.6,0.65,13.3,7,21,0.091,10,49.8,0.63
,17:28:11,5,3590,217.6,0.65,13.3,7,21,0.094,10,49.8,0.62
,17:28:12,5,3590,218.6,0.64,13.3,7,22,0.092,10,49.8,0.62
,17:28:13,5,3590,219.6,0.64,13.3,7,22,0.092,10,49.8,0.61
,17:28:14,5,3590,220.6,0.63,13.3,7,22,0.091,10,49.9,0.61
,17:28:15,5,3590,221.6,0.64,13.3,7,22,0.092,10,49.8,0.62
,17:28:16,5,3590,222.6,0.64,13.3,7,22,0.089,10,49.8,0.62
,17:28:17,5,3590,223.6,0.67,13.3,7,22,0.093,10,49.8,0.65
,17:28:18,5,3590,224.6,0.71,13.3,7,21,0.096,10,49.8,0.69
,17:28:19,5,3590,225.6,0.76,13.3,7,21,0.105,10,49.8,0.73
,17:28:20,5,3590,226.6,0.77,13.3,7,21,0.111,10,49.8,0.74
,17:28:21,5,3590,227.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,17:28:22,5,3590,228.6,0.72,13.3,7,22,0.104,10,49.8,0.7
,17:28:23,5,3590,229.6,0.73,13.3,7,22,0.105,10,49.8,0.7
,17:28:24,5,3590,230.6,0.71,13.3,7,22,0.099,10,49.8,0.69
,17:28:25,5,3590,231.6,0.7,13.3,7,22,0.097,10,49.8,0.67
,17:28:26,5,3590,232.6,0.66,13.3,7,22,0.092,10,49.9,0.63
,17:28:27,5,3590,233.6,0.66,13.3,7,21,0.091,10,49.8,0.63
,17:28:28,5,3590,234.6,0.69,13.3,7,21,0.096,10,49.8,0.67
,17:28:29,5,3590,235.6,0.72,13.3,7,21,0.104,10,49.8,0.69
,17:28:30,5,3590,236.6,0.72,13.3,7,22,0.104,10,49.8,0.69
,17:28:31,5,3590,237.6,0.73,13.3,7,21,0.105,10,49.8,0.7
,17:28:32,5,3590,238.6,0.74,13.3,7,21,0.103,10,49.8,0.72
,17:28:33,5,3590,239.6,0.76,13.3,7,21,0.106,10,49.8,0.74
,17:28:34,5,3590,240.6,0.75,13.3,7,21,0.101,10,49.9,0.72
,17:28:35,5,3590,241.6,0.72,13.3,7,21,0.097,10,49.9,0.69
,17:28:36,5,3590,242.6,0.72,13.3,7,21,0.1,10,49.8,0.69
,17:28:37,5,3590,243.6,0.74,13.3,7,22,0.107,10,49.8,0.72
,17:28:38,5,3590,244.6,0.77,13.3,7,22,0.111,10,49.8,0.74
,17:28:39,5,3590,245.6,0.74,13.3,7,22,0.107,10,49.8,0.71
,17:28:40,5,3590,246.6,0.68,13.3,7,22,0.099,10,49.8,0.65
,17:28:41,5,3590,247.6,0.65,13.3,7,22,0.094,10,49.8,0.63
,17:28:42,5,3590,248.6,0.65,13.3,7,22,0.091,10,49.8,0.63
,17:28:43,5,3590,249.6,0.64,13.3,7,22,0.09,10,49.9,0.62
,17:28:44,5,3590,250.6,0.64,13.3,7,22,0.092,10,49.8,0.62
,17:28:45,5,3590,251.6,0.64,13.3,7,22,0.092,10,49.8,0.61
,17:28:46,5,3590,252.6,0.64,13.3,7,22,0.093,10,49.9,0.62
,17:28:47,5,3590,253.6,0.65,13.3,7,22,0.09,10,49.8,0.62
,17:28:48,5,3590,254.6,0.65,13.3,7,21,0.087,10,49.8,0.63
,17:28:49,5,3590,255.6,0.65,13.3,7,21,0.087,10,49.8,0.63
,17:28:50,5,3590,256.6,0.65,13.3,7,21,0.09,10,49.8,0.63
,17:28:51,5,3590,257.6,0.64,13.3,7,21,0.092,10,49.8,0.62
,17:28:52,5,3590,258.6,0.64,13.3,7,21,0.092,10,49.8,0.62
,17:28:53,5,3590,259.6,0.64,13.3,7,21,0.092,10,49.8,0.62
,17:28:54,5,3590,260.6,0.66,13.3,7,22,0.088,10,49.8,0.64
,17:28:55,5,3590,261.6,0.71,13.3,7,21,0.095,10,49.9,0.69
,17:28:56,5,3590,262.6,0.74,13.3,7,22,0.103,10,49.8,0.72
,17:28:57,5,3590,263.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,17:28:58,5,3590,264.6,0.72,13.3,7,21,0.104,10,49.8,0.7
,17:28:59,5,3590,265.6,0.72,13.3,7,21,0.101,10,49.8,0.7
,17:29:00,5,3590,266.6,0.75,13.3,7,21,0.104,10,49.8,0.72
,17:29:01,5,3590,267.6,0.76,13.3,7,21,0.105,10,49.8,0.73
,17:29:02,5,3590,268.6,0.75,13.3,7,21,0.104,10,49.8,0.72
,17:29:03,5,3590,269.6,0.75,13.3,7,22,0.108,10,49.9,0.72
,17:29:04,5,3590,270.6,0.74,13.3,7,22,0.107,10,49.8,0.71
,17:29:05,5,3590,271.6,0.71,13.3,7,22,0.106,10,49.8,0.68
,17:29:06,5,3590,272.6,0.65,13.3,7,22,0.094,10,49.8,0.62
,17:29:07,5,3590,273.6,0.6,13.3,7,21,0.087,10,49.8,0.58
,17:29:08,5,3590,274.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:29:09,5,3590,275.6,0.66,13.3,7,21,0.092,10,49.8,0.64
,17:29:10,5,3590,276.6,0.72,13.3,7,21,0.097,10,49.8,0.7
,17:29:11,5,3590,277.6,0.74,13.3,7,21,0.099,10,49.8,0.71
,17:29:12,5,3590,278.6,0.71,13.3,7,21,0.099,10,49.8,0.68
,17:29:13,5,3590,279.6,0.67,13.3,7,21,0.093,10,49.8,0.64
,17:29:14,5,3590,280.6,0.63,13.3,7,22,0.091,10,49.8,0.61
,17:29:15,5,3590,281.6,0.62,13.3,7,22,0.09,10,49.8,0.6
,17:29:16,5,3590,282.6,0.64,13.3,7,22,0.092,10,49.8,0.62
,17:29:17,5,3590,283.6,0.69,13.3,7,22,0.099,10,49.8,0.67
,17:29:18,5,3590,284.6,0.71,13.3,7,21,0.103,10,49.8,0.68
,17:29:19,5,3590,285.6,0.69,13.3,7,21,0.1,10,49.8,0.66
,17:29:20,5,3590,286.6,0.64,13.3,7,21,0.092,10,49.8,0.61
,17:29:21,5,3590,287.6,0.6,13.3,7,21,0.083,10,49.8,0.57
,17:29:22,5,3590,288.6,0.59,13.3,7,22,0.079,10,49.8,0.56
,17:29:23,5,3590,289.6,0.58,13.3,7,22,0.077,10,49.8,0.56
,17:29:24,5,3590,290.6,0.57,13.3,7,22,0.079,10,49.9,0.55
,17:29:25,5,3590,291.6,0.57,13.3,7,21,0.082,10,49.8,0.55
,17:29:26,5,3590,292.6,0.57,13.3,7,22,0.083,10,49.8,0.55
,17:29:27,5,3590,293.6,0.57,13.3,7,22,0.083,10,49.9,0.56
,17:29:28,5,3590,294.6,0.58,13.3,7,21,0.084,10,49.8,0.56
,17:29:29,5,3590,295.6,0.58,13.3,7,21,0.084,10,49.8,0.56
,17:29:30,5,3590,296.6,0.58,13.3,7,21,0.081,10,49.8,0.56
,17:29:31,5,3590,297.6,0.58,13.3,7,21,0.078,10,49.8,0.56
,17:29:32,5,3590,298.6,0.58,13.3,7,21,0.078,10,49.8,0.56
,17:29:33,5,3590,299.6,0.58,13.3,7,21,0.08,10,49.8,0.56
,17:29:34,5,3590,300.6,0.59,13.3,7,21,0.085,10,49.8,0.57
,17:29:35,5,3590,301.6,0.6,13.3,7,22,0.087,10,49.8,0.58
,17:29:36,5,3590,302.6,0.64,13.3,7,21,0.096,10,49.8,0.63
,17:29:37,5,3590,303.6,0.7,13.3,7,21,0.101,10,49.8,0.68
,17:29:38,5,3590,304.6,0.77,13.3,7,21,0.111,10,49.9,0.75
,17:29:39,5,3590,305.6,0.79,13.3,7,21,0.11,10,49.8,0.77
,17:29:40,5,3590,306.6,0.77,13.3,7,21,0.103,10,49.9,0.74
,17:29:41,5,3590,307.6,0.73,13.3,7,22,0.102,10,49.8,0.7
,17:29:42,5,3590,308.6,0.74,13.3,7,22,0.107,10,49.8,0.71
,17:29:43,5,3590,309.6,0.77,13.3,7,22,0.111,10,49.8,0.74
,17:29:44,5,3590,310.6,0.79,13.3,7,22,0.114,10,49.8,0.76
,17:29:45,5,3590,311.6,0.78,13.3,7,21,0.113,10,49.9,0.76
,17:29:46,5,3590,312.6,0.81,13.3,7,21,0.116,10,49.8,0.78
,17:29:47,5,3590,313.6,0.82,13.3,7,21,0.114,10,49.8,0.79
,17:29:48,5,3590,314.6,0.82,13.3,7,21,0.11,10,49.8,0.78
,17:29:49,5,3590,315.6,0.77,13.3,7,21,0.107,10,49.8,0.74
,17:29:50,5,3590,316.6,0.72,13.3,7,21,0.104,10,49.8,0.69
,17:29:51,5,3590,317.6,0.73,13.3,7,21,0.105,10,49.8,0.71
,17:29:52,5,3590,318.6,0.75,13.3,7,22,0.109,10,49.8,0.73
,17:29:53,5,3590,319.6,0.77,13.3,7,22,0.107,10,49.9,0.74
,17:29:54,5,3590,320.6,0.73,13.3,7,22,0.105,10,49.9,0.7
,17:29:55,5,3590,321.6,0.73,13.3,7,21,0.105,10,49.8,0.7
,17:29:56,5,3590,322.6,0.73,13.3,7,21,0.101,10,49.8,0.7
,17:29:57,5,3590,323.6,0.73,13.3,7,21,0.098,10,49.8,0.7
,17:29:58,5,3590,324.6,0.7,13.3,7,21,0.094,10,49.8,0.67
,17:29:59,5,3590,325.6,0.7,13.3,7,21,0.098,10,49.8,0.68
,17:30:00,5,3590,326.6,0.72,13.3,7,21,0.104,10,49.8,0.7
,17:30:01,5,3590,327.6,0.75,13.3,7,22,0.108,10,49.8,0.73
,17:30:02,5,3590,328.6,0.75,13.3,7,22,0.108,10,49.8,0.72
,17:30:03,5,3590,329.6,0.75,13.3,7,22,0.104,10,49.9,0.72
,17:30:04,5,3590,330.6,0.75,13.3,7,22,0.105,10,49.9,0.72
,17:30:05,5,3590,331.6,0.74,13.3,7,22,0.099,10,49.8,0.71
,17:30:06,5,3590,332.6,0.71,13.3,7,22,0.098,10,49.8,0.67
,17:30:07,5,3590,333.6,0.66,13.3,7,22,0.095,10,49.8,0.63
,17:30:08,5,3590,334.6,0.63,13.3,7,22,0.091,10,49.8,0.61
,17:30:09,5,3590,335.6,0.64,13.3,7,22,0.096,10,49.8,0.62
,17:30:10,5,3590,336.6,0.69,13.3,7,22,0.095,10,49.8,0.67
,17:30:11,5,3590,337.6,0.8,13.3,7,22,0.108,10,49.8,0.79
,17:30:12,5,3590,338.6,0.96,13.3,7,21,0.129,10,49.8,0.94
,17:30:13,5,3590,339.6,1.05,13.3,7,21,0.147,10,49.9,1.02
,17:30:14,5,3590,340.6,1.07,13.3,7,21,0.155,10,49.9,1.03
,17:30:15,5,3590,341.6,1.05,13.3,7,21,0.151,10,49.9,1.01
,17:30:16,5,3590,342.6,1.07,13.3,7,21,0.154,10,49.8,1.03
,17:30:17,5,3590,343.6,1.05,13.3,7,22,0.146,10,49.9,1.01
,17:30:18,5,3590,344.6,1.01,13.3,7,22,0.135,10,49.8,0.97
,17:30:19,5,3590,345.6,1,13.3,7,22,0.135,10,49.8,0.97
,17:30:20,5,3590,346.6,1.06,13.3,7,22,0.147,10,49.9,1.03
,17:30:21,5,3590,347.6,1.11,13.3,7,22,0.16,10,49.8,1.07
,17:30:22,5,3590,348.6,1.14,13.3,7,22,0.164,10,49.8,1.1
,17:30:23,5,3590,349.6,1.14,13.3,7,22,0.164,10,49.8,1.1
,17:30:24,5,3590,350.6,1.25,13.3,7,21,0.18,10,49.8,1.23
,17:30:25,5,3590,351.6,1.49,13.3,7,21,0.215,10,49.8,1.45
,17:30:26,5,3590,352.6,1.62,13.3,7,21,0.226,10,49.8,1.58
,17:30:27,5,3590,353.6,1.76,13.3,7,21,0.245,10,49.8,1.71
,17:30:28,5,3590,354.6,1.77,13.3,7,21,0.238,10,49.9,1.7
,17:30:29,5,3590,355.6,1.68,13.3,7,22,0.234,10,49.8,1.6
,17:30:30,5,3590,356.6,1.38,13.3,7,22,0.199,10,49.8,1.29
,17:30:31,5,3590,357.6,1.01,13.3,7,22,0.145,10,49.8,0.95
,17:30:32,5,3590,358.6,0.88,13.3,7,21,0.127,10,49.8,0.85
,17:30:33,5,3590,359.6,0.91,13.3,7,21,0.131,10,49.8,0.88
,17:30:34,5,3590,360.6,0.95,13.3,7,21,0.137,10,49.8,0.91
,17:30:35,5,3590,361.6,1.04,13.3,7,21,0.145,10,49.9,1.01
,17:30:36,5,3590,362.6,1.07,13.3,7,21,0.149,10,49.9,1.04
,17:30:37,5,3590,363.6,1.06,13.3,7,21,0.147,10,49.8,1.01
,17:30:38,5,3590,364.6,0.89,13.3,7,21,0.128,10,49.8,0.84
,17:30:39,5,3590,365.6,0.73,13.3,7,22,0.101,10,49.8,0.69
,17:30:40,5,3590,366.6,0.66,13.3,7,21,0.096,10,49.8,0.64
,17:30:41,5,3590,367.6,0.66,13.3,7,21,0.092,10,49.8,0.63
,17:30:42,5,3590,368.6,0.66,13.3,7,21,0.092,10,49.9,0.63
,17:30:43,5,3590,369.6,0.68,13.3,7,21,0.095,10,49.8,0.66
,17:30:44,5,3590,370.6,0.75,13.3,7,21,0.108,10,49.8,0.73
,17:30:45,5,3590,371.6,0.84,13.3,7,21,0.121,10,49.8,0.81
,17:30:46,5,3590,372.6,0.88,13.3,7,21,0.128,10,49.8,0.85
,17:30:47,5,3590,373.6,0.88,13.3,7,21,0.123,10,49.8,0.85
,17:30:48,5,3590,374.6,0.85,13.3,7,21,0.114,10,49.8,0.81
