Data file,,ZYTEL-UNHONED_ISO10_12DEG_004_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,21/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PPA on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 11:26:59 on 21/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:27:41,4,-1,42.5,0.02,0.1,7,13.2,0.004,10,49.9,0.03
,11:27:42,4,-1,43.5,0.15,2.1,6,13.2,0.023,10,49.9,0.16
,11:27:43,4,-1,44.5,0.33,8.3,6,13.2,0.051,10,49.9,0.34
,11:27:44,4,-1,45.5,0.51,13,7,13.2,0.076,10,49.9,0.5
,11:27:45,4,-1,46.5,0.56,13.3,7,13.2,0.085,10,49.9,0.55
,11:27:46,4,-1,47.5,0.56,13.3,7,13.3,0.082,10,49.8,0.55
Fast data in,,zytel-unhoned_iso10_12deg_004_12hrs-h001.tsv,,,,,,,,,,
,11:27:48,5,5,49.2,0.54,13.3,7,13.3,0.079,10,49.8,0.53
,11:27:49,5,5,50.2,0.54,13.3,7,13.3,0.08,10,49.8,0.52
,11:27:50,5,5,51.2,0.53,13.3,7,13.3,0.08,10,49.8,0.52
,11:27:51,5,5,52.2,0.54,13.3,7,13.3,0.077,10,49.8,0.52
,11:27:52,5,5,53.2,0.53,13.3,7,13.3,0.074,10,49.8,0.52
,11:27:53,6,21600,54.2,0.53,13.3,7,13.3,0.073,10,49.8,0.51
,11:27:54,6,21600,55.2,0.52,13.3,7,13.4,0.075,10,49.8,0.5
,11:27:55,6,21600,56.2,0.51,13.3,7,13.4,0.077,10,49.9,0.5
,11:27:56,6,21600,57.2,0.51,13.3,7,13.4,0.077,10,49.9,0.5
,11:27:57,6,21600,58.2,0.52,13.3,7,13.5,0.078,10,49.9,0.5
,11:27:58,6,21600,59.2,0.52,13.3,7,13.5,0.078,10,49.8,0.51
,11:27:59,6,21600,60.2,0.52,13.3,7,13.5,0.078,10,49.9,0.51
,11:28:00,6,21600,61.2,0.52,13.3,7,13.5,0.078,10,49.9,0.51
,11:28:01,6,21600,62.2,0.53,13.3,7,13.6,0.076,10,49.9,0.51
,11:28:02,6,21600,63.2,0.53,13.3,7,13.6,0.077,10,49.9,0.52
,11:28:03,6,21600,64.2,0.53,13.3,7,13.6,0.074,10,49.9,0.52
,11:28:04,6,21600,65.2,0.53,13.3,7,13.6,0.074,10,49.9,0.52
,11:28:05,6,21600,66.2,0.53,13.3,7,13.7,0.076,10,49.9,0.51
,11:28:06,6,21600,67.2,0.52,13.3,7,13.7,0.078,10,50,0.51
,11:28:07,6,21600,68.2,0.52,13.3,7,13.8,0.078,10,50,0.51
,11:28:08,6,21600,69.2,0.53,13.3,7,13.8,0.079,10,49.9,0.51
,11:28:09,6,21600,70.2,0.53,13.3,7,13.8,0.08,10,49.9,0.52
,11:28:10,6,21600,71.2,0.54,13.3,7,13.8,0.081,10,49.9,0.52
,11:28:11,6,21600,72.2,0.54,13.3,7,13.8,0.077,10,49.9,0.52
,11:28:12,6,21600,73.2,0.53,13.3,7,13.8,0.077,10,49.9,0.52
,11:28:13,6,21600,74.2,0.53,13.3,7,13.9,0.079,10,49.9,0.51
,11:28:14,6,21600,75.2,0.53,13.3,7,13.9,0.076,10,49.9,0.51
,11:28:15,6,21600,76.2,0.52,13.3,7,13.9,0.073,10,50,0.51
,11:28:16,6,21600,77.2,0.52,13.3,7,13.9,0.075,10,50,0.51
,11:28:17,6,21600,78.2,0.52,13.3,7,14,0.075,10,49.9,0.5
,11:28:18,6,21600,79.2,0.52,13.3,7,14,0.077,10,49.8,0.5
,11:28:19,6,21600,80.2,0.52,13.3,7,14.1,0.078,10,49.9,0.5
,11:28:20,6,21600,81.2,0.52,13.3,7,14.1,0.078,10,49.9,0.51
,11:28:21,6,21600,82.2,0.53,13.3,7,14.1,0.077,10,49.8,0.52
,11:28:22,6,21600,83.2,0.53,13.3,7,14.1,0.077,10,49.9,0.52
,11:28:23,6,21600,84.2,0.53,13.3,7,14.2,0.079,10,49.9,0.51
,11:28:24,6,21600,85.2,0.53,13.3,7,14.2,0.076,10,49.9,0.51
,11:28:25,6,21600,86.2,0.53,13.3,7,14.2,0.073,10,49.9,0.51
,11:28:26,6,21600,87.2,0.53,13.3,7,14.3,0.073,10,49.9,0.51
,11:28:27,6,21600,88.2,0.52,13.3,7,14.3,0.078,10,49.9,0.51
,11:28:28,6,21600,89.2,0.52,13.3,7,14.3,0.078,10,49.9,0.51
,11:28:29,6,21600,90.2,0.52,13.3,7,14.3,0.078,10,49.9,0.51
,11:28:30,6,21600,91.2,0.53,13.3,7,14.3,0.08,10,49.9,0.52
,11:28:31,6,21600,92.2,0.54,13.3,7,14.3,0.078,10,49.9,0.52
,11:28:32,6,21600,93.2,0.54,13.3,7,14.4,0.075,10,49.9,0.52
,11:28:33,6,21600,94.2,0.54,13.3,7,14.4,0.075,10,49.8,0.52
,11:28:34,6,21600,95.2,0.53,13.3,7,14.4,0.076,10,49.9,0.51
,11:28:35,6,21600,96.2,0.52,13.3,7,14.4,0.078,10,49.9,0.5
,11:28:36,6,21600,97.2,0.52,13.3,7,14.5,0.078,10,49.8,0.5
,11:28:37,6,21600,98.2,0.52,13.3,7,14.5,0.078,10,49.8,0.51
,11:28:38,6,21600,99.2,0.53,13.3,7,14.5,0.076,10,49.9,0.51
,11:28:39,6,21600,100.2,0.53,13.3,7,14.6,0.073,10,49.8,0.51
,11:28:40,6,21600,101.2,0.52,13.3,7,14.6,0.075,10,49.9,0.51
,11:28:41,6,21600,102.2,0.52,13.3,7,14.6,0.074,10,49.9,0.5
,11:28:42,6,21600,103.2,0.52,13.3,7,14.6,0.077,10,49.9,0.5
,11:28:43,6,21600,104.2,0.52,13.3,7,14.7,0.078,10,49.9,0.5
,11:28:44,6,21600,105.2,0.53,13.3,6,14.7,0.082,10,49.8,0.51
,11:28:45,6,21600,106.2,0.54,13.3,7,14.7,0.08,10,49.9,0.52
,11:28:46,6,21600,107.2,0.54,13.3,7,14.7,0.078,10,49.9,0.53
,11:28:47,6,21600,108.2,0.54,13.3,7,14.8,0.076,10,49.9,0.53
,11:28:48,6,21600,109.2,0.54,13.3,7,14.8,0.075,10,49.9,0.52
,11:28:49,6,21600,110.2,0.53,13.3,7,14.8,0.079,10,49.8,0.51
,11:28:50,6,21600,111.2,0.52,13.3,7,14.8,0.078,10,49.8,0.51
,11:28:51,6,21600,112.2,0.53,13.3,7,14.8,0.08,10,49.8,0.52
,11:28:52,6,21600,113.2,0.54,13.3,7,14.8,0.078,10,49.8,0.53
,11:28:53,6,21600,114.2,0.54,13.3,7,14.9,0.078,10,49.8,0.53
,11:28:54,6,21600,115.2,0.53,13.3,7,14.9,0.077,10,49.8,0.52
,11:28:55,6,21600,116.2,0.53,13.3,7,14.9,0.076,10,49.8,0.51
,11:28:56,6,21600,117.2,0.52,13.3,7,15,0.078,10,49.8,0.51
,11:28:57,6,21600,118.2,0.53,13.3,7,15,0.079,10,49.8,0.51
,11:28:58,6,21600,119.2,0.54,13.3,7,15,0.08,10,49.8,0.52
,11:28:59,6,21600,120.2,0.54,13.3,7,15,0.079,10,49.8,0.53
,11:29:00,6,21600,121.2,0.54,13.3,7,15,0.082,10,49.8,0.53
,11:29:01,6,21600,122.2,0.54,13.3,7,15.1,0.078,10,49.8,0.53
,11:29:02,6,21600,123.2,0.54,13.3,7,15.1,0.075,10,49.8,0.52
,11:29:03,6,21600,124.2,0.53,13.3,7,15.1,0.077,10,49.8,0.52
,11:29:04,6,21600,125.2,0.53,13.3,7,15.1,0.08,10,49.8,0.52
,11:29:05,6,21600,126.2,0.53,13.3,7,15.1,0.08,10,49.8,0.52
,11:29:06,6,21600,127.2,0.54,13.3,7,15.2,0.078,10,49.8,0.53
,11:29:07,6,21600,128.2,0.55,13.3,7,15.2,0.079,10,49.8,0.53
,11:29:08,6,21600,129.2,0.54,13.3,7,15.2,0.076,10,49.8,0.53
,11:29:09,6,21600,130.2,0.54,13.3,7,15.2,0.078,10,49.8,0.53
,11:29:10,6,21600,131.2,0.54,13.3,7,15.2,0.08,10,49.8,0.52
,11:29:11,6,21600,132.2,0.54,13.3,7,15.2,0.081,10,49.8,0.52
,11:29:12,6,21600,133.2,0.54,13.3,7,15.3,0.081,10,49.8,0.53
,11:29:13,6,21600,134.2,0.55,13.3,7,15.3,0.079,10,49.8,0.54
,11:29:14,6,21600,135.2,0.55,13.3,7,15.3,0.077,10,49.8,0.54
,11:29:15,6,21600,136.2,0.55,13.3,7,15.3,0.076,10,49.8,0.53
,11:29:16,6,21600,137.2,0.54,13.3,7,15.3,0.078,10,49.8,0.52
,11:29:17,6,21600,138.2,0.53,13.3,7,15.4,0.08,10,49.8,0.52
,11:29:18,6,21600,139.2,0.54,13.3,6,15.4,0.083,10,49.8,0.52
,11:29:19,6,21600,140.2,0.54,13.3,7,15.4,0.081,10,49.8,0.53
,11:29:20,6,21600,141.2,0.55,13.3,7,15.4,0.077,10,49.8,0.54
,11:29:21,6,21600,142.2,0.55,13.3,7,15.4,0.077,10,49.8,0.54
,11:29:22,6,21600,143.2,0.54,13.3,7,15.4,0.079,10,49.8,0.53
,11:29:23,6,21600,144.2,0.54,13.3,7,15.5,0.08,10,49.8,0.52
,11:29:24,6,21600,145.2,0.54,13.3,7,15.5,0.08,10,49.8,0.52
,11:29:25,6,21600,146.2,0.54,13.3,7,15.5,0.081,10,49.8,0.53
,11:29:26,6,21600,147.2,0.55,13.3,7,15.5,0.079,10,49.8,0.54
,11:29:27,6,21600,148.2,0.55,13.3,7,15.5,0.079,10,49.8,0.53
,11:29:28,6,21600,149.2,0.54,13.3,7,15.5,0.078,10,49.8,0.53
,11:29:29,6,21600,150.2,0.53,13.3,7,15.5,0.08,10,49.8,0.52
,11:29:30,6,21600,151.2,0.53,13.3,7,15.6,0.08,10,49.8,0.52
,11:29:31,6,21600,152.2,0.54,13.3,7,15.6,0.081,10,49.8,0.53
,11:29:32,6,21600,153.2,0.55,13.3,7,15.6,0.076,10,49.8,0.53
,11:29:33,6,21600,154.2,0.55,13.3,7,15.6,0.076,10,49.8,0.53
,11:29:34,6,21600,155.2,0.54,13.3,7,15.6,0.079,10,49.8,0.53
,11:29:35,6,21600,156.2,0.54,13.3,7,15.6,0.081,10,49.8,0.53
,11:29:36,6,21600,157.2,0.54,13.3,7,15.6,0.081,10,49.8,0.53
,11:29:37,6,21600,158.2,0.55,13.3,7,15.7,0.082,10,49.8,0.53
,11:29:38,6,21600,159.2,0.55,13.3,7,15.7,0.08,10,49.8,0.54
,11:29:39,6,21600,160.2,0.55,13.3,7,15.7,0.08,10,49.8,0.54
,11:29:40,6,21600,161.2,0.55,13.3,7,15.7,0.079,10,49.8,0.53
,11:29:41,6,21600,162.2,0.54,13.3,7,15.7,0.081,10,49.8,0.53
,11:29:42,6,21600,163.2,0.54,13.3,7,15.7,0.081,10,49.8,0.53
,11:29:43,6,21600,164.2,0.55,13.3,7,15.7,0.082,10,49.8,0.53
,11:29:44,6,21600,165.2,0.55,13.3,7,15.8,0.077,10,49.8,0.54
,11:29:45,6,21600,166.2,0.55,13.3,7,15.7,0.077,10,49.8,0.54
,11:29:46,6,21600,167.2,0.55,13.3,7,15.7,0.079,10,49.8,0.53
,11:29:47,6,21600,168.2,0.54,13.3,7,15.8,0.081,10,49.8,0.53
,11:29:48,6,21600,169.2,0.54,13.3,7,15.8,0.081,10,49.8,0.53
,11:29:49,6,21600,170.2,0.55,13.3,7,15.8,0.08,10,49.8,0.54
,11:29:50,6,21600,171.2,0.55,13.3,7,15.8,0.077,10,49.8,0.54
,11:29:51,6,21600,172.2,0.55,13.3,7,15.8,0.08,10,49.8,0.54
,11:29:52,6,21600,173.2,0.54,13.3,7,15.8,0.082,10,49.8,0.53
,11:29:53,6,21600,174.2,0.55,13.3,7,15.8,0.082,10,49.8,0.53
,11:29:54,6,21600,175.2,0.55,13.3,7,15.8,0.083,10,49.8,0.54
,11:29:55,6,21600,176.2,0.56,13.3,7,15.9,0.081,10,49.8,0.54
,11:29:56,6,21600,177.2,0.55,13.3,7,15.9,0.08,10,49.8,0.54
,11:29:57,6,21600,178.2,0.55,13.3,7,15.9,0.079,10,49.8,0.53
,11:29:58,6,21600,179.2,0.54,13.3,7,15.9,0.081,10,49.8,0.53
,11:29:59,6,21600,180.2,0.54,13.3,7,15.9,0.081,10,49.8,0.53
,11:30:00,6,21600,181.2,0.55,13.3,7,15.9,0.079,10,49.8,0.54
,11:30:01,6,21600,182.2,0.56,13.3,7,15.9,0.081,10,49.8,0.54
,11:30:02,6,21600,183.2,0.55,13.3,7,15.9,0.08,10,49.8,0.54
,11:30:03,6,21600,184.2,0.54,13.3,7,15.9,0.079,10,49.8,0.53
,11:30:04,6,21600,185.2,0.54,13.3,7,15.9,0.081,10,49.8,0.53
,11:30:05,6,21600,186.2,0.54,13.3,7,15.9,0.081,10,49.8,0.53
,11:30:06,6,21600,187.2,0.55,13.3,7,15.9,0.079,10,49.8,0.54
,11:30:07,6,21600,188.2,0.55,13.3,7,15.9,0.08,10,49.8,0.54
,11:30:08,6,21600,189.2,0.55,13.3,7,16,0.077,10,49.8,0.54
,11:30:09,6,21600,190.2,0.54,13.3,7,16,0.078,10,49.8,0.53
,11:30:10,6,21600,191.2,0.54,13.3,7,16,0.08,10,49.8,0.52
,11:30:11,6,21600,192.2,0.53,13.3,7,16,0.08,10,49.8,0.52
,11:30:12,6,21600,193.2,0.54,13.3,7,16,0.081,10,49.8,0.52
,11:30:13,6,21600,194.2,0.54,13.3,7,16,0.079,10,49.8,0.53
,11:30:14,6,21600,195.2,0.54,13.3,7,16,0.079,10,49.8,0.53
,11:30:15,6,21600,196.2,0.54,13.3,7,16,0.078,10,49.8,0.53
,11:30:16,6,21600,197.2,0.54,13.3,7,16,0.08,10,49.8,0.52
,11:30:17,6,21600,198.2,0.53,13.3,7,16,0.08,10,49.8,0.52
,11:30:18,6,21600,199.2,0.54,13.3,7,16,0.081,10,49.8,0.52
,11:30:19,6,21600,200.2,0.54,13.3,7,16,0.081,10,49.8,0.53
,11:30:20,6,21600,201.2,0.55,13.3,7,16,0.077,10,49.8,0.54
,11:30:21,6,21600,202.2,0.55,13.3,7,16,0.074,10,49.8,0.54
,11:30:22,6,21600,203.2,0.54,13.3,7,16,0.076,10,49.8,0.53
,11:30:23,6,21600,204.2,0.54,13.3,7,16,0.081,10,49.8,0.52
,11:30:24,6,21600,205.2,0.53,13.3,7,16,0.08,10,49.8,0.52
,11:30:25,6,21600,206.2,0.54,13.3,7,16,0.081,10,49.8,0.52
,11:30:26,6,21600,207.2,0.54,13.3,7,16,0.078,10,49.8,0.53
,11:30:27,6,21600,208.2,0.54,13.3,7,16,0.075,10,49.8,0.52
,11:30:28,6,21600,209.2,0.53,13.3,7,16,0.077,10,49.8,0.52
,11:30:29,6,21600,210.2,0.52,13.3,7,16,0.078,10,49.8,0.51
,11:30:30,6,21600,211.2,0.52,13.3,6,16.1,0.081,10,49.8,0.51
,11:30:31,6,21600,212.2,0.52,13.3,6,16.1,0.081,10,49.8,0.51
,11:30:32,6,21600,213.2,0.53,13.3,7,16.1,0.079,10,49.8,0.51
,11:30:33,6,21600,214.2,0.54,13.3,7,16.1,0.08,10,49.8,0.52
,11:30:34,6,21600,215.2,0.54,13.3,7,16.1,0.078,10,49.8,0.53
,11:30:35,6,21600,216.2,0.54,13.3,7,16.1,0.077,10,49.8,0.52
,11:30:36,6,21600,217.2,0.52,13.3,7,16.1,0.073,10,49.8,0.51
,11:30:37,6,21600,218.2,0.52,13.3,7,16.1,0.072,10,49.8,0.5
,11:30:38,6,21600,219.2,0.51,13.3,7,16.1,0.074,10,49.8,0.5
,11:30:39,6,21600,220.2,0.52,13.3,7,16.1,0.077,10,49.8,0.5
,11:30:40,6,21600,221.2,0.52,13.3,7,16.1,0.077,10,49.8,0.5
,11:30:41,6,21600,222.2,0.52,13.3,6,16.1,0.08,10,49.8,0.5
,11:30:42,6,21600,223.2,0.52,13.3,6,16.1,0.082,10,49.8,0.51
,11:30:43,6,21600,224.2,0.53,13.3,7,16.1,0.08,10,49.8,0.52
,11:30:44,6,21600,225.2,0.54,13.3,7,16.1,0.081,10,49.8,0.53
,11:30:45,6,21600,226.2,0.54,13.3,7,16.1,0.078,10,49.8,0.53
,11:30:46,6,21600,227.2,0.54,13.3,7,16.1,0.075,10,49.8,0.53
,11:30:47,6,21600,228.2,0.54,13.3,7,16.1,0.075,10,49.8,0.52
,11:30:48,6,21600,229.2,0.53,13.3,7,16.1,0.077,10,49.8,0.52
,11:30:49,6,21600,230.2,0.53,13.3,7,16.1,0.079,10,49.8,0.51
,11:30:50,6,21600,231.2,0.53,13.3,7,16.1,0.08,10,49.8,0.52
,11:30:51,6,21600,232.2,0.54,13.3,7,16.1,0.08,10,49.8,0.52
,11:30:52,6,21600,233.2,0.54,13.3,7,16.1,0.078,10,49.8,0.53
,11:30:53,6,21600,234.2,0.54,13.3,7,16.1,0.081,10,49.8,0.53
,11:30:54,6,21600,235.2,0.54,13.3,7,16.1,0.079,10,49.8,0.53
,11:30:55,6,21600,236.2,0.54,13.3,7,16.1,0.076,10,49.8,0.53
,11:30:56,6,21600,237.2,0.54,13.3,7,16.1,0.075,10,49.8,0.52
,11:30:57,6,21600,238.2,0.53,13.3,7,16.1,0.08,10,49.8,0.52
,11:30:58,6,21600,239.2,0.53,13.3,7,16.1,0.079,10,49.8,0.51
,11:30:59,6,21600,240.2,0.53,13.3,7,16.1,0.08,10,49.8,0.52
,11:31:00,6,21600,241.2,0.54,13.3,7,16.1,0.078,10,49.8,0.52
,11:31:01,6,21600,242.2,0.54,13.3,7,16.1,0.075,10,49.8,0.53
,11:31:02,6,21600,243.2,0.53,13.3,7,16.1,0.074,10,49.8,0.52
,11:31:03,6,21600,244.2,0.52,13.3,7,16.1,0.075,10,49.8,0.51
,11:31:04,6,21600,245.2,0.52,13.3,7,16.1,0.077,10,49.8,0.5
,11:31:05,6,21600,246.2,0.52,13.3,7,16.1,0.078,10,49.8,0.5
,11:31:06,6,21600,247.2,0.52,13.3,7,16.1,0.078,10,49.8,0.51
,11:31:07,6,21600,248.2,0.53,13.3,7,16,0.077,10,49.8,0.52
,11:31:08,6,21600,249.2,0.53,13.3,7,16,0.074,10,49.8,0.52
,11:31:09,6,21600,250.2,0.53,13.3,7,16,0.073,10,49.8,0.51
,11:31:10,6,21600,251.2,0.52,13.3,7,16,0.075,10,49.8,0.51
,11:31:11,6,21600,252.2,0.52,13.3,7,16,0.078,10,49.8,0.51
,11:31:12,6,21600,253.2,0.52,13.3,7,16,0.078,10,49.8,0.51
,11:31:13,6,21600,254.2,0.53,13.3,7,16,0.079,10,49.8,0.51
,11:31:14,6,21600,255.2,0.53,13.3,7,16,0.077,10,49.8,0.52
,11:31:15,6,21600,256.2,0.54,13.3,7,16,0.078,10,49.8,0.52
,11:31:16,6,21600,257.2,0.53,13.3,7,16,0.077,10,49.8,0.52
,11:31:17,6,21600,258.2,0.53,13.3,7,16,0.08,10,49.8,0.52
,11:31:18,6,21600,259.2,0.54,13.3,7,16,0.077,10,49.8,0.52
,11:31:19,6,21600,260.2,0.54,13.3,7,16,0.08,10,49.8,0.52
,11:31:20,6,21600,261.2,0.53,13.3,7,16,0.077,10,49.8,0.52
,11:31:21,6,21600,262.2,0.53,13.3,7,16,0.076,10,49.8,0.51
,11:31:22,6,21600,263.2,0.52,13.3,7,16,0.075,10,49.8,0.51
,11:31:23,6,21600,264.2,0.52,13.3,7,16,0.075,10,49.8,0.51
,11:31:24,6,21600,265.2,0.52,13.3,7,16,0.078,10,49.8,0.51
,11:31:25,6,21600,266.2,0.52,13.3,7,16,0.078,10,49.8,0.51
,11:31:26,6,21600,267.2,0.53,13.3,7,16,0.079,10,49.8,0.52
,11:31:27,6,21600,268.2,0.54,13.3,7,16,0.077,10,49.8,0.52
,11:31:28,6,21600,269.2,0.54,13.3,7,16,0.075,10,49.8,0.52
,11:31:29,6,21600,270.2,0.53,13.3,7,16,0.074,10,49.8,0.52
,11:31:30,6,21600,271.2,0.52,13.3,7,16,0.078,10,49.8,0.51
,11:31:31,6,21600,272.2,0.52,13.3,7,15.9,0.078,10,49.8,0.5
,11:31:32,6,21600,273.2,0.52,13.3,7,15.9,0.078,10,49.8,0.51
,11:31:33,6,21600,274.2,0.53,13.3,7,15.9,0.076,10,49.8,0.52
,11:31:34,6,21600,275.2,0.54,13.3,7,15.9,0.075,10,49.8,0.52
,11:31:35,6,21600,276.2,0.54,13.3,7,15.9,0.075,10,49.8,0.52
,11:31:36,6,21600,277.2,0.53,13.3,7,15.9,0.077,10,49.8,0.52
,11:31:37,6,21600,278.2,0.52,13.3,7,15.9,0.078,10,49.8,0.51
,11:31:38,6,21600,279.2,0.52,13.3,6,15.9,0.081,10,49.8,0.51
,11:31:39,6,21600,280.2,0.52,13.3,7,15.9,0.078,10,49.8,0.51
,11:31:40,6,21600,281.2,0.53,13.3,7,15.9,0.077,10,49.8,0.52
,11:31:41,6,21600,282.2,0.54,13.3,7,15.9,0.077,10,49.8,0.52
,11:31:42,6,21600,283.2,0.53,13.3,7,15.9,0.08,10,49.8,0.51
,11:31:43,6,21600,284.2,0.53,13.3,7,15.9,0.079,10,49.8,0.51
,11:31:44,6,21600,285.2,0.53,13.3,7,15.9,0.08,10,49.8,0.52
,11:31:45,6,21600,286.2,0.54,13.3,7,15.9,0.077,10,49.8,0.52
,11:31:46,6,21600,287.2,0.54,13.3,7,15.9,0.075,10,49.8,0.52
,11:31:47,6,21600,288.2,0.53,13.3,7,15.9,0.076,10,49.8,0.51
,11:31:48,6,21600,289.2,0.52,13.3,7,15.8,0.078,10,49.8,0.51
,11:31:49,6,21600,290.2,0.53,13.3,7,15.8,0.076,10,49.8,0.51
,11:31:50,6,21600,291.2,0.53,13.3,7,15.8,0.074,10,49.8,0.52
,11:31:51,6,21600,292.2,0.53,13.3,7,15.8,0.074,10,49.8,0.52
,11:31:52,6,21600,293.2,0.53,13.3,7,15.8,0.076,10,49.8,0.51
,11:31:53,6,21600,294.2,0.52,13.3,7,15.8,0.078,10,49.8,0.51
,11:31:54,6,21600,295.2,0.52,13.3,7,15.8,0.078,10,49.8,0.51
,11:31:55,6,21600,296.2,0.53,13.3,7,15.8,0.077,10,49.8,0.52
,11:31:56,6,21600,297.2,0.53,13.3,7,15.8,0.077,10,49.8,0.52
,11:31:57,6,21600,298.2,0.53,13.3,7,15.8,0.076,10,49.8,0.51
,11:31:58,6,21600,299.2,0.52,13.3,7,15.8,0.078,10,49.8,0.5
,11:31:59,6,21600,300.2,0.52,13.3,7,15.8,0.077,10,49.8,0.5
,11:32:00,6,21600,301.2,0.52,13.3,7,15.8,0.075,10,49.8,0.51
,11:32:01,6,21600,302.2,0.52,13.3,7,15.7,0.073,10,49.8,0.51
,11:32:02,6,21600,303.2,0.52,13.3,7,15.7,0.075,10,49.8,0.51
,11:32:03,6,21600,304.2,0.51,13.3,6,15.7,0.08,10,49.8,0.5
,11:32:04,6,21600,305.2,0.52,13.3,6,15.7,0.08,10,49.8,0.5
,11:32:05,6,21600,306.2,0.53,13.3,7,15.7,0.079,10,49.8,0.51
,11:32:06,6,21600,307.2,0.53,13.3,7,15.7,0.074,10,49.8,0.52
,11:32:07,6,21600,308.2,0.53,13.3,7,15.7,0.073,10,49.8,0.51
,11:32:08,6,21600,309.2,0.53,13.3,7,15.7,0.076,10,49.8,0.51
,11:32:09,6,21600,310.2,0.52,13.3,7,15.7,0.077,10,49.8,0.5
,11:32:10,6,21600,311.2,0.51,13.3,7,15.7,0.077,10,49.8,0.5
,11:32:11,6,21600,312.2,0.52,13.3,7,15.7,0.078,10,49.8,0.5
,11:32:12,6,21600,313.2,0.53,13.3,7,15.6,0.076,10,49.8,0.51
,11:32:13,6,21600,314.2,0.53,13.3,7,15.6,0.077,10,49.8,0.51
,11:32:14,6,21600,315.2,0.52,13.3,7,15.6,0.078,10,49.8,0.51
,11:32:15,6,21600,316.2,0.52,13.3,7,15.6,0.078,10,49.8,0.51
,11:32:16,6,21600,317.2,0.53,13.3,7,15.6,0.079,10,49.8,0.51
,11:32:17,6,21600,318.2,0.53,13.3,7,15.6,0.077,10,49.8,0.52
,11:32:18,6,21600,319.2,0.53,13.3,7,15.6,0.077,10,49.8,0.52
,11:32:19,6,21600,320.2,0.52,13.3,7,15.6,0.078,10,49.8,0.51
,11:32:20,6,21600,321.2,0.52,13.3,7,15.6,0.078,10,49.8,0.5
,11:32:21,6,21600,322.2,0.52,13.3,7,15.6,0.078,10,49.8,0.51
,11:32:22,6,21600,323.2,0.53,13.3,7,15.6,0.077,10,49.8,0.52
,11:32:23,6,21600,324.2,0.54,13.3,7,15.5,0.077,10,49.8,0.52
,11:32:24,6,21600,325.2,0.53,13.3,7,15.5,0.077,10,49.8,0.52
,11:32:25,6,21600,326.2,0.53,13.3,7,15.5,0.076,10,49.8,0.51
,11:32:26,6,21600,327.2,0.52,13.3,6,15.5,0.082,10,49.8,0.51
,11:32:27,6,21600,328.2,0.52,13.3,7,15.5,0.078,10,49.8,0.51
,11:32:28,6,21600,329.2,0.53,13.3,7,15.5,0.077,10,49.8,0.52
,11:32:29,6,21600,330.2,0.53,13.3,7,15.5,0.077,10,49.8,0.52
,11:32:30,6,21600,331.2,0.54,13.3,7,15.5,0.075,10,49.8,0.52
,11:32:31,6,21600,332.2,0.53,13.3,7,15.4,0.076,10,49.8,0.51
,11:32:32,6,21600,333.2,0.52,13.3,7,15.4,0.078,10,49.8,0.51
,11:32:33,6,21600,334.2,0.52,13.3,7,15.4,0.078,10,49.8,0.51
,11:32:34,6,21600,335.2,0.52,13.3,7,15.4,0.078,10,49.8,0.51
,11:32:35,6,21600,336.2,0.53,13.3,7,15.4,0.08,10,49.8,0.52
,11:32:36,6,21600,337.2,0.53,13.3,7,15.4,0.077,10,49.8,0.52
,11:32:37,6,21600,338.2,0.54,13.3,7,15.4,0.075,10,49.8,0.52
,11:32:38,6,21600,339.2,0.54,13.3,7,15.4,0.075,10,49.8,0.52
,11:32:39,6,21600,340.2,0.53,13.3,7,15.4,0.077,10,49.8,0.52
,11:32:40,6,21600,341.2,0.52,13.3,7,15.4,0.078,10,49.8,0.51
,11:32:41,6,21600,342.2,0.52,13.3,7,15.4,0.078,10,49.8,0.5
,11:32:42,6,21600,343.2,0.52,13.3,7,15.3,0.078,10,49.8,0.51
,11:32:43,6,21600,344.2,0.53,13.3,7,15.3,0.077,10,49.8,0.52
,11:32:44,6,21600,345.2,0.53,13.3,7,15.3,0.074,10,49.8,0.52
,11:32:45,6,21600,346.2,0.53,13.3,7,15.3,0.077,10,49.8,0.52
,11:32:46,6,21600,347.2,0.52,13.3,7,15.3,0.078,10,49.8,0.51
,11:32:47,6,21600,348.2,0.52,13.3,7,15.3,0.078,10,49.8,0.51
,11:32:48,6,21600,349.2,0.53,13.3,7,15.3,0.079,10,49.8,0.51
