Data file,,ZYTEL-UNHONED_ISO10_12DEG_004_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,21/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PPA on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 11:26:59 on 21/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:27:03,6,21600,3602.2,0.42,13.3,6,12.9,0.065,10,49.9,0.41
,12:27:04,6,21600,3603.2,0.42,13.3,7,12.9,0.063,10,49.9,0.41
,12:27:05,6,21600,3604.2,0.42,13.3,7,12.9,0.063,10,49.9,0.41
,12:27:06,6,21600,3605.2,0.43,13.3,7,12.9,0.064,10,49.9,0.42
,12:27:07,6,21600,3606.2,0.43,13.3,7,12.9,0.064,10,49.9,0.41
,12:27:08,6,21600,3607.2,0.42,13.3,7,12.9,0.064,10,49.9,0.41
,12:27:09,6,21600,3608.2,0.42,13.3,7,12.9,0.063,10,49.9,0.41
,12:27:10,6,21600,3609.2,0.42,13.3,7,12.9,0.063,10,49.9,0.41
,12:27:11,6,21600,3610.2,0.43,13.3,7,12.8,0.062,10,49.9,0.42
,12:27:12,6,21600,3611.2,0.44,13.3,7,12.8,0.063,10,49.9,0.42
,12:27:13,6,21600,3612.2,0.44,13.3,7,12.8,0.064,10,49.9,0.43
,12:27:14,6,21600,3613.2,0.44,13.3,7,12.8,0.063,10,49.9,0.42
,12:27:15,6,21600,3614.2,0.43,13.3,7,12.8,0.063,10,49.9,0.42
,12:27:16,6,21600,3615.2,0.43,13.3,7,12.8,0.063,10,49.9,0.42
,12:27:17,6,21600,3616.2,0.43,13.3,7,12.7,0.063,10,49.9,0.42
,12:27:18,6,21600,3617.2,0.43,13.3,7,12.7,0.06,10,49.9,0.42
,12:27:19,6,21600,3618.2,0.43,13.3,7,12.7,0.059,10,49.9,0.42
,12:27:20,6,21600,3619.2,0.43,13.3,7,12.7,0.057,10,49.9,0.42
,12:27:21,6,21600,3620.2,0.42,13.3,7,12.7,0.059,10,49.9,0.41
,12:27:22,6,21600,3621.2,0.41,13.3,7,12.7,0.059,10,49.9,0.4
,12:27:23,6,21600,3622.2,0.4,13.3,7,12.7,0.06,10,49.9,0.39
,12:27:24,6,21600,3623.2,0.41,13.3,7,12.7,0.061,10,49.9,0.4
,12:27:25,6,21600,3624.2,0.42,13.3,7,12.7,0.063,10,49.9,0.41
,12:27:26,6,21600,3625.2,0.42,13.3,7,12.7,0.064,10,49.9,0.41
,12:27:27,6,21600,3626.2,0.42,13.3,7,12.6,0.063,10,49.9,0.41
,12:27:28,6,21600,3627.2,0.41,13.3,7,12.6,0.062,10,49.9,0.4
,12:27:29,6,21600,3628.2,0.41,13.3,7,12.6,0.062,10,49.9,0.4
,12:27:30,6,21600,3629.2,0.41,13.3,7,12.6,0.062,10,49.9,0.4
,12:27:31,6,21600,3630.2,0.42,13.3,7,12.6,0.063,10,49.9,0.41
,12:27:32,6,21600,3631.2,0.43,13.3,7,12.6,0.062,10,49.9,0.42
,12:27:33,6,21600,3632.2,0.43,13.3,7,12.5,0.06,10,49.9,0.42
,12:27:34,6,21600,3633.2,0.43,13.3,7,12.5,0.058,10,49.9,0.42
,12:27:35,6,21600,3634.2,0.43,13.3,7,12.5,0.058,10,49.9,0.42
,12:27:36,6,21600,3635.2,0.42,13.3,7,12.5,0.061,10,49.9,0.41
,12:27:37,6,21600,3636.2,0.41,13.3,7,12.5,0.059,10,49.9,0.4
,12:27:38,6,21600,3637.2,0.4,13.3,7,12.5,0.06,10,49.9,0.39
,12:27:39,6,21600,3638.2,0.4,13.3,7,12.4,0.06,10,49.9,0.39
,12:27:40,6,21600,3639.2,0.41,13.3,7,12.4,0.061,10,49.9,0.4
,12:27:41,6,21600,3640.2,0.42,13.3,7,12.4,0.063,10,49.9,0.41
,12:27:42,6,21600,3641.2,0.43,13.3,6,12.4,0.066,10,49.9,0.42
,12:27:43,6,21600,3642.2,0.43,13.3,7,12.4,0.064,10,49.9,0.42
,12:27:44,6,21600,3643.2,0.43,13.3,7,12.4,0.062,10,49.9,0.42
,12:27:45,6,21600,3644.2,0.43,13.3,7,12.4,0.062,10,49.9,0.42
,12:27:46,6,21600,3645.2,0.43,13.3,7,12.4,0.062,10,49.9,0.42
,12:27:47,6,21600,3646.2,0.43,13.3,7,12.4,0.062,10,49.9,0.42
,12:27:48,6,21600,3647.2,0.42,13.3,7,12.3,0.059,10,49.9,0.41
,12:27:49,6,21600,3648.2,0.42,13.3,7,12.3,0.058,10,49.9,0.4
,12:27:50,6,21600,3649.2,0.41,13.3,7,12.3,0.061,10,49.9,0.4
,12:27:51,6,21600,3650.2,0.41,13.3,7,12.3,0.061,10,49.9,0.4
,12:27:52,6,21600,3651.2,0.41,13.3,7,12.3,0.061,10,49.9,0.4
,12:27:53,6,21600,3652.2,0.41,13.3,7,12.3,0.062,10,49.9,0.4
,12:27:54,6,21600,3653.2,0.42,13.3,7,12.2,0.063,10,49.9,0.41
,12:27:55,6,21600,3654.2,0.42,13.3,7,12.2,0.063,10,49.9,0.41
,12:27:56,6,21600,3655.2,0.41,13.3,7,12.2,0.062,10,49.9,0.4
,12:27:57,6,21600,3656.2,0.41,13.3,7,12.2,0.059,10,49.9,0.4
,12:27:58,6,21600,3657.2,0.41,13.3,7,12.2,0.059,10,49.9,0.4
,12:27:59,6,21600,3658.2,0.41,13.3,7,12.2,0.059,10,49.9,0.4
,12:28:00,6,21600,3659.2,0.42,13.3,7,12.1,0.06,10,49.9,0.41
,12:28:01,6,21600,3660.2,0.42,13.3,7,12.1,0.063,10,49.9,0.41
,12:28:02,6,21600,3661.2,0.42,13.3,7,12.1,0.063,10,49.9,0.41
,12:28:03,6,21600,3662.2,0.42,13.3,7,12.1,0.06,10,49.9,0.41
,12:28:04,6,21600,3663.2,0.42,13.3,7,12.1,0.062,10,49.9,0.41
,12:28:05,6,21600,3664.2,0.42,13.3,6,12.1,0.065,10,49.9,0.41
,12:28:06,6,21600,3665.2,0.42,13.3,7,12.1,0.064,10,49.9,0.42
,12:28:07,6,21600,3666.2,0.43,13.3,7,12.1,0.06,10,49.9,0.42
,12:28:08,6,21600,3667.2,0.44,13.3,7,12.1,0.059,10,49.9,0.42
,12:28:09,6,21600,3668.2,0.43,13.3,7,12,0.063,10,49.9,0.42
,12:28:10,6,21600,3669.2,0.43,13.3,7,12,0.064,10,49.9,0.42
,12:28:11,6,21600,3670.2,0.43,13.3,7,12,0.065,10,49.9,0.42
,12:28:12,6,21600,3671.2,0.43,13.3,7,12,0.065,10,49.9,0.42
,12:28:13,6,21600,3672.2,0.43,13.3,7,12,0.065,10,49.9,0.42
,12:28:14,6,21600,3673.2,0.43,13.3,7,12,0.065,10,49.9,0.42
,12:28:15,6,21600,3674.2,0.43,13.3,7,11.9,0.063,10,49.9,0.42
,12:28:16,6,21600,3675.2,0.43,13.3,7,11.9,0.058,10,49.9,0.42
,12:28:17,6,21600,3676.2,0.43,13.3,7,11.9,0.059,10,49.9,0.42
,12:28:18,6,21600,3677.2,0.42,13.3,7,11.9,0.06,10,49.9,0.41
,12:28:19,6,21600,3678.2,0.41,13.3,7,11.9,0.059,10,49.9,0.4
,12:28:20,6,21600,3679.2,0.4,13.3,7,11.9,0.061,10,49.9,0.39
,12:28:21,6,21600,3680.2,0.41,13.3,7,11.8,0.061,10,49.9,0.4
,12:28:22,6,21600,3681.2,0.41,13.3,7,11.9,0.062,10,49.9,0.4
,12:28:23,6,21600,3682.2,0.41,13.3,7,11.8,0.06,10,49.9,0.4
,12:28:24,6,21600,3683.2,0.42,13.3,7,11.8,0.058,10,49.9,0.41
,12:28:25,6,21600,3684.2,0.41,13.3,7,11.8,0.057,10,49.9,0.4
,12:28:26,6,21600,3685.2,0.4,13.3,7,11.8,0.06,10,49.9,0.39
,12:28:27,6,21600,3686.2,0.4,13.3,7,11.8,0.059,10,49.9,0.39
,12:28:28,6,21600,3687.2,0.4,13.3,7,11.8,0.061,10,49.9,0.39
,12:28:29,6,21600,3688.2,0.41,13.3,7,11.7,0.062,10,49.9,0.4
,12:28:30,6,21600,3689.2,0.42,13.3,7,11.7,0.062,10,49.9,0.41
,12:28:31,6,21600,3690.2,0.42,13.3,7,11.7,0.058,10,49.9,0.41
,12:28:32,6,21600,3691.2,0.42,13.3,7,11.7,0.058,10,49.9,0.41
,12:28:33,6,21600,3692.2,0.42,13.3,7,11.7,0.06,10,49.9,0.41
,12:28:34,6,21600,3693.2,0.41,13.3,7,11.6,0.061,10,49.9,0.4
,12:28:35,6,21600,3694.2,0.4,13.3,7,11.6,0.061,10,49.9,0.39
,12:28:36,6,21600,3695.2,0.4,13.3,7,11.6,0.06,10,49.9,0.39
,12:28:37,6,21600,3696.2,0.41,13.3,7,11.6,0.061,10,49.9,0.4
,12:28:38,6,21600,3697.2,0.41,13.3,7,11.6,0.059,10,49.9,0.4
,12:28:39,6,21600,3698.2,0.41,13.3,7,11.6,0.059,10,49.9,0.4
,12:28:40,6,21600,3699.2,0.41,13.3,7,11.5,0.059,10,49.9,0.4
,12:28:41,6,21600,3700.2,0.42,13.3,7,11.6,0.058,10,49.9,0.41
,12:28:42,6,21600,3701.2,0.42,13.3,7,11.5,0.058,10,49.9,0.41
,12:28:43,6,21600,3702.2,0.41,13.3,7,11.5,0.059,10,49.9,0.4
,12:28:44,6,21600,3703.2,0.4,13.3,7,11.5,0.059,10,49.9,0.38
,12:28:45,6,21600,3704.2,0.4,13.3,7,11.5,0.06,10,49.9,0.39
,12:28:46,6,21600,3705.2,0.4,13.3,7,11.5,0.061,10,49.9,0.39
,12:28:47,6,21600,3706.2,0.41,13.3,7,11.4,0.061,10,49.9,0.4
,12:28:48,6,21600,3707.2,0.41,13.3,7,11.4,0.061,10,49.9,0.4
,12:28:49,6,21600,3708.2,0.41,13.3,7,11.4,0.059,10,49.9,0.4
,12:28:50,6,21600,3709.2,0.41,13.3,7,11.4,0.057,10,49.9,0.4
,12:28:51,6,21600,3710.2,0.41,13.3,7,11.4,0.056,10,49.9,0.4
,12:28:52,6,21600,3711.2,0.41,13.3,7,11.4,0.055,10,49.9,0.4
,12:28:53,6,21600,3712.2,0.41,13.3,7,11.3,0.057,10,49.9,0.4
,12:28:54,6,21600,3713.2,0.4,13.3,7,11.3,0.058,10,49.9,0.39
,12:28:55,6,21600,3714.2,0.39,13.3,7,11.3,0.059,10,49.9,0.38
,12:28:56,6,21600,3715.2,0.39,13.3,7,11.3,0.058,10,49.9,0.38
,12:28:57,6,21600,3716.2,0.39,13.3,6,11.3,0.061,10,49.9,0.38
,12:28:58,6,21600,3717.2,0.4,13.3,6,11.3,0.062,10,49.9,0.39
,12:28:59,6,21600,3718.2,0.4,13.3,7,11.2,0.06,10,49.9,0.39
,12:29:00,6,21600,3719.2,0.4,13.3,7,11.2,0.061,10,49.9,0.39
,12:29:01,6,21600,3720.2,0.4,13.3,7,11.2,0.061,10,49.9,0.39
,12:29:02,6,21600,3721.2,0.4,13.3,7,11.2,0.061,10,49.9,0.39
,12:29:03,6,21600,3722.2,0.4,13.3,7,11.2,0.061,10,49.9,0.39
,12:29:04,6,21600,3723.2,0.4,13.3,7,11.2,0.058,10,49.9,0.39
,12:29:05,6,21600,3724.2,0.41,13.3,7,11.2,0.057,10,49.9,0.4
,12:29:06,6,21600,3725.2,0.41,13.3,7,11.1,0.057,10,49.9,0.4
,12:29:07,6,21600,3726.2,0.41,13.3,7,11.1,0.058,10,49.9,0.4
,12:29:08,6,21600,3727.2,0.41,13.3,7,11.1,0.059,10,49.9,0.4
,12:29:09,6,21600,3728.2,0.41,13.3,7,11.1,0.061,10,49.9,0.4
,12:29:10,6,21600,3729.2,0.41,13.3,7,11.1,0.061,10,49.9,0.4
,12:29:11,6,21600,3730.2,0.41,13.3,7,11.1,0.062,10,49.9,0.4
,12:29:12,6,21600,3731.2,0.41,13.3,7,11,0.062,10,49.9,0.4
,12:29:13,6,21600,3732.2,0.41,13.3,7,11,0.061,10,49.9,0.4
,12:29:14,6,21600,3733.2,0.41,13.3,7,11,0.061,10,49.9,0.4
,12:29:15,6,21600,3734.2,0.41,13.3,7,11,0.061,10,49.9,0.4
,12:29:16,6,21600,3735.2,0.41,13.3,7,11,0.062,10,49.9,0.4
,12:29:17,6,21600,3736.2,0.41,13.3,7,11,0.062,10,49.9,0.4
,12:29:18,6,21600,3737.2,0.42,13.3,7,10.9,0.06,10,49.9,0.41
,12:29:19,6,21600,3738.2,0.42,13.3,7,10.9,0.063,10,49.9,0.41
,12:29:20,6,21600,3739.2,0.41,13.3,7,10.9,0.06,10,49.9,0.4
,12:29:21,6,21600,3740.2,0.41,13.3,7,10.9,0.057,10,49.9,0.4
,12:29:22,6,21600,3741.2,0.41,13.3,7,10.9,0.059,10,49.9,0.4
,12:29:23,6,21600,3742.2,0.41,13.3,7,10.9,0.061,10,49.9,0.4
,12:29:24,6,21600,3743.2,0.41,13.3,7,10.9,0.061,10,49.9,0.4
,12:29:25,6,21600,3744.2,0.41,13.3,7,10.9,0.061,10,49.9,0.4
,12:29:26,6,21600,3745.2,0.41,13.3,7,10.8,0.06,10,49.9,0.4
,12:29:27,6,21600,3746.2,0.41,13.3,7,10.8,0.06,10,49.9,0.4
,12:29:28,6,21600,3747.2,0.41,13.3,7,10.8,0.06,10,49.9,0.4
,12:29:29,6,21600,3748.2,0.41,13.3,7,10.8,0.059,10,49.9,0.4
,12:29:30,6,21600,3749.2,0.42,13.3,7,10.7,0.06,10,49.9,0.41
,12:29:31,6,21600,3750.2,0.42,13.3,7,10.7,0.058,10,49.9,0.41
,12:29:32,6,21600,3751.2,0.42,13.3,7,10.7,0.058,10,49.9,0.41
,12:29:33,6,21600,3752.2,0.41,13.3,7,10.7,0.059,10,49.9,0.4
,12:29:34,6,21600,3753.2,0.41,13.3,7,10.7,0.062,10,49.9,0.4
,12:29:35,6,21600,3754.2,0.41,13.3,7,10.7,0.062,10,49.9,0.4
,12:29:36,6,21600,3755.2,0.42,13.3,7,10.6,0.062,10,49.9,0.41
,12:29:37,6,21600,3756.2,0.42,13.3,7,10.6,0.062,10,49.9,0.41
,12:29:38,6,21600,3757.2,0.42,13.3,7,10.6,0.06,10,49.9,0.41
,12:29:39,6,21600,3758.2,0.42,13.3,7,10.6,0.058,10,49.9,0.41
,12:29:40,6,21600,3759.2,0.41,13.3,7,10.6,0.058,10,49.9,0.4
,12:29:41,6,21600,3760.2,0.41,13.3,7,10.6,0.059,10,49.9,0.4
,12:29:42,6,21600,3761.2,0.4,13.3,7,10.6,0.06,10,49.9,0.39
,12:29:43,6,21600,3762.2,0.4,13.3,7,10.6,0.06,10,49.9,0.39
,12:29:44,6,21600,3763.2,0.41,13.3,6,10.6,0.063,10,49.9,0.4
,12:29:45,6,21600,3764.2,0.41,13.3,7,10.5,0.062,10,49.9,0.4
,12:29:46,6,21600,3765.2,0.41,13.3,7,10.5,0.059,10,49.9,0.4
,12:29:47,6,21600,3766.2,0.4,13.3,7,10.5,0.058,10,49.9,0.39
,12:29:48,6,21600,3767.2,0.39,13.3,7,10.5,0.055,10,49.9,0.38
,12:29:49,6,21600,3768.2,0.39,13.3,7,10.5,0.055,10,49.9,0.38
,12:29:50,6,21600,3769.2,0.39,13.3,7,10.4,0.055,10,49.9,0.38
,12:29:51,6,21600,3770.2,0.39,13.3,7,10.4,0.059,10,49.9,0.38
,12:29:52,6,21600,3771.2,0.39,13.3,6,10.4,0.061,10,49.9,0.38
,12:29:53,6,21600,3772.2,0.39,13.3,6,10.4,0.064,10,49.9,0.38
,12:29:54,6,21600,3773.2,0.41,13.3,7,10.4,0.061,10,49.9,0.4
,12:29:55,6,21600,3774.2,0.41,13.3,7,10.4,0.06,10,49.9,0.4
,12:29:56,6,21600,3775.2,0.42,13.3,7,10.3,0.058,10,49.9,0.41
,12:29:57,6,21600,3776.2,0.41,13.3,7,10.3,0.059,10,49.9,0.4
,12:29:58,6,21600,3777.2,0.4,13.3,7,10.3,0.058,10,49.9,0.39
,12:29:59,6,21600,3778.2,0.4,13.3,7,10.3,0.057,10,49.9,0.39
,12:30:00,6,21600,3779.2,0.39,13.3,7,10.3,0.059,10,49.9,0.38
,12:30:01,6,21600,3780.2,0.39,13.3,6,10.3,0.061,10,49.9,0.38
,12:30:02,6,21600,3781.2,0.39,13.3,7,10.3,0.059,10,49.9,0.38
,12:30:03,6,21600,3782.2,0.39,13.3,7,10.3,0.057,10,49.9,0.39
,12:30:04,6,21600,3783.2,0.4,13.3,7,10.2,0.056,10,49.9,0.39
,12:30:05,6,21600,3784.2,0.41,13.3,7,10.2,0.059,10,49.9,0.4
,12:30:06,6,21600,3785.2,0.4,13.3,7,10.2,0.06,10,49.9,0.39
,12:30:07,6,21600,3786.2,0.39,13.3,7,10.2,0.059,10,49.9,0.38
,12:30:08,6,21600,3787.2,0.39,13.3,7,10.2,0.059,10,49.9,0.38
,12:30:09,6,21600,3788.2,0.4,13.3,7,10.2,0.058,10,49.9,0.39
,12:30:10,6,21600,3789.2,0.4,13.3,7,10.2,0.056,10,49.9,0.39
,12:30:11,6,21600,3790.2,0.4,13.3,7,10.1,0.058,10,49.9,0.39
,12:30:12,6,21600,3791.2,0.4,13.3,7,10.1,0.059,10,49.9,0.39
,12:30:13,6,21600,3792.2,0.4,13.3,7,10.1,0.057,10,49.9,0.39
,12:30:14,6,21600,3793.2,0.4,13.3,7,10.1,0.058,10,49.9,0.39
,12:30:15,6,21600,3794.2,0.4,13.3,7,10.1,0.058,10,49.9,0.39
,12:30:16,6,21600,3795.2,0.39,13.3,7,10.1,0.057,10,49.9,0.38
,12:30:17,6,21600,3796.2,0.4,13.3,7,10.1,0.055,10,49.9,0.39
,12:30:18,6,21600,3797.2,0.4,13.3,7,10.1,0.057,10,49.9,0.39
,12:30:19,6,21600,3798.2,0.39,13.3,7,10.1,0.059,10,49.9,0.38
,12:30:20,6,21600,3799.2,0.39,13.3,6,10.1,0.061,10,49.9,0.38
,12:30:21,6,21600,3800.2,0.4,13.3,7,10,0.059,10,49.9,0.39
,12:30:22,6,21600,3801.2,0.4,13.3,7,10,0.058,10,49.9,0.4
,12:30:23,6,21600,3802.2,0.41,13.3,7,10,0.057,10,49.9,0.4
,12:30:24,6,21600,3803.2,0.41,13.3,7,10,0.057,10,49.9,0.4
,12:30:25,6,21600,3804.2,0.4,13.3,7,10,0.058,10,49.9,0.39
,12:30:26,6,21600,3805.2,0.39,13.3,7,10,0.056,10,49.9,0.38
,12:30:27,6,21600,3806.2,0.38,13.3,7,10,0.057,10,49.9,0.37
,12:30:28,6,21600,3807.2,0.38,13.3,7,9.9,0.057,10,49.9,0.37
,12:30:29,6,21600,3808.2,0.39,13.3,7,9.9,0.059,10,49.9,0.38
,12:30:30,6,21600,3809.2,0.4,13.3,7,9.9,0.058,10,49.9,0.39
,12:30:31,6,21600,3810.2,0.4,13.3,7,9.9,0.058,10,49.9,0.39
,12:30:32,6,21600,3811.2,0.4,13.3,7,9.9,0.058,10,49.9,0.39
,12:30:33,6,21600,3812.2,0.39,13.3,7,9.9,0.057,10,49.9,0.38
,12:30:34,6,21600,3813.2,0.39,13.3,7,9.9,0.058,10,49.9,0.38
,12:30:35,6,21600,3814.2,0.39,13.3,6,9.9,0.061,10,49.9,0.38
,12:30:36,6,21600,3815.2,0.4,13.3,6,9.9,0.062,10,49.9,0.39
,12:30:37,6,21600,3816.2,0.41,13.3,7,9.9,0.059,10,49.9,0.4
,12:30:38,6,21600,3817.2,0.41,13.3,7,9.9,0.055,10,49.9,0.4
,12:30:39,6,21600,3818.2,0.41,13.3,7,9.8,0.055,10,49.9,0.4
,12:30:40,6,21600,3819.2,0.4,13.3,7,9.8,0.058,10,49.9,0.39
,12:30:41,6,21600,3820.2,0.4,13.3,6,9.8,0.062,10,49.9,0.39
,12:30:42,6,21600,3821.2,0.39,13.3,7,9.8,0.059,10,49.9,0.38
,12:30:43,6,21600,3822.2,0.39,13.3,7,9.8,0.059,10,49.9,0.38
,12:30:44,6,21600,3823.2,0.39,13.3,7,9.8,0.057,10,49.9,0.38
,12:30:45,6,21600,3824.2,0.4,13.3,7,9.8,0.055,10,49.9,0.39
,12:30:46,6,21600,3825.2,0.4,13.3,7,9.8,0.054,10,49.9,0.39
,12:30:47,6,21600,3826.2,0.4,13.3,7,9.8,0.058,10,49.9,0.39
,12:30:48,6,21600,3827.2,0.4,13.3,6,9.8,0.062,10,49.9,0.39
,12:30:49,6,21600,3828.2,0.4,13.3,7,9.8,0.059,10,49.9,0.39
,12:30:50,6,21600,3829.2,0.4,13.3,7,9.8,0.06,10,49.9,0.39
,12:30:51,6,21600,3830.2,0.41,13.3,7,9.7,0.059,10,49.9,0.4
,12:30:52,6,21600,3831.2,0.41,13.3,7,9.7,0.059,10,49.9,0.4
,12:30:53,6,21600,3832.2,0.4,13.3,7,9.7,0.056,10,49.9,0.39
,12:30:54,6,21600,3833.2,0.39,13.3,7,9.7,0.057,10,49.9,0.38
,12:30:55,6,21600,3834.2,0.39,13.3,7,9.7,0.059,10,49.9,0.38
,12:30:56,6,21600,3835.2,0.39,13.3,7,9.7,0.059,10,49.9,0.38
,12:30:57,6,21600,3836.2,0.4,13.3,7,9.7,0.059,10,49.9,0.39
,12:30:58,6,21600,3837.2,0.39,13.3,7,9.7,0.057,10,49.9,0.38
,12:30:59,6,21600,3838.2,0.4,13.3,7,9.7,0.057,10,49.9,0.39
,12:31:00,6,21600,3839.2,0.4,13.3,7,9.7,0.055,10,49.9,0.39
,12:31:01,6,21600,3840.2,0.4,13.3,7,9.7,0.057,10,49.9,0.39
,12:31:02,6,21600,3841.2,0.4,13.3,7,9.7,0.059,10,49.9,0.38
,12:31:03,6,21600,3842.2,0.4,13.3,7,9.7,0.059,10,49.9,0.39
,12:31:04,6,21600,3843.2,0.4,13.3,7,9.7,0.06,10,49.9,0.39
,12:31:05,6,21600,3844.2,0.4,13.3,7,9.7,0.058,10,49.9,0.39
,12:31:06,6,21600,3845.2,0.4,13.3,7,9.7,0.057,10,49.9,0.39
,12:31:07,6,21600,3846.2,0.4,13.3,7,9.7,0.058,10,49.9,0.39
,12:31:08,6,21600,3847.2,0.4,13.3,7,9.7,0.058,10,49.9,0.39
,12:31:09,6,21600,3848.2,0.41,13.3,7,9.7,0.061,10,49.9,0.4
,12:31:10,6,21600,3849.2,0.4,13.3,7,9.6,0.058,10,49.9,0.39
,12:31:11,6,21600,3850.2,0.4,13.3,7,9.6,0.058,10,49.9,0.39
,12:31:12,6,21600,3851.2,0.4,13.3,7,9.6,0.056,10,49.9,0.39
,12:31:13,6,21600,3852.2,0.4,13.3,7,9.6,0.057,10,49.9,0.39
,12:31:14,6,21600,3853.2,0.39,13.3,7,9.6,0.056,10,49.9,0.38
,12:31:15,6,21600,3854.2,0.38,13.3,7,9.6,0.057,10,49.9,0.37
,12:31:16,6,21600,3855.2,0.38,13.3,7,9.6,0.057,10,49.9,0.37
,12:31:17,6,21600,3856.2,0.39,13.3,7,9.6,0.058,10,49.9,0.38
,12:31:18,6,21600,3857.2,0.4,13.3,7,9.6,0.058,10,49.9,0.39
,12:31:19,6,21600,3858.2,0.4,13.3,7,9.6,0.058,10,49.9,0.39
,12:31:20,6,21600,3859.2,0.4,13.3,7,9.6,0.059,10,49.9,0.39
,12:31:21,6,21600,3860.2,0.39,13.3,6,9.6,0.061,10,49.9,0.38
,12:31:22,6,21600,3861.2,0.39,13.3,7,9.6,0.058,10,49.9,0.38
,12:31:23,6,21600,3862.2,0.39,13.3,7,9.6,0.056,10,49.9,0.38
,12:31:24,6,21600,3863.2,0.39,13.3,7,9.6,0.056,10,49.9,0.38
,12:31:25,6,21600,3864.2,0.39,13.3,7,9.6,0.056,10,49.9,0.38
,12:31:26,6,21600,3865.2,0.39,13.3,7,9.6,0.056,10,49.9,0.38
,12:31:27,6,21600,3866.2,0.38,13.3,7,9.6,0.057,10,49.9,0.37
,12:31:28,6,21600,3867.2,0.38,13.3,7,9.6,0.055,10,49.9,0.37
,12:31:29,6,21600,3868.2,0.38,13.3,7,9.6,0.053,10,49.9,0.37
,12:31:30,6,21600,3869.2,0.39,13.3,7,9.6,0.054,10,49.9,0.38
,12:31:31,6,21600,3870.2,0.38,13.3,7,9.6,0.058,10,49.9,0.37
,12:31:32,6,21600,3871.2,0.38,13.3,7,9.6,0.057,10,49.9,0.37
,12:31:33,6,21600,3872.2,0.38,13.3,7,9.6,0.057,10,49.9,0.37
,12:31:34,6,21600,3873.2,0.39,13.3,7,9.6,0.058,10,49.9,0.38
,12:31:35,6,21600,3874.2,0.39,13.3,6,9.6,0.061,10,49.9,0.38
,12:31:36,6,21600,3875.2,0.4,13.3,7,9.6,0.06,10,49.9,0.39
,12:31:37,6,21600,3876.2,0.4,13.3,7,9.6,0.058,10,49.9,0.39
,12:31:38,6,21600,3877.2,0.41,13.3,7,9.6,0.057,10,49.9,0.4
,12:31:39,6,21600,3878.2,0.41,13.3,7,9.6,0.059,10,49.9,0.4
,12:31:40,6,21600,3879.2,0.4,13.3,7,9.6,0.06,10,49.9,0.39
,12:31:41,6,21600,3880.2,0.4,13.3,7,9.6,0.06,10,49.9,0.39
,12:31:42,6,21600,3881.2,0.4,13.3,7,9.6,0.058,10,49.9,0.39
,12:31:43,6,21600,3882.2,0.4,13.3,7,9.6,0.056,10,49.9,0.39
,12:31:44,6,21600,3883.2,0.4,13.3,7,9.6,0.058,10,49.9,0.39
,12:31:45,6,21600,3884.2,0.4,13.3,7,9.6,0.06,10,49.9,0.39
,12:31:46,6,21600,3885.2,0.4,13.3,7,9.6,0.057,10,49.9,0.39
,12:31:47,6,21600,3886.2,0.4,13.3,7,9.6,0.057,10,49.9,0.39
,12:31:48,6,21600,3887.2,0.4,13.3,7,9.6,0.059,10,49.9,0.39
,12:31:49,6,21600,3888.2,0.4,13.3,7,9.6,0.059,10,49.9,0.39
,12:31:50,6,21600,3889.2,0.39,13.3,7,9.6,0.059,10,49.9,0.38
,12:31:51,6,21600,3890.2,0.4,13.3,7,9.6,0.056,10,49.9,0.39
,12:31:52,6,21600,3891.2,0.4,13.3,7,9.6,0.056,10,49.9,0.39
,12:31:53,6,21600,3892.2,0.4,13.3,7,9.6,0.057,10,49.9,0.39
,12:31:54,6,21600,3893.2,0.39,13.3,7,9.7,0.058,10,49.9,0.38
,12:31:55,6,21600,3894.2,0.38,13.3,7,9.7,0.058,10,49.9,0.37
,12:31:56,6,21600,3895.2,0.39,13.3,7,9.7,0.057,10,49.9,0.38
,12:31:57,6,21600,3896.2,0.4,13.3,7,9.7,0.058,10,49.9,0.39
,12:31:58,6,21600,3897.2,0.4,13.3,7,9.7,0.058,10,49.9,0.39
,12:31:59,6,21600,3898.2,0.39,13.3,7,9.7,0.059,10,49.9,0.38
,12:32:00,6,21600,3899.2,0.39,13.3,7,9.7,0.059,10,49.9,0.38
,12:32:01,6,21600,3900.2,0.39,13.3,7,9.7,0.056,10,49.9,0.38
,12:32:02,6,21600,3901.2,0.39,13.3,7,9.7,0.055,10,49.9,0.38
