Data file,,ZYTEL_ISO10_-8C_004.TSV,,,,,,,,,,
,13:39:44,4,3600,1908.7,0.83,13.3,7,-7.7,0.12,10,0.1,0.77
,13:39:45,4,3600,1909.7,0.82,13.3,7,-7.7,0.119,10,0.1,0.77
,13:39:46,4,3600,1910.7,0.81,13.3,7,-7.7,0.122,10,0.1,0.76
,13:39:47,4,3600,1911.7,0.81,13.3,7,-7.6,0.121,10,0.1,0.76
,13:39:48,4,3600,1912.7,0.81,13.3,7,-7.6,0.117,10,0.1,0.76
,13:39:49,4,3600,1913.7,0.81,13.3,7,-7.6,0.118,10,0.1,0.76
,13:39:50,4,3600,1914.7,0.81,13.3,7,-7.6,0.118,10,0.1,0.76
,13:39:51,4,3600,1915.7,0.81,13.3,7,-7.6,0.117,10,0.1,0.76
,13:39:52,4,3600,1916.7,0.81,13.3,7,-7.5,0.117,10,0.1,0.76
,13:39:53,4,3600,1917.7,0.81,13.3,7,-7.5,0.117,10,0.1,0.76
,13:39:54,4,3600,1918.7,0.81,13.3,7,-7.4,0.117,10,0.1,0.76
,13:39:55,4,3600,1919.7,0.8,13.3,7,-7.4,0.116,10,0.1,0.75
,13:39:56,4,3600,1920.7,0.8,13.3,7,-7.4,0.116,10,0.1,0.75
,13:39:57,4,3600,1921.7,0.8,13.3,7,-7.4,0.116,10,0.1,0.75
,13:39:58,4,3600,1922.7,0.81,13.3,7,-7.3,0.112,10,0.1,0.76
,13:39:59,4,3600,1923.7,0.81,13.3,7,-7.3,0.112,10,0.1,0.75
,13:40:00,4,3600,1924.7,0.8,13.3,7,-7.3,0.112,10,0.1,0.75
,13:40:01,4,3600,1925.7,0.8,13.3,7,-7.2,0.112,10,0.1,0.75
,13:40:02,4,3600,1926.7,0.8,13.3,7,-7.2,0.116,10,0.1,0.76
,13:40:03,4,3600,1927.7,0.8,13.3,7,-7.2,0.116,10,0.1,0.75
,13:40:04,4,3600,1928.7,0.8,13.3,7,-7.2,0.115,10,0.1,0.75
,13:40:05,4,3600,1929.7,0.8,13.3,7,-7.2,0.115,10,0.1,0.75
,13:40:06,4,3600,1930.7,0.8,13.3,7,-7.1,0.115,10,0.1,0.75
,13:40:07,4,3600,1931.7,0.8,13.3,7,-7.2,0.12,10,0.1,0.75
,13:40:08,4,3600,1932.7,0.8,13.3,7,-7.1,0.12,10,0,0.75
,13:40:09,4,3600,1933.7,0.8,13.3,7,-7.1,0.12,10,0.1,0.75
,13:40:10,4,3600,1934.7,0.8,13.3,7,-7.1,0.12,10,0.1,0.75
,13:40:11,4,3600,1935.7,0.8,13.3,7,-7.1,0.12,10,0.1,0.75
,13:40:12,4,3600,1936.7,0.8,13.3,7,-7.1,0.12,10,0.1,0.75
,13:40:13,4,3600,1937.7,0.8,13.3,7,-7,0.115,10,0.1,0.75
,13:40:14,4,3600,1938.7,0.8,13.3,7,-7,0.111,10,0.1,0.75
,13:40:15,4,3600,1939.7,0.8,13.3,7,-7,0.111,10,0.1,0.75
,13:40:16,4,3600,1940.7,0.79,13.3,7,-7,0.119,10,0,0.74
,13:40:17,4,3600,1941.7,0.8,13.3,7,-7,0.12,10,0.1,0.75
,13:40:18,4,3600,1942.7,0.79,13.3,7,-7,0.119,10,0.1,0.74
,13:40:19,4,3600,1943.7,0.8,13.3,7,-7,0.12,10,0.1,0.75
,13:40:20,4,3600,1944.7,0.79,13.3,7,-6.9,0.119,10,0,0.74
,13:40:21,4,3600,1945.7,0.79,13.3,7,-6.9,0.119,10,0.1,0.74
,13:40:22,4,3600,1946.7,0.79,13.3,7,-6.9,0.119,10,0.1,0.74
,13:40:23,4,3600,1947.7,0.79,13.3,7,-6.9,0.119,10,0.1,0.74
,13:40:24,4,3600,1948.7,0.79,13.3,7,-6.9,0.114,10,0.1,0.74
,13:40:25,4,3600,1949.7,0.79,13.3,7,-6.9,0.111,10,0.1,0.74
,13:40:26,4,3600,1950.7,0.79,13.3,7,-6.9,0.107,10,0.1,0.74
,13:40:27,4,3600,1951.7,0.79,13.3,7,-6.9,0.111,10,0.1,0.74
,13:40:28,4,3600,1952.7,0.8,13.3,7,-6.9,0.115,10,0.1,0.75
,13:40:29,4,3600,1953.7,0.8,13.3,7,-6.8,0.115,10,0.1,0.75
,13:40:30,4,3600,1954.7,0.8,13.3,7,-6.8,0.115,10,0.1,0.75
,13:40:31,4,3600,1955.7,0.79,13.3,7,-6.8,0.114,10,0.1,0.74
,13:40:32,4,3600,1956.7,0.79,13.3,7,-6.8,0.114,10,0,0.74
,13:40:33,4,3600,1957.7,0.79,13.3,7,-6.8,0.114,10,0.1,0.74
,13:40:34,4,3600,1958.7,0.78,13.3,7,-6.8,0.117,10,0.1,0.73
,13:40:35,4,3600,1959.7,0.78,13.3,7,-6.8,0.117,10,0.1,0.73
,13:40:36,4,3600,1960.7,0.78,13.3,7,-6.7,0.112,10,0.1,0.73
,13:40:37,4,3600,1961.7,0.79,13.3,7,-6.7,0.114,10,0.1,0.74
,13:40:38,4,3600,1962.7,0.79,13.3,7,-6.7,0.114,10,0.1,0.74
,13:40:39,4,3600,1963.7,0.79,13.3,7,-6.7,0.118,10,0.1,0.74
,13:40:40,4,3600,1964.7,0.79,13.3,7,-6.7,0.118,10,0.1,0.74
,13:40:41,4,3600,1965.7,0.79,13.3,7,-6.7,0.118,10,0,0.74
,13:40:42,4,3600,1966.7,0.79,13.3,7,-6.7,0.114,10,0.1,0.74
,13:40:43,4,3600,1967.7,0.78,13.3,7,-6.7,0.113,10,0.1,0.73
,13:40:44,4,3600,1968.7,0.78,13.3,7,-6.6,0.113,10,0.1,0.73
,13:40:45,4,3600,1969.7,0.79,13.3,7,-6.6,0.11,10,0,0.74
,13:40:46,4,3600,1970.7,0.79,13.3,7,-6.6,0.11,10,0.1,0.74
,13:40:47,4,3600,1971.7,0.79,13.3,7,-6.6,0.114,10,0,0.74
,13:40:48,4,3600,1972.7,0.78,13.3,7,-6.6,0.118,10,0.1,0.73
,13:40:49,4,3600,1973.7,0.78,13.3,7,-6.6,0.117,10,0.1,0.73
,13:40:50,4,3600,1974.7,0.78,13.3,7,-6.6,0.117,10,0.1,0.73
,13:40:51,4,3600,1975.7,0.78,13.3,7,-6.6,0.117,10,0,0.73
,13:40:52,4,3600,1976.7,0.78,13.3,7,-6.6,0.118,10,0,0.73
,13:40:53,4,3600,1977.7,0.78,13.3,7,-6.6,0.118,10,0.1,0.73
,13:40:54,4,3600,1978.7,0.79,13.3,6,-6.6,0.123,10,0.1,0.74
,13:40:55,4,3600,1979.7,0.79,13.3,7,-6.6,0.118,10,0.1,0.74
,13:40:56,4,3600,1980.7,0.79,13.3,7,-6.6,0.114,10,0.1,0.74
,13:40:57,4,3600,1981.7,0.79,13.3,7,-6.6,0.11,10,0.1,0.74
,13:40:58,4,3600,1982.7,0.79,13.3,7,-6.5,0.11,10,0.1,0.74
,13:40:59,4,3600,1983.7,0.79,13.3,7,-6.5,0.114,10,0.1,0.74
,13:41:00,4,3600,1984.7,0.79,13.3,7,-6.5,0.114,10,0.1,0.74
,13:41:01,4,3600,1985.7,0.79,13.3,7,-6.5,0.118,10,0,0.74
,13:41:02,4,3600,1986.7,0.79,13.3,7,-6.5,0.118,10,0.1,0.74
,13:41:03,4,3600,1987.7,0.79,13.3,7,-6.5,0.114,10,0.1,0.74
,13:41:04,4,3600,1988.7,0.79,13.3,7,-6.5,0.114,10,0.1,0.74
,13:41:05,4,3600,1989.7,0.79,13.3,7,-6.5,0.119,10,0.1,0.74
,13:41:06,4,3600,1990.7,0.79,13.3,7,-6.5,0.119,10,0.1,0.74
,13:41:07,4,3600,1991.7,0.79,13.3,7,-6.5,0.119,10,0,0.74
,13:41:08,4,3600,1992.7,0.79,13.3,7,-6.5,0.118,10,0.1,0.74
,13:41:09,4,3600,1993.7,0.79,13.3,7,-6.5,0.118,10,0,0.74
,13:41:10,4,3600,1994.7,0.79,13.3,7,-6.5,0.114,10,0.1,0.74
,13:41:11,4,3600,1995.7,0.79,13.3,7,-6.5,0.115,10,0.1,0.74
,13:41:12,4,3600,1996.7,0.8,13.3,7,-6.5,0.12,10,0.1,0.75
,13:41:13,4,3600,1997.7,0.8,13.3,7,-6.5,0.115,10,0,0.75
,13:41:14,4,3600,1998.7,0.8,13.3,7,-6.4,0.115,10,0.1,0.74
,13:41:15,4,3600,1999.7,0.79,13.3,7,-6.4,0.111,10,0.1,0.74
,13:41:16,4,3600,2000.7,0.79,13.3,7,-6.4,0.107,10,0,0.74
,13:41:17,4,3600,2001.7,0.79,13.3,7,-6.4,0.111,10,0.1,0.74
,13:41:18,4,3600,2002.7,0.79,13.3,7,-6.4,0.115,10,0.1,0.74
,13:41:19,4,3600,2003.7,0.79,13.3,7,-6.4,0.114,10,0.1,0.74
,13:41:20,4,3600,2004.7,0.79,13.3,7,-6.4,0.115,10,0.1,0.74
,13:41:21,4,3600,2005.7,0.79,13.3,7,-6.4,0.115,10,0.1,0.74
,13:41:22,4,3600,2006.7,0.8,13.3,7,-6.4,0.12,10,0.1,0.75
,13:41:23,4,3600,2007.7,0.8,13.3,7,-6.4,0.12,10,0,0.75
,13:41:24,4,3600,2008.7,0.79,13.3,7,-6.4,0.119,10,0.1,0.74
,13:41:25,4,3600,2009.7,0.79,13.3,7,-6.4,0.119,10,0.1,0.74
,13:41:26,4,3600,2010.7,0.79,13.3,7,-6.4,0.119,10,0.1,0.74
,13:41:27,4,3600,2011.7,0.79,13.3,7,-6.4,0.119,10,0,0.74
,13:41:28,4,3600,2012.7,0.79,13.3,7,-6.4,0.118,10,0.1,0.74
,13:41:29,4,3600,2013.7,0.79,13.3,7,-6.4,0.118,10,0.1,0.74
,13:41:30,4,3600,2014.7,0.79,13.3,7,-6.4,0.118,10,0,0.74
,13:41:31,4,3600,2015.7,0.79,13.3,7,-6.4,0.114,10,0.1,0.74
,13:41:32,4,3600,2016.7,0.79,13.3,7,-6.4,0.114,10,0.1,0.74
,13:41:33,4,3600,2017.7,0.79,13.3,7,-6.4,0.114,10,0.1,0.74
,13:41:34,4,3600,2018.7,0.79,13.3,7,-6.4,0.118,10,0.1,0.74
,13:41:35,4,3600,2019.7,0.78,13.3,7,-6.4,0.117,10,0.1,0.73
,13:41:36,4,3600,2020.7,0.78,13.3,7,-6.4,0.118,10,0.1,0.73
,13:41:37,4,3600,2021.7,0.79,13.3,7,-6.3,0.114,10,0.1,0.74
,13:41:38,4,3600,2022.7,0.79,13.3,7,-6.3,0.114,10,0.1,0.74
,13:41:39,4,3600,2023.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:41:40,4,3600,2024.7,0.79,13.3,7,-6.3,0.106,10,0.1,0.74
,13:41:41,4,3600,2025.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:41:42,4,3600,2026.7,0.79,13.3,7,-6.3,0.114,10,0,0.74
,13:41:43,4,3600,2027.7,0.79,13.3,7,-6.3,0.119,10,0,0.74
,13:41:44,4,3600,2028.7,0.79,13.3,7,-6.3,0.118,10,0,0.74
,13:41:45,4,3600,2029.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:41:46,4,3600,2030.7,0.79,13.3,7,-6.3,0.118,10,0,0.74
,13:41:47,4,3600,2031.7,0.79,13.3,7,-6.3,0.119,10,0,0.74
,13:41:48,4,3600,2032.7,0.79,13.3,7,-6.3,0.114,10,0.1,0.74
,13:41:49,4,3600,2033.7,0.79,13.3,7,-6.3,0.114,10,0.1,0.74
,13:41:50,4,3600,2034.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:41:51,4,3600,2035.7,0.79,13.3,7,-6.3,0.114,10,0.1,0.74
,13:41:52,4,3600,2036.7,0.79,13.3,7,-6.3,0.114,10,0,0.74
,13:41:53,4,3600,2037.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:41:54,4,3600,2038.7,0.79,13.3,7,-6.3,0.114,10,0.1,0.74
,13:41:55,4,3600,2039.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:41:56,4,3600,2040.7,0.79,13.3,7,-6.3,0.11,10,0,0.74
,13:41:57,4,3600,2041.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:41:58,4,3600,2042.7,0.78,13.3,7,-6.3,0.109,10,0.1,0.73
,13:41:59,4,3600,2043.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:00,4,3600,2044.7,0.78,13.3,7,-6.3,0.116,10,0.1,0.73
,13:42:01,4,3600,2045.7,0.78,13.3,7,-6.3,0.116,10,0.1,0.73
,13:42:02,4,3600,2046.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:03,4,3600,2047.7,0.78,13.3,7,-6.3,0.118,10,0,0.73
,13:42:04,4,3600,2048.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:05,4,3600,2049.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:06,4,3600,2050.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:07,4,3600,2051.7,0.78,13.3,7,-6.3,0.118,10,0,0.73
,13:42:08,4,3600,2052.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:42:09,4,3600,2053.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:10,4,3600,2054.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:11,4,3600,2055.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:12,4,3600,2056.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:13,4,3600,2057.7,0.78,13.3,7,-6.3,0.109,10,0.1,0.73
,13:42:14,4,3600,2058.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:42:15,4,3600,2059.7,0.78,13.3,7,-6.3,0.113,10,0,0.73
,13:42:16,4,3600,2060.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:17,4,3600,2061.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:18,4,3600,2062.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:42:19,4,3600,2063.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:42:20,4,3600,2064.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:42:21,4,3600,2065.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:22,4,3600,2066.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:23,4,3600,2067.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:24,4,3600,2068.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:25,4,3600,2069.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:26,4,3600,2070.7,0.78,13.3,7,-6.3,0.112,10,0.1,0.73
,13:42:27,4,3600,2071.7,0.78,13.3,7,-6.3,0.112,10,0.1,0.73
,13:42:28,4,3600,2072.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:29,4,3600,2073.7,0.78,13.3,7,-6.3,0.117,10,0,0.73
,13:42:30,4,3600,2074.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:31,4,3600,2075.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:32,4,3600,2076.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:42:33,4,3600,2077.7,0.78,13.3,6,-6.3,0.122,10,0,0.73
,13:42:34,4,3600,2078.7,0.78,13.3,6,-6.3,0.121,10,0,0.73
,13:42:35,4,3600,2079.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:36,4,3600,2080.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:37,4,3600,2081.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:42:38,4,3600,2082.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:42:39,4,3600,2083.7,0.79,13.3,7,-6.3,0.114,10,0,0.74
,13:42:40,4,3600,2084.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:41,4,3600,2085.7,0.79,13.3,7,-6.3,0.118,10,0,0.74
,13:42:42,4,3600,2086.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:42:43,4,3600,2087.7,0.78,13.3,7,-6.3,0.118,10,0,0.73
,13:42:44,4,3600,2088.7,0.78,13.3,7,-6.3,0.118,10,0.1,0.73
,13:42:45,4,3600,2089.7,0.79,13.3,7,-6.3,0.118,10,0.1,0.74
,13:42:46,4,3600,2090.7,0.79,13.3,7,-6.3,0.114,10,0,0.74
,13:42:47,4,3600,2091.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:42:48,4,3600,2092.7,0.79,13.3,7,-6.3,0.111,10,0.1,0.74
,13:42:49,4,3600,2093.7,0.79,13.3,7,-6.3,0.11,10,0.1,0.74
,13:42:50,4,3600,2094.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:51,4,3600,2095.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:52,4,3600,2096.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:53,4,3600,2097.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:42:54,4,3600,2098.7,0.78,13.3,7,-6.3,0.112,10,0.1,0.73
,13:42:55,4,3600,2099.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:56,4,3600,2100.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:42:57,4,3600,2101.7,0.78,13.3,7,-6.3,0.117,10,0,0.73
,13:42:58,4,3600,2102.7,0.78,13.3,7,-6.3,0.112,10,0.1,0.73
,13:42:59,4,3600,2103.7,0.78,13.3,7,-6.3,0.108,10,0.1,0.73
,13:43:00,4,3600,2104.7,0.78,13.3,7,-6.3,0.108,10,0.1,0.73
,13:43:01,4,3600,2105.7,0.78,13.3,7,-6.3,0.112,10,0.1,0.73
,13:43:02,4,3600,2106.7,0.78,13.3,7,-6.3,0.116,10,0.1,0.72
,13:43:03,4,3600,2107.7,0.77,13.3,6,-6.3,0.12,10,0.1,0.72
,13:43:04,4,3600,2108.7,0.77,13.3,6,-6.3,0.12,10,0.1,0.72
,13:43:05,4,3600,2109.7,0.77,13.3,6,-6.3,0.12,10,0.1,0.72
,13:43:06,4,3600,2110.7,0.77,13.3,7,-6.3,0.116,10,0,0.73
,13:43:07,4,3600,2111.7,0.78,13.3,7,-6.3,0.116,10,0.1,0.73
,13:43:08,4,3600,2112.7,0.78,13.3,7,-6.3,0.113,10,0.1,0.73
,13:43:09,4,3600,2113.7,0.78,13.3,7,-6.3,0.113,10,0,0.73
,13:43:10,4,3600,2114.7,0.78,13.3,7,-6.3,0.117,10,0,0.73
,13:43:11,4,3600,2115.7,0.78,13.3,7,-6.3,0.117,10,0.1,0.73
,13:43:12,4,3600,2116.7,0.77,13.3,7,-6.3,0.112,10,0.1,0.72
,13:43:13,4,3600,2117.7,0.77,13.3,7,-6.3,0.112,10,0.1,0.72
,13:43:14,4,3600,2118.7,0.78,13.3,7,-6.3,0.112,10,0.1,0.73
,13:43:15,4,3600,2119.7,0.78,13.3,7,-6.3,0.112,10,0.1,0.73
,13:43:16,4,3600,2120.7,0.78,13.3,7,-6.3,0.108,10,0.1,0.73
,13:43:17,4,3600,2121.7,0.78,13.3,7,-6.3,0.108,10,0.1,0.73
,13:43:18,4,3600,2122.7,0.78,13.3,7,-6.3,0.108,10,0.1,0.73
,13:43:19,4,3600,2123.7,0.77,13.3,7,-6.3,0.112,10,0.1,0.72
,13:43:20,4,3600,2124.7,0.77,13.3,7,-6.3,0.116,10,0.1,0.72
,13:43:21,4,3600,2125.7,0.77,13.3,7,-6.3,0.115,10,0.1,0.72
,13:43:22,4,3600,2126.7,0.77,13.3,7,-6.3,0.116,10,0.1,0.72
,13:43:23,4,3600,2127.7,0.77,13.3,7,-6.3,0.112,10,0,0.73
,13:43:24,4,3600,2128.7,0.77,13.3,7,-6.3,0.112,10,0.1,0.72
,13:43:25,4,3600,2129.7,0.77,13.3,7,-6.3,0.116,10,0.1,0.72
,13:43:26,4,3600,2130.7,0.77,13.3,6,-6.3,0.12,10,0.1,0.72
,13:43:27,4,3600,2131.7,0.77,13.3,7,-6.3,0.115,10,0.1,0.72
,13:43:28,4,3600,2132.7,0.77,13.3,7,-6.3,0.111,10,0.1,0.71
,13:43:29,4,3600,2133.7,0.76,13.3,7,-6.3,0.114,10,0.1,0.71
,13:43:30,4,3600,2134.7,0.77,13.3,7,-6.3,0.115,10,0.1,0.72
,13:43:31,4,3600,2135.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:43:32,4,3600,2136.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:43:33,4,3600,2137.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:34,4,3600,2138.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:35,4,3600,2139.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:36,4,3600,2140.7,0.78,13.3,7,-6.4,0.117,10,0,0.73
,13:43:37,4,3600,2141.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:38,4,3600,2142.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:43:39,4,3600,2143.7,0.77,13.3,7,-6.4,0.111,10,0.1,0.72
,13:43:40,4,3600,2144.7,0.77,13.3,7,-6.4,0.111,10,0.1,0.72
,13:43:41,4,3600,2145.7,0.77,13.3,7,-6.4,0.111,10,0.1,0.72
,13:43:42,4,3600,2146.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:43:43,4,3600,2147.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:43:44,4,3600,2148.7,0.77,13.3,7,-6.4,0.111,10,0.1,0.72
,13:43:45,4,3600,2149.7,0.77,13.3,7,-6.4,0.115,10,0.1,0.72
,13:43:46,4,3600,2150.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:43:47,4,3600,2151.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:43:48,4,3600,2152.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:49,4,3600,2153.7,0.78,13.3,7,-6.4,0.117,10,0.1,0.73
,13:43:50,4,3600,2154.7,0.79,13.3,7,-6.4,0.118,10,0.1,0.74
,13:43:51,4,3600,2155.7,0.79,13.3,7,-6.4,0.114,10,0.1,0.74
,13:43:52,4,3600,2156.7,0.79,13.3,7,-6.4,0.11,10,0.1,0.74
,13:43:53,4,3600,2157.7,0.78,13.3,7,-6.4,0.113,10,0.1,0.73
,13:43:54,4,3600,2158.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:55,4,3600,2159.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:56,4,3600,2160.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:57,4,3600,2161.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:58,4,3600,2162.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:43:59,4,3600,2163.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:44:00,4,3600,2164.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:44:01,4,3600,2165.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:44:02,4,3600,2166.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:44:03,4,3600,2167.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:44:04,4,3600,2168.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:44:05,4,3600,2169.7,0.78,13.3,7,-6.4,0.112,10,0.1,0.73
,13:44:06,4,3600,2170.7,0.78,13.3,7,-6.4,0.112,10,0,0.73
,13:44:07,4,3600,2171.7,0.78,13.3,7,-6.4,0.108,10,0.1,0.73
,13:44:08,4,3600,2172.7,0.77,13.3,7,-6.4,0.104,10,0.1,0.72
,13:44:09,4,3600,2173.7,0.78,13.3,7,-6.4,0.108,10,0,0.73
,13:44:10,4,3600,2174.7,0.77,13.3,7,-6.4,0.111,10,0.1,0.72
,13:44:11,4,3600,2175.7,0.77,13.3,7,-6.4,0.115,10,0,0.72
,13:44:12,4,3600,2176.7,0.77,13.3,7,-6.4,0.115,10,0.1,0.72
,13:44:13,4,3600,2177.7,0.77,13.3,6,-6.4,0.12,10,0,0.72
,13:44:14,4,3600,2178.7,0.77,13.3,7,-6.4,0.116,10,0.1,0.72
,13:44:15,4,3600,2179.7,0.77,13.3,7,-6.4,0.115,10,0,0.72
