Data file,,DELRIN_HEF_T40_PO3.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,30/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Delrin,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 14:05:41 on 30/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,delrin_hef_t40_po3-h001.tsv,,,,,,,,,,
,14:21:10,5,3590,926.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:21:11,5,3590,927.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:21:12,5,3590,928.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:21:13,5,3590,929.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:21:14,5,3590,930.2,0.7,13.3,7,21,0.102,10,49.8,0.68
,14:21:15,5,3590,931.2,0.69,13.3,7,21,0.1,10,49.8,0.67
,14:21:16,5,3590,932.2,0.7,13.3,7,21,0.101,10,49.8,0.68
,14:21:17,5,3590,933.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:18,5,3590,934.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:21:19,5,3590,935.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:20,5,3590,936.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:21,5,3590,937.2,0.7,13.3,7,22,0.102,10,49.8,0.68
,14:21:22,5,3590,938.2,0.71,13.3,7,22,0.106,10,49.8,0.68
,14:21:23,5,3590,939.2,0.71,13.3,7,22,0.107,10,49.8,0.69
,14:21:24,5,3590,940.2,0.72,13.3,7,22,0.103,10,49.8,0.69
,14:21:25,5,3590,941.2,0.72,13.3,7,22,0.104,10,49.8,0.69
,14:21:26,5,3590,942.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:27,5,3590,943.2,0.7,13.3,7,21,0.098,10,49.8,0.68
,14:21:28,5,3590,944.2,0.69,13.3,7,21,0.097,10,49.8,0.67
,14:21:29,5,3590,945.2,0.69,13.3,7,21,0.1,10,49.8,0.67
,14:21:30,5,3590,946.2,0.7,13.3,7,21,0.101,10,49.8,0.68
,14:21:31,5,3590,947.2,0.7,13.3,7,21,0.097,10,49.8,0.67
,14:21:32,5,3590,948.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:33,5,3590,949.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:34,5,3590,950.2,0.71,13.3,7,21,0.102,10,49.8,0.69
,14:21:35,5,3590,951.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:36,5,3590,952.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:21:37,5,3590,953.2,0.71,13.3,7,21,0.099,10,49.8,0.68
,14:21:38,5,3590,954.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:21:39,5,3590,955.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:21:40,5,3590,956.2,0.73,13.3,7,21,0.105,10,49.9,0.7
,14:21:41,5,3590,957.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:21:42,5,3590,958.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:21:43,5,3590,959.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:21:44,5,3590,960.2,0.73,13.3,7,21,0.102,10,49.8,0.7
,14:21:45,5,3590,961.2,0.74,13.3,7,21,0.106,10,49.8,0.71
,14:21:46,5,3590,962.2,0.74,13.3,7,21,0.106,10,49.8,0.71
,14:21:47,5,3590,963.2,0.73,13.3,7,21,0.102,10,49.8,0.71
,14:21:48,5,3590,964.2,0.72,13.3,7,21,0.101,10,49.8,0.7
,14:21:49,5,3590,965.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:21:50,5,3590,966.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:21:51,5,3590,967.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:21:52,5,3590,968.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:21:53,5,3590,969.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:21:54,5,3590,970.2,0.71,13.3,7,21,0.103,10,49.8,0.68
,14:21:55,5,3590,971.2,0.71,13.3,7,21,0.098,10,49.8,0.68
,14:21:56,5,3590,972.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:21:57,5,3590,973.2,0.72,13.3,7,21,0.097,10,49.8,0.7
,14:21:58,5,3590,974.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:21:59,5,3590,975.2,0.74,13.3,8,21,0.096,10,49.8,0.71
,14:22:00,5,3590,976.2,0.74,13.3,8,21,0.097,10,49.8,0.72
,14:22:01,5,3590,977.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:22:02,5,3590,978.2,0.73,13.3,7,21,0.102,10,49.8,0.7
,14:22:03,5,3590,979.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:22:04,5,3590,980.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:22:05,5,3590,981.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:22:06,5,3590,982.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:22:07,5,3590,983.2,0.72,13.3,7,21,0.104,10,49.9,0.7
,14:22:08,5,3590,984.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:22:09,5,3590,985.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:22:10,5,3590,986.2,0.73,13.3,7,21,0.101,10,49.8,0.7
,14:22:11,5,3590,987.2,0.73,13.3,7,21,0.101,10,49.8,0.7
,14:22:12,5,3590,988.2,0.72,13.3,7,21,0.101,10,49.8,0.7
,14:22:13,5,3590,989.2,0.72,13.3,7,21,0.097,10,49.8,0.7
,14:22:14,5,3590,990.2,0.72,13.3,7,21,0.097,10,49.8,0.7
,14:22:15,5,3590,991.2,0.72,13.3,7,21,0.097,10,49.8,0.69
,14:22:16,5,3590,992.2,0.72,13.3,7,21,0.097,10,49.8,0.69
,14:22:17,5,3590,993.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:22:18,5,3590,994.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:22:19,5,3590,995.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:22:20,5,3590,996.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:22:21,5,3590,997.2,0.7,13.3,7,21,0.101,10,49.8,0.68
,14:22:22,5,3590,998.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:22:23,5,3590,999.2,0.71,13.3,7,21,0.102,10,49.8,0.69
,14:22:24,5,3590,1000.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:22:25,5,3590,1001.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:22:26,5,3590,1002.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:22:27,5,3590,1003.2,0.74,13.3,7,21,0.106,10,49.8,0.71
,14:22:28,5,3590,1004.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:22:29,5,3590,1005.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:22:30,5,3590,1006.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:22:31,5,3590,1007.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:22:32,5,3590,1008.2,0.73,13.3,7,21,0.101,10,49.8,0.7
,14:22:33,5,3590,1009.2,0.74,13.3,7,21,0.103,10,49.8,0.72
,14:22:34,5,3590,1010.2,0.75,13.3,7,21,0.108,10,49.8,0.72
,14:22:35,5,3590,1011.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:22:36,5,3590,1012.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:22:37,5,3590,1013.2,0.74,13.3,7,21,0.102,10,49.8,0.71
,14:22:38,5,3590,1014.2,0.75,13.3,7,21,0.104,10,49.8,0.72
,14:22:39,5,3590,1015.2,0.75,13.3,7,21,0.105,10,49.8,0.73
,14:22:40,5,3590,1016.2,0.76,13.3,7,21,0.106,10,49.8,0.73
,14:22:41,5,3590,1017.2,0.76,13.3,7,21,0.106,10,49.8,0.73
,14:22:42,5,3590,1018.2,0.75,13.3,7,21,0.105,10,49.8,0.73
,14:22:43,5,3590,1019.2,0.74,13.3,7,21,0.1,10,49.8,0.71
,14:22:44,5,3590,1020.2,0.73,13.3,7,21,0.099,10,49.8,0.71
,14:22:45,5,3590,1021.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:22:46,5,3590,1022.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:22:47,5,3590,1023.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:22:48,5,3590,1024.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:22:49,5,3590,1025.2,0.73,13.3,7,22,0.105,10,49.7,0.71
,14:22:50,5,3590,1026.2,0.74,13.3,7,22,0.107,10,49.8,0.71
,14:22:51,5,3590,1027.2,0.74,13.3,7,22,0.106,10,49.8,0.71
,14:22:52,5,3590,1028.2,0.73,13.3,7,22,0.105,10,49.8,0.7
,14:22:53,5,3590,1029.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:22:54,5,3590,1030.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:22:55,5,3590,1031.2,0.74,13.3,7,21,0.102,10,49.8,0.71
,14:22:56,5,3590,1032.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:22:57,5,3590,1033.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:22:58,5,3590,1034.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:22:59,5,3590,1035.2,0.72,13.3,8,21,0.093,10,49.8,0.69
,14:23:00,5,3590,1036.2,0.71,13.3,8,21,0.093,10,49.8,0.69
,14:23:01,5,3590,1037.2,0.72,13.3,8,21,0.094,10,49.8,0.7
,14:23:02,5,3590,1038.2,0.73,13.3,7,21,0.098,10,49.8,0.71
,14:23:03,5,3590,1039.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:23:04,5,3590,1040.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:23:05,5,3590,1041.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:23:06,5,3590,1042.2,0.74,13.3,7,21,0.099,10,49.8,0.71
,14:23:07,5,3590,1043.2,0.74,13.3,7,21,0.099,10,49.8,0.71
,14:23:08,5,3590,1044.2,0.74,13.3,7,21,0.099,10,49.8,0.71
,14:23:09,5,3590,1045.2,0.73,13.3,7,21,0.102,10,49.8,0.7
,14:23:10,5,3590,1046.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:23:11,5,3590,1047.2,0.72,13.3,7,21,0.108,10,49.8,0.7
,14:23:12,5,3590,1048.2,0.72,13.3,7,21,0.108,10,49.8,0.7
,14:23:13,5,3590,1049.2,0.72,13.3,7,21,0.108,10,49.8,0.7
,14:23:14,5,3590,1050.2,0.72,13.3,7,21,0.107,10,49.8,0.69
,14:23:15,5,3590,1051.2,0.71,13.3,7,21,0.107,10,49.8,0.69
,14:23:16,5,3590,1052.2,0.71,13.3,7,21,0.106,10,49.8,0.68
,14:23:17,5,3590,1053.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:23:18,5,3590,1054.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:23:19,5,3590,1055.2,0.7,13.3,7,21,0.105,10,49.8,0.68
,14:23:20,5,3590,1056.2,0.7,13.3,7,21,0.101,10,49.8,0.67
,14:23:21,5,3590,1057.2,0.69,13.3,7,21,0.099,10,49.8,0.66
,14:23:22,5,3590,1058.2,0.69,13.3,7,21,0.099,10,49.8,0.66
,14:23:23,5,3590,1059.2,0.69,13.3,7,21,0.1,10,49.8,0.67
,14:23:24,5,3590,1060.2,0.71,13.3,7,21,0.098,10,49.8,0.68
,14:23:25,5,3590,1061.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:23:26,5,3590,1062.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:23:27,5,3590,1063.2,0.72,13.3,7,21,0.097,10,49.8,0.69
,14:23:28,5,3590,1064.2,0.72,13.3,7,21,0.097,10,49.8,0.7
,14:23:29,5,3590,1065.2,0.73,13.3,7,21,0.101,10,49.8,0.7
,14:23:30,5,3590,1066.2,0.72,13.3,7,21,0.108,10,49.8,0.7
,14:23:31,5,3590,1067.2,0.72,13.3,7,21,0.107,10,49.8,0.69
,14:23:32,5,3590,1068.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:23:33,5,3590,1069.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:23:34,5,3590,1070.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:23:35,5,3590,1071.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:23:36,5,3590,1072.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:23:37,5,3590,1073.2,0.74,13.3,7,21,0.106,10,49.8,0.71
,14:23:38,5,3590,1074.2,0.75,13.3,7,21,0.104,10,49.8,0.72
,14:23:39,5,3590,1075.2,0.74,13.3,7,21,0.107,10,49.8,0.71
,14:23:40,5,3590,1076.2,0.74,13.3,7,21,0.111,10,49.8,0.71
,14:23:41,5,3590,1077.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:23:42,5,3590,1078.2,0.73,13.3,7,21,0.099,10,49.8,0.71
,14:23:43,5,3590,1079.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:23:44,5,3590,1080.2,0.72,13.3,7,21,0.097,10,49.8,0.69
,14:23:45,5,3590,1081.2,0.72,13.3,7,21,0.097,10,49.8,0.7
,14:23:46,5,3590,1082.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:23:47,5,3590,1083.2,0.74,13.3,7,21,0.103,10,49.8,0.72
,14:23:48,5,3590,1084.2,0.75,13.3,7,21,0.108,10,49.8,0.72
,14:23:49,5,3590,1085.2,0.75,13.3,7,21,0.105,10,49.8,0.72
,14:23:50,5,3590,1086.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:23:51,5,3590,1087.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:23:52,5,3590,1088.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:23:53,5,3590,1089.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:23:54,5,3590,1090.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:23:55,5,3590,1091.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:23:56,5,3590,1092.2,0.74,13.3,7,21,0.107,10,49.8,0.72
,14:23:57,5,3590,1093.2,0.74,13.3,7,21,0.103,10,49.8,0.72
,14:23:58,5,3590,1094.2,0.74,13.3,7,21,0.1,10,49.8,0.71
,14:23:59,5,3590,1095.2,0.74,13.3,8,21,0.096,10,49.8,0.71
,14:24:00,5,3590,1096.2,0.73,13.3,8,21,0.095,10,49.8,0.7
,14:24:01,5,3590,1097.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:24:02,5,3590,1098.2,0.72,13.3,7,21,0.101,10,49.8,0.7
,14:24:03,5,3590,1099.2,0.72,13.3,7,21,0.108,10,49.8,0.69
,14:24:04,5,3590,1100.2,0.71,13.3,7,21,0.107,10,49.8,0.69
,14:24:05,5,3590,1101.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:24:06,5,3590,1102.2,0.71,13.3,7,21,0.102,10,49.8,0.69
,14:24:07,5,3590,1103.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:24:08,5,3590,1104.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:24:09,5,3590,1105.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:24:10,5,3590,1106.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:24:11,5,3590,1107.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:24:12,5,3590,1108.2,0.7,13.3,7,21,0.101,10,49.8,0.67
,14:24:13,5,3590,1109.2,0.7,13.3,7,21,0.1,10,49.8,0.67
,14:24:14,5,3590,1110.2,0.69,13.3,7,21,0.1,10,49.8,0.67
,14:24:15,5,3590,1111.2,0.7,13.3,7,21,0.098,10,49.8,0.68
,14:24:16,5,3590,1112.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:24:17,5,3590,1113.2,0.72,13.3,7,21,0.101,10,49.8,0.7
,14:24:18,5,3590,1114.2,0.73,13.3,7,21,0.102,10,49.8,0.71
,14:24:19,5,3590,1115.2,0.74,13.3,7,21,0.107,10,49.8,0.71
,14:24:20,5,3590,1116.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:24:21,5,3590,1117.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:24:22,5,3590,1118.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:24:23,5,3590,1119.2,0.75,13.3,7,21,0.101,10,49.8,0.72
,14:24:24,5,3590,1120.2,0.75,13.3,7,21,0.101,10,49.8,0.73
,14:24:25,5,3590,1121.2,0.75,13.3,7,21,0.101,10,49.8,0.72
,14:24:26,5,3590,1122.2,0.74,13.3,7,21,0.1,10,49.8,0.72
,14:24:27,5,3590,1123.2,0.74,13.3,7,21,0.1,10,49.8,0.72
,14:24:28,5,3590,1124.2,0.74,13.3,7,21,0.099,10,49.8,0.71
,14:24:29,5,3590,1125.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:24:30,5,3590,1126.2,0.73,13.3,7,21,0.101,10,49.9,0.7
,14:24:31,5,3590,1127.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:24:32,5,3590,1128.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:24:33,5,3590,1129.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:24:34,5,3590,1130.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:24:35,5,3590,1131.2,0.71,13.3,7,22,0.102,10,49.8,0.68
,14:24:36,5,3590,1132.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:24:37,5,3590,1133.2,0.71,13.3,7,21,0.107,10,49.8,0.69
,14:24:38,5,3590,1134.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:24:39,5,3590,1135.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:24:40,5,3590,1136.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:24:41,5,3590,1137.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:24:42,5,3590,1138.2,0.72,13.3,7,21,0.101,10,49.8,0.7
,14:24:43,5,3590,1139.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:24:44,5,3590,1140.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:24:45,5,3590,1141.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:24:46,5,3590,1142.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:24:47,5,3590,1143.2,0.72,13.3,7,21,0.097,10,49.8,0.69
,14:24:48,5,3590,1144.2,0.72,13.3,8,21,0.094,10,49.8,0.7
,14:24:49,5,3590,1145.2,0.72,13.3,7,21,0.096,10,49.8,0.69
,14:24:50,5,3590,1146.2,0.71,13.3,7,21,0.099,10,49.8,0.68
,14:24:51,5,3590,1147.2,0.7,13.3,7,21,0.098,10,49.8,0.67
,14:24:52,5,3590,1148.2,0.7,13.3,7,21,0.098,10,49.8,0.68
,14:24:53,5,3590,1149.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:24:54,5,3590,1150.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:24:55,5,3590,1151.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:24:56,5,3590,1152.2,0.74,13.3,7,21,0.102,10,49.8,0.71
,14:24:57,5,3590,1153.2,0.73,13.3,7,21,0.101,10,49.8,0.7
,14:24:58,5,3590,1154.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:24:59,5,3590,1155.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:25:00,5,3590,1156.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:25:01,5,3590,1157.2,0.71,13.3,7,22,0.107,10,49.8,0.69
,14:25:02,5,3590,1158.2,0.71,13.3,7,22,0.102,10,49.8,0.69
,14:25:03,5,3590,1159.2,0.72,13.3,7,22,0.104,10,49.8,0.7
,14:25:04,5,3590,1160.2,0.73,13.3,7,21,0.102,10,49.8,0.71
,14:25:05,5,3590,1161.2,0.74,13.3,7,21,0.103,10,49.8,0.72
,14:25:06,5,3590,1162.2,0.75,13.3,7,21,0.108,10,49.8,0.72
,14:25:07,5,3590,1163.2,0.74,13.3,7,21,0.107,10,49.8,0.71
,14:25:08,5,3590,1164.2,0.73,13.3,7,21,0.106,10,49.8,0.7
,14:25:09,5,3590,1165.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:25:10,5,3590,1166.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:25:11,5,3590,1167.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:25:12,5,3590,1168.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:25:13,5,3590,1169.2,0.71,13.3,8,21,0.093,10,49.8,0.69
,14:25:14,5,3590,1170.2,0.71,13.3,8,21,0.092,10,49.8,0.69
,14:25:15,5,3590,1171.2,0.72,13.3,7,21,0.1,10,49.8,0.7
,14:25:16,5,3590,1172.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:25:17,5,3590,1173.2,0.72,13.3,7,21,0.103,10,49.8,0.69
,14:25:18,5,3590,1174.2,0.7,13.3,7,21,0.105,10,49.8,0.68
,14:25:19,5,3590,1175.2,0.69,13.3,7,22,0.099,10,49.8,0.66
,14:25:20,5,3590,1176.2,0.69,13.3,7,21,0.099,10,49.8,0.66
,14:25:21,5,3590,1177.2,0.69,13.3,7,21,0.1,10,49.8,0.67
,14:25:22,5,3590,1178.2,0.7,13.3,7,21,0.097,10,49.8,0.67
,14:25:23,5,3590,1179.2,0.69,13.3,7,21,0.097,10,49.8,0.67
,14:25:24,5,3590,1180.2,0.69,13.3,7,21,0.099,10,49.8,0.66
,14:25:25,5,3590,1181.2,0.69,13.3,7,21,0.099,10,49.8,0.66
,14:25:26,5,3590,1182.2,0.69,13.3,7,21,0.096,10,49.8,0.67
,14:25:27,5,3590,1183.2,0.69,13.3,7,21,0.097,10,49.8,0.67
,14:25:28,5,3590,1184.2,0.69,13.3,7,21,0.097,10,49.8,0.67
,14:25:29,5,3590,1185.2,0.7,13.3,7,21,0.094,10,49.8,0.68
,14:25:30,5,3590,1186.2,0.71,13.3,7,21,0.095,10,49.8,0.68
,14:25:31,5,3590,1187.2,0.72,13.3,7,21,0.097,10,49.8,0.7
,14:25:32,5,3590,1188.2,0.73,13.3,7,21,0.101,10,49.8,0.7
,14:25:33,5,3590,1189.2,0.73,13.3,7,21,0.106,10,49.8,0.71
,14:25:34,5,3590,1190.2,0.74,13.3,7,21,0.106,10,49.8,0.71
,14:25:35,5,3590,1191.2,0.74,13.3,7,21,0.107,10,49.8,0.72
,14:25:36,5,3590,1192.2,0.74,13.3,7,22,0.107,10,49.8,0.71
,14:25:37,5,3590,1193.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:25:38,5,3590,1194.2,0.72,13.3,7,21,0.104,10,49.8,0.69
,14:25:39,5,3590,1195.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:25:40,5,3590,1196.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:25:41,5,3590,1197.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:25:42,5,3590,1198.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:25:43,5,3590,1199.2,0.74,13.3,7,21,0.099,10,49.8,0.71
,14:25:44,5,3590,1200.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:25:45,5,3590,1201.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:25:46,5,3590,1202.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:25:47,5,3590,1203.2,0.73,13.3,7,21,0.109,10,49.8,0.7
,14:25:48,5,3590,1204.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:25:49,5,3590,1205.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:25:50,5,3590,1206.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:25:51,5,3590,1207.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:25:52,5,3590,1208.2,0.72,13.3,7,21,0.101,10,49.8,0.7
,14:25:53,5,3590,1209.2,0.71,13.3,7,21,0.103,10,49.8,0.69
,14:25:54,5,3590,1210.2,0.71,13.3,7,21,0.102,10,49.8,0.68
,14:25:55,5,3590,1211.2,0.71,13.3,7,21,0.099,10,49.8,0.69
,14:25:56,5,3590,1212.2,0.72,13.3,7,21,0.097,10,49.8,0.7
,14:25:57,5,3590,1213.2,0.73,13.3,7,21,0.098,10,49.8,0.7
,14:25:58,5,3590,1214.2,0.73,13.3,7,21,0.102,10,49.8,0.71
,14:25:59,5,3590,1215.2,0.74,13.3,7,22,0.107,10,49.8,0.71
,14:26:00,5,3590,1216.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:26:01,5,3590,1217.2,0.72,13.3,7,22,0.103,10,49.8,0.69
,14:26:02,5,3590,1218.2,0.71,13.3,7,22,0.103,10,49.8,0.69
,14:26:03,5,3590,1219.2,0.73,13.3,7,21,0.105,10,49.8,0.71
,14:26:04,5,3590,1220.2,0.75,13.3,7,21,0.108,10,49.8,0.72
,14:26:05,5,3590,1221.2,0.75,13.3,7,21,0.109,10,49.8,0.73
,14:26:06,5,3590,1222.2,0.75,13.3,7,21,0.104,10,49.8,0.72
,14:26:07,5,3590,1223.2,0.74,13.3,7,21,0.103,10,49.8,0.71
,14:26:08,5,3590,1224.2,0.74,13.3,7,21,0.103,10,49.8,0.72
,14:26:09,5,3590,1225.2,0.74,13.3,7,21,0.107,10,49.8,0.72
,14:26:10,5,3590,1226.2,0.74,13.3,7,21,0.107,10,49.8,0.71
,14:26:11,5,3590,1227.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:26:12,5,3590,1228.2,0.72,13.3,7,21,0.104,10,49.8,0.7
,14:26:13,5,3590,1229.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:26:14,5,3590,1230.2,0.73,13.3,7,21,0.105,10,49.8,0.7
,14:26:15,5,3590,1231.2,0.73,13.3,7,21,0.101,10,49.8,0.7
,14:26:16,5,3590,1232.2,0.72,13.3,7,21,0.1,10,49.8,0.69
,14:26:17,5,3590,1233.2,0.72,13.3,7,21,0.097,10,49.8,0.69
,14:26:18,5,3590,1234.2,0.71,13.3,8,21,0.092,10,49.8,0.68
,14:26:19,5,3590,1235.2,0.7,13.3,7,21,0.094,10,49.9,0.68
,14:26:20,5,3590,1236.2,0.69,13.3,7,21,0.097,10,49.8,0.67
,14:26:21,5,3590,1237.2,0.69,13.3,7,21,0.097,10,49.8,0.67
,14:26:22,5,3590,1238.2,0.7,13.3,7,21,0.1,10,49.8,0.67
,14:26:23,5,3590,1239.2,0.71,13.3,7,21,0.106,10,49.8,0.69
,14:26:24,5,3590,1240.2,0.72,13.3,7,21,0.108,10,49.8,0.7
,14:26:25,5,3590,1241.2,0.73,13.3,7,21,0.106,10,49.8,0.71
