Data file,,RA0.3_PDMS_-8C_001.TSV,,,,,,,,,,
,16:11:11,4,2700,848.8,1.2,13.3,9,-7.5,0.133,10,0.2,1.12
,16:11:12,4,2700,849.8,1.19,13.3,9,-7.5,0.133,10,0.2,1.12
,16:11:13,4,2700,850.8,1.19,13.3,9,-7.5,0.133,10,0.2,1.12
,16:11:14,4,2700,851.8,1.2,13.3,9,-7.5,0.13,10,0.2,1.12
,16:11:15,4,2700,852.8,1.2,13.3,9,-7.5,0.126,10,0.2,1.12
,16:11:16,4,2700,853.8,1.19,13.3,9,-7.5,0.129,10,0.2,1.12
,16:11:17,4,2700,854.8,1.18,13.3,9,-7.5,0.136,10,0.2,1.11
,16:11:18,4,2700,855.8,1.18,13.3,9,-7.5,0.135,10,0.2,1.1
,16:11:19,4,2700,856.8,1.18,13.3,9,-7.5,0.135,10,0.2,1.11
,16:11:20,4,2700,857.8,1.19,13.3,9,-7.5,0.132,10,0.2,1.11
,16:11:21,4,2700,858.8,1.19,13.3,9,-7.5,0.129,10,0.2,1.11
,16:11:22,4,2700,859.8,1.19,13.3,9,-7.5,0.126,10,0.2,1.12
,16:11:23,4,2700,860.8,1.19,13.3,9,-7.5,0.128,10,0.2,1.11
,16:11:24,4,2700,861.8,1.18,13.3,9,-7.5,0.132,10,0.2,1.1
,16:11:25,4,2700,862.8,1.17,13.3,9,-7.5,0.131,10,0.2,1.1
,16:11:26,4,2700,863.8,1.17,13.3,9,-7.5,0.134,10,0.2,1.1
,16:11:27,4,2700,864.8,1.17,13.3,9,-7.5,0.131,10,0.2,1.1
,16:11:28,4,2700,865.8,1.18,13.3,9,-7.5,0.128,10,0.2,1.11
,16:11:29,4,2700,866.8,1.18,13.3,9,-7.5,0.128,10,0.2,1.11
,16:11:30,4,2700,867.8,1.18,13.3,9,-7.5,0.135,10,0.2,1.1
,16:11:31,4,2700,868.8,1.17,13.3,9,-7.5,0.135,10,0.2,1.1
,16:11:32,4,2700,869.8,1.18,13.3,9,-7.5,0.131,10,0.2,1.1
,16:11:33,4,2700,870.8,1.18,13.3,9,-7.4,0.128,10,0.2,1.1
,16:11:34,4,2700,871.8,1.18,13.3,9,-7.4,0.128,10,0.2,1.11
,16:11:35,4,2700,872.8,1.18,13.3,9,-7.4,0.128,10,0.2,1.11
,16:11:36,4,2700,873.8,1.18,13.3,9,-7.4,0.135,10,0.2,1.1
,16:11:37,4,2700,874.8,1.17,13.3,9,-7.4,0.135,10,0.2,1.1
,16:11:38,4,2700,875.8,1.17,13.3,9,-7.4,0.135,10,0.2,1.1
,16:11:39,4,2700,876.8,1.18,13.3,9,-7.4,0.127,10,0.2,1.1
,16:11:40,4,2700,877.8,1.18,13.3,9,-7.4,0.128,10,0.2,1.1
,16:11:41,4,2700,878.8,1.18,13.3,9,-7.4,0.128,10,0.2,1.11
,16:11:42,4,2700,879.8,1.18,13.3,9,-7.4,0.132,10,0.2,1.11
,16:11:43,4,2700,880.8,1.18,13.3,9,-7.4,0.132,10,0.2,1.11
,16:11:44,4,2700,881.8,1.18,13.3,9,-7.4,0.131,10,0.2,1.1
,16:11:45,4,2700,882.8,1.18,13.3,9,-7.4,0.128,10,0.2,1.1
,16:11:46,4,2700,883.8,1.18,13.3,9,-7.4,0.128,10,0.2,1.1
,16:11:47,4,2700,884.8,1.18,13.3,9,-7.4,0.127,10,0.2,1.1
,16:11:48,4,2700,885.8,1.17,13.3,9,-7.4,0.13,10,0.2,1.09
,16:11:49,4,2700,886.8,1.16,13.3,9,-7.3,0.13,10,0.2,1.09
,16:11:50,4,2700,887.8,1.16,13.3,9,-7.3,0.13,10,0.2,1.09
,16:11:51,4,2700,888.8,1.17,13.3,9,-7.3,0.13,10,0.2,1.09
,16:11:52,4,2700,889.8,1.17,13.3,9,-7.3,0.123,10,0.2,1.09
,16:11:53,4,2700,890.8,1.17,13.3,9,-7.3,0.123,10,0.2,1.09
,16:11:54,4,2700,891.8,1.16,13.3,9,-7.3,0.129,10,0.2,1.09
,16:11:55,4,2700,892.8,1.15,13.3,9,-7.3,0.128,10,0.2,1.08
,16:11:56,4,2700,893.8,1.15,13.3,9,-7.3,0.132,10,0.2,1.08
,16:11:57,4,2700,894.8,1.15,13.3,9,-7.3,0.132,10,0.2,1.08
,16:11:58,4,2700,895.8,1.16,13.3,9,-7.3,0.129,10,0.2,1.08
,16:11:59,4,2700,896.8,1.16,13.3,9,-7.3,0.13,10,0.2,1.09
,16:12:00,4,2700,897.8,1.17,13.3,9,-7.3,0.127,10,0.2,1.09
,16:12:01,4,2700,898.8,1.17,13.3,9,-7.3,0.123,10,0.2,1.09
,16:12:02,4,2700,899.8,1.16,13.3,9,-7.3,0.123,10,0.2,1.09
,16:12:03,4,2700,900.8,1.16,13.3,9,-7.2,0.129,10,0.2,1.08
,16:12:04,4,2700,901.8,1.15,13.3,9,-7.2,0.132,10,0.2,1.08
,16:12:05,4,2700,902.8,1.15,13.3,9,-7.2,0.132,10,0.2,1.08
,16:12:06,4,2700,903.8,1.16,13.3,9,-7.2,0.133,10,0.2,1.08
,16:12:07,4,2700,904.8,1.16,13.3,9,-7.2,0.129,10,0.2,1.09
,16:12:08,4,2700,905.8,1.16,13.3,9,-7.2,0.13,10,0.2,1.09
,16:12:09,4,2700,906.8,1.17,13.3,9,-7.2,0.13,10,0.2,1.09
,16:12:10,4,2700,907.8,1.17,13.3,9,-7.2,0.127,10,0.2,1.1
,16:12:11,4,2700,908.8,1.17,13.3,9,-7.2,0.123,10,0.2,1.1
,16:12:12,4,2700,909.8,1.17,13.3,9,-7.2,0.123,10,0.2,1.09
,16:12:13,4,2700,910.8,1.16,13.3,9,-7.2,0.129,10,0.2,1.08
,16:12:14,4,2700,911.8,1.15,13.3,9,-7.2,0.132,10,0.2,1.08
,16:12:15,4,2700,912.8,1.15,13.3,9,-7.2,0.132,10,0.2,1.08
,16:12:16,4,2700,913.8,1.16,13.3,9,-7.2,0.133,10,0.2,1.08
,16:12:17,4,2700,914.8,1.16,13.3,9,-7.2,0.129,10,0.2,1.09
,16:12:18,4,2700,915.8,1.17,13.3,9,-7.2,0.13,10,0.2,1.09
,16:12:19,4,2700,916.8,1.17,13.3,9,-7.2,0.127,10,0.2,1.1
,16:12:20,4,2700,917.8,1.18,13.3,9,-7.1,0.124,10,0.2,1.1
,16:12:21,4,2700,918.8,1.18,13.3,9,-7.1,0.127,10,0.2,1.1
,16:12:22,4,2700,919.8,1.17,13.3,9,-7.1,0.13,10,0.2,1.09
,16:12:23,4,2700,920.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.09
,16:12:24,4,2700,921.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.09
,16:12:25,4,2700,922.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.09
,16:12:26,4,2700,923.8,1.17,13.3,9,-7.1,0.127,10,0.2,1.1
,16:12:27,4,2700,924.8,1.17,13.3,9,-7.1,0.124,10,0.2,1.1
,16:12:28,4,2700,925.8,1.17,13.3,9,-7.1,0.127,10,0.2,1.1
,16:12:29,4,2700,926.8,1.17,13.3,9,-7.1,0.13,10,0.2,1.09
,16:12:30,4,2700,927.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.08
,16:12:31,4,2700,928.8,1.15,13.3,9,-7.1,0.132,10,0.2,1.08
,16:12:32,4,2700,929.8,1.15,13.3,9,-7.1,0.128,10,0.2,1.08
,16:12:33,4,2700,930.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.08
,16:12:34,4,2700,931.8,1.16,13.3,9,-7.1,0.126,10,0.2,1.09
,16:12:35,4,2700,932.8,1.16,13.3,9,-7.1,0.123,10,0.2,1.09
,16:12:36,4,2700,933.8,1.16,13.3,9,-7.1,0.126,10,0.2,1.09
,16:12:37,4,2700,934.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.08
,16:12:38,4,2700,935.8,1.15,13.3,9,-7.1,0.132,10,0.2,1.08
,16:12:39,4,2700,936.8,1.15,13.3,9,-7.1,0.132,10,0.2,1.08
,16:12:40,4,2700,937.8,1.15,13.3,9,-7.1,0.128,10,0.2,1.08
,16:12:41,4,2700,938.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.08
,16:12:42,4,2700,939.8,1.16,13.3,9,-7.1,0.125,10,0.2,1.08
,16:12:43,4,2700,940.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:12:44,4,2700,941.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:12:45,4,2700,942.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:12:46,4,2700,943.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:12:47,4,2700,944.8,1.15,13.3,9,-7,0.132,10,0.2,1.07
,16:12:48,4,2700,945.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:12:49,4,2700,946.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:12:50,4,2700,947.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:12:51,4,2700,948.8,1.16,13.3,9,-7,0.122,10,0.2,1.09
,16:12:52,4,2700,949.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:12:53,4,2700,950.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:12:54,4,2700,951.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:12:55,4,2700,952.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:12:56,4,2700,953.8,1.16,13.3,9,-7,0.133,10,0.2,1.09
,16:12:57,4,2700,954.8,1.16,13.3,9,-7,0.13,10,0.2,1.09
,16:12:58,4,2700,955.8,1.16,13.3,9,-7,0.13,10,0.2,1.09
,16:12:59,4,2700,956.8,1.17,13.3,9,-7,0.126,10,0.2,1.09
,16:13:00,4,2700,957.8,1.17,13.3,9,-7,0.123,10,0.2,1.09
,16:13:01,4,2700,958.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:13:02,4,2700,959.8,1.16,13.3,9,-7,0.133,10,0.2,1.08
,16:13:03,4,2700,960.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:13:04,4,2700,961.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:13:05,4,2700,962.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:13:06,4,2700,963.8,1.16,13.3,9,-7,0.126,10,0.2,1.08
,16:13:07,4,2700,964.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:13:08,4,2700,965.8,1.15,13.3,9,-7,0.125,10,0.2,1.08
,16:13:09,4,2700,966.8,1.15,13.3,9,-7,0.125,10,0.2,1.08
,16:13:10,4,2700,967.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:13:11,4,2700,968.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:13:12,4,2700,969.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:13:13,4,2700,970.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:13:14,4,2700,971.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:13:15,4,2700,972.8,1.15,13.3,9,-7,0.125,10,0.2,1.08
,16:13:16,4,2700,973.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:13:17,4,2700,974.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:13:18,4,2700,975.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:13:19,4,2700,976.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:13:20,4,2700,977.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:13:21,4,2700,978.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:13:22,4,2700,979.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:13:23,4,2700,980.8,1.16,13.3,9,-7,0.122,10,0.2,1.08
,16:13:24,4,2700,981.8,1.15,13.3,9,-7,0.125,10,0.2,1.08
,16:13:25,4,2700,982.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:13:26,4,2700,983.8,1.15,13.3,9,-7,0.128,10,0.2,1.07
,16:13:27,4,2700,984.8,1.15,13.3,9,-7,0.132,10,0.2,1.07
,16:13:28,4,2700,985.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:13:29,4,2700,986.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:13:30,4,2700,987.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:13:31,4,2700,988.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:13:32,4,2700,989.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:13:33,4,2700,990.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:13:34,4,2700,991.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:13:35,4,2700,992.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:13:36,4,2700,993.8,1.16,13.3,9,-6.9,0.129,10,0.2,1.08
,16:13:37,4,2700,994.8,1.16,13.3,9,-6.9,0.129,10,0.2,1.09
,16:13:38,4,2700,995.8,1.16,13.3,9,-6.9,0.125,10,0.2,1.08
,16:13:39,4,2700,996.8,1.16,13.3,9,-6.9,0.125,10,0.2,1.08
,16:13:40,4,2700,997.8,1.15,13.3,9,-6.9,0.128,10,0.2,1.08
,16:13:41,4,2700,998.8,1.15,13.3,9,-6.9,0.128,10,0.2,1.08
,16:13:42,4,2700,999.8,1.15,13.3,9,-6.9,0.132,10,0.2,1.08
,16:13:43,4,2700,1000.8,1.15,13.3,9,-6.9,0.132,10,0.2,1.08
,16:13:44,4,2700,1001.8,1.16,13.3,9,-6.9,0.125,10,0.2,1.08
,16:13:45,4,2700,1002.8,1.16,13.3,9,-6.9,0.126,10,0.2,1.09
,16:13:46,4,2700,1003.8,1.16,13.3,9,-6.9,0.126,10,0.2,1.09
,16:13:47,4,2700,1004.8,1.16,13.3,9,-6.9,0.129,10,0.2,1.09
,16:13:48,4,2700,1005.8,1.16,13.3,9,-6.9,0.133,10,0.2,1.08
,16:13:49,4,2700,1006.8,1.16,13.3,9,-6.9,0.133,10,0.2,1.08
,16:13:50,4,2700,1007.8,1.16,13.3,9,-6.9,0.129,10,0.2,1.09
,16:13:51,4,2700,1008.8,1.16,13.3,9,-6.9,0.13,10,0.2,1.09
,16:13:52,4,2700,1009.8,1.17,13.3,9,-6.9,0.126,10,0.2,1.09
,16:13:53,4,2700,1010.8,1.17,13.3,9,-6.9,0.126,10,0.2,1.09
,16:13:54,4,2700,1011.8,1.17,13.3,9,-7,0.127,10,0.2,1.09
,16:13:55,4,2700,1012.8,1.17,13.3,9,-7,0.13,10,0.2,1.09
,16:13:56,4,2700,1013.8,1.17,13.3,9,-7,0.13,10,0.2,1.09
,16:13:57,4,2700,1014.8,1.17,13.3,9,-7,0.13,10,0.2,1.09
,16:13:58,4,2700,1015.8,1.16,13.3,9,-7,0.133,10,0.2,1.09
,16:13:59,4,2700,1016.8,1.16,13.3,9,-7,0.13,10,0.2,1.09
,16:14:00,4,2700,1017.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:14:01,4,2700,1018.8,1.16,13.3,9,-7,0.123,10,0.2,1.09
,16:14:02,4,2700,1019.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:14:03,4,2700,1020.8,1.16,13.3,9,-7,0.13,10,0.2,1.09
,16:14:04,4,2700,1021.8,1.16,13.3,9,-7,0.13,10,0.2,1.09
,16:14:05,4,2700,1022.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:06,4,2700,1023.8,1.16,13.3,9,-7,0.133,10,0.2,1.09
,16:14:07,4,2700,1024.8,1.16,13.3,9,-7,0.133,10,0.2,1.09
,16:14:08,4,2700,1025.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:09,4,2700,1026.8,1.16,13.3,9,-7,0.123,10,0.2,1.09
,16:14:10,4,2700,1027.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:14:11,4,2700,1028.8,1.16,13.3,9,-7,0.13,10,0.2,1.09
,16:14:12,4,2700,1029.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:13,4,2700,1030.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:14,4,2700,1031.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:15,4,2700,1032.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:16,4,2700,1033.8,1.16,13.3,9,-7,0.133,10,0.2,1.08
,16:14:17,4,2700,1034.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:18,4,2700,1035.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:14:19,4,2700,1036.8,1.16,13.3,9,-7,0.122,10,0.2,1.09
,16:14:20,4,2700,1037.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:14:21,4,2700,1038.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:22,4,2700,1039.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:23,4,2700,1040.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:24,4,2700,1041.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:25,4,2700,1042.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:26,4,2700,1043.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:27,4,2700,1044.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:14:28,4,2700,1045.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:14:29,4,2700,1046.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:30,4,2700,1047.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:14:31,4,2700,1048.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:14:32,4,2700,1049.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:14:33,4,2700,1050.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:34,4,2700,1051.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:14:35,4,2700,1052.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:36,4,2700,1053.8,1.16,13.3,9,-7,0.122,10,0.2,1.08
,16:14:37,4,2700,1054.8,1.16,13.3,9,-7,0.122,10,0.2,1.09
,16:14:38,4,2700,1055.8,1.16,13.3,9,-7,0.126,10,0.2,1.08
,16:14:39,4,2700,1056.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:40,4,2700,1057.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:14:41,4,2700,1058.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:14:42,4,2700,1059.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:43,4,2700,1060.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:44,4,2700,1061.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:45,4,2700,1062.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:46,4,2700,1063.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:14:47,4,2700,1064.8,1.16,13.3,9,-7,0.122,10,0.2,1.09
,16:14:48,4,2700,1065.8,1.16,13.3,9,-7,0.125,10,0.2,1.08
,16:14:49,4,2700,1066.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:50,4,2700,1067.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:14:51,4,2700,1068.8,1.15,13.3,9,-7,0.128,10,0.2,1.08
,16:14:52,4,2700,1069.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:14:53,4,2700,1070.8,1.15,13.3,9,-7,0.132,10,0.2,1.08
,16:14:54,4,2700,1071.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:55,4,2700,1072.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:14:56,4,2700,1073.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:14:57,4,2700,1074.8,1.16,13.3,9,-7,0.122,10,0.2,1.09
,16:14:58,4,2700,1075.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:14:59,4,2700,1076.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:15:00,4,2700,1077.8,1.16,13.3,9,-7,0.133,10,0.2,1.08
,16:15:01,4,2700,1078.8,1.16,13.3,9,-7,0.133,10,0.2,1.08
,16:15:02,4,2700,1079.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:15:03,4,2700,1080.8,1.16,13.3,9,-7,0.133,10,0.2,1.09
,16:15:04,4,2700,1081.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:15:05,4,2700,1082.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:15:06,4,2700,1083.8,1.16,13.3,9,-7,0.123,10,0.2,1.09
,16:15:07,4,2700,1084.8,1.16,13.3,9,-7,0.126,10,0.2,1.09
,16:15:08,4,2700,1085.8,1.16,13.3,9,-7,0.129,10,0.2,1.09
,16:15:09,4,2700,1086.8,1.16,13.3,9,-7,0.133,10,0.2,1.08
,16:15:10,4,2700,1087.8,1.16,13.3,9,-7,0.129,10,0.2,1.08
,16:15:11,4,2700,1088.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.08
,16:15:12,4,2700,1089.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:13,4,2700,1090.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:14,4,2700,1091.8,1.16,13.3,9,-7.1,0.126,10,0.2,1.09
,16:15:15,4,2700,1092.8,1.17,13.3,9,-7.1,0.123,10,0.2,1.09
,16:15:16,4,2700,1093.8,1.16,13.3,9,-7.1,0.126,10,0.2,1.09
,16:15:17,4,2700,1094.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:18,4,2700,1095.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.08
,16:15:19,4,2700,1096.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.08
,16:15:20,4,2700,1097.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:21,4,2700,1098.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:22,4,2700,1099.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.09
,16:15:23,4,2700,1100.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.09
,16:15:24,4,2700,1101.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:25,4,2700,1102.8,1.16,13.3,9,-7.1,0.122,10,0.2,1.09
,16:15:26,4,2700,1103.8,1.16,13.3,9,-7.1,0.123,10,0.2,1.09
,16:15:27,4,2700,1104.8,1.17,13.3,9,-7.1,0.126,10,0.2,1.09
,16:15:28,4,2700,1105.8,1.16,13.3,9,-7.1,0.13,10,0.2,1.09
,16:15:29,4,2700,1106.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:30,4,2700,1107.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.08
,16:15:31,4,2700,1108.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.08
,16:15:32,4,2700,1109.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:33,4,2700,1110.8,1.16,13.3,9,-7.1,0.129,10,0.2,1.09
,16:15:34,4,2700,1111.8,1.16,13.3,9,-7.1,0.13,10,0.2,1.09
,16:15:35,4,2700,1112.8,1.17,13.3,9,-7.1,0.126,10,0.2,1.09
,16:15:36,4,2700,1113.8,1.17,13.3,9,-7.1,0.123,10,0.2,1.09
,16:15:37,4,2700,1114.8,1.17,13.3,9,-7.1,0.127,10,0.2,1.09
,16:15:38,4,2700,1115.8,1.17,13.3,9,-7.1,0.13,10,0.2,1.09
,16:15:39,4,2700,1116.8,1.16,13.3,9,-7.1,0.13,10,0.2,1.09
,16:15:40,4,2700,1117.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.08
,16:15:41,4,2700,1118.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.08
,16:15:42,4,2700,1119.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.08
,16:15:43,4,2700,1120.8,1.16,13.3,9,-7.1,0.133,10,0.2,1.09
,16:15:44,4,2700,1121.8,1.17,13.3,9,-7.1,0.134,10,0.2,1.09
,16:15:45,4,2700,1122.8,1.17,13.3,9,-7.1,0.13,10,0.2,1.1
,16:15:46,4,2700,1123.8,1.17,13.3,9,-7.1,0.123,10,0.2,1.1
,16:15:47,4,2700,1124.8,1.17,13.3,9,-7.1,0.124,10,0.2,1.1
,16:15:48,4,2700,1125.8,1.17,13.3,9,-7.1,0.127,10,0.2,1.1
,16:15:49,4,2700,1126.8,1.17,13.3,9,-7.1,0.13,10,0.2,1.09
