Data file,,RA0.3_PAO_-8C_003_1HOUR.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,15/03/2016,,,,,,,,,,
Lubricant,,PAO,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 16:20:59 on 15/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,17:11:46,4,3600,3046.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:11:47,4,3600,3047.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.9
,17:11:48,4,3600,3048.1,2.11,13.3,9,-8.2,0.242,10,0.2,1.9
,17:11:49,4,3600,3049.1,2.11,13.3,9,-8.2,0.242,10,0.2,1.9
,17:11:50,4,3600,3050.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:11:51,4,3600,3051.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:11:52,4,3600,3052.1,2.11,13.3,9,-8.2,0.228,10,0.2,1.9
,17:11:53,4,3600,3053.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:11:54,4,3600,3054.1,2.11,13.3,9,-8.2,0.242,10,0.2,1.9
,17:11:55,4,3600,3055.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:11:56,4,3600,3056.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:11:57,4,3600,3057.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:11:58,4,3600,3058.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:11:59,4,3600,3059.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:00,4,3600,3060.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:01,4,3600,3061.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:02,4,3600,3062.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:03,4,3600,3063.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:12:04,4,3600,3064.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:12:05,4,3600,3065.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:06,4,3600,3066.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:07,4,3600,3067.1,2.11,13.3,9,-8.2,0.242,10,0.2,1.9
,17:12:08,4,3600,3068.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:09,4,3600,3069.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:10,4,3600,3070.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:11,4,3600,3071.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:12,4,3600,3072.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:12:13,4,3600,3073.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:12:14,4,3600,3074.1,2.11,13.3,9,-8.2,0.228,10,0.2,1.9
,17:12:15,4,3600,3075.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:12:16,4,3600,3076.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.91
,17:12:17,4,3600,3077.1,2.11,13.3,9,-8.2,0.242,10,0.2,1.9
,17:12:18,4,3600,3078.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:19,4,3600,3079.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:20,4,3600,3080.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:21,4,3600,3081.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.91
,17:12:22,4,3600,3082.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:23,4,3600,3083.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:24,4,3600,3084.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:12:25,4,3600,3085.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:12:26,4,3600,3086.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:12:27,4,3600,3087.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:28,4,3600,3088.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.91
,17:12:29,4,3600,3089.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.91
,17:12:30,4,3600,3090.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.91
,17:12:31,4,3600,3091.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:32,4,3600,3092.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:33,4,3600,3093.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:12:34,4,3600,3094.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.9
,17:12:35,4,3600,3095.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.91
,17:12:36,4,3600,3096.1,2.11,13.3,9,-8.2,0.242,10,0.2,1.9
,17:12:37,4,3600,3097.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:12:38,4,3600,3098.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:12:39,4,3600,3099.1,2.11,13.3,9,-8.3,0.229,10,0.2,1.9
,17:12:40,4,3600,3100.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:41,4,3600,3101.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:42,4,3600,3102.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:43,4,3600,3103.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:44,4,3600,3104.1,2.11,13.3,9,-8.3,0.229,10,0.2,1.9
,17:12:45,4,3600,3105.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:12:46,4,3600,3106.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:12:47,4,3600,3107.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:12:48,4,3600,3108.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:12:49,4,3600,3109.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:12:50,4,3600,3110.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:12:51,4,3600,3111.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:12:52,4,3600,3112.1,2.11,13.3,9,-8.3,0.229,10,0.2,1.9
,17:12:53,4,3600,3113.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:54,4,3600,3114.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:55,4,3600,3115.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:56,4,3600,3116.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:12:57,4,3600,3117.1,2.11,13.3,9,-8.3,0.229,10,0.2,1.91
,17:12:58,4,3600,3118.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:12:59,4,3600,3119.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:13:00,4,3600,3120.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:13:01,4,3600,3121.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:13:02,4,3600,3122.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:03,4,3600,3123.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:04,4,3600,3124.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:05,4,3600,3125.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:06,4,3600,3126.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:07,4,3600,3127.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:08,4,3600,3128.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:09,4,3600,3129.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:13:10,4,3600,3130.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:13:11,4,3600,3131.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:12,4,3600,3132.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:13,4,3600,3133.1,2.12,13.3,9,-8.3,0.243,10,0.2,1.91
,17:13:14,4,3600,3134.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:15,4,3600,3135.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:13:16,4,3600,3136.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:13:17,4,3600,3137.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:18,4,3600,3138.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:19,4,3600,3139.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:20,4,3600,3140.1,2.12,13.3,9,-8.3,0.243,10,0.2,1.91
,17:13:21,4,3600,3141.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:22,4,3600,3142.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:13:23,4,3600,3143.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:13:24,4,3600,3144.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:13:25,4,3600,3145.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:26,4,3600,3146.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:27,4,3600,3147.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:28,4,3600,3148.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:29,4,3600,3149.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:30,4,3600,3150.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:31,4,3600,3151.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:32,4,3600,3152.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:13:33,4,3600,3153.1,2.12,13.3,9,-8.3,0.224,10,0.2,1.91
,17:13:34,4,3600,3154.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:13:35,4,3600,3155.1,2.12,13.3,9,-8.3,0.237,10,0.2,1.91
,17:13:36,4,3600,3156.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:37,4,3600,3157.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:38,4,3600,3158.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:39,4,3600,3159.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:40,4,3600,3160.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:41,4,3600,3161.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:42,4,3600,3162.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:43,4,3600,3163.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:44,4,3600,3164.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:45,4,3600,3165.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:13:46,4,3600,3166.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.9
,17:13:47,4,3600,3167.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:48,4,3600,3168.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:49,4,3600,3169.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:50,4,3600,3170.1,2.11,13.3,9,-8.3,0.229,10,0.2,1.9
,17:13:51,4,3600,3171.1,2.11,13.3,9,-8.3,0.229,10,0.2,1.9
,17:13:52,4,3600,3172.1,2.11,13.3,9,-8.3,0.223,10,0.2,1.9
,17:13:53,4,3600,3173.1,2.11,13.3,9,-8.3,0.229,10,0.2,1.9
,17:13:54,4,3600,3174.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:55,4,3600,3175.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:56,4,3600,3176.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:13:57,4,3600,3177.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:13:58,4,3600,3178.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:13:59,4,3600,3179.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:00,4,3600,3180.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:14:01,4,3600,3181.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:02,4,3600,3182.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:03,4,3600,3183.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:04,4,3600,3184.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:14:05,4,3600,3185.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.91
,17:14:06,4,3600,3186.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:07,4,3600,3187.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:08,4,3600,3188.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:09,4,3600,3189.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:14:10,4,3600,3190.1,2.12,13.3,9,-8.3,0.223,10,0.2,1.91
,17:14:11,4,3600,3191.1,2.12,13.3,9,-8.3,0.223,10,0.2,1.91
,17:14:12,4,3600,3192.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:14:13,4,3600,3193.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:14:14,4,3600,3194.1,2.12,13.3,9,-8.3,0.237,10,0.2,1.91
,17:14:15,4,3600,3195.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:16,4,3600,3196.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:17,4,3600,3197.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:18,4,3600,3198.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:19,4,3600,3199.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:20,4,3600,3200.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:21,4,3600,3201.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:22,4,3600,3202.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:23,4,3600,3203.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:24,4,3600,3204.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:14:25,4,3600,3205.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:14:26,4,3600,3206.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:27,4,3600,3207.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:28,4,3600,3208.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:29,4,3600,3209.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:30,4,3600,3210.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:31,4,3600,3211.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:14:32,4,3600,3212.1,2.11,13.3,9,-8.3,0.242,10,0.2,1.9
,17:14:33,4,3600,3213.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:34,4,3600,3214.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:35,4,3600,3215.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:14:36,4,3600,3216.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:37,4,3600,3217.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:38,4,3600,3218.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:39,4,3600,3219.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:40,4,3600,3220.1,2.12,13.3,9,-8.3,0.23,10,0.2,1.91
,17:14:41,4,3600,3221.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:42,4,3600,3222.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:43,4,3600,3223.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:44,4,3600,3224.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:45,4,3600,3225.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:46,4,3600,3226.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:47,4,3600,3227.1,2.12,13.3,9,-8.3,0.236,10,0.2,1.91
,17:14:48,4,3600,3228.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:14:49,4,3600,3229.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:14:50,4,3600,3230.1,2.12,13.3,9,-8.3,0.229,10,0.2,1.91
,17:14:51,4,3600,3231.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:52,4,3600,3232.1,2.11,13.3,9,-8.3,0.235,10,0.2,1.9
,17:14:53,4,3600,3233.1,2.11,13.3,9,-8.3,0.228,10,0.2,1.9
,17:14:54,4,3600,3234.1,2.11,13.3,9,-8.3,0.228,10,0.2,1.9
,17:14:55,4,3600,3235.1,2.11,13.3,9,-8.3,0.228,10,0.2,1.9
,17:14:56,4,3600,3236.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:14:57,4,3600,3237.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:14:58,4,3600,3238.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:14:59,4,3600,3239.1,2.1,13.3,9,-8.2,0.228,10,0.2,1.9
,17:15:00,4,3600,3240.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:15:01,4,3600,3241.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:02,4,3600,3242.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:03,4,3600,3243.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:04,4,3600,3244.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:15:05,4,3600,3245.1,2.1,13.3,9,-8.2,0.241,10,0.2,1.9
,17:15:06,4,3600,3246.1,2.1,13.3,9,-8.2,0.241,10,0.2,1.9
,17:15:07,4,3600,3247.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:08,4,3600,3248.1,2.12,13.3,9,-8.2,0.236,10,0.2,1.91
,17:15:09,4,3600,3249.1,2.12,13.3,9,-8.2,0.237,10,0.2,1.91
,17:15:10,4,3600,3250.1,2.12,13.3,9,-8.2,0.237,10,0.2,1.91
,17:15:11,4,3600,3251.1,2.12,13.3,9,-8.2,0.23,10,0.2,1.91
,17:15:12,4,3600,3252.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:15:13,4,3600,3253.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:15:14,4,3600,3254.1,2.12,13.3,9,-8.2,0.229,10,0.2,1.91
,17:15:15,4,3600,3255.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:15:16,4,3600,3256.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:17,4,3600,3257.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:15:18,4,3600,3258.1,2.1,13.3,9,-8.2,0.234,10,0.2,1.9
,17:15:19,4,3600,3259.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:20,4,3600,3260.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:21,4,3600,3261.1,2.11,13.3,9,-8.2,0.235,10,0.2,1.9
,17:15:22,4,3600,3262.1,2.1,13.3,9,-8.2,0.228,10,0.2,1.9
,17:15:23,4,3600,3263.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:15:24,4,3600,3264.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:15:25,4,3600,3265.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:15:26,4,3600,3266.1,2.11,13.3,9,-8.2,0.229,10,0.2,1.9
,17:15:27,4,3600,3267.1,2.11,13.3,9,-8.1,0.228,10,0.2,1.9
,17:15:28,4,3600,3268.1,2.1,13.3,9,-8.1,0.228,10,0.2,1.9
,17:15:29,4,3600,3269.1,2.11,13.3,9,-8.1,0.228,10,0.2,1.9
,17:15:30,4,3600,3270.1,2.11,13.3,9,-8.1,0.229,10,0.2,1.9
,17:15:31,4,3600,3271.1,2.11,13.3,9,-8.1,0.229,10,0.2,1.9
,17:15:32,4,3600,3272.1,2.11,13.3,9,-8.1,0.229,10,0.2,1.9
,17:15:33,4,3600,3273.1,2.11,13.3,9,-8.1,0.235,10,0.2,1.9
,17:15:34,4,3600,3274.1,2.11,13.3,9,-8.1,0.229,10,0.2,1.9
,17:15:35,4,3600,3275.1,2.11,13.3,9,-8.1,0.228,10,0.2,1.9
,17:15:36,4,3600,3276.1,2.11,13.3,9,-8.1,0.228,10,0.2,1.9
,17:15:37,4,3600,3277.1,2.1,13.3,9,-8.1,0.228,10,0.2,1.9
,17:15:38,4,3600,3278.1,2.1,13.3,9,-8.1,0.227,10,0.2,1.89
,17:15:39,4,3600,3279.1,2.09,13.3,9,-8.1,0.227,10,0.2,1.89
,17:15:40,4,3600,3280.1,2.09,13.3,9,-8.1,0.226,10,0.2,1.88
,17:15:41,4,3600,3281.1,2.08,13.3,9,-8.1,0.225,10,0.2,1.88
,17:15:42,4,3600,3282.1,2.08,13.3,9,-8.1,0.232,10,0.2,1.87
,17:15:43,4,3600,3283.1,2.08,13.3,9,-8.1,0.232,10,0.2,1.87
,17:15:44,4,3600,3284.1,2.07,13.3,9,-8.1,0.238,10,0.2,1.87
,17:15:45,4,3600,3285.1,2.07,13.3,9,-8.1,0.238,10,0.2,1.87
,17:15:46,4,3600,3286.1,2.08,13.3,9,-8.1,0.238,10,0.2,1.87
,17:15:47,4,3600,3287.1,2.08,13.3,9,-8.1,0.239,10,0.2,1.88
,17:15:48,4,3600,3288.1,2.08,13.3,9,-8.1,0.239,10,0.2,1.88
,17:15:49,4,3600,3289.1,2.08,13.3,9,-8.1,0.239,10,0.2,1.88
,17:15:50,4,3600,3290.1,2.07,13.3,9,-8.1,0.238,10,0.2,1.87
,17:15:51,4,3600,3291.1,2.08,13.3,9,-8.1,0.238,10,0.2,1.87
,17:15:52,4,3600,3292.1,2.08,13.3,9,-8.1,0.232,10,0.2,1.88
,17:15:53,4,3600,3293.1,2.09,13.3,9,-8,0.232,10,0.2,1.88
,17:15:54,4,3600,3294.1,2.09,13.3,9,-8,0.233,10,0.2,1.88
,17:15:55,4,3600,3295.1,2.09,13.3,9,-8,0.232,10,0.2,1.88
,17:15:56,4,3600,3296.1,2.09,13.3,9,-8,0.232,10,0.2,1.88
,17:15:57,4,3600,3297.1,2.09,13.3,9,-8,0.232,10,0.2,1.88
,17:15:58,4,3600,3298.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:15:59,4,3600,3299.1,2.08,13.3,9,-8,0.226,10,0.2,1.88
,17:16:00,4,3600,3300.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:01,4,3600,3301.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:02,4,3600,3302.1,2.08,13.3,9,-8,0.232,10,0.2,1.87
,17:16:03,4,3600,3303.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:04,4,3600,3304.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:05,4,3600,3305.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:06,4,3600,3306.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:07,4,3600,3307.1,2.08,13.3,9,-8,0.232,10,0.2,1.87
,17:16:08,4,3600,3308.1,2.08,13.3,9,-8,0.232,10,0.2,1.87
,17:16:09,4,3600,3309.1,2.08,13.3,9,-8,0.232,10,0.2,1.87
,17:16:10,4,3600,3310.1,2.08,13.3,9,-8,0.232,10,0.2,1.87
,17:16:11,4,3600,3311.1,2.08,13.3,9,-8,0.232,10,0.2,1.87
,17:16:12,4,3600,3312.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:13,4,3600,3313.1,2.08,13.3,9,-8,0.232,10,0.2,1.88
,17:16:14,4,3600,3314.1,2.09,13.3,9,-7.9,0.232,10,0.2,1.88
,17:16:15,4,3600,3315.1,2.09,13.3,9,-7.9,0.226,10,0.2,1.88
,17:16:16,4,3600,3316.1,2.09,13.3,9,-7.9,0.226,10,0.2,1.88
,17:16:17,4,3600,3317.1,2.09,13.3,9,-7.9,0.232,10,0.2,1.88
,17:16:18,4,3600,3318.1,2.08,13.3,9,-7.9,0.232,10,0.2,1.88
,17:16:19,4,3600,3319.1,2.07,13.3,9,-7.9,0.231,10,0.2,1.87
,17:16:20,4,3600,3320.1,2.07,13.3,9,-7.9,0.231,10,0.2,1.87
,17:16:21,4,3600,3321.1,2.07,13.3,9,-7.9,0.231,10,0.2,1.87
,17:16:22,4,3600,3322.1,2.07,13.3,9,-7.9,0.231,10,0.2,1.87
,17:16:23,4,3600,3323.1,2.08,13.3,9,-7.9,0.232,10,0.2,1.88
,17:16:24,4,3600,3324.1,2.08,13.3,9,-7.9,0.232,10,0.2,1.88
,17:16:25,4,3600,3325.1,2.09,13.3,9,-7.9,0.226,10,0.2,1.88
,17:16:26,4,3600,3326.1,2.09,13.3,9,-7.9,0.226,10,0.2,1.88
,17:16:27,4,3600,3327.1,2.08,13.3,9,-7.9,0.225,10,0.2,1.88
,17:16:28,4,3600,3328.1,2.08,13.3,9,-7.9,0.225,10,0.2,1.87
,17:16:29,4,3600,3329.1,2.08,13.3,9,-7.9,0.225,10,0.2,1.87
,17:16:30,4,3600,3330.1,2.08,13.3,9,-7.9,0.225,10,0.2,1.87
,17:16:31,4,3600,3331.1,2.07,13.3,9,-7.9,0.225,10,0.2,1.87
,17:16:32,4,3600,3332.1,2.07,13.3,9,-7.9,0.225,10,0.2,1.87
,17:16:33,4,3600,3333.1,2.07,13.3,9,-7.8,0.225,10,0.2,1.87
,17:16:34,4,3600,3334.1,2.07,13.3,9,-7.8,0.218,10,0.2,1.87
,17:16:35,4,3600,3335.1,2.07,13.3,9,-7.8,0.218,10,0.2,1.87
,17:16:36,4,3600,3336.1,2.07,13.3,9,-7.8,0.218,10,0.2,1.87
,17:16:37,4,3600,3337.1,2.06,13.3,9,-7.8,0.218,10,0.2,1.86
,17:16:38,4,3600,3338.1,2.06,13.3,9,-7.8,0.223,10,0.2,1.86
,17:16:39,4,3600,3339.1,2.06,13.3,9,-7.8,0.223,10,0.2,1.85
,17:16:40,4,3600,3340.1,2.06,13.3,9,-7.8,0.229,10,0.2,1.85
