Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_007_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin 500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:52:39 on 22/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,17:33:12,8,21600,27632.4,0.3,13.3,7,10.3,0.045,10,0.8,0.29
,17:33:13,8,21600,27633.4,0.3,13.3,7,10.3,0.044,10,0.8,0.29
,17:33:14,8,21600,27634.4,0.31,13.3,7,10.3,0.043,10,0.8,0.3
,17:33:15,8,21600,27635.4,0.31,13.3,7,10.3,0.041,10,0.8,0.3
,17:33:16,8,21600,27636.4,0.31,13.3,7,10.4,0.043,10,0.8,0.3
,17:33:17,8,21600,27637.4,0.31,13.3,7,10.4,0.044,10,0.8,0.3
,17:33:18,8,21600,27638.4,0.31,13.3,7,10.4,0.046,10,0.8,0.3
,17:33:19,8,21600,27639.4,0.31,13.3,6,10.4,0.048,10,0.8,0.3
,17:33:20,8,21600,27640.4,0.31,13.3,7,10.4,0.046,10,0.8,0.3
,17:33:21,8,21600,27641.4,0.31,13.3,7,10.4,0.046,10,0.8,0.3
,17:33:22,8,21600,27642.4,0.3,13.3,7,10.5,0.046,10,0.8,0.3
,17:33:23,8,21600,27643.4,0.3,13.3,7,10.5,0.045,10,0.8,0.29
,17:33:24,8,21600,27644.4,0.3,13.3,7,10.5,0.046,10,0.8,0.3
,17:33:25,8,21600,27645.4,0.31,13.3,7,10.5,0.044,10,0.8,0.3
,17:33:26,8,21600,27646.4,0.31,13.3,7,10.5,0.043,10,0.8,0.3
,17:33:27,8,21600,27647.4,0.3,13.3,7,10.5,0.042,10,0.8,0.3
,17:33:28,8,21600,27648.4,0.3,13.3,7,10.5,0.044,10,0.8,0.29
,17:33:29,8,21600,27649.4,0.3,13.3,7,10.6,0.045,10,0.8,0.29
,17:33:30,8,21600,27650.4,0.31,13.3,7,10.6,0.046,10,0.8,0.3
,17:33:31,8,21600,27651.4,0.31,13.3,6,10.6,0.048,10,0.8,0.3
,17:33:32,8,21600,27652.4,0.31,13.3,7,10.6,0.046,10,0.8,0.3
,17:33:33,8,21600,27653.4,0.31,13.3,7,10.6,0.046,10,0.7,0.3
,17:33:34,8,21600,27654.4,0.31,13.3,7,10.6,0.045,10,0.8,0.3
,17:33:35,8,21600,27655.4,0.31,13.3,7,10.6,0.045,10,0.8,0.3
,17:33:36,8,21600,27656.4,0.31,13.3,7,10.7,0.045,10,0.8,0.3
,17:33:37,8,21600,27657.4,0.31,13.3,7,10.7,0.044,10,0.8,0.3
,17:33:38,8,21600,27658.4,0.3,13.3,7,10.7,0.044,10,0.8,0.3
,17:33:39,8,21600,27659.4,0.3,13.3,7,10.7,0.044,10,0.8,0.3
,17:33:40,8,21600,27660.4,0.3,13.3,7,10.7,0.044,10,0.8,0.3
,17:33:41,8,21600,27661.4,0.3,13.3,7,10.7,0.044,10,0.8,0.3
,17:33:42,8,21600,27662.4,0.31,13.3,6,10.8,0.048,10,0.8,0.3
,17:33:43,8,21600,27663.4,0.3,13.3,6,10.8,0.048,10,0.8,0.29
,17:33:44,8,21600,27664.4,0.3,13.3,7,10.8,0.046,10,0.8,0.3
,17:33:45,8,21600,27665.4,0.3,13.3,7,10.8,0.044,10,0.8,0.29
,17:33:46,8,21600,27666.4,0.3,13.3,7,10.8,0.044,10,0.7,0.29
,17:33:47,8,21600,27667.4,0.3,13.3,7,10.8,0.044,10,0.8,0.29
,17:33:48,8,21600,27668.4,0.3,13.3,7,10.9,0.045,10,0.8,0.29
,17:33:49,8,21600,27669.4,0.3,13.3,7,10.9,0.046,10,0.8,0.3
,17:33:50,8,21600,27670.4,0.31,13.3,7,10.9,0.044,10,0.8,0.3
,17:33:51,8,21600,27671.4,0.31,13.3,7,10.9,0.045,10,0.8,0.3
,17:33:52,8,21600,27672.4,0.31,13.3,7,10.9,0.047,10,0.7,0.31
,17:33:53,8,21600,27673.4,0.31,13.3,7,10.9,0.047,10,0.8,0.31
,17:33:54,8,21600,27674.4,0.31,13.3,7,10.9,0.045,10,0.8,0.3
,17:33:55,8,21600,27675.4,0.31,13.3,7,11,0.043,10,0.8,0.3
,17:33:56,8,21600,27676.4,0.31,13.3,7,11,0.042,10,0.8,0.3
,17:33:57,8,21600,27677.4,0.31,13.3,7,11,0.043,10,0.8,0.3
,17:33:58,8,21600,27678.4,0.3,13.3,7,11,0.044,10,0.8,0.3
,17:33:59,8,21600,27679.4,0.3,13.3,7,11,0.045,10,0.8,0.29
,17:34:00,8,21600,27680.4,0.3,13.3,7,11.1,0.045,10,0.8,0.29
,17:34:01,8,21600,27681.4,0.3,13.3,7,11.1,0.045,10,0.7,0.29
,17:34:02,8,21600,27682.4,0.3,13.3,7,11.1,0.045,10,0.8,0.29
,17:34:03,8,21600,27683.4,0.3,13.3,7,11.1,0.045,10,0.8,0.29
,17:34:04,8,21600,27684.4,0.3,13.3,7,11.1,0.045,10,0.8,0.29
,17:34:05,8,21600,27685.4,0.3,13.3,7,11.2,0.045,10,0.8,0.29
,17:34:06,8,21600,27686.4,0.3,13.3,7,11.2,0.043,10,0.8,0.29
,17:34:07,8,21600,27687.4,0.3,13.3,7,11.2,0.044,10,0.8,0.29
,17:34:08,8,21600,27688.4,0.3,13.3,7,11.2,0.042,10,0.8,0.29
,17:34:09,8,21600,27689.4,0.3,13.3,7,11.2,0.044,10,0.8,0.3
,17:34:10,8,21600,27690.4,0.3,13.3,7,11.2,0.044,10,0.8,0.3
,17:34:11,8,21600,27691.4,0.3,13.3,6,11.2,0.048,10,0.8,0.29
,17:34:12,8,21600,27692.4,0.3,13.3,7,11.3,0.045,10,0.8,0.29
,17:34:13,8,21600,27693.4,0.3,13.3,7,11.3,0.043,10,0.8,0.29
,17:34:14,8,21600,27694.4,0.3,13.3,7,11.3,0.043,10,0.8,0.29
,17:34:15,8,21600,27695.4,0.3,13.3,7,11.3,0.046,10,0.8,0.3
,17:34:16,8,21600,27696.4,0.31,13.3,7,11.4,0.046,10,0.8,0.3
,17:34:17,8,21600,27697.4,0.31,13.3,7,11.4,0.046,10,0.8,0.3
,17:34:18,8,21600,27698.4,0.32,13.3,7,11.4,0.046,10,0.8,0.31
,17:34:19,8,21600,27699.4,0.31,13.3,7,11.4,0.045,10,0.8,0.31
,17:34:20,8,21600,27700.4,0.31,13.3,7,11.5,0.045,10,0.8,0.3
,17:34:21,8,21600,27701.4,0.31,13.3,7,11.5,0.044,10,0.8,0.3
,17:34:22,8,21600,27702.4,0.3,13.3,7,11.5,0.042,10,0.8,0.29
,17:34:23,8,21600,27703.4,0.3,13.3,7,11.5,0.044,10,0.8,0.29
,17:34:24,8,21600,27704.4,0.3,13.3,7,11.5,0.046,10,0.8,0.3
,17:34:25,8,21600,27705.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,17:34:26,8,21600,27706.4,0.31,13.3,7,11.6,0.047,10,0.8,0.3
,17:34:27,8,21600,27707.4,0.31,13.3,7,11.6,0.045,10,0.8,0.3
,17:34:28,8,21600,27708.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,17:34:29,8,21600,27709.4,0.31,13.3,7,11.6,0.047,10,0.8,0.31
,17:34:30,8,21600,27710.4,0.32,13.3,7,11.6,0.048,10,0.8,0.31
,17:34:31,8,21600,27711.4,0.33,13.3,7,11.6,0.047,10,0.8,0.32
,17:34:32,8,21600,27712.4,0.33,13.3,7,11.7,0.046,10,0.8,0.32
,17:34:33,8,21600,27713.4,0.33,13.3,7,11.7,0.046,10,0.8,0.32
,17:34:34,8,21600,27714.4,0.32,13.3,7,11.7,0.045,10,0.8,0.31
,17:34:35,8,21600,27715.4,0.32,13.3,7,11.7,0.046,10,0.8,0.31
,17:34:36,8,21600,27716.4,0.32,13.3,7,11.8,0.048,10,0.8,0.31
,17:34:37,8,21600,27717.4,0.32,13.3,7,11.8,0.048,10,0.7,0.31
,17:34:38,8,21600,27718.4,0.32,13.3,6,11.8,0.049,10,0.7,0.31
,17:34:39,8,21600,27719.4,0.31,13.3,6,11.8,0.049,10,0.8,0.3
,17:34:40,8,21600,27720.4,0.31,13.3,7,11.8,0.047,10,0.8,0.3
,17:34:41,8,21600,27721.4,0.31,13.3,7,11.9,0.045,10,0.8,0.31
,17:34:42,8,21600,27722.4,0.31,13.3,7,11.9,0.045,10,0.8,0.31
,17:34:43,8,21600,27723.4,0.32,13.3,7,11.9,0.046,10,0.8,0.31
,17:34:44,8,21600,27724.4,0.31,13.3,7,12,0.045,10,0.8,0.3
,17:34:45,8,21600,27725.4,0.31,13.3,7,12,0.043,10,0.8,0.3
,17:34:46,8,21600,27726.4,0.31,13.3,7,12,0.044,10,0.8,0.3
,17:34:47,8,21600,27727.4,0.31,13.3,7,12,0.046,10,0.8,0.3
,17:34:48,8,21600,27728.4,0.31,13.3,7,12,0.046,10,0.8,0.3
,17:34:49,8,21600,27729.4,0.31,13.3,7,12,0.045,10,0.7,0.31
,17:34:50,8,21600,27730.4,0.32,13.3,7,12,0.046,10,0.8,0.31
,17:34:51,8,21600,27731.4,0.32,13.3,7,12,0.046,10,0.8,0.31
,17:34:52,8,21600,27732.4,0.32,13.3,7,12.1,0.046,10,0.8,0.31
,17:34:53,8,21600,27733.4,0.32,13.3,7,12.1,0.048,10,0.8,0.31
,17:34:54,8,21600,27734.4,0.32,13.3,7,12.1,0.048,10,0.8,0.31
,17:34:55,8,21600,27735.4,0.32,13.3,7,12.2,0.044,10,0.8,0.31
,17:34:56,8,21600,27736.4,0.32,13.3,7,12.2,0.044,10,0.8,0.31
,17:34:57,8,21600,27737.4,0.31,13.3,7,12.2,0.044,10,0.8,0.3
,17:34:58,8,21600,27738.4,0.31,13.3,7,12.2,0.045,10,0.8,0.3
,17:34:59,8,21600,27739.4,0.31,13.3,7,12.2,0.046,10,0.8,0.3
,17:35:00,8,21600,27740.4,0.31,13.3,7,12.3,0.046,10,0.8,0.3
,17:35:01,8,21600,27741.4,0.31,13.3,6,12.3,0.049,10,0.8,0.3
,17:35:02,8,21600,27742.4,0.31,13.3,6,12.3,0.048,10,0.8,0.3
,17:35:03,8,21600,27743.4,0.31,13.3,7,12.3,0.046,10,0.8,0.3
,17:35:04,8,21600,27744.4,0.31,13.3,7,12.4,0.045,10,0.8,0.3
,17:35:05,8,21600,27745.4,0.31,13.3,7,12.4,0.047,10,0.8,0.31
,17:35:06,8,21600,27746.4,0.32,13.3,7,12.4,0.049,10,0.8,0.32
,17:35:07,8,21600,27747.4,0.33,13.3,7,12.4,0.049,10,0.8,0.32
,17:35:08,8,21600,27748.4,0.33,13.3,7,12.4,0.048,10,0.8,0.32
,17:35:09,8,21600,27749.4,0.32,13.3,7,12.4,0.045,10,0.8,0.31
,17:35:10,8,21600,27750.4,0.31,13.3,7,12.4,0.042,10,0.8,0.3
,17:35:11,8,21600,27751.4,0.31,13.3,7,12.5,0.043,10,0.8,0.3
,17:35:12,8,21600,27752.4,0.3,13.3,7,12.5,0.044,10,0.8,0.29
,17:35:13,8,21600,27753.4,0.3,13.3,7,12.5,0.045,10,0.8,0.29
,17:35:14,8,21600,27754.4,0.3,13.3,7,12.6,0.045,10,0.8,0.29
,17:35:15,8,21600,27755.4,0.3,13.3,7,12.6,0.046,10,0.8,0.3
,17:35:16,8,21600,27756.4,0.31,13.3,7,12.6,0.047,10,0.8,0.3
,17:35:17,8,21600,27757.4,0.31,13.3,7,12.6,0.047,10,0.8,0.31
,17:35:18,8,21600,27758.4,0.31,13.3,7,12.6,0.045,10,0.7,0.3
,17:35:19,8,21600,27759.4,0.31,13.3,7,12.7,0.045,10,0.7,0.3
,17:35:20,8,21600,27760.4,0.31,13.3,7,12.7,0.044,10,0.8,0.3
,17:35:21,8,21600,27761.4,0.31,13.3,7,12.7,0.043,10,0.8,0.3
,17:35:22,8,21600,27762.4,0.3,13.3,7,12.7,0.042,10,0.8,0.3
,17:35:23,8,21600,27763.4,0.3,13.3,7,12.8,0.044,10,0.8,0.3
,17:35:24,8,21600,27764.4,0.3,13.3,7,12.8,0.046,10,0.8,0.3
,17:35:25,8,21600,27765.4,0.3,13.3,7,12.8,0.046,10,0.7,0.3
,17:35:26,8,21600,27766.4,0.31,13.3,7,12.8,0.046,10,0.8,0.3
,17:35:27,8,21600,27767.4,0.31,13.3,7,12.8,0.046,10,0.8,0.3
,17:35:28,8,21600,27768.4,0.31,13.3,7,12.8,0.047,10,0.8,0.31
,17:35:29,8,21600,27769.4,0.31,13.3,7,12.8,0.047,10,0.8,0.3
,17:35:30,8,21600,27770.4,0.31,13.3,7,12.9,0.045,10,0.8,0.3
,17:35:31,8,21600,27771.4,0.31,13.3,7,12.9,0.043,10,0.8,0.3
,17:35:32,8,21600,27772.4,0.31,13.3,7,12.9,0.043,10,0.8,0.3
,17:35:33,8,21600,27773.4,0.31,13.3,7,12.9,0.043,10,0.8,0.3
,17:35:34,8,21600,27774.4,0.3,13.3,7,12.9,0.044,10,0.8,0.29
,17:35:35,8,21600,27775.4,0.3,13.3,7,13,0.046,10,0.8,0.3
,17:35:36,8,21600,27776.4,0.3,13.3,7,13,0.046,10,0.8,0.3
,17:35:37,8,21600,27777.4,0.3,13.3,6,13,0.048,10,0.8,0.3
,17:35:38,8,21600,27778.4,0.3,13.3,7,13.1,0.045,10,0.8,0.29
,17:35:39,8,21600,27779.4,0.3,13.3,7,13.1,0.045,10,0.8,0.3
,17:35:40,8,21600,27780.4,0.31,13.3,7,13.1,0.045,10,0.8,0.3
,17:35:41,8,21600,27781.4,0.31,13.3,7,13.1,0.045,10,0.8,0.31
,17:35:42,8,21600,27782.4,0.31,13.3,7,13.1,0.045,10,0.8,0.31
,17:35:43,8,21600,27783.4,0.31,13.3,7,13.2,0.043,10,0.8,0.3
,17:35:44,8,21600,27784.4,0.31,13.3,7,13.2,0.043,10,0.8,0.3
,17:35:45,8,21600,27785.4,0.31,13.3,7,13.2,0.047,10,0.8,0.3
,17:35:46,8,21600,27786.4,0.31,13.3,7,13.2,0.047,10,0.8,0.31
,17:35:47,8,21600,27787.4,0.31,13.3,7,13.2,0.047,10,0.8,0.3
,17:35:48,8,21600,27788.4,0.31,13.3,7,13.2,0.046,10,0.8,0.3
,17:35:49,8,21600,27789.4,0.3,13.3,7,13.2,0.044,10,0.8,0.3
,17:35:50,8,21600,27790.4,0.31,13.3,7,13.3,0.044,10,0.8,0.3
,17:35:51,8,21600,27791.4,0.31,13.3,7,13.3,0.044,10,0.8,0.3
,17:35:52,8,21600,27792.4,0.31,13.3,7,13.3,0.043,10,0.8,0.3
,17:35:53,8,21600,27793.4,0.31,13.3,7,13.3,0.043,10,0.8,0.3
,17:35:54,8,21600,27794.4,0.31,13.3,7,13.3,0.045,10,0.8,0.31
,17:35:55,8,21600,27795.4,0.31,13.3,7,13.4,0.047,10,0.7,0.31
,17:35:56,8,21600,27796.4,0.31,13.3,7,13.4,0.046,10,0.8,0.3
,17:35:57,8,21600,27797.4,0.3,13.3,7,13.4,0.046,10,0.8,0.3
,17:35:58,8,21600,27798.4,0.3,13.3,7,13.4,0.045,10,0.8,0.29
,17:35:59,8,21600,27799.4,0.31,13.3,7,13.4,0.044,10,0.8,0.3
,17:36:00,8,21600,27800.4,0.31,13.3,7,13.4,0.043,10,0.8,0.3
,17:36:01,8,21600,27801.4,0.31,13.3,7,13.5,0.045,10,0.8,0.3
,17:36:02,8,21600,27802.4,0.31,13.3,7,13.5,0.045,10,0.8,0.31
,17:36:03,8,21600,27803.4,0.31,13.3,7,13.5,0.047,10,0.8,0.3
,17:36:04,8,21600,27804.4,0.31,13.3,7,13.5,0.047,10,0.8,0.31
,17:36:05,8,21600,27805.4,0.31,13.3,7,13.5,0.047,10,0.8,0.31
,17:36:06,8,21600,27806.4,0.32,13.3,7,13.5,0.046,10,0.8,0.31
,17:36:07,8,21600,27807.4,0.31,13.3,7,13.5,0.044,10,0.8,0.31
,17:36:08,8,21600,27808.4,0.31,13.3,7,13.5,0.044,10,0.8,0.31
,17:36:09,8,21600,27809.4,0.32,13.3,7,13.5,0.046,10,0.8,0.31
,17:36:10,8,21600,27810.4,0.32,13.3,7,13.6,0.048,10,0.8,0.31
,17:36:11,8,21600,27811.4,0.32,13.3,6,13.6,0.05,10,0.8,0.31
,17:36:12,8,21600,27812.4,0.32,13.3,7,13.6,0.048,10,0.8,0.31
,17:36:13,8,21600,27813.4,0.32,13.3,7,13.6,0.046,10,0.8,0.31
,17:36:14,8,21600,27814.4,0.31,13.3,7,13.6,0.044,10,0.8,0.31
,17:36:15,8,21600,27815.4,0.31,13.3,7,13.6,0.043,10,0.8,0.3
,17:36:16,8,21600,27816.4,0.3,13.3,7,13.7,0.044,10,0.8,0.3
,17:36:17,8,21600,27817.4,0.3,13.3,7,13.7,0.045,10,0.8,0.29
,17:36:18,8,21600,27818.4,0.3,13.3,7,13.7,0.046,10,0.8,0.3
,17:36:19,8,21600,27819.4,0.3,13.3,7,13.7,0.046,10,0.8,0.3
,17:36:20,8,21600,27820.4,0.31,13.3,7,13.7,0.044,10,0.8,0.3
,17:36:21,8,21600,27821.4,0.31,13.3,7,13.7,0.044,10,0.8,0.3
,17:36:22,8,21600,27822.4,0.31,13.3,7,13.7,0.043,10,0.8,0.3
,17:36:23,8,21600,27823.4,0.31,13.3,7,13.7,0.043,10,0.8,0.3
,17:36:24,8,21600,27824.4,0.31,13.3,7,13.7,0.043,10,0.8,0.3
,17:36:25,8,21600,27825.4,0.31,13.3,7,13.8,0.046,10,0.8,0.3
,17:36:26,8,21600,27826.4,0.31,13.3,7,13.8,0.046,10,0.8,0.3
,17:36:27,8,21600,27827.4,0.32,13.3,7,13.8,0.048,10,0.8,0.31
,17:36:28,8,21600,27828.4,0.32,13.3,7,13.8,0.048,10,0.8,0.31
,17:36:29,8,21600,27829.4,0.32,13.3,7,13.8,0.048,10,0.8,0.31
,17:36:30,8,21600,27830.4,0.31,13.3,7,13.8,0.047,10,0.8,0.3
,17:36:31,8,21600,27831.4,0.31,13.3,7,13.8,0.045,10,0.8,0.3
,17:36:32,8,21600,27832.4,0.31,13.3,7,13.8,0.045,10,0.8,0.31
,17:36:33,8,21600,27833.4,0.31,13.3,7,13.8,0.045,10,0.8,0.31
,17:36:34,8,21600,27834.4,0.31,13.3,7,13.9,0.047,10,0.7,0.3
,17:36:35,8,21600,27835.4,0.31,13.3,7,13.9,0.046,10,0.7,0.3
,17:36:36,8,21600,27836.4,0.31,13.3,7,13.9,0.047,10,0.8,0.3
,17:36:37,8,21600,27837.4,0.31,13.3,7,13.9,0.045,10,0.8,0.3
,17:36:38,8,21600,27838.4,0.31,13.3,7,13.9,0.047,10,0.8,0.3
,17:36:39,8,21600,27839.4,0.31,13.3,7,13.9,0.046,10,0.8,0.3
,17:36:40,8,21600,27840.4,0.31,13.3,7,13.9,0.047,10,0.8,0.3
,17:36:41,8,21600,27841.4,0.31,13.3,7,13.9,0.043,10,0.8,0.3
,17:36:42,8,21600,27842.4,0.31,13.3,7,13.9,0.042,10,0.8,0.3
,17:36:43,8,21600,27843.4,0.3,13.3,7,13.9,0.044,10,0.7,0.3
,17:36:44,8,21600,27844.4,0.3,13.3,7,13.9,0.044,10,0.8,0.29
,17:36:45,8,21600,27845.4,0.3,13.3,7,13.9,0.045,10,0.8,0.29
,17:36:46,8,21600,27846.4,0.3,13.3,7,13.9,0.045,10,0.7,0.29
,17:36:47,8,21600,27847.4,0.31,13.3,7,14,0.046,10,0.8,0.3
,17:36:48,8,21600,27848.4,0.31,13.3,7,14,0.047,10,0.8,0.3
,17:36:49,8,21600,27849.4,0.31,13.3,7,14,0.045,10,0.8,0.3
,17:36:50,8,21600,27850.4,0.31,13.3,7,14,0.044,10,0.8,0.3
,17:36:51,8,21600,27851.4,0.31,13.3,7,14,0.045,10,0.8,0.3
,17:36:52,8,21600,27852.4,0.32,13.3,7,14,0.044,10,0.8,0.31
,17:36:53,8,21600,27853.4,0.32,13.3,7,14,0.045,10,0.8,0.31
,17:36:54,8,21600,27854.4,0.32,13.3,7,14,0.048,10,0.8,0.31
,17:36:55,8,21600,27855.4,0.31,13.3,7,14,0.047,10,0.7,0.3
,17:36:56,8,21600,27856.4,0.31,13.3,7,14,0.046,10,0.8,0.3
,17:36:57,8,21600,27857.4,0.3,13.3,7,14,0.046,10,0.8,0.3
,17:36:58,8,21600,27858.4,0.3,13.3,7,14,0.046,10,0.8,0.3
,17:36:59,8,21600,27859.4,0.31,13.3,7,14,0.045,10,0.8,0.3
,17:37:00,8,21600,27860.4,0.31,13.3,7,14.1,0.043,10,0.8,0.3
,17:37:01,8,21600,27861.4,0.31,13.3,7,14.1,0.043,10,0.8,0.3
,17:37:02,8,21600,27862.4,0.31,13.3,7,14.1,0.043,10,0.8,0.3
,17:37:03,8,21600,27863.4,0.3,13.3,7,14.1,0.044,10,0.8,0.29
,17:37:04,8,21600,27864.4,0.3,13.3,7,14.1,0.045,10,0.7,0.29
,17:37:05,8,21600,27865.4,0.3,13.3,7,14.1,0.045,10,0.7,0.29
,17:37:06,8,21600,27866.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:07,8,21600,27867.4,0.3,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:08,8,21600,27868.4,0.32,13.3,7,14.1,0.048,10,0.8,0.31
,17:37:09,8,21600,27869.4,0.32,13.3,7,14.1,0.048,10,0.8,0.31
,17:37:10,8,21600,27870.4,0.31,13.3,7,14.1,0.045,10,0.8,0.3
,17:37:11,8,21600,27871.4,0.3,13.3,7,14.1,0.042,10,0.8,0.3
,17:37:12,8,21600,27872.4,0.3,13.3,7,14.1,0.044,10,0.7,0.29
,17:37:13,8,21600,27873.4,0.31,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:14,8,21600,27874.4,0.31,13.3,7,14.1,0.047,10,0.7,0.31
,17:37:15,8,21600,27875.4,0.32,13.3,7,14.1,0.048,10,0.7,0.31
,17:37:16,8,21600,27876.4,0.31,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:17,8,21600,27877.4,0.31,13.3,7,14.1,0.047,10,0.8,0.3
,17:37:18,8,21600,27878.4,0.31,13.3,7,14.1,0.047,10,0.8,0.3
,17:37:19,8,21600,27879.4,0.31,13.3,7,14.1,0.045,10,0.8,0.31
,17:37:20,8,21600,27880.4,0.31,13.3,7,14.1,0.043,10,0.8,0.3
,17:37:21,8,21600,27881.4,0.31,13.3,7,14.1,0.043,10,0.8,0.3
,17:37:22,8,21600,27882.4,0.31,13.3,7,14.1,0.044,10,0.8,0.3
,17:37:23,8,21600,27883.4,0.3,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:24,8,21600,27884.4,0.3,13.3,7,14.1,0.045,10,0.7,0.29
,17:37:25,8,21600,27885.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:26,8,21600,27886.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:27,8,21600,27887.4,0.3,13.3,7,14.1,0.045,10,0.7,0.29
,17:37:28,8,21600,27888.4,0.31,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:29,8,21600,27889.4,0.31,13.3,7,14.1,0.045,10,0.8,0.3
,17:37:30,8,21600,27890.4,0.31,13.3,7,14.1,0.043,10,0.7,0.3
,17:37:31,8,21600,27891.4,0.3,13.3,7,14.1,0.042,10,0.8,0.3
,17:37:32,8,21600,27892.4,0.3,13.3,7,14.1,0.044,10,0.8,0.29
,17:37:33,8,21600,27893.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:34,8,21600,27894.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:35,8,21600,27895.4,0.3,13.3,6,14.1,0.048,10,0.8,0.3
,17:37:36,8,21600,27896.4,0.31,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:37,8,21600,27897.4,0.31,13.3,7,14.1,0.047,10,0.7,0.3
,17:37:38,8,21600,27898.4,0.31,13.3,7,14.1,0.045,10,0.8,0.3
,17:37:39,8,21600,27899.4,0.31,13.3,7,14.1,0.044,10,0.8,0.3
,17:37:40,8,21600,27900.4,0.3,13.3,7,14.1,0.043,10,0.8,0.29
,17:37:41,8,21600,27901.4,0.3,13.3,7,14.1,0.043,10,0.8,0.29
,17:37:42,8,21600,27902.4,0.3,13.3,7,14.1,0.044,10,0.8,0.3
,17:37:43,8,21600,27903.4,0.3,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:44,8,21600,27904.4,0.3,13.3,7,14.1,0.046,10,0.8,0.3
,17:37:45,8,21600,27905.4,0.3,13.3,7,14.1,0.044,10,0.8,0.29
,17:37:46,8,21600,27906.4,0.3,13.3,7,14.1,0.043,10,0.8,0.29
,17:37:47,8,21600,27907.4,0.3,13.3,7,14.1,0.043,10,0.8,0.29
,17:37:48,8,21600,27908.4,0.3,13.3,7,14.1,0.043,10,0.8,0.29
,17:37:49,8,21600,27909.4,0.3,13.3,7,14.1,0.042,10,0.8,0.29
,17:37:50,8,21600,27910.4,0.3,13.3,7,14.1,0.042,10,0.8,0.3
,17:37:51,8,21600,27911.4,0.31,13.3,7,14.1,0.044,10,0.8,0.3
,17:37:52,8,21600,27912.4,0.3,13.3,7,14.1,0.044,10,0.8,0.3
,17:37:53,8,21600,27913.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:54,8,21600,27914.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:55,8,21600,27915.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:37:56,8,21600,27916.4,0.3,13.3,7,14.1,0.045,10,0.8,0.3
,17:37:57,8,21600,27917.4,0.3,13.3,7,14.1,0.044,10,0.8,0.3
,17:37:58,8,21600,27918.4,0.3,13.3,7,14.1,0.042,10,0.8,0.3
,17:37:59,8,21600,27919.4,0.3,13.3,7,14.1,0.042,10,0.8,0.29
,17:38:00,8,21600,27920.4,0.3,13.3,7,14.1,0.044,10,0.8,0.29
,17:38:01,8,21600,27921.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:38:02,8,21600,27922.4,0.3,13.3,7,14.1,0.045,10,0.7,0.29
,17:38:03,8,21600,27923.4,0.31,13.3,7,14.1,0.046,10,0.8,0.3
,17:38:04,8,21600,27924.4,0.31,13.3,7,14.1,0.047,10,0.8,0.31
,17:38:05,8,21600,27925.4,0.32,13.3,7,14.1,0.048,10,0.8,0.31
,17:38:06,8,21600,27926.4,0.31,13.3,7,14.1,0.045,10,0.8,0.31
,17:38:07,8,21600,27927.4,0.31,13.3,7,14.1,0.043,10,0.8,0.3
,17:38:08,8,21600,27928.4,0.3,13.3,7,14.1,0.044,10,0.8,0.29
,17:38:09,8,21600,27929.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:38:10,8,21600,27930.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
,17:38:11,8,21600,27931.4,0.3,13.3,7,14.1,0.045,10,0.8,0.29
