Data file,,PTT_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,05/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:46:50 on 05/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:48:17,6,3590,3686.1,0.93,13.3,7,13.7,0.134,10,49.9,0.89
,13:48:18,6,3590,3687.1,0.93,13.3,7,13.7,0.134,10,49.9,0.89
,13:48:19,6,3590,3688.1,0.93,13.3,7,13.8,0.134,10,49.9,0.89
,13:48:20,6,3590,3689.1,0.92,13.3,7,13.8,0.128,10,49.9,0.88
,13:48:21,6,3590,3690.1,0.91,13.3,7,13.8,0.127,10,49.9,0.87
,13:48:22,6,3590,3691.1,0.9,13.3,7,13.8,0.125,10,49.9,0.86
,13:48:23,6,3590,3692.1,0.89,13.3,7,13.8,0.12,10,49.9,0.86
,13:48:24,6,3590,3693.1,0.89,13.3,7,13.8,0.12,10,50,0.86
,13:48:25,6,3590,3694.1,0.89,13.3,7,13.8,0.12,10,49.9,0.86
,13:48:26,6,3590,3695.1,0.89,13.3,7,13.8,0.123,10,49.9,0.85
,13:48:27,6,3590,3696.1,0.88,13.3,7,13.9,0.127,10,49.9,0.84
,13:48:28,6,3590,3697.1,0.86,13.3,7,13.9,0.124,10,49.9,0.83
,13:48:29,6,3590,3698.1,0.85,13.3,7,13.9,0.123,10,49.9,0.82
,13:48:30,6,3590,3699.1,0.85,13.3,7,13.9,0.123,10,49.9,0.82
,13:48:31,6,3590,3700.1,0.85,13.3,7,13.9,0.128,10,49.9,0.82
,13:48:32,6,3590,3701.1,0.86,13.3,6,13.9,0.134,10,49.9,0.82
,13:48:33,6,3590,3702.1,0.87,13.3,6,13.9,0.136,10,50,0.84
,13:48:34,6,3590,3703.1,0.88,13.3,7,14,0.132,10,49.9,0.85
,13:48:35,6,3590,3704.1,0.89,13.3,7,14,0.134,10,49.9,0.86
,13:48:36,6,3590,3705.1,0.89,13.3,7,14,0.134,10,49.9,0.86
,13:48:37,6,3590,3706.1,0.89,13.3,6,14,0.139,10,49.9,0.86
,13:48:38,6,3590,3707.1,0.9,13.3,7,14,0.135,10,50,0.87
,13:48:39,6,3590,3708.1,0.91,13.3,7,14,0.131,10,49.9,0.87
,13:48:40,6,3590,3709.1,0.91,13.3,7,14,0.137,10,50,0.88
,13:48:41,6,3590,3710.1,0.91,13.3,7,14,0.136,10,49.9,0.87
,13:48:42,6,3590,3711.1,0.9,13.3,7,14,0.135,10,49.9,0.87
,13:48:43,6,3590,3712.1,0.9,13.3,7,14,0.13,10,49.9,0.86
,13:48:44,6,3590,3713.1,0.9,13.3,7,14.1,0.131,10,49.9,0.87
,13:48:45,6,3590,3714.1,0.91,13.3,7,14.1,0.131,10,49.9,0.87
,13:48:46,6,3590,3715.1,0.91,13.3,7,14.1,0.131,10,49.9,0.87
,13:48:47,6,3590,3716.1,0.91,13.3,7,14.1,0.131,10,49.9,0.87
,13:48:48,6,3590,3717.1,0.91,13.3,7,14.1,0.126,10,49.9,0.87
,13:48:49,6,3590,3718.1,0.9,13.3,7,14.1,0.126,10,49.9,0.87
,13:48:50,6,3590,3719.1,0.9,13.3,7,14.1,0.125,10,49.9,0.86
,13:48:51,6,3590,3720.1,0.9,13.3,7,14.1,0.125,10,49.9,0.86
,13:48:52,6,3590,3721.1,0.89,13.3,7,14.1,0.125,10,49.9,0.86
,13:48:53,6,3590,3722.1,0.89,13.3,7,14.1,0.123,10,49.9,0.85
,13:48:54,6,3590,3723.1,0.87,13.3,7,14.2,0.126,10,49.9,0.84
,13:48:55,6,3590,3724.1,0.86,13.3,7,14.2,0.124,10,49.9,0.83
,13:48:56,6,3590,3725.1,0.85,13.3,7,14.2,0.123,10,49.9,0.82
,13:48:57,6,3590,3726.1,0.85,13.3,7,14.2,0.123,10,49.9,0.82
,13:48:58,6,3590,3727.1,0.86,13.3,7,14.2,0.124,10,49.9,0.82
,13:48:59,6,3590,3728.1,0.86,13.3,7,14.2,0.129,10,49.9,0.83
,13:49:00,6,3590,3729.1,0.86,13.3,7,14.2,0.13,10,49.9,0.83
,13:49:01,6,3590,3730.1,0.87,13.3,7,14.2,0.13,10,49.9,0.84
,13:49:02,6,3590,3731.1,0.88,13.3,7,14.2,0.131,10,49.9,0.84
,13:49:03,6,3590,3732.1,0.89,13.3,7,14.2,0.133,10,49.9,0.85
,13:49:04,6,3590,3733.1,0.89,13.3,7,14.2,0.133,10,49.9,0.86
,13:49:05,6,3590,3734.1,0.89,13.3,7,14.2,0.134,10,49.9,0.86
,13:49:06,6,3590,3735.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:49:07,6,3590,3736.1,0.9,13.3,7,14.3,0.136,10,49.9,0.87
,13:49:08,6,3590,3737.1,0.9,13.3,7,14.3,0.135,10,49.9,0.87
,13:49:09,6,3590,3738.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:49:10,6,3590,3739.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:49:11,6,3590,3740.1,0.9,13.3,7,14.3,0.135,10,49.9,0.87
,13:49:12,6,3590,3741.1,0.91,13.3,7,14.3,0.136,10,49.9,0.87
,13:49:13,6,3590,3742.1,0.9,13.3,7,14.3,0.136,10,49.9,0.87
,13:49:14,6,3590,3743.1,0.9,13.3,7,14.3,0.135,10,49.9,0.86
,13:49:15,6,3590,3744.1,0.9,13.3,7,14.3,0.136,10,49.9,0.87
,13:49:16,6,3590,3745.1,0.91,13.3,7,14.3,0.137,10,49.9,0.88
,13:49:17,6,3590,3746.1,0.92,13.3,7,14.3,0.133,10,49.9,0.88
,13:49:18,6,3590,3747.1,0.91,13.3,7,14.3,0.132,10,49.9,0.88
,13:49:19,6,3590,3748.1,0.9,13.3,7,14.3,0.135,10,49.9,0.87
,13:49:20,6,3590,3749.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:49:21,6,3590,3750.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:49:22,6,3590,3751.1,0.9,13.3,7,14.3,0.131,10,49.9,0.87
,13:49:23,6,3590,3752.1,0.9,13.3,7,14.3,0.13,10,50,0.87
,13:49:24,6,3590,3753.1,0.9,13.3,7,14.3,0.13,10,49.9,0.86
,13:49:25,6,3590,3754.1,0.89,13.3,7,14.3,0.129,10,49.9,0.86
,13:49:26,6,3590,3755.1,0.89,13.3,7,14.3,0.128,10,49.9,0.85
,13:49:27,6,3590,3756.1,0.89,13.3,7,14.4,0.129,10,49.9,0.86
,13:49:28,6,3590,3757.1,0.9,13.3,7,14.4,0.129,10,49.9,0.86
,13:49:29,6,3590,3758.1,0.9,13.3,7,14.4,0.126,10,49.9,0.87
,13:49:30,6,3590,3759.1,0.9,13.3,7,14.4,0.125,10,50,0.86
,13:49:31,6,3590,3760.1,0.9,13.3,7,14.4,0.125,10,49.9,0.86
,13:49:32,6,3590,3761.1,0.9,13.3,7,14.4,0.125,10,49.9,0.86
,13:49:33,6,3590,3762.1,0.9,13.3,7,14.4,0.126,10,49.9,0.87
,13:49:34,6,3590,3763.1,0.9,13.3,7,14.4,0.121,10,49.9,0.86
,13:49:35,6,3590,3764.1,0.89,13.3,7,14.4,0.123,10,50,0.85
,13:49:36,6,3590,3765.1,0.87,13.3,7,14.4,0.125,10,49.9,0.84
,13:49:37,6,3590,3766.1,0.86,13.3,7,14.4,0.124,10,49.9,0.82
,13:49:38,6,3590,3767.1,0.85,13.3,7,14.4,0.122,10,49.9,0.81
,13:49:39,6,3590,3768.1,0.84,13.3,7,14.4,0.121,10,49.9,0.81
,13:49:40,6,3590,3769.1,0.84,13.3,7,14.4,0.126,10,49.9,0.81
,13:49:41,6,3590,3770.1,0.84,13.3,6,14.4,0.131,10,49.9,0.81
,13:49:42,6,3590,3771.1,0.85,13.3,6,14.4,0.132,10,49.9,0.81
,13:49:43,6,3590,3772.1,0.86,13.3,6,14.4,0.134,10,49.9,0.83
,13:49:44,6,3590,3773.1,0.87,13.3,7,14.4,0.131,10,49.9,0.84
,13:49:45,6,3590,3774.1,0.88,13.3,7,14.4,0.132,10,49.9,0.84
,13:49:46,6,3590,3775.1,0.88,13.3,7,14.4,0.131,10,49.9,0.84
,13:49:47,6,3590,3776.1,0.88,13.3,7,14.4,0.131,10,49.9,0.84
,13:49:48,6,3590,3777.1,0.88,13.3,7,14.4,0.132,10,49.9,0.84
,13:49:49,6,3590,3778.1,0.88,13.3,7,14.4,0.133,10,49.9,0.85
,13:49:50,6,3590,3779.1,0.89,13.3,7,14.4,0.133,10,49.9,0.85
,13:49:51,6,3590,3780.1,0.89,13.3,7,14.4,0.133,10,49.9,0.85
,13:49:52,6,3590,3781.1,0.9,13.3,6,14.4,0.14,10,49.9,0.86
,13:49:53,6,3590,3782.1,0.91,13.3,7,14.4,0.137,10,49.9,0.88
,13:49:54,6,3590,3783.1,0.93,13.3,7,14.4,0.134,10,49.9,0.89
,13:49:55,6,3590,3784.1,0.93,13.3,7,14.4,0.135,10,49.9,0.89
,13:49:56,6,3590,3785.1,0.91,13.3,7,14.4,0.132,10,49.9,0.88
,13:49:57,6,3590,3786.1,0.9,13.3,7,14.4,0.125,10,49.9,0.86
,13:49:58,6,3590,3787.1,0.89,13.3,7,14.4,0.124,10,49.9,0.86
,13:49:59,6,3590,3788.1,0.89,13.3,7,14.4,0.124,10,49.9,0.85
,13:50:00,6,3590,3789.1,0.88,13.3,7,14.4,0.123,10,49.9,0.85
,13:50:01,6,3590,3790.1,0.88,13.3,7,14.4,0.123,10,49.9,0.85
,13:50:02,6,3590,3791.1,0.88,13.3,7,14.4,0.123,10,49.9,0.85
,13:50:03,6,3590,3792.1,0.88,13.3,7,14.4,0.128,10,49.9,0.85
,13:50:04,6,3590,3793.1,0.87,13.3,7,14.4,0.126,10,49.9,0.84
,13:50:05,6,3590,3794.1,0.86,13.3,7,14.4,0.129,10,49.9,0.83
,13:50:06,6,3590,3795.1,0.86,13.3,7,14.4,0.128,10,49.9,0.82
,13:50:07,6,3590,3796.1,0.87,13.3,7,14.4,0.125,10,49.9,0.83
,13:50:08,6,3590,3797.1,0.88,13.3,7,14.4,0.132,10,49.9,0.85
,13:50:09,6,3590,3798.1,0.89,13.3,7,14.4,0.133,10,49.9,0.85
,13:50:10,6,3590,3799.1,0.89,13.3,7,14.4,0.133,10,49.9,0.85
,13:50:11,6,3590,3800.1,0.89,13.3,7,14.4,0.134,10,49.9,0.86
,13:50:12,6,3590,3801.1,0.89,13.3,7,14.4,0.134,10,49.9,0.86
,13:50:13,6,3590,3802.1,0.89,13.3,7,14.4,0.134,10,49.9,0.86
,13:50:14,6,3590,3803.1,0.89,13.3,7,14.3,0.134,10,49.9,0.86
,13:50:15,6,3590,3804.1,0.89,13.3,7,14.3,0.134,10,49.9,0.86
,13:50:16,6,3590,3805.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:50:17,6,3590,3806.1,0.9,13.3,7,14.3,0.135,10,49.9,0.87
,13:50:18,6,3590,3807.1,0.91,13.3,7,14.3,0.137,10,49.9,0.88
,13:50:19,6,3590,3808.1,0.92,13.3,7,14.3,0.138,10,49.9,0.89
,13:50:20,6,3590,3809.1,0.93,13.3,7,14.3,0.134,10,49.9,0.89
,13:50:21,6,3590,3810.1,0.92,13.3,7,14.3,0.128,10,49.9,0.88
,13:50:22,6,3590,3811.1,0.91,13.3,7,14.3,0.127,10,49.9,0.87
,13:50:23,6,3590,3812.1,0.9,13.3,7,14.3,0.13,10,49.9,0.86
,13:50:24,6,3590,3813.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:50:25,6,3590,3814.1,0.9,13.3,7,14.3,0.135,10,49.9,0.86
,13:50:26,6,3590,3815.1,0.9,13.3,7,14.3,0.135,10,49.9,0.86
,13:50:27,6,3590,3816.1,0.9,13.3,7,14.3,0.136,10,49.9,0.87
,13:50:28,6,3590,3817.1,0.91,13.3,7,14.3,0.132,10,49.9,0.88
,13:50:29,6,3590,3818.1,0.92,13.3,7,14.3,0.133,10,50,0.88
,13:50:30,6,3590,3819.1,0.92,13.3,7,14.3,0.123,10,49.9,0.88
,13:50:31,6,3590,3820.1,0.91,13.3,7,14.3,0.126,10,49.9,0.87
,13:50:32,6,3590,3821.1,0.9,13.3,7,14.3,0.13,10,50,0.86
,13:50:33,6,3590,3822.1,0.9,13.3,7,14.3,0.134,10,49.9,0.86
,13:50:34,6,3590,3823.1,0.9,13.3,6,14.3,0.14,10,49.9,0.86
,13:50:35,6,3590,3824.1,0.9,13.3,7,14.3,0.136,10,49.9,0.87
,13:50:36,6,3590,3825.1,0.91,13.3,7,14.3,0.137,10,49.9,0.87
,13:50:37,6,3590,3826.1,0.91,13.3,7,14.3,0.136,10,49.9,0.87
,13:50:38,6,3590,3827.1,0.91,13.3,7,14.2,0.136,10,49.9,0.87
,13:50:39,6,3590,3828.1,0.91,13.3,7,14.2,0.132,10,49.9,0.88
,13:50:40,6,3590,3829.1,0.92,13.3,7,14.2,0.128,10,49.9,0.88
,13:50:41,6,3590,3830.1,0.91,13.3,7,14.2,0.127,10,49.9,0.87
,13:50:42,6,3590,3831.1,0.9,13.3,7,14.2,0.125,10,49.9,0.86
,13:50:43,6,3590,3832.1,0.89,13.3,7,14.2,0.128,10,49.9,0.85
,13:50:44,6,3590,3833.1,0.88,13.3,7,14.2,0.133,10,49.9,0.85
,13:50:45,6,3590,3834.1,0.89,13.3,7,14.2,0.133,10,49.9,0.85
,13:50:46,6,3590,3835.1,0.89,13.3,7,14.2,0.134,10,49.9,0.86
,13:50:47,6,3590,3836.1,0.89,13.3,7,14.2,0.134,10,49.9,0.86
,13:50:48,6,3590,3837.1,0.89,13.3,7,14.2,0.134,10,49.9,0.86
,13:50:49,6,3590,3838.1,0.89,13.3,7,14.2,0.134,10,49.9,0.86
,13:50:50,6,3590,3839.1,0.9,13.3,7,14.2,0.125,10,49.9,0.86
,13:50:51,6,3590,3840.1,0.9,13.3,7,14.2,0.125,10,49.9,0.86
,13:50:52,6,3590,3841.1,0.9,13.3,7,14.1,0.13,10,49.9,0.86
,13:50:53,6,3590,3842.1,0.9,13.3,7,14.1,0.134,10,49.9,0.86
,13:50:54,6,3590,3843.1,0.89,13.3,7,14.1,0.134,10,49.9,0.86
,13:50:55,6,3590,3844.1,0.89,13.3,7,14.1,0.134,10,49.9,0.86
,13:50:56,6,3590,3845.1,0.89,13.3,7,14.1,0.133,10,49.9,0.85
,13:50:57,6,3590,3846.1,0.9,13.3,7,14.1,0.134,10,49.9,0.86
,13:50:58,6,3590,3847.1,0.91,13.3,7,14.1,0.136,10,49.9,0.88
,13:50:59,6,3590,3848.1,0.92,13.3,7,14.1,0.133,10,49.9,0.89
,13:51:00,6,3590,3849.1,0.92,13.3,7,14.1,0.128,10,50,0.88
,13:51:01,6,3590,3850.1,0.91,13.3,7,14.1,0.122,10,49.9,0.87
,13:51:02,6,3590,3851.1,0.89,13.3,7,14.1,0.125,10,49.9,0.86
,13:51:03,6,3590,3852.1,0.89,13.3,7,14.1,0.129,10,49.9,0.86
,13:51:04,6,3590,3853.1,0.89,13.3,7,14.1,0.134,10,50,0.86
,13:51:05,6,3590,3854.1,0.89,13.3,7,14.1,0.134,10,49.9,0.86
,13:51:06,6,3590,3855.1,0.9,13.3,7,14.1,0.135,10,49.9,0.86
,13:51:07,6,3590,3856.1,0.9,13.3,7,14,0.135,10,49.9,0.86
,13:51:08,6,3590,3857.1,0.9,13.3,7,14,0.134,10,49.9,0.86
,13:51:09,6,3590,3858.1,0.9,13.3,7,14,0.134,10,49.9,0.86
,13:51:10,6,3590,3859.1,0.91,13.3,7,14,0.131,10,49.9,0.87
,13:51:11,6,3590,3860.1,0.91,13.3,7,14,0.131,10,49.9,0.88
,13:51:12,6,3590,3861.1,0.91,13.3,7,14,0.127,10,49.9,0.87
,13:51:13,6,3590,3862.1,0.9,13.3,7,14,0.126,10,49.9,0.87
,13:51:14,6,3590,3863.1,0.9,13.3,7,14,0.13,10,50,0.87
,13:51:15,6,3590,3864.1,0.91,13.3,6,14,0.141,10,49.9,0.87
,13:51:16,6,3590,3865.1,0.91,13.3,6,14,0.142,10,49.9,0.88
,13:51:17,6,3590,3866.1,0.92,13.3,7,14,0.138,10,49.9,0.89
,13:51:18,6,3590,3867.1,0.92,13.3,7,14,0.133,10,49.9,0.89
,13:51:19,6,3590,3868.1,0.92,13.3,7,13.9,0.133,10,49.9,0.89
,13:51:20,6,3590,3869.1,0.91,13.3,7,13.9,0.132,10,49.9,0.88
,13:51:21,6,3590,3870.1,0.91,13.3,7,13.9,0.131,10,49.9,0.87
,13:51:22,6,3590,3871.1,0.9,13.3,7,13.9,0.126,10,49.9,0.87
,13:51:23,6,3590,3872.1,0.9,13.3,7,13.9,0.13,10,49.9,0.87
,13:51:24,6,3590,3873.1,0.9,13.3,7,13.9,0.13,10,49.9,0.87
,13:51:25,6,3590,3874.1,0.91,13.3,7,13.9,0.136,10,49.9,0.87
,13:51:26,6,3590,3875.1,0.91,13.3,7,13.9,0.136,10,49.9,0.87
,13:51:27,6,3590,3876.1,0.91,13.3,7,13.9,0.136,10,49.9,0.87
,13:51:28,6,3590,3877.1,0.91,13.3,7,13.8,0.136,10,49.9,0.87
,13:51:29,6,3590,3878.1,0.91,13.3,7,13.8,0.136,10,49.9,0.87
,13:51:30,6,3590,3879.1,0.91,13.3,7,13.8,0.137,10,49.9,0.88
,13:51:31,6,3590,3880.1,0.92,13.3,7,13.8,0.138,10,49.9,0.89
,13:51:32,6,3590,3881.1,0.93,13.3,7,13.8,0.135,10,49.9,0.9
,13:51:33,6,3590,3882.1,0.93,13.3,7,13.8,0.129,10,49.9,0.89
,13:51:34,6,3590,3883.1,0.92,13.3,7,13.8,0.128,10,49.9,0.88
,13:51:35,6,3590,3884.1,0.91,13.3,7,13.8,0.126,10,49.9,0.87
,13:51:36,6,3590,3885.1,0.9,13.3,7,13.8,0.13,10,49.9,0.87
,13:51:37,6,3590,3886.1,0.9,13.3,7,13.8,0.135,10,49.9,0.86
,13:51:38,6,3590,3887.1,0.9,13.3,7,13.8,0.135,10,49.9,0.86
,13:51:39,6,3590,3888.1,0.9,13.3,7,13.7,0.135,10,49.9,0.86
,13:51:40,6,3590,3889.1,0.9,13.3,7,13.7,0.135,10,49.9,0.86
,13:51:41,6,3590,3890.1,0.9,13.3,7,13.7,0.134,10,49.9,0.86
,13:51:42,6,3590,3891.1,0.9,13.3,7,13.7,0.135,10,49.9,0.86
,13:51:43,6,3590,3892.1,0.91,13.3,7,13.7,0.136,10,49.9,0.87
,13:51:44,6,3590,3893.1,0.91,13.3,7,13.7,0.137,10,49.9,0.88
,13:51:45,6,3590,3894.1,0.92,13.3,7,13.7,0.137,10,49.9,0.88
,13:51:46,6,3590,3895.1,0.92,13.3,7,13.7,0.132,10,49.9,0.88
,13:51:47,6,3590,3896.1,0.91,13.3,7,13.7,0.132,10,50,0.88
,13:51:48,6,3590,3897.1,0.9,13.3,7,13.6,0.131,10,49.9,0.87
,13:51:49,6,3590,3898.1,0.9,13.3,7,13.6,0.135,10,49.9,0.86
,13:51:50,6,3590,3899.1,0.91,13.3,7,13.6,0.136,10,49.9,0.87
,13:51:51,6,3590,3900.1,0.92,13.3,7,13.6,0.133,10,50,0.89
,13:51:52,6,3590,3901.1,0.92,13.3,7,13.6,0.133,10,49.9,0.89
,13:51:53,6,3590,3902.1,0.92,13.3,7,13.6,0.138,10,49.9,0.88
,13:51:54,6,3590,3903.1,0.92,13.3,7,13.6,0.132,10,50,0.88
,13:51:55,6,3590,3904.1,0.91,13.3,7,13.6,0.123,10,49.9,0.88
,13:51:56,6,3590,3905.1,0.91,13.3,7,13.6,0.123,10,50,0.88
,13:51:57,6,3590,3906.1,0.9,13.3,7,13.5,0.131,10,49.9,0.87
,13:51:58,6,3590,3907.1,0.9,13.3,7,13.5,0.13,10,50,0.87
,13:51:59,6,3590,3908.1,0.9,13.3,7,13.5,0.136,10,49.9,0.87
,13:52:00,6,3590,3909.1,0.9,13.3,7,13.5,0.136,10,50,0.87
,13:52:01,6,3590,3910.1,0.9,13.3,7,13.5,0.135,10,50,0.87
,13:52:02,6,3590,3911.1,0.9,13.3,7,13.5,0.135,10,49.9,0.86
,13:52:03,6,3590,3912.1,0.9,13.3,6,13.5,0.14,10,49.9,0.86
,13:52:04,6,3590,3913.1,0.9,13.3,7,13.5,0.136,10,49.9,0.87
,13:52:05,6,3590,3914.1,0.91,13.3,7,13.5,0.132,10,49.9,0.88
,13:52:06,6,3590,3915.1,0.92,13.3,7,13.4,0.132,10,49.9,0.88
,13:52:07,6,3590,3916.1,0.91,13.3,7,13.4,0.132,10,49.9,0.88
,13:52:08,6,3590,3917.1,0.91,13.3,7,13.4,0.136,10,49.9,0.87
,13:52:09,6,3590,3918.1,0.91,13.3,7,13.4,0.137,10,49.9,0.88
,13:52:10,6,3590,3919.1,0.92,13.3,7,13.4,0.138,10,49.9,0.88
,13:52:11,6,3590,3920.1,0.93,13.3,7,13.4,0.139,10,49.9,0.89
,13:52:12,6,3590,3921.1,0.93,13.3,7,13.4,0.134,10,49.9,0.89
,13:52:13,6,3590,3922.1,0.92,13.3,7,13.4,0.138,10,49.9,0.89
,13:52:14,6,3590,3923.1,0.92,13.3,7,13.3,0.133,10,49.9,0.88
,13:52:15,6,3590,3924.1,0.92,13.3,7,13.3,0.133,10,49.9,0.88
,13:52:16,6,3590,3925.1,0.92,13.3,7,13.3,0.138,10,49.9,0.88
,13:52:17,6,3590,3926.1,0.92,13.3,7,13.3,0.139,10,49.9,0.89
,13:52:18,6,3590,3927.1,0.93,13.3,7,13.3,0.135,10,49.9,0.9
,13:52:19,6,3590,3928.1,0.94,13.3,7,13.3,0.131,10,50,0.91
,13:52:20,6,3590,3929.1,0.94,13.3,7,13.3,0.131,10,49.9,0.91
,13:52:21,6,3590,3930.1,0.93,13.3,7,13.2,0.129,10,49.9,0.89
,13:52:22,6,3590,3931.1,0.92,13.3,7,13.2,0.128,10,50,0.88
,13:52:23,6,3590,3932.1,0.9,13.3,7,13.2,0.126,10,49.9,0.87
,13:52:24,6,3590,3933.1,0.9,13.3,7,13.2,0.13,10,49.9,0.86
,13:52:25,6,3590,3934.1,0.9,13.3,7,13.2,0.129,10,49.9,0.86
,13:52:26,6,3590,3935.1,0.9,13.3,7,13.2,0.135,10,49.9,0.87
,13:52:27,6,3590,3936.1,0.9,13.3,7,13.2,0.136,10,49.9,0.87
,13:52:28,6,3590,3937.1,0.91,13.3,7,13.1,0.136,10,49.9,0.87
,13:52:29,6,3590,3938.1,0.91,13.3,7,13.1,0.136,10,49.9,0.87
,13:52:30,6,3590,3939.1,0.9,13.3,7,13.1,0.136,10,49.9,0.87
,13:52:31,6,3590,3940.1,0.9,13.3,6,13.1,0.14,10,49.9,0.86
,13:52:32,6,3590,3941.1,0.9,13.3,7,13.1,0.135,10,49.9,0.87
,13:52:33,6,3590,3942.1,0.91,13.3,7,13.1,0.137,10,49.9,0.88
,13:52:34,6,3590,3943.1,0.92,13.3,7,13.1,0.133,10,49.9,0.89
,13:52:35,6,3590,3944.1,0.92,13.3,7,13.1,0.132,10,49.9,0.88
,13:52:36,6,3590,3945.1,0.91,13.3,7,13.1,0.131,10,49.9,0.87
,13:52:37,6,3590,3946.1,0.9,13.3,7,13.1,0.131,10,49.9,0.87
,13:52:38,6,3590,3947.1,0.91,13.3,7,13,0.131,10,50,0.87
,13:52:39,6,3590,3948.1,0.9,13.3,7,13,0.131,10,49.9,0.87
,13:52:40,6,3590,3949.1,0.9,13.3,7,13,0.135,10,49.9,0.86
,13:52:41,6,3590,3950.1,0.91,13.3,7,13,0.131,10,50,0.87
,13:52:42,6,3590,3951.1,0.91,13.3,7,13,0.132,10,49.9,0.88
,13:52:43,6,3590,3952.1,0.91,13.3,7,13,0.132,10,49.9,0.88
,13:52:44,6,3590,3953.1,0.9,13.3,7,13,0.13,10,49.9,0.87
,13:52:45,6,3590,3954.1,0.9,13.3,7,12.9,0.125,10,49.9,0.86
,13:52:46,6,3590,3955.1,0.9,13.3,7,12.9,0.125,10,49.9,0.86
,13:52:47,6,3590,3956.1,0.89,13.3,7,12.9,0.125,10,49.9,0.86
,13:52:48,6,3590,3957.1,0.89,13.3,7,12.9,0.125,10,49.9,0.86
,13:52:49,6,3590,3958.1,0.89,13.3,7,12.9,0.129,10,49.9,0.86
,13:52:50,6,3590,3959.1,0.9,13.3,7,12.9,0.135,10,50,0.86
,13:52:51,6,3590,3960.1,0.9,13.3,7,12.9,0.135,10,49.9,0.86
,13:52:52,6,3590,3961.1,0.9,13.3,7,12.9,0.135,10,50,0.86
,13:52:53,6,3590,3962.1,0.9,13.3,7,12.9,0.135,10,49.9,0.86
,13:52:54,6,3590,3963.1,0.9,13.3,7,12.8,0.135,10,49.9,0.86
,13:52:55,6,3590,3964.1,0.9,13.3,7,12.8,0.135,10,49.9,0.86
,13:52:56,6,3590,3965.1,0.9,13.3,7,12.8,0.135,10,49.9,0.86
,13:52:57,6,3590,3966.1,0.9,13.3,7,12.8,0.135,10,49.9,0.86
,13:52:58,6,3590,3967.1,0.9,13.3,7,12.8,0.136,10,49.9,0.87
,13:52:59,6,3590,3968.1,0.92,13.3,7,12.8,0.137,10,49.9,0.88
,13:53:00,6,3590,3969.1,0.93,13.3,7,12.7,0.139,10,49.9,0.89
,13:53:01,6,3590,3970.1,0.93,13.3,7,12.7,0.14,10,50,0.9
,13:53:02,6,3590,3971.1,0.93,13.3,7,12.7,0.134,10,49.9,0.89
,13:53:03,6,3590,3972.1,0.92,13.3,7,12.7,0.133,10,49.9,0.88
,13:53:04,6,3590,3973.1,0.91,13.3,7,12.7,0.131,10,49.9,0.87
,13:53:05,6,3590,3974.1,0.9,13.3,7,12.7,0.131,10,49.9,0.87
,13:53:06,6,3590,3975.1,0.9,13.3,7,12.7,0.126,10,50,0.87
,13:53:07,6,3590,3976.1,0.9,13.3,7,12.6,0.126,10,49.9,0.87
,13:53:08,6,3590,3977.1,0.9,13.3,7,12.6,0.126,10,49.9,0.87
,13:53:09,6,3590,3978.1,0.9,13.3,7,12.6,0.125,10,49.9,0.86
,13:53:10,6,3590,3979.1,0.89,13.3,7,12.6,0.125,10,49.9,0.86
,13:53:11,6,3590,3980.1,0.89,13.3,7,12.6,0.124,10,49.9,0.85
,13:53:12,6,3590,3981.1,0.88,13.3,7,12.6,0.127,10,49.9,0.85
,13:53:13,6,3590,3982.1,0.87,13.3,7,12.6,0.126,10,49.9,0.84
,13:53:14,6,3590,3983.1,0.86,13.3,7,12.6,0.13,10,50,0.83
,13:53:15,6,3590,3984.1,0.86,13.3,7,12.5,0.129,10,49.9,0.83
,13:53:16,6,3590,3985.1,0.87,13.3,7,12.5,0.125,10,49.9,0.84
,13:53:17,6,3590,3986.1,0.87,13.3,7,12.5,0.131,10,49.9,0.84
,13:53:18,6,3590,3987.1,0.88,13.3,7,12.5,0.131,10,49.9,0.84
