Data file,,PPS_ISO10_30DEG_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,04/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PPS on PTFE,,,,,,,,,,
Temp,,30,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 30,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 16:49:09 on 04/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,17:08:30,6,3590,1161,0.78,13.3,7,27.7,0.113,10,50.2,0.75
,17:08:31,6,3590,1162,0.79,13.3,7,27.7,0.114,10,50.2,0.76
,17:08:32,6,3590,1163,0.79,13.3,7,27.6,0.114,10,50.2,0.76
,17:08:33,6,3590,1164,0.79,13.3,7,27.6,0.119,10,50.2,0.77
,17:08:34,6,3590,1165,0.8,13.3,7,27.6,0.119,10,50.2,0.77
,17:08:35,6,3590,1166,0.8,13.3,7,27.6,0.115,10,50.2,0.77
,17:08:36,6,3590,1167,0.8,13.3,7,27.6,0.115,10,50.2,0.77
,17:08:37,6,3590,1168,0.8,13.3,7,27.6,0.12,10,50.2,0.77
,17:08:38,6,3590,1169,0.79,13.3,7,27.6,0.119,10,50.2,0.76
,17:08:39,6,3590,1170,0.79,13.3,7,27.6,0.119,10,50.2,0.76
,17:08:40,6,3590,1171,0.8,13.3,7,27.6,0.112,10,50.2,0.77
,17:08:41,6,3590,1172,0.8,13.3,7,27.6,0.112,10,50.2,0.77
,17:08:42,6,3590,1173,0.8,13.3,7,27.6,0.115,10,50.2,0.77
,17:08:43,6,3590,1174,0.79,13.3,7,27.6,0.118,10,50.2,0.76
,17:08:44,6,3590,1175,0.79,13.3,7,27.6,0.118,10,50.2,0.76
,17:08:45,6,3590,1176,0.79,13.3,7,27.6,0.114,10,50.2,0.76
,17:08:46,6,3590,1177,0.79,13.3,7,27.6,0.115,10,50.2,0.76
,17:08:47,6,3590,1178,0.8,13.3,7,27.6,0.115,10,50.2,0.77
,17:08:48,6,3590,1179,0.8,13.3,7,27.6,0.119,10,50.2,0.77
,17:08:49,6,3590,1180,0.79,13.3,7,27.6,0.119,10,50.2,0.76
,17:08:50,6,3590,1181,0.79,13.3,7,27.6,0.119,10,50.2,0.76
,17:08:51,6,3590,1182,0.79,13.3,7,27.6,0.115,10,50.2,0.76
,17:08:52,6,3590,1183,0.79,13.3,7,27.6,0.115,10,50.2,0.76
,17:08:53,6,3590,1184,0.79,13.3,7,27.6,0.118,10,50.2,0.76
,17:08:54,6,3590,1185,0.79,13.3,7,27.6,0.118,10,50.2,0.76
,17:08:55,6,3590,1186,0.79,13.3,7,27.6,0.114,10,50.2,0.76
,17:08:56,6,3590,1187,0.79,13.3,7,27.6,0.115,10,50.2,0.76
,17:08:57,6,3590,1188,0.79,13.3,7,27.6,0.115,10,50.2,0.76
,17:08:58,6,3590,1189,0.79,13.3,7,27.6,0.119,10,50.2,0.76
,17:08:59,6,3590,1190,0.79,13.3,7,27.6,0.119,10,50.2,0.76
,17:09:00,6,3590,1191,0.8,13.3,7,27.6,0.115,10,50.2,0.77
,17:09:01,6,3590,1192,0.81,13.3,7,27.6,0.112,10,50.2,0.77
,17:09:02,6,3590,1193,0.81,13.3,7,27.6,0.112,10,50.2,0.77
,17:09:03,6,3590,1194,0.8,13.3,7,27.6,0.115,10,50.2,0.77
,17:09:04,6,3590,1195,0.79,13.3,7,27.6,0.119,10,50.2,0.76
,17:09:05,6,3590,1196,0.79,13.3,7,27.6,0.118,10,50.2,0.76
,17:09:06,6,3590,1197,0.79,13.3,7,27.6,0.114,10,50.2,0.76
,17:09:07,6,3590,1198,0.79,13.3,7,27.6,0.114,10,50.2,0.76
,17:09:08,6,3590,1199,0.78,13.3,7,27.6,0.113,10,50.2,0.75
,17:09:09,6,3590,1200,0.78,13.3,7,27.6,0.118,10,50.2,0.75
,17:09:10,6,3590,1201,0.79,13.3,7,27.6,0.118,10,50.2,0.76
,17:09:11,6,3590,1202,0.79,13.3,7,27.7,0.114,10,50.2,0.76
,17:09:12,6,3590,1203,0.79,13.3,7,27.7,0.111,10,50.2,0.76
,17:09:13,6,3590,1204,0.79,13.3,7,27.7,0.115,10,50.2,0.76
,17:09:14,6,3590,1205,0.79,13.3,7,27.7,0.119,10,50.2,0.76
,17:09:15,6,3590,1206,0.79,13.3,7,27.7,0.119,10,50.2,0.76
,17:09:16,6,3590,1207,0.79,13.3,7,27.7,0.119,10,50.2,0.76
,17:09:17,6,3590,1208,0.8,13.3,7,27.7,0.115,10,50.2,0.77
,17:09:18,6,3590,1209,0.8,13.3,7,27.7,0.116,10,50.2,0.77
,17:09:19,6,3590,1210,0.8,13.3,7,27.7,0.12,10,50.2,0.77
,17:09:20,6,3590,1211,0.8,13.3,7,27.7,0.115,10,50.2,0.76
,17:09:21,6,3590,1212,0.79,13.3,7,27.7,0.114,10,50.2,0.76
,17:09:22,6,3590,1213,0.79,13.3,7,27.7,0.11,10,50.2,0.76
,17:09:23,6,3590,1214,0.79,13.3,7,27.7,0.11,10,50.2,0.76
,17:09:24,6,3590,1215,0.78,13.3,7,27.7,0.113,10,50.2,0.75
,17:09:25,6,3590,1216,0.78,13.3,7,27.7,0.117,10,50.2,0.75
,17:09:26,6,3590,1217,0.78,13.3,7,27.7,0.117,10,50.3,0.75
,17:09:27,6,3590,1218,0.78,13.3,7,27.7,0.118,10,50.2,0.76
,17:09:28,6,3590,1219,0.79,13.3,7,27.7,0.115,10,50.2,0.76
,17:09:29,6,3590,1220,0.8,13.3,7,27.8,0.115,10,50.2,0.77
,17:09:30,6,3590,1221,0.79,13.3,7,27.8,0.115,10,50.2,0.76
,17:09:31,6,3590,1222,0.79,13.3,7,27.8,0.114,10,50.2,0.76
,17:09:32,6,3590,1223,0.79,13.3,7,27.8,0.114,10,50.2,0.76
,17:09:33,6,3590,1224,0.79,13.3,7,27.8,0.119,10,50.2,0.76
,17:09:34,6,3590,1225,0.79,13.3,7,27.8,0.119,10,50.2,0.76
,17:09:35,6,3590,1226,0.79,13.3,7,27.8,0.119,10,50.2,0.76
,17:09:36,6,3590,1227,0.79,13.3,7,27.8,0.119,10,50.2,0.76
,17:09:37,6,3590,1228,0.8,13.3,7,27.8,0.119,10,50.2,0.77
,17:09:38,6,3590,1229,0.8,13.3,7,27.8,0.115,10,50.2,0.77
,17:09:39,6,3590,1230,0.79,13.3,7,27.8,0.111,10,50.2,0.76
,17:09:40,6,3590,1231,0.79,13.3,7,27.8,0.11,10,50.2,0.76
,17:09:41,6,3590,1232,0.79,13.3,7,27.8,0.114,10,50.2,0.76
,17:09:42,6,3590,1233,0.78,13.3,7,27.9,0.113,10,50.2,0.75
,17:09:43,6,3590,1234,0.79,13.3,7,27.9,0.114,10,50.2,0.76
,17:09:44,6,3590,1235,0.79,13.3,7,27.9,0.114,10,50.2,0.76
,17:09:45,6,3590,1236,0.79,13.3,7,27.9,0.115,10,50.2,0.76
,17:09:46,6,3590,1237,0.8,13.3,7,27.9,0.115,10,50.2,0.77
,17:09:47,6,3590,1238,0.8,13.3,7,27.9,0.12,10,50.2,0.77
,17:09:48,6,3590,1239,0.8,13.3,7,27.9,0.12,10,50.2,0.77
,17:09:49,6,3590,1240,0.8,13.3,7,27.9,0.119,10,50.3,0.77
,17:09:50,6,3590,1241,0.79,13.3,7,27.9,0.115,10,50.2,0.76
,17:09:51,6,3590,1242,0.79,13.3,7,28,0.114,10,50.2,0.76
,17:09:52,6,3590,1243,0.79,13.3,7,28,0.114,10,50.2,0.76
,17:09:53,6,3590,1244,0.79,13.3,7,28,0.119,10,50.2,0.76
,17:09:54,6,3590,1245,0.79,13.3,7,28,0.119,10,50.2,0.76
,17:09:55,6,3590,1246,0.79,13.3,7,28,0.119,10,50.2,0.76
,17:09:56,6,3590,1247,0.79,13.3,7,28,0.119,10,50.2,0.76
,17:09:57,6,3590,1248,0.8,13.3,7,28,0.12,10,50.2,0.77
,17:09:58,6,3590,1249,0.81,13.3,7,28,0.112,10,50.2,0.77
,17:09:59,6,3590,1250,0.81,13.3,7,28,0.109,10,50.2,0.78
,17:10:00,6,3590,1251,0.81,13.3,7,28,0.109,10,50.2,0.78
,17:10:01,6,3590,1252,0.8,13.3,7,28,0.116,10,50.2,0.77
,17:10:02,6,3590,1253,0.8,13.3,7,28.1,0.12,10,50.2,0.77
,17:10:03,6,3590,1254,0.79,13.3,7,28.1,0.119,10,50.2,0.76
,17:10:04,6,3590,1255,0.79,13.3,6,28.1,0.123,10,50.2,0.76
,17:10:05,6,3590,1256,0.79,13.3,7,28.1,0.115,10,50.2,0.76
,17:10:06,6,3590,1257,0.8,13.3,7,28.1,0.111,10,50.2,0.77
,17:10:07,6,3590,1258,0.79,13.3,7,28.1,0.11,10,50.2,0.76
,17:10:08,6,3590,1259,0.79,13.3,7,28.1,0.114,10,50.2,0.76
,17:10:09,6,3590,1260,0.78,13.3,7,28.2,0.117,10,50.2,0.75
,17:10:10,6,3590,1261,0.78,13.3,7,28.2,0.117,10,50.3,0.75
,17:10:11,6,3590,1262,0.78,13.3,7,28.2,0.113,10,50.2,0.76
,17:10:12,6,3590,1263,0.79,13.3,7,28.2,0.114,10,50.2,0.76
,17:10:13,6,3590,1264,0.79,13.3,7,28.2,0.114,10,50.2,0.76
,17:10:14,6,3590,1265,0.79,13.3,7,28.2,0.118,10,50.2,0.76
,17:10:15,6,3590,1266,0.78,13.3,7,28.3,0.118,10,50.2,0.75
,17:10:16,6,3590,1267,0.78,13.3,7,28.3,0.113,10,50.2,0.75
,17:10:17,6,3590,1268,0.79,13.3,7,28.3,0.114,10,50.2,0.76
,17:10:18,6,3590,1269,0.79,13.3,7,28.3,0.114,10,50.2,0.76
,17:10:19,6,3590,1270,0.79,13.3,7,28.3,0.118,10,50.2,0.76
,17:10:20,6,3590,1271,0.79,13.3,7,28.3,0.118,10,50.2,0.76
,17:10:21,6,3590,1272,0.79,13.3,7,28.3,0.114,10,50.2,0.76
,17:10:22,6,3590,1273,0.78,13.3,7,28.3,0.113,10,50.2,0.75
,17:10:23,6,3590,1274,0.78,13.3,7,28.4,0.117,10,50.2,0.75
,17:10:24,6,3590,1275,0.78,13.3,7,28.4,0.117,10,50.2,0.75
,17:10:25,6,3590,1276,0.78,13.3,7,28.4,0.113,10,50.2,0.75
,17:10:26,6,3590,1277,0.79,13.3,7,28.4,0.114,10,50.2,0.76
,17:10:27,6,3590,1278,0.79,13.3,7,28.4,0.109,10,50.2,0.76
,17:10:28,6,3590,1279,0.79,13.3,7,28.4,0.118,10,50.2,0.76
,17:10:29,6,3590,1280,0.79,13.3,7,28.5,0.118,10,50.2,0.76
,17:10:30,6,3590,1281,0.78,13.3,7,28.5,0.118,10,50.2,0.75
,17:10:31,6,3590,1282,0.78,13.3,7,28.5,0.113,10,50.2,0.75
,17:10:32,6,3590,1283,0.78,13.3,7,28.5,0.112,10,50.2,0.75
,17:10:33,6,3590,1284,0.78,13.3,7,28.5,0.112,10,50.2,0.75
,17:10:34,6,3590,1285,0.78,13.3,7,28.5,0.117,10,50.2,0.75
,17:10:35,6,3590,1286,0.78,13.3,7,28.6,0.117,10,50.2,0.75
,17:10:36,6,3590,1287,0.78,13.3,7,28.6,0.112,10,50.2,0.75
,17:10:37,6,3590,1288,0.78,13.3,7,28.6,0.109,10,50.2,0.75
,17:10:38,6,3590,1289,0.79,13.3,7,28.6,0.109,10,50.2,0.76
,17:10:39,6,3590,1290,0.79,13.3,7,28.6,0.114,10,50.2,0.76
,17:10:40,6,3590,1291,0.79,13.3,7,28.6,0.118,10,50.2,0.76
,17:10:41,6,3590,1292,0.79,13.3,7,28.6,0.114,10,50.3,0.76
,17:10:42,6,3590,1293,0.79,13.3,7,28.7,0.114,10,50.2,0.76
,17:10:43,6,3590,1294,0.79,13.3,7,28.7,0.114,10,50.2,0.76
,17:10:44,6,3590,1295,0.78,13.3,7,28.7,0.118,10,50.2,0.75
,17:10:45,6,3590,1296,0.78,13.3,7,28.7,0.117,10,50.2,0.75
,17:10:46,6,3590,1297,0.78,13.3,7,28.7,0.112,10,50.2,0.75
,17:10:47,6,3590,1298,0.78,13.3,7,28.8,0.113,10,50.2,0.75
,17:10:48,6,3590,1299,0.78,13.3,7,28.8,0.118,10,50.2,0.75
,17:10:49,6,3590,1300,0.78,13.3,7,28.8,0.118,10,50.2,0.75
,17:10:50,6,3590,1301,0.78,13.3,7,28.8,0.118,10,50.2,0.75
,17:10:51,6,3590,1302,0.78,13.3,7,28.8,0.113,10,50.2,0.75
,17:10:52,6,3590,1303,0.79,13.3,7,28.9,0.109,10,50.2,0.76
,17:10:53,6,3590,1304,0.79,13.3,7,28.9,0.114,10,50.2,0.76
,17:10:54,6,3590,1305,0.79,13.3,7,28.9,0.118,10,50.2,0.76
,17:10:55,6,3590,1306,0.79,13.3,7,28.9,0.118,10,50.2,0.76
,17:10:56,6,3590,1307,0.79,13.3,7,28.9,0.114,10,50.2,0.76
,17:10:57,6,3590,1308,0.79,13.3,7,28.9,0.111,10,50.2,0.76
,17:10:58,6,3590,1309,0.79,13.3,7,28.9,0.114,10,50.2,0.76
,17:10:59,6,3590,1310,0.79,13.3,7,29,0.119,10,50.2,0.76
,17:11:00,6,3590,1311,0.79,13.3,7,29,0.118,10,50.2,0.76
,17:11:01,6,3590,1312,0.79,13.3,7,29,0.118,10,50.2,0.76
,17:11:02,6,3590,1313,0.78,13.3,7,29,0.113,10,50.2,0.75
,17:11:03,6,3590,1314,0.78,13.3,7,29,0.109,10,50.2,0.75
,17:11:04,6,3590,1315,0.78,13.3,7,29.1,0.117,10,50.2,0.75
,17:11:05,6,3590,1316,0.78,13.3,7,29.1,0.117,10,50.2,0.75
,17:11:06,6,3590,1317,0.78,13.3,7,29.1,0.117,10,50.2,0.75
,17:11:07,6,3590,1318,0.78,13.3,7,29.1,0.118,10,50.2,0.75
,17:11:08,6,3590,1319,0.78,13.3,7,29.1,0.113,10,50.2,0.75
,17:11:09,6,3590,1320,0.78,13.3,7,29.2,0.109,10,50.2,0.75
,17:11:10,6,3590,1321,0.78,13.3,7,29.2,0.113,10,50.2,0.75
,17:11:11,6,3590,1322,0.79,13.3,7,29.2,0.118,10,50.2,0.76
,17:11:12,6,3590,1323,0.79,13.3,7,29.2,0.118,10,50.2,0.76
,17:11:13,6,3590,1324,0.79,13.3,7,29.2,0.118,10,50.2,0.76
,17:11:14,6,3590,1325,0.78,13.3,7,29.3,0.113,10,50.2,0.75
,17:11:15,6,3590,1326,0.78,13.3,7,29.3,0.113,10,50.2,0.75
,17:11:16,6,3590,1327,0.78,13.3,7,29.3,0.117,10,50.2,0.75
,17:11:17,6,3590,1328,0.78,13.3,7,29.3,0.117,10,50.2,0.75
,17:11:18,6,3590,1329,0.77,13.3,7,29.3,0.116,10,50.2,0.74
,17:11:19,6,3590,1330,0.78,13.3,7,29.3,0.112,10,50.2,0.75
,17:11:20,6,3590,1331,0.78,13.3,7,29.3,0.113,10,50.2,0.75
,17:11:21,6,3590,1332,0.79,13.3,7,29.4,0.118,10,50.2,0.76
,17:11:22,6,3590,1333,0.78,13.3,7,29.4,0.113,10,50.2,0.75
,17:11:23,6,3590,1334,0.78,13.3,7,29.4,0.109,10,50.2,0.75
,17:11:24,6,3590,1335,0.78,13.3,7,29.5,0.113,10,50.2,0.75
,17:11:25,6,3590,1336,0.78,13.3,7,29.5,0.118,10,50.2,0.75
,17:11:26,6,3590,1337,0.78,13.3,7,29.5,0.117,10,50.2,0.75
,17:11:27,6,3590,1338,0.77,13.3,7,29.5,0.112,10,50.2,0.74
,17:11:28,6,3590,1339,0.78,13.3,7,29.5,0.112,10,50.2,0.75
,17:11:29,6,3590,1340,0.78,13.3,7,29.6,0.112,10,50.2,0.75
,17:11:30,6,3590,1341,0.78,13.3,7,29.6,0.117,10,50.2,0.75
,17:11:31,6,3590,1342,0.78,13.3,7,29.6,0.113,10,50.2,0.75
,17:11:32,6,3590,1343,0.78,13.3,7,29.6,0.109,10,50.3,0.75
,17:11:33,6,3590,1344,0.78,13.3,7,29.6,0.109,10,50.2,0.75
,17:11:34,6,3590,1345,0.79,13.3,7,29.7,0.114,10,50.2,0.76
,17:11:35,6,3590,1346,0.78,13.3,7,29.7,0.117,10,50.2,0.75
,17:11:36,6,3590,1347,0.78,13.3,6,29.7,0.122,10,50.2,0.75
,17:11:37,6,3590,1348,0.79,13.3,7,29.7,0.114,10,50.3,0.76
,17:11:38,6,3590,1349,0.79,13.3,7,29.7,0.111,10,50.2,0.77
,17:11:39,6,3590,1350,0.8,13.3,7,29.7,0.111,10,50.2,0.77
,17:11:40,6,3590,1351,0.79,13.3,7,29.8,0.114,10,50.2,0.76
,17:11:41,6,3590,1352,0.79,13.3,7,29.8,0.118,10,50.2,0.76
,17:11:42,6,3590,1353,0.79,13.3,7,29.8,0.118,10,50.2,0.76
,17:11:43,6,3590,1354,0.79,13.3,7,29.8,0.118,10,50.2,0.76
,17:11:44,6,3590,1355,0.79,13.3,7,29.9,0.11,10,50.3,0.76
,17:11:45,6,3590,1356,0.79,13.3,7,29.9,0.11,10,50.2,0.76
,17:11:46,6,3590,1357,0.78,13.3,7,29.9,0.113,10,50.2,0.75
,17:11:47,6,3590,1358,0.78,13.3,7,29.9,0.116,10,50.2,0.75
,17:11:48,6,3590,1359,0.77,13.3,6,30,0.12,10,50.2,0.74
,17:11:49,6,3590,1360,0.78,13.3,7,30,0.116,10,50.2,0.75
,17:11:50,6,3590,1361,0.79,13.3,7,30,0.11,10,50.2,0.76
,17:11:51,6,3590,1362,0.79,13.3,7,30,0.111,10,50.2,0.76
,17:11:52,6,3590,1363,0.79,13.3,7,30.1,0.119,10,50.2,0.76
,17:11:53,6,3590,1364,0.79,13.3,7,30.1,0.119,10,50.2,0.76
,17:11:54,6,3590,1365,0.79,13.3,7,30.1,0.118,10,50.2,0.76
,17:11:55,6,3590,1366,0.79,13.3,7,30.1,0.118,10,50.2,0.76
,17:11:56,6,3590,1367,0.78,13.3,7,30.1,0.109,10,50.2,0.75
,17:11:57,6,3590,1368,0.78,13.3,7,30.1,0.113,10,50.2,0.75
,17:11:58,6,3590,1369,0.78,13.3,7,30.1,0.117,10,50.2,0.75
,17:11:59,6,3590,1370,0.78,13.3,7,30.2,0.118,10,50.2,0.75
,17:12:00,6,3590,1371,0.79,13.3,7,30.2,0.118,10,50.2,0.76
,17:12:01,6,3590,1372,0.79,13.3,7,30.2,0.118,10,50.2,0.76
,17:12:02,6,3590,1373,0.79,13.3,7,30.2,0.118,10,50.2,0.76
,17:12:03,6,3590,1374,0.79,13.3,7,30.3,0.11,10,50.2,0.76
,17:12:04,6,3590,1375,0.79,13.3,7,30.3,0.106,10,50.2,0.76
,17:12:05,6,3590,1376,0.79,13.3,7,30.3,0.114,10,50.2,0.76
,17:12:06,6,3590,1377,0.79,13.3,7,30.3,0.118,10,50.2,0.76
,17:12:07,6,3590,1378,0.79,13.3,7,30.3,0.118,10,50.2,0.76
,17:12:08,6,3590,1379,0.79,13.3,7,30.4,0.118,10,50.2,0.76
,17:12:09,6,3590,1380,0.79,13.3,7,30.4,0.119,10,50.2,0.76
,17:12:10,6,3590,1381,0.79,13.3,7,30.4,0.119,10,50.2,0.76
,17:12:11,6,3590,1382,0.79,13.3,7,30.5,0.119,10,50.2,0.76
,17:12:12,6,3590,1383,0.79,13.3,7,30.5,0.111,10,50.2,0.76
,17:12:13,6,3590,1384,0.8,13.3,7,30.5,0.111,10,50.2,0.77
,17:12:14,6,3590,1385,0.8,13.3,7,30.5,0.115,10,50.2,0.77
,17:12:15,6,3590,1386,0.8,13.3,7,30.5,0.12,10,50.2,0.77
,17:12:16,6,3590,1387,0.8,13.3,7,30.5,0.121,10,50.2,0.77
,17:12:17,6,3590,1388,0.81,13.3,7,30.5,0.121,10,50.2,0.77
,17:12:18,6,3590,1389,0.8,13.3,7,30.6,0.116,10,50.2,0.77
,17:12:19,6,3590,1390,0.8,13.3,7,30.6,0.115,10,50.2,0.77
,17:12:20,6,3590,1391,0.79,13.3,7,30.6,0.114,10,50.2,0.76
,17:12:21,6,3590,1392,0.79,13.3,7,30.6,0.119,10,50.2,0.76
,17:12:22,6,3590,1393,0.79,13.3,7,30.7,0.119,10,50.2,0.76
,17:12:23,6,3590,1394,0.79,13.3,7,30.7,0.119,10,50.2,0.76
,17:12:24,6,3590,1395,0.79,13.3,7,30.7,0.115,10,50.2,0.76
,17:12:25,6,3590,1396,0.79,13.3,7,30.7,0.115,10,50.2,0.76
,17:12:26,6,3590,1397,0.79,13.3,7,30.7,0.119,10,50.2,0.76
,17:12:27,6,3590,1398,0.8,13.3,7,30.8,0.119,10,50.2,0.77
,17:12:28,6,3590,1399,0.79,13.3,7,30.8,0.119,10,50.2,0.76
,17:12:29,6,3590,1400,0.8,13.3,7,30.8,0.12,10,50.2,0.77
,17:12:30,6,3590,1401,0.8,13.3,7,30.8,0.116,10,50.2,0.77
,17:12:31,6,3590,1402,0.81,13.3,7,30.8,0.113,10,50.2,0.78
,17:12:32,6,3590,1403,0.81,13.3,7,30.9,0.116,10,50.2,0.77
,17:12:33,6,3590,1404,0.8,13.3,7,30.9,0.12,10,50.2,0.77
,17:12:34,6,3590,1405,0.79,13.3,7,30.9,0.119,10,50.2,0.76
,17:12:35,6,3590,1406,0.79,13.3,7,30.9,0.119,10,50.2,0.76
,17:12:36,6,3590,1407,0.8,13.3,7,30.9,0.115,10,50.2,0.77
,17:12:37,6,3590,1408,0.8,13.3,7,30.9,0.112,10,50.2,0.77
,17:12:38,6,3590,1409,0.81,13.3,7,31,0.113,10,50.2,0.78
,17:12:39,6,3590,1410,0.81,13.3,7,31,0.121,10,50.2,0.77
,17:12:40,6,3590,1411,0.8,13.3,7,31,0.12,10,50.2,0.77
,17:12:41,6,3590,1412,0.8,13.3,7,31,0.12,10,50.2,0.77
,17:12:42,6,3590,1413,0.8,13.3,7,31,0.12,10,50.2,0.77
,17:12:43,6,3590,1414,0.8,13.3,7,31,0.115,10,50.2,0.77
,17:12:44,6,3590,1415,0.8,13.3,7,31.1,0.112,10,50.2,0.77
,17:12:45,6,3590,1416,0.8,13.3,7,31.1,0.121,10,50.2,0.77
,17:12:46,6,3590,1417,0.8,13.3,7,31.1,0.121,10,50.2,0.77
,17:12:47,6,3590,1418,0.8,13.3,6,31.1,0.125,10,50.2,0.77
,17:12:48,6,3590,1419,0.81,13.3,7,31.2,0.116,10,50.2,0.77
,17:12:49,6,3590,1420,0.81,13.3,7,31.2,0.113,10,50.2,0.78
,17:12:50,6,3590,1421,0.81,13.3,7,31.2,0.113,10,50.2,0.78
,17:12:51,6,3590,1422,0.8,13.3,7,31.2,0.116,10,50.2,0.77
,17:12:52,6,3590,1423,0.8,13.3,7,31.2,0.115,10,50.2,0.77
,17:12:53,6,3590,1424,0.79,13.3,7,31.2,0.119,10,50.2,0.76
,17:12:54,6,3590,1425,0.8,13.3,7,31.2,0.119,10,50.2,0.77
,17:12:55,6,3590,1426,0.8,13.3,7,31.2,0.116,10,50.2,0.77
,17:12:56,6,3590,1427,0.81,13.3,7,31.2,0.113,10,50.2,0.78
,17:12:57,6,3590,1428,0.81,13.3,7,31.3,0.113,10,50.2,0.78
,17:12:58,6,3590,1429,0.81,13.3,7,31.3,0.116,10,50.2,0.77
,17:12:59,6,3590,1430,0.81,13.3,7,31.3,0.116,10,50.2,0.77
,17:13:00,6,3590,1431,0.81,13.3,7,31.3,0.116,10,50.2,0.77
,17:13:01,6,3590,1432,0.8,13.3,7,31.3,0.12,10,50.2,0.77
,17:13:02,6,3590,1433,0.8,13.3,7,31.3,0.12,10,50.2,0.77
,17:13:03,6,3590,1434,0.8,13.3,7,31.4,0.116,10,50.2,0.77
,17:13:04,6,3590,1435,0.8,13.3,7,31.4,0.112,10,50.2,0.77
,17:13:05,6,3590,1436,0.8,13.3,7,31.4,0.12,10,50.2,0.77
,17:13:06,6,3590,1437,0.8,13.3,7,31.4,0.119,10,50.2,0.77
,17:13:07,6,3590,1438,0.79,13.3,7,31.4,0.119,10,50.2,0.76
,17:13:08,6,3590,1439,0.79,13.3,7,31.4,0.119,10,50.2,0.76
,17:13:09,6,3590,1440,0.8,13.3,7,31.4,0.12,10,50.2,0.77
,17:13:10,6,3590,1441,0.81,13.3,7,31.4,0.116,10,50.2,0.78
,17:13:11,6,3590,1442,0.81,13.3,7,31.4,0.113,10,50.2,0.78
,17:13:12,6,3590,1443,0.81,13.3,7,31.5,0.113,10,50.2,0.78
,17:13:13,6,3590,1444,0.81,13.3,7,31.5,0.121,10,50.2,0.78
,17:13:14,6,3590,1445,0.81,13.3,7,31.5,0.121,10,50.2,0.77
,17:13:15,6,3590,1446,0.8,13.3,7,31.5,0.121,10,50.2,0.77
,17:13:16,6,3590,1447,0.8,13.3,7,31.5,0.12,10,50.2,0.77
,17:13:17,6,3590,1448,0.8,13.3,7,31.5,0.111,10,50.2,0.77
,17:13:18,6,3590,1449,0.8,13.3,7,31.5,0.115,10,50.2,0.77
,17:13:19,6,3590,1450,0.8,13.3,7,31.5,0.12,10,50.2,0.77
,17:13:20,6,3590,1451,0.8,13.3,7,31.5,0.119,10,50.2,0.77
,17:13:21,6,3590,1452,0.79,13.3,6,31.5,0.123,10,50.2,0.76
,17:13:22,6,3590,1453,0.79,13.3,7,31.5,0.114,10,50.2,0.76
,17:13:23,6,3590,1454,0.8,13.3,7,31.6,0.111,10,50.2,0.77
,17:13:24,6,3590,1455,0.8,13.3,7,31.6,0.115,10,50.2,0.77
,17:13:25,6,3590,1456,0.8,13.3,7,31.6,0.12,10,50.2,0.77
,17:13:26,6,3590,1457,0.8,13.3,7,31.6,0.12,10,50.2,0.77
,17:13:27,6,3590,1458,0.8,13.3,7,31.6,0.116,10,50.2,0.77
,17:13:28,6,3590,1459,0.8,13.3,7,31.6,0.115,10,50.2,0.77
,17:13:29,6,3590,1460,0.8,13.3,7,31.6,0.111,10,50.2,0.77
,17:13:30,6,3590,1461,0.79,13.3,7,31.6,0.115,10,50.2,0.76
,17:13:31,6,3590,1462,0.79,13.3,7,31.6,0.119,10,50.2,0.76
,17:13:32,6,3590,1463,0.79,13.3,7,31.6,0.118,10,50.2,0.76
,17:13:33,6,3590,1464,0.78,13.3,7,31.6,0.118,10,50.2,0.75
,17:13:34,6,3590,1465,0.79,13.3,7,31.6,0.118,10,50.2,0.76
,17:13:35,6,3590,1466,0.79,13.3,7,31.6,0.118,10,50.2,0.76
,17:13:36,6,3590,1467,0.8,13.3,7,31.6,0.115,10,50.2,0.77
,17:13:37,6,3590,1468,0.8,13.3,7,31.6,0.107,10,50.2,0.77
,17:13:38,6,3590,1469,0.8,13.3,7,31.6,0.111,10,50.2,0.77
,17:13:39,6,3590,1470,0.8,13.3,7,31.6,0.115,10,50.2,0.77
,17:13:40,6,3590,1471,0.8,13.3,7,31.6,0.119,10,50.2,0.77
,17:13:41,6,3590,1472,0.8,13.3,7,31.6,0.12,10,50.2,0.77
,17:13:42,6,3590,1473,0.8,13.3,7,31.6,0.119,10,50.2,0.77
,17:13:43,6,3590,1474,0.79,13.3,6,31.6,0.124,10,50.2,0.76
