Data file,,PPS_ISO10_30DEG_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,04/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PPS on PTFE,,,,,,,,,,
Temp,,30,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 30,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 16:49:09 on 04/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:51:47,4,-1,157.8,0.03,0,7,31.1,0.004,10,49.9,0.03
,16:51:48,4,-1,158.8,0.19,1.3,7,31.1,0.028,10,50,0.2
,16:51:49,4,-1,159.8,0.42,8,7,31.1,0.058,10,50.1,0.43
,16:51:50,4,-1,160.8,0.67,12.5,8,31.1,0.087,10,50.2,0.66
,16:51:51,4,-1,161.8,0.76,13.3,7,31.1,0.102,10,50.2,0.73
,16:51:52,4,-1,162.8,0.79,13.3,7,31.2,0.109,10,50.2,0.76
,16:51:53,4,-1,163.8,0.79,13.3,7,31.2,0.118,10,50.2,0.76
,16:51:54,4,-1,164.8,0.79,13.3,7,31.2,0.119,10,50.2,0.76
,16:51:55,4,-1,165.8,0.8,13.3,7,31.2,0.119,10,50.2,0.77
,16:51:56,4,-1,166.8,0.8,13.3,7,31.2,0.121,10,50.2,0.77
,16:51:57,4,-1,167.8,0.81,13.3,7,31.3,0.121,10,50.2,0.78
,16:51:58,4,-1,168.8,0.81,13.3,7,31.3,0.122,10,50.2,0.78
,16:51:59,4,-1,169.8,0.82,13.3,7,31.3,0.119,10,50.2,0.79
,16:52:00,4,-1,170.8,0.82,13.3,7,31.3,0.119,10,50.2,0.79
,16:52:01,4,-1,171.8,0.83,13.3,7,31.3,0.124,10,50.2,0.8
,16:52:02,4,-1,172.8,0.83,13.3,7,31.4,0.12,10,50.2,0.8
,16:52:03,4,-1,173.8,0.83,13.3,7,31.4,0.12,10,50.2,0.8
,16:52:04,4,-1,174.8,0.83,13.3,7,31.4,0.12,10,50.2,0.8
,16:52:05,4,-1,175.8,0.83,13.3,7,31.4,0.124,10,50.2,0.79
,16:52:06,4,-1,176.8,0.83,13.3,7,31.4,0.124,10,50.2,0.8
,16:52:07,4,-1,177.8,0.84,13.3,7,31.4,0.125,10,50.2,0.8
,16:52:08,4,-1,178.8,0.84,13.3,7,31.4,0.121,10,50.2,0.81
,16:52:09,4,-1,179.8,0.84,13.3,7,31.4,0.121,10,50.2,0.81
,16:52:10,4,-1,180.8,0.83,13.3,7,31.5,0.125,10,50.2,0.8
,16:52:11,4,-1,181.8,0.83,13.3,7,31.5,0.125,10,50.2,0.8
,16:52:12,4,-1,182.8,0.83,13.3,7,31.5,0.12,10,50.2,0.8
,16:52:13,4,-1,183.8,0.84,13.3,7,31.5,0.121,10,50.2,0.81
,16:52:14,4,-1,184.8,0.84,13.3,7,31.5,0.121,10,50.2,0.8
,16:52:15,4,-1,185.8,0.83,13.3,7,31.5,0.125,10,50.2,0.8
,16:52:16,4,-1,186.8,0.83,13.3,7,31.6,0.12,10,50.2,0.79
,16:52:17,4,-1,187.8,0.82,13.3,7,31.6,0.119,10,50.2,0.79
,16:52:18,4,-1,188.8,0.82,13.3,7,31.6,0.124,10,50.2,0.79
,16:52:19,4,-1,189.8,0.82,13.3,7,31.6,0.124,10,50.2,0.79
,16:52:20,4,-1,190.8,0.83,13.3,7,31.6,0.124,10,50.2,0.8
,16:52:21,4,-1,191.8,0.83,13.3,7,31.6,0.12,10,50.2,0.8
,16:52:22,4,-1,192.8,0.84,13.3,7,31.6,0.121,10,50.2,0.8
,16:52:23,4,-1,193.8,0.83,13.3,7,31.6,0.116,10,50.2,0.8
,16:52:24,4,-1,194.8,0.83,13.3,7,31.6,0.115,10,50.2,0.79
,16:52:25,4,-1,195.8,0.82,13.3,7,31.6,0.11,10,50.2,0.79
,16:52:26,4,-1,196.8,0.82,13.3,7,31.6,0.11,10,50.2,0.79
,16:52:27,4,-1,197.8,0.82,13.3,7,31.6,0.114,10,50.2,0.78
,16:52:28,4,-1,198.8,0.81,13.3,7,31.7,0.122,10,50.2,0.78
,16:52:29,4,-1,199.8,0.81,13.3,7,31.7,0.122,10,50.2,0.78
,16:52:30,4,-1,200.8,0.81,13.3,7,31.7,0.121,10,50.2,0.78
,16:52:31,4,-1,201.8,0.81,13.3,7,31.7,0.121,10,50.2,0.78
,16:52:32,4,-1,202.8,0.8,13.3,7,31.7,0.121,10,50.2,0.77
,16:52:33,4,-1,203.8,0.8,13.3,7,31.7,0.121,10,50.2,0.77
,16:52:34,4,-1,204.8,0.81,13.3,7,31.7,0.121,10,50.2,0.77
,16:52:35,4,-1,205.8,0.81,13.3,7,31.7,0.121,10,50.2,0.78
,16:52:36,4,-1,206.8,0.81,13.3,7,31.7,0.122,10,50.2,0.78
,16:52:37,4,-1,207.8,0.82,13.3,7,31.7,0.123,10,50.2,0.79
,16:52:38,4,-1,208.8,0.83,13.3,7,31.7,0.124,10,50.2,0.79
,16:52:39,4,-1,209.8,0.83,13.3,7,31.7,0.12,10,50.2,0.8
,16:52:40,4,-1,210.8,0.82,13.3,7,31.7,0.119,10,50.2,0.79
,16:52:41,4,-1,211.8,0.82,13.3,7,31.8,0.122,10,50.2,0.78
,16:52:42,4,-1,212.8,0.82,13.3,7,31.8,0.122,10,50.2,0.78
,16:52:43,4,-1,213.8,0.82,13.3,7,31.7,0.118,10,50.2,0.79
,16:52:44,4,-1,214.8,0.83,13.3,7,31.8,0.119,10,50.2,0.79
,16:52:45,4,-1,215.8,0.82,13.3,7,31.8,0.119,10,50.2,0.79
,16:52:46,4,-1,216.8,0.82,13.3,7,31.8,0.122,10,50.2,0.78
,16:52:47,4,-1,217.8,0.81,13.3,7,31.8,0.122,10,50.2,0.78
,16:52:48,4,-1,218.8,0.82,13.3,7,31.8,0.118,10,50.2,0.79
,16:52:49,4,-1,219.8,0.83,13.3,7,31.8,0.119,10,50.2,0.79
,16:52:50,4,-1,220.8,0.83,13.3,7,31.8,0.119,10,50.2,0.8
,16:52:51,4,-1,221.8,0.83,13.3,7,31.8,0.12,10,50.2,0.8
,16:52:52,4,-1,222.8,0.83,13.3,7,31.8,0.119,10,50.2,0.79
,16:52:53,4,-1,223.8,0.82,13.3,7,31.8,0.124,10,50.2,0.79
,16:52:54,4,-1,224.8,0.83,13.3,7,31.8,0.124,10,50.2,0.79
,16:52:55,4,-1,225.8,0.83,13.3,7,31.8,0.12,10,50.2,0.8
,16:52:56,4,-1,226.8,0.84,13.3,7,31.8,0.121,10,50.2,0.8
,16:52:57,4,-1,227.8,0.84,13.3,7,31.8,0.121,10,50.2,0.8
,16:52:58,4,-1,228.8,0.84,13.3,7,31.8,0.121,10,50.2,0.8
,16:52:59,4,-1,229.8,0.83,13.3,7,31.8,0.12,10,50.2,0.8
,16:53:00,4,-1,230.8,0.82,13.3,7,31.8,0.119,10,50.2,0.79
,16:53:01,4,-1,231.8,0.81,13.3,7,31.8,0.113,10,50.2,0.78
,16:53:02,4,-1,232.8,0.81,13.3,7,31.8,0.109,10,50.2,0.78
,16:53:03,4,-1,233.8,0.81,13.3,7,31.8,0.109,10,50.2,0.77
,16:53:04,4,-1,234.8,0.81,13.3,7,31.8,0.113,10,50.2,0.77
,16:53:05,4,-1,235.8,0.81,13.3,7,31.8,0.116,10,50.2,0.77
,16:53:06,4,-1,236.8,0.8,13.3,7,31.8,0.112,10,50.2,0.77
,16:53:07,4,-1,237.8,0.8,13.3,7,31.8,0.115,10,50.2,0.77
,16:53:08,4,-1,238.8,0.79,13.3,7,31.8,0.114,10,50.2,0.76
,16:53:09,4,-1,239.8,0.78,13.3,7,31.8,0.113,10,50.2,0.75
,16:53:10,4,-1,240.8,0.78,13.3,7,31.8,0.112,10,50.2,0.75
,16:53:11,4,-1,241.8,0.78,13.3,7,31.8,0.108,10,50.2,0.75
,16:53:12,4,-1,242.8,0.78,13.3,7,31.8,0.108,10,50.2,0.75
,16:53:13,4,-1,243.8,0.78,13.3,7,31.8,0.108,10,50.2,0.75
,16:53:14,4,-1,244.8,0.78,13.3,7,31.8,0.112,10,50.2,0.75
,16:53:15,4,-1,245.8,0.78,13.3,7,31.8,0.118,10,50.2,0.75
,16:53:16,4,-1,246.8,0.79,13.3,6,31.8,0.123,10,50.2,0.76
,16:53:17,4,-1,247.8,0.79,13.3,6,31.8,0.124,10,50.2,0.76
,16:53:18,4,-1,248.8,0.8,13.3,7,31.8,0.12,10,50.2,0.77
,16:53:19,4,-1,249.8,0.8,13.3,7,31.8,0.121,10,50.2,0.77
,16:53:20,4,-1,250.8,0.81,13.3,7,31.8,0.121,10,50.2,0.78
,16:53:21,4,-1,251.8,0.81,13.3,7,31.8,0.122,10,50.2,0.78
,16:53:22,4,-1,252.8,0.81,13.3,7,31.8,0.122,10,50.2,0.78
,16:53:23,4,-1,253.8,0.81,13.3,7,31.8,0.122,10,50.2,0.78
,16:53:24,4,-1,254.8,0.81,13.3,7,31.8,0.122,10,50.2,0.78
,16:53:25,4,-1,255.8,0.82,13.3,7,31.8,0.122,10,50.2,0.78
,16:53:26,4,-1,256.8,0.82,13.3,7,31.7,0.123,10,50.2,0.79
,16:53:27,4,-1,257.8,0.82,13.3,7,31.7,0.122,10,50.2,0.78
,16:53:28,4,-1,258.8,0.81,13.3,7,31.7,0.122,10,50.2,0.78
,16:53:29,4,-1,259.8,0.81,13.3,7,31.7,0.121,10,50.2,0.78
,16:53:30,4,-1,260.8,0.82,13.3,7,31.7,0.118,10,50.2,0.79
,16:53:31,4,-1,261.8,0.82,13.3,7,31.7,0.119,10,50.2,0.79
,16:53:32,4,-1,262.8,0.82,13.3,7,31.7,0.119,10,50.2,0.79
,16:53:33,4,-1,263.8,0.82,13.3,7,31.7,0.122,10,50.2,0.78
,16:53:34,4,-1,264.8,0.82,13.3,7,31.7,0.123,10,50.2,0.79
,16:53:35,4,-1,265.8,0.83,13.3,7,31.7,0.125,10,50.2,0.8
,16:53:36,4,-1,266.8,0.84,13.3,7,31.7,0.121,10,50.2,0.8
,16:53:37,4,-1,267.8,0.83,13.3,7,31.7,0.125,10,50.2,0.8
,16:53:38,4,-1,268.8,0.83,13.3,7,31.7,0.124,10,50.2,0.79
,16:53:39,4,-1,269.8,0.83,13.3,7,31.7,0.124,10,50.2,0.8
,16:53:40,4,-1,270.8,0.83,13.3,7,31.7,0.12,10,50.2,0.8
,16:53:41,4,-1,271.8,0.83,13.3,7,31.7,0.12,10,50.2,0.8
,16:53:42,4,-1,272.8,0.84,13.3,7,31.7,0.121,10,50.2,0.8
,16:53:43,4,-1,273.8,0.83,13.3,7,31.7,0.12,10,50.2,0.8
,16:53:44,4,-1,274.8,0.83,13.3,7,31.6,0.124,10,50.2,0.79
,16:53:45,4,-1,275.8,0.82,13.3,7,31.6,0.124,10,50.2,0.79
,16:53:46,4,-1,276.8,0.83,13.3,7,31.6,0.124,10,50.2,0.79
,16:53:47,4,-1,277.8,0.83,13.3,7,31.6,0.12,10,50.2,0.8
,16:53:48,4,-1,278.8,0.83,13.3,7,31.6,0.12,10,50.2,0.8
,16:53:49,4,-1,279.8,0.84,13.3,7,31.6,0.121,10,50.2,0.8
,16:53:50,4,-1,280.8,0.84,13.3,7,31.6,0.121,10,50.2,0.8
,16:53:51,4,-1,281.8,0.83,13.3,7,31.6,0.12,10,50.2,0.8
,16:53:52,4,-1,282.8,0.82,13.3,7,31.6,0.124,10,50.2,0.79
,16:53:53,4,-1,283.8,0.82,13.3,7,31.6,0.123,10,50.2,0.79
,16:53:54,4,-1,284.8,0.82,13.3,7,31.6,0.119,10,50.2,0.79
,16:53:55,4,-1,285.8,0.83,13.3,7,31.5,0.119,10,50.2,0.79
,16:53:56,4,-1,286.8,0.83,13.3,7,31.5,0.124,10,50.2,0.79
,16:53:57,4,-1,287.8,0.83,13.3,7,31.5,0.124,10,50.2,0.79
,16:53:58,4,-1,288.8,0.83,13.3,7,31.5,0.12,10,50.2,0.8
,16:53:59,4,-1,289.8,0.83,13.3,7,31.5,0.12,10,50.2,0.8
,16:54:00,4,-1,290.8,0.83,13.3,7,31.5,0.12,10,50.2,0.8
,16:54:01,4,-1,291.8,0.83,13.3,7,31.5,0.12,10,50.2,0.8
,16:54:02,4,-1,292.8,0.83,13.3,7,31.5,0.124,10,50.2,0.8
,16:54:03,4,-1,293.8,0.82,13.3,7,31.5,0.124,10,50.2,0.79
,16:54:04,4,-1,294.8,0.83,13.3,7,31.5,0.119,10,50.2,0.79
,16:54:05,4,-1,295.8,0.83,13.3,7,31.5,0.12,10,50.2,0.8
,16:54:06,4,-1,296.8,0.83,13.3,7,31.5,0.124,10,50.2,0.8
,16:54:07,4,-1,297.8,0.82,13.3,7,31.4,0.123,10,50.2,0.79
,16:54:08,4,-1,298.8,0.82,13.3,7,31.4,0.123,10,50.2,0.79
,16:54:09,4,-1,299.8,0.83,13.3,7,31.4,0.12,10,50.2,0.8
,16:54:10,4,-1,300.8,0.83,13.3,7,31.4,0.12,10,50.2,0.8
,16:54:11,4,-1,301.8,0.84,13.3,7,31.4,0.121,10,50.2,0.81
,16:54:12,4,-1,302.8,0.84,13.3,7,31.4,0.121,10,50.2,0.81
,16:54:13,4,-1,303.8,0.84,13.3,7,31.4,0.121,10,50.2,0.8
,16:54:14,4,-1,304.8,0.83,13.3,7,31.3,0.119,10,50.2,0.79
,16:54:15,4,-1,305.8,0.82,13.3,7,31.3,0.118,10,50.2,0.79
,16:54:16,4,-1,306.8,0.82,13.3,7,31.3,0.118,10,50.2,0.78
,16:54:17,4,-1,307.8,0.81,13.3,7,31.3,0.118,10,50.2,0.78
,16:54:18,4,-1,308.8,0.81,13.3,7,31.3,0.113,10,50.2,0.78
,16:54:19,4,-1,309.8,0.81,13.3,7,31.3,0.113,10,50.2,0.78
,16:54:20,4,-1,310.8,0.81,13.3,7,31.3,0.109,10,50.2,0.78
,16:54:21,4,-1,311.8,0.81,13.3,7,31.3,0.109,10,50.2,0.78
,16:54:22,4,-1,312.8,0.81,13.3,7,31.3,0.108,10,50.2,0.77
,16:54:23,4,-1,313.8,0.8,13.3,7,31.2,0.107,10,50.2,0.77
,16:54:24,4,-1,314.8,0.79,13.3,7,31.2,0.106,10,50.2,0.76
,16:54:25,4,-1,315.8,0.78,13.3,7,31.2,0.109,10,50.2,0.75
,16:54:26,4,-1,316.8,0.78,13.3,7,31.2,0.109,10,50.2,0.75
,16:54:27,4,-1,317.8,0.78,13.3,7,31.2,0.113,10,50.2,0.75
,16:54:28,4,-1,318.8,0.78,13.3,7,31.2,0.113,10,50.2,0.75
,16:54:29,4,-1,319.8,0.78,13.3,7,31.2,0.117,10,50.2,0.75
,16:54:30,4,-1,320.8,0.78,13.3,6,31.2,0.121,10,50.2,0.75
,16:54:31,4,-1,321.8,0.78,13.3,7,31.1,0.118,10,50.2,0.76
,16:54:32,4,-1,322.8,0.79,13.3,7,31.1,0.118,10,50.2,0.76
,16:54:33,4,-1,323.8,0.79,13.3,7,31.1,0.119,10,50.2,0.76
,16:54:34,4,-1,324.8,0.79,13.3,6,31.1,0.123,10,50.2,0.76
,16:54:35,4,-1,325.8,0.79,13.3,6,31.1,0.123,10,50.2,0.76
,16:54:36,4,-1,326.8,0.8,13.3,6,31.1,0.124,10,50.2,0.77
,16:54:37,4,-1,327.8,0.8,13.3,7,31.1,0.121,10,50.2,0.77
,16:54:38,4,-1,328.8,0.8,13.3,7,31.1,0.121,10,50.2,0.77
,16:54:39,4,-1,329.8,0.8,13.3,7,31.1,0.12,10,50.2,0.77
,16:54:40,4,-1,330.8,0.79,13.3,7,31,0.119,10,50.2,0.76
,16:54:41,4,-1,331.8,0.8,13.3,7,31,0.119,10,50.2,0.77
,16:54:42,4,-1,332.8,0.8,13.3,7,31,0.12,10,50.2,0.77
,16:54:43,4,-1,333.8,0.8,13.3,7,31,0.12,10,50.2,0.77
,16:54:44,4,-1,334.8,0.8,13.3,7,31,0.121,10,50.2,0.77
,16:54:45,4,-1,335.8,0.8,13.3,7,31,0.121,10,50.2,0.77
,16:54:46,4,-1,336.8,0.8,13.3,7,30.9,0.12,10,50.2,0.77
,16:54:47,4,-1,337.8,0.8,13.3,7,30.9,0.121,10,50.2,0.77
,16:54:48,4,-1,338.8,0.81,13.3,7,30.9,0.117,10,50.2,0.78
,16:54:49,4,-1,339.8,0.81,13.3,7,30.9,0.122,10,50.2,0.78
,16:54:50,4,-1,340.8,0.81,13.3,7,30.9,0.116,10,50.2,0.77
,16:54:51,4,-1,341.8,0.8,13.3,7,30.9,0.12,10,50.2,0.77
,16:54:52,4,-1,342.8,0.8,13.3,7,30.8,0.121,10,50.2,0.77
,16:54:53,4,-1,343.8,0.81,13.3,7,30.8,0.117,10,50.2,0.78
,16:54:54,4,-1,344.8,0.81,13.3,7,30.8,0.118,10,50.2,0.78
,16:54:55,4,-1,345.8,0.81,13.3,7,30.8,0.118,10,50.2,0.78
,16:54:56,4,-1,346.8,0.81,13.3,7,30.8,0.117,10,50.2,0.78
,16:54:57,4,-1,347.8,0.81,13.3,7,30.8,0.121,10,50.2,0.77
,16:54:58,4,-1,348.8,0.81,13.3,7,30.8,0.121,10,50.2,0.78
,16:54:59,4,-1,349.8,0.82,13.3,7,30.8,0.122,10,50.2,0.79
,16:55:00,4,-1,350.8,0.82,13.3,7,30.8,0.119,10,50.2,0.79
,16:55:01,4,-1,351.8,0.83,13.3,7,30.7,0.119,10,50.2,0.79
,16:55:02,4,-1,352.8,0.82,13.3,7,30.7,0.119,10,50.2,0.79
,16:55:03,4,-1,353.8,0.82,13.3,7,30.7,0.119,10,50.2,0.79
,16:55:04,4,-1,354.8,0.82,13.3,7,30.7,0.118,10,50.2,0.79
,16:55:05,4,-1,355.8,0.82,13.3,7,30.6,0.118,10,50.2,0.78
,16:55:06,4,-1,356.8,0.81,13.3,7,30.6,0.121,10,50.2,0.78
,16:55:07,4,-1,357.8,0.81,13.3,7,30.6,0.121,10,50.2,0.78
,16:55:08,4,-1,358.8,0.82,13.3,7,30.6,0.118,10,50.2,0.78
,16:55:09,4,-1,359.8,0.83,13.3,7,30.6,0.119,10,50.2,0.79
,16:55:10,4,-1,360.8,0.83,13.3,7,30.6,0.111,10,50.2,0.79
,16:55:11,4,-1,361.8,0.82,13.3,7,30.5,0.11,10,50.2,0.79
,16:55:12,4,-1,362.8,0.81,13.3,7,30.5,0.109,10,50.2,0.78
,16:55:13,4,-1,363.8,0.8,13.3,7,30.5,0.108,10,50.2,0.77
,16:55:14,4,-1,364.8,0.8,13.3,7,30.5,0.107,10,50.2,0.77
,16:55:15,4,-1,365.8,0.79,13.3,7,30.5,0.106,10,50.2,0.76
,16:55:16,4,-1,366.8,0.78,13.3,7,30.5,0.109,10,50.2,0.75
,16:55:17,4,-1,367.8,0.77,13.3,7,30.5,0.108,10,50.2,0.74
,16:55:18,4,-1,368.8,0.77,13.3,7,30.5,0.107,10,50.2,0.74
,16:55:19,4,-1,369.8,0.77,13.3,7,30.4,0.104,10,50.2,0.74
,16:55:20,4,-1,370.8,0.77,13.3,7,30.4,0.107,10,50.2,0.74
,16:55:21,4,-1,371.8,0.76,13.3,7,30.4,0.11,10,50.2,0.73
,16:55:22,4,-1,372.8,0.75,13.3,7,30.4,0.113,10,50.2,0.72
,16:55:23,4,-1,373.8,0.75,13.3,7,30.3,0.112,10,50.2,0.72
,16:55:24,4,-1,374.8,0.76,13.3,7,30.3,0.113,10,50.2,0.73
,16:55:25,4,-1,375.8,0.77,13.3,7,30.3,0.115,10,50.2,0.74
,16:55:26,4,-1,376.8,0.77,13.3,7,30.3,0.116,10,50.2,0.74
,16:55:27,4,-1,377.8,0.77,13.3,6,30.3,0.12,10,50.2,0.74
,16:55:28,4,-1,378.8,0.77,13.3,6,30.3,0.121,10,50.2,0.74
,16:55:29,4,-1,379.8,0.78,13.3,6,30.2,0.121,10,50.2,0.75
,16:55:30,4,-1,380.8,0.79,13.3,6,30.2,0.123,10,50.2,0.76
,16:55:31,4,-1,381.8,0.79,13.3,6,30.2,0.124,10,50.2,0.76
,16:55:32,4,-1,382.8,0.8,13.3,7,30.2,0.119,10,50.2,0.77
,16:55:33,4,-1,383.8,0.79,13.3,7,30.2,0.119,10,50.2,0.76
,16:55:34,4,-1,384.8,0.79,13.3,7,30.1,0.119,10,50.2,0.76
,16:55:35,4,-1,385.8,0.79,13.3,7,30.2,0.118,10,50.2,0.76
,16:55:36,4,-1,386.8,0.79,13.3,7,30.2,0.118,10,50.2,0.76
,16:55:37,4,-1,387.8,0.79,13.3,7,30.1,0.119,10,50.2,0.76
,16:55:38,4,-1,388.8,0.79,13.3,7,30.1,0.119,10,50.2,0.76
,16:55:39,4,-1,389.8,0.79,13.3,7,30.1,0.119,10,50.2,0.76
,16:55:40,4,-1,390.8,0.79,13.3,7,30.1,0.119,10,50.2,0.76
,16:55:41,4,-1,391.8,0.79,13.3,7,30,0.119,10,50.2,0.76
,16:55:42,4,-1,392.8,0.79,13.3,7,30,0.119,10,50.2,0.76
,16:55:43,4,-1,393.8,0.79,13.3,7,30,0.119,10,50.2,0.76
,16:55:44,4,-1,394.8,0.79,13.3,7,30,0.119,10,50.2,0.76
,16:55:45,4,-1,395.8,0.79,13.3,7,30,0.114,10,50.2,0.76
,16:55:46,4,-1,396.8,0.79,13.3,7,29.9,0.111,10,50.2,0.76
,16:55:47,4,-1,397.8,0.79,13.3,7,29.9,0.107,10,50.2,0.77
,16:55:48,4,-1,398.8,0.8,13.3,7,29.9,0.107,10,50.2,0.77
,16:55:49,4,-1,399.8,0.79,13.3,7,29.9,0.107,10,50.2,0.76
,16:55:50,4,-1,400.8,0.79,13.3,7,29.9,0.11,10,50.2,0.76
,16:55:51,4,-1,401.8,0.78,13.3,7,29.8,0.113,10,50.2,0.75
,16:55:52,4,-1,402.8,0.78,13.3,7,29.8,0.116,10,50.2,0.75
,16:55:53,4,-1,403.8,0.78,13.3,6,29.8,0.121,10,50.2,0.75
,16:55:54,4,-1,404.8,0.78,13.3,6,29.8,0.121,10,50.2,0.75
,16:55:55,4,-1,405.8,0.78,13.3,6,29.8,0.122,10,50.2,0.75
,16:55:56,4,-1,406.8,0.79,13.3,6,29.8,0.123,10,50.2,0.76
,16:55:57,4,-1,407.8,0.8,13.3,7,29.8,0.12,10,50.2,0.77
,16:55:58,4,-1,408.8,0.8,13.3,7,29.7,0.116,10,50.2,0.77
,16:55:59,4,-1,409.8,0.8,13.3,7,29.7,0.12,10,50.2,0.77
,16:56:00,4,-1,410.8,0.8,13.3,7,29.7,0.12,10,50.2,0.77
,16:56:01,4,-1,411.8,0.8,13.3,7,29.7,0.121,10,50.2,0.77
,16:56:02,4,-1,412.8,0.8,13.3,7,29.7,0.116,10,50.2,0.77
,16:56:03,4,-1,413.8,0.8,13.3,7,29.6,0.112,10,50.2,0.77
,16:56:04,4,-1,414.8,0.8,13.3,7,29.6,0.107,10,50.2,0.77
,16:56:05,4,-1,415.8,0.79,13.3,8,29.6,0.103,10,50.2,0.76
,16:56:06,4,-1,416.8,0.79,13.3,7,29.6,0.106,10,50.2,0.76
,16:56:07,4,-1,417.8,0.78,13.3,7,29.5,0.109,10,50.2,0.75
,16:56:08,4,-1,418.8,0.78,13.3,7,29.5,0.113,10,50.2,0.75
,16:56:09,4,-1,419.8,0.78,13.3,7,29.5,0.117,10,50.2,0.75
,16:56:10,4,-1,420.8,0.78,13.3,7,29.5,0.116,10,50.2,0.74
,16:56:11,4,-1,421.8,0.77,13.3,6,29.4,0.121,10,50.2,0.74
,16:56:12,4,-1,422.8,0.77,13.3,6,29.4,0.121,10,50.2,0.74
,16:56:13,4,-1,423.8,0.78,13.3,6,29.4,0.122,10,50.2,0.75
,16:56:14,4,-1,424.8,0.78,13.3,6,29.4,0.122,10,50.2,0.75
,16:56:15,4,-1,425.8,0.79,13.3,7,29.4,0.118,10,50.2,0.76
,16:56:16,4,-1,426.8,0.79,13.3,7,29.4,0.119,10,50.2,0.76
,16:56:17,4,-1,427.8,0.8,13.3,7,29.4,0.119,10,50.2,0.77
,16:56:18,4,-1,428.8,0.79,13.3,7,29.4,0.119,10,50.2,0.76
,16:56:19,4,-1,429.8,0.79,13.3,7,29.3,0.118,10,50.2,0.76
,16:56:20,4,-1,430.8,0.79,13.3,7,29.3,0.118,10,50.2,0.76
,16:56:21,4,-1,431.8,0.79,13.3,7,29.3,0.118,10,50.2,0.76
,16:56:22,4,-1,432.8,0.79,13.3,7,29.3,0.118,10,50.2,0.76
,16:56:23,4,-1,433.8,0.79,13.3,7,29.2,0.115,10,50.2,0.76
,16:56:24,4,-1,434.8,0.8,13.3,7,29.2,0.115,10,50.2,0.77
,16:56:25,4,-1,435.8,0.79,13.3,7,29.2,0.119,10,50.2,0.76
,16:56:26,4,-1,436.8,0.79,13.3,7,29.2,0.118,10,50.2,0.76
,16:56:27,4,-1,437.8,0.79,13.3,7,29.1,0.119,10,50.2,0.76
,16:56:28,4,-1,438.8,0.8,13.3,7,29.1,0.116,10,50.2,0.77
,16:56:29,4,-1,439.8,0.81,13.3,7,29.1,0.121,10,50.2,0.77
,16:56:30,4,-1,440.8,0.8,13.3,7,29.1,0.121,10,50.2,0.77
,16:56:31,4,-1,441.8,0.81,13.3,7,29.1,0.121,10,50.2,0.77
,16:56:32,4,-1,442.8,0.81,13.3,7,29,0.117,10,50.2,0.78
,16:56:33,4,-1,443.8,0.81,13.3,7,29,0.118,10,50.2,0.78
,16:56:34,4,-1,444.8,0.8,13.3,7,29,0.121,10,50.2,0.77
,16:56:35,4,-1,445.8,0.8,13.3,7,29,0.119,10,50.2,0.77
,16:56:36,4,-1,446.8,0.8,13.3,7,29,0.121,10,50.2,0.77
,16:56:37,4,-1,447.8,0.81,13.3,7,29,0.118,10,50.2,0.78
,16:56:38,4,-1,448.8,0.82,13.3,7,28.9,0.114,10,50.2,0.79
,16:56:39,4,-1,449.8,0.82,13.3,7,28.9,0.11,10,50.2,0.78
,16:56:40,4,-1,450.8,0.81,13.3,7,28.9,0.109,10,50.2,0.77
,16:56:41,4,-1,451.8,0.8,13.3,7,28.9,0.107,10,50.2,0.77
,16:56:42,4,-1,452.8,0.79,13.3,7,28.9,0.111,10,50.2,0.76
,16:56:43,4,-1,453.8,0.79,13.3,7,28.8,0.114,10,50.2,0.76
,16:56:44,4,-1,454.8,0.78,13.3,7,28.8,0.117,10,50.2,0.75
,16:56:45,4,-1,455.8,0.78,13.3,7,28.8,0.116,10,50.2,0.74
,16:56:46,4,-1,456.8,0.77,13.3,7,28.8,0.116,10,50.2,0.75
,16:56:47,4,-1,457.8,0.78,13.3,6,28.7,0.122,10,50.2,0.75
,16:56:48,4,-1,458.8,0.79,13.3,7,28.7,0.118,10,50.2,0.76
,16:56:49,4,-1,459.8,0.79,13.3,7,28.7,0.119,10,50.2,0.76
,16:56:50,4,-1,460.8,0.8,13.3,7,28.7,0.119,10,50.2,0.77
,16:56:51,4,-1,461.8,0.79,13.3,7,28.6,0.119,10,50.2,0.76
,16:56:52,4,-1,462.8,0.79,13.3,7,28.7,0.119,10,50.2,0.76
,16:56:53,4,-1,463.8,0.8,13.3,7,28.6,0.12,10,50.2,0.77
