Data file,,RA0.3_HEF65_-8C_003_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_-8DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,23/03/2016,,,,,,,,,,
Lubricant,,HEF65,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:01:34 on 06/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:19:16,4,2700,4662.1,0.94,13.3,9,-5.5,0.105,10,0.1,0.88
,15:19:17,4,2700,4663.1,0.94,13.3,9,-5.5,0.105,10,0.1,0.88
,15:19:18,4,2700,4664.1,0.95,13.3,9,-5.6,0.105,10,0.1,0.89
,15:19:19,4,2700,4665.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:20,4,2700,4666.1,0.96,13.3,9,-5.6,0.107,10,0.1,0.9
,15:19:21,4,2700,4667.1,0.96,13.3,9,-5.6,0.107,10,0.1,0.9
,15:19:22,4,2700,4668.1,0.97,13.3,9,-5.6,0.105,10,0.1,0.91
,15:19:23,4,2700,4669.1,0.97,13.3,9,-5.6,0.109,10,0.1,0.91
,15:19:24,4,2700,4670.1,0.97,13.3,9,-5.6,0.108,10,0.1,0.91
,15:19:25,4,2700,4671.1,0.97,13.3,9,-5.6,0.105,10,0.1,0.91
,15:19:26,4,2700,4672.1,0.97,13.3,9,-5.6,0.105,10,0.1,0.91
,15:19:27,4,2700,4673.1,0.97,13.3,9,-5.6,0.108,10,0.1,0.91
,15:19:28,4,2700,4674.1,0.97,13.3,9,-5.6,0.108,10,0.1,0.91
,15:19:29,4,2700,4675.1,0.97,13.3,9,-5.6,0.108,10,0.1,0.91
,15:19:30,4,2700,4676.1,0.97,13.3,9,-5.6,0.105,10,0.1,0.91
,15:19:31,4,2700,4677.1,0.97,13.3,9,-5.6,0.108,10,0.1,0.91
,15:19:32,4,2700,4678.1,0.96,13.3,9,-5.6,0.111,10,0.1,0.9
,15:19:33,4,2700,4679.1,0.96,13.3,9,-5.6,0.107,10,0.1,0.9
,15:19:34,4,2700,4680.1,0.96,13.3,9,-5.6,0.107,10,0.1,0.9
,15:19:35,4,2700,4681.1,0.96,13.3,9,-5.6,0.107,10,0.1,0.9
,15:19:36,4,2700,4682.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:37,4,2700,4683.1,0.95,13.3,9,-5.6,0.103,10,0.1,0.89
,15:19:38,4,2700,4684.1,0.95,13.3,9,-5.6,0.103,10,0.1,0.89
,15:19:39,4,2700,4685.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:40,4,2700,4686.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:41,4,2700,4687.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:42,4,2700,4688.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:43,4,2700,4689.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:44,4,2700,4690.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:45,4,2700,4691.1,0.95,13.3,9,-5.6,0.105,10,0.1,0.89
,15:19:46,4,2700,4692.1,0.95,13.3,9,-5.6,0.103,10,0.1,0.89
,15:19:47,4,2700,4693.1,0.95,13.3,9,-5.6,0.103,10,0.1,0.89
,15:19:48,4,2700,4694.1,0.95,13.3,9,-5.6,0.106,10,0.1,0.89
,15:19:49,4,2700,4695.1,0.95,13.3,9,-5.6,0.105,10,0.1,0.89
,15:19:50,4,2700,4696.1,0.94,13.3,9,-5.6,0.105,10,0.1,0.88
,15:19:51,4,2700,4697.1,0.94,13.3,9,-5.6,0.102,10,0.1,0.88
Test completed at 15:19:52 on 06/04/2016,,,,,,,,,,,,
