Data file,,RA0.3_HEF65_-8C_003_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_-8DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,23/03/2016,,,,,,,,,,
Lubricant,,HEF65,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:01:34 on 06/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:14:21,4,2700,4367.1,0.98,13.3,9,-6.3,0.106,10,0.1,0.91
,15:14:22,4,2700,4368.1,0.98,13.3,9,-6.3,0.106,10,0.1,0.92
,15:14:23,4,2700,4369.1,0.98,13.3,9,-6.3,0.109,10,0.1,0.92
,15:14:24,4,2700,4370.1,0.98,13.3,9,-6.2,0.109,10,0.1,0.91
,15:14:25,4,2700,4371.1,0.98,13.3,9,-6.2,0.106,10,0.1,0.91
,15:14:26,4,2700,4372.1,0.98,13.3,9,-6.2,0.109,10,0.1,0.91
,15:14:27,4,2700,4373.1,0.98,13.3,9,-6.2,0.106,10,0.1,0.92
,15:14:28,4,2700,4374.1,0.98,13.3,9,-6.2,0.11,10,0.1,0.92
,15:14:29,4,2700,4375.1,0.98,13.3,9,-6.2,0.11,10,0.1,0.92
,15:14:30,4,2700,4376.1,0.98,13.3,9,-6.2,0.107,10,0.1,0.92
,15:14:31,4,2700,4377.1,0.98,13.3,9,-6.2,0.106,10,0.1,0.92
,15:14:32,4,2700,4378.1,0.98,13.3,9,-6.2,0.109,10,0.1,0.92
,15:14:33,4,2700,4379.1,0.98,13.3,9,-6.2,0.109,10,0.1,0.92
,15:14:34,4,2700,4380.1,0.98,13.3,9,-6.2,0.109,10,0.1,0.92
,15:14:35,4,2700,4381.1,0.98,13.3,9,-6.1,0.106,10,0.1,0.92
,15:14:36,4,2700,4382.1,0.98,13.3,9,-6.1,0.107,10,0.1,0.92
,15:14:37,4,2700,4383.1,0.98,13.3,9,-6.1,0.109,10,0.1,0.92
,15:14:38,4,2700,4384.1,0.98,13.3,9,-6.1,0.109,10,0.1,0.92
,15:14:39,4,2700,4385.1,0.98,13.3,9,-6.1,0.109,10,0.1,0.92
,15:14:40,4,2700,4386.1,0.98,13.3,9,-6.1,0.106,10,0.1,0.92
,15:14:41,4,2700,4387.1,0.98,13.3,9,-6.1,0.106,10,0.1,0.92
,15:14:42,4,2700,4388.1,0.98,13.3,9,-6.1,0.109,10,0.1,0.92
,15:14:43,4,2700,4389.1,0.98,13.3,9,-6.1,0.109,10,0.1,0.92
,15:14:44,4,2700,4390.1,0.98,13.3,9,-6.1,0.109,10,0.1,0.91
,15:14:45,4,2700,4391.1,0.98,13.3,9,-6.1,0.106,10,0.1,0.92
,15:14:46,4,2700,4392.1,0.98,13.3,9,-6.1,0.106,10,0.1,0.92
,15:14:47,4,2700,4393.1,0.97,13.3,9,-6.1,0.109,10,0.1,0.91
,15:14:48,4,2700,4394.1,0.97,13.3,9,-6,0.111,10,0.1,0.91
,15:14:49,4,2700,4395.1,0.96,13.3,9,-6,0.11,10,0.1,0.9
,15:14:50,4,2700,4396.1,0.96,13.3,9,-6,0.107,10,0.1,0.9
,15:14:51,4,2700,4397.1,0.96,13.3,9,-6,0.107,10,0.1,0.9
,15:14:52,4,2700,4398.1,0.97,13.3,9,-6,0.108,10,0.1,0.91
,15:14:53,4,2700,4399.1,0.97,13.3,9,-6,0.111,10,0.1,0.91
,15:14:54,4,2700,4400.1,0.97,13.3,9,-6,0.112,10,0.1,0.91
,15:14:55,4,2700,4401.1,0.97,13.3,9,-6,0.112,10,0.1,0.91
,15:14:56,4,2700,4402.1,0.98,13.3,9,-6,0.109,10,0.1,0.91
,15:14:57,4,2700,4403.1,0.98,13.3,9,-6,0.106,10,0.1,0.92
,15:14:58,4,2700,4404.1,0.99,13.3,9,-6,0.11,10,0.1,0.92
,15:14:59,4,2700,4405.1,0.99,13.3,9,-6,0.11,10,0.1,0.92
,15:15:00,4,2700,4406.1,0.99,13.3,9,-6,0.107,10,0.1,0.92
,15:15:01,4,2700,4407.1,0.99,13.3,9,-6,0.107,10,0.1,0.93
,15:15:02,4,2700,4408.1,0.99,13.3,9,-6,0.111,10,0.1,0.93
,15:15:03,4,2700,4409.1,0.99,13.3,9,-6,0.11,10,0.1,0.93
,15:15:04,4,2700,4410.1,0.98,13.3,9,-6,0.107,10,0.1,0.92
,15:15:05,4,2700,4411.1,0.98,13.3,9,-5.9,0.106,10,0.1,0.92
,15:15:06,4,2700,4412.1,0.98,13.3,9,-5.9,0.107,10,0.1,0.92
,15:15:07,4,2700,4413.1,0.99,13.3,9,-5.9,0.11,10,0.1,0.92
,15:15:08,4,2700,4414.1,0.99,13.3,9,-5.9,0.11,10,0.1,0.92
,15:15:09,4,2700,4415.1,0.98,13.3,9,-5.9,0.107,10,0.1,0.92
,15:15:10,4,2700,4416.1,0.98,13.3,9,-5.9,0.109,10,0.1,0.92
,15:15:11,4,2700,4417.1,0.98,13.3,9,-5.9,0.109,10,0.1,0.92
,15:15:12,4,2700,4418.1,0.98,13.3,9,-5.9,0.109,10,0.1,0.92
,15:15:13,4,2700,4419.1,0.98,13.3,9,-5.9,0.106,10,0.1,0.92
,15:15:14,4,2700,4420.1,0.98,13.3,9,-5.9,0.107,10,0.1,0.92
,15:15:15,4,2700,4421.1,0.98,13.3,9,-5.9,0.109,10,0.1,0.92
,15:15:16,4,2700,4422.1,0.98,13.3,9,-5.9,0.113,10,0.1,0.92
,15:15:17,4,2700,4423.1,0.98,13.3,9,-5.9,0.109,10,0.1,0.92
,15:15:18,4,2700,4424.1,0.98,13.3,9,-5.9,0.109,10,0.1,0.92
,15:15:19,4,2700,4425.1,0.98,13.3,9,-5.9,0.106,10,0.1,0.92
,15:15:20,4,2700,4426.1,0.98,13.3,9,-5.9,0.109,10,0.1,0.91
,15:15:21,4,2700,4427.1,0.97,13.3,9,-5.9,0.109,10,0.1,0.91
,15:15:22,4,2700,4428.1,0.97,13.3,9,-5.8,0.109,10,0.1,0.91
,15:15:23,4,2700,4429.1,0.97,13.3,9,-5.8,0.108,10,0.1,0.91
,15:15:24,4,2700,4430.1,0.97,13.3,9,-5.8,0.108,10,0.1,0.91
,15:15:25,4,2700,4431.1,0.97,13.3,9,-5.8,0.105,10,0.1,0.91
,15:15:26,4,2700,4432.1,0.98,13.3,9,-5.8,0.106,10,0.1,0.91
,15:15:27,4,2700,4433.1,0.98,13.3,9,-5.8,0.107,10,0.1,0.92
,15:15:28,4,2700,4434.1,0.99,13.3,9,-5.8,0.11,10,0.1,0.93
,15:15:29,4,2700,4435.1,0.99,13.3,9,-5.8,0.11,10,0.1,0.92
,15:15:30,4,2700,4436.1,0.99,13.3,9,-5.8,0.11,10,0.1,0.92
,15:15:31,4,2700,4437.1,0.99,13.3,9,-5.8,0.11,10,0.1,0.92
,15:15:32,4,2700,4438.1,0.99,13.3,9,-5.8,0.11,10,0.1,0.92
,15:15:33,4,2700,4439.1,0.98,13.3,9,-5.8,0.107,10,0.1,0.92
,15:15:34,4,2700,4440.1,0.98,13.3,9,-5.8,0.11,10,0.1,0.92
,15:15:35,4,2700,4441.1,0.99,13.3,9,-5.8,0.11,10,0.1,0.92
,15:15:36,4,2700,4442.1,0.99,13.3,9,-5.8,0.107,10,0.1,0.92
,15:15:37,4,2700,4443.1,0.99,13.3,9,-5.8,0.107,10,0.1,0.92
,15:15:38,4,2700,4444.1,0.98,13.3,9,-5.8,0.109,10,0.1,0.92
,15:15:39,4,2700,4445.1,0.98,13.3,9,-5.8,0.109,10,0.1,0.92
,15:15:40,4,2700,4446.1,0.98,13.3,9,-5.8,0.109,10,0.1,0.92
,15:15:41,4,2700,4447.1,0.98,13.3,9,-5.8,0.11,10,0.1,0.92
,15:15:42,4,2700,4448.1,0.98,13.3,9,-5.7,0.11,10,0.1,0.92
,15:15:43,4,2700,4449.1,0.98,13.3,9,-5.7,0.106,10,0.1,0.92
,15:15:44,4,2700,4450.1,0.98,13.3,9,-5.7,0.106,10,0.1,0.92
,15:15:45,4,2700,4451.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:46,4,2700,4452.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:47,4,2700,4453.1,0.98,13.3,9,-5.7,0.11,10,0.1,0.92
,15:15:48,4,2700,4454.1,0.98,13.3,9,-5.7,0.11,10,0.1,0.92
,15:15:49,4,2700,4455.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:50,4,2700,4456.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:51,4,2700,4457.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:52,4,2700,4458.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:53,4,2700,4459.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:54,4,2700,4460.1,0.98,13.3,9,-5.7,0.106,10,0.1,0.92
,15:15:55,4,2700,4461.1,0.98,13.3,9,-5.7,0.106,10,0.1,0.92
,15:15:56,4,2700,4462.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:57,4,2700,4463.1,0.98,13.3,9,-5.7,0.109,10,0.1,0.92
,15:15:58,4,2700,4464.1,0.98,13.3,9,-5.7,0.11,10,0.1,0.92
,15:15:59,4,2700,4465.1,0.98,13.3,9,-5.7,0.11,10,0.1,0.92
,15:16:00,4,2700,4466.1,0.98,13.3,9,-5.7,0.11,10,0.1,0.92
,15:16:01,4,2700,4467.1,0.99,13.3,9,-5.7,0.107,10,0.1,0.92
,15:16:02,4,2700,4468.1,0.99,13.3,9,-5.7,0.107,10,0.1,0.92
,15:16:03,4,2700,4469.1,0.99,13.3,9,-5.7,0.11,10,0.1,0.93
,15:16:04,4,2700,4470.1,0.99,13.3,9,-5.7,0.114,10,0.1,0.93
,15:16:05,4,2700,4471.1,0.99,13.3,9,-5.7,0.11,10,0.1,0.93
,15:16:06,4,2700,4472.1,0.99,13.3,9,-5.7,0.108,10,0.1,0.93
,15:16:07,4,2700,4473.1,0.99,13.3,9,-5.6,0.111,10,0.1,0.93
,15:16:08,4,2700,4474.1,0.99,13.3,9,-5.6,0.111,10,0.1,0.93
,15:16:09,4,2700,4475.1,0.99,13.3,9,-5.6,0.11,10,0.1,0.93
,15:16:10,4,2700,4476.1,0.99,13.3,9,-5.6,0.11,10,0.1,0.92
,15:16:11,4,2700,4477.1,0.98,13.3,9,-5.6,0.11,10,0.1,0.92
,15:16:12,4,2700,4478.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:13,4,2700,4479.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:14,4,2700,4480.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.91
,15:16:15,4,2700,4481.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.91
,15:16:16,4,2700,4482.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:17,4,2700,4483.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:18,4,2700,4484.1,0.98,13.3,9,-5.6,0.107,10,0.1,0.92
,15:16:19,4,2700,4485.1,0.99,13.3,9,-5.6,0.11,10,0.1,0.92
,15:16:20,4,2700,4486.1,0.99,13.3,9,-5.6,0.11,10,0.1,0.93
,15:16:21,4,2700,4487.1,0.99,13.3,9,-5.6,0.111,10,0.1,0.93
,15:16:22,4,2700,4488.1,0.99,13.3,9,-5.6,0.111,10,0.1,0.93
,15:16:23,4,2700,4489.1,0.99,13.3,9,-5.6,0.111,10,0.1,0.93
,15:16:24,4,2700,4490.1,0.99,13.3,9,-5.6,0.107,10,0.1,0.93
,15:16:25,4,2700,4491.1,0.99,13.3,9,-5.6,0.107,10,0.1,0.93
,15:16:26,4,2700,4492.1,0.99,13.3,9,-5.6,0.108,10,0.1,0.93
,15:16:27,4,2700,4493.1,1,13.3,9,-5.6,0.108,10,0.1,0.93
,15:16:28,4,2700,4494.1,1,13.3,9,-5.6,0.108,10,0.1,0.93
,15:16:29,4,2700,4495.1,1,13.3,9,-5.6,0.108,10,0.1,0.93
,15:16:30,4,2700,4496.1,0.99,13.3,9,-5.6,0.11,10,0.1,0.93
,15:16:31,4,2700,4497.1,0.99,13.3,9,-5.6,0.11,10,0.1,0.92
,15:16:32,4,2700,4498.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:33,4,2700,4499.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:34,4,2700,4500.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:35,4,2700,4501.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:36,4,2700,4502.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:37,4,2700,4503.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.92
,15:16:38,4,2700,4504.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.91
,15:16:39,4,2700,4505.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.91
,15:16:40,4,2700,4506.1,0.98,13.3,9,-5.6,0.109,10,0.1,0.91
,15:16:41,4,2700,4507.1,0.97,13.3,9,-5.6,0.109,10,0.1,0.91
,15:16:42,4,2700,4508.1,0.97,13.3,9,-5.6,0.109,10,0.1,0.91
,15:16:43,4,2700,4509.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:16:44,4,2700,4510.1,0.97,13.3,9,-5.5,0.111,10,0.1,0.91
,15:16:45,4,2700,4511.1,0.97,13.3,9,-5.5,0.111,10,0.1,0.91
,15:16:46,4,2700,4512.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:16:47,4,2700,4513.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:16:48,4,2700,4514.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:16:49,4,2700,4515.1,0.98,13.3,9,-5.5,0.11,10,0.1,0.92
,15:16:50,4,2700,4516.1,0.98,13.3,9,-5.5,0.11,10,0.1,0.92
,15:16:51,4,2700,4517.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:16:52,4,2700,4518.1,0.98,13.3,9,-5.5,0.106,10,0.1,0.92
,15:16:53,4,2700,4519.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:16:54,4,2700,4520.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:16:55,4,2700,4521.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:16:56,4,2700,4522.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:16:57,4,2700,4523.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:16:58,4,2700,4524.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:16:59,4,2700,4525.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:00,4,2700,4526.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:01,4,2700,4527.1,0.98,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:02,4,2700,4528.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:03,4,2700,4529.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:04,4,2700,4530.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:05,4,2700,4531.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:06,4,2700,4532.1,0.98,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:07,4,2700,4533.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:08,4,2700,4534.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:09,4,2700,4535.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:10,4,2700,4536.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:11,4,2700,4537.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:12,4,2700,4538.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:13,4,2700,4539.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:14,4,2700,4540.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:15,4,2700,4541.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:17:16,4,2700,4542.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:17,4,2700,4543.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:18,4,2700,4544.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:19,4,2700,4545.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:20,4,2700,4546.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:21,4,2700,4547.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:22,4,2700,4548.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:23,4,2700,4549.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:24,4,2700,4550.1,0.98,13.3,9,-5.5,0.11,10,0.1,0.92
,15:17:25,4,2700,4551.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:26,4,2700,4552.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:27,4,2700,4553.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:28,4,2700,4554.1,0.98,13.3,9,-5.5,0.11,10,0.1,0.92
,15:17:29,4,2700,4555.1,0.99,13.3,9,-5.5,0.11,10,0.1,0.92
,15:17:30,4,2700,4556.1,0.98,13.3,9,-5.5,0.107,10,0.1,0.92
,15:17:31,4,2700,4557.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.92
,15:17:32,4,2700,4558.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:17:33,4,2700,4559.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:34,4,2700,4560.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:17:35,4,2700,4561.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:17:36,4,2700,4562.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:17:37,4,2700,4563.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:17:38,4,2700,4564.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:17:39,4,2700,4565.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:17:40,4,2700,4566.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:17:41,4,2700,4567.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:17:42,4,2700,4568.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:17:43,4,2700,4569.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:17:44,4,2700,4570.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:45,4,2700,4571.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:46,4,2700,4572.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:47,4,2700,4573.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:48,4,2700,4574.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:49,4,2700,4575.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:50,4,2700,4576.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:51,4,2700,4577.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:52,4,2700,4578.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:53,4,2700,4579.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:54,4,2700,4580.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:55,4,2700,4581.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:56,4,2700,4582.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:17:57,4,2700,4583.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:17:58,4,2700,4584.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:17:59,4,2700,4585.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:00,4,2700,4586.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:01,4,2700,4587.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:02,4,2700,4588.1,0.96,13.3,9,-5.5,0.11,10,0.1,0.9
,15:18:03,4,2700,4589.1,0.96,13.3,9,-5.5,0.11,10,0.1,0.9
,15:18:04,4,2700,4590.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:05,4,2700,4591.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:06,4,2700,4592.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:18:07,4,2700,4593.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:08,4,2700,4594.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.9
,15:18:09,4,2700,4595.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.9
,15:18:10,4,2700,4596.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:11,4,2700,4597.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:18:12,4,2700,4598.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:13,4,2700,4599.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:14,4,2700,4600.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:15,4,2700,4601.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:18:16,4,2700,4602.1,0.98,13.3,9,-5.5,0.109,10,0.1,0.91
,15:18:17,4,2700,4603.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:18:18,4,2700,4604.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:19,4,2700,4605.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:20,4,2700,4606.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:21,4,2700,4607.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:18:22,4,2700,4608.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:23,4,2700,4609.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:24,4,2700,4610.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:25,4,2700,4611.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:26,4,2700,4612.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:27,4,2700,4613.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:28,4,2700,4614.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:29,4,2700,4615.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:30,4,2700,4616.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:18:31,4,2700,4617.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:18:32,4,2700,4618.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:18:33,4,2700,4619.1,0.97,13.3,9,-5.5,0.106,10,0.1,0.91
,15:18:34,4,2700,4620.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:18:35,4,2700,4621.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:36,4,2700,4622.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:37,4,2700,4623.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:18:38,4,2700,4624.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:39,4,2700,4625.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:40,4,2700,4626.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:41,4,2700,4627.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:42,4,2700,4628.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:43,4,2700,4629.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:44,4,2700,4630.1,0.97,13.3,9,-5.5,0.109,10,0.1,0.91
,15:18:45,4,2700,4631.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:46,4,2700,4632.1,0.97,13.3,9,-5.5,0.108,10,0.1,0.91
,15:18:47,4,2700,4633.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:18:48,4,2700,4634.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:18:49,4,2700,4635.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:50,4,2700,4636.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:51,4,2700,4637.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:52,4,2700,4638.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:18:53,4,2700,4639.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:18:54,4,2700,4640.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:55,4,2700,4641.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:56,4,2700,4642.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:18:57,4,2700,4643.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.91
,15:18:58,4,2700,4644.1,0.97,13.3,9,-5.5,0.105,10,0.1,0.91
,15:18:59,4,2700,4645.1,0.96,13.3,9,-5.5,0.104,10,0.1,0.9
,15:19:00,4,2700,4646.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:19:01,4,2700,4647.1,0.95,13.3,9,-5.5,0.106,10,0.1,0.89
,15:19:02,4,2700,4648.1,0.95,13.3,9,-5.5,0.106,10,0.1,0.89
,15:19:03,4,2700,4649.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:19:04,4,2700,4650.1,0.95,13.3,9,-5.5,0.109,10,0.1,0.89
,15:19:05,4,2700,4651.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:19:06,4,2700,4652.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:19:07,4,2700,4653.1,0.96,13.3,9,-5.5,0.107,10,0.1,0.9
,15:19:08,4,2700,4654.1,0.95,13.3,9,-5.5,0.106,10,0.1,0.89
,15:19:09,4,2700,4655.1,0.95,13.3,9,-5.5,0.103,10,0.1,0.89
,15:19:10,4,2700,4656.1,0.95,13.3,9,-5.5,0.106,10,0.1,0.89
,15:19:11,4,2700,4657.1,0.95,13.3,9,-5.5,0.103,10,0.1,0.89
,15:19:12,4,2700,4658.1,0.95,13.3,9,-5.5,0.103,10,0.1,0.89
,15:19:13,4,2700,4659.1,0.95,13.3,9,-5.5,0.106,10,0.1,0.89
,15:19:14,4,2700,4660.1,0.95,13.3,9,-5.5,0.105,10,0.1,0.89
,15:19:15,4,2700,4661.1,0.95,13.3,9,-5.5,0.103,10,0.1,0.89
