Data file,,RA0.3_OILHEF10_12C_001.TSV,,,,,,,,,,
,13:27:08,4,2700,360.7,1.54,13.3,9,13.2,0.177,10,50.1,1.47
,13:27:09,4,2700,361.7,1.58,13.3,9,13.2,0.176,10,50.1,1.51
,13:27:10,4,2700,362.7,1.64,13.3,9,13.1,0.183,10,50.1,1.57
,13:27:11,4,2700,363.7,1.69,13.3,9,13.1,0.183,10,50,1.62
,13:27:12,4,2700,364.7,1.69,13.3,9,13.2,0.183,10,50.1,1.61
,13:27:13,4,2700,365.7,1.62,13.3,9,13.1,0.181,10,50.1,1.54
,13:27:14,4,2700,366.7,1.53,13.3,9,13.1,0.166,10,50.1,1.45
,13:27:15,4,2700,367.7,1.48,13.3,9,13.1,0.16,10,50.1,1.41
,13:27:16,4,2700,368.7,1.46,13.3,9,13.1,0.154,10,50.1,1.4
,13:27:17,4,2700,369.7,1.45,13.3,9,13.1,0.152,10,50.1,1.38
,13:27:18,4,2700,370.7,1.45,13.3,9,13.1,0.153,10,50.1,1.38
,13:27:19,4,2700,371.7,1.44,13.3,9,13.1,0.161,10,50.1,1.37
,13:27:20,4,2700,372.7,1.43,13.3,9,13,0.159,10,50.1,1.36
,13:27:21,4,2700,373.7,1.39,13.3,9,13,0.155,10,50.1,1.32
,13:27:22,4,2700,374.7,1.32,13.3,9,13,0.147,10,50.1,1.25
,13:27:23,4,2700,375.7,1.25,13.3,9,13,0.143,10,50.1,1.18
,13:27:24,4,2700,376.7,1.2,13.3,9,13,0.138,10,50.1,1.14
,13:27:25,4,2700,377.7,1.2,13.3,9,13,0.134,10,50,1.15
,13:27:26,4,2700,378.7,1.21,13.3,9,13,0.135,10,50,1.16
,13:27:27,4,2700,379.7,1.22,13.3,9,12.9,0.136,10,50,1.17
,13:27:28,4,2700,380.7,1.23,13.3,9,12.9,0.137,10,50,1.18
,13:27:29,4,2700,381.7,1.24,13.3,9,12.9,0.139,10,50,1.19
,13:27:30,4,2700,382.7,1.26,13.3,9,12.9,0.14,10,50.1,1.2
,13:27:31,4,2700,383.7,1.27,13.3,9,12.9,0.141,10,50.1,1.21
,13:27:32,4,2700,384.7,1.28,13.3,9,12.9,0.139,10,50,1.23
,13:27:33,4,2700,385.7,1.3,13.3,9,12.9,0.145,10,50.1,1.25
,13:27:34,4,2700,386.7,1.32,13.3,9,12.9,0.147,10,50.1,1.26
,13:27:35,4,2700,387.7,1.34,13.3,9,12.9,0.15,10,50.1,1.28
,13:27:36,4,2700,388.7,1.37,13.3,9,12.9,0.157,10,50.1,1.32
,13:27:37,4,2700,389.7,1.42,13.3,9,12.8,0.163,10,50.1,1.36
,13:27:38,4,2700,390.7,1.47,13.3,9,12.8,0.163,10,50.1,1.41
,13:27:39,4,2700,391.7,1.51,13.3,9,12.8,0.163,10,50.1,1.44
,13:27:40,4,2700,392.7,1.52,13.3,9,12.8,0.16,10,50.1,1.45
,13:27:41,4,2700,393.7,1.5,13.3,9,12.8,0.158,10,50,1.43
,13:27:42,4,2700,394.7,1.46,13.3,9,12.8,0.153,10,50.1,1.39
,13:27:43,4,2700,395.7,1.43,13.3,9,12.7,0.151,10,50.1,1.36
,13:27:44,4,2700,396.7,1.42,13.3,10,12.7,0.146,10,50.1,1.36
,13:27:45,4,2700,397.7,1.42,13.3,9,12.7,0.149,10,50.1,1.35
,13:27:46,4,2700,398.7,1.39,13.3,9,12.7,0.15,10,50.1,1.32
,13:27:47,4,2700,399.7,1.35,13.3,9,12.7,0.151,10,50.1,1.29
,13:27:48,4,2700,400.7,1.33,13.3,9,12.7,0.153,10,50.1,1.27
,13:27:49,4,2700,401.7,1.33,13.3,9,12.7,0.153,10,50.1,1.27
,13:27:50,4,2700,402.7,1.36,13.3,9,12.7,0.156,10,50.1,1.31
,13:27:51,4,2700,403.7,1.42,13.3,9,12.7,0.162,10,50,1.36
,13:27:52,4,2700,404.7,1.48,13.3,9,12.6,0.165,10,50,1.42
,13:27:53,4,2700,405.7,1.52,13.3,9,12.6,0.17,10,50.1,1.46
,13:27:54,4,2700,406.7,1.55,13.3,9,12.6,0.173,10,50.1,1.48
,13:27:55,4,2700,407.7,1.58,13.3,9,12.6,0.176,10,50.1,1.51
,13:27:56,4,2700,408.7,1.61,13.3,9,12.6,0.179,10,50.1,1.54
,13:27:57,4,2700,409.7,1.59,13.3,9,12.6,0.178,10,50.1,1.52
,13:27:58,4,2700,410.7,1.52,13.3,9,12.6,0.165,10,50.1,1.44
,13:27:59,4,2700,411.7,1.41,13.3,9,12.6,0.153,10,50.1,1.33
,13:28:00,4,2700,412.7,1.31,13.3,9,12.5,0.142,10,50.1,1.25
,13:28:01,4,2700,413.7,1.26,13.3,9,12.5,0.137,10,50.1,1.2
,13:28:02,4,2700,414.7,1.24,13.3,9,12.5,0.131,10,50,1.18
,13:28:03,4,2700,415.7,1.22,13.3,9,12.5,0.129,10,50.1,1.16
,13:28:04,4,2700,416.7,1.21,13.3,9,12.5,0.128,10,50.1,1.16
,13:28:05,4,2700,417.7,1.21,13.3,9,12.5,0.128,10,50.1,1.16
,13:28:06,4,2700,418.7,1.23,13.3,9,12.5,0.133,10,50.1,1.17
,13:28:07,4,2700,419.7,1.25,13.3,9,12.4,0.139,10,50.1,1.19
,13:28:08,4,2700,420.7,1.27,13.3,9,12.4,0.146,10,50.1,1.21
,13:28:09,4,2700,421.7,1.3,13.3,9,12.4,0.149,10,50.1,1.24
,13:28:10,4,2700,422.7,1.34,13.3,9,12.4,0.154,10,50.1,1.29
,13:28:11,4,2700,423.7,1.4,13.3,9,12.4,0.161,10,50.1,1.34
,13:28:12,4,2700,424.7,1.47,13.3,9,12.4,0.168,10,50.1,1.41
,13:28:13,4,2700,425.7,1.51,13.3,9,12.4,0.168,10,50.1,1.44
,13:28:14,4,2700,426.7,1.54,13.3,9,12.4,0.171,10,50,1.47
,13:28:15,4,2700,427.7,1.56,13.3,9,12.4,0.174,10,50,1.5
,13:28:16,4,2700,428.7,1.59,13.3,9,12.3,0.177,10,50,1.52
,13:28:17,4,2700,429.7,1.61,13.3,9,12.3,0.18,10,50,1.54
,13:28:18,4,2700,430.7,1.63,13.3,9,12.3,0.187,10,50.1,1.56
,13:28:19,4,2700,431.7,1.65,13.3,9,12.3,0.184,10,50.1,1.58
,13:28:20,4,2700,432.7,1.66,13.3,9,12.3,0.185,10,50.1,1.58
,13:28:21,4,2700,433.7,1.66,13.3,9,12.3,0.19,10,50.1,1.58
,13:28:22,4,2700,434.7,1.66,13.3,9,12.2,0.185,10,50.1,1.59
,13:28:23,4,2700,435.7,1.66,13.3,9,12.2,0.185,10,50.1,1.59
,13:28:24,4,2700,436.7,1.66,13.3,9,12.2,0.185,10,50.1,1.59
,13:28:25,4,2700,437.7,1.65,13.3,9,12.2,0.184,10,50.1,1.57
,13:28:26,4,2700,438.7,1.64,13.3,9,12.2,0.183,10,50.1,1.56
,13:28:27,4,2700,439.7,1.63,13.3,9,12.2,0.177,10,50.1,1.56
,13:28:28,4,2700,440.7,1.62,13.3,9,12.2,0.176,10,50.1,1.55
,13:28:29,4,2700,441.7,1.62,13.3,9,12.2,0.171,10,50.1,1.55
,13:28:30,4,2700,442.7,1.61,13.3,9,12.2,0.17,10,50.1,1.54
,13:28:31,4,2700,443.7,1.59,13.3,9,12.1,0.168,10,50.1,1.52
,13:28:32,4,2700,444.7,1.52,13.3,9,12.1,0.16,10,50.1,1.44
,13:28:33,4,2700,445.7,1.44,13.3,9,12.1,0.151,10,50.1,1.36
,13:28:34,4,2700,446.7,1.4,13.3,9,12.1,0.147,10,50.1,1.33
,13:28:35,4,2700,447.7,1.41,13.3,9,12.1,0.152,10,50.1,1.35
,13:28:36,4,2700,448.7,1.44,13.3,9,12.1,0.156,10,50.1,1.37
,13:28:37,4,2700,449.7,1.42,13.3,9,12.1,0.154,10,50.1,1.35
,13:28:38,4,2700,450.7,1.36,13.3,9,12,0.152,10,50,1.3
,13:28:39,4,2700,451.7,1.33,13.3,9,12,0.149,10,50,1.27
,13:28:40,4,2700,452.7,1.37,13.3,9,12,0.152,10,50.1,1.31
,13:28:41,4,2700,453.7,1.46,13.3,9,12,0.163,10,50.1,1.4
,13:28:42,4,2700,454.7,1.53,13.3,9,12,0.17,10,50.1,1.46
,13:28:43,4,2700,455.7,1.57,13.3,9,12,0.175,10,50.1,1.5
,13:28:44,4,2700,456.7,1.6,13.3,9,12,0.178,10,50.1,1.53
,13:28:45,4,2700,457.7,1.61,13.3,9,11.9,0.18,10,50.1,1.54
,13:28:46,4,2700,458.7,1.61,13.3,9,11.9,0.18,10,50.1,1.54
,13:28:47,4,2700,459.7,1.6,13.3,9,11.9,0.179,10,50.1,1.53
,13:28:48,4,2700,460.7,1.6,13.3,9,11.9,0.178,10,50.1,1.53
,13:28:49,4,2700,461.7,1.58,13.3,9,11.9,0.177,10,50.1,1.51
,13:28:50,4,2700,462.7,1.59,13.3,9,11.9,0.177,10,50.1,1.52
,13:28:51,4,2700,463.7,1.6,13.3,9,11.9,0.179,10,50.1,1.53
,13:28:52,4,2700,464.7,1.61,13.3,9,11.9,0.18,10,50.1,1.54
,13:28:53,4,2700,465.7,1.62,13.3,9,11.9,0.175,10,50.1,1.54
,13:28:54,4,2700,466.7,1.61,13.3,9,11.8,0.175,10,50.1,1.54
,13:28:55,4,2700,467.7,1.61,13.3,9,11.8,0.174,10,50.1,1.54
,13:28:56,4,2700,468.7,1.57,13.3,9,11.8,0.17,10,50.1,1.49
,13:28:57,4,2700,469.7,1.45,13.3,9,11.8,0.162,10,50,1.37
,13:28:58,4,2700,470.7,1.34,13.3,9,11.8,0.154,10,50.1,1.28
,13:28:59,4,2700,471.7,1.31,13.3,9,11.8,0.15,10,50.1,1.26
,13:29:00,4,2700,472.7,1.4,13.3,9,11.8,0.16,10,50.1,1.34
,13:29:01,4,2700,473.7,1.49,13.3,9,11.7,0.171,10,50,1.43
,13:29:02,4,2700,474.7,1.56,13.3,9,11.7,0.179,10,50,1.5
,13:29:03,4,2700,475.7,1.62,13.3,9,11.7,0.186,10,50.1,1.55
,13:29:04,4,2700,476.7,1.66,13.3,9,11.7,0.191,10,50.1,1.59
,13:29:05,4,2700,477.7,1.68,13.3,9,11.7,0.187,10,50.1,1.6
,13:29:06,4,2700,478.7,1.67,13.3,9,11.7,0.186,10,50.1,1.59
,13:29:07,4,2700,479.7,1.66,13.3,9,11.7,0.19,10,50.1,1.58
,13:29:08,4,2700,480.7,1.65,13.3,9,11.7,0.184,10,50.1,1.58
,13:29:09,4,2700,481.7,1.62,13.3,9,11.6,0.181,10,50.1,1.55
,13:29:10,4,2700,482.7,1.59,13.3,9,11.6,0.172,10,50.1,1.51
,13:29:11,4,2700,483.7,1.52,13.3,9,11.6,0.17,10,50.1,1.45
,13:29:12,4,2700,484.7,1.45,13.3,9,11.6,0.162,10,50.1,1.38
,13:29:13,4,2700,485.7,1.41,13.3,9,11.6,0.157,10,50.1,1.34
,13:29:14,4,2700,486.7,1.43,13.3,9,11.6,0.154,10,50.1,1.37
,13:29:15,4,2700,487.7,1.46,13.3,9,11.6,0.153,10,50.1,1.39
,13:29:16,4,2700,488.7,1.44,13.3,9,11.5,0.156,10,50.1,1.37
,13:29:17,4,2700,489.7,1.41,13.3,9,11.5,0.157,10,50.1,1.35
,13:29:18,4,2700,490.7,1.42,13.3,9,11.5,0.158,10,50.1,1.36
,13:29:19,4,2700,491.7,1.44,13.3,9,11.5,0.16,10,50.1,1.37
,13:29:20,4,2700,492.7,1.46,13.3,9,11.5,0.167,10,50.1,1.39
,13:29:21,4,2700,493.7,1.47,13.3,9,11.5,0.169,10,50.1,1.41
,13:29:22,4,2700,494.7,1.52,13.3,9,11.5,0.175,10,50.1,1.46
,13:29:23,4,2700,495.7,1.58,13.3,9,11.5,0.176,10,50.1,1.51
,13:29:24,4,2700,496.7,1.63,13.3,9,11.4,0.176,10,50.1,1.55
,13:29:25,4,2700,497.7,1.61,13.3,9,11.4,0.18,10,50,1.54
,13:29:26,4,2700,498.7,1.55,13.3,9,11.4,0.177,10,50.1,1.47
,13:29:27,4,2700,499.7,1.51,13.3,9,11.4,0.173,10,50.1,1.44
,13:29:28,4,2700,500.7,1.54,13.3,9,11.4,0.176,10,50.1,1.47
,13:29:29,4,2700,501.7,1.61,13.3,9,11.4,0.184,10,50.1,1.54
,13:29:30,4,2700,502.7,1.65,13.3,9,11.4,0.183,10,50.1,1.57
,13:29:31,4,2700,503.7,1.66,13.3,9,11.4,0.184,10,50,1.58
,13:29:32,4,2700,504.7,1.65,13.3,9,11.3,0.184,10,50.1,1.58
,13:29:33,4,2700,505.7,1.63,13.3,9,11.3,0.181,10,50.1,1.55
,13:29:34,4,2700,506.7,1.6,13.3,9,11.3,0.178,10,50.1,1.52
,13:29:35,4,2700,507.7,1.57,13.3,9,11.3,0.18,10,50.1,1.5
,13:29:36,4,2700,508.7,1.59,13.3,9,11.3,0.177,10,50.1,1.52
,13:29:37,4,2700,509.7,1.6,13.3,9,11.3,0.179,10,50.1,1.53
,13:29:38,4,2700,510.7,1.59,13.3,9,11.3,0.177,10,50.1,1.51
,13:29:39,4,2700,511.7,1.54,13.3,9,11.2,0.166,10,50.1,1.46
,13:29:40,4,2700,512.7,1.49,13.3,9,11.2,0.161,10,50.1,1.41
,13:29:41,4,2700,513.7,1.45,13.3,9,11.2,0.153,10,50.1,1.39
,13:29:42,4,2700,514.7,1.43,13.3,9,11.2,0.151,10,50.1,1.36
,13:29:43,4,2700,515.7,1.4,13.3,9,11.2,0.148,10,50.1,1.34
,13:29:44,4,2700,516.7,1.39,13.3,9,11.2,0.15,10,50.1,1.32
,13:29:45,4,2700,517.7,1.38,13.3,9,11.2,0.153,10,50.1,1.31
,13:29:46,4,2700,518.7,1.38,13.3,9,11.2,0.154,10,50.1,1.32
,13:29:47,4,2700,519.7,1.4,13.3,9,11.2,0.156,10,50.1,1.34
,13:29:48,4,2700,520.7,1.43,13.3,9,11.1,0.159,10,50,1.37
,13:29:49,4,2700,521.7,1.46,13.3,9,11.1,0.163,10,50,1.4
,13:29:50,4,2700,522.7,1.47,13.3,9,11.1,0.164,10,50,1.41
,13:29:51,4,2700,523.7,1.48,13.3,9,11.1,0.165,10,50,1.42
,13:29:52,4,2700,524.7,1.49,13.3,9,11.1,0.166,10,50,1.42
,13:29:53,4,2700,525.7,1.5,13.3,9,11.1,0.167,10,50,1.43
,13:29:54,4,2700,526.7,1.51,13.3,9,11.1,0.168,10,50.1,1.44
,13:29:55,4,2700,527.7,1.49,13.3,9,11,0.166,10,50.1,1.42
,13:29:56,4,2700,528.7,1.45,13.3,9,11,0.162,10,50.1,1.38
,13:29:57,4,2700,529.7,1.36,13.3,9,11,0.147,10,50.1,1.29
,13:29:58,4,2700,530.7,1.28,13.3,9,11,0.143,10,50,1.21
,13:29:59,4,2700,531.7,1.23,13.3,9,11,0.141,10,50,1.17
,13:30:00,4,2700,532.7,1.26,13.3,9,11,0.14,10,50,1.21
,13:30:01,4,2700,533.7,1.31,13.3,9,11,0.146,10,50.1,1.26
,13:30:02,4,2700,534.7,1.35,13.3,9,11,0.15,10,50,1.29
,13:30:03,4,2700,535.7,1.36,13.3,9,10.9,0.157,10,50.1,1.31
,13:30:04,4,2700,536.7,1.41,13.3,9,10.9,0.157,10,50,1.35
,13:30:05,4,2700,537.7,1.47,13.3,9,10.9,0.164,10,50.1,1.41
,13:30:06,4,2700,538.7,1.51,13.3,9,10.9,0.164,10,50.1,1.45
,13:30:07,4,2700,539.7,1.52,13.3,9,10.9,0.17,10,50.1,1.46
,13:30:08,4,2700,540.7,1.54,13.3,9,10.9,0.172,10,50.1,1.48
,13:30:09,4,2700,541.7,1.57,13.3,9,10.9,0.175,10,50.1,1.5
,13:30:10,4,2700,542.7,1.58,13.3,9,10.9,0.171,10,50.1,1.51
,13:30:11,4,2700,543.7,1.52,13.3,9,10.9,0.165,10,50.1,1.44
,13:30:12,4,2700,544.7,1.43,13.3,9,10.9,0.151,10,50.1,1.36
,13:30:13,4,2700,545.7,1.37,13.3,9,10.8,0.148,10,50,1.3
,13:30:14,4,2700,546.7,1.36,13.3,9,10.8,0.152,10,50.1,1.31
,13:30:15,4,2700,547.7,1.4,13.3,9,10.8,0.156,10,50.1,1.34
,13:30:16,4,2700,548.7,1.45,13.3,9,10.8,0.162,10,50.1,1.39
,13:30:17,4,2700,549.7,1.51,13.3,9,10.8,0.168,10,50.1,1.45
,13:30:18,4,2700,550.7,1.56,13.3,9,10.8,0.179,10,50.1,1.49
,13:30:19,4,2700,551.7,1.6,13.3,9,10.8,0.178,10,50.1,1.53
,13:30:20,4,2700,552.7,1.63,13.3,9,10.8,0.181,10,50.1,1.56
,13:30:21,4,2700,553.7,1.64,13.3,9,10.7,0.183,10,50.1,1.57
,13:30:22,4,2700,554.7,1.63,13.3,9,10.7,0.181,10,50.1,1.55
,13:30:23,4,2700,555.7,1.59,13.3,9,10.7,0.173,10,50.1,1.52
,13:30:24,4,2700,556.7,1.49,13.3,9,10.7,0.157,10,50.1,1.41
,13:30:25,4,2700,557.7,1.38,13.3,9,10.7,0.15,10,50.1,1.31
,13:30:26,4,2700,558.7,1.27,13.3,9,10.7,0.142,10,50.1,1.21
,13:30:27,4,2700,559.7,1.26,13.3,9,10.7,0.144,10,50.1,1.2
,13:30:28,4,2700,560.7,1.35,13.3,9,10.7,0.15,10,50.1,1.3
,13:30:29,4,2700,561.7,1.49,13.3,9,10.7,0.166,10,50.1,1.43
,13:30:30,4,2700,562.7,1.6,13.3,9,10.7,0.178,10,50.1,1.54
,13:30:31,4,2700,563.7,1.65,13.3,9,10.7,0.183,10,50.1,1.57
,13:30:32,4,2700,564.7,1.66,13.3,9,10.7,0.184,10,50,1.58
,13:30:33,4,2700,565.7,1.66,13.3,9,10.6,0.18,10,50.1,1.59
,13:30:34,4,2700,566.7,1.65,13.3,9,10.6,0.174,10,50.1,1.58
,13:30:35,4,2700,567.7,1.64,13.3,9,10.6,0.178,10,50.1,1.56
,13:30:36,4,2700,568.7,1.63,13.3,9,10.6,0.181,10,50.1,1.55
,13:30:37,4,2700,569.7,1.61,13.3,9,10.6,0.179,10,50.1,1.54
,13:30:38,4,2700,570.7,1.57,13.3,9,10.6,0.175,10,50.1,1.49
,13:30:39,4,2700,571.7,1.46,13.3,9,10.6,0.162,10,50.1,1.38
,13:30:40,4,2700,572.7,1.33,13.3,9,10.6,0.148,10,50.1,1.26
,13:30:41,4,2700,573.7,1.25,13.3,9,10.6,0.139,10,50,1.19
,13:30:42,4,2700,574.7,1.25,13.3,9,10.6,0.139,10,50.1,1.2
,13:30:43,4,2700,575.7,1.27,13.3,9,10.6,0.141,10,50.1,1.21
,13:30:44,4,2700,576.7,1.31,13.3,9,10.6,0.146,10,50.1,1.26
,13:30:45,4,2700,577.7,1.42,13.3,9,10.6,0.158,10,50.1,1.37
,13:30:46,4,2700,578.7,1.56,13.3,9,10.6,0.169,10,50.1,1.5
,13:30:47,4,2700,579.7,1.66,13.3,9,10.6,0.18,10,50.1,1.6
,13:30:48,4,2700,580.7,1.7,13.3,9,10.6,0.179,10,50.1,1.62
,13:30:49,4,2700,581.7,1.7,13.3,9,10.5,0.18,10,50.1,1.62
,13:30:50,4,2700,582.7,1.67,13.3,9,10.5,0.181,10,50.1,1.59
,13:30:51,4,2700,583.7,1.54,13.3,9,10.5,0.171,10,50.1,1.45
,13:30:52,4,2700,584.7,1.35,13.3,9,10.5,0.151,10,50.1,1.28
,13:30:53,4,2700,585.7,1.23,13.3,9,10.5,0.137,10,50.1,1.17
,13:30:54,4,2700,586.7,1.25,13.3,9,10.5,0.139,10,50.1,1.2
,13:30:55,4,2700,587.7,1.35,13.3,9,10.5,0.15,10,50.1,1.3
,13:30:56,4,2700,588.7,1.47,13.3,9,10.5,0.164,10,50,1.42
,13:30:57,4,2700,589.7,1.58,13.3,9,10.5,0.176,10,50,1.52
,13:30:58,4,2700,590.7,1.66,13.3,9,10.5,0.18,10,50,1.59
,13:30:59,4,2700,591.7,1.69,13.3,9,10.5,0.188,10,50,1.61
,13:31:00,4,2700,592.7,1.68,13.3,9,10.5,0.187,10,50.1,1.61
,13:31:01,4,2700,593.7,1.67,13.3,9,10.5,0.186,10,50.1,1.6
,13:31:02,4,2700,594.7,1.65,13.3,9,10.5,0.184,10,50.1,1.58
,13:31:03,4,2700,595.7,1.6,13.3,9,10.5,0.179,10,50.1,1.52
,13:31:04,4,2700,596.7,1.49,13.3,9,10.5,0.166,10,50.1,1.41
,13:31:05,4,2700,597.7,1.34,13.3,9,10.5,0.15,10,50.1,1.27
,13:31:06,4,2700,598.7,1.24,13.3,9,10.5,0.138,10,50.1,1.18
,13:31:07,4,2700,599.7,1.21,13.3,9,10.5,0.135,10,50.1,1.15
,13:31:08,4,2700,600.7,1.22,13.3,9,10.5,0.136,10,50.1,1.17
,13:31:09,4,2700,601.7,1.27,13.3,9,10.5,0.142,10,50.1,1.22
,13:31:10,4,2700,602.7,1.36,13.3,9,10.5,0.152,10,50.1,1.31
,13:31:11,4,2700,603.7,1.49,13.3,9,10.5,0.161,10,50.1,1.44
,13:31:12,4,2700,604.7,1.61,13.3,9,10.5,0.174,10,50.1,1.54
,13:31:13,4,2700,605.7,1.68,13.3,9,10.5,0.177,10,50.1,1.61
,13:31:14,4,2700,606.7,1.7,13.3,9,10.5,0.179,10,50.1,1.62
,13:31:15,4,2700,607.7,1.68,13.3,9,10.5,0.177,10,50.1,1.61
,13:31:16,4,2700,608.7,1.58,13.3,9,10.5,0.171,10,50,1.49
,13:31:17,4,2700,609.7,1.4,13.3,9,10.5,0.155,10,50,1.31
,13:31:18,4,2700,610.7,1.2,13.3,9,10.5,0.138,10,50,1.13
,13:31:19,4,2700,611.7,1.13,13.3,9,10.5,0.13,10,50.1,1.09
,13:31:20,4,2700,612.7,1.19,13.3,9,10.5,0.133,10,50,1.15
,13:31:21,4,2700,613.7,1.34,13.3,9,10.5,0.149,10,50,1.29
,13:31:22,4,2700,614.7,1.48,13.3,9,10.5,0.165,10,50,1.42
,13:31:23,4,2700,615.7,1.6,13.3,9,10.5,0.179,10,50,1.54
,13:31:24,4,2700,616.7,1.67,13.3,9,10.5,0.186,10,50.1,1.6
,13:31:25,4,2700,617.7,1.69,13.3,9,10.5,0.188,10,50.1,1.61
,13:31:26,4,2700,618.7,1.68,13.3,9,10.5,0.188,10,50,1.61
,13:31:27,4,2700,619.7,1.66,13.3,9,10.5,0.18,10,50.1,1.59
,13:31:28,4,2700,620.7,1.64,13.3,9,10.5,0.173,10,50.1,1.56
,13:31:29,4,2700,621.7,1.62,13.3,9,10.5,0.17,10,50.1,1.54
,13:31:30,4,2700,622.7,1.55,13.3,9,10.5,0.168,10,50.1,1.47
,13:31:31,4,2700,623.7,1.39,13.3,9,10.5,0.155,10,50.1,1.31
,13:31:32,4,2700,624.7,1.19,13.3,9,10.5,0.137,10,50.1,1.12
,13:31:33,4,2700,625.7,1.07,13.3,9,10.5,0.122,10,50.1,1.02
,13:31:34,4,2700,626.7,1.09,13.3,9,10.5,0.126,10,50.1,1.05
,13:31:35,4,2700,627.7,1.19,13.3,9,10.5,0.133,10,50.1,1.15
,13:31:36,4,2700,628.7,1.3,13.3,9,10.5,0.145,10,50.1,1.25
,13:31:37,4,2700,629.7,1.4,13.3,9,10.5,0.156,10,50.1,1.35
,13:31:38,4,2700,630.7,1.51,13.3,9,10.5,0.168,10,50.1,1.45
,13:31:39,4,2700,631.7,1.6,13.3,9,10.5,0.179,10,50.1,1.54
,13:31:40,4,2700,632.7,1.66,13.3,9,10.5,0.184,10,50.1,1.58
,13:31:41,4,2700,633.7,1.67,13.3,9,10.5,0.192,10,50.1,1.6
,13:31:42,4,2700,634.7,1.67,13.3,9,10.5,0.186,10,50.1,1.59
,13:31:43,4,2700,635.7,1.65,13.3,9,10.5,0.184,10,50,1.58
,13:31:44,4,2700,636.7,1.59,13.3,9,10.5,0.177,10,50.1,1.51
,13:31:45,4,2700,637.7,1.46,13.3,9,10.5,0.163,10,50,1.38
,13:31:46,4,2700,638.7,1.32,13.3,9,10.5,0.147,10,50,1.25
,13:31:47,4,2700,639.7,1.22,13.3,9,10.5,0.14,10,50.1,1.16
,13:31:48,4,2700,640.7,1.25,13.3,9,10.5,0.139,10,50.1,1.2
,13:31:49,4,2700,641.7,1.35,13.3,9,10.6,0.151,10,50.1,1.3
,13:31:50,4,2700,642.7,1.49,13.3,9,10.6,0.166,10,50.1,1.44
,13:31:51,4,2700,643.7,1.58,13.3,9,10.6,0.177,10,50.1,1.52
,13:31:52,4,2700,644.7,1.62,13.3,9,10.6,0.176,10,50.1,1.55
,13:31:53,4,2700,645.7,1.64,13.3,9,10.6,0.173,10,50.1,1.56
,13:31:54,4,2700,646.7,1.65,13.3,9,10.6,0.173,10,50.1,1.57
,13:31:55,4,2700,647.7,1.64,13.3,9,10.6,0.173,10,50.1,1.57
,13:31:56,4,2700,648.7,1.62,13.3,9,10.6,0.175,10,50.1,1.54
,13:31:57,4,2700,649.7,1.54,13.3,9,10.6,0.167,10,50.1,1.46
,13:31:58,4,2700,650.7,1.36,13.3,9,10.6,0.152,10,50.1,1.28
,13:31:59,4,2700,651.7,1.19,13.3,9,10.6,0.136,10,50.1,1.12
,13:32:00,4,2700,652.7,1.07,13.3,9,10.6,0.123,10,50.1,1.02
,13:32:01,4,2700,653.7,1.06,13.3,9,10.6,0.122,10,50.1,1.02
,13:32:02,4,2700,654.7,1.1,13.3,9,10.6,0.123,10,50,1.06
,13:32:03,4,2700,655.7,1.19,13.3,9,10.6,0.132,10,50.1,1.14
,13:32:04,4,2700,656.7,1.31,13.3,9,10.6,0.146,10,50.1,1.26
,13:32:05,4,2700,657.7,1.45,13.3,9,10.6,0.161,10,50.1,1.4
,13:32:06,4,2700,658.7,1.57,13.3,9,10.6,0.175,10,50.1,1.51
,13:32:07,4,2700,659.7,1.66,13.3,9,10.7,0.185,10,50.1,1.59
,13:32:08,4,2700,660.7,1.7,13.3,9,10.7,0.184,10,50.1,1.62
,13:32:09,4,2700,661.7,1.7,13.3,9,10.7,0.189,10,50,1.62
,13:32:10,4,2700,662.7,1.69,13.3,9,10.7,0.183,10,50.1,1.61
,13:32:11,4,2700,663.7,1.67,13.3,9,10.7,0.176,10,50.1,1.6
,13:32:12,4,2700,664.7,1.66,13.3,10,10.7,0.17,10,50.1,1.58
,13:32:13,4,2700,665.7,1.62,13.3,9,10.7,0.17,10,50.1,1.53
,13:32:14,4,2700,666.7,1.46,13.3,9,10.7,0.158,10,50,1.37
,13:32:15,4,2700,667.7,1.25,13.3,9,10.7,0.139,10,50.1,1.18
,13:32:16,4,2700,668.7,1.07,13.3,9,10.7,0.123,10,50.1,1.02
,13:32:17,4,2700,669.7,1.03,13.3,9,10.7,0.118,10,50,0.98
,13:32:18,4,2700,670.7,1.03,13.3,9,10.8,0.115,10,50,0.99
,13:32:19,4,2700,671.7,1.07,13.3,9,10.7,0.119,10,50.1,1.03
,13:32:20,4,2700,672.7,1.11,13.3,9,10.8,0.123,10,50.1,1.06
,13:32:21,4,2700,673.7,1.17,13.3,9,10.8,0.131,10,50,1.13
,13:32:22,4,2700,674.7,1.28,13.3,9,10.8,0.143,10,50.1,1.24
,13:32:23,4,2700,675.7,1.44,13.3,9,10.8,0.16,10,50.1,1.39
,13:32:24,4,2700,676.7,1.59,13.3,9,10.8,0.178,10,50,1.54
,13:32:25,4,2700,677.7,1.69,13.3,9,10.8,0.188,10,50.1,1.62
,13:32:26,4,2700,678.7,1.72,13.3,9,10.8,0.191,10,50.1,1.64
,13:32:27,4,2700,679.7,1.71,13.3,9,10.8,0.19,10,50,1.63
,13:32:28,4,2700,680.7,1.69,13.3,9,10.8,0.188,10,50.1,1.61
