Data file,,RA0.3_OILHEF10_12C_001.TSV,,,,,,,,,,
,13:22:24,4,2700,76.7,1.88,13.3,9,13.5,0.21,10,50.1,1.8
,13:22:25,4,2700,77.7,1.86,13.3,9,13.6,0.201,10,50.1,1.77
,13:22:26,4,2700,78.7,1.86,13.3,9,13.6,0.196,10,50.1,1.78
,13:22:27,4,2700,79.7,1.85,13.3,9,13.7,0.195,10,50.1,1.77
,13:22:28,4,2700,80.7,1.83,13.3,9,13.7,0.204,10,50.1,1.74
,13:22:29,4,2700,81.7,1.82,13.3,9,13.7,0.203,10,50.1,1.74
,13:22:30,4,2700,82.7,1.83,13.3,9,13.8,0.204,10,50.1,1.75
,13:22:31,4,2700,83.7,1.86,13.3,9,13.8,0.207,10,50.1,1.78
,13:22:32,4,2700,84.7,1.86,13.3,9,13.9,0.207,10,50.1,1.77
,13:22:33,4,2700,85.7,1.86,13.3,9,13.9,0.213,10,50.1,1.77
,13:22:34,4,2700,86.7,1.84,13.3,9,14,0.205,10,50.1,1.76
,13:22:35,4,2700,87.7,1.84,13.3,10,14,0.189,10,50.1,1.76
,13:22:36,4,2700,88.7,1.83,13.3,10,14,0.188,10,50.1,1.75
,13:22:37,4,2700,89.7,1.78,13.3,9,14,0.193,10,50.1,1.69
,13:22:38,4,2700,90.7,1.7,13.3,9,14,0.19,10,50.1,1.62
,13:22:39,4,2700,91.7,1.64,13.3,9,14.1,0.188,10,50.1,1.56
,13:22:40,4,2700,92.7,1.67,13.3,8,14.1,0.197,10,50.1,1.6
,13:22:41,4,2700,93.7,1.76,13.3,9,14.1,0.202,10,50.1,1.69
,13:22:42,4,2700,94.7,1.8,13.3,9,14.1,0.206,10,50.1,1.72
,13:22:43,4,2700,95.7,1.81,13.3,9,14.1,0.208,10,50.1,1.73
,13:22:44,4,2700,96.7,1.79,13.3,9,14.1,0.206,10,50.1,1.71
,13:22:45,4,2700,97.7,1.83,13.3,9,14.1,0.21,10,50.1,1.75
,13:22:46,4,2700,98.7,1.85,13.3,9,14.1,0.206,10,50.1,1.77
,13:22:47,4,2700,99.7,1.84,13.3,9,14.1,0.205,10,50.1,1.75
,13:22:48,4,2700,100.7,1.77,13.3,9,14.2,0.197,10,50.1,1.68
,13:22:49,4,2700,101.7,1.71,13.3,9,14.2,0.185,10,50.1,1.62
,13:22:50,4,2700,102.7,1.67,13.3,9,14.2,0.181,10,50.1,1.59
,13:22:51,4,2700,103.7,1.67,13.3,9,14.2,0.186,10,50.1,1.6
,13:22:52,4,2700,104.7,1.68,13.3,9,14.2,0.193,10,50.1,1.61
,13:22:53,4,2700,105.7,1.72,13.3,9,14.2,0.192,10,50,1.64
,13:22:54,4,2700,106.7,1.74,13.3,9,14.2,0.194,10,50.1,1.66
,13:22:55,4,2700,107.7,1.74,13.3,9,14.2,0.189,10,50.1,1.67
,13:22:56,4,2700,108.7,1.71,13.3,9,14.3,0.186,10,50.1,1.63
,13:22:57,4,2700,109.7,1.69,13.3,9,14.3,0.188,10,50.1,1.62
,13:22:58,4,2700,110.7,1.69,13.3,9,14.3,0.183,10,50.1,1.61
,13:22:59,4,2700,111.7,1.7,13.3,9,14.3,0.184,10,50.1,1.62
,13:23:00,4,2700,112.7,1.71,13.3,9,14.3,0.185,10,50.1,1.63
,13:23:01,4,2700,113.7,1.72,13.3,9,14.3,0.181,10,50.1,1.64
,13:23:02,4,2700,114.7,1.71,13.3,9,14.3,0.185,10,50.1,1.63
,13:23:03,4,2700,115.7,1.69,13.3,9,14.3,0.179,10,50.1,1.62
,13:23:04,4,2700,116.7,1.65,13.3,9,14.4,0.174,10,50.1,1.58
,13:23:05,4,2700,117.7,1.62,13.3,9,14.4,0.175,10,50.1,1.54
,13:23:06,4,2700,118.7,1.56,13.3,9,14.4,0.174,10,50.1,1.49
,13:23:07,4,2700,119.7,1.55,13.3,9,14.4,0.178,10,50.1,1.48
,13:23:08,4,2700,120.7,1.6,13.3,9,14.4,0.179,10,50.1,1.54
,13:23:09,4,2700,121.7,1.68,13.3,9,14.4,0.192,10,50.1,1.61
,13:23:10,4,2700,122.7,1.7,13.3,9,14.4,0.195,10,50.1,1.62
,13:23:11,4,2700,123.7,1.69,13.3,9,14.4,0.194,10,50.1,1.61
,13:23:12,4,2700,124.7,1.67,13.3,9,14.4,0.192,10,50.1,1.6
,13:23:13,4,2700,125.7,1.7,13.3,9,14.4,0.19,10,50.1,1.63
,13:23:14,4,2700,126.7,1.72,13.3,9,14.5,0.197,10,50.1,1.65
,13:23:15,4,2700,127.7,1.77,13.3,9,14.5,0.203,10,50.1,1.69
,13:23:16,4,2700,128.7,1.77,13.3,9,14.5,0.197,10,50.1,1.69
,13:23:17,4,2700,129.7,1.73,13.3,9,14.5,0.188,10,50.1,1.65
,13:23:18,4,2700,130.7,1.66,13.3,9,14.5,0.184,10,50.1,1.57
,13:23:19,4,2700,131.7,1.62,13.3,9,14.5,0.18,10,50.1,1.55
,13:23:20,4,2700,132.7,1.63,13.3,9,14.5,0.181,10,50.1,1.55
,13:23:21,4,2700,133.7,1.63,13.3,9,14.5,0.176,10,50.1,1.55
,13:23:22,4,2700,134.7,1.62,13.3,9,14.5,0.176,10,50.1,1.55
,13:23:23,4,2700,135.7,1.61,13.3,9,14.5,0.17,10,50.1,1.54
,13:23:24,4,2700,136.7,1.62,13.3,10,14.5,0.167,10,50.1,1.55
,13:23:25,4,2700,137.7,1.62,13.3,9,14.5,0.171,10,50.1,1.55
,13:23:26,4,2700,138.7,1.62,13.3,9,14.6,0.171,10,50.1,1.55
,13:23:27,4,2700,139.7,1.59,13.3,9,14.6,0.172,10,50.1,1.51
,13:23:28,4,2700,140.7,1.55,13.3,9,14.6,0.173,10,50.1,1.48
,13:23:29,4,2700,141.7,1.5,13.3,9,14.6,0.172,10,50.1,1.43
,13:23:30,4,2700,142.7,1.52,13.3,9,14.6,0.175,10,50.1,1.46
,13:23:31,4,2700,143.7,1.56,13.3,9,14.6,0.174,10,50.1,1.5
,13:23:32,4,2700,144.7,1.63,13.3,9,14.6,0.181,10,50.1,1.55
,13:23:33,4,2700,145.7,1.64,13.3,9,14.6,0.183,10,50.1,1.57
,13:23:34,4,2700,146.7,1.65,13.3,9,14.6,0.189,10,50.1,1.57
,13:23:35,4,2700,147.7,1.65,13.3,9,14.6,0.184,10,50.1,1.58
,13:23:36,4,2700,148.7,1.67,13.3,9,14.6,0.186,10,50.1,1.6
,13:23:37,4,2700,149.7,1.68,13.3,9,14.6,0.193,10,50.1,1.6
,13:23:38,4,2700,150.7,1.66,13.3,9,14.6,0.19,10,50.1,1.59
,13:23:39,4,2700,151.7,1.68,13.3,9,14.6,0.192,10,50.1,1.6
,13:23:40,4,2700,152.7,1.71,13.3,9,14.6,0.19,10,50.1,1.63
,13:23:41,4,2700,153.7,1.71,13.3,9,14.6,0.18,10,50.1,1.63
,13:23:42,4,2700,154.7,1.66,13.3,9,14.6,0.175,10,50.1,1.58
,13:23:43,4,2700,155.7,1.61,13.3,9,14.6,0.169,10,50.1,1.53
,13:23:44,4,2700,156.7,1.6,13.3,9,14.6,0.173,10,50.1,1.53
,13:23:45,4,2700,157.7,1.6,13.3,9,14.6,0.178,10,50.1,1.53
,13:23:46,4,2700,158.7,1.57,13.3,9,14.6,0.175,10,50.1,1.5
,13:23:47,4,2700,159.7,1.56,13.3,9,14.6,0.174,10,50.1,1.49
,13:23:48,4,2700,160.7,1.54,13.3,9,14.7,0.172,10,50,1.48
,13:23:49,4,2700,161.7,1.55,13.3,9,14.7,0.178,10,50.1,1.48
,13:23:50,4,2700,162.7,1.56,13.3,9,14.7,0.179,10,50.1,1.49
,13:23:51,4,2700,163.7,1.59,13.3,9,14.7,0.182,10,50.1,1.52
,13:23:52,4,2700,164.7,1.65,13.3,9,14.7,0.184,10,50.1,1.58
,13:23:53,4,2700,165.7,1.68,13.3,9,14.7,0.187,10,50.1,1.61
,13:23:54,4,2700,166.7,1.68,13.3,9,14.7,0.187,10,50.1,1.6
,13:23:55,4,2700,167.7,1.62,13.3,9,14.7,0.175,10,50.1,1.54
,13:23:56,4,2700,168.7,1.56,13.3,9,14.7,0.17,10,50.1,1.49
,13:23:57,4,2700,169.7,1.53,13.3,9,14.7,0.171,10,50.1,1.47
,13:23:58,4,2700,170.7,1.53,13.3,9,14.7,0.17,10,50.1,1.46
,13:23:59,4,2700,171.7,1.53,13.3,9,14.7,0.161,10,50.1,1.47
,13:24:00,4,2700,172.7,1.54,13.3,9,14.7,0.163,10,50.1,1.48
,13:24:01,4,2700,173.7,1.57,13.3,9,14.7,0.17,10,50,1.5
,13:24:02,4,2700,174.7,1.58,13.3,9,14.7,0.176,10,50.1,1.51
,13:24:03,4,2700,175.7,1.57,13.3,9,14.7,0.175,10,50.1,1.5
,13:24:04,4,2700,176.7,1.56,13.3,9,14.7,0.174,10,50,1.49
,13:24:05,4,2700,177.7,1.58,13.3,9,14.7,0.176,10,50.1,1.51
,13:24:06,4,2700,178.7,1.6,13.3,9,14.7,0.184,10,50.1,1.53
,13:24:07,4,2700,179.7,1.62,13.3,9,14.7,0.18,10,50.1,1.55
,13:24:08,4,2700,180.7,1.61,13.3,9,14.7,0.185,10,50.1,1.54
,13:24:09,4,2700,181.7,1.62,13.3,9,14.7,0.186,10,50.1,1.55
,13:24:10,4,2700,182.7,1.64,13.3,9,14.7,0.188,10,50.1,1.57
,13:24:11,4,2700,183.7,1.7,13.3,9,14.7,0.19,10,50,1.63
,13:24:12,4,2700,184.7,1.68,13.3,9,14.7,0.177,10,50.1,1.6
,13:24:13,4,2700,185.7,1.64,13.3,9,14.7,0.173,10,50.1,1.56
,13:24:14,4,2700,186.7,1.58,13.3,9,14.6,0.167,10,50.1,1.51
,13:24:15,4,2700,187.7,1.59,13.3,9,14.6,0.172,10,50.1,1.52
,13:24:16,4,2700,188.7,1.59,13.3,9,14.6,0.173,10,50.1,1.52
,13:24:17,4,2700,189.7,1.57,13.3,9,14.6,0.175,10,50.1,1.49
,13:24:18,4,2700,190.7,1.53,13.3,9,14.6,0.175,10,50.1,1.45
,13:24:19,4,2700,191.7,1.5,13.3,9,14.6,0.173,10,50.1,1.44
,13:24:20,4,2700,192.7,1.52,13.3,9,14.6,0.174,10,50.1,1.45
,13:24:21,4,2700,193.7,1.54,13.3,9,14.6,0.172,10,50.1,1.47
,13:24:22,4,2700,194.7,1.54,13.3,9,14.6,0.172,10,50.1,1.47
,13:24:23,4,2700,195.7,1.55,13.3,9,14.6,0.173,10,50,1.48
,13:24:24,4,2700,196.7,1.56,13.3,9,14.6,0.174,10,50.1,1.49
,13:24:25,4,2700,197.7,1.58,13.3,9,14.6,0.176,10,50.1,1.51
,13:24:26,4,2700,198.7,1.59,13.3,9,14.6,0.177,10,50.1,1.52
,13:24:27,4,2700,199.7,1.6,13.3,9,14.6,0.179,10,50.1,1.53
,13:24:28,4,2700,200.7,1.6,13.3,9,14.6,0.178,10,50.1,1.53
,13:24:29,4,2700,201.7,1.59,13.3,9,14.6,0.177,10,50.1,1.52
,13:24:30,4,2700,202.7,1.59,13.3,9,14.5,0.177,10,50.1,1.52
,13:24:31,4,2700,203.7,1.6,13.3,9,14.5,0.173,10,50.1,1.53
,13:24:32,4,2700,204.7,1.59,13.3,9,14.5,0.168,10,50.1,1.52
,13:24:33,4,2700,205.7,1.58,13.3,9,14.5,0.167,10,50.1,1.51
,13:24:34,4,2700,206.7,1.56,13.3,9,14.5,0.169,10,50.1,1.49
,13:24:35,4,2700,207.7,1.56,13.3,9,14.5,0.169,10,50.1,1.49
,13:24:36,4,2700,208.7,1.56,13.3,9,14.5,0.169,10,50.1,1.49
,13:24:37,4,2700,209.7,1.56,13.3,9,14.5,0.17,10,50.1,1.5
,13:24:38,4,2700,210.7,1.58,13.3,9,14.5,0.171,10,50,1.51
,13:24:39,4,2700,211.7,1.56,13.3,9,14.5,0.174,10,50.1,1.49
,13:24:40,4,2700,212.7,1.56,13.3,9,14.5,0.174,10,50,1.49
,13:24:41,4,2700,213.7,1.58,13.3,9,14.5,0.181,10,50.1,1.51
,13:24:42,4,2700,214.7,1.6,13.3,9,14.5,0.184,10,50.1,1.53
,13:24:43,4,2700,215.7,1.59,13.3,9,14.5,0.177,10,50.1,1.51
,13:24:44,4,2700,216.7,1.55,13.3,9,14.5,0.172,10,50.1,1.48
,13:24:45,4,2700,217.7,1.56,13.3,9,14.5,0.174,10,50.1,1.49
,13:24:46,4,2700,218.7,1.57,13.3,9,14.5,0.175,10,50.1,1.5
,13:24:47,4,2700,219.7,1.6,13.3,9,14.5,0.179,10,50.1,1.53
,13:24:48,4,2700,220.7,1.62,13.3,9,14.5,0.181,10,50.1,1.55
,13:24:49,4,2700,221.7,1.62,13.3,9,14.5,0.181,10,50.1,1.55
,13:24:50,4,2700,222.7,1.61,13.3,9,14.5,0.18,10,50.1,1.54
,13:24:51,4,2700,223.7,1.61,13.3,9,14.5,0.185,10,50.1,1.54
,13:24:52,4,2700,224.7,1.67,13.3,9,14.4,0.186,10,50.1,1.6
,13:24:53,4,2700,225.7,1.68,13.3,9,14.4,0.188,10,50.1,1.61
,13:24:54,4,2700,226.7,1.66,13.3,9,14.4,0.18,10,50.1,1.58
,13:24:55,4,2700,227.7,1.62,13.3,9,14.4,0.18,10,50.1,1.54
,13:24:56,4,2700,228.7,1.62,13.3,9,14.4,0.18,10,50.1,1.55
,13:24:57,4,2700,229.7,1.62,13.3,9,14.4,0.181,10,50.1,1.55
,13:24:58,4,2700,230.7,1.63,13.3,9,14.4,0.182,10,50.1,1.56
,13:24:59,4,2700,231.7,1.64,13.3,9,14.4,0.188,10,50.1,1.57
,13:25:00,4,2700,232.7,1.65,13.3,9,14.4,0.189,10,50.1,1.58
,13:25:01,4,2700,233.7,1.66,13.3,9,14.4,0.185,10,50.1,1.59
,13:25:02,4,2700,234.7,1.63,13.3,9,14.4,0.182,10,50.1,1.56
,13:25:03,4,2700,235.7,1.61,13.3,9,14.4,0.174,10,50.1,1.53
,13:25:04,4,2700,236.7,1.55,13.3,9,14.4,0.168,10,50.1,1.48
,13:25:05,4,2700,237.7,1.56,13.3,9,14.4,0.17,10,50.1,1.5
,13:25:06,4,2700,238.7,1.58,13.3,9,14.4,0.172,10,50,1.52
,13:25:07,4,2700,239.7,1.59,13.3,9,14.4,0.168,10,50.1,1.52
,13:25:08,4,2700,240.7,1.57,13.3,10,14.4,0.161,10,50.1,1.5
,13:25:09,4,2700,241.7,1.55,13.3,9,14.3,0.164,10,50,1.48
,13:25:10,4,2700,242.7,1.54,13.3,9,14.3,0.162,10,50.1,1.47
,13:25:11,4,2700,243.7,1.51,13.3,9,14.3,0.164,10,50.1,1.44
,13:25:12,4,2700,244.7,1.48,13.3,9,14.3,0.165,10,50.1,1.41
,13:25:13,4,2700,245.7,1.48,13.3,9,14.3,0.17,10,50.1,1.42
,13:25:14,4,2700,246.7,1.51,13.3,8,14.3,0.179,10,50.1,1.45
,13:25:15,4,2700,247.7,1.55,13.3,9,14.3,0.178,10,50.1,1.48
,13:25:16,4,2700,248.7,1.57,13.3,9,14.3,0.175,10,50.1,1.5
,13:25:17,4,2700,249.7,1.56,13.3,9,14.3,0.174,10,50.1,1.49
,13:25:18,4,2700,250.7,1.54,13.3,9,14.3,0.172,10,50.1,1.47
,13:25:19,4,2700,251.7,1.53,13.3,9,14.3,0.176,10,50.1,1.47
,13:25:20,4,2700,252.7,1.53,13.3,9,14.3,0.171,10,50.1,1.46
,13:25:21,4,2700,253.7,1.54,13.3,9,14.3,0.172,10,50.1,1.47
,13:25:22,4,2700,254.7,1.54,13.3,9,14.3,0.172,10,50.1,1.47
,13:25:23,4,2700,255.7,1.55,13.3,9,14.3,0.173,10,50.1,1.48
,13:25:24,4,2700,256.7,1.57,13.3,9,14.3,0.175,10,50.1,1.5
,13:25:25,4,2700,257.7,1.59,13.3,9,14.2,0.178,10,50.1,1.53
,13:25:26,4,2700,258.7,1.59,13.3,9,14.2,0.177,10,50.1,1.51
,13:25:27,4,2700,259.7,1.51,13.3,9,14.2,0.168,10,50.1,1.43
,13:25:28,4,2700,260.7,1.37,13.3,9,14.2,0.153,10,50.1,1.3
,13:25:29,4,2700,261.7,1.26,13.3,9,14.2,0.141,10,50.1,1.2
,13:25:30,4,2700,262.7,1.23,13.3,9,14.2,0.137,10,50.1,1.17
,13:25:31,4,2700,263.7,1.23,13.3,9,14.2,0.137,10,50.1,1.18
,13:25:32,4,2700,264.7,1.25,13.3,9,14.2,0.144,10,50,1.2
,13:25:33,4,2700,265.7,1.29,13.3,9,14.2,0.148,10,50.1,1.23
,13:25:34,4,2700,266.7,1.31,13.3,9,14.2,0.146,10,50.1,1.25
,13:25:35,4,2700,267.7,1.33,13.3,9,14.2,0.152,10,50.1,1.27
,13:25:36,4,2700,268.7,1.34,13.3,9,14.2,0.154,10,50,1.29
,13:25:37,4,2700,269.7,1.39,13.3,9,14.2,0.154,10,50,1.33
,13:25:38,4,2700,270.7,1.43,13.3,9,14.2,0.155,10,50.1,1.37
,13:25:39,4,2700,271.7,1.46,13.3,9,14.1,0.153,10,50.1,1.39
,13:25:40,4,2700,272.7,1.45,13.3,9,14.1,0.152,10,50.1,1.38
,13:25:41,4,2700,273.7,1.42,13.3,9,14.1,0.149,10,50.1,1.35
,13:25:42,4,2700,274.7,1.4,13.3,9,14.1,0.151,10,50,1.34
,13:25:43,4,2700,275.7,1.4,13.3,9,14.1,0.152,10,50,1.34
,13:25:44,4,2700,276.7,1.43,13.3,9,14.1,0.159,10,50.1,1.37
,13:25:45,4,2700,277.7,1.45,13.3,9,14.1,0.162,10,50.1,1.39
,13:25:46,4,2700,278.7,1.47,13.3,9,14.1,0.164,10,50.1,1.4
,13:25:47,4,2700,279.7,1.48,13.3,9,14.1,0.17,10,50,1.42
,13:25:48,4,2700,280.7,1.5,13.3,9,14.1,0.167,10,50.1,1.43
,13:25:49,4,2700,281.7,1.51,13.3,9,14,0.168,10,50.1,1.44
,13:25:50,4,2700,282.7,1.51,13.3,9,14,0.169,10,50.1,1.45
,13:25:51,4,2700,283.7,1.53,13.3,9,14,0.17,10,50.1,1.46
,13:25:52,4,2700,284.7,1.55,13.3,9,14,0.163,10,50.1,1.48
,13:25:53,4,2700,285.7,1.56,13.3,9,14,0.165,10,50.1,1.49
,13:25:54,4,2700,286.7,1.55,13.3,9,14,0.164,10,50.1,1.48
,13:25:55,4,2700,287.7,1.51,13.3,9,14,0.164,10,50,1.44
,13:25:56,4,2700,288.7,1.45,13.3,9,14,0.166,10,50.1,1.38
,13:25:57,4,2700,289.7,1.43,13.3,8,14,0.168,10,50.1,1.36
,13:25:58,4,2700,290.7,1.48,13.3,9,14,0.169,10,50.1,1.42
,13:25:59,4,2700,291.7,1.54,13.3,9,14,0.177,10,50.1,1.48
,13:26:00,4,2700,292.7,1.56,13.3,9,13.9,0.179,10,50.1,1.49
,13:26:01,4,2700,293.7,1.57,13.3,9,13.9,0.175,10,50.1,1.5
,13:26:02,4,2700,294.7,1.57,13.3,9,13.9,0.175,10,50.1,1.51
,13:26:03,4,2700,295.7,1.58,13.3,9,13.9,0.176,10,50.1,1.51
,13:26:04,4,2700,296.7,1.57,13.3,9,13.9,0.175,10,50.1,1.5
,13:26:05,4,2700,297.7,1.58,13.3,9,13.9,0.176,10,50.1,1.51
,13:26:06,4,2700,298.7,1.61,13.3,9,13.9,0.179,10,50.1,1.54
,13:26:07,4,2700,299.7,1.64,13.3,9,13.9,0.182,10,50,1.56
,13:26:08,4,2700,300.7,1.63,13.3,9,13.9,0.181,10,50,1.55
,13:26:09,4,2700,301.7,1.62,13.3,9,13.8,0.181,10,50,1.55
,13:26:10,4,2700,302.7,1.61,13.3,9,13.8,0.18,10,50,1.54
,13:26:11,4,2700,303.7,1.63,13.3,9,13.8,0.176,10,50,1.55
,13:26:12,4,2700,304.7,1.63,13.3,9,13.8,0.181,10,50,1.55
,13:26:13,4,2700,305.7,1.61,13.3,9,13.8,0.18,10,50,1.54
,13:26:14,4,2700,306.7,1.63,13.3,9,13.8,0.187,10,50.1,1.56
,13:26:15,4,2700,307.7,1.67,13.3,9,13.8,0.186,10,50.1,1.6
,13:26:16,4,2700,308.7,1.73,13.3,9,13.8,0.188,10,50.1,1.66
,13:26:17,4,2700,309.7,1.75,13.3,9,13.8,0.185,10,50.1,1.67
,13:26:18,4,2700,310.7,1.71,13.3,9,13.8,0.18,10,50.1,1.63
,13:26:19,4,2700,311.7,1.65,13.3,9,13.7,0.174,10,50.1,1.57
,13:26:20,4,2700,312.7,1.61,13.3,10,13.7,0.165,10,50.1,1.54
,13:26:21,4,2700,313.7,1.61,13.3,10,13.7,0.165,10,50.1,1.53
,13:26:22,4,2700,314.7,1.57,13.3,9,13.7,0.166,10,50.1,1.5
,13:26:23,4,2700,315.7,1.5,13.3,9,13.7,0.162,10,50,1.42
,13:26:24,4,2700,316.7,1.42,13.3,9,13.7,0.158,10,50.1,1.35
,13:26:25,4,2700,317.7,1.38,13.3,9,13.7,0.154,10,50.1,1.32
,13:26:26,4,2700,318.7,1.4,13.3,9,13.7,0.155,10,50.1,1.33
,13:26:27,4,2700,319.7,1.42,13.3,9,13.6,0.163,10,50.1,1.36
,13:26:28,4,2700,320.7,1.46,13.3,9,13.6,0.167,10,50.1,1.4
,13:26:29,4,2700,321.7,1.51,13.3,9,13.6,0.169,10,50.1,1.45
,13:26:30,4,2700,322.7,1.57,13.3,9,13.6,0.175,10,50.1,1.51
,13:26:31,4,2700,323.7,1.59,13.3,9,13.6,0.178,10,50.1,1.53
,13:26:32,4,2700,324.7,1.59,13.3,9,13.6,0.178,10,50.1,1.52
,13:26:33,4,2700,325.7,1.6,13.3,9,13.6,0.178,10,50.1,1.53
,13:26:34,4,2700,326.7,1.62,13.3,9,13.6,0.18,10,50.1,1.54
,13:26:35,4,2700,327.7,1.63,13.3,9,13.6,0.181,10,50.1,1.56
,13:26:36,4,2700,328.7,1.63,13.3,9,13.6,0.182,10,50.1,1.56
,13:26:37,4,2700,329.7,1.63,13.3,9,13.5,0.182,10,50.1,1.56
,13:26:38,4,2700,330.7,1.64,13.3,9,13.5,0.182,10,50.1,1.56
,13:26:39,4,2700,331.7,1.64,13.3,9,13.5,0.177,10,50.1,1.56
,13:26:40,4,2700,332.7,1.64,13.3,9,13.5,0.182,10,50.1,1.56
,13:26:41,4,2700,333.7,1.64,13.3,9,13.5,0.182,10,50.1,1.56
,13:26:42,4,2700,334.7,1.62,13.3,9,13.5,0.18,10,50.1,1.54
,13:26:43,4,2700,335.7,1.59,13.3,9,13.5,0.177,10,50.1,1.52
,13:26:44,4,2700,336.7,1.57,13.3,9,13.5,0.175,10,50.1,1.5
,13:26:45,4,2700,337.7,1.59,13.3,9,13.4,0.177,10,50,1.52
,13:26:46,4,2700,338.7,1.61,13.3,9,13.4,0.18,10,50,1.54
,13:26:47,4,2700,339.7,1.61,13.3,9,13.4,0.179,10,50.1,1.54
,13:26:48,4,2700,340.7,1.58,13.3,9,13.4,0.177,10,50,1.51
,13:26:49,4,2700,341.7,1.58,13.3,9,13.4,0.176,10,50,1.51
,13:26:50,4,2700,342.7,1.59,13.3,9,13.4,0.177,10,50,1.52
,13:26:51,4,2700,343.7,1.61,13.3,9,13.4,0.18,10,50.1,1.54
,13:26:52,4,2700,344.7,1.61,13.3,9,13.4,0.179,10,50.1,1.53
,13:26:53,4,2700,345.7,1.56,13.3,9,13.4,0.174,10,50,1.49
,13:26:54,4,2700,346.7,1.53,13.3,9,13.4,0.17,10,50.1,1.46
,13:26:55,4,2700,347.7,1.49,13.3,9,13.4,0.166,10,50.1,1.43
,13:26:56,4,2700,348.7,1.5,13.3,9,13.3,0.167,10,50.1,1.43
,13:26:57,4,2700,349.7,1.53,13.3,9,13.3,0.17,10,50.1,1.46
,13:26:58,4,2700,350.7,1.53,13.3,9,13.3,0.171,10,50.1,1.47
,13:26:59,4,2700,351.7,1.55,13.3,9,13.3,0.173,10,50.1,1.48
,13:27:00,4,2700,352.7,1.55,13.3,9,13.3,0.172,10,50.1,1.48
,13:27:01,4,2700,353.7,1.57,13.3,9,13.3,0.175,10,50.1,1.5
,13:27:02,4,2700,354.7,1.57,13.3,9,13.3,0.175,10,50.1,1.49
,13:27:03,4,2700,355.7,1.54,13.3,9,13.2,0.171,10,50.1,1.47
,13:27:04,4,2700,356.7,1.52,13.3,9,13.2,0.169,10,50.1,1.45
,13:27:05,4,2700,357.7,1.52,13.3,9,13.2,0.169,10,50.1,1.45
,13:27:06,4,2700,358.7,1.52,13.3,9,13.2,0.169,10,50.1,1.45
,13:27:07,4,2700,359.7,1.52,13.3,9,13.2,0.175,10,50.1,1.46
