Data file,,DELRIN_HEF_T38_PO4.TSV,,,,,,,,,,
,17:23:50,6,10790,66.5,0.88,13.3,7,23,0.127,10,49.9,0.85
,17:23:51,6,10790,67.5,0.88,13.3,7,23,0.127,10,49.9,0.85
,17:23:52,6,10790,68.5,0.88,13.3,7,23,0.122,10,49.9,0.85
,17:23:53,6,10790,69.5,0.88,13.3,7,23,0.119,10,49.9,0.85
,17:23:54,6,10790,70.5,0.89,13.3,7,23,0.123,10,49.9,0.85
,17:23:55,6,10790,71.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:23:56,6,10790,72.5,0.87,13.3,7,22,0.125,10,49.9,0.83
,17:23:57,6,10790,73.5,0.86,13.3,7,22,0.125,10,49.9,0.83
,17:23:58,6,10790,74.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:23:59,6,10790,75.5,0.87,13.3,7,22,0.117,10,49.9,0.84
,17:24:00,6,10790,76.5,0.87,13.3,7,22,0.116,10,49.9,0.84
,17:24:01,6,10790,77.5,0.89,13.3,7,22,0.123,10,49.9,0.86
,17:24:02,6,10790,78.5,0.91,13.3,7,22,0.132,10,49.9,0.88
,17:24:03,6,10790,79.5,0.93,13.3,7,22,0.134,10,49.9,0.9
,17:24:04,6,10790,80.5,0.91,13.3,7,22,0.126,10,49.9,0.87
,17:24:05,6,10790,81.5,0.87,13.3,7,23,0.117,10,49.9,0.84
,17:24:06,6,10790,82.5,0.86,13.3,7,23,0.115,10,49.9,0.83
,17:24:07,6,10790,83.5,0.87,13.3,7,23,0.121,10,49.9,0.84
,17:24:08,6,10790,84.5,0.88,13.3,7,23,0.127,10,49.9,0.85
,17:24:09,6,10790,85.5,0.87,13.3,7,23,0.125,10,49.9,0.84
,17:24:10,6,10790,86.5,0.85,13.3,7,23,0.127,10,49.9,0.82
,17:24:11,6,10790,87.5,0.84,13.3,7,23,0.121,10,49.9,0.81
,17:24:12,6,10790,88.5,0.85,13.3,7,23,0.118,10,49.9,0.82
,17:24:13,6,10790,89.5,0.85,13.3,7,23,0.114,10,49.9,0.82
,17:24:14,6,10790,90.5,0.85,13.3,8,23,0.111,10,49.9,0.82
,17:24:15,6,10790,91.5,0.85,13.3,7,23,0.114,10,49.9,0.82
,17:24:16,6,10790,92.5,0.85,13.3,7,22,0.123,10,49.9,0.83
,17:24:17,6,10790,93.5,0.86,13.3,7,22,0.129,10,49.9,0.83
,17:24:18,6,10790,94.5,0.86,13.3,7,22,0.129,10,49.9,0.83
,17:24:19,6,10790,95.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:24:20,6,10790,96.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:24:21,6,10790,97.5,0.87,13.3,7,23,0.126,10,49.9,0.84
,17:24:22,6,10790,98.5,0.88,13.3,7,23,0.122,10,49.9,0.84
,17:24:23,6,10790,99.5,0.88,13.3,7,23,0.118,10,49.9,0.85
,17:24:24,6,10790,100.5,0.89,13.3,7,23,0.119,10,49.9,0.85
,17:24:25,6,10790,101.5,0.89,13.3,7,23,0.129,10,49.9,0.86
,17:24:26,6,10790,102.5,0.89,13.3,7,23,0.134,10,49.9,0.86
,17:24:27,6,10790,103.5,0.88,13.3,7,23,0.127,10,49.9,0.84
,17:24:28,6,10790,104.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:24:29,6,10790,105.5,0.86,13.3,7,23,0.125,10,49.9,0.83
,17:24:30,6,10790,106.5,0.88,13.3,7,23,0.127,10,49.9,0.85
,17:24:31,6,10790,107.5,0.91,13.3,7,23,0.127,10,49.9,0.88
,17:24:32,6,10790,108.5,0.93,13.3,7,23,0.129,10,49.9,0.9
,17:24:33,6,10790,109.5,0.93,13.3,7,23,0.125,10,50,0.9
,17:24:34,6,10790,110.5,0.91,13.3,8,22,0.118,10,49.9,0.88
,17:24:35,6,10790,111.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,17:24:36,6,10790,112.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,17:24:37,6,10790,113.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,17:24:38,6,10790,114.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:24:39,6,10790,115.5,0.88,13.3,7,23,0.126,10,49.9,0.84
,17:24:40,6,10790,116.5,0.88,13.3,7,23,0.122,10,49.9,0.85
,17:24:41,6,10790,117.5,0.88,13.3,7,23,0.123,10,49.9,0.85
,17:24:42,6,10790,118.5,0.89,13.3,7,23,0.124,10,49.9,0.86
,17:24:43,6,10790,119.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,17:24:44,6,10790,120.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:24:45,6,10790,121.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,17:24:46,6,10790,122.5,0.87,13.3,7,23,0.125,10,49.9,0.84
,17:24:47,6,10790,123.5,0.86,13.3,7,23,0.125,10,49.9,0.83
,17:24:48,6,10790,124.5,0.85,13.3,7,23,0.123,10,49.9,0.82
,17:24:49,6,10790,125.5,0.85,13.3,7,23,0.127,10,49.9,0.82
,17:24:50,6,10790,126.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:24:51,6,10790,127.5,0.86,13.3,7,22,0.124,10,49.9,0.83
,17:24:52,6,10790,128.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:24:53,6,10790,129.5,0.88,13.3,7,23,0.118,10,49.9,0.84
,17:24:54,6,10790,130.5,0.88,13.3,7,23,0.118,10,49.9,0.84
,17:24:55,6,10790,131.5,0.87,13.3,7,22,0.122,10,49.9,0.84
,17:24:56,6,10790,132.5,0.86,13.3,7,22,0.12,10,49.9,0.83
,17:24:57,6,10790,133.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:24:58,6,10790,134.5,0.83,13.3,7,22,0.12,10,49.9,0.8
,17:24:59,6,10790,135.5,0.83,13.3,7,22,0.116,10,50,0.8
,17:25:00,6,10790,136.5,0.83,13.3,7,23,0.115,10,49.9,0.8
,17:25:01,6,10790,137.5,0.84,13.3,7,23,0.117,10,49.9,0.82
,17:25:02,6,10790,138.5,0.86,13.3,7,22,0.12,10,49.9,0.83
,17:25:03,6,10790,139.5,0.89,13.3,7,22,0.128,10,49.9,0.86
,17:25:04,6,10790,140.5,0.91,13.3,7,23,0.131,10,49.9,0.88
,17:25:05,6,10790,141.5,0.91,13.3,7,23,0.127,10,49.9,0.88
,17:25:06,6,10790,142.5,0.91,13.3,7,23,0.127,10,49.9,0.88
,17:25:07,6,10790,143.5,0.9,13.3,7,23,0.125,10,49.9,0.87
,17:25:08,6,10790,144.5,0.89,13.3,7,23,0.129,10,49.9,0.86
,17:25:09,6,10790,145.5,0.88,13.3,7,23,0.127,10,49.9,0.85
,17:25:10,6,10790,146.5,0.86,13.3,7,23,0.125,10,49.9,0.83
,17:25:11,6,10790,147.5,0.86,13.3,7,23,0.12,10,49.9,0.83
,17:25:12,6,10790,148.5,0.86,13.3,7,23,0.119,10,49.9,0.83
,17:25:13,6,10790,149.5,0.86,13.3,7,23,0.12,10,49.9,0.83
,17:25:14,6,10790,150.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:25:15,6,10790,151.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:25:16,6,10790,152.5,0.87,13.3,7,23,0.125,10,49.9,0.84
,17:25:17,6,10790,153.5,0.88,13.3,7,23,0.122,10,49.9,0.84
,17:25:18,6,10790,154.5,0.88,13.3,7,22,0.122,10,49.9,0.85
,17:25:19,6,10790,155.5,0.88,13.3,7,23,0.118,10,50,0.85
,17:25:20,6,10790,156.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:25:21,6,10790,157.5,0.86,13.3,7,23,0.125,10,49.9,0.83
,17:25:22,6,10790,158.5,0.86,13.3,7,23,0.119,10,50,0.82
,17:25:23,6,10790,159.5,0.86,13.3,7,22,0.119,10,49.9,0.83
,17:25:24,6,10790,160.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,17:25:25,6,10790,161.5,0.85,13.3,7,23,0.123,10,49.9,0.82
,17:25:26,6,10790,162.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,17:25:27,6,10790,163.5,0.86,13.3,7,23,0.12,10,49.9,0.83
,17:25:28,6,10790,164.5,0.86,13.3,7,23,0.119,10,49.9,0.83
,17:25:29,6,10790,165.5,0.86,13.3,7,23,0.119,10,49.9,0.83
,17:25:30,6,10790,166.5,0.85,13.3,7,23,0.118,10,49.9,0.82
,17:25:31,6,10790,167.5,0.86,13.3,7,23,0.119,10,49.9,0.83
,17:25:32,6,10790,168.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:25:33,6,10790,169.5,0.86,13.3,7,23,0.125,10,49.9,0.83
,17:25:34,6,10790,170.5,0.86,13.3,7,23,0.119,10,49.9,0.83
,17:25:35,6,10790,171.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:25:36,6,10790,172.5,0.85,13.3,7,23,0.118,10,49.9,0.82
,17:25:37,6,10790,173.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,17:25:38,6,10790,174.5,0.84,13.3,7,22,0.121,10,49.9,0.81
,17:25:39,6,10790,175.5,0.84,13.3,7,22,0.121,10,49.9,0.81
,17:25:40,6,10790,176.5,0.85,13.3,7,23,0.122,10,49.9,0.82
,17:25:41,6,10790,177.5,0.87,13.3,7,23,0.121,10,49.9,0.84
,17:25:42,6,10790,178.5,0.89,13.3,7,22,0.12,10,49.9,0.86
,17:25:43,6,10790,179.5,0.9,13.3,7,22,0.126,10,49.9,0.87
,17:25:44,6,10790,180.5,0.89,13.3,7,22,0.12,10,49.9,0.86
,17:25:45,6,10790,181.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,17:25:46,6,10790,182.5,0.87,13.3,7,22,0.122,10,49.9,0.84
,17:25:47,6,10790,183.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,17:25:48,6,10790,184.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:25:49,6,10790,185.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,17:25:50,6,10790,186.5,0.89,13.3,7,23,0.129,10,49.9,0.86
,17:25:51,6,10790,187.5,0.9,13.3,7,23,0.12,10,49.9,0.86
,17:25:52,6,10790,188.5,0.88,13.3,7,23,0.119,10,49.9,0.85
,17:25:53,6,10790,189.5,0.88,13.3,7,23,0.123,10,49.9,0.85
,17:25:54,6,10790,190.5,0.88,13.3,7,23,0.122,10,49.9,0.85
,17:25:55,6,10790,191.5,0.9,13.3,7,23,0.125,10,49.9,0.87
,17:25:56,6,10790,192.5,0.91,13.3,7,23,0.131,10,49.9,0.88
,17:25:57,6,10790,193.5,0.91,13.3,7,23,0.131,10,49.9,0.87
,17:25:58,6,10790,194.5,0.89,13.3,7,23,0.129,10,50,0.86
,17:25:59,6,10790,195.5,0.88,13.3,7,23,0.132,10,49.9,0.85
,17:26:00,6,10790,196.5,0.89,13.3,7,23,0.124,10,49.9,0.86
,17:26:01,6,10790,197.5,0.91,13.3,7,23,0.122,10,49.9,0.88
,17:26:02,6,10790,198.5,0.92,13.3,7,22,0.128,10,49.9,0.88
,17:26:03,6,10790,199.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,17:26:04,6,10790,200.5,0.88,13.3,7,22,0.126,10,49.9,0.84
,17:26:05,6,10790,201.5,0.86,13.3,7,22,0.124,10,49.9,0.83
,17:26:06,6,10790,202.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,17:26:07,6,10790,203.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:26:08,6,10790,204.5,0.85,13.3,7,22,0.119,10,49.9,0.83
,17:26:09,6,10790,205.5,0.86,13.3,7,22,0.124,10,49.9,0.83
,17:26:10,6,10790,206.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:26:11,6,10790,207.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:26:12,6,10790,208.5,0.86,13.3,7,23,0.125,10,49.9,0.84
,17:26:13,6,10790,209.5,0.88,13.3,7,23,0.122,10,49.9,0.85
,17:26:14,6,10790,210.5,0.88,13.3,7,23,0.123,10,49.9,0.85
,17:26:15,6,10790,211.5,0.87,13.3,7,23,0.117,10,49.9,0.84
,17:26:16,6,10790,212.5,0.86,13.3,7,23,0.12,10,49.9,0.83
,17:26:17,6,10790,213.5,0.86,13.3,7,23,0.12,10,49.9,0.83
,17:26:18,6,10790,214.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:26:19,6,10790,215.5,0.86,13.3,7,22,0.116,10,49.9,0.83
,17:26:20,6,10790,216.5,0.86,13.3,7,22,0.119,10,49.9,0.83
,17:26:21,6,10790,217.5,0.84,13.3,7,23,0.117,10,49.9,0.81
,17:26:22,6,10790,218.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:26:23,6,10790,219.5,0.84,13.3,7,22,0.122,10,49.9,0.81
,17:26:24,6,10790,220.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:26:25,6,10790,221.5,0.84,13.3,7,22,0.126,10,49.9,0.81
,17:26:26,6,10790,222.5,0.84,13.3,7,22,0.121,10,49.9,0.81
,17:26:27,6,10790,223.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:26:28,6,10790,224.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,17:26:29,6,10790,225.5,0.85,13.3,7,22,0.119,10,49.9,0.83
,17:26:30,6,10790,226.5,0.85,13.3,7,22,0.119,10,49.9,0.82
,17:26:31,6,10790,227.5,0.84,13.3,7,22,0.117,10,49.9,0.81
,17:26:32,6,10790,228.5,0.83,13.3,7,22,0.115,10,49.9,0.8
,17:26:33,6,10790,229.5,0.83,13.3,7,22,0.115,10,49.9,0.8
,17:26:34,6,10790,230.5,0.84,13.3,7,22,0.121,10,49.9,0.81
,17:26:35,6,10790,231.5,0.84,13.3,7,22,0.122,10,49.9,0.81
,17:26:36,6,10790,232.5,0.84,13.3,7,22,0.121,10,49.9,0.81
,17:26:37,6,10790,233.5,0.83,13.3,7,23,0.116,10,49.9,0.8
,17:26:38,6,10790,234.5,0.83,13.3,7,22,0.115,10,49.9,0.8
,17:26:39,6,10790,235.5,0.85,13.3,7,22,0.118,10,49.9,0.82
,17:26:40,6,10790,236.5,0.86,13.3,7,22,0.12,10,49.9,0.83
,17:26:41,6,10790,237.5,0.88,13.3,7,22,0.122,10,50,0.85
,17:26:42,6,10790,238.5,0.88,13.3,7,22,0.122,10,49.9,0.84
,17:26:43,6,10790,239.5,0.87,13.3,7,22,0.116,10,49.9,0.83
,17:26:44,6,10790,240.5,0.86,13.3,7,22,0.115,10,49.9,0.83
,17:26:45,6,10790,241.5,0.86,13.3,7,22,0.115,10,49.9,0.83
,17:26:46,6,10790,242.5,0.86,13.3,7,22,0.12,10,49.9,0.83
,17:26:47,6,10790,243.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:26:48,6,10790,244.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,17:26:49,6,10790,245.5,0.9,13.3,7,23,0.13,10,49.9,0.87
,17:26:50,6,10790,246.5,0.9,13.3,7,23,0.125,10,50,0.87
,17:26:51,6,10790,247.5,0.89,13.3,7,23,0.129,10,49.9,0.86
,17:26:52,6,10790,248.5,0.88,13.3,7,23,0.127,10,49.9,0.85
,17:26:53,6,10790,249.5,0.88,13.3,7,23,0.128,10,49.9,0.85
,17:26:54,6,10790,250.5,0.89,13.3,7,23,0.124,10,50,0.86
,17:26:55,6,10790,251.5,0.9,13.3,7,23,0.13,10,49.9,0.87
,17:26:56,6,10790,252.5,0.9,13.3,7,23,0.13,10,49.9,0.87
,17:26:57,6,10790,253.5,0.89,13.3,7,23,0.128,10,49.9,0.85
,17:26:58,6,10790,254.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:26:59,6,10790,255.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,17:27:00,6,10790,256.5,0.85,13.3,7,23,0.122,10,49.9,0.82
,17:27:01,6,10790,257.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:27:02,6,10790,258.5,0.85,13.3,7,22,0.118,10,49.9,0.82
,17:27:03,6,10790,259.5,0.85,13.3,7,23,0.119,10,49.9,0.83
,17:27:04,6,10790,260.5,0.88,13.3,7,22,0.126,10,49.9,0.85
,17:27:05,6,10790,261.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,17:27:06,6,10790,262.5,0.91,13.3,7,22,0.126,10,49.9,0.87
,17:27:07,6,10790,263.5,0.9,13.3,7,22,0.125,10,49.9,0.87
,17:27:08,6,10790,264.5,0.89,13.3,7,22,0.12,10,49.9,0.86
,17:27:09,6,10790,265.5,0.88,13.3,7,23,0.123,10,49.9,0.85
,17:27:10,6,10790,266.5,0.88,13.3,7,22,0.126,10,49.9,0.84
,17:27:11,6,10790,267.5,0.87,13.3,7,22,0.125,10,50,0.84
,17:27:12,6,10790,268.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,17:27:13,6,10790,269.5,0.88,13.3,7,22,0.122,10,49.9,0.84
,17:27:14,6,10790,270.5,0.88,13.3,7,22,0.123,10,50,0.85
,17:27:15,6,10790,271.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,17:27:16,6,10790,272.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,17:27:17,6,10790,273.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,17:27:18,6,10790,274.5,0.88,13.3,7,22,0.122,10,50,0.84
,17:27:19,6,10790,275.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:27:20,6,10790,276.5,0.86,13.3,7,22,0.125,10,49.9,0.83
,17:27:21,6,10790,277.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:27:22,6,10790,278.5,0.86,13.3,7,23,0.125,10,49.9,0.83
,17:27:23,6,10790,279.5,0.86,13.3,7,22,0.12,10,50,0.83
,17:27:24,6,10790,280.5,0.86,13.3,7,22,0.12,10,49.9,0.83
,17:27:25,6,10790,281.5,0.86,13.3,7,22,0.119,10,49.9,0.83
,17:27:26,6,10790,282.5,0.86,13.3,7,22,0.124,10,49.9,0.83
,17:27:27,6,10790,283.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,17:27:28,6,10790,284.5,0.87,13.3,7,23,0.122,10,49.9,0.84
,17:27:29,6,10790,285.5,0.87,13.3,7,22,0.122,10,50,0.84
,17:27:30,6,10790,286.5,0.87,13.3,7,22,0.126,10,50,0.84
,17:27:31,6,10790,287.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:27:32,6,10790,288.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,17:27:33,6,10790,289.5,0.86,13.3,7,22,0.119,10,49.9,0.83
,17:27:34,6,10790,290.5,0.85,13.3,7,22,0.118,10,49.9,0.82
,17:27:35,6,10790,291.5,0.85,13.3,7,22,0.118,10,49.9,0.82
,17:27:36,6,10790,292.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,17:27:37,6,10790,293.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,17:27:38,6,10790,294.5,0.91,13.3,7,22,0.127,10,49.9,0.88
,17:27:39,6,10790,295.5,0.92,13.3,7,22,0.128,10,50,0.89
,17:27:40,6,10790,296.5,0.92,13.3,7,22,0.124,10,49.9,0.89
,17:27:41,6,10790,297.5,0.92,13.3,8,22,0.12,10,49.9,0.89
,17:27:42,6,10790,298.5,0.92,13.3,7,22,0.124,10,49.9,0.89
,17:27:43,6,10790,299.5,0.91,13.3,7,22,0.127,10,49.9,0.88
,17:27:44,6,10790,300.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,17:27:45,6,10790,301.5,0.88,13.3,7,22,0.127,10,50,0.85
,17:27:46,6,10790,302.5,0.87,13.3,7,23,0.131,10,50,0.84
,17:27:47,6,10790,303.5,0.87,13.3,7,23,0.131,10,50,0.84
,17:27:48,6,10790,304.5,0.87,13.3,7,23,0.126,10,49.9,0.84
,17:27:49,6,10790,305.5,0.87,13.3,7,23,0.121,10,49.9,0.84
,17:27:50,6,10790,306.5,0.87,13.3,7,23,0.121,10,49.9,0.84
,17:27:51,6,10790,307.5,0.88,13.3,7,23,0.122,10,50,0.85
,17:27:52,6,10790,308.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,17:27:53,6,10790,309.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,17:27:54,6,10790,310.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,17:27:55,6,10790,311.5,0.89,13.3,7,22,0.133,10,49.9,0.85
,17:27:56,6,10790,312.5,0.88,13.3,7,22,0.122,10,49.9,0.84
,17:27:57,6,10790,313.5,0.88,13.3,7,22,0.118,10,49.9,0.85
,17:27:58,6,10790,314.5,0.89,13.3,7,22,0.123,10,49.9,0.86
,17:27:59,6,10790,315.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,17:28:00,6,10790,316.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:28:01,6,10790,317.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,17:28:02,6,10790,318.5,0.86,13.3,7,23,0.125,10,49.9,0.83
,17:28:03,6,10790,319.5,0.87,13.3,7,23,0.125,10,49.9,0.84
,17:28:04,6,10790,320.5,0.87,13.3,7,23,0.131,10,49.9,0.84
,17:28:05,6,10790,321.5,0.88,13.3,7,23,0.126,10,49.9,0.84
,17:28:06,6,10790,322.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:28:07,6,10790,323.5,0.88,13.3,7,22,0.132,10,49.9,0.85
,17:28:08,6,10790,324.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:28:09,6,10790,325.5,0.89,13.3,7,22,0.124,10,50,0.86
,17:28:10,6,10790,326.5,0.9,13.3,7,22,0.12,10,49.9,0.86
,17:28:11,6,10790,327.5,0.89,13.3,7,22,0.119,10,49.9,0.85
,17:28:12,6,10790,328.5,0.87,13.3,7,22,0.117,10,49.9,0.84
,17:28:13,6,10790,329.5,0.86,13.3,7,22,0.115,10,49.9,0.83
,17:28:14,6,10790,330.5,0.85,13.3,7,22,0.115,10,49.9,0.82
,17:28:15,6,10790,331.5,0.86,13.3,7,22,0.115,10,50,0.83
,17:28:16,6,10790,332.5,0.86,13.3,7,23,0.119,10,49.9,0.83
,17:28:17,6,10790,333.5,0.85,13.3,7,23,0.118,10,49.9,0.82
,17:28:18,6,10790,334.5,0.84,13.3,7,23,0.122,10,49.9,0.81
,17:28:19,6,10790,335.5,0.85,13.3,7,23,0.122,10,49.9,0.82
,17:28:20,6,10790,336.5,0.85,13.3,7,23,0.122,10,49.9,0.82
,17:28:21,6,10790,337.5,0.85,13.3,7,23,0.122,10,49.9,0.82
,17:28:22,6,10790,338.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,17:28:23,6,10790,339.5,0.86,13.3,7,23,0.124,10,49.9,0.83
,17:28:24,6,10790,340.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,17:28:25,6,10790,341.5,0.9,13.3,7,22,0.129,10,50,0.86
,17:28:26,6,10790,342.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,17:28:27,6,10790,343.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,17:28:28,6,10790,344.5,0.88,13.3,7,22,0.122,10,49.9,0.85
,17:28:29,6,10790,345.5,0.88,13.3,7,22,0.128,10,50,0.85
,17:28:30,6,10790,346.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,17:28:31,6,10790,347.5,0.88,13.3,7,22,0.126,10,49.9,0.84
,17:28:32,6,10790,348.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,17:28:33,6,10790,349.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,17:28:34,6,10790,350.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,17:28:35,6,10790,351.5,0.9,13.3,7,22,0.125,10,49.9,0.87
,17:28:36,6,10790,352.5,0.9,13.3,7,22,0.125,10,49.9,0.87
,17:28:37,6,10790,353.5,0.89,13.3,7,22,0.12,10,49.9,0.86
,17:28:38,6,10790,354.5,0.89,13.3,7,22,0.119,10,49.9,0.86
,17:28:39,6,10790,355.5,0.89,13.3,7,22,0.124,10,50,0.86
,17:28:40,6,10790,356.5,0.89,13.3,7,22,0.128,10,49.9,0.86
,17:28:41,6,10790,357.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,17:28:42,6,10790,358.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,17:28:43,6,10790,359.5,0.87,13.3,7,22,0.13,10,49.9,0.84
,17:28:44,6,10790,360.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:28:45,6,10790,361.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,17:28:46,6,10790,362.5,0.91,13.3,7,22,0.132,10,49.9,0.88
,17:28:47,6,10790,363.5,0.91,13.3,7,22,0.126,10,49.9,0.87
,17:28:48,6,10790,364.5,0.89,13.3,7,22,0.124,10,49.9,0.85
,17:28:49,6,10790,365.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,17:28:50,6,10790,366.5,0.88,13.3,7,22,0.127,10,50,0.85
,17:28:51,6,10790,367.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,17:28:52,6,10790,368.5,0.87,13.3,7,23,0.131,10,49.9,0.84
,17:28:53,6,10790,369.5,0.86,13.3,7,22,0.12,10,49.9,0.83
,17:28:54,6,10790,370.5,0.85,13.3,7,23,0.118,10,49.9,0.81
,17:28:55,6,10790,371.5,0.84,13.3,7,23,0.121,10,49.9,0.81
,17:28:56,6,10790,372.5,0.83,13.3,7,22,0.116,10,50,0.8
,17:28:57,6,10790,373.5,0.84,13.3,7,22,0.113,10,49.9,0.81
,17:28:58,6,10790,374.5,0.85,13.3,7,22,0.114,10,49.9,0.82
