Data file,,DELRIN_HEF_T38_PO4.TSV,,,,,,,,,,
,18:09:07,6,10790,2783.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:09:08,6,10790,2784.5,0.89,13.3,7,22,0.128,10,49.9,0.86
,18:09:09,6,10790,2785.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:09:10,6,10790,2786.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:09:11,6,10790,2787.5,0.9,13.3,7,22,0.126,10,49.9,0.87
,18:09:12,6,10790,2788.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,18:09:13,6,10790,2789.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,18:09:14,6,10790,2790.5,0.89,13.3,7,21,0.128,10,49.9,0.86
,18:09:15,6,10790,2791.5,0.9,13.3,7,21,0.125,10,49.9,0.86
,18:09:18,6,10790,2792.5,0.9,13.3,7,21,0.121,10,49.9,0.87
,18:09:22,6,10790,2793.5,0.91,13.3,7,21,0.131,10,49.9,0.87
,18:09:23,6,10790,2794.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:09:24,6,10790,2795.5,0.9,13.3,7,21,0.126,10,49.9,0.87
,18:09:25,6,10790,2796.5,0.91,13.3,7,22,0.126,10,49.9,0.87
,18:09:26,6,10790,2797.5,0.9,13.3,7,22,0.126,10,49.9,0.87
,18:09:27,6,10790,2798.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:09:28,6,10790,2799.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:09:29,6,10790,2800.5,0.89,13.3,7,22,0.119,10,49.9,0.86
,18:09:30,6,10790,2801.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,18:09:31,6,10790,2802.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:09:32,6,10790,2803.5,0.88,13.3,7,22,0.127,10,49.9,0.84
,18:09:33,6,10790,2804.5,0.86,13.3,7,22,0.119,10,49.9,0.82
,18:09:34,6,10790,2805.5,0.84,13.3,7,22,0.121,10,49.9,0.81
,18:09:35,6,10790,2806.5,0.83,13.3,7,22,0.12,10,49.9,0.8
,18:09:36,6,10790,2807.5,0.84,13.3,7,21,0.121,10,49.9,0.81
,18:09:37,6,10790,2808.5,0.84,13.3,7,21,0.121,10,49.9,0.81
,18:09:38,6,10790,2809.5,0.84,13.3,7,21,0.121,10,49.9,0.81
,18:09:39,6,10790,2810.5,0.84,13.3,7,21,0.116,10,49.9,0.81
,18:09:40,6,10790,2811.5,0.84,13.3,7,21,0.121,10,49.9,0.81
,18:09:41,6,10790,2812.5,0.84,13.3,7,21,0.117,10,49.9,0.81
,18:09:42,6,10790,2813.5,0.85,13.3,7,21,0.114,10,49.9,0.82
,18:09:43,6,10790,2814.5,0.86,13.3,7,21,0.115,10,49.9,0.83
,18:09:44,6,10790,2815.5,0.87,13.3,7,22,0.117,10,49.9,0.84
,18:09:45,6,10790,2816.5,0.88,13.3,7,22,0.118,10,49.9,0.85
,18:09:46,6,10790,2817.5,0.88,13.3,7,22,0.118,10,49.9,0.85
,18:09:47,6,10790,2818.5,0.87,13.3,7,21,0.121,10,49.9,0.84
,18:09:48,6,10790,2819.5,0.86,13.3,7,21,0.124,10,49.9,0.83
,18:09:49,6,10790,2820.5,0.86,13.3,7,21,0.12,10,49.9,0.83
,18:09:50,6,10790,2821.5,0.86,13.3,7,21,0.124,10,49.9,0.83
,18:09:51,6,10790,2822.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:09:52,6,10790,2823.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:09:53,6,10790,2824.5,0.86,13.3,7,22,0.125,10,49.9,0.83
,18:09:54,6,10790,2825.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,18:09:55,6,10790,2826.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,18:09:56,6,10790,2827.5,0.85,13.3,7,22,0.123,10,49.9,0.82
,18:09:57,6,10790,2828.5,0.86,13.3,7,22,0.124,10,49.9,0.83
,18:09:58,6,10790,2829.5,0.86,13.3,7,22,0.119,10,49.9,0.83
,18:09:59,6,10790,2830.5,0.85,13.3,7,22,0.119,10,49.9,0.83
,18:10:00,6,10790,2831.5,0.86,13.3,7,21,0.119,10,49.9,0.83
,18:10:01,6,10790,2832.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:10:02,6,10790,2833.5,0.87,13.3,7,21,0.125,10,49.9,0.84
,18:10:03,6,10790,2834.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:10:04,6,10790,2835.5,0.86,13.3,7,22,0.12,10,49.9,0.84
,18:10:05,6,10790,2836.5,0.87,13.3,7,21,0.117,10,49.9,0.84
,18:10:06,6,10790,2837.5,0.88,13.3,7,21,0.118,10,49.9,0.85
,18:10:07,6,10790,2838.5,0.88,13.3,7,21,0.118,10,49.9,0.85
,18:10:08,6,10790,2839.5,0.88,13.3,7,21,0.122,10,49.9,0.85
,18:10:09,6,10790,2840.5,0.88,13.3,7,21,0.122,10,49.9,0.84
,18:10:10,6,10790,2841.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:10:11,6,10790,2842.5,0.89,13.3,7,22,0.128,10,49.9,0.86
,18:10:12,6,10790,2843.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:10:13,6,10790,2844.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:10:14,6,10790,2845.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:10:15,6,10790,2846.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:10:16,6,10790,2847.5,0.89,13.3,7,22,0.124,10,49.9,0.85
,18:10:17,6,10790,2848.5,0.88,13.3,7,21,0.122,10,49.9,0.84
,18:10:18,6,10790,2849.5,0.88,13.3,7,22,0.122,10,49.9,0.84
,18:10:19,6,10790,2850.5,0.88,13.3,7,21,0.123,10,49.9,0.85
,18:10:20,6,10790,2851.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:10:21,6,10790,2852.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:10:22,6,10790,2853.5,0.89,13.3,7,22,0.128,10,49.9,0.86
,18:10:23,6,10790,2854.5,0.89,13.3,7,22,0.128,10,49.9,0.85
,18:10:24,6,10790,2855.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:10:25,6,10790,2856.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:10:26,6,10790,2857.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,18:10:27,6,10790,2858.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,18:10:28,6,10790,2859.5,0.88,13.3,7,22,0.122,10,49.9,0.84
,18:10:29,6,10790,2860.5,0.88,13.3,7,22,0.126,10,49.9,0.84
,18:10:30,6,10790,2861.5,0.88,13.3,7,22,0.126,10,49.9,0.84
,18:10:31,6,10790,2862.5,0.86,13.3,7,22,0.125,10,49.9,0.83
,18:10:32,6,10790,2863.5,0.86,13.3,7,21,0.119,10,49.9,0.83
,18:10:33,6,10790,2864.5,0.85,13.3,7,21,0.118,10,49.9,0.82
,18:10:34,6,10790,2865.5,0.85,13.3,7,22,0.118,10,49.9,0.82
,18:10:35,6,10790,2866.5,0.86,13.3,7,22,0.124,10,49.8,0.83
,18:10:36,6,10790,2867.5,0.86,13.3,7,22,0.124,10,49.9,0.83
,18:10:37,6,10790,2868.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:10:38,6,10790,2869.5,0.86,13.3,7,22,0.124,10,49.9,0.83
,18:10:39,6,10790,2870.5,0.86,13.3,7,22,0.12,10,49.9,0.83
,18:10:40,6,10790,2871.5,0.86,13.3,7,22,0.115,10,49.9,0.82
,18:10:41,6,10790,2872.5,0.86,13.3,7,22,0.119,10,49.9,0.83
,18:10:42,6,10790,2873.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:10:43,6,10790,2874.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,18:10:44,6,10790,2875.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:10:45,6,10790,2876.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:10:46,6,10790,2877.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:10:47,6,10790,2878.5,0.89,13.3,7,21,0.124,10,49.9,0.85
,18:10:48,6,10790,2879.5,0.88,13.3,7,21,0.123,10,49.9,0.85
,18:10:49,6,10790,2880.5,0.88,13.3,7,22,0.122,10,49.9,0.84
,18:10:50,6,10790,2881.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:10:51,6,10790,2882.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:10:52,6,10790,2883.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:10:53,6,10790,2884.5,0.89,13.3,7,22,0.123,10,49.9,0.85
,18:10:54,6,10790,2885.5,0.89,13.3,7,22,0.119,10,49.9,0.86
,18:10:55,6,10790,2886.5,0.88,13.3,7,22,0.118,10,49.9,0.85
,18:10:56,6,10790,2887.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,18:10:57,6,10790,2888.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:10:58,6,10790,2889.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:10:59,6,10790,2890.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:11:00,6,10790,2891.5,0.9,13.3,7,21,0.129,10,49.9,0.86
,18:11:01,6,10790,2892.5,0.9,13.3,7,21,0.126,10,49.9,0.87
,18:11:02,6,10790,2893.5,0.91,13.3,7,21,0.126,10,49.9,0.87
,18:11:03,6,10790,2894.5,0.9,13.3,7,22,0.121,10,49.9,0.87
,18:11:04,6,10790,2895.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:11:05,6,10790,2896.5,0.89,13.3,7,22,0.123,10,49.9,0.85
,18:11:06,6,10790,2897.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,18:11:07,6,10790,2898.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:11:08,6,10790,2899.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:11:09,6,10790,2900.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:11:10,6,10790,2901.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:11:11,6,10790,2902.5,0.91,13.3,7,22,0.126,10,49.9,0.87
,18:11:12,6,10790,2903.5,0.91,13.3,7,21,0.122,10,49.9,0.88
,18:11:13,6,10790,2904.5,0.91,13.3,7,21,0.122,10,49.9,0.88
,18:11:14,6,10790,2905.5,0.9,13.3,7,21,0.126,10,49.9,0.87
,18:11:15,6,10790,2906.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:11:16,6,10790,2907.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:11:17,6,10790,2908.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:11:18,6,10790,2909.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:11:19,6,10790,2910.5,0.91,13.3,7,21,0.126,10,49.9,0.87
,18:11:20,6,10790,2911.5,0.91,13.3,7,21,0.132,10,49.9,0.88
,18:11:21,6,10790,2912.5,0.91,13.3,7,21,0.132,10,49.9,0.88
,18:11:22,6,10790,2913.5,0.91,13.3,7,21,0.131,10,49.9,0.87
,18:11:23,6,10790,2914.5,0.89,13.3,7,21,0.124,10,49.9,0.86
,18:11:24,6,10790,2915.5,0.88,13.3,7,21,0.118,10,49.9,0.84
,18:11:25,6,10790,2916.5,0.88,13.3,7,21,0.118,10,49.9,0.85
,18:11:26,6,10790,2917.5,0.89,13.3,7,21,0.124,10,49.9,0.86
,18:11:27,6,10790,2918.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:11:28,6,10790,2919.5,0.89,13.3,7,22,0.128,10,49.9,0.86
,18:11:29,6,10790,2920.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:11:30,6,10790,2921.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:11:31,6,10790,2922.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:11:32,6,10790,2923.5,0.88,13.3,7,21,0.123,10,49.9,0.85
,18:11:33,6,10790,2924.5,0.87,13.3,7,21,0.117,10,49.9,0.84
,18:11:34,6,10790,2925.5,0.87,13.3,7,21,0.121,10,49.9,0.84
,18:11:35,6,10790,2926.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:11:36,6,10790,2927.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:11:37,6,10790,2928.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:11:38,6,10790,2929.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:11:39,6,10790,2930.5,0.89,13.3,7,21,0.123,10,49.9,0.85
,18:11:40,6,10790,2931.5,0.89,13.3,7,21,0.124,10,49.9,0.86
,18:11:41,6,10790,2932.5,0.89,13.3,7,21,0.123,10,49.9,0.85
,18:11:42,6,10790,2933.5,0.89,13.3,7,22,0.128,10,49.9,0.85
,18:11:43,6,10790,2934.5,0.88,13.3,7,21,0.128,10,49.9,0.85
,18:11:44,6,10790,2935.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:11:45,6,10790,2936.5,0.89,13.3,7,21,0.128,10,49.9,0.86
,18:11:46,6,10790,2937.5,0.9,13.3,7,21,0.125,10,49.9,0.86
,18:11:47,6,10790,2938.5,0.9,13.3,7,21,0.121,10,49.9,0.87
,18:11:48,6,10790,2939.5,0.9,13.3,7,21,0.125,10,49.9,0.87
,18:11:49,6,10790,2940.5,0.9,13.3,7,21,0.129,10,49.9,0.86
,18:11:50,6,10790,2941.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:11:51,6,10790,2942.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,18:11:52,6,10790,2943.5,0.88,13.3,7,22,0.122,10,49.9,0.84
,18:11:53,6,10790,2944.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,18:11:54,6,10790,2945.5,0.88,13.3,7,22,0.122,10,49.9,0.85
,18:11:55,6,10790,2946.5,0.89,13.3,7,22,0.128,10,49.9,0.85
,18:11:56,6,10790,2947.5,0.9,13.3,7,22,0.129,10,49.9,0.87
,18:11:57,6,10790,2948.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:11:58,6,10790,2949.5,0.9,13.3,7,21,0.125,10,49.9,0.87
,18:11:59,6,10790,2950.5,0.89,13.3,7,21,0.124,10,49.9,0.86
,18:12:00,6,10790,2951.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:12:01,6,10790,2952.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:12:02,6,10790,2953.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,18:12:03,6,10790,2954.5,0.9,13.3,7,22,0.125,10,49.9,0.86
,18:12:04,6,10790,2955.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:12:05,6,10790,2956.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:12:06,6,10790,2957.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:12:07,6,10790,2958.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:12:08,6,10790,2959.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:12:09,6,10790,2960.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:12:10,6,10790,2961.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:12:11,6,10790,2962.5,0.9,13.3,7,22,0.125,10,49.9,0.87
,18:12:12,6,10790,2963.5,0.91,13.3,7,22,0.127,10,49.9,0.88
,18:12:13,6,10790,2964.5,0.91,13.3,7,22,0.127,10,49.9,0.88
,18:12:14,6,10790,2965.5,0.91,13.3,7,22,0.127,10,49.9,0.88
,18:12:15,6,10790,2966.5,0.91,13.3,7,22,0.131,10,49.9,0.88
,18:12:16,6,10790,2967.5,0.91,13.3,7,22,0.136,10,49.9,0.88
,18:12:17,6,10790,2968.5,0.91,13.3,7,22,0.137,10,49.9,0.88
,18:12:18,6,10790,2969.5,0.92,13.3,7,21,0.128,10,49.9,0.89
,18:12:19,6,10790,2970.5,0.92,13.3,7,22,0.124,10,49.9,0.89
,18:12:20,6,10790,2971.5,0.92,13.3,7,22,0.123,10,49.9,0.89
,18:12:21,6,10790,2972.5,0.92,13.3,7,22,0.128,10,49.9,0.88
,18:12:22,6,10790,2973.5,0.91,13.3,7,22,0.132,10,49.9,0.88
,18:12:23,6,10790,2974.5,0.91,13.3,7,22,0.131,10,49.9,0.87
,18:12:24,6,10790,2975.5,0.91,13.3,7,22,0.131,10,49.9,0.87
,18:12:25,6,10790,2976.5,0.91,13.3,7,22,0.127,10,49.9,0.88
,18:12:26,6,10790,2977.5,0.92,13.3,7,22,0.124,10,49.9,0.89
,18:12:27,6,10790,2978.5,0.92,13.3,7,22,0.124,10,49.9,0.89
,18:12:28,6,10790,2979.5,0.92,13.3,7,22,0.128,10,49.9,0.88
,18:12:29,6,10790,2980.5,0.91,13.3,7,22,0.132,10,49.9,0.88
,18:12:30,6,10790,2981.5,0.91,13.3,7,22,0.131,10,49.9,0.88
,18:12:31,6,10790,2982.5,0.91,13.3,7,21,0.127,10,49.9,0.88
,18:12:32,6,10790,2983.5,0.92,13.3,7,21,0.128,10,49.9,0.89
,18:12:33,6,10790,2984.5,0.92,13.3,7,21,0.129,10,49.9,0.89
,18:12:34,6,10790,2985.5,0.92,13.3,7,21,0.133,10,49.9,0.89
,18:12:35,6,10790,2986.5,0.91,13.3,7,21,0.132,10,49.9,0.88
,18:12:36,6,10790,2987.5,0.91,13.3,7,22,0.131,10,49.9,0.87
,18:12:37,6,10790,2988.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:12:38,6,10790,2989.5,0.9,13.3,7,22,0.126,10,49.9,0.87
,18:12:39,6,10790,2990.5,0.91,13.3,7,22,0.126,10,49.9,0.88
,18:12:40,6,10790,2991.5,0.9,13.3,7,21,0.126,10,49.9,0.87
,18:12:41,6,10790,2992.5,0.9,13.3,7,21,0.125,10,49.9,0.87
,18:12:42,6,10790,2993.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:12:43,6,10790,2994.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:12:44,6,10790,2995.5,0.9,13.3,7,22,0.13,10,49.9,0.86
,18:12:45,6,10790,2996.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:12:46,6,10790,2997.5,0.87,13.3,7,22,0.121,10,49.9,0.84
,18:12:47,6,10790,2998.5,0.86,13.3,7,21,0.124,10,49.9,0.83
,18:12:48,6,10790,2999.5,0.86,13.3,7,21,0.124,10,49.9,0.83
,18:12:49,6,10790,3000.5,0.85,13.3,7,21,0.123,10,49.9,0.82
,18:12:50,6,10790,3001.5,0.86,13.3,7,21,0.12,10,49.9,0.83
,18:12:51,6,10790,3002.5,0.87,13.3,7,21,0.121,10,49.9,0.84
,18:12:52,6,10790,3003.5,0.88,13.3,7,21,0.123,10,49.9,0.85
,18:12:53,6,10790,3004.5,0.88,13.3,7,21,0.122,10,49.9,0.84
,18:12:54,6,10790,3005.5,0.87,13.3,7,21,0.126,10,49.9,0.84
,18:12:55,6,10790,3006.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:12:56,6,10790,3007.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:12:57,6,10790,3008.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:12:58,6,10790,3009.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:12:59,6,10790,3010.5,0.87,13.3,7,22,0.122,10,49.9,0.84
,18:13:00,6,10790,3011.5,0.88,13.3,7,22,0.122,10,49.9,0.85
,18:13:01,6,10790,3012.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:13:02,6,10790,3013.5,0.89,13.3,7,22,0.128,10,49.9,0.85
,18:13:03,6,10790,3014.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:13:04,6,10790,3015.5,0.89,13.3,7,21,0.129,10,49.9,0.86
,18:13:05,6,10790,3016.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:13:06,6,10790,3017.5,0.89,13.3,7,22,0.128,10,49.9,0.85
,18:13:07,6,10790,3018.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:13:08,6,10790,3019.5,0.89,13.3,7,21,0.128,10,49.9,0.85
,18:13:09,6,10790,3020.5,0.89,13.3,7,22,0.128,10,49.9,0.86
,18:13:10,6,10790,3021.5,0.9,13.3,7,21,0.129,10,49.9,0.86
,18:13:11,6,10790,3022.5,0.89,13.3,7,21,0.124,10,49.9,0.86
,18:13:12,6,10790,3023.5,0.89,13.3,7,21,0.123,10,49.9,0.85
,18:13:13,6,10790,3024.5,0.88,13.3,7,21,0.122,10,49.9,0.84
,18:13:14,6,10790,3025.5,0.86,13.3,7,21,0.12,10,49.9,0.83
,18:13:15,6,10790,3026.5,0.86,13.3,7,21,0.115,10,49.9,0.83
,18:13:16,6,10790,3027.5,0.85,13.3,7,21,0.115,10,49.9,0.82
,18:13:17,6,10790,3028.5,0.85,13.3,7,21,0.115,10,49.9,0.82
,18:13:18,6,10790,3029.5,0.85,13.3,7,21,0.115,10,49.9,0.82
,18:13:19,6,10790,3030.5,0.84,13.3,7,21,0.117,10,49.9,0.81
,18:13:20,6,10790,3031.5,0.84,13.3,7,22,0.117,10,49.9,0.81
,18:13:21,6,10790,3032.5,0.83,13.3,7,22,0.12,10,49.9,0.8
,18:13:22,6,10790,3033.5,0.84,13.3,7,22,0.121,10,49.9,0.81
,18:13:23,6,10790,3034.5,0.84,13.3,7,22,0.125,10,49.9,0.81
,18:13:24,6,10790,3035.5,0.85,13.3,7,22,0.122,10,49.9,0.82
,18:13:25,6,10790,3036.5,0.86,13.3,7,22,0.124,10,49.9,0.82
,18:13:26,6,10790,3037.5,0.85,13.3,7,22,0.118,10,49.9,0.82
,18:13:27,6,10790,3038.5,0.84,13.3,7,21,0.117,10,49.9,0.81
,18:13:28,6,10790,3039.5,0.84,13.3,7,21,0.117,10,49.9,0.81
,18:13:29,6,10790,3040.5,0.87,13.3,7,21,0.121,10,49.9,0.84
,18:13:30,6,10790,3041.5,0.88,13.3,7,21,0.127,10,49.9,0.85
,18:13:31,6,10790,3042.5,0.88,13.3,7,21,0.127,10,49.9,0.85
,18:13:32,6,10790,3043.5,0.88,13.3,7,21,0.128,10,49.9,0.85
,18:13:33,6,10790,3044.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:13:34,6,10790,3045.5,0.88,13.3,7,21,0.123,10,49.9,0.85
,18:13:35,6,10790,3046.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:13:36,6,10790,3047.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:13:37,6,10790,3048.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:13:38,6,10790,3049.5,0.89,13.3,7,21,0.124,10,49.9,0.86
,18:13:39,6,10790,3050.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:13:40,6,10790,3051.5,0.89,13.3,7,21,0.128,10,49.9,0.85
,18:13:41,6,10790,3052.5,0.88,13.3,7,21,0.123,10,49.9,0.85
,18:13:42,6,10790,3053.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:13:43,6,10790,3054.5,0.87,13.3,7,22,0.126,10,49.9,0.84
,18:13:44,6,10790,3055.5,0.87,13.3,7,21,0.125,10,49.9,0.84
,18:13:45,6,10790,3056.5,0.85,13.3,7,21,0.123,10,49.9,0.82
,18:13:46,6,10790,3057.5,0.85,13.3,7,21,0.118,10,49.9,0.82
,18:13:47,6,10790,3058.5,0.86,13.3,7,21,0.119,10,49.9,0.83
,18:13:48,6,10790,3059.5,0.87,13.3,7,21,0.121,10,49.9,0.84
,18:13:49,6,10790,3060.5,0.87,13.3,7,21,0.126,10,49.9,0.84
,18:13:50,6,10790,3061.5,0.87,13.3,7,22,0.125,10,49.9,0.84
,18:13:51,6,10790,3062.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:13:52,6,10790,3063.5,0.89,13.3,7,22,0.128,10,49.9,0.85
,18:13:53,6,10790,3064.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:13:54,6,10790,3065.5,0.88,13.3,7,22,0.118,10,49.9,0.85
,18:13:55,6,10790,3066.5,0.87,13.3,7,22,0.117,10,49.9,0.84
,18:13:56,6,10790,3067.5,0.87,13.3,7,22,0.117,10,49.9,0.84
,18:13:57,6,10790,3068.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:13:58,6,10790,3069.5,0.88,13.3,7,22,0.128,10,49.9,0.85
,18:13:59,6,10790,3070.5,0.89,13.3,7,22,0.128,10,49.9,0.85
,18:14:00,6,10790,3071.5,0.89,13.3,7,22,0.129,10,49.9,0.86
,18:14:01,6,10790,3072.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:14:02,6,10790,3073.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:14:03,6,10790,3074.5,0.9,13.3,7,22,0.125,10,49.9,0.87
,18:14:04,6,10790,3075.5,0.9,13.3,7,22,0.126,10,49.9,0.87
,18:14:05,6,10790,3076.5,0.9,13.3,7,21,0.126,10,49.9,0.87
,18:14:06,6,10790,3077.5,0.91,13.3,7,21,0.126,10,49.9,0.87
,18:14:07,6,10790,3078.5,0.9,13.3,7,21,0.125,10,49.9,0.87
,18:14:08,6,10790,3079.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:14:09,6,10790,3080.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:14:10,6,10790,3081.5,0.9,13.3,7,21,0.13,10,49.9,0.86
,18:14:11,6,10790,3082.5,0.89,13.3,7,21,0.124,10,49.9,0.85
,18:14:12,6,10790,3083.5,0.88,13.3,7,21,0.127,10,49.9,0.85
,18:14:13,6,10790,3084.5,0.88,13.3,7,22,0.127,10,49.9,0.85
,18:14:14,6,10790,3085.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:14:15,6,10790,3086.5,0.88,13.3,7,22,0.123,10,49.9,0.85
,18:14:16,6,10790,3087.5,0.88,13.3,7,22,0.119,10,49.9,0.85
,18:14:17,6,10790,3088.5,0.89,13.3,7,22,0.12,10,49.9,0.86
,18:14:18,6,10790,3089.5,0.9,13.3,7,22,0.125,10,49.9,0.87
,18:14:19,6,10790,3090.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:14:20,6,10790,3091.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:14:21,6,10790,3092.5,0.89,13.3,7,22,0.124,10,49.9,0.86
,18:14:22,6,10790,3093.5,0.9,13.3,7,21,0.125,10,49.9,0.87
,18:14:23,6,10790,3094.5,0.9,13.3,7,21,0.126,10,49.9,0.87
,18:14:24,6,10790,3095.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:14:25,6,10790,3096.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:14:26,6,10790,3097.5,0.9,13.3,7,22,0.129,10,49.9,0.86
,18:14:27,6,10790,3098.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:14:28,6,10790,3099.5,0.91,13.3,7,22,0.126,10,49.9,0.87
,18:14:29,6,10790,3100.5,0.91,13.3,7,22,0.126,10,49.9,0.88
,18:14:30,6,10790,3101.5,0.91,13.3,7,22,0.131,10,49.9,0.87
,18:14:31,6,10790,3102.5,0.9,13.3,7,22,0.13,10,49.9,0.87
,18:14:32,6,10790,3103.5,0.9,13.3,7,21,0.13,10,49.9,0.87
,18:14:33,6,10790,3104.5,0.9,13.3,7,21,0.125,10,49.9,0.87
,18:14:34,6,10790,3105.5,0.9,13.3,7,22,0.126,10,49.9,0.87
,18:14:35,6,10790,3106.5,0.9,13.3,7,22,0.13,10,49.9,0.87
