Data file,,PPS_ISO10_30DEG_001.TSV,,,,,,,,,,
,15:27:19,6,3590,1968.6,0.53,13.3,7,28.9,0.08,10,50,0.51
,15:27:20,6,3590,1969.6,0.53,13.3,7,28.9,0.08,10,50,0.51
,15:27:21,6,3590,1970.6,0.53,13.3,7,28.9,0.08,10,50,0.51
,15:27:22,6,3590,1971.6,0.53,13.3,7,28.8,0.08,10,50.1,0.51
,15:27:23,6,3590,1972.6,0.53,13.3,6,28.8,0.083,10,50,0.51
,15:27:24,6,3590,1973.6,0.53,13.3,6,28.8,0.083,10,50,0.51
,15:27:25,6,3590,1974.6,0.53,13.3,7,28.8,0.079,10,50.1,0.51
,15:27:26,6,3590,1975.6,0.53,13.3,7,28.8,0.079,10,50,0.51
,15:27:27,6,3590,1976.6,0.53,13.3,7,28.7,0.079,10,50,0.51
,15:27:28,6,3590,1977.6,0.53,13.3,7,28.7,0.08,10,50,0.51
,15:27:29,6,3590,1978.6,0.54,13.3,6,28.7,0.084,10,50,0.52
,15:27:30,6,3590,1979.6,0.54,13.3,7,28.7,0.081,10,50,0.52
,15:27:31,6,3590,1980.6,0.54,13.3,7,28.7,0.079,10,50,0.52
,15:27:32,6,3590,1981.6,0.55,13.3,7,28.6,0.079,10,50,0.52
,15:27:33,6,3590,1982.6,0.55,13.3,7,28.7,0.079,10,50,0.52
,15:27:34,6,3590,1983.6,0.54,13.3,7,28.6,0.079,10,50.1,0.52
,15:27:35,6,3590,1984.6,0.54,13.3,7,28.6,0.081,10,50,0.52
,15:27:36,6,3590,1985.6,0.54,13.3,7,28.6,0.081,10,50,0.52
,15:27:37,6,3590,1986.6,0.54,13.3,7,28.6,0.082,10,50,0.52
,15:27:38,6,3590,1987.6,0.55,13.3,7,28.6,0.083,10,50,0.53
,15:27:39,6,3590,1988.6,0.55,13.3,7,28.5,0.083,10,50.1,0.53
,15:27:40,6,3590,1989.6,0.55,13.3,7,28.5,0.082,10,50,0.53
,15:27:41,6,3590,1990.6,0.54,13.3,7,28.5,0.082,10,50,0.52
,15:27:42,6,3590,1991.6,0.54,13.3,7,28.5,0.082,10,50,0.52
,15:27:43,6,3590,1992.6,0.54,13.3,7,28.5,0.082,10,50,0.53
,15:27:44,6,3590,1993.6,0.55,13.3,7,28.4,0.082,10,50,0.53
,15:27:45,6,3590,1994.6,0.55,13.3,7,28.4,0.082,10,50,0.53
,15:27:46,6,3590,1995.6,0.54,13.3,7,28.4,0.079,10,50.1,0.52
,15:27:47,6,3590,1996.6,0.54,13.3,7,28.4,0.078,10,50,0.52
,15:27:48,6,3590,1997.6,0.54,13.3,7,28.3,0.078,10,50,0.52
,15:27:49,6,3590,1998.6,0.54,13.3,7,28.3,0.081,10,50,0.52
,15:27:50,6,3590,1999.6,0.54,13.3,7,28.3,0.079,10,50.1,0.52
,15:27:51,6,3590,2000.6,0.55,13.3,7,28.3,0.077,10,50,0.53
,15:27:52,6,3590,2001.6,0.55,13.3,7,28.3,0.08,10,50,0.53
,15:27:53,6,3590,2002.6,0.55,13.3,7,28.3,0.079,10,50,0.53
,15:27:54,6,3590,2003.6,0.54,13.3,7,28.3,0.078,10,50,0.52
,15:27:55,6,3590,2004.6,0.54,13.3,7,28.3,0.081,10,50,0.52
,15:27:56,6,3590,2005.6,0.54,13.3,7,28.2,0.078,10,50,0.52
,15:27:57,6,3590,2006.6,0.54,13.3,7,28.2,0.075,10,50,0.52
,15:27:58,6,3590,2007.6,0.54,13.3,7,28.2,0.075,10,50,0.51
,15:27:59,6,3590,2008.6,0.53,13.3,7,28.2,0.074,10,50,0.51
,15:28:00,6,3590,2009.6,0.53,13.3,7,28.1,0.077,10,50,0.51
,15:28:01,6,3590,2010.6,0.53,13.3,7,28.1,0.08,10,50,0.51
,15:28:02,6,3590,2011.6,0.53,13.3,7,28.1,0.077,10,50,0.51
,15:28:03,6,3590,2012.6,0.53,13.3,7,28.1,0.077,10,50,0.51
,15:28:04,6,3590,2013.6,0.53,13.3,7,28.1,0.077,10,50,0.51
,15:28:05,6,3590,2014.6,0.53,13.3,7,28.1,0.076,10,50,0.51
,15:28:06,6,3590,2015.6,0.53,13.3,7,28,0.079,10,50,0.51
,15:28:07,6,3590,2016.6,0.53,13.3,7,28,0.08,10,50,0.51
,15:28:08,6,3590,2017.6,0.54,13.3,7,28,0.081,10,50,0.52
,15:28:09,6,3590,2018.6,0.54,13.3,7,28,0.081,10,50,0.52
,15:28:10,6,3590,2019.6,0.54,13.3,7,28,0.081,10,50,0.52
,15:28:11,6,3590,2020.6,0.54,13.3,7,28,0.081,10,50,0.52
,15:28:12,6,3590,2021.6,0.54,13.3,7,28,0.078,10,50,0.52
,15:28:13,6,3590,2022.6,0.54,13.3,7,28,0.078,10,50,0.52
,15:28:14,6,3590,2023.6,0.54,13.3,7,28,0.078,10,50,0.52
,15:28:15,6,3590,2024.6,0.54,13.3,7,28,0.078,10,50,0.52
,15:28:16,6,3590,2025.6,0.54,13.3,7,27.9,0.078,10,50,0.52
,15:28:17,6,3590,2026.6,0.53,13.3,7,27.9,0.077,10,50,0.51
,15:28:18,6,3590,2027.6,0.53,13.3,7,27.9,0.077,10,50,0.51
,15:28:19,6,3590,2028.6,0.54,13.3,7,27.9,0.078,10,50,0.52
,15:28:20,6,3590,2029.6,0.54,13.3,7,27.9,0.078,10,50,0.52
,15:28:21,6,3590,2030.6,0.54,13.3,7,27.9,0.075,10,50,0.52
,15:28:22,6,3590,2031.6,0.53,13.3,7,27.9,0.074,10,50,0.51
,15:28:23,6,3590,2032.6,0.53,13.3,7,27.9,0.074,10,50,0.51
,15:28:24,6,3590,2033.6,0.52,13.3,7,27.8,0.073,10,50,0.5
,15:28:25,6,3590,2034.6,0.52,13.3,7,27.8,0.072,10,50,0.5
,15:28:26,6,3590,2035.6,0.52,13.3,7,27.8,0.075,10,50,0.5
,15:28:27,6,3590,2036.6,0.53,13.3,7,27.8,0.076,10,50,0.51
,15:28:28,6,3590,2037.6,0.53,13.3,7,27.8,0.079,10,50,0.51
,15:28:29,6,3590,2038.6,0.53,13.3,6,27.8,0.082,10,50,0.51
,15:28:30,6,3590,2039.6,0.53,13.3,6,27.8,0.083,10,50,0.51
,15:28:31,6,3590,2040.6,0.53,13.3,6,27.8,0.083,10,50,0.51
,15:28:32,6,3590,2041.6,0.53,13.3,6,27.8,0.083,10,50,0.51
,15:28:33,6,3590,2042.6,0.53,13.3,7,27.8,0.08,10,50,0.51
,15:28:34,6,3590,2043.6,0.53,13.3,7,27.8,0.08,10,50,0.51
,15:28:35,6,3590,2044.6,0.53,13.3,7,27.8,0.08,10,50,0.51
,15:28:36,6,3590,2045.6,0.52,13.3,7,27.7,0.079,10,50,0.5
,15:28:37,6,3590,2046.6,0.52,13.3,7,27.7,0.078,10,50,0.5
,15:28:38,6,3590,2047.6,0.52,13.3,6,27.7,0.081,10,50,0.5
,15:28:39,6,3590,2048.6,0.52,13.3,7,27.7,0.079,10,50,0.5
,15:28:40,6,3590,2049.6,0.52,13.3,7,27.7,0.076,10,50,0.5
,15:28:41,6,3590,2050.6,0.52,13.3,7,27.7,0.076,10,50,0.5
,15:28:42,6,3590,2051.6,0.52,13.3,7,27.7,0.075,10,50,0.5
,15:28:43,6,3590,2052.6,0.52,13.3,7,27.7,0.076,10,50,0.5
,15:28:44,6,3590,2053.6,0.53,13.3,7,27.7,0.077,10,50,0.51
,15:28:45,6,3590,2054.6,0.54,13.3,7,27.7,0.075,10,50,0.52
,15:28:46,6,3590,2055.6,0.54,13.3,7,27.7,0.073,10,50,0.52
,15:28:47,6,3590,2056.6,0.55,13.3,7,27.7,0.076,10,50,0.53
,15:28:48,6,3590,2057.6,0.54,13.3,7,27.7,0.076,10,50,0.52
,15:28:49,6,3590,2058.6,0.53,13.3,7,27.7,0.077,10,50,0.51
,15:28:50,6,3590,2059.6,0.53,13.3,7,27.7,0.079,10,50,0.51
,15:28:51,6,3590,2060.6,0.53,13.3,7,27.7,0.079,10,50,0.5
,15:28:52,6,3590,2061.6,0.53,13.3,7,27.7,0.079,10,50,0.51
,15:28:53,6,3590,2062.6,0.53,13.3,7,27.7,0.079,10,50,0.51
,15:28:54,6,3590,2063.6,0.53,13.3,7,27.7,0.079,10,50,0.51
,15:28:55,6,3590,2064.6,0.53,13.3,7,27.7,0.077,10,50,0.51
,15:28:56,6,3590,2065.6,0.53,13.3,7,27.7,0.077,10,50,0.51
,15:28:57,6,3590,2066.6,0.53,13.3,7,27.7,0.08,10,50,0.51
,15:28:58,6,3590,2067.6,0.54,13.3,7,27.7,0.078,10,50,0.52
,15:28:59,6,3590,2068.6,0.54,13.3,7,27.6,0.081,10,50,0.52
,15:29:00,6,3590,2069.6,0.54,13.3,7,27.6,0.081,10,50,0.52
,15:29:01,6,3590,2070.6,0.54,13.3,7,27.6,0.081,10,50,0.52
,15:29:02,6,3590,2071.6,0.54,13.3,7,27.6,0.079,10,50,0.52
,15:29:03,6,3590,2072.6,0.55,13.3,7,27.6,0.082,10,50,0.53
,15:29:04,6,3590,2073.6,0.55,13.3,7,27.6,0.082,10,50,0.53
,15:29:05,6,3590,2074.6,0.55,13.3,7,27.6,0.082,10,50,0.53
,15:29:06,6,3590,2075.6,0.54,13.3,7,27.6,0.081,10,50,0.52
,15:29:07,6,3590,2076.6,0.54,13.3,7,27.6,0.081,10,50,0.52
,15:29:08,6,3590,2077.6,0.54,13.3,7,27.6,0.082,10,50,0.52
,15:29:09,6,3590,2078.6,0.54,13.3,7,27.6,0.081,10,50,0.52
,15:29:10,6,3590,2079.6,0.54,13.3,7,27.6,0.081,10,50,0.51
,15:29:11,6,3590,2080.6,0.53,13.3,7,27.6,0.08,10,50,0.51
,15:29:12,6,3590,2081.6,0.54,13.3,7,27.6,0.078,10,50,0.52
,15:29:13,6,3590,2082.6,0.55,13.3,7,27.6,0.079,10,50,0.53
,15:29:14,6,3590,2083.6,0.56,13.3,7,27.6,0.081,10,50,0.53
,15:29:15,6,3590,2084.6,0.55,13.3,7,27.6,0.082,10,50,0.53
,15:29:16,6,3590,2085.6,0.54,13.3,7,27.7,0.082,10,50,0.52
,15:29:17,6,3590,2086.6,0.55,13.3,7,27.7,0.079,10,50,0.53
,15:29:18,6,3590,2087.6,0.55,13.3,7,27.7,0.08,10,50,0.53
,15:29:19,6,3590,2088.6,0.55,13.3,7,27.7,0.08,10,50,0.53
,15:29:20,6,3590,2089.6,0.55,13.3,7,27.7,0.08,10,50,0.53
,15:29:21,6,3590,2090.6,0.56,13.3,7,27.7,0.081,10,50,0.54
,15:29:22,6,3590,2091.6,0.56,13.3,7,27.7,0.081,10,50,0.54
,15:29:23,6,3590,2092.6,0.56,13.3,7,27.7,0.081,10,50,0.54
,15:29:24,6,3590,2093.6,0.55,13.3,7,27.7,0.077,10,50,0.53
,15:29:25,6,3590,2094.6,0.55,13.3,7,27.7,0.076,10,50,0.53
,15:29:26,6,3590,2095.6,0.55,13.3,7,27.7,0.076,10,50,0.53
,15:29:27,6,3590,2096.6,0.55,13.3,7,27.7,0.077,10,50,0.53
,15:29:28,6,3590,2097.6,0.55,13.3,7,27.7,0.08,10,50,0.53
,15:29:29,6,3590,2098.6,0.55,13.3,7,27.7,0.083,10,50,0.53
,15:29:30,6,3590,2099.6,0.55,13.3,7,27.7,0.083,10,50,0.53
,15:29:31,6,3590,2100.6,0.55,13.3,7,27.7,0.083,10,50,0.53
,15:29:32,6,3590,2101.6,0.55,13.3,7,27.7,0.08,10,50,0.53
,15:29:33,6,3590,2102.6,0.55,13.3,7,27.7,0.083,10,50,0.53
,15:29:34,6,3590,2103.6,0.55,13.3,7,27.7,0.083,10,50,0.53
,15:29:35,6,3590,2104.6,0.55,13.3,7,27.7,0.08,10,50,0.53
,15:29:36,6,3590,2105.6,0.55,13.3,7,27.7,0.079,10,50,0.53
,15:29:37,6,3590,2106.6,0.55,13.3,7,27.7,0.076,10,50,0.52
,15:29:38,6,3590,2107.6,0.54,13.3,7,27.8,0.073,10,50,0.52
,15:29:39,6,3590,2108.6,0.54,13.3,7,27.8,0.076,10,50,0.52
,15:29:40,6,3590,2109.6,0.54,13.3,7,27.8,0.078,10,50,0.52
,15:29:41,6,3590,2110.6,0.53,13.3,7,27.8,0.08,10,50,0.51
,15:29:42,6,3590,2111.6,0.53,13.3,6,27.8,0.082,10,50,0.51
,15:29:43,6,3590,2112.6,0.52,13.3,6,27.8,0.082,10,50,0.5
,15:29:44,6,3590,2113.6,0.53,13.3,7,27.8,0.079,10,50,0.51
,15:29:45,6,3590,2114.6,0.54,13.3,7,27.8,0.081,10,50,0.52
,15:29:46,6,3590,2115.6,0.55,13.3,7,27.8,0.08,10,50,0.53
,15:29:47,6,3590,2116.6,0.55,13.3,7,27.8,0.08,10,50,0.53
,15:29:48,6,3590,2117.6,0.55,13.3,7,27.8,0.077,10,50,0.53
,15:29:49,6,3590,2118.6,0.55,13.3,7,27.8,0.076,10,50,0.53
,15:29:50,6,3590,2119.6,0.55,13.3,7,27.8,0.076,10,50,0.53
,15:29:51,6,3590,2120.6,0.54,13.3,7,27.8,0.079,10,50,0.52
,15:29:52,6,3590,2121.6,0.54,13.3,7,27.9,0.081,10,50,0.52
,15:29:53,6,3590,2122.6,0.53,13.3,7,27.9,0.08,10,50,0.51
,15:29:54,6,3590,2123.6,0.53,13.3,7,27.9,0.08,10,50,0.52
,15:29:55,6,3590,2124.6,0.54,13.3,7,27.9,0.081,10,50,0.52
,15:29:56,6,3590,2125.6,0.54,13.3,7,27.9,0.081,10,50,0.52
,15:29:57,6,3590,2126.6,0.53,13.3,7,27.9,0.08,10,50,0.51
,15:29:58,6,3590,2127.6,0.53,13.3,7,27.9,0.077,10,50,0.51
,15:29:59,6,3590,2128.6,0.53,13.3,7,27.9,0.077,10,50,0.51
,15:30:00,6,3590,2129.6,0.54,13.3,7,28,0.075,10,50,0.52
,15:30:01,6,3590,2130.6,0.54,13.3,7,28,0.075,10,50,0.52
,15:30:02,6,3590,2131.6,0.54,13.3,7,28,0.075,10,50,0.52
,15:30:03,6,3590,2132.6,0.54,13.3,7,28,0.078,10,50,0.52
,15:30:04,6,3590,2133.6,0.54,13.3,7,28,0.078,10,50,0.52
,15:30:05,6,3590,2134.6,0.54,13.3,7,28,0.081,10,50,0.51
,15:30:06,6,3590,2135.6,0.53,13.3,7,28,0.079,10,50,0.51
,15:30:07,6,3590,2136.6,0.53,13.3,7,28,0.079,10,50,0.51
,15:30:08,6,3590,2137.6,0.53,13.3,7,28,0.079,10,50,0.51
,15:30:09,6,3590,2138.6,0.53,13.3,7,28,0.08,10,50,0.51
,15:30:10,6,3590,2139.6,0.53,13.3,7,28,0.08,10,50,0.51
,15:30:11,6,3590,2140.6,0.53,13.3,7,28.1,0.08,10,50,0.51
,15:30:12,6,3590,2141.6,0.54,13.3,7,28.1,0.081,10,50,0.52
,15:30:13,6,3590,2142.6,0.54,13.3,7,28.1,0.081,10,50,0.52
,15:30:14,6,3590,2143.6,0.54,13.3,7,28.1,0.081,10,50,0.52
,15:30:15,6,3590,2144.6,0.54,13.3,7,28.1,0.081,10,50,0.52
,15:30:16,6,3590,2145.6,0.53,13.3,7,28.1,0.08,10,50,0.51
,15:30:17,6,3590,2146.6,0.53,13.3,7,28.1,0.077,10,50,0.51
,15:30:18,6,3590,2147.6,0.53,13.3,7,28.2,0.076,10,50,0.51
,15:30:19,6,3590,2148.6,0.53,13.3,7,28.2,0.077,10,50,0.51
,15:30:20,6,3590,2149.6,0.53,13.3,7,28.2,0.077,10,50,0.51
,15:30:21,6,3590,2150.6,0.53,13.3,7,28.2,0.074,10,50,0.51
,15:30:22,6,3590,2151.6,0.53,13.3,7,28.2,0.074,10,50,0.51
,15:30:23,6,3590,2152.6,0.53,13.3,7,28.2,0.074,10,50,0.51
,15:30:24,6,3590,2153.6,0.53,13.3,7,28.3,0.077,10,50,0.51
,15:30:25,6,3590,2154.6,0.53,13.3,7,28.3,0.079,10,50,0.51
,15:30:26,6,3590,2155.6,0.53,13.3,7,28.2,0.079,10,50,0.51
,15:30:27,6,3590,2156.6,0.52,13.3,7,28.3,0.079,10,50,0.51
,15:30:28,6,3590,2157.6,0.53,13.3,7,28.3,0.079,10,50,0.51
,15:30:29,6,3590,2158.6,0.53,13.3,7,28.3,0.08,10,50,0.51
,15:30:30,6,3590,2159.6,0.53,13.3,7,28.3,0.08,10,50,0.51
,15:30:31,6,3590,2160.6,0.53,13.3,7,28.3,0.08,10,50,0.51
,15:30:32,6,3590,2161.6,0.54,13.3,7,28.3,0.081,10,50,0.52
,15:30:33,6,3590,2162.6,0.54,13.3,7,28.4,0.078,10,50,0.52
,15:30:34,6,3590,2163.6,0.54,13.3,7,28.4,0.075,10,50,0.52
,15:30:35,6,3590,2164.6,0.54,13.3,7,28.4,0.075,10,50,0.52
,15:30:36,6,3590,2165.6,0.54,13.3,7,28.4,0.079,10,50,0.53
,15:30:37,6,3590,2166.6,0.55,13.3,7,28.4,0.082,10,50,0.53
,15:30:38,6,3590,2167.6,0.55,13.3,7,28.4,0.082,10,50,0.53
,15:30:39,6,3590,2168.6,0.54,13.3,7,28.5,0.081,10,50,0.52
,15:30:40,6,3590,2169.6,0.54,13.3,7,28.5,0.081,10,50,0.52
,15:30:41,6,3590,2170.6,0.54,13.3,7,28.5,0.081,10,50,0.52
,15:30:42,6,3590,2171.6,0.54,13.3,7,28.5,0.081,10,50,0.52
,15:30:43,6,3590,2172.6,0.54,13.3,7,28.5,0.078,10,50,0.52
,15:30:44,6,3590,2173.6,0.54,13.3,7,28.5,0.081,10,50,0.52
,15:30:45,6,3590,2174.6,0.55,13.3,7,28.5,0.082,10,50,0.53
,15:30:46,6,3590,2175.6,0.55,13.3,7,28.6,0.083,10,50,0.53
,15:30:47,6,3590,2176.6,0.55,13.3,7,28.6,0.083,10,50,0.53
,15:30:48,6,3590,2177.6,0.55,13.3,7,28.6,0.083,10,50,0.53
,15:30:49,6,3590,2178.6,0.55,13.3,7,28.6,0.077,10,50,0.53
,15:30:50,6,3590,2179.6,0.55,13.3,7,28.6,0.074,10,50,0.53
,15:30:51,6,3590,2180.6,0.55,13.3,8,28.6,0.071,10,50,0.53
,15:30:52,6,3590,2181.6,0.55,13.3,7,28.7,0.074,10,49.9,0.53
,15:30:53,6,3590,2182.6,0.55,13.3,7,28.7,0.076,10,50,0.53
,15:30:54,6,3590,2183.6,0.54,13.3,7,28.7,0.078,10,50,0.52
,15:30:55,6,3590,2184.6,0.54,13.3,7,28.7,0.081,10,50,0.52
,15:30:56,6,3590,2185.6,0.54,13.3,7,28.7,0.081,10,50,0.52
,15:30:57,6,3590,2186.6,0.54,13.3,7,28.8,0.082,10,50,0.52
,15:30:58,6,3590,2187.6,0.55,13.3,7,28.8,0.082,10,50,0.53
,15:30:59,6,3590,2188.6,0.55,13.3,7,28.8,0.082,10,50,0.53
,15:31:00,6,3590,2189.6,0.55,13.3,7,28.8,0.083,10,50,0.53
,15:31:01,6,3590,2190.6,0.56,13.3,7,28.8,0.084,10,50,0.54
,15:31:02,6,3590,2191.6,0.56,13.3,7,28.9,0.084,10,50,0.53
,15:31:03,6,3590,2192.6,0.55,13.3,7,28.9,0.083,10,50,0.53
,15:31:04,6,3590,2193.6,0.55,13.3,7,28.9,0.083,10,50,0.53
,15:31:05,6,3590,2194.6,0.55,13.3,7,28.9,0.082,10,50,0.53
,15:31:06,6,3590,2195.6,0.54,13.3,7,28.9,0.079,10,50,0.52
,15:31:07,6,3590,2196.6,0.54,13.3,7,28.9,0.079,10,50,0.52
,15:31:08,6,3590,2197.6,0.54,13.3,7,28.9,0.076,10,50,0.52
,15:31:09,6,3590,2198.6,0.55,13.3,7,29,0.076,10,50,0.53
,15:31:10,6,3590,2199.6,0.55,13.3,7,29,0.079,10,50,0.53
,15:31:11,6,3590,2200.6,0.55,13.3,7,29,0.082,10,50,0.53
,15:31:12,6,3590,2201.6,0.55,13.3,7,29,0.082,10,50,0.52
,15:31:13,6,3590,2202.6,0.55,13.3,7,29,0.079,10,50,0.53
,15:31:14,6,3590,2203.6,0.55,13.3,7,29.1,0.082,10,50,0.53
,15:31:15,6,3590,2204.6,0.55,13.3,7,29.1,0.082,10,50,0.53
,15:31:16,6,3590,2205.6,0.55,13.3,7,29.1,0.082,10,50,0.53
,15:31:17,6,3590,2206.6,0.55,13.3,7,29.1,0.082,10,50,0.53
,15:31:18,6,3590,2207.6,0.55,13.3,7,29.2,0.079,10,50,0.53
,15:31:19,6,3590,2208.6,0.55,13.3,7,29.2,0.076,10,50,0.53
,15:31:20,6,3590,2209.6,0.55,13.3,7,29.2,0.076,10,50,0.53
,15:31:21,6,3590,2210.6,0.55,13.3,7,29.2,0.079,10,50,0.53
,15:31:22,6,3590,2211.6,0.55,13.3,7,29.3,0.08,10,50,0.53
,15:31:23,6,3590,2212.6,0.55,13.3,7,29.2,0.083,10,50,0.53
,15:31:24,6,3590,2213.6,0.56,13.3,7,29.3,0.084,10,50,0.54
,15:31:25,6,3590,2214.6,0.55,13.3,7,29.3,0.083,10,50,0.53
,15:31:26,6,3590,2215.6,0.55,13.3,7,29.3,0.082,10,50,0.53
,15:31:27,6,3590,2216.6,0.55,13.3,7,29.3,0.082,10,50,0.53
,15:31:28,6,3590,2217.6,0.55,13.3,7,29.3,0.079,10,50,0.53
,15:31:29,6,3590,2218.6,0.55,13.3,7,29.4,0.076,10,50,0.53
,15:31:30,6,3590,2219.6,0.55,13.3,7,29.4,0.077,10,50,0.53
,15:31:31,6,3590,2220.6,0.55,13.3,7,29.4,0.08,10,50,0.53
,15:31:32,6,3590,2221.6,0.55,13.3,7,29.4,0.083,10,50,0.53
,15:31:33,6,3590,2222.6,0.55,13.3,6,29.4,0.086,10,50,0.53
,15:31:34,6,3590,2223.6,0.55,13.3,7,29.5,0.083,10,50,0.54
,15:31:35,6,3590,2224.6,0.55,13.3,7,29.5,0.08,10,50,0.53
,15:31:36,6,3590,2225.6,0.55,13.3,7,29.5,0.08,10,50,0.53
,15:31:37,6,3590,2226.6,0.54,13.3,7,29.5,0.079,10,50,0.52
,15:31:38,6,3590,2227.6,0.54,13.3,7,29.6,0.079,10,50,0.52
,15:31:39,6,3590,2228.6,0.54,13.3,7,29.6,0.076,10,50,0.52
,15:31:40,6,3590,2229.6,0.55,13.3,7,29.6,0.076,10,50,0.53
,15:31:41,6,3590,2230.6,0.55,13.3,7,29.6,0.079,10,50,0.53
,15:31:42,6,3590,2231.6,0.55,13.3,7,29.6,0.079,10,50,0.53
,15:31:43,6,3590,2232.6,0.55,13.3,7,29.6,0.082,10,50,0.53
,15:31:44,6,3590,2233.6,0.55,13.3,7,29.6,0.082,10,50,0.53
,15:31:45,6,3590,2234.6,0.55,13.3,7,29.7,0.082,10,50,0.52
,15:31:46,6,3590,2235.6,0.55,13.3,7,29.7,0.079,10,50,0.53
,15:31:47,6,3590,2236.6,0.55,13.3,7,29.7,0.076,10,50,0.53
,15:31:48,6,3590,2237.6,0.55,13.3,7,29.8,0.077,10,50,0.53
,15:31:49,6,3590,2238.6,0.55,13.3,7,29.8,0.079,10,50,0.53
,15:31:50,6,3590,2239.6,0.54,13.3,7,29.8,0.082,10,50,0.52
,15:31:51,6,3590,2240.6,0.54,13.3,7,29.8,0.081,10,50,0.52
,15:31:52,6,3590,2241.6,0.53,13.3,7,29.8,0.08,10,50,0.51
,15:31:53,6,3590,2242.6,0.53,13.3,7,29.9,0.079,10,50,0.51
,15:31:54,6,3590,2243.6,0.53,13.3,7,29.9,0.079,10,50,0.51
,15:31:55,6,3590,2244.6,0.53,13.3,7,29.9,0.077,10,50,0.51
,15:31:56,6,3590,2245.6,0.54,13.3,7,29.9,0.076,10,50,0.52
,15:31:57,6,3590,2246.6,0.55,13.3,7,30,0.077,10,50,0.53
,15:31:58,6,3590,2247.6,0.55,13.3,7,30,0.077,10,50,0.53
,15:31:59,6,3590,2248.6,0.55,13.3,7,30,0.08,10,50,0.53
,15:32:00,6,3590,2249.6,0.55,13.3,7,30,0.083,10,50,0.53
,15:32:01,6,3590,2250.6,0.55,13.3,7,30,0.083,10,50,0.53
,15:32:02,6,3590,2251.6,0.56,13.3,7,30,0.081,10,50,0.54
,15:32:03,6,3590,2252.6,0.56,13.3,7,30.1,0.084,10,50,0.54
,15:32:04,6,3590,2253.6,0.55,13.3,7,30.1,0.083,10,50,0.53
,15:32:05,6,3590,2254.6,0.55,13.3,7,30.1,0.083,10,50,0.53
,15:32:06,6,3590,2255.6,0.55,13.3,7,30.1,0.08,10,50,0.53
,15:32:07,6,3590,2256.6,0.55,13.3,7,30.1,0.08,10,50,0.53
,15:32:08,6,3590,2257.6,0.55,13.3,7,30.2,0.08,10,50,0.53
,15:32:09,6,3590,2258.6,0.54,13.3,7,30.2,0.079,10,50,0.52
,15:32:10,6,3590,2259.6,0.54,13.3,7,30.2,0.078,10,50,0.52
,15:32:11,6,3590,2260.6,0.53,13.3,7,30.3,0.074,10,50,0.51
,15:32:12,6,3590,2261.6,0.53,13.3,7,30.3,0.074,10,50,0.51
,15:32:13,6,3590,2262.6,0.53,13.3,7,30.3,0.074,10,50,0.51
,15:32:14,6,3590,2263.6,0.53,13.3,7,30.3,0.073,10,50,0.51
,15:32:15,6,3590,2264.6,0.52,13.3,7,30.3,0.073,10,50,0.5
,15:32:16,6,3590,2265.6,0.52,13.3,7,30.4,0.078,10,50,0.5
,15:32:17,6,3590,2266.6,0.51,13.3,7,30.4,0.077,10,50,0.49
,15:32:18,6,3590,2267.6,0.52,13.3,7,30.4,0.078,10,50,0.5
,15:32:19,6,3590,2268.6,0.52,13.3,7,30.4,0.079,10,50,0.5
,15:32:20,6,3590,2269.6,0.53,13.3,7,30.5,0.079,10,50,0.51
,15:32:21,6,3590,2270.6,0.53,13.3,7,30.5,0.079,10,50,0.51
,15:32:22,6,3590,2271.6,0.52,13.3,7,30.5,0.079,10,50,0.5
,15:32:23,6,3590,2272.6,0.52,13.3,7,30.5,0.079,10,50,0.5
,15:32:24,6,3590,2273.6,0.53,13.3,7,30.5,0.079,10,50,0.51
,15:32:25,6,3590,2274.6,0.53,13.3,7,30.5,0.076,10,50,0.51
,15:32:26,6,3590,2275.6,0.53,13.3,7,30.6,0.076,10,50,0.51
,15:32:27,6,3590,2276.6,0.53,13.3,7,30.6,0.074,10,50,0.51
,15:32:28,6,3590,2277.6,0.53,13.3,7,30.6,0.074,10,50,0.51
,15:32:29,6,3590,2278.6,0.53,13.3,7,30.6,0.076,10,50,0.51
,15:32:30,6,3590,2279.6,0.52,13.3,7,30.7,0.078,10,50,0.5
,15:32:31,6,3590,2280.6,0.52,13.3,6,30.7,0.081,10,50,0.5
,15:32:32,6,3590,2281.6,0.52,13.3,6,30.7,0.081,10,50,0.5
,15:32:33,6,3590,2282.6,0.53,13.3,7,30.7,0.079,10,50,0.51
,15:32:34,6,3590,2283.6,0.53,13.3,7,30.8,0.077,10,50,0.51
,15:32:35,6,3590,2284.6,0.53,13.3,7,30.8,0.08,10,50,0.51
,15:32:36,6,3590,2285.6,0.53,13.3,7,30.8,0.077,10,50,0.51
,15:32:37,6,3590,2286.6,0.53,13.3,7,30.8,0.073,10,50,0.51
,15:32:38,6,3590,2287.6,0.53,13.3,7,30.8,0.073,10,50,0.51
,15:32:39,6,3590,2288.6,0.53,13.3,7,30.9,0.076,10,50,0.51
,15:32:40,6,3590,2289.6,0.53,13.3,7,30.8,0.076,10,50,0.51
,15:32:41,6,3590,2290.6,0.52,13.3,7,30.9,0.079,10,50,0.5
,15:32:42,6,3590,2291.6,0.52,13.3,7,30.9,0.075,10,50,0.5
,15:32:43,6,3590,2292.6,0.52,13.3,7,30.9,0.075,10,50,0.5
