Data file,,RA0.3_HEF_12C_003_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 13:44:02 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:13:33,4,2700,1770.1,1.72,13.3,9,11.9,0.197,10,0.3,1.61
,14:13:34,4,2700,1771.1,1.74,13.3,9,11.9,0.199,10,0.3,1.63
,14:13:35,4,2700,1772.1,1.76,13.3,9,11.9,0.201,10,0.4,1.64
,14:13:36,4,2700,1773.1,1.76,13.3,9,11.9,0.197,10,0.8,1.65
,14:13:37,4,2700,1774.1,1.76,13.3,9,11.9,0.196,10,1.2,1.65
,14:13:38,4,2700,1775.1,1.76,13.3,9,11.9,0.196,10,1.5,1.65
,14:13:39,4,2700,1776.1,1.76,13.3,9,12,0.196,10,2.5,1.65
,14:13:40,4,2700,1777.1,1.76,13.3,9,12,0.196,10,2.9,1.65
,14:13:41,4,2700,1778.1,1.76,13.3,9,12,0.196,10,2,1.65
,14:13:42,4,2700,1779.1,1.76,13.3,9,12,0.196,10,2.5,1.64
,14:13:43,4,2700,1780.1,1.75,13.3,9,12,0.195,10,2.1,1.64
,14:13:44,4,2700,1781.1,1.76,13.3,9,12.1,0.19,10,3,1.64
,14:13:45,4,2700,1782.1,1.76,13.3,9,12.1,0.191,10,2.8,1.65
,14:13:46,4,2700,1783.1,1.76,13.3,9,12.1,0.186,10,1.7,1.65
,14:13:47,4,2700,1784.1,1.76,13.3,9,12.1,0.186,10,1.8,1.65
,14:13:48,4,2700,1785.1,1.76,13.3,9,12.1,0.191,10,1.5,1.65
,14:13:49,4,2700,1786.1,1.77,13.3,9,12.1,0.191,10,1.3,1.65
,14:13:50,4,2700,1787.1,1.76,13.3,9,12.2,0.191,10,1.1,1.65
,14:13:51,4,2700,1788.1,1.76,13.3,9,12.2,0.191,10,1,1.64
,14:13:52,4,2700,1789.1,1.74,13.3,9,12.2,0.189,10,1.4,1.63
,14:13:53,4,2700,1790.1,1.73,13.3,9,12.2,0.187,10,1.4,1.62
,14:13:54,4,2700,1791.1,1.72,13.3,9,12.2,0.187,10,1.9,1.61
,14:13:55,4,2700,1792.1,1.72,13.3,9,12.2,0.186,10,2.1,1.61
,14:13:56,4,2700,1793.1,1.72,13.3,9,12.2,0.187,10,2,1.61
,14:13:57,4,2700,1794.1,1.72,13.3,9,12.3,0.191,10,1.9,1.61
,14:13:58,4,2700,1795.1,1.71,13.3,9,12.3,0.19,10,2,1.6
,14:13:59,4,2700,1796.1,1.7,13.3,9,12.3,0.19,10,1.4,1.59
,14:14:00,4,2700,1797.1,1.7,13.3,9,12.3,0.189,10,1.3,1.59
,14:14:01,4,2700,1798.1,1.69,13.3,9,12.3,0.188,10,1.8,1.58
,14:14:02,4,2700,1799.1,1.69,13.3,9,12.4,0.188,10,2.5,1.58
,14:14:03,4,2700,1800.1,1.7,13.3,9,12.4,0.19,10,2.3,1.59
,14:14:04,4,2700,1801.1,1.71,13.3,9,12.4,0.197,10,2.6,1.61
,14:14:05,4,2700,1802.1,1.72,13.3,9,12.4,0.198,10,4.5,1.62
,14:14:06,4,2700,1803.1,1.72,13.3,9,12.4,0.198,10,4.8,1.61
,14:14:07,4,2700,1804.1,1.73,13.3,9,12.5,0.198,10,3.1,1.62
,14:14:08,4,2700,1805.1,1.74,13.3,9,12.5,0.199,10,3.1,1.63
,14:14:09,4,2700,1806.1,1.75,13.3,9,12.5,0.201,10,2.5,1.64
,14:14:10,4,2700,1807.1,1.76,13.3,9,12.5,0.196,10,1.8,1.65
,14:14:11,4,2700,1808.1,1.76,13.3,9,12.5,0.202,10,1.9,1.65
,14:14:12,4,2700,1809.1,1.76,13.3,9,12.5,0.202,10,2.4,1.65
,14:14:13,4,2700,1810.1,1.76,13.3,9,12.5,0.202,10,1.5,1.65
,14:14:14,4,2700,1811.1,1.77,13.3,9,12.5,0.203,10,1.5,1.66
,14:14:15,4,2700,1812.1,1.79,13.3,9,12.6,0.205,10,2.2,1.67
,14:14:16,4,2700,1813.1,1.79,13.3,9,12.6,0.2,10,2.5,1.68
,14:14:17,4,2700,1814.1,1.8,13.3,9,12.6,0.201,10,2.6,1.69
,14:14:18,4,2700,1815.1,1.81,13.3,9,12.6,0.201,10,2.2,1.69
,14:14:19,4,2700,1816.1,1.81,13.3,9,12.6,0.201,10,2.4,1.69
,14:14:20,4,2700,1817.1,1.8,13.3,9,12.6,0.201,10,2.7,1.68
,14:14:21,4,2700,1818.1,1.79,13.3,9,12.7,0.206,10,2.6,1.68
,14:14:22,4,2700,1819.1,1.79,13.3,9,12.7,0.199,10,2.8,1.68
,14:14:23,4,2700,1820.1,1.8,13.3,9,12.7,0.2,10,2.6,1.68
,14:14:24,4,2700,1821.1,1.8,13.3,9,12.7,0.201,10,2.4,1.69
,14:14:25,4,2700,1822.1,1.8,13.3,9,12.7,0.201,10,3.2,1.69
,14:14:26,4,2700,1823.1,1.81,13.3,9,12.8,0.201,10,2.7,1.69
,14:14:27,4,2700,1824.1,1.81,13.3,9,12.8,0.202,10,2.7,1.7
,14:14:28,4,2700,1825.1,1.82,13.3,9,12.8,0.202,10,2.1,1.7
,14:14:29,4,2700,1826.1,1.82,13.3,9,12.8,0.202,10,2,1.7
,14:14:30,4,2700,1827.1,1.82,13.3,9,12.8,0.203,10,1.3,1.7
,14:14:31,4,2700,1828.1,1.82,13.3,9,12.8,0.197,10,1.2,1.7
,14:14:32,4,2700,1829.1,1.82,13.3,9,12.8,0.197,10,1.5,1.7
,14:14:33,4,2700,1830.1,1.81,13.3,9,12.8,0.196,10,2,1.69
,14:14:34,4,2700,1831.1,1.81,13.3,9,12.9,0.201,10,2,1.69
,14:14:35,4,2700,1832.1,1.8,13.3,9,12.9,0.201,10,1.6,1.69
,14:14:36,4,2700,1833.1,1.8,13.3,9,12.9,0.196,10,2.1,1.69
,14:14:37,4,2700,1834.1,1.81,13.3,9,12.9,0.196,10,1.5,1.69
,14:14:38,4,2700,1835.1,1.81,13.3,9,12.9,0.196,10,1.1,1.69
,14:14:39,4,2700,1836.1,1.8,13.3,9,12.9,0.196,10,0.9,1.69
,14:14:40,4,2700,1837.1,1.79,13.3,9,13,0.2,10,0.9,1.68
,14:14:41,4,2700,1838.1,1.78,13.3,9,13,0.193,10,1.2,1.67
,14:14:42,4,2700,1839.1,1.78,13.3,9,13,0.193,10,1.4,1.67
,14:14:43,4,2700,1840.1,1.78,13.3,9,13,0.199,10,1.4,1.67
,14:14:44,4,2700,1841.1,1.78,13.3,9,13,0.199,10,1.8,1.67
,14:14:45,4,2700,1842.1,1.78,13.3,9,13,0.198,10,1.6,1.67
,14:14:46,4,2700,1843.1,1.78,13.3,9,13,0.198,10,1,1.66
,14:14:47,4,2700,1844.1,1.77,13.3,9,13,0.198,10,1.1,1.66
,14:14:48,4,2700,1845.1,1.77,13.3,9,13,0.198,10,1.6,1.66
,14:14:49,4,2700,1846.1,1.78,13.3,9,13.1,0.198,10,2.4,1.67
,14:14:50,4,2700,1847.1,1.79,13.3,9,13,0.199,10,1.9,1.67
,14:14:51,4,2700,1848.1,1.79,13.3,9,13.1,0.2,10,1.4,1.68
,14:14:52,4,2700,1849.1,1.79,13.3,9,13.1,0.2,10,2.2,1.68
,14:14:53,4,2700,1850.1,1.79,13.3,9,13.1,0.199,10,2.2,1.67
,14:14:54,4,2700,1851.1,1.78,13.3,9,13.1,0.199,10,3.4,1.67
,14:14:55,4,2700,1852.1,1.78,13.3,9,13.1,0.198,10,3.9,1.66
,14:14:56,4,2700,1853.1,1.77,13.3,9,13.1,0.197,10,3.8,1.66
,14:14:57,4,2700,1854.1,1.77,13.3,9,13.1,0.197,10,3.4,1.65
,14:14:58,4,2700,1855.1,1.77,13.3,9,13.1,0.197,10,4,1.65
,14:14:59,4,2700,1856.1,1.77,13.3,9,13.1,0.197,10,3.4,1.65
,14:15:00,4,2700,1857.1,1.77,13.3,9,13.1,0.197,10,3,1.65
,14:15:01,4,2700,1858.1,1.77,13.3,9,13.2,0.197,10,2,1.65
,14:15:02,4,2700,1859.1,1.76,13.3,9,13.2,0.197,10,1.4,1.65
,14:15:03,4,2700,1860.1,1.76,13.3,9,13.2,0.196,10,1.7,1.65
,14:15:04,4,2700,1861.1,1.76,13.3,9,13.2,0.196,10,2.1,1.65
,14:15:05,4,2700,1862.1,1.77,13.3,9,13.2,0.197,10,1.9,1.66
,14:15:06,4,2700,1863.1,1.78,13.3,9,13.2,0.199,10,1.3,1.67
,14:15:07,4,2700,1864.1,1.8,13.3,9,13.2,0.201,10,1,1.69
,14:15:08,4,2700,1865.1,1.81,13.3,9,13.2,0.202,10,1.3,1.7
,14:15:09,4,2700,1866.1,1.82,13.3,9,13.2,0.202,10,1.3,1.7
,14:15:10,4,2700,1867.1,1.82,13.3,9,13.2,0.197,10,0.9,1.7
,14:15:11,4,2700,1868.1,1.81,13.3,9,13.2,0.196,10,0.8,1.69
,14:15:12,4,2700,1869.1,1.8,13.3,9,13.2,0.201,10,1.1,1.69
,14:15:13,4,2700,1870.1,1.79,13.3,9,13.2,0.199,10,1.5,1.68
,14:15:14,4,2700,1871.1,1.78,13.3,9,13.2,0.198,10,2,1.67
,14:15:15,4,2700,1872.1,1.78,13.3,9,13.2,0.198,10,1.8,1.67
,14:15:16,4,2700,1873.1,1.78,13.3,9,13.3,0.199,10,2.1,1.67
,14:15:17,4,2700,1874.1,1.79,13.3,9,13.3,0.2,10,2.7,1.68
,14:15:18,4,2700,1875.1,1.8,13.3,9,13.3,0.195,10,2.2,1.69
,14:15:19,4,2700,1876.1,1.81,13.3,9,13.3,0.196,10,1.7,1.69
,14:15:20,4,2700,1877.1,1.8,13.3,9,13.3,0.201,10,1.3,1.69
,14:15:21,4,2700,1878.1,1.79,13.3,9,13.3,0.2,10,1,1.68
,14:15:22,4,2700,1879.1,1.79,13.3,9,13.3,0.2,10,1.9,1.68
,14:15:23,4,2700,1880.1,1.8,13.3,9,13.3,0.201,10,2,1.69
,14:15:24,4,2700,1881.1,1.8,13.3,9,13.3,0.196,10,2.9,1.69
,14:15:25,4,2700,1882.1,1.8,13.3,9,13.3,0.201,10,3,1.69
,14:15:26,4,2700,1883.1,1.8,13.3,9,13.3,0.2,10,3.7,1.68
,14:15:27,4,2700,1884.1,1.8,13.3,9,13.3,0.201,10,3.5,1.69
,14:15:28,4,2700,1885.1,1.8,13.3,9,13.3,0.195,10,2.2,1.69
,14:15:29,4,2700,1886.1,1.79,13.3,9,13.3,0.189,10,1.4,1.68
,14:15:30,4,2700,1887.1,1.78,13.3,9,13.3,0.188,10,1.3,1.67
,14:15:31,4,2700,1888.1,1.77,13.3,9,13.3,0.186,10,1.7,1.65
,14:15:32,4,2700,1889.1,1.76,13.3,9,13.3,0.186,10,1.9,1.65
,14:15:33,4,2700,1890.1,1.76,13.3,9,13.3,0.191,10,2,1.65
,14:15:34,4,2700,1891.1,1.76,13.3,9,13.3,0.191,10,2.3,1.65
,14:15:35,4,2700,1892.1,1.76,13.3,9,13.3,0.196,10,2.9,1.65
,14:15:36,4,2700,1893.1,1.75,13.3,9,13.3,0.195,10,4.4,1.64
,14:15:37,4,2700,1894.1,1.75,13.3,9,13.3,0.195,10,3.9,1.63
,14:15:38,4,2700,1895.1,1.75,13.3,9,13.3,0.2,10,3.5,1.63
,14:15:39,4,2700,1896.1,1.75,13.3,9,13.3,0.201,10,4,1.64
,14:15:40,4,2700,1897.1,1.75,13.3,9,13.3,0.201,10,4.3,1.64
,14:15:41,4,2700,1898.1,1.75,13.3,9,13.3,0.195,10,3.6,1.64
,14:15:42,4,2700,1899.1,1.75,13.3,9,13.3,0.195,10,3.1,1.64
,14:15:43,4,2700,1900.1,1.75,13.3,9,13.3,0.195,10,3.5,1.64
,14:15:44,4,2700,1901.1,1.75,13.3,9,13.3,0.201,10,3.3,1.64
,14:15:45,4,2700,1902.1,1.75,13.3,9,13.3,0.201,10,3.2,1.64
,14:15:46,4,2700,1903.1,1.76,13.3,9,13.3,0.197,10,3.1,1.65
,14:15:47,4,2700,1904.1,1.77,13.3,9,13.3,0.192,10,2.8,1.66
,14:15:48,4,2700,1905.1,1.77,13.3,9,13.3,0.191,10,3.4,1.65
,14:15:49,4,2700,1906.1,1.76,13.3,9,13.3,0.191,10,3.1,1.65
,14:15:50,4,2700,1907.1,1.76,13.3,9,13.3,0.191,10,4.4,1.65
,14:15:51,4,2700,1908.1,1.76,13.3,9,13.3,0.196,10,4.6,1.64
,14:15:52,4,2700,1909.1,1.76,13.3,9,13.3,0.196,10,3.8,1.64
,14:15:53,4,2700,1910.1,1.76,13.3,9,13.3,0.201,10,3.9,1.64
,14:15:54,4,2700,1911.1,1.75,13.3,9,13.3,0.195,10,3.5,1.64
,14:15:55,4,2700,1912.1,1.75,13.3,9,13.3,0.195,10,3.9,1.64
,14:15:56,4,2700,1913.1,1.75,13.3,9,13.3,0.195,10,3.2,1.64
,14:15:57,4,2700,1914.1,1.75,13.3,9,13.3,0.195,10,3.2,1.64
,14:15:58,4,2700,1915.1,1.74,13.3,9,13.3,0.2,10,3.3,1.63
,14:15:59,4,2700,1916.1,1.73,13.3,9,13.3,0.199,10,3.3,1.62
,14:16:00,4,2700,1917.1,1.74,13.3,9,13.3,0.194,10,2,1.63
,14:16:01,4,2700,1918.1,1.76,13.3,9,13.3,0.196,10,2.5,1.64
,14:16:02,4,2700,1919.1,1.77,13.3,9,13.3,0.198,10,2.8,1.66
,14:16:03,4,2700,1920.1,1.79,13.3,9,13.3,0.194,10,2,1.68
,14:16:04,4,2700,1921.1,1.8,13.3,9,13.3,0.2,10,1.7,1.68
,14:16:05,4,2700,1922.1,1.8,13.3,9,13.3,0.195,10,1.9,1.68
,14:16:06,4,2700,1923.1,1.79,13.3,9,13.3,0.194,10,2.1,1.67
,14:16:07,4,2700,1924.1,1.77,13.3,9,13.3,0.192,10,2.8,1.66
,14:16:08,4,2700,1925.1,1.76,13.3,9,13.3,0.186,10,2.9,1.65
,14:16:09,4,2700,1926.1,1.76,13.3,9,13.3,0.185,10,2.8,1.64
,14:16:10,4,2700,1927.1,1.76,13.3,9,13.3,0.19,10,2.7,1.65
,14:16:11,4,2700,1928.1,1.76,13.3,9,13.3,0.191,10,3.1,1.65
,14:16:12,4,2700,1929.1,1.76,13.3,9,13.3,0.196,10,3.1,1.64
,14:16:13,4,2700,1930.1,1.76,13.3,9,13.3,0.196,10,2.6,1.64
,14:16:14,4,2700,1931.1,1.76,13.3,9,13.3,0.196,10,2.2,1.64
,14:16:15,4,2700,1932.1,1.75,13.3,9,13.3,0.195,10,2,1.64
,14:16:16,4,2700,1933.1,1.75,13.3,9,13.2,0.195,10,1.9,1.64
,14:16:17,4,2700,1934.1,1.76,13.3,9,13.2,0.196,10,1.1,1.65
,14:16:18,4,2700,1935.1,1.76,13.3,9,13.2,0.202,10,0.7,1.65
,14:16:19,4,2700,1936.1,1.76,13.3,9,13.2,0.196,10,0.5,1.65
,14:16:20,4,2700,1937.1,1.76,13.3,9,13.2,0.197,10,0.4,1.65
,14:16:21,4,2700,1938.1,1.77,13.3,9,13.2,0.197,10,0.6,1.66
,14:16:22,4,2700,1939.1,1.78,13.3,9,13.2,0.198,10,0.7,1.67
,14:16:23,4,2700,1940.1,1.78,13.3,9,13.2,0.198,10,0.5,1.67
,14:16:24,4,2700,1941.1,1.77,13.3,9,13.2,0.192,10,0.6,1.66
,14:16:25,4,2700,1942.1,1.77,13.3,9,13.2,0.192,10,1.3,1.66
,14:16:26,4,2700,1943.1,1.77,13.3,9,13.2,0.187,10,2.2,1.66
,14:16:27,4,2700,1944.1,1.77,13.3,9,13.2,0.187,10,2.6,1.66
,14:16:28,4,2700,1945.1,1.77,13.3,9,13.2,0.191,10,2.4,1.65
,14:16:29,4,2700,1946.1,1.76,13.3,9,13.2,0.19,10,2.6,1.64
,14:16:30,4,2700,1947.1,1.75,13.3,9,13.2,0.195,10,2.2,1.64
,14:16:31,4,2700,1948.1,1.75,13.3,9,13.2,0.195,10,1.9,1.63
,14:16:32,4,2700,1949.1,1.74,13.3,9,13.2,0.2,10,1.1,1.63
,14:16:33,4,2700,1950.1,1.74,13.3,9,13.2,0.194,10,0.9,1.63
,14:16:34,4,2700,1951.1,1.74,13.3,9,13.1,0.194,10,0.7,1.63
,14:16:35,4,2700,1952.1,1.74,13.3,9,13.1,0.194,10,0.7,1.63
,14:16:36,4,2700,1953.1,1.74,13.3,9,13.1,0.2,10,0.9,1.63
,14:16:37,4,2700,1954.1,1.75,13.3,9,13.1,0.195,10,0.7,1.64
,14:16:38,4,2700,1955.1,1.76,13.3,9,13.1,0.197,10,0.5,1.65
,14:16:39,4,2700,1956.1,1.78,13.3,9,13.1,0.198,10,0.4,1.66
,14:16:40,4,2700,1957.1,1.78,13.3,9,13.1,0.198,10,0.3,1.67
,14:16:41,4,2700,1958.1,1.77,13.3,9,13.1,0.192,10,0.3,1.66
,14:16:42,4,2700,1959.1,1.77,13.3,9,13.1,0.192,10,0.6,1.66
,14:16:43,4,2700,1960.1,1.77,13.3,9,13.1,0.197,10,0.4,1.66
,14:16:44,4,2700,1961.1,1.77,13.3,9,13.1,0.198,10,0.4,1.66
,14:16:45,4,2700,1962.1,1.78,13.3,9,13.1,0.199,10,0.3,1.67
,14:16:46,4,2700,1963.1,1.78,13.3,9,13.1,0.204,10,0.3,1.67
,14:16:47,4,2700,1964.1,1.78,13.3,9,13.1,0.199,10,0.3,1.67
,14:16:48,4,2700,1965.1,1.78,13.3,9,13.1,0.199,10,0.3,1.67
,14:16:49,4,2700,1966.1,1.78,13.3,9,13,0.199,10,0.3,1.67
,14:16:50,4,2700,1967.1,1.77,13.3,9,13,0.192,10,0.3,1.66
,14:16:51,4,2700,1968.1,1.78,13.3,9,13,0.192,10,0.3,1.66
,14:16:52,4,2700,1969.1,1.78,13.3,9,13,0.199,10,0.4,1.67
,14:16:53,4,2700,1970.1,1.79,13.3,9,13,0.199,10,0.4,1.67
,14:16:54,4,2700,1971.1,1.78,13.3,9,13,0.199,10,0.4,1.67
,14:16:55,4,2700,1972.1,1.78,13.3,9,13,0.204,10,0.3,1.67
,14:16:56,4,2700,1973.1,1.78,13.3,9,13,0.204,10,0.3,1.67
,14:16:57,4,2700,1974.1,1.77,13.3,9,13,0.198,10,0.3,1.66
,14:16:58,4,2700,1975.1,1.77,13.3,9,13,0.197,10,0.3,1.65
,14:16:59,4,2700,1976.1,1.76,13.3,9,13,0.191,10,0.3,1.65
,14:17:00,4,2700,1977.1,1.76,13.3,9,12.9,0.191,10,0.3,1.65
,14:17:01,4,2700,1978.1,1.77,13.3,9,12.9,0.191,10,0.3,1.65
,14:17:02,4,2700,1979.1,1.77,13.3,9,12.9,0.198,10,0.3,1.66
,14:17:03,4,2700,1980.1,1.77,13.3,9,12.9,0.198,10,0.3,1.66
,14:17:04,4,2700,1981.1,1.77,13.3,9,12.9,0.197,10,0.3,1.65
,14:17:05,4,2700,1982.1,1.76,13.3,9,12.9,0.202,10,0.3,1.65
,14:17:06,4,2700,1983.1,1.77,13.3,9,12.9,0.203,10,0.3,1.65
,14:17:07,4,2700,1984.1,1.77,13.3,9,12.9,0.198,10,0.3,1.66
,14:17:08,4,2700,1985.1,1.78,13.3,9,12.9,0.193,10,0.3,1.67
,14:17:09,4,2700,1986.1,1.78,13.3,9,12.9,0.193,10,0.3,1.67
,14:17:10,4,2700,1987.1,1.77,13.3,9,12.9,0.192,10,0.3,1.66
,14:17:11,4,2700,1988.1,1.76,13.3,9,12.9,0.191,10,0.3,1.65
,14:17:12,4,2700,1989.1,1.75,13.3,9,12.8,0.195,10,0.3,1.64
,14:17:13,4,2700,1990.1,1.75,13.3,9,12.8,0.195,10,0.3,1.63
,14:17:14,4,2700,1991.1,1.74,13.3,9,12.8,0.194,10,0.3,1.63
,14:17:15,4,2700,1992.1,1.74,13.3,9,12.8,0.194,10,0.5,1.63
,14:17:16,4,2700,1993.1,1.74,13.3,9,12.8,0.194,10,0.4,1.63
,14:17:17,4,2700,1994.1,1.74,13.3,9,12.8,0.188,10,0.3,1.63
,14:17:18,4,2700,1995.1,1.74,13.3,9,12.8,0.189,10,0.4,1.63
,14:17:19,4,2700,1996.1,1.75,13.3,9,12.8,0.195,10,0.4,1.63
,14:17:20,4,2700,1997.1,1.75,13.3,9,12.8,0.195,10,0.3,1.64
,14:17:21,4,2700,1998.1,1.75,13.3,9,12.7,0.195,10,0.3,1.64
,14:17:22,4,2700,1999.1,1.76,13.3,9,12.7,0.201,10,0.6,1.64
,14:17:23,4,2700,2000.1,1.76,13.3,9,12.7,0.196,10,1.1,1.65
,14:17:24,4,2700,2001.1,1.76,13.3,9,12.7,0.196,10,1.2,1.65
,14:17:25,4,2700,2002.1,1.76,13.3,9,12.7,0.196,10,0.8,1.64
,14:17:26,4,2700,2003.1,1.75,13.3,9,12.7,0.19,10,0.5,1.64
,14:17:27,4,2700,2004.1,1.75,13.3,9,12.7,0.19,10,0.4,1.64
,14:17:28,4,2700,2005.1,1.75,13.3,9,12.7,0.19,10,0.3,1.64
,14:17:29,4,2700,2006.1,1.75,13.3,9,12.7,0.195,10,0.3,1.64
,14:17:30,4,2700,2007.1,1.75,13.3,9,12.7,0.201,10,0.5,1.64
,14:17:31,4,2700,2008.1,1.75,13.3,9,12.7,0.195,10,0.7,1.64
,14:17:32,4,2700,2009.1,1.75,13.3,9,12.6,0.195,10,0.6,1.64
,14:17:33,4,2700,2010.1,1.75,13.3,9,12.6,0.195,10,0.6,1.64
,14:17:34,4,2700,2011.1,1.75,13.3,9,12.6,0.195,10,0.5,1.64
,14:17:35,4,2700,2012.1,1.76,13.3,9,12.6,0.19,10,0.3,1.64
,14:17:36,4,2700,2013.1,1.76,13.3,9,12.6,0.19,10,0.5,1.64
,14:17:37,4,2700,2014.1,1.75,13.3,9,12.6,0.19,10,0.5,1.64
,14:17:38,4,2700,2015.1,1.75,13.3,9,12.6,0.195,10,0.5,1.63
,14:17:39,4,2700,2016.1,1.75,13.3,9,12.6,0.195,10,0.9,1.64
,14:17:40,4,2700,2017.1,1.76,13.3,9,12.5,0.201,10,1.2,1.65
,14:17:41,4,2700,2018.1,1.77,13.3,9,12.5,0.197,10,1.2,1.66
,14:17:42,4,2700,2019.1,1.77,13.3,9,12.5,0.198,10,0.8,1.66
,14:17:43,4,2700,2020.1,1.77,13.3,9,12.5,0.197,10,1.1,1.65
,14:17:44,4,2700,2021.1,1.76,13.3,9,12.5,0.196,10,0.8,1.65
,14:17:45,4,2700,2022.1,1.76,13.3,9,12.5,0.19,10,0.6,1.64
,14:17:46,4,2700,2023.1,1.75,13.3,9,12.5,0.19,10,0.5,1.64
,14:17:47,4,2700,2024.1,1.75,13.3,9,12.5,0.195,10,0.6,1.63
,14:17:48,4,2700,2025.1,1.74,13.3,9,12.5,0.2,10,0.5,1.63
,14:17:49,4,2700,2026.1,1.75,13.3,9,12.5,0.195,10,0.5,1.64
,14:17:50,4,2700,2027.1,1.75,13.3,9,12.4,0.195,10,0.8,1.64
,14:17:51,4,2700,2028.1,1.75,13.3,9,12.4,0.195,10,0.8,1.64
,14:17:52,4,2700,2029.1,1.75,13.3,9,12.4,0.195,10,1,1.63
,14:17:53,4,2700,2030.1,1.74,13.3,9,12.4,0.189,10,1.7,1.63
,14:17:54,4,2700,2031.1,1.74,13.3,9,12.4,0.188,10,1.4,1.63
,14:17:55,4,2700,2032.1,1.73,13.3,9,12.4,0.193,10,1.1,1.62
,14:17:56,4,2700,2033.1,1.73,13.3,9,12.4,0.198,10,1.1,1.62
,14:17:57,4,2700,2034.1,1.73,13.3,9,12.3,0.193,10,0.9,1.62
,14:17:58,4,2700,2035.1,1.74,13.3,9,12.3,0.194,10,0.6,1.63
,14:17:59,4,2700,2036.1,1.75,13.3,9,12.3,0.195,10,0.6,1.64
,14:18:00,4,2700,2037.1,1.76,13.3,9,12.3,0.19,10,0.9,1.64
,14:18:01,4,2700,2038.1,1.75,13.3,9,12.3,0.19,10,0.8,1.64
,14:18:02,4,2700,2039.1,1.74,13.3,9,12.3,0.189,10,0.6,1.63
,14:18:03,4,2700,2040.1,1.73,13.3,9,12.3,0.193,10,0.6,1.62
,14:18:04,4,2700,2041.1,1.72,13.3,9,12.3,0.192,10,0.5,1.61
,14:18:05,4,2700,2042.1,1.72,13.3,9,12.3,0.191,10,0.7,1.61
,14:18:06,4,2700,2043.1,1.71,13.3,9,12.3,0.19,10,1.1,1.6
,14:18:07,4,2700,2044.1,1.71,13.3,9,12.2,0.19,10,1.3,1.6
,14:18:08,4,2700,2045.1,1.71,13.3,9,12.2,0.185,10,1.1,1.6
,14:18:09,4,2700,2046.1,1.72,13.3,9,12.2,0.186,10,1.9,1.61
,14:18:10,4,2700,2047.1,1.73,13.3,9,12.2,0.193,10,1.2,1.62
,14:18:11,4,2700,2048.1,1.73,13.3,9,12.2,0.198,10,0.7,1.62
,14:18:12,4,2700,2049.1,1.73,13.3,9,12.2,0.198,10,0.5,1.62
,14:18:13,4,2700,2050.1,1.73,13.3,9,12.2,0.198,10,0.4,1.62
,14:18:14,4,2700,2051.1,1.73,13.3,9,12.1,0.193,10,0.3,1.62
,14:18:15,4,2700,2052.1,1.73,13.3,9,12.1,0.187,10,0.6,1.62
,14:18:16,4,2700,2053.1,1.73,13.3,9,12.1,0.187,10,0.6,1.62
,14:18:17,4,2700,2054.1,1.72,13.3,9,12.1,0.187,10,0.6,1.61
,14:18:18,4,2700,2055.1,1.71,13.3,9,12.1,0.191,10,0.4,1.6
,14:18:19,4,2700,2056.1,1.7,13.3,9,12.1,0.195,10,0.3,1.6
,14:18:20,4,2700,2057.1,1.7,13.3,9,12.1,0.19,10,0.3,1.6
,14:18:21,4,2700,2058.1,1.71,13.3,9,12.1,0.185,10,0.3,1.6
,14:18:22,4,2700,2059.1,1.71,13.3,9,12.1,0.186,10,0.3,1.61
,14:18:23,4,2700,2060.1,1.71,13.3,9,12.1,0.185,10,0.3,1.6
,14:18:24,4,2700,2061.1,1.7,13.3,9,12,0.19,10,0.3,1.6
,14:18:25,4,2700,2062.1,1.7,13.3,9,12,0.189,10,0.3,1.59
,14:18:26,4,2700,2063.1,1.7,13.3,9,12,0.189,10,0.3,1.59
,14:18:27,4,2700,2064.1,1.7,13.3,9,12,0.184,10,0.3,1.59
,14:18:28,4,2700,2065.1,1.7,13.3,9,12,0.185,10,0.3,1.6
,14:18:29,4,2700,2066.1,1.7,13.3,9,12,0.189,10,0.3,1.59
,14:18:30,4,2700,2067.1,1.69,13.3,9,11.9,0.194,10,0.2,1.59
,14:18:31,4,2700,2068.1,1.69,13.3,9,11.9,0.194,10,0.2,1.58
,14:18:32,4,2700,2069.1,1.7,13.3,9,11.9,0.195,10,0.3,1.59
,14:18:33,4,2700,2070.1,1.71,13.3,9,11.9,0.185,10,0.2,1.6
,14:18:34,4,2700,2071.1,1.72,13.3,9,11.9,0.186,10,0.3,1.61
,14:18:35,4,2700,2072.1,1.72,13.3,9,11.9,0.186,10,0.3,1.61
