Data file,,ZYTEL_ISO10_-8C_006.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,01/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Zytel on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 16:04:48 on 01/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:19:22,4,3600,869.4,0.02,0,7,-7.8,0.003,10,0,0.02
,16:19:23,4,3600,870.4,0.22,0.8,7,-7.8,0.032,10,0.1,0.23
,16:19:24,4,3600,871.4,0.57,5.5,7,-7.8,0.085,10,0,0.57
,16:19:25,4,3600,872.4,0.96,11.3,7,-7.8,0.139,10,0.1,0.93
,16:19:26,4,3600,873.4,1.15,13.3,7,-7.8,0.161,10,0,1.09
,16:19:27,4,3600,874.4,1.18,13.3,7,-7.8,0.164,10,0.1,1.1
,16:19:28,4,3600,875.4,1.14,13.3,7,-7.8,0.159,10,0.1,1.07
,16:19:29,4,3600,876.4,1.12,13.3,7,-7.8,0.15,10,0.1,1.04
,16:19:30,4,3600,877.4,1.1,13.3,7,-7.8,0.148,10,0.1,1.03
,16:19:31,4,3600,878.4,1.09,13.3,7,-7.8,0.152,10,0.1,1.02
,16:19:32,4,3600,879.4,1.08,13.3,7,-7.8,0.15,10,0.1,1.01
,16:19:33,4,3600,880.4,1.06,13.3,7,-7.9,0.153,10,0.1,0.99
,16:19:34,4,3600,881.4,1.05,13.3,7,-7.9,0.151,10,0.1,0.98
,16:19:35,4,3600,882.4,1.04,13.3,7,-7.9,0.15,10,0.1,0.97
,16:19:36,4,3600,883.4,1.03,13.3,7,-7.9,0.144,10,0.1,0.97
,16:19:37,4,3600,884.4,1.03,13.3,7,-7.9,0.144,10,0.1,0.97
,16:19:38,4,3600,885.4,1.03,13.3,7,-7.9,0.143,10,0.1,0.96
,16:19:39,4,3600,886.4,1.02,13.3,7,-7.9,0.142,10,0.1,0.95
,16:19:40,4,3600,887.4,1.02,13.3,7,-7.9,0.142,10,0.1,0.95
,16:19:41,4,3600,888.4,1.01,13.3,7,-7.8,0.146,10,0.1,0.95
,16:19:42,4,3600,889.4,1,13.3,7,-7.8,0.15,10,0.1,0.94
,16:19:43,4,3600,890.4,1,13.3,7,-7.8,0.15,10,0.1,0.94
,16:19:44,4,3600,891.4,1,13.3,7,-7.8,0.15,10,0.1,0.94
,16:19:45,4,3600,892.4,1.01,13.3,7,-7.7,0.146,10,0.1,0.95
,16:19:46,4,3600,893.4,1.01,13.3,7,-7.8,0.152,10,0.1,0.95
,16:19:47,4,3600,894.4,1.01,13.3,7,-7.7,0.152,10,0.1,0.95
,16:19:48,4,3600,895.4,1.01,13.3,7,-7.7,0.146,10,0.1,0.95
,16:19:49,4,3600,896.4,1.01,13.3,7,-7.7,0.145,10,0.1,0.94
,16:19:50,4,3600,897.4,1,13.3,7,-7.6,0.145,10,0.1,0.94
,16:19:51,4,3600,898.4,1,13.3,7,-7.6,0.139,10,0.1,0.93
,16:19:52,4,3600,899.4,1,13.3,7,-7.5,0.144,10,0.1,0.94
,16:19:53,4,3600,900.4,1,13.3,7,-7.5,0.15,10,0.1,0.94
,16:19:54,4,3600,901.4,1,13.3,7,-7.4,0.15,10,0.1,0.94
,16:19:55,4,3600,902.4,1,13.3,7,-7.4,0.15,10,0.1,0.94
,16:19:56,4,3600,903.4,1,13.3,6,-7.4,0.155,10,0.1,0.93
,16:19:57,4,3600,904.4,1,13.3,7,-7.3,0.15,10,0.1,0.94
,16:19:58,4,3600,905.4,1,13.3,7,-7.3,0.14,10,0.1,0.94
,16:19:59,4,3600,906.4,1,13.3,7,-7.3,0.139,10,0.1,0.94
,16:20:00,4,3600,907.4,1,13.3,7,-7.2,0.144,10,0.1,0.93
,16:20:01,4,3600,908.4,1,13.3,7,-7.2,0.144,10,0.1,0.93
,16:20:02,4,3600,909.4,1,13.3,7,-7.2,0.139,10,0.1,0.93
,16:20:03,4,3600,910.4,1,13.3,7,-7.2,0.139,10,0.1,0.93
,16:20:04,4,3600,911.4,0.99,13.3,7,-7.2,0.143,10,0.1,0.93
,16:20:05,4,3600,912.4,0.99,13.3,7,-7.2,0.148,10,0.1,0.92
,16:20:06,4,3600,913.4,0.99,13.3,7,-7.2,0.148,10,0.1,0.93
,16:20:07,4,3600,914.4,0.99,13.3,7,-7.2,0.143,10,0.1,0.93
,16:20:08,4,3600,915.4,1,13.3,7,-7.1,0.144,10,0.1,0.93
,16:20:09,4,3600,916.4,1,13.3,7,-7.1,0.144,10,0.1,0.93
,16:20:10,4,3600,917.4,0.99,13.3,7,-7.1,0.143,10,0.1,0.92
,16:20:11,4,3600,918.4,0.98,13.3,7,-7.1,0.142,10,0.1,0.92
,16:20:12,4,3600,919.4,0.98,13.3,7,-7.1,0.142,10,0.1,0.92
,16:20:13,4,3600,920.4,0.98,13.3,7,-7.1,0.141,10,0.1,0.91
,16:20:14,4,3600,921.4,0.97,13.3,7,-7.1,0.146,10,0.1,0.91
,16:20:15,4,3600,922.4,0.97,13.3,7,-7.1,0.146,10,0.1,0.91
,16:20:16,4,3600,923.4,0.98,13.3,7,-7,0.141,10,0.1,0.91
,16:20:17,4,3600,924.4,0.98,13.3,7,-7,0.141,10,0.1,0.91
,16:20:18,4,3600,925.4,0.97,13.3,7,-7,0.146,10,0.1,0.91
,16:20:19,4,3600,926.4,0.97,13.3,7,-7,0.145,10,0.1,0.91
,16:20:20,4,3600,927.4,0.97,13.3,7,-7,0.146,10,0.1,0.91
,16:20:21,4,3600,928.4,0.98,13.3,7,-7,0.147,10,0.1,0.92
,16:20:22,4,3600,929.4,0.99,13.3,7,-7,0.143,10,0.1,0.93
,16:20:23,4,3600,930.4,1,13.3,7,-7,0.139,10,0.1,0.93
,16:20:24,4,3600,931.4,1,13.3,7,-7,0.139,10,0.1,0.93
,16:20:25,4,3600,932.4,0.99,13.3,7,-7,0.138,10,0.1,0.93
,16:20:26,4,3600,933.4,0.98,13.3,7,-7,0.142,10,0.1,0.92
,16:20:27,4,3600,934.4,0.98,13.3,7,-7,0.147,10,0.1,0.91
,16:20:28,4,3600,935.4,0.98,13.3,7,-6.9,0.147,10,0.1,0.91
,16:20:29,4,3600,936.4,0.99,13.3,7,-6.9,0.143,10,0.1,0.92
,16:20:30,4,3600,937.4,0.99,13.3,7,-6.9,0.149,10,0.1,0.93
,16:20:31,4,3600,938.4,0.99,13.3,7,-6.9,0.143,10,0.1,0.92
,16:20:32,4,3600,939.4,0.98,13.3,7,-6.9,0.136,10,0.1,0.92
,16:20:33,4,3600,940.4,0.97,13.3,7,-6.9,0.141,10,0.1,0.91
,16:20:34,4,3600,941.4,0.97,13.3,7,-6.9,0.146,10,0.1,0.91
,16:20:35,4,3600,942.4,0.98,13.3,7,-6.9,0.147,10,0.1,0.91
,16:20:36,4,3600,943.4,0.98,13.3,7,-6.9,0.142,10,0.1,0.92
,16:20:37,4,3600,944.4,0.98,13.3,7,-6.9,0.147,10,0.1,0.92
,16:20:38,4,3600,945.4,0.98,13.3,7,-6.9,0.147,10,0.1,0.92
,16:20:39,4,3600,946.4,0.98,13.3,7,-6.9,0.142,10,0.1,0.92
,16:20:40,4,3600,947.4,0.98,13.3,7,-6.9,0.142,10,0.1,0.92
,16:20:41,4,3600,948.4,0.98,13.3,7,-6.9,0.137,10,0.1,0.92
,16:20:42,4,3600,949.4,0.97,13.3,7,-6.9,0.141,10,0.1,0.91
,16:20:43,4,3600,950.4,0.97,13.3,7,-6.9,0.14,10,0.1,0.91
,16:20:44,4,3600,951.4,0.97,13.3,7,-6.9,0.145,10,0.1,0.91
,16:20:45,4,3600,952.4,0.97,13.3,7,-6.9,0.145,10,0.1,0.91
,16:20:46,4,3600,953.4,0.97,13.3,6,-6.9,0.152,10,0.1,0.91
,16:20:47,4,3600,954.4,0.98,13.3,7,-6.9,0.147,10,0.1,0.92
,16:20:48,4,3600,955.4,0.98,13.3,7,-6.9,0.147,10,0.1,0.92
,16:20:49,4,3600,956.4,0.98,13.3,7,-6.9,0.147,10,0.1,0.92
,16:20:50,4,3600,957.4,0.98,13.3,7,-6.8,0.142,10,0.1,0.92
,16:20:51,4,3600,958.4,0.98,13.3,7,-6.8,0.142,10,0.1,0.92
,16:20:52,4,3600,959.4,0.98,13.3,7,-6.8,0.137,10,0.1,0.92
,16:20:53,4,3600,960.4,0.98,13.3,7,-6.8,0.132,10,0.1,0.92
,16:20:54,4,3600,961.4,0.98,13.3,7,-6.8,0.131,10,0.1,0.91
,16:20:55,4,3600,962.4,0.97,13.3,7,-6.8,0.135,10,0.1,0.91
,16:20:56,4,3600,963.4,0.97,13.3,7,-6.8,0.145,10,0.1,0.91
,16:20:57,4,3600,964.4,0.96,13.3,7,-6.8,0.145,10,0.1,0.9
,16:20:58,4,3600,965.4,0.96,13.3,7,-6.8,0.145,10,0.1,0.9
,16:20:59,4,3600,966.4,0.97,13.3,7,-6.8,0.145,10,0.1,0.91
,16:21:00,4,3600,967.4,0.97,13.3,7,-6.8,0.141,10,0.1,0.91
,16:21:01,4,3600,968.4,0.97,13.3,7,-6.8,0.141,10,0.1,0.91
,16:21:02,4,3600,969.4,0.97,13.3,7,-6.8,0.146,10,0.1,0.91
,16:21:03,4,3600,970.4,0.97,13.3,6,-6.8,0.151,10,0.1,0.91
,16:21:04,4,3600,971.4,0.97,13.3,7,-6.8,0.145,10,0.1,0.91
,16:21:05,4,3600,972.4,0.97,13.3,7,-6.8,0.141,10,0.1,0.91
,16:21:06,4,3600,973.4,0.98,13.3,7,-6.8,0.141,10,0.1,0.91
,16:21:07,4,3600,974.4,0.98,13.3,7,-6.8,0.141,10,0.1,0.91
,16:21:08,4,3600,975.4,0.97,13.3,7,-6.8,0.135,10,0.1,0.91
,16:21:09,4,3600,976.4,0.97,13.3,7,-6.8,0.135,10,0.1,0.91
,16:21:10,4,3600,977.4,0.97,13.3,7,-6.8,0.135,10,0.1,0.9
,16:21:11,4,3600,978.4,0.96,13.3,7,-6.8,0.144,10,0.1,0.9
,16:21:12,4,3600,979.4,0.96,13.3,7,-6.8,0.144,10,0.1,0.9
,16:21:13,4,3600,980.4,0.96,13.3,7,-6.8,0.144,10,0.1,0.9
,16:21:14,4,3600,981.4,0.96,13.3,7,-6.8,0.139,10,0.1,0.9
,16:21:15,4,3600,982.4,0.96,13.3,7,-6.8,0.144,10,0.1,0.9
,16:21:16,4,3600,983.4,0.96,13.3,7,-6.8,0.144,10,0.1,0.9
,16:21:17,4,3600,984.4,0.96,13.3,7,-6.8,0.143,10,0.1,0.9
,16:21:18,4,3600,985.4,0.96,13.3,7,-6.8,0.144,10,0,0.9
,16:21:19,4,3600,986.4,0.96,13.3,7,-6.8,0.139,10,0.1,0.9
,16:21:20,4,3600,987.4,0.96,13.3,7,-6.8,0.139,10,0.1,0.9
,16:21:21,4,3600,988.4,0.96,13.3,7,-6.8,0.134,10,0.1,0.9
,16:21:22,4,3600,989.4,0.96,13.3,7,-6.8,0.134,10,0.1,0.9
,16:21:23,4,3600,990.4,0.96,13.3,7,-6.8,0.138,10,0.1,0.9
,16:21:24,4,3600,991.4,0.95,13.3,7,-6.8,0.143,10,0.1,0.89
,16:21:25,4,3600,992.4,0.96,13.3,7,-6.8,0.143,10,0.1,0.9
,16:21:26,4,3600,993.4,0.96,13.3,7,-6.7,0.144,10,0.1,0.9
,16:21:27,4,3600,994.4,0.96,13.3,7,-6.7,0.145,10,0.1,0.9
,16:21:28,4,3600,995.4,0.97,13.3,7,-6.7,0.145,10,0.1,0.91
,16:21:29,4,3600,996.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:21:30,4,3600,997.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.91
,16:21:31,4,3600,998.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:21:32,4,3600,999.4,0.96,13.3,7,-6.7,0.138,10,0.1,0.9
,16:21:33,4,3600,1000.4,0.95,13.3,7,-6.7,0.138,10,0.1,0.89
,16:21:34,4,3600,1001.4,0.95,13.3,7,-6.7,0.143,10,0.1,0.89
,16:21:35,4,3600,1002.4,0.96,13.3,7,-6.7,0.144,10,0,0.9
,16:21:36,4,3600,1003.4,0.96,13.3,7,-6.7,0.144,10,0.1,0.9
,16:21:37,4,3600,1004.4,0.97,13.3,7,-6.7,0.14,10,0.1,0.91
,16:21:38,4,3600,1005.4,0.97,13.3,7,-6.7,0.145,10,0.1,0.91
,16:21:39,4,3600,1006.4,0.96,13.3,7,-6.7,0.145,10,0.1,0.9
,16:21:40,4,3600,1007.4,0.96,13.3,7,-6.7,0.145,10,0.1,0.9
,16:21:41,4,3600,1008.4,0.96,13.3,7,-6.7,0.145,10,0.1,0.9
,16:21:42,4,3600,1009.4,0.97,13.3,7,-6.7,0.14,10,0.1,0.91
,16:21:43,4,3600,1010.4,0.96,13.3,7,-6.7,0.13,10,0.1,0.9
,16:21:44,4,3600,1011.4,0.96,13.3,7,-6.7,0.129,10,0.1,0.9
,16:21:45,4,3600,1012.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:21:46,4,3600,1013.4,0.95,13.3,7,-6.7,0.143,10,0.1,0.89
,16:21:47,4,3600,1014.4,0.95,13.3,7,-6.7,0.143,10,0.1,0.89
,16:21:48,4,3600,1015.4,0.96,13.3,7,-6.7,0.143,10,0.1,0.9
,16:21:49,4,3600,1016.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:21:50,4,3600,1017.4,0.97,13.3,7,-6.7,0.14,10,0.1,0.91
,16:21:51,4,3600,1018.4,0.96,13.3,7,-6.7,0.145,10,0.1,0.9
,16:21:52,4,3600,1019.4,0.96,13.3,7,-6.7,0.144,10,0,0.9
,16:21:53,4,3600,1020.4,0.96,13.3,7,-6.7,0.134,10,0.1,0.9
,16:21:54,4,3600,1021.4,0.97,13.3,7,-6.7,0.13,10,0.1,0.91
,16:21:55,4,3600,1022.4,0.97,13.3,7,-6.7,0.135,10,0.1,0.9
,16:21:56,4,3600,1023.4,0.96,13.3,7,-6.7,0.144,10,0.1,0.9
,16:21:57,4,3600,1024.4,0.96,13.3,6,-6.7,0.15,10,0.1,0.9
,16:21:58,4,3600,1025.4,0.96,13.3,7,-6.7,0.144,10,0.1,0.9
,16:21:59,4,3600,1026.4,0.97,13.3,7,-6.7,0.145,10,0.1,0.91
,16:22:00,4,3600,1027.4,0.97,13.3,7,-6.7,0.145,10,0.1,0.91
,16:22:01,4,3600,1028.4,0.96,13.3,7,-6.7,0.144,10,0.1,0.9
,16:22:02,4,3600,1029.4,0.96,13.3,7,-6.7,0.143,10,0.1,0.9
,16:22:03,4,3600,1030.4,0.96,13.3,7,-6.7,0.143,10,0.1,0.9
,16:22:04,4,3600,1031.4,0.97,13.3,7,-6.7,0.145,10,0.1,0.91
,16:22:05,4,3600,1032.4,0.96,13.3,7,-6.7,0.145,10,0.1,0.9
,16:22:06,4,3600,1033.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:22:07,4,3600,1034.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:22:08,4,3600,1035.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:22:09,4,3600,1036.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:22:10,4,3600,1037.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:22:11,4,3600,1038.4,0.96,13.3,7,-6.7,0.139,10,0.1,0.9
,16:22:12,4,3600,1039.4,0.96,13.3,7,-6.7,0.133,10,0.1,0.9
,16:22:13,4,3600,1040.4,0.96,13.3,7,-6.7,0.134,10,0.1,0.9
,16:22:14,4,3600,1041.4,0.96,13.3,7,-6.7,0.134,10,0.1,0.9
,16:22:15,4,3600,1042.4,0.96,13.3,7,-6.7,0.133,10,0.1,0.9
,16:22:16,4,3600,1043.4,0.95,13.3,7,-6.7,0.133,10,0.1,0.89
,16:22:17,4,3600,1044.4,0.95,13.3,7,-6.7,0.132,10,0.1,0.89
,16:22:18,4,3600,1045.4,0.95,13.3,7,-6.7,0.132,10,0.1,0.89
,16:22:19,4,3600,1046.4,0.94,13.3,7,-6.7,0.127,10,0.1,0.88
,16:22:20,4,3600,1047.4,0.94,13.3,7,-6.7,0.131,10,0.1,0.88
,16:22:21,4,3600,1048.4,0.93,13.3,7,-6.7,0.135,10,0.1,0.87
,16:22:22,4,3600,1049.4,0.93,13.3,7,-6.7,0.134,10,0.1,0.86
,16:22:23,4,3600,1050.4,0.92,13.3,7,-6.7,0.138,10,0.1,0.86
,16:22:24,4,3600,1051.4,0.92,13.3,6,-6.7,0.144,10,0.1,0.86
,16:22:25,4,3600,1052.4,0.93,13.3,6,-6.7,0.145,10,0.1,0.87
,16:22:26,4,3600,1053.4,0.93,13.3,6,-6.7,0.146,10,0.1,0.87
,16:22:27,4,3600,1054.4,0.94,13.3,6,-6.7,0.146,10,0.1,0.88
,16:22:28,4,3600,1055.4,0.94,13.3,6,-6.7,0.147,10,0.1,0.88
,16:22:29,4,3600,1056.4,0.95,13.3,6,-6.7,0.148,10,0.1,0.89
,16:22:30,4,3600,1057.4,0.95,13.3,7,-6.7,0.142,10,0.1,0.89
,16:22:31,4,3600,1058.4,0.94,13.3,7,-6.7,0.142,10,0.1,0.88
,16:22:32,4,3600,1059.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:22:33,4,3600,1060.4,0.94,13.3,7,-6.7,0.142,10,0.1,0.88
,16:22:34,4,3600,1061.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:22:35,4,3600,1062.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:22:36,4,3600,1063.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:22:37,4,3600,1064.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:22:38,4,3600,1065.4,0.94,13.3,7,-6.7,0.142,10,0.1,0.88
,16:22:39,4,3600,1066.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:22:40,4,3600,1067.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:41,4,3600,1068.4,0.94,13.3,7,-6.7,0.135,10,0.1,0.88
,16:22:42,4,3600,1069.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:43,4,3600,1070.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:44,4,3600,1071.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:22:45,4,3600,1072.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:46,4,3600,1073.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:47,4,3600,1074.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:48,4,3600,1075.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:49,4,3600,1076.4,0.94,13.3,7,-6.7,0.135,10,0.1,0.88
,16:22:50,4,3600,1077.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:22:51,4,3600,1078.4,0.95,13.3,7,-6.7,0.137,10,0.1,0.89
,16:22:52,4,3600,1079.4,0.95,13.3,7,-6.7,0.138,10,0.1,0.89
,16:22:53,4,3600,1080.4,0.95,13.3,7,-6.7,0.138,10,0.1,0.89
,16:22:54,4,3600,1081.4,0.95,13.3,7,-6.7,0.142,10,0.1,0.89
,16:22:55,4,3600,1082.4,0.94,13.3,7,-6.7,0.142,10,0.1,0.88
,16:22:56,4,3600,1083.4,0.94,13.3,7,-6.7,0.142,10,0.1,0.88
,16:22:57,4,3600,1084.4,0.95,13.3,7,-6.7,0.142,10,0.1,0.89
,16:22:58,4,3600,1085.4,0.95,13.3,7,-6.7,0.137,10,0.1,0.89
,16:22:59,4,3600,1086.4,0.95,13.3,7,-6.7,0.132,10,0.1,0.89
,16:23:00,4,3600,1087.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:23:01,4,3600,1088.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:23:02,4,3600,1089.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:23:03,4,3600,1090.4,0.94,13.3,7,-6.7,0.141,10,0.1,0.88
,16:23:04,4,3600,1091.4,0.94,13.3,7,-6.7,0.142,10,0.1,0.88
,16:23:05,4,3600,1092.4,0.95,13.3,7,-6.7,0.137,10,0.1,0.89
,16:23:06,4,3600,1093.4,0.95,13.3,7,-6.7,0.137,10,0.1,0.88
,16:23:07,4,3600,1094.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:23:08,4,3600,1095.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:23:09,4,3600,1096.4,0.94,13.3,7,-6.7,0.136,10,0.1,0.88
,16:23:10,4,3600,1097.4,0.94,13.3,7,-6.7,0.135,10,0.1,0.88
,16:23:11,4,3600,1098.4,0.93,13.3,7,-6.7,0.14,10,0.1,0.87
,16:23:12,4,3600,1099.4,0.93,13.3,6,-6.7,0.146,10,0.1,0.87
,16:23:13,4,3600,1100.4,0.93,13.3,7,-6.7,0.14,10,0.1,0.88
,16:23:14,4,3600,1101.4,0.94,13.3,7,-6.7,0.142,10,0.1,0.88
,16:23:15,4,3600,1102.4,0.95,13.3,7,-6.7,0.132,10,0.1,0.89
,16:23:16,4,3600,1103.4,0.95,13.3,7,-6.7,0.127,10,0.1,0.89
,16:23:17,4,3600,1104.4,0.94,13.3,7,-6.7,0.127,10,0.1,0.88
,16:23:18,4,3600,1105.4,0.94,13.3,7,-6.7,0.126,10,0.1,0.87
,16:23:19,4,3600,1106.4,0.93,13.3,7,-6.7,0.135,10,0.1,0.87
,16:23:20,4,3600,1107.4,0.93,13.3,7,-6.7,0.139,10,0.1,0.87
,16:23:21,4,3600,1108.4,0.93,13.3,7,-6.7,0.139,10,0.1,0.87
,16:23:22,4,3600,1109.4,0.93,13.3,6,-6.7,0.145,10,0.1,0.87
,16:23:23,4,3600,1110.4,0.94,13.3,6,-6.7,0.146,10,0.1,0.88
,16:23:24,4,3600,1111.4,0.94,13.3,7,-6.8,0.142,10,0.1,0.88
,16:23:25,4,3600,1112.4,0.94,13.3,7,-6.8,0.136,10,0.1,0.88
,16:23:26,4,3600,1113.4,0.94,13.3,7,-6.8,0.141,10,0.1,0.88
,16:23:27,4,3600,1114.4,0.94,13.3,7,-6.8,0.14,10,0.1,0.88
,16:23:28,4,3600,1115.4,0.93,13.3,7,-6.8,0.139,10,0.1,0.87
,16:23:29,4,3600,1116.4,0.93,13.3,7,-6.8,0.139,10,0.1,0.87
,16:23:30,4,3600,1117.4,0.93,13.3,7,-6.8,0.14,10,0,0.87
,16:23:31,4,3600,1118.4,0.94,13.3,7,-6.8,0.141,10,0.1,0.88
,16:23:32,4,3600,1119.4,0.94,13.3,7,-6.8,0.136,10,0.1,0.88
,16:23:33,4,3600,1120.4,0.93,13.3,7,-6.8,0.13,10,0,0.87
,16:23:34,4,3600,1121.4,0.94,13.3,7,-6.8,0.13,10,0.1,0.88
,16:23:35,4,3600,1122.4,0.94,13.3,7,-6.8,0.13,10,0.1,0.88
,16:23:36,4,3600,1123.4,0.93,13.3,7,-6.8,0.13,10,0.1,0.87
,16:23:37,4,3600,1124.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:23:38,4,3600,1125.4,0.92,13.3,6,-6.8,0.143,10,0.1,0.86
,16:23:39,4,3600,1126.4,0.92,13.3,7,-6.8,0.138,10,0,0.87
,16:23:40,4,3600,1127.4,0.93,13.3,7,-6.8,0.134,10,0.1,0.87
,16:23:41,4,3600,1128.4,0.93,13.3,7,-6.8,0.135,10,0.1,0.87
,16:23:42,4,3600,1129.4,0.93,13.3,7,-6.8,0.134,10,0.1,0.87
,16:23:43,4,3600,1130.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:23:44,4,3600,1131.4,0.91,13.3,7,-6.8,0.137,10,0.1,0.85
,16:23:45,4,3600,1132.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:23:46,4,3600,1133.4,0.93,13.3,7,-6.8,0.134,10,0.1,0.87
,16:23:47,4,3600,1134.4,0.93,13.3,7,-6.8,0.129,10,0.1,0.87
,16:23:48,4,3600,1135.4,0.92,13.3,7,-6.8,0.128,10,0.1,0.86
,16:23:49,4,3600,1136.4,0.91,13.3,7,-6.8,0.127,10,0.1,0.85
,16:23:50,4,3600,1137.4,0.91,13.3,7,-6.8,0.132,10,0.1,0.85
,16:23:51,4,3600,1138.4,0.92,13.3,7,-6.8,0.137,10,0.1,0.86
,16:23:52,4,3600,1139.4,0.92,13.3,6,-6.8,0.143,10,0.1,0.86
,16:23:53,4,3600,1140.4,0.92,13.3,6,-6.8,0.143,10,0.1,0.86
,16:23:54,4,3600,1141.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:23:55,4,3600,1142.4,0.92,13.3,7,-6.8,0.138,10,0,0.86
,16:23:56,4,3600,1143.4,0.93,13.3,7,-6.8,0.134,10,0,0.87
,16:23:57,4,3600,1144.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:23:58,4,3600,1145.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:23:59,4,3600,1146.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:00,4,3600,1147.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:01,4,3600,1148.4,0.92,13.3,7,-6.8,0.137,10,0.1,0.86
,16:24:02,4,3600,1149.4,0.92,13.3,7,-6.8,0.137,10,0.1,0.86
,16:24:03,4,3600,1150.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:24:04,4,3600,1151.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:05,4,3600,1152.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:24:06,4,3600,1153.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:24:07,4,3600,1154.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:24:08,4,3600,1155.4,0.92,13.3,7,-6.8,0.138,10,0.1,0.86
,16:24:09,4,3600,1156.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:10,4,3600,1157.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:11,4,3600,1158.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:12,4,3600,1159.4,0.93,13.3,7,-6.8,0.134,10,0.1,0.87
,16:24:13,4,3600,1160.4,0.93,13.3,7,-6.8,0.135,10,0.1,0.87
,16:24:14,4,3600,1161.4,0.93,13.3,7,-6.8,0.13,10,0.1,0.87
,16:24:15,4,3600,1162.4,0.93,13.3,7,-6.8,0.126,10,0.1,0.87
,16:24:16,4,3600,1163.4,0.93,13.3,7,-6.8,0.125,10,0.1,0.87
,16:24:17,4,3600,1164.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:18,4,3600,1165.4,0.92,13.3,7,-6.8,0.133,10,0.1,0.86
,16:24:19,4,3600,1166.4,0.92,13.3,7,-6.8,0.137,10,0.1,0.86
,16:24:20,4,3600,1167.4,0.91,13.3,7,-6.8,0.137,10,0.1,0.85
