Data file,,ZYTEL_ISO10_-8C_006.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,01/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Zytel on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 16:04:48 on 01/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,17:04:07,4,3600,3554.4,0.89,13.3,7,-8.3,0.129,10,0.1,0.84
,17:04:08,4,3600,3555.4,0.89,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:09,4,3600,3556.4,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:10,4,3600,3557.4,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:11,4,3600,3558.4,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:12,4,3600,3559.4,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:13,4,3600,3560.4,0.88,13.3,7,-8.3,0.127,10,0.1,0.82
,17:04:14,4,3600,3561.4,0.88,13.3,7,-8.3,0.127,10,0.1,0.83
,17:04:15,4,3600,3562.4,0.88,13.3,7,-8.3,0.127,10,0.1,0.82
,17:04:16,4,3600,3563.4,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,17:04:17,4,3600,3564.4,0.88,13.3,7,-8.3,0.123,10,0,0.83
,17:04:18,4,3600,3565.4,0.88,13.3,7,-8.3,0.123,10,0.1,0.83
,17:04:19,4,3600,3566.4,0.88,13.3,7,-8.3,0.123,10,0.1,0.83
,17:04:20,4,3600,3567.4,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,17:04:21,4,3600,3568.4,0.88,13.3,7,-8.3,0.127,10,0,0.82
,17:04:22,4,3600,3569.4,0.88,13.3,7,-8.3,0.127,10,0.1,0.83
,17:04:23,4,3600,3570.4,0.88,13.3,7,-8.3,0.123,10,0.1,0.83
,17:04:24,4,3600,3571.4,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,17:04:25,4,3600,3572.4,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,17:04:26,4,3600,3573.4,0.87,13.3,7,-8.3,0.122,10,0.1,0.82
,17:04:27,4,3600,3574.4,0.87,13.3,7,-8.3,0.126,10,0.1,0.81
,17:04:28,4,3600,3575.4,0.87,13.3,7,-8.3,0.126,10,0.1,0.81
,17:04:29,4,3600,3576.4,0.87,13.3,7,-8.3,0.13,10,0.1,0.81
,17:04:30,4,3600,3577.4,0.87,13.3,7,-8.3,0.13,10,0.1,0.81
,17:04:31,4,3600,3578.4,0.87,13.3,6,-8.3,0.136,10,0.1,0.82
,17:04:32,4,3600,3579.4,0.88,13.3,6,-8.3,0.137,10,0.1,0.82
,17:04:33,4,3600,3580.4,0.89,13.3,6,-8.3,0.138,10,0.1,0.83
,17:04:34,4,3600,3581.4,0.89,13.3,6,-8.3,0.138,10,0.1,0.83
,17:04:35,4,3600,3582.4,0.89,13.3,7,-8.3,0.134,10,0.1,0.84
,17:04:36,4,3600,3583.4,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:37,4,3600,3584.4,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:38,4,3600,3585.4,0.88,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:39,4,3600,3586.4,0.88,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:40,4,3600,3587.4,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:41,4,3600,3588.4,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:42,4,3600,3589.4,0.89,13.3,7,-8.3,0.134,10,0.1,0.84
,17:04:43,4,3600,3590.4,0.9,13.3,7,-8.3,0.135,10,0.1,0.84
,17:04:44,4,3600,3591.4,0.89,13.3,7,-8.3,0.129,10,0.1,0.84
,17:04:45,4,3600,3592.4,0.89,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:46,4,3600,3593.4,0.88,13.3,7,-8.3,0.132,10,0.1,0.83
,17:04:47,4,3600,3594.4,0.88,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:48,4,3600,3595.4,0.89,13.3,7,-8.3,0.129,10,0.1,0.84
,17:04:49,4,3600,3596.4,0.89,13.3,7,-8.3,0.129,10,0.1,0.84
,17:04:50,4,3600,3597.4,0.89,13.3,7,-8.3,0.129,10,0.1,0.84
,17:04:51,4,3600,3598.4,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:52,4,3600,3599.4,0.88,13.3,7,-8.3,0.132,10,0.1,0.83
,17:04:53,4,3600,3600.4,0.89,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:54,4,3600,3601.4,0.89,13.3,7,-8.3,0.129,10,0.1,0.84
,17:04:55,4,3600,3602.4,0.89,13.3,7,-8.3,0.129,10,0.1,0.84
,17:04:56,4,3600,3603.4,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,17:04:57,4,3600,3604.4,0.88,13.3,7,-8.3,0.132,10,0.1,0.83
,17:04:58,4,3600,3605.4,0.89,13.3,7,-8.3,0.128,10,0.1,0.83
,17:04:59,4,3600,3606.4,0.89,13.3,7,-8.3,0.124,10,0.1,0.83
,17:05:00,4,3600,3607.4,0.88,13.3,7,-8.3,0.123,10,0.1,0.82
,17:05:01,4,3600,3608.4,0.88,13.3,7,-8.3,0.118,10,0.1,0.82
,17:05:02,4,3600,3609.4,0.87,13.3,7,-8.3,0.117,10,0.1,0.82
,17:05:03,4,3600,3610.4,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,17:05:04,4,3600,3611.4,0.88,13.3,7,-8.3,0.127,10,0.1,0.82
,17:05:05,4,3600,3612.4,0.88,13.3,7,-8.3,0.132,10,0.1,0.83
,17:05:06,4,3600,3613.4,0.88,13.3,7,-8.3,0.132,10,0.1,0.83
,17:05:07,4,3600,3614.4,0.88,13.3,7,-8.3,0.131,10,0.1,0.82
,17:05:08,4,3600,3615.4,0.88,13.3,7,-8.3,0.132,10,0,0.82
,17:05:09,4,3600,3616.4,0.88,13.3,7,-8.3,0.132,10,0,0.83
,17:05:10,4,3600,3617.4,0.88,13.3,7,-8.3,0.132,10,0,0.83
,17:05:11,4,3600,3618.4,0.88,13.3,7,-8.3,0.132,10,0.1,0.82
,17:05:12,4,3600,3619.4,0.87,13.3,7,-8.2,0.131,10,0.1,0.82
,17:05:13,4,3600,3620.4,0.87,13.3,7,-8.2,0.131,10,0.1,0.82
,17:05:14,4,3600,3621.4,0.88,13.3,7,-8.3,0.132,10,0,0.82
,17:05:15,4,3600,3622.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.83
,17:05:16,4,3600,3623.4,0.89,13.3,7,-8.2,0.133,10,0.1,0.83
,17:05:17,4,3600,3624.4,0.89,13.3,7,-8.2,0.128,10,0,0.83
,17:05:18,4,3600,3625.4,0.89,13.3,7,-8.2,0.128,10,0.1,0.83
,17:05:19,4,3600,3626.4,0.89,13.3,7,-8.2,0.128,10,0.1,0.83
,17:05:20,4,3600,3627.4,0.88,13.3,7,-8.2,0.127,10,0.1,0.83
,17:05:21,4,3600,3628.4,0.88,13.3,7,-8.2,0.123,10,0.1,0.83
,17:05:22,4,3600,3629.4,0.88,13.3,7,-8.2,0.118,10,0.1,0.82
,17:05:23,4,3600,3630.4,0.88,13.3,7,-8.2,0.118,10,0.1,0.82
,17:05:24,4,3600,3631.4,0.88,13.3,7,-8.2,0.123,10,0.1,0.83
,17:05:25,4,3600,3632.4,0.88,13.3,7,-8.2,0.127,10,0.1,0.83
,17:05:26,4,3600,3633.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.83
,17:05:27,4,3600,3634.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.82
,17:05:28,4,3600,3635.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.82
,17:05:29,4,3600,3636.4,0.88,13.3,7,-8.2,0.133,10,0.1,0.83
,17:05:30,4,3600,3637.4,0.89,13.3,7,-8.2,0.133,10,0.1,0.83
,17:05:31,4,3600,3638.4,0.88,13.3,7,-8.2,0.133,10,0.1,0.83
,17:05:32,4,3600,3639.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.83
,17:05:33,4,3600,3640.4,0.88,13.3,7,-8.2,0.131,10,0.1,0.82
,17:05:34,4,3600,3641.4,0.88,13.3,7,-8.2,0.132,10,0,0.83
,17:05:35,4,3600,3642.4,0.88,13.3,7,-8.2,0.127,10,0.1,0.83
,17:05:36,4,3600,3643.4,0.88,13.3,7,-8.2,0.123,10,0,0.83
,17:05:37,4,3600,3644.4,0.88,13.3,7,-8.2,0.123,10,0.1,0.83
,17:05:38,4,3600,3645.4,0.88,13.3,7,-8.2,0.122,10,0.1,0.82
,17:05:39,4,3600,3646.4,0.88,13.3,7,-8.2,0.127,10,0.1,0.82
,17:05:40,4,3600,3647.4,0.88,13.3,7,-8.2,0.131,10,0.1,0.82
,17:05:41,4,3600,3648.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.82
,17:05:42,4,3600,3649.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.83
,17:05:43,4,3600,3650.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.83
,17:05:44,4,3600,3651.4,0.88,13.3,7,-8.2,0.132,10,0.1,0.82
,17:05:45,4,3600,3652.4,0.88,13.3,7,-8.2,0.133,10,0.1,0.83
,17:05:46,4,3600,3653.4,0.88,13.3,7,-8.1,0.133,10,0.1,0.83
,17:05:47,4,3600,3654.4,0.89,13.3,7,-8.1,0.133,10,0.1,0.84
,17:05:48,4,3600,3655.4,0.89,13.3,7,-8.1,0.128,10,0.1,0.83
,17:05:49,4,3600,3656.4,0.89,13.3,7,-8.1,0.128,10,0.1,0.83
,17:05:50,4,3600,3657.4,0.89,13.3,7,-8.1,0.129,10,0.1,0.84
,17:05:51,4,3600,3658.4,0.89,13.3,7,-8.1,0.128,10,0.1,0.83
,17:05:52,4,3600,3659.4,0.89,13.3,7,-8.1,0.128,10,0.1,0.83
,17:05:53,4,3600,3660.4,0.88,13.3,7,-8.1,0.127,10,0.1,0.82
,17:05:54,4,3600,3661.4,0.88,13.3,7,-8.1,0.131,10,0.1,0.82
,17:05:55,4,3600,3662.4,0.88,13.3,7,-8.1,0.132,10,0.1,0.82
,17:05:56,4,3600,3663.4,0.88,13.3,7,-8.1,0.132,10,0.1,0.83
,17:05:57,4,3600,3664.4,0.89,13.3,7,-8.1,0.128,10,0.1,0.83
,17:05:58,4,3600,3665.4,0.89,13.3,7,-8.1,0.128,10,0.1,0.83
,17:05:59,4,3600,3666.4,0.88,13.3,7,-8.1,0.133,10,0.1,0.83
,17:06:00,4,3600,3667.4,0.89,13.3,7,-8.1,0.133,10,0.1,0.83
,17:06:01,4,3600,3668.4,0.89,13.3,7,-8.1,0.134,10,0.1,0.84
,17:06:02,4,3600,3669.4,0.9,13.3,7,-8.1,0.13,10,0.1,0.84
,17:06:03,4,3600,3670.4,0.9,13.3,7,-8.1,0.13,10,0.1,0.84
,17:06:04,4,3600,3671.4,0.89,13.3,7,-8.1,0.129,10,0.1,0.83
,17:06:05,4,3600,3672.4,0.89,13.3,7,-8.1,0.124,10,0.1,0.83
,17:06:06,4,3600,3673.4,0.89,13.3,7,-8.1,0.124,10,0.1,0.83
,17:06:07,4,3600,3674.4,0.89,13.3,7,-8.1,0.128,10,0.1,0.83
,17:06:08,4,3600,3675.4,0.89,13.3,7,-8.1,0.133,10,0.1,0.83
,17:06:09,4,3600,3676.4,0.88,13.3,7,-8.1,0.133,10,0.1,0.83
,17:06:10,4,3600,3677.4,0.89,13.3,7,-8.1,0.133,10,0.1,0.83
,17:06:11,4,3600,3678.4,0.89,13.3,7,-8.1,0.133,10,0,0.83
,17:06:12,4,3600,3679.4,0.89,13.3,7,-8,0.133,10,0,0.83
,17:06:13,4,3600,3680.4,0.89,13.3,7,-8,0.129,10,0.1,0.84
,17:06:14,4,3600,3681.4,0.89,13.3,7,-8,0.129,10,0.1,0.84
,17:06:15,4,3600,3682.4,0.89,13.3,7,-8,0.124,10,0.1,0.84
,17:06:16,4,3600,3683.4,0.89,13.3,7,-8,0.124,10,0.1,0.83
,17:06:17,4,3600,3684.4,0.88,13.3,7,-8,0.128,10,0.1,0.83
,17:06:18,4,3600,3685.4,0.88,13.3,7,-8,0.133,10,0.1,0.83
,17:06:19,4,3600,3686.4,0.88,13.3,7,-8,0.132,10,0,0.83
,17:06:20,4,3600,3687.4,0.88,13.3,6,-8,0.138,10,0.1,0.83
,17:06:21,4,3600,3688.4,0.89,13.3,7,-8,0.133,10,0.1,0.83
,17:06:22,4,3600,3689.4,0.89,13.3,7,-8,0.133,10,0.1,0.83
,17:06:23,4,3600,3690.4,0.89,13.3,7,-8,0.129,10,0.1,0.84
,17:06:24,4,3600,3691.4,0.89,13.3,7,-8,0.128,10,0,0.83
,17:06:25,4,3600,3692.4,0.88,13.3,7,-8,0.128,10,0.1,0.83
,17:06:26,4,3600,3693.4,0.88,13.3,7,-8,0.127,10,0.1,0.82
,17:06:27,4,3600,3694.4,0.88,13.3,7,-8,0.127,10,0,0.82
,17:06:28,4,3600,3695.4,0.88,13.3,7,-8,0.131,10,0.1,0.82
,17:06:29,4,3600,3696.4,0.88,13.3,7,-8,0.131,10,0,0.82
,17:06:30,4,3600,3697.4,0.88,13.3,7,-8,0.132,10,0,0.83
,17:06:31,4,3600,3698.4,0.88,13.3,7,-8,0.128,10,0,0.83
,17:06:32,4,3600,3699.4,0.88,13.3,7,-8,0.127,10,0.1,0.82
,17:06:33,4,3600,3700.4,0.88,13.3,7,-8,0.131,10,0.1,0.82
,17:06:34,4,3600,3701.4,0.88,13.3,7,-7.9,0.131,10,0,0.82
,17:06:35,4,3600,3702.4,0.88,13.3,7,-7.9,0.127,10,0,0.82
,17:06:36,4,3600,3703.4,0.88,13.3,7,-7.9,0.127,10,0.1,0.83
,17:06:37,4,3600,3704.4,0.88,13.3,7,-7.9,0.122,10,0.1,0.82
,17:06:38,4,3600,3705.4,0.88,13.3,7,-7.9,0.122,10,0.1,0.82
,17:06:39,4,3600,3706.4,0.88,13.3,7,-7.9,0.127,10,0.1,0.83
,17:06:40,4,3600,3707.4,0.88,13.3,7,-7.9,0.132,10,0.1,0.82
,17:06:41,4,3600,3708.4,0.88,13.3,7,-7.9,0.132,10,0.1,0.82
,17:06:42,4,3600,3709.4,0.88,13.3,7,-7.9,0.132,10,0,0.82
,17:06:43,4,3600,3710.4,0.88,13.3,7,-7.9,0.131,10,0,0.82
,17:06:44,4,3600,3711.4,0.88,13.3,7,-7.9,0.133,10,0.1,0.83
,17:06:45,4,3600,3712.4,0.88,13.3,7,-7.9,0.128,10,0.1,0.83
,17:06:46,4,3600,3713.4,0.89,13.3,7,-7.9,0.129,10,0.1,0.84
,17:06:47,4,3600,3714.4,0.89,13.3,7,-7.9,0.129,10,0.1,0.84
,17:06:48,4,3600,3715.4,0.89,13.3,7,-7.8,0.129,10,0.1,0.84
,17:06:49,4,3600,3716.4,0.89,13.3,7,-7.8,0.124,10,0.1,0.83
,17:06:50,4,3600,3717.4,0.88,13.3,7,-7.8,0.127,10,0.1,0.83
,17:06:51,4,3600,3718.4,0.88,13.3,7,-7.8,0.127,10,0.1,0.82
,17:06:52,4,3600,3719.4,0.88,13.3,7,-7.8,0.132,10,0.1,0.82
,17:06:53,4,3600,3720.4,0.88,13.3,7,-7.8,0.131,10,0,0.82
,17:06:54,4,3600,3721.4,0.88,13.3,7,-7.8,0.132,10,0,0.82
,17:06:55,4,3600,3722.4,0.88,13.3,7,-7.8,0.128,10,0.1,0.83
,17:06:56,4,3600,3723.4,0.89,13.3,7,-7.8,0.128,10,0.1,0.83
,17:06:57,4,3600,3724.4,0.89,13.3,7,-7.8,0.134,10,0.1,0.83
,17:06:58,4,3600,3725.4,0.89,13.3,7,-7.8,0.134,10,0.1,0.84
,17:06:59,4,3600,3726.4,0.89,13.3,7,-7.8,0.129,10,0.1,0.84
,17:07:00,4,3600,3727.4,0.89,13.3,7,-7.8,0.129,10,0.1,0.84
,17:07:01,4,3600,3728.4,0.89,13.3,7,-7.8,0.124,10,0.1,0.83
,17:07:02,4,3600,3729.4,0.89,13.3,7,-7.8,0.124,10,0.1,0.83
,17:07:03,4,3600,3730.4,0.88,13.3,7,-7.8,0.127,10,0.1,0.83
,17:07:04,4,3600,3731.4,0.88,13.3,7,-7.8,0.133,10,0.1,0.83
,17:07:05,4,3600,3732.4,0.88,13.3,7,-7.7,0.133,10,0,0.83
,17:07:06,4,3600,3733.4,0.88,13.3,7,-7.7,0.132,10,0.1,0.83
,17:07:07,4,3600,3734.4,0.88,13.3,7,-7.7,0.133,10,0.1,0.83
,17:07:08,4,3600,3735.4,0.88,13.3,7,-7.7,0.133,10,0.1,0.83
,17:07:09,4,3600,3736.4,0.89,13.3,7,-7.7,0.128,10,0.1,0.83
,17:07:10,4,3600,3737.4,0.88,13.3,7,-7.7,0.123,10,0.1,0.83
,17:07:11,4,3600,3738.4,0.88,13.3,7,-7.7,0.127,10,0.1,0.82
,17:07:12,4,3600,3739.4,0.87,13.3,7,-7.7,0.126,10,0.1,0.82
,17:07:13,4,3600,3740.4,0.87,13.3,7,-7.7,0.131,10,0.1,0.82
,17:07:14,4,3600,3741.4,0.88,13.3,7,-7.7,0.131,10,0.1,0.82
,17:07:15,4,3600,3742.4,0.88,13.3,7,-7.7,0.132,10,0.1,0.82
,17:07:16,4,3600,3743.4,0.88,13.3,7,-7.7,0.132,10,0.1,0.82
,17:07:17,4,3600,3744.4,0.88,13.3,7,-7.7,0.127,10,0.1,0.83
,17:07:18,4,3600,3745.4,0.88,13.3,7,-7.7,0.128,10,0.1,0.83
,17:07:19,4,3600,3746.4,0.88,13.3,7,-7.7,0.127,10,0.1,0.83
,17:07:20,4,3600,3747.4,0.87,13.3,7,-7.7,0.122,10,0.1,0.82
,17:07:21,4,3600,3748.4,0.87,13.3,7,-7.6,0.126,10,0.1,0.81
,17:07:22,4,3600,3749.4,0.87,13.3,7,-7.6,0.13,10,0.1,0.81
,17:07:23,4,3600,3750.4,0.87,13.3,7,-7.6,0.131,10,0.1,0.82
,17:07:24,4,3600,3751.4,0.87,13.3,7,-7.6,0.131,10,0,0.82
,17:07:25,4,3600,3752.4,0.87,13.3,7,-7.6,0.131,10,0.1,0.82
,17:07:26,4,3600,3753.4,0.87,13.3,7,-7.6,0.131,10,0.1,0.82
,17:07:27,4,3600,3754.4,0.88,13.3,7,-7.6,0.127,10,0.1,0.83
,17:07:28,4,3600,3755.4,0.89,13.3,7,-7.6,0.128,10,0.1,0.83
,17:07:29,4,3600,3756.4,0.89,13.3,7,-7.6,0.133,10,0.1,0.83
,17:07:30,4,3600,3757.4,0.88,13.3,7,-7.6,0.128,10,0.1,0.83
,17:07:31,4,3600,3758.4,0.88,13.3,7,-7.6,0.127,10,0.1,0.83
,17:07:32,4,3600,3759.4,0.88,13.3,7,-7.6,0.123,10,0.1,0.83
,17:07:33,4,3600,3760.4,0.88,13.3,7,-7.6,0.123,10,0.1,0.83
,17:07:34,4,3600,3761.4,0.88,13.3,7,-7.6,0.127,10,0.1,0.82
,17:07:35,4,3600,3762.4,0.87,13.3,7,-7.5,0.131,10,0.1,0.82
,17:07:36,4,3600,3763.4,0.88,13.3,7,-7.5,0.131,10,0.1,0.82
,17:07:37,4,3600,3764.4,0.87,13.3,7,-7.5,0.131,10,0.1,0.82
,17:07:38,4,3600,3765.4,0.88,13.3,7,-7.5,0.132,10,0.1,0.82
,17:07:39,4,3600,3766.4,0.88,13.3,7,-7.5,0.132,10,0.1,0.82
,17:07:40,4,3600,3767.4,0.88,13.3,7,-7.5,0.132,10,0.1,0.83
,17:07:41,4,3600,3768.4,0.88,13.3,7,-7.5,0.128,10,0.1,0.83
,17:07:42,4,3600,3769.4,0.88,13.3,7,-7.5,0.128,10,0.1,0.83
,17:07:43,4,3600,3770.4,0.89,13.3,7,-7.5,0.133,10,0.1,0.83
,17:07:44,4,3600,3771.4,0.88,13.3,7,-7.5,0.133,10,0.1,0.83
,17:07:45,4,3600,3772.4,0.88,13.3,7,-7.5,0.128,10,0.1,0.83
,17:07:46,4,3600,3773.4,0.88,13.3,7,-7.5,0.123,10,0.1,0.82
,17:07:47,4,3600,3774.4,0.87,13.3,7,-7.5,0.122,10,0.1,0.82
,17:07:48,4,3600,3775.4,0.87,13.3,7,-7.5,0.126,10,0.1,0.82
,17:07:49,4,3600,3776.4,0.87,13.3,7,-7.5,0.131,10,0.1,0.82
,17:07:50,4,3600,3777.4,0.88,13.3,7,-7.4,0.131,10,0.1,0.82
,17:07:51,4,3600,3778.4,0.88,13.3,7,-7.4,0.131,10,0.1,0.82
,17:07:52,4,3600,3779.4,0.87,13.3,7,-7.4,0.131,10,0.1,0.82
,17:07:53,4,3600,3780.4,0.87,13.3,7,-7.4,0.131,10,0.1,0.82
,17:07:54,4,3600,3781.4,0.88,13.3,7,-7.4,0.131,10,0.1,0.82
,17:07:55,4,3600,3782.4,0.88,13.3,7,-7.4,0.132,10,0.1,0.83
,17:07:56,4,3600,3783.4,0.89,13.3,7,-7.4,0.128,10,0.1,0.83
,17:07:57,4,3600,3784.4,0.88,13.3,7,-7.4,0.127,10,0.1,0.83
,17:07:58,4,3600,3785.4,0.88,13.3,7,-7.4,0.127,10,0.1,0.82
,17:07:59,4,3600,3786.4,0.87,13.3,7,-7.4,0.126,10,0.1,0.82
,17:08:00,4,3600,3787.4,0.87,13.3,7,-7.4,0.126,10,0.1,0.82
,17:08:01,4,3600,3788.4,0.87,13.3,7,-7.4,0.122,10,0.1,0.82
,17:08:02,4,3600,3789.4,0.87,13.3,7,-7.3,0.121,10,0.1,0.82
,17:08:03,4,3600,3790.4,0.87,13.3,7,-7.3,0.121,10,0.1,0.82
,17:08:04,4,3600,3791.4,0.87,13.3,7,-7.3,0.121,10,0.1,0.81
,17:08:05,4,3600,3792.4,0.87,13.3,7,-7.3,0.126,10,0.1,0.81
,17:08:06,4,3600,3793.4,0.87,13.3,7,-7.3,0.13,10,0.1,0.81
,17:08:07,4,3600,3794.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:08,4,3600,3795.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:09,4,3600,3796.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:10,4,3600,3797.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:11,4,3600,3798.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:12,4,3600,3799.4,0.88,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:13,4,3600,3800.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:14,4,3600,3801.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:15,4,3600,3802.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:16,4,3600,3803.4,0.87,13.3,7,-7.3,0.131,10,0.1,0.82
,17:08:17,4,3600,3804.4,0.88,13.3,7,-7.2,0.131,10,0.1,0.82
,17:08:18,4,3600,3805.4,0.88,13.3,7,-7.2,0.131,10,0.1,0.82
,17:08:19,4,3600,3806.4,0.88,13.3,7,-7.2,0.132,10,0.1,0.83
,17:08:20,4,3600,3807.4,0.88,13.3,7,-7.2,0.128,10,0.1,0.83
,17:08:21,4,3600,3808.4,0.89,13.3,7,-7.2,0.128,10,0.1,0.83
,17:08:22,4,3600,3809.4,0.88,13.3,7,-7.2,0.123,10,0.1,0.83
,17:08:23,4,3600,3810.4,0.88,13.3,7,-7.2,0.122,10,0.1,0.82
,17:08:24,4,3600,3811.4,0.88,13.3,7,-7.2,0.122,10,0.1,0.82
,17:08:25,4,3600,3812.4,0.88,13.3,7,-7.2,0.122,10,0.1,0.82
,17:08:26,4,3600,3813.4,0.87,13.3,7,-7.2,0.126,10,0.1,0.82
,17:08:27,4,3600,3814.4,0.87,13.3,7,-7.2,0.126,10,0.1,0.82
,17:08:28,4,3600,3815.4,0.87,13.3,7,-7.2,0.126,10,0.1,0.82
,17:08:29,4,3600,3816.4,0.88,13.3,7,-7.2,0.131,10,0.1,0.82
,17:08:30,4,3600,3817.4,0.88,13.3,7,-7.1,0.132,10,0.1,0.82
,17:08:31,4,3600,3818.4,0.88,13.3,7,-7.1,0.131,10,0.1,0.82
,17:08:32,4,3600,3819.4,0.88,13.3,7,-7.1,0.131,10,0.1,0.82
,17:08:33,4,3600,3820.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,17:08:34,4,3600,3821.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,17:08:35,4,3600,3822.4,0.87,13.3,7,-7.1,0.131,10,0,0.82
,17:08:36,4,3600,3823.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,17:08:37,4,3600,3824.4,0.88,13.3,7,-7.1,0.131,10,0.1,0.82
,17:08:38,4,3600,3825.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.83
,17:08:39,4,3600,3826.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.83
,17:08:40,4,3600,3827.4,0.88,13.3,7,-7.1,0.127,10,0.1,0.82
,17:08:41,4,3600,3828.4,0.87,13.3,7,-7.1,0.131,10,0.1,0.82
,17:08:42,4,3600,3829.4,0.88,13.3,7,-7,0.132,10,0.1,0.82
,17:08:43,4,3600,3830.4,0.88,13.3,7,-7,0.128,10,0.1,0.83
,17:08:44,4,3600,3831.4,0.88,13.3,7,-7,0.127,10,0.1,0.83
,17:08:45,4,3600,3832.4,0.88,13.3,7,-7,0.127,10,0.1,0.82
,17:08:46,4,3600,3833.4,0.87,13.3,7,-7,0.126,10,0.1,0.82
,17:08:47,4,3600,3834.4,0.88,13.3,7,-7,0.122,10,0.1,0.82
,17:08:48,4,3600,3835.4,0.88,13.3,7,-7,0.127,10,0.1,0.83
,17:08:49,4,3600,3836.4,0.88,13.3,7,-7,0.127,10,0.1,0.83
,17:08:50,4,3600,3837.4,0.88,13.3,7,-7,0.127,10,0.1,0.83
,17:08:51,4,3600,3838.4,0.88,13.3,7,-7,0.131,10,0.1,0.82
,17:08:52,4,3600,3839.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,17:08:53,4,3600,3840.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,17:08:54,4,3600,3841.4,0.87,13.3,7,-7,0.13,10,0.1,0.81
,17:08:55,4,3600,3842.4,0.87,13.3,7,-7,0.131,10,0.1,0.82
,17:08:56,4,3600,3843.4,0.88,13.3,7,-7,0.132,10,0.1,0.82
,17:08:57,4,3600,3844.4,0.89,13.3,7,-7,0.128,10,0.1,0.83
,17:08:58,4,3600,3845.4,0.89,13.3,7,-7,0.128,10,0.1,0.83
,17:08:59,4,3600,3846.4,0.88,13.3,7,-6.9,0.133,10,0.1,0.83
,17:09:00,4,3600,3847.4,0.88,13.3,7,-6.9,0.132,10,0.1,0.83
,17:09:01,4,3600,3848.4,0.88,13.3,7,-6.9,0.127,10,0.1,0.83
,17:09:02,4,3600,3849.4,0.88,13.3,7,-6.9,0.127,10,0.1,0.82
,17:09:03,4,3600,3850.4,0.88,13.3,7,-6.9,0.127,10,0.1,0.82
