Data file,,RA0.3_DISTILLEDWATER_12C_002_15MLWATER.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,14/10/2016,,,,,,,,,,
Lubricant,,Distilled Water 15ml,,,,,,,,,,
Specimens,,Al Ra0.3 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 9.3,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:05:53 on 14/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:06:58,4,-1,64.9,0.04,0,9,11.7,0.004,10,49.8,0.06
,12:06:59,4,-1,65.9,0.33,1.5,9,11.7,0.035,10,49.9,0.36
,12:07:00,4,-1,66.9,0.73,7.8,10,11.7,0.075,10,49.9,0.74
,12:07:01,4,-1,67.9,1.11,12.4,10,11.7,0.114,10,49.9,1.09
,12:07:02,4,-1,68.9,1.2,13.3,10,11.7,0.123,10,49.9,1.15
,12:07:03,4,-1,69.9,1.18,13.3,9,11.6,0.124,10,49.9,1.13
,12:07:04,4,-1,70.9,1.14,13.3,9,11.6,0.124,10,49.9,1.09
,12:07:05,4,-1,71.9,1.11,13.3,9,11.6,0.12,10,49.9,1.06
,12:07:06,4,-1,72.9,1.08,13.3,9,11.6,0.117,10,49.9,1.04
,12:07:07,4,-1,73.9,1.07,13.3,9,11.7,0.116,10,49.9,1.02
,12:07:08,4,-1,74.9,1.06,13.3,9,11.8,0.115,10,49.9,1.01
,12:07:09,4,-1,75.9,1.05,13.3,9,11.8,0.11,10,49.9,1
,12:07:10,4,-1,76.9,1.04,13.3,9,11.9,0.109,10,49.9,1
,12:07:11,4,-1,77.9,1.04,13.3,9,11.9,0.112,10,49.9,1
,12:07:12,4,-1,78.9,1.03,13.3,9,12,0.112,10,49.9,0.99
,12:07:13,4,-1,79.9,1.04,13.3,9,12.1,0.112,10,49.9,1
,12:07:14,4,-1,80.9,1.04,13.3,9,12.2,0.112,10,49.9,1
,12:07:15,4,-1,81.9,1.04,13.3,9,12.3,0.113,10,49.9,1
,12:07:16,4,-1,82.9,1.05,13.3,9,12.4,0.114,10,49.9,1.02
,12:07:17,4,-1,83.9,1.07,13.3,9,12.4,0.116,10,49.9,1.03
,12:07:18,4,-1,84.9,1.08,13.3,9,12.4,0.117,10,49.9,1.04
,12:07:19,4,-1,85.9,1.1,13.3,9,12.5,0.119,10,49.9,1.06
,12:07:20,4,-1,86.9,1.11,13.3,9,12.4,0.121,10,49.9,1.07
,12:07:21,4,-1,87.9,1.13,13.3,9,12.5,0.122,10,49.9,1.08
,12:07:22,4,-1,88.9,1.13,13.3,9,12.5,0.119,10,49.9,1.09
,12:07:23,4,-1,89.9,1.14,13.3,9,12.5,0.123,10,49.9,1.09
,12:07:24,4,-1,90.9,1.14,13.3,9,12.5,0.123,10,49.9,1.1
,12:07:25,4,-1,91.9,1.14,13.3,9,12.6,0.12,10,49.9,1.09
,12:07:26,4,-1,92.9,1.13,13.3,10,12.6,0.116,10,49.9,1.09
,12:07:27,4,-1,93.9,1.13,13.3,9,12.6,0.119,10,49.9,1.09
,12:07:28,4,-1,94.9,1.13,13.3,9,12.6,0.119,10,50,1.09
,12:07:29,4,-1,95.9,1.13,13.3,9,12.6,0.119,10,49.9,1.09
,12:07:30,4,-1,96.9,1.13,13.3,9,12.7,0.122,10,49.9,1.08
,12:07:31,4,-1,97.9,1.12,13.3,9,12.7,0.122,10,49.9,1.08
,12:07:32,4,-1,98.9,1.12,13.3,9,12.7,0.118,10,49.9,1.08
,12:07:33,4,-1,99.9,1.11,13.3,9,12.7,0.118,10,49.9,1.07
,12:07:34,4,-1,100.9,1.1,13.3,9,12.7,0.119,10,49.9,1.05
,12:07:35,4,-1,101.9,1.08,13.3,9,12.7,0.117,10,49.9,1.03
,12:07:36,4,-1,102.9,1.07,13.3,9,12.8,0.116,10,49.9,1.03
,12:07:37,4,-1,103.9,1.09,13.3,9,12.8,0.115,10,49.9,1.05
,12:07:38,4,-1,104.9,1.09,13.3,10,12.8,0.112,10,49.9,1.05
,12:07:39,4,-1,105.9,1.07,13.3,10,12.8,0.11,10,49.9,1.03
,12:07:40,4,-1,106.9,1.05,13.3,9,12.8,0.111,10,49.9,1.01
,12:07:41,4,-1,107.9,1.04,13.3,9,12.8,0.113,10,49.9,1
,12:07:42,4,-1,108.9,1.04,13.3,9,12.8,0.116,10,49.9,1
,12:07:43,4,-1,109.9,1.04,13.3,9,12.8,0.116,10,49.9,1
,12:07:44,4,-1,110.9,1.05,13.3,9,12.9,0.114,10,49.9,1.02
,12:07:45,4,-1,111.9,1.07,13.3,9,12.9,0.116,10,49.9,1.03
,12:07:46,4,-1,112.9,1.06,13.3,9,12.9,0.115,10,49.9,1.02
,12:07:47,4,-1,113.9,1.04,13.3,9,12.9,0.113,10,49.9,1
,12:07:48,4,-1,114.9,1.03,13.3,9,12.9,0.112,10,49.9,0.99
,12:07:49,4,-1,115.9,1.05,13.3,9,12.9,0.114,10,49.9,1.01
,12:07:50,4,-1,116.9,1.08,13.3,9,13,0.117,10,49.9,1.04
,12:07:51,4,-1,117.9,1.1,13.3,9,13,0.116,10,49.9,1.06
,12:07:52,4,-1,118.9,1.09,13.3,10,13,0.112,10,49.9,1.05
,12:07:53,4,-1,119.9,1.07,13.3,10,13,0.11,10,49.9,1.02
,12:07:54,4,-1,120.9,1.05,13.3,10,13,0.107,10,49.9,1.01
,12:07:55,4,-1,121.9,1.04,13.3,9,13,0.11,10,49.9,1
,12:07:56,4,-1,122.9,1.04,13.3,9,13,0.11,10,49.9,1
,12:07:57,4,-1,123.9,1.04,13.3,9,13,0.113,10,49.9,1
,12:07:58,4,-1,124.9,1.04,13.3,9,13,0.112,10,49.9,1
,12:07:59,4,-1,125.9,1.03,13.3,9,13,0.112,10,49.9,0.99
,12:08:00,4,-1,126.9,1.02,13.3,9,13.1,0.111,10,50,0.98
,12:08:01,4,-1,127.9,1.02,13.3,9,13.1,0.113,10,49.9,0.98
,12:08:02,4,-1,128.9,1.01,13.3,9,13.1,0.113,10,49.9,0.98
,12:08:03,4,-1,129.9,1.02,13.3,9,13.1,0.11,10,49.9,0.98
,12:08:04,4,-1,130.9,1.02,13.3,9,13.1,0.111,10,49.9,0.98
,12:08:05,4,-1,131.9,1.02,13.3,9,13.1,0.111,10,49.9,0.98
,12:08:06,4,-1,132.9,1.01,13.3,9,13.1,0.112,10,49.9,0.97
,12:08:07,4,-1,133.9,1.01,13.3,9,13.1,0.109,10,49.9,0.97
,12:08:08,4,-1,134.9,1.01,13.3,9,13.2,0.11,10,49.9,0.97
,12:08:09,4,-1,135.9,1.02,13.3,9,13.2,0.11,10,49.9,0.98
,12:08:10,4,-1,136.9,1.01,13.3,9,13.2,0.11,10,49.9,0.97
,12:08:11,4,-1,137.9,1.01,13.3,9,13.2,0.113,10,50,0.98
,12:08:12,4,-1,138.9,1.02,13.3,9,13.2,0.111,10,49.9,0.99
,12:08:13,4,-1,139.9,1.04,13.3,9,13.2,0.11,10,49.9,1
,12:08:14,4,-1,140.9,1.05,13.3,9,13.2,0.11,10,49.9,1.01
,12:08:15,4,-1,141.9,1.04,13.3,9,13.2,0.109,10,49.9,1
,12:08:16,4,-1,142.9,1.02,13.3,9,13.2,0.108,10,49.9,0.98
,12:08:17,4,-1,143.9,1.01,13.3,9,13.2,0.107,10,49.9,0.98
,12:08:18,4,-1,144.9,1.02,13.3,9,13.2,0.11,10,50,0.98
,12:08:19,4,-1,145.9,1.02,13.3,9,13.2,0.113,10,49.9,0.98
,12:08:20,4,-1,146.9,1.03,13.3,9,13.2,0.111,10,49.9,0.99
,12:08:21,4,-1,147.9,1.03,13.3,9,13.3,0.114,10,49.9,0.99
,12:08:22,4,-1,148.9,1.03,13.3,9,13.3,0.115,10,49.9,0.99
,12:08:23,4,-1,149.9,1.02,13.3,9,13.3,0.11,10,49.9,0.98
,12:08:24,4,-1,150.9,1.01,13.3,9,13.3,0.11,10,49.9,0.98
,12:08:25,4,-1,151.9,1.02,13.3,9,13.3,0.11,10,49.9,0.98
,12:08:26,4,-1,152.9,1.03,13.3,9,13.3,0.111,10,49.9,0.99
,12:08:27,4,-1,153.9,1.05,13.3,9,13.3,0.113,10,49.9,1.01
,12:08:28,4,-1,154.9,1.05,13.3,9,13.3,0.111,10,49.9,1.01
,12:08:29,4,-1,155.9,1.05,13.3,9,13.3,0.111,10,49.9,1.01
,12:08:30,4,-1,156.9,1.03,13.3,10,13.3,0.106,10,49.9,0.99
,12:08:31,4,-1,157.9,1.01,13.3,9,13.3,0.106,10,49.9,0.97
,12:08:32,4,-1,158.9,0.99,13.3,10,13.3,0.101,10,49.9,0.95
,12:08:33,4,-1,159.9,0.97,13.3,10,13.3,0.1,10,49.9,0.94
,12:08:34,4,-1,160.9,0.96,13.3,9,13.4,0.102,10,49.9,0.93
,12:08:35,4,-1,161.9,0.96,13.3,9,13.4,0.102,10,50,0.92
,12:08:36,4,-1,162.9,0.96,13.3,9,13.4,0.104,10,49.9,0.92
,12:08:37,4,-1,163.9,0.96,13.3,9,13.4,0.104,10,49.9,0.92
,12:08:38,4,-1,164.9,0.96,13.3,9,13.4,0.104,10,49.9,0.92
,12:08:39,4,-1,165.9,0.95,13.3,9,13.4,0.103,10,49.9,0.92
,12:08:40,4,-1,166.9,0.95,13.3,9,13.4,0.106,10,49.9,0.92
,12:08:41,4,-1,167.9,0.96,13.3,9,13.4,0.107,10,49.9,0.92
,12:08:42,4,-1,168.9,0.99,13.3,9,13.4,0.11,10,49.9,0.95
,12:08:43,4,-1,169.9,1.02,13.3,9,13.4,0.11,10,49.9,0.98
,12:08:44,4,-1,170.9,1.02,13.3,9,13.4,0.111,10,49.9,0.98
,12:08:45,4,-1,171.9,1,13.3,9,13.4,0.109,10,49.9,0.96
,12:08:46,4,-1,172.9,0.98,13.3,9,13.4,0.107,10,49.9,0.95
,12:08:47,4,-1,173.9,0.98,13.3,9,13.4,0.107,10,49.9,0.95
,12:08:48,4,-1,174.9,0.99,13.3,9,13.4,0.107,10,49.9,0.95
,12:08:49,4,-1,175.9,1,13.3,9,13.4,0.108,10,49.9,0.96
,12:08:50,4,-1,176.9,1.01,13.3,9,13.4,0.109,10,49.9,0.97
,12:08:51,4,-1,177.9,1.02,13.3,9,13.4,0.107,10,49.9,0.98
,12:08:52,4,-1,178.9,1.02,13.3,9,13.4,0.107,10,49.9,0.98
,12:08:53,4,-1,179.9,1,13.3,9,13.4,0.105,10,49.9,0.96
,12:08:54,4,-1,180.9,0.98,13.3,9,13.4,0.107,10,49.9,0.95
,12:08:55,4,-1,181.9,0.97,13.3,9,13.4,0.106,10,49.9,0.94
,12:08:56,4,-1,182.9,0.97,13.3,9,13.4,0.109,10,49.9,0.94
The sample rate is too high and has been reduced to 71.12 kHz,,,,,,,,,,,,
Fast data in,,ra0.3_distilledwater_12c_002_15mlwater-h001.tsv,,,,,,,,,,
,12:08:57,5,5,184.2,0.99,13.3,9,13.4,0.11,10,49.9,0.95
,12:08:58,5,5,185.2,1,13.3,9,13.4,0.109,10,49.9,0.97
,12:08:59,5,5,186.2,1.02,13.3,9,13.4,0.108,10,49.9,0.99
,12:09:00,5,5,187.2,1.03,13.3,9,13.4,0.109,10,49.9,0.99
,12:09:01,5,5,188.2,1.03,13.3,9,13.4,0.109,10,49.9,0.99
,12:09:02,6,3590,189.2,1.01,13.3,9,13.4,0.107,10,49.9,0.97
,12:09:03,6,3590,190.2,0.98,13.3,9,13.4,0.104,10,49.9,0.94
,12:09:04,6,3590,191.2,0.96,13.3,10,13.4,0.099,10,49.9,0.92
,12:09:05,6,3590,192.2,0.96,13.3,10,13.4,0.098,10,49.9,0.92
,12:09:06,6,3590,193.2,0.96,13.3,10,13.5,0.098,10,49.9,0.92
,12:09:07,6,3590,194.2,0.95,13.3,9,13.5,0.1,10,49.9,0.91
,12:09:08,6,3590,195.2,0.95,13.3,9,13.5,0.1,10,50,0.91
,12:09:09,6,3590,196.2,0.95,13.3,10,13.5,0.097,10,49.9,0.91
,12:09:10,6,3590,197.2,0.94,13.3,9,13.5,0.1,10,49.9,0.91
,12:09:11,6,3590,198.2,0.93,13.3,9,13.5,0.101,10,49.9,0.89
,12:09:12,6,3590,199.2,0.9,13.3,9,13.5,0.101,10,49.9,0.87
,12:09:13,6,3590,200.2,0.9,13.3,9,13.5,0.101,10,49.9,0.87
,12:09:14,6,3590,201.2,0.92,13.3,9,13.5,0.103,10,49.9,0.89
,12:09:15,6,3590,202.2,0.95,13.3,9,13.5,0.103,10,49.9,0.91
,12:09:16,6,3590,203.2,0.95,13.3,9,13.5,0.103,10,49.9,0.91
,12:09:17,6,3590,204.2,0.94,13.3,9,13.5,0.102,10,49.9,0.91
,12:09:18,6,3590,205.2,0.94,13.3,9,13.5,0.101,10,49.9,0.9
,12:09:19,6,3590,206.2,0.93,13.3,9,13.5,0.101,10,49.9,0.9
,12:09:20,6,3590,207.2,0.93,13.3,9,13.5,0.101,10,49.9,0.89
,12:09:21,6,3590,208.2,0.93,13.3,9,13.5,0.1,10,49.9,0.89
,12:09:22,6,3590,209.2,0.93,13.3,9,13.4,0.103,10,49.9,0.89
,12:09:23,6,3590,210.2,0.94,13.3,9,13.4,0.104,10,49.9,0.9
,12:09:24,6,3590,211.2,0.96,13.3,9,13.4,0.104,10,49.9,0.92
,12:09:25,6,3590,212.2,0.97,13.3,9,13.4,0.105,10,49.9,0.93
,12:09:26,6,3590,213.2,0.97,13.3,9,13.4,0.105,10,49.9,0.93
,12:09:27,6,3590,214.2,0.95,13.3,9,13.4,0.103,10,49.9,0.91
,12:09:28,6,3590,215.2,0.93,13.3,9,13.4,0.101,10,49.9,0.9
,12:09:29,6,3590,216.2,0.92,13.3,9,13.4,0.1,10,49.9,0.89
,12:09:30,6,3590,217.2,0.92,13.3,9,13.4,0.102,10,49.9,0.88
,12:09:31,6,3590,218.2,0.93,13.3,9,13.4,0.104,10,49.9,0.9
,12:09:32,6,3590,219.2,0.95,13.3,9,13.4,0.103,10,49.9,0.91
,12:09:33,6,3590,220.2,0.97,13.3,9,13.4,0.105,10,49.9,0.93
,12:09:34,6,3590,221.2,0.98,13.3,9,13.4,0.106,10,49.9,0.94
,12:09:35,6,3590,222.2,0.96,13.3,9,13.4,0.104,10,49.9,0.93
,12:09:36,6,3590,223.2,0.94,13.3,9,13.4,0.1,10,50,0.91
,12:09:37,6,3590,224.2,0.92,13.3,10,13.4,0.095,10,49.9,0.89
,12:09:38,6,3590,225.2,0.91,13.3,10,13.4,0.094,10,49.9,0.88
,12:09:39,6,3590,226.2,0.91,13.3,10,13.4,0.093,10,49.9,0.87
,12:09:40,6,3590,227.2,0.91,13.3,9,13.4,0.096,10,49.9,0.87
,12:09:41,6,3590,228.2,0.91,13.3,9,13.4,0.099,10,49.9,0.88
,12:09:42,6,3590,229.2,0.92,13.3,9,13.4,0.1,10,49.9,0.89
,12:09:43,6,3590,230.2,0.93,13.3,9,13.4,0.1,10,49.9,0.89
,12:09:44,6,3590,231.2,0.92,13.3,9,13.4,0.103,10,49.9,0.89
,12:09:45,6,3590,232.2,0.92,13.3,9,13.4,0.103,10,49.9,0.89
,12:09:46,6,3590,233.2,0.91,13.3,9,13.4,0.102,10,49.9,0.88
,12:09:47,6,3590,234.2,0.91,13.3,9,13.4,0.102,10,49.9,0.88
,12:09:48,6,3590,235.2,0.93,13.3,9,13.4,0.103,10,49.9,0.89
,12:09:49,6,3590,236.2,0.94,13.3,9,13.4,0.105,10,49.9,0.91
,12:09:50,6,3590,237.2,0.95,13.3,9,13.4,0.103,10,49.9,0.92
,12:09:51,6,3590,238.2,0.94,13.3,9,13.4,0.102,10,49.9,0.91
,12:09:52,6,3590,239.2,0.93,13.3,9,13.4,0.1,10,49.9,0.89
,12:09:53,6,3590,240.2,0.91,13.3,9,13.4,0.099,10,49.9,0.88
,12:09:54,6,3590,241.2,0.91,13.3,9,13.4,0.098,10,49.9,0.87
,12:09:55,6,3590,242.2,0.9,13.3,9,13.4,0.098,10,49.9,0.87
,12:09:56,6,3590,243.2,0.9,13.3,9,13.4,0.098,10,49.9,0.87
,12:09:57,6,3590,244.2,0.9,13.3,9,13.4,0.1,10,49.9,0.87
,12:09:58,6,3590,245.2,0.91,13.3,9,13.3,0.101,10,49.9,0.87
,12:09:59,6,3590,246.2,0.92,13.3,9,13.3,0.1,10,49.9,0.89
,12:10:00,6,3590,247.2,0.95,13.3,9,13.3,0.103,10,49.9,0.91
,12:10:01,6,3590,248.2,0.96,13.3,9,13.3,0.101,10,49.9,0.92
,12:10:02,6,3590,249.2,0.96,13.3,9,13.3,0.102,10,49.9,0.93
,12:10:03,6,3590,250.2,0.96,13.3,9,13.3,0.104,10,49.9,0.92
,12:10:04,6,3590,251.2,0.96,13.3,9,13.3,0.101,10,49.9,0.92
,12:10:05,6,3590,252.2,0.97,13.3,9,13.3,0.102,10,49.9,0.93
,12:10:06,6,3590,253.2,0.95,13.3,9,13.3,0.1,10,49.9,0.91
,12:10:07,6,3590,254.2,0.93,13.3,9,13.3,0.098,10,49.9,0.9
,12:10:08,6,3590,255.2,0.92,13.3,9,13.3,0.099,10,49.9,0.88
,12:10:09,6,3590,256.2,0.92,13.3,9,13.3,0.102,10,49.9,0.88
,12:10:10,6,3590,257.2,0.93,13.3,9,13.3,0.103,10,49.9,0.89
,12:10:11,6,3590,258.2,0.95,13.3,9,13.3,0.105,10,49.9,0.91
,12:10:12,6,3590,259.2,0.96,13.3,9,13.3,0.104,10,49.9,0.92
,12:10:13,6,3590,260.2,0.97,13.3,9,13.3,0.105,10,49.9,0.93
,12:10:14,6,3590,261.2,0.96,13.3,9,13.3,0.104,10,49.9,0.92
,12:10:15,6,3590,262.2,0.95,13.3,9,13.3,0.103,10,49.9,0.91
,12:10:16,6,3590,263.2,0.94,13.3,9,13.2,0.102,10,49.9,0.91
,12:10:17,6,3590,264.2,0.94,13.3,9,13.2,0.099,10,49.9,0.91
,12:10:18,6,3590,265.2,0.94,13.3,9,13.2,0.1,10,49.9,0.91
,12:10:19,6,3590,266.2,0.95,13.3,9,13.2,0.1,10,49.9,0.91
,12:10:20,6,3590,267.2,0.94,13.3,9,13.2,0.099,10,49.9,0.91
,12:10:21,6,3590,268.2,0.93,13.3,9,13.2,0.101,10,49.9,0.9
,12:10:22,6,3590,269.2,0.93,13.3,9,13.2,0.101,10,49.9,0.89
,12:10:23,6,3590,270.2,0.93,13.3,9,13.2,0.101,10,49.9,0.9
,12:10:24,6,3590,271.2,0.94,13.3,9,13.2,0.102,10,49.9,0.91
,12:10:25,6,3590,272.2,0.95,13.3,9,13.2,0.1,10,49.9,0.91
,12:10:26,6,3590,273.2,0.94,13.3,9,13.2,0.101,10,49.9,0.9
,12:10:27,6,3590,274.2,0.92,13.3,9,13.2,0.097,10,49.9,0.88
,12:10:28,6,3590,275.2,0.9,13.3,9,13.2,0.094,10,49.9,0.86
,12:10:29,6,3590,276.2,0.89,13.3,9,13.1,0.096,10,49.9,0.85
,12:10:30,6,3590,277.2,0.89,13.3,9,13.1,0.097,10,49.9,0.86
,12:10:31,6,3590,278.2,0.89,13.3,9,13.1,0.097,10,50,0.86
,12:10:32,6,3590,279.2,0.89,13.3,9,13.1,0.097,10,49.9,0.86
,12:10:33,6,3590,280.2,0.89,13.3,9,13.1,0.094,10,49.9,0.85
,12:10:34,6,3590,281.2,0.89,13.3,9,13.1,0.096,10,49.9,0.85
,12:10:35,6,3590,282.2,0.89,13.3,9,13.1,0.096,10,49.9,0.86
,12:10:36,6,3590,283.2,0.9,13.3,9,13.1,0.1,10,49.9,0.86
,12:10:37,6,3590,284.2,0.91,13.3,9,13.1,0.098,10,49.9,0.87
,12:10:38,6,3590,285.2,0.91,13.3,9,13.1,0.099,10,49.9,0.88
,12:10:39,6,3590,286.2,0.91,13.3,9,13.1,0.098,10,49.9,0.87
,12:10:40,6,3590,287.2,0.9,13.3,9,13.1,0.1,10,49.9,0.86
,12:10:41,6,3590,288.2,0.91,13.3,9,13.1,0.098,10,49.9,0.88
,12:10:42,6,3590,289.2,0.93,13.3,9,13,0.101,10,49.9,0.9
,12:10:43,6,3590,290.2,0.95,13.3,10,13,0.097,10,49.9,0.91
,12:10:44,6,3590,291.2,0.94,13.3,10,13,0.096,10,49.9,0.9
,12:10:45,6,3590,292.2,0.92,13.3,9,13,0.1,10,49.9,0.88
,12:10:46,6,3590,293.2,0.9,13.3,9,13,0.1,10,49.9,0.87
,12:10:47,6,3590,294.2,0.91,13.3,9,13,0.101,10,49.9,0.87
,12:10:48,6,3590,295.2,0.92,13.3,9,13,0.1,10,49.9,0.89
,12:10:49,6,3590,296.2,0.93,13.3,9,13,0.101,10,49.9,0.89
,12:10:50,6,3590,297.2,0.92,13.3,9,13,0.1,10,49.9,0.88
,12:10:51,6,3590,298.2,0.9,13.3,9,13,0.098,10,49.9,0.87
,12:10:52,6,3590,299.2,0.9,13.3,9,13,0.097,10,49.9,0.86
,12:10:53,6,3590,300.2,0.9,13.3,9,13,0.097,10,49.9,0.86
,12:10:54,6,3590,301.2,0.91,13.3,9,12.9,0.098,10,49.9,0.87
,12:10:55,6,3590,302.2,0.92,13.3,9,12.9,0.1,10,49.9,0.88
,12:10:56,6,3590,303.2,0.94,13.3,9,12.9,0.101,10,49.9,0.9
,12:10:57,6,3590,304.2,0.95,13.3,9,12.9,0.103,10,49.9,0.91
,12:10:58,6,3590,305.2,0.95,13.3,9,12.9,0.103,10,49.9,0.91
,12:10:59,6,3590,306.2,0.95,13.3,9,12.9,0.1,10,49.9,0.91
,12:11:00,6,3590,307.2,0.94,13.3,9,12.9,0.099,10,49.9,0.9
,12:11:01,6,3590,308.2,0.92,13.3,9,12.9,0.1,10,49.9,0.89
,12:11:02,6,3590,309.2,0.91,13.3,9,12.9,0.102,10,49.9,0.88
,12:11:03,6,3590,310.2,0.92,13.3,9,12.9,0.1,10,49.9,0.89
,12:11:04,6,3590,311.2,0.94,13.3,9,12.8,0.099,10,49.9,0.9
,12:11:05,6,3590,312.2,0.94,13.3,10,12.8,0.097,10,49.9,0.91
,12:11:06,6,3590,313.2,0.93,13.3,10,12.8,0.095,10,49.9,0.89
,12:11:07,6,3590,314.2,0.91,13.3,9,12.8,0.096,10,49.9,0.87
,12:11:08,6,3590,315.2,0.89,13.3,9,12.8,0.097,10,49.9,0.86
,12:11:09,6,3590,316.2,0.89,13.3,9,12.8,0.096,10,49.9,0.85
,12:11:10,6,3590,317.2,0.88,13.3,9,12.8,0.098,10,49.9,0.85
,12:11:11,6,3590,318.2,0.89,13.3,9,12.8,0.099,10,49.9,0.86
,12:11:12,6,3590,319.2,0.91,13.3,9,12.8,0.098,10,49.9,0.88
,12:11:13,6,3590,320.2,0.92,13.3,9,12.8,0.1,10,49.9,0.89
,12:11:14,6,3590,321.2,0.92,13.3,9,12.8,0.102,10,49.9,0.88
,12:11:15,6,3590,322.2,0.91,13.3,9,12.7,0.101,10,49.9,0.87
,12:11:16,6,3590,323.2,0.92,13.3,9,12.7,0.102,10,49.9,0.88
,12:11:17,6,3590,324.2,0.93,13.3,9,12.7,0.101,10,49.9,0.9
,12:11:18,6,3590,325.2,0.94,13.3,9,12.7,0.099,10,49.9,0.91
,12:11:19,6,3590,326.2,0.94,13.3,9,12.7,0.1,10,49.9,0.91
,12:11:20,6,3590,327.2,0.95,13.3,9,12.7,0.103,10,49.9,0.91
,12:11:21,6,3590,328.2,0.94,13.3,9,12.7,0.1,10,49.9,0.91
,12:11:22,6,3590,329.2,0.93,13.3,9,12.7,0.098,10,49.9,0.9
,12:11:23,6,3590,330.2,0.92,13.3,9,12.6,0.097,10,49.9,0.88
,12:11:24,6,3590,331.2,0.9,13.3,9,12.6,0.095,10,49.9,0.87
,12:11:25,6,3590,332.2,0.89,13.3,9,12.6,0.094,10,49.9,0.86
,12:11:26,6,3590,333.2,0.9,13.3,10,12.6,0.092,10,49.9,0.86
,12:11:27,6,3590,334.2,0.91,13.3,10,12.6,0.093,10,49.9,0.87
,12:11:28,6,3590,335.2,0.91,13.3,10,12.6,0.094,10,49.9,0.88
,12:11:29,6,3590,336.2,0.91,13.3,9,12.6,0.096,10,49.9,0.87
,12:11:30,6,3590,337.2,0.89,13.3,9,12.6,0.096,10,49.9,0.85
,12:11:31,6,3590,338.2,0.87,13.3,9,12.6,0.097,10,49.9,0.83
,12:11:32,6,3590,339.2,0.85,13.3,9,12.6,0.095,10,49.9,0.82
,12:11:33,6,3590,340.2,0.86,13.3,9,12.6,0.095,10,49.9,0.83
,12:11:34,6,3590,341.2,0.86,13.3,9,12.5,0.093,10,49.9,0.83
,12:11:35,6,3590,342.2,0.87,13.3,9,12.5,0.094,10,49.9,0.83
,12:11:36,6,3590,343.2,0.87,13.3,9,12.5,0.094,10,49.9,0.84
,12:11:37,6,3590,344.2,0.87,13.3,9,12.5,0.097,10,49.9,0.84
,12:11:38,6,3590,345.2,0.88,13.3,9,12.5,0.095,10,49.9,0.85
,12:11:39,6,3590,346.2,0.88,13.3,9,12.5,0.093,10,49.9,0.85
,12:11:40,6,3590,347.2,0.88,13.3,9,12.5,0.093,10,49.9,0.85
,12:11:41,6,3590,348.2,0.87,13.3,9,12.5,0.092,10,49.9,0.84
,12:11:42,6,3590,349.2,0.86,13.3,9,12.4,0.096,10,49.9,0.83
,12:11:43,6,3590,350.2,0.87,13.3,9,12.4,0.094,10,49.9,0.83
,12:11:44,6,3590,351.2,0.87,13.3,9,12.4,0.097,10,49.9,0.84
,12:11:45,6,3590,352.2,0.88,13.3,9,12.4,0.098,10,49.9,0.85
,12:11:46,6,3590,353.2,0.89,13.3,9,12.4,0.096,10,49.9,0.85
,12:11:47,6,3590,354.2,0.89,13.3,9,12.4,0.096,10,49.9,0.85
,12:11:48,6,3590,355.2,0.88,13.3,9,12.4,0.095,10,49.9,0.84
,12:11:49,6,3590,356.2,0.86,13.3,9,12.4,0.093,10,49.9,0.83
,12:11:50,6,3590,357.2,0.86,13.3,9,12.4,0.09,10,49.9,0.82
,12:11:51,6,3590,358.2,0.85,13.3,9,12.4,0.092,10,49.9,0.82
,12:11:52,6,3590,359.2,0.85,13.3,9,12.3,0.092,10,49.9,0.82
,12:11:53,6,3590,360.2,0.85,13.3,9,12.3,0.095,10,49.9,0.82
,12:11:54,6,3590,361.2,0.86,13.3,9,12.3,0.094,10,49.9,0.83
,12:11:55,6,3590,362.2,0.89,13.3,9,12.3,0.096,10,49.9,0.85
,12:11:56,6,3590,363.2,0.9,13.3,9,12.3,0.095,10,49.9,0.87
,12:11:57,6,3590,364.2,0.9,13.3,10,12.3,0.093,10,49.9,0.87
,12:11:58,6,3590,365.2,0.89,13.3,10,12.3,0.091,10,49.9,0.85
,12:11:59,6,3590,366.2,0.87,13.3,10,12.2,0.089,10,49.9,0.83
,12:12:00,6,3590,367.2,0.85,13.3,10,12.2,0.087,10,49.9,0.82
,12:12:01,6,3590,368.2,0.84,13.3,10,12.2,0.086,10,49.9,0.81
,12:12:02,6,3590,369.2,0.84,13.3,9,12.2,0.088,10,49.9,0.8
,12:12:03,6,3590,370.2,0.83,13.3,9,12.2,0.087,10,49.9,0.8
