Data file,,RA0.3_DISTILLEDWATER_12C_002_15MLWATER.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,14/10/2016,,,,,,,,,,
Lubricant,,Distilled Water 15ml,,,,,,,,,,
Specimens,,Al Ra0.3 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 9.3,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:05:53 on 14/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:40:02,6,3590,2049.2,0.8,13.3,9,10.1,0.087,10,49.9,0.77
,12:40:03,6,3590,2050.2,0.8,13.3,9,10.1,0.087,10,49.9,0.77
,12:40:04,6,3590,2051.2,0.8,13.3,9,10.1,0.087,10,49.9,0.77
,12:40:05,6,3590,2052.2,0.8,13.3,9,10.1,0.084,10,49.9,0.77
,12:40:06,6,3590,2053.2,0.8,13.3,9,10.1,0.084,10,49.9,0.77
,12:40:07,6,3590,2054.2,0.79,13.3,9,10.1,0.084,10,49.9,0.76
,12:40:08,6,3590,2055.2,0.79,13.3,9,10.1,0.083,10,49.9,0.76
,12:40:09,6,3590,2056.2,0.78,13.3,10,10.1,0.08,10,49.9,0.75
,12:40:10,6,3590,2057.2,0.76,13.3,10,10.2,0.078,10,49.9,0.73
,12:40:11,6,3590,2058.2,0.75,13.3,9,10.2,0.079,10,49.9,0.72
,12:40:12,6,3590,2059.2,0.74,13.3,9,10.2,0.08,10,49.9,0.71
,12:40:13,6,3590,2060.2,0.74,13.3,9,10.2,0.08,10,49.9,0.71
,12:40:14,6,3590,2061.2,0.75,13.3,9,10.2,0.083,10,49.9,0.72
,12:40:15,6,3590,2062.2,0.76,13.3,9,10.2,0.083,10,49.9,0.74
,12:40:16,6,3590,2063.2,0.78,13.3,9,10.2,0.085,10,49.8,0.75
,12:40:17,6,3590,2064.2,0.79,13.3,9,10.2,0.085,10,49.9,0.76
,12:40:18,6,3590,2065.2,0.78,13.3,9,10.2,0.084,10,49.9,0.75
,12:40:19,6,3590,2066.2,0.77,13.3,9,10.2,0.083,10,49.9,0.74
,12:40:20,6,3590,2067.2,0.76,13.3,9,10.2,0.085,10,49.9,0.73
,12:40:21,6,3590,2068.2,0.77,13.3,9,10.2,0.086,10,49.9,0.74
,12:40:22,6,3590,2069.2,0.8,13.3,9,10.2,0.089,10,49.9,0.77
,12:40:23,6,3590,2070.2,0.83,13.3,9,10.2,0.092,10,49.9,0.8
,12:40:24,6,3590,2071.2,0.85,13.3,9,10.3,0.092,10,49.9,0.82
,12:40:25,6,3590,2072.2,0.86,13.3,10,10.3,0.088,10,49.9,0.82
,12:40:26,6,3590,2073.2,0.85,13.3,10,10.3,0.085,10,49.9,0.81
,12:40:27,6,3590,2074.2,0.82,13.3,9,10.3,0.087,10,49.9,0.79
,12:40:28,6,3590,2075.2,0.79,13.3,9,10.3,0.086,10,49.9,0.76
,12:40:29,6,3590,2076.2,0.77,13.3,9,10.3,0.086,10,49.9,0.74
,12:40:30,6,3590,2077.2,0.78,13.3,9,10.3,0.086,10,49.9,0.75
,12:40:31,6,3590,2078.2,0.79,13.3,9,10.3,0.085,10,49.9,0.76
,12:40:32,6,3590,2079.2,0.8,13.3,9,10.4,0.086,10,49.8,0.77
,12:40:33,6,3590,2080.2,0.8,13.3,9,10.4,0.086,10,49.9,0.77
,12:40:34,6,3590,2081.2,0.8,13.3,9,10.4,0.087,10,49.9,0.77
,12:40:35,6,3590,2082.2,0.8,13.3,9,10.4,0.087,10,49.9,0.77
,12:40:36,6,3590,2083.2,0.8,13.3,9,10.4,0.09,10,49.9,0.77
,12:40:37,6,3590,2084.2,0.81,13.3,9,10.4,0.087,10,49.9,0.77
,12:40:38,6,3590,2085.2,0.81,13.3,9,10.4,0.088,10,49.9,0.78
,12:40:39,6,3590,2086.2,0.81,13.3,9,10.4,0.088,10,49.9,0.78
,12:40:40,6,3590,2087.2,0.81,13.3,9,10.4,0.088,10,49.9,0.78
,12:40:41,6,3590,2088.2,0.81,13.3,9,10.4,0.086,10,49.9,0.78
,12:40:42,6,3590,2089.2,0.82,13.3,10,10.5,0.084,10,49.9,0.78
,12:40:43,6,3590,2090.2,0.82,13.3,10,10.5,0.084,10,49.9,0.78
,12:40:44,6,3590,2091.2,0.79,13.3,9,10.5,0.084,10,49.9,0.76
,12:40:45,6,3590,2092.2,0.77,13.3,9,10.5,0.081,10,49.9,0.73
,12:40:46,6,3590,2093.2,0.74,13.3,9,10.5,0.078,10,49.9,0.71
,12:40:47,6,3590,2094.2,0.73,13.3,9,10.5,0.077,10,49.9,0.7
,12:40:48,6,3590,2095.2,0.73,13.3,9,10.5,0.077,10,49.9,0.7
,12:40:49,6,3590,2096.2,0.73,13.3,9,10.5,0.077,10,49.9,0.7
,12:40:50,6,3590,2097.2,0.74,13.3,10,10.5,0.076,10,49.9,0.71
,12:40:51,6,3590,2098.2,0.74,13.3,10,10.6,0.076,10,49.9,0.71
,12:40:52,6,3590,2099.2,0.73,13.3,10,10.6,0.075,10,49.9,0.7
,12:40:53,6,3590,2100.2,0.71,13.3,9,10.6,0.075,10,49.9,0.68
,12:40:54,6,3590,2101.2,0.7,13.3,9,10.6,0.073,10,49.9,0.67
,12:40:55,6,3590,2102.2,0.69,13.3,9,10.6,0.074,10,49.8,0.66
,12:40:56,6,3590,2103.2,0.68,13.3,9,10.6,0.076,10,49.9,0.66
,12:40:57,6,3590,2104.2,0.7,13.3,9,10.6,0.075,10,49.9,0.67
,12:40:58,6,3590,2105.2,0.71,13.3,9,10.6,0.077,10,49.9,0.69
,12:40:59,6,3590,2106.2,0.72,13.3,9,10.7,0.081,10,49.9,0.7
,12:41:00,6,3590,2107.2,0.73,13.3,9,10.7,0.081,10,49.9,0.7
,12:41:01,6,3590,2108.2,0.74,13.3,9,10.7,0.082,10,49.9,0.71
,12:41:02,6,3590,2109.2,0.76,13.3,9,10.7,0.084,10,49.9,0.73
,12:41:03,6,3590,2110.2,0.77,13.3,9,10.7,0.086,10,49.9,0.74
,12:41:04,6,3590,2111.2,0.78,13.3,9,10.7,0.087,10,49.9,0.75
,12:41:05,6,3590,2112.2,0.79,13.3,9,10.7,0.088,10,49.8,0.76
,12:41:06,6,3590,2113.2,0.81,13.3,9,10.8,0.09,10,49.9,0.77
,12:41:07,6,3590,2114.2,0.82,13.3,9,10.8,0.088,10,49.9,0.78
,12:41:08,6,3590,2115.2,0.81,13.3,9,10.8,0.088,10,49.9,0.77
,12:41:09,6,3590,2116.2,0.79,13.3,9,10.8,0.088,10,49.9,0.76
,12:41:10,6,3590,2117.2,0.79,13.3,9,10.8,0.088,10,49.9,0.76
,12:41:11,6,3590,2118.2,0.79,13.3,9,10.8,0.085,10,49.9,0.76
,12:41:12,6,3590,2119.2,0.8,13.3,9,10.9,0.086,10,49.9,0.77
,12:41:13,6,3590,2120.2,0.8,13.3,9,10.9,0.084,10,49.9,0.77
,12:41:14,6,3590,2121.2,0.8,13.3,9,10.9,0.084,10,49.9,0.77
,12:41:15,6,3590,2122.2,0.79,13.3,10,10.9,0.081,10,49.9,0.76
,12:41:16,6,3590,2123.2,0.78,13.3,10,10.9,0.08,10,49.9,0.75
,12:41:17,6,3590,2124.2,0.76,13.3,9,10.9,0.08,10,49.9,0.73
,12:41:18,6,3590,2125.2,0.75,13.3,9,10.9,0.083,10,49.9,0.72
,12:41:19,6,3590,2126.2,0.74,13.3,9,10.9,0.08,10,49.9,0.71
,12:41:20,6,3590,2127.2,0.74,13.3,9,10.9,0.08,10,49.8,0.71
,12:41:21,6,3590,2128.2,0.74,13.3,9,11,0.081,10,49.9,0.71
,12:41:22,6,3590,2129.2,0.75,13.3,9,11,0.081,10,49.9,0.72
,12:41:23,6,3590,2130.2,0.75,13.3,9,11,0.081,10,49.9,0.72
,12:41:24,6,3590,2131.2,0.76,13.3,9,11,0.082,10,49.9,0.73
,12:41:25,6,3590,2132.2,0.76,13.3,9,11,0.083,10,49.9,0.73
,12:41:26,6,3590,2133.2,0.76,13.3,9,11,0.084,10,49.9,0.73
,12:41:27,6,3590,2134.2,0.76,13.3,9,11.1,0.085,10,49.9,0.73
,12:41:28,6,3590,2135.2,0.78,13.3,9,11.1,0.084,10,49.9,0.75
,12:41:29,6,3590,2136.2,0.79,13.3,9,11.1,0.084,10,49.9,0.76
,12:41:30,6,3590,2137.2,0.8,13.3,9,11.1,0.084,10,49.9,0.77
,12:41:31,6,3590,2138.2,0.78,13.3,9,11.1,0.085,10,49.9,0.75
,12:41:32,6,3590,2139.2,0.77,13.3,9,11.1,0.083,10,49.9,0.74
,12:41:33,6,3590,2140.2,0.76,13.3,9,11.2,0.085,10,49.9,0.73
,12:41:34,6,3590,2141.2,0.78,13.3,9,11.2,0.084,10,49.9,0.75
,12:41:35,6,3590,2142.2,0.8,13.3,9,11.2,0.086,10,49.9,0.77
,12:41:36,6,3590,2143.2,0.81,13.3,9,11.2,0.088,10,49.9,0.78
,12:41:37,6,3590,2144.2,0.82,13.3,9,11.2,0.091,10,49.9,0.79
,12:41:38,6,3590,2145.2,0.83,13.3,9,11.2,0.089,10,49.9,0.79
,12:41:39,6,3590,2146.2,0.83,13.3,9,11.2,0.09,10,49.9,0.8
,12:41:40,6,3590,2147.2,0.83,13.3,9,11.3,0.09,10,49.9,0.8
,12:41:41,6,3590,2148.2,0.83,13.3,9,11.3,0.089,10,49.9,0.79
,12:41:42,6,3590,2149.2,0.82,13.3,9,11.3,0.089,10,49.9,0.79
,12:41:43,6,3590,2150.2,0.83,13.3,9,11.3,0.089,10,49.9,0.79
,12:41:44,6,3590,2151.2,0.83,13.3,9,11.3,0.09,10,49.9,0.8
,12:41:45,6,3590,2152.2,0.83,13.3,9,11.4,0.09,10,49.9,0.8
,12:41:46,6,3590,2153.2,0.83,13.3,9,11.4,0.09,10,49.9,0.8
,12:41:47,6,3590,2154.2,0.82,13.3,9,11.4,0.089,10,49.9,0.79
,12:41:48,6,3590,2155.2,0.81,13.3,9,11.4,0.088,10,49.9,0.78
,12:41:49,6,3590,2156.2,0.81,13.3,9,11.4,0.087,10,49.9,0.77
,12:41:50,6,3590,2157.2,0.81,13.3,9,11.5,0.087,10,49.9,0.77
,12:41:51,6,3590,2158.2,0.8,13.3,9,11.5,0.09,10,49.9,0.77
,12:41:52,6,3590,2159.2,0.8,13.3,9,11.5,0.085,10,49.8,0.77
,12:41:53,6,3590,2160.2,0.81,13.3,9,11.5,0.085,10,49.9,0.78
,12:41:54,6,3590,2161.2,0.81,13.3,10,11.5,0.083,10,49.9,0.78
,12:41:55,6,3590,2162.2,0.81,13.3,10,11.5,0.083,10,49.9,0.78
,12:41:56,6,3590,2163.2,0.81,13.3,10,11.5,0.083,10,49.9,0.78
,12:41:57,6,3590,2164.2,0.8,13.3,10,11.5,0.082,10,49.9,0.77
,12:41:58,6,3590,2165.2,0.78,13.3,9,11.6,0.082,10,49.9,0.75
,12:41:59,6,3590,2166.2,0.76,13.3,9,11.6,0.085,10,49.9,0.73
,12:42:00,6,3590,2167.2,0.76,13.3,9,11.6,0.084,10,49.9,0.73
,12:42:01,6,3590,2168.2,0.77,13.3,9,11.6,0.086,10,49.9,0.74
,12:42:02,6,3590,2169.2,0.78,13.3,9,11.6,0.085,10,49.9,0.76
,12:42:03,6,3590,2170.2,0.79,13.3,9,11.7,0.085,10,49.9,0.76
,12:42:04,6,3590,2171.2,0.78,13.3,9,11.7,0.084,10,49.9,0.74
,12:42:05,6,3590,2172.2,0.76,13.3,9,11.7,0.085,10,49.9,0.73
,12:42:06,6,3590,2173.2,0.77,13.3,9,11.7,0.085,10,49.9,0.74
,12:42:07,6,3590,2174.2,0.78,13.3,9,11.7,0.087,10,49.9,0.75
,12:42:08,6,3590,2175.2,0.8,13.3,9,11.8,0.086,10,49.9,0.77
,12:42:09,6,3590,2176.2,0.8,13.3,9,11.8,0.087,10,49.9,0.77
,12:42:10,6,3590,2177.2,0.81,13.3,9,11.8,0.087,10,49.9,0.78
,12:42:11,6,3590,2178.2,0.81,13.3,9,11.8,0.088,10,49.9,0.78
,12:42:12,6,3590,2179.2,0.82,13.3,9,11.9,0.086,10,49.9,0.78
,12:42:13,6,3590,2180.2,0.82,13.3,10,11.9,0.084,10,49.9,0.79
,12:42:14,6,3590,2181.2,0.82,13.3,10,11.9,0.085,10,49.9,0.79
,12:42:15,6,3590,2182.2,0.82,13.3,10,11.9,0.084,10,49.9,0.78
,12:42:16,6,3590,2183.2,0.8,13.3,10,11.9,0.082,10,49.9,0.77
,12:42:17,6,3590,2184.2,0.78,13.3,9,11.9,0.082,10,49.9,0.75
,12:42:18,6,3590,2185.2,0.77,13.3,9,11.9,0.086,10,49.8,0.74
,12:42:19,6,3590,2186.2,0.77,13.3,9,11.9,0.088,10,49.9,0.74
,12:42:20,6,3590,2187.2,0.79,13.3,9,12,0.088,10,49.9,0.76
,12:42:21,6,3590,2188.2,0.81,13.3,9,12,0.09,10,49.9,0.78
,12:42:22,6,3590,2189.2,0.82,13.3,9,12,0.089,10,49.9,0.79
,12:42:23,6,3590,2190.2,0.81,13.3,9,12.1,0.091,10,49.9,0.78
,12:42:24,6,3590,2191.2,0.8,13.3,9,12.1,0.09,10,49.9,0.77
,12:42:25,6,3590,2192.2,0.8,13.3,9,12.1,0.09,10,49.9,0.77
,12:42:26,6,3590,2193.2,0.81,13.3,9,12.1,0.088,10,49.9,0.78
,12:42:27,6,3590,2194.2,0.82,13.3,9,12.1,0.089,10,49.8,0.79
,12:42:28,6,3590,2195.2,0.82,13.3,9,12.2,0.089,10,49.9,0.79
,12:42:29,6,3590,2196.2,0.82,13.3,9,12.2,0.086,10,49.9,0.78
,12:42:30,6,3590,2197.2,0.81,13.3,9,12.2,0.086,10,49.9,0.78
,12:42:31,6,3590,2198.2,0.81,13.3,9,12.2,0.088,10,49.9,0.78
,12:42:32,6,3590,2199.2,0.82,13.3,9,12.2,0.088,10,49.9,0.78
,12:42:33,6,3590,2200.2,0.82,13.3,9,12.2,0.089,10,49.9,0.79
,12:42:34,6,3590,2201.2,0.83,13.3,9,12.3,0.088,10,49.9,0.8
,12:42:35,6,3590,2202.2,0.83,13.3,9,12.3,0.087,10,49.9,0.79
,12:42:36,6,3590,2203.2,0.81,13.3,9,12.3,0.085,10,49.9,0.77
,12:42:37,6,3590,2204.2,0.79,13.3,9,12.3,0.083,10,49.9,0.76
,12:42:38,6,3590,2205.2,0.77,13.3,9,12.3,0.084,10,49.9,0.74
,12:42:39,6,3590,2206.2,0.77,13.3,9,12.4,0.083,10,49.9,0.74
,12:42:40,6,3590,2207.2,0.78,13.3,9,12.4,0.086,10,49.9,0.75
,12:42:41,6,3590,2208.2,0.79,13.3,9,12.4,0.086,10,49.9,0.76
,12:42:42,6,3590,2209.2,0.81,13.3,9,12.4,0.088,10,49.9,0.78
,12:42:43,6,3590,2210.2,0.82,13.3,9,12.4,0.089,10,49.9,0.79
,12:42:44,6,3590,2211.2,0.82,13.3,9,12.5,0.089,10,49.9,0.79
,12:42:45,6,3590,2212.2,0.83,13.3,9,12.5,0.089,10,49.9,0.79
,12:42:46,6,3590,2213.2,0.83,13.3,9,12.5,0.089,10,49.9,0.79
,12:42:47,6,3590,2214.2,0.83,13.3,9,12.5,0.089,10,49.9,0.79
,12:42:48,6,3590,2215.2,0.83,13.3,9,12.6,0.09,10,49.9,0.8
,12:42:49,6,3590,2216.2,0.83,13.3,9,12.6,0.09,10,49.9,0.8
,12:42:50,6,3590,2217.2,0.83,13.3,9,12.6,0.09,10,49.9,0.8
,12:42:51,6,3590,2218.2,0.83,13.3,9,12.6,0.089,10,49.9,0.79
,12:42:52,6,3590,2219.2,0.82,13.3,9,12.6,0.086,10,49.9,0.79
,12:42:53,6,3590,2220.2,0.82,13.3,10,12.6,0.084,10,49.9,0.78
,12:42:54,6,3590,2221.2,0.82,13.3,10,12.6,0.084,10,49.9,0.78
,12:42:55,6,3590,2222.2,0.81,13.3,10,12.6,0.083,10,49.9,0.77
,12:42:56,6,3590,2223.2,0.79,13.3,9,12.7,0.083,10,49.9,0.75
,12:42:57,6,3590,2224.2,0.76,13.3,9,12.7,0.082,10,49.9,0.73
,12:42:58,6,3590,2225.2,0.75,13.3,9,12.7,0.084,10,49.9,0.72
,12:42:59,6,3590,2226.2,0.76,13.3,9,12.8,0.083,10,49.9,0.74
,12:43:00,6,3590,2227.2,0.78,13.3,9,12.8,0.087,10,49.9,0.75
,12:43:01,6,3590,2228.2,0.8,13.3,9,12.8,0.089,10,49.9,0.77
,12:43:02,6,3590,2229.2,0.81,13.3,9,12.8,0.088,10,49.9,0.78
,12:43:03,6,3590,2230.2,0.82,13.3,9,12.8,0.089,10,49.9,0.79
,12:43:04,6,3590,2231.2,0.82,13.3,9,12.8,0.089,10,49.9,0.79
,12:43:05,6,3590,2232.2,0.82,13.3,9,12.9,0.087,10,49.9,0.79
,12:43:06,6,3590,2233.2,0.82,13.3,9,12.9,0.087,10,49.9,0.79
,12:43:07,6,3590,2234.2,0.82,13.3,9,12.9,0.086,10,49.9,0.78
,12:43:08,6,3590,2235.2,0.8,13.3,9,12.9,0.087,10,49.9,0.77
,12:43:09,6,3590,2236.2,0.79,13.3,9,12.9,0.086,10,49.9,0.76
,12:43:10,6,3590,2237.2,0.78,13.3,9,13,0.087,10,49.9,0.75
,12:43:11,6,3590,2238.2,0.79,13.3,9,12.9,0.088,10,49.8,0.76
,12:43:12,6,3590,2239.2,0.8,13.3,9,13,0.089,10,49.9,0.77
,12:43:13,6,3590,2240.2,0.82,13.3,9,13,0.089,10,49.9,0.79
,12:43:14,6,3590,2241.2,0.84,13.3,9,13,0.088,10,49.9,0.81
,12:43:15,6,3590,2242.2,0.84,13.3,10,13,0.087,10,49.9,0.81
,12:43:16,6,3590,2243.2,0.84,13.3,9,13,0.088,10,49.9,0.8
,12:43:17,6,3590,2244.2,0.81,13.3,9,13.1,0.091,10,49.9,0.78
,12:43:18,6,3590,2245.2,0.79,13.3,9,13.1,0.088,10,49.9,0.76
,12:43:19,6,3590,2246.2,0.79,13.3,9,13.1,0.088,10,49.9,0.76
,12:43:20,6,3590,2247.2,0.8,13.3,9,13.1,0.087,10,49.9,0.77
,12:43:21,6,3590,2248.2,0.82,13.3,9,13.1,0.089,10,49.9,0.79
,12:43:22,6,3590,2249.2,0.82,13.3,9,13.2,0.087,10,49.9,0.79
,12:43:23,6,3590,2250.2,0.82,13.3,10,13.2,0.085,10,49.9,0.79
,12:43:24,6,3590,2251.2,0.82,13.3,9,13.2,0.086,10,49.9,0.78
,12:43:25,6,3590,2252.2,0.8,13.3,9,13.2,0.087,10,49.9,0.77
,12:43:26,6,3590,2253.2,0.79,13.3,9,13.2,0.088,10,49.9,0.76
,12:43:27,6,3590,2254.2,0.8,13.3,9,13.2,0.089,10,49.9,0.77
,12:43:28,6,3590,2255.2,0.82,13.3,9,13.3,0.087,10,49.9,0.79
,12:43:29,6,3590,2256.2,0.84,13.3,9,13.3,0.088,10,49.9,0.81
,12:43:30,6,3590,2257.2,0.84,13.3,9,13.3,0.089,10,49.9,0.81
,12:43:31,6,3590,2258.2,0.83,13.3,9,13.3,0.09,10,49.9,0.8
,12:43:32,6,3590,2259.2,0.82,13.3,9,13.3,0.089,10,49.8,0.79
,12:43:33,6,3590,2260.2,0.81,13.3,9,13.3,0.086,10,49.9,0.78
,12:43:34,6,3590,2261.2,0.81,13.3,9,13.3,0.088,10,49.9,0.78
,12:43:35,6,3590,2262.2,0.81,13.3,9,13.3,0.085,10,49.9,0.77
,12:43:36,6,3590,2263.2,0.79,13.3,9,13.4,0.084,10,49.9,0.76
,12:43:37,6,3590,2264.2,0.79,13.3,9,13.4,0.085,10,49.9,0.76
,12:43:38,6,3590,2265.2,0.78,13.3,9,13.4,0.087,10,49.9,0.76
,12:43:39,6,3590,2266.2,0.8,13.3,9,13.4,0.089,10,49.9,0.77
,12:43:40,6,3590,2267.2,0.82,13.3,9,13.4,0.087,10,49.9,0.79
,12:43:41,6,3590,2268.2,0.84,13.3,9,13.4,0.088,10,49.9,0.8
,12:43:42,6,3590,2269.2,0.83,13.3,9,13.4,0.088,10,49.9,0.8
,12:43:43,6,3590,2270.2,0.82,13.3,9,13.4,0.089,10,49.9,0.78
,12:43:44,6,3590,2271.2,0.81,13.3,9,13.5,0.09,10,49.9,0.77
,12:43:45,6,3590,2272.2,0.81,13.3,9,13.5,0.088,10,49.9,0.78
,12:43:46,6,3590,2273.2,0.83,13.3,9,13.5,0.09,10,49.9,0.8
,12:43:47,6,3590,2274.2,0.85,13.3,9,13.5,0.092,10,49.8,0.81
,12:43:48,6,3590,2275.2,0.85,13.3,9,13.5,0.092,10,49.9,0.82
,12:43:49,6,3590,2276.2,0.85,13.3,9,13.5,0.092,10,49.9,0.82
,12:43:50,6,3590,2277.2,0.85,13.3,9,13.5,0.092,10,49.9,0.82
,12:43:51,6,3590,2278.2,0.85,13.3,10,13.5,0.087,10,49.9,0.82
,12:43:52,6,3590,2279.2,0.84,13.3,10,13.6,0.087,10,49.9,0.81
,12:43:53,6,3590,2280.2,0.83,13.3,9,13.6,0.09,10,49.9,0.8
,12:43:54,6,3590,2281.2,0.82,13.3,9,13.6,0.088,10,49.9,0.78
,12:43:55,6,3590,2282.2,0.81,13.3,9,13.6,0.088,10,49.9,0.78
,12:43:56,6,3590,2283.2,0.82,13.3,9,13.6,0.086,10,49.9,0.78
,12:43:57,6,3590,2284.2,0.82,13.3,9,13.6,0.088,10,49.9,0.78
,12:43:58,6,3590,2285.2,0.82,13.3,9,13.6,0.091,10,49.9,0.78
,12:43:59,6,3590,2286.2,0.83,13.3,9,13.6,0.093,10,49.9,0.8
,12:44:00,6,3590,2287.2,0.85,13.3,9,13.6,0.092,10,49.9,0.82
,12:44:01,6,3590,2288.2,0.87,13.3,9,13.6,0.094,10,49.9,0.84
,12:44:02,6,3590,2289.2,0.88,13.3,9,13.7,0.095,10,49.9,0.84
,12:44:03,6,3590,2290.2,0.87,13.3,9,13.7,0.094,10,49.9,0.84
,12:44:04,6,3590,2291.2,0.86,13.3,9,13.7,0.093,10,49.9,0.83
,12:44:05,6,3590,2292.2,0.85,13.3,9,13.7,0.092,10,49.9,0.82
,12:44:06,6,3590,2293.2,0.85,13.3,9,13.7,0.089,10,49.9,0.81
,12:44:07,6,3590,2294.2,0.84,13.3,9,13.7,0.091,10,49.9,0.8
,12:44:08,6,3590,2295.2,0.83,13.3,9,13.7,0.089,10,49.9,0.79
,12:44:09,6,3590,2296.2,0.82,13.3,9,13.7,0.089,10,49.9,0.79
,12:44:10,6,3590,2297.2,0.83,13.3,9,13.7,0.087,10,49.9,0.79
,12:44:11,6,3590,2298.2,0.82,13.3,9,13.7,0.087,10,49.9,0.79
,12:44:12,6,3590,2299.2,0.81,13.3,9,13.7,0.085,10,49.9,0.77
,12:44:13,6,3590,2300.2,0.79,13.3,9,13.7,0.088,10,49.9,0.76
,12:44:14,6,3590,2301.2,0.78,13.3,9,13.7,0.087,10,49.9,0.75
,12:44:15,6,3590,2302.2,0.79,13.3,9,13.7,0.088,10,49.9,0.76
,12:44:16,6,3590,2303.2,0.81,13.3,9,13.8,0.085,10,49.9,0.78
,12:44:17,6,3590,2304.2,0.83,13.3,9,13.8,0.087,10,49.9,0.8
,12:44:18,6,3590,2305.2,0.82,13.3,9,13.8,0.089,10,49.9,0.79
,12:44:19,6,3590,2306.2,0.82,13.3,9,13.8,0.089,10,49.9,0.79
,12:44:20,6,3590,2307.2,0.82,13.3,9,13.8,0.089,10,49.9,0.79
,12:44:21,6,3590,2308.2,0.83,13.3,9,13.8,0.09,10,49.9,0.8
,12:44:22,6,3590,2309.2,0.83,13.3,9,13.8,0.088,10,49.9,0.8
,12:44:23,6,3590,2310.2,0.83,13.3,9,13.8,0.087,10,49.9,0.79
,12:44:24,6,3590,2311.2,0.81,13.3,9,13.8,0.085,10,49.9,0.78
,12:44:25,6,3590,2312.2,0.8,13.3,9,13.8,0.087,10,49.9,0.77
,12:44:26,6,3590,2313.2,0.79,13.3,9,13.8,0.086,10,49.9,0.76
,12:44:27,6,3590,2314.2,0.79,13.3,9,13.8,0.086,10,49.9,0.77
,12:44:28,6,3590,2315.2,0.8,13.3,9,13.8,0.087,10,49.9,0.77
,12:44:29,6,3590,2316.2,0.81,13.3,9,13.8,0.087,10,49.9,0.77
,12:44:30,6,3590,2317.2,0.81,13.3,9,13.8,0.088,10,49.9,0.78
,12:44:31,6,3590,2318.2,0.8,13.3,9,13.8,0.085,10,49.9,0.77
,12:44:32,6,3590,2319.2,0.8,13.3,9,13.8,0.085,10,49.9,0.77
,12:44:33,6,3590,2320.2,0.8,13.3,9,13.8,0.084,10,49.9,0.77
,12:44:34,6,3590,2321.2,0.79,13.3,9,13.8,0.086,10,49.9,0.76
,12:44:35,6,3590,2322.2,0.79,13.3,9,13.8,0.088,10,49.9,0.76
,12:44:36,6,3590,2323.2,0.8,13.3,9,13.8,0.089,10,49.9,0.77
,12:44:37,6,3590,2324.2,0.81,13.3,9,13.8,0.09,10,49.9,0.78
,12:44:38,6,3590,2325.2,0.83,13.3,9,13.8,0.09,10,49.9,0.8
,12:44:39,6,3590,2326.2,0.83,13.3,9,13.8,0.09,10,49.9,0.8
,12:44:40,6,3590,2327.2,0.83,13.3,9,13.8,0.088,10,49.9,0.8
,12:44:41,6,3590,2328.2,0.83,13.3,9,13.8,0.09,10,49.9,0.8
,12:44:42,6,3590,2329.2,0.83,13.3,9,13.8,0.089,10,49.9,0.79
,12:44:43,6,3590,2330.2,0.82,13.3,9,13.8,0.089,10,49.9,0.79
,12:44:44,6,3590,2331.2,0.82,13.3,9,13.8,0.089,10,49.9,0.79
,12:44:45,6,3590,2332.2,0.83,13.3,9,13.9,0.088,10,49.9,0.8
,12:44:46,6,3590,2333.2,0.84,13.3,9,13.9,0.088,10,49.9,0.81
,12:44:47,6,3590,2334.2,0.84,13.3,9,13.9,0.089,10,49.9,0.81
,12:44:48,6,3590,2335.2,0.83,13.3,9,13.9,0.087,10,49.9,0.79
,12:44:49,6,3590,2336.2,0.81,13.3,9,13.9,0.087,10,49.9,0.77
,12:44:50,6,3590,2337.2,0.78,13.3,9,13.9,0.084,10,49.9,0.75
,12:44:51,6,3590,2338.2,0.76,13.3,9,13.9,0.085,10,49.9,0.73
,12:44:52,6,3590,2339.2,0.77,13.3,9,13.9,0.086,10,49.9,0.74
,12:44:53,6,3590,2340.2,0.78,13.3,9,13.9,0.085,10,49.9,0.75
,12:44:54,6,3590,2341.2,0.8,13.3,9,13.9,0.084,10,49.9,0.77
,12:44:55,6,3590,2342.2,0.81,13.3,10,13.9,0.083,10,49.9,0.78
,12:44:56,6,3590,2343.2,0.81,13.3,10,13.9,0.083,10,49.9,0.78
,12:44:57,6,3590,2344.2,0.8,13.3,9,13.9,0.085,10,49.9,0.77
,12:44:58,6,3590,2345.2,0.79,13.3,9,13.9,0.085,10,49.9,0.75
,12:44:59,6,3590,2346.2,0.77,13.3,9,13.9,0.086,10,49.9,0.74
,12:45:00,6,3590,2347.2,0.77,13.3,9,13.9,0.084,10,49.9,0.74
