Data file,,DURATRON_HEF_T11_D4.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,24/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Duratron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 09:47:05 on 24/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,duratron_hef_t11_d4-h001.tsv,,,,,,,,,,
,10:02:19,5,3590,914.1,0.64,13.3,7,19,0.092,10,49.8,0.62
,10:02:20,5,3590,915.1,0.64,13.3,7,19,0.092,10,49.8,0.62
,10:02:21,5,3590,916.1,0.63,13.3,7,19,0.088,10,49.8,0.61
,10:02:22,5,3590,917.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:02:23,5,3590,918.1,0.62,13.3,7,19,0.089,10,49.9,0.6
,10:02:24,5,3590,919.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:02:25,5,3590,920.1,0.62,13.3,7,19,0.086,10,49.9,0.6
,10:02:26,5,3590,921.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:02:27,5,3590,922.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:02:28,5,3590,923.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:02:29,5,3590,924.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:02:30,5,3590,925.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:02:31,5,3590,926.1,0.63,13.3,7,19,0.087,10,49.8,0.6
,10:02:32,5,3590,927.1,0.63,13.3,7,19,0.091,10,49.9,0.61
,10:02:33,5,3590,928.1,0.64,13.3,7,19,0.088,10,49.9,0.61
,10:02:34,5,3590,929.1,0.64,13.3,7,19,0.088,10,49.8,0.61
,10:02:35,5,3590,930.1,0.63,13.3,7,19,0.087,10,49.8,0.6
,10:02:36,5,3590,931.1,0.61,13.3,7,19,0.088,10,49.9,0.59
,10:02:37,5,3590,932.1,0.6,13.3,7,19,0.087,10,49.9,0.58
,10:02:38,5,3590,933.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:02:39,5,3590,934.1,0.61,13.3,7,19,0.089,10,49.9,0.59
,10:02:40,5,3590,935.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:02:41,5,3590,936.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:02:42,5,3590,937.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:02:43,5,3590,938.1,0.62,13.3,7,19,0.087,10,49.9,0.6
,10:02:44,5,3590,939.1,0.62,13.3,7,19,0.086,10,49.9,0.6
,10:02:45,5,3590,940.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:02:46,5,3590,941.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:02:47,5,3590,942.1,0.64,13.3,7,19,0.089,10,49.8,0.62
,10:02:48,5,3590,943.1,0.65,13.3,7,19,0.09,10,49.8,0.62
,10:02:49,5,3590,944.1,0.65,13.3,7,19,0.09,10,49.8,0.62
,10:02:50,5,3590,945.1,0.65,13.3,7,19,0.093,10,49.8,0.62
,10:02:51,5,3590,946.1,0.65,13.3,7,19,0.094,10,49.9,0.62
,10:02:52,5,3590,947.1,0.64,13.3,7,19,0.092,10,49.8,0.62
,10:02:53,5,3590,948.1,0.64,13.3,7,19,0.089,10,49.8,0.61
,10:02:54,5,3590,949.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:02:55,5,3590,950.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:02:56,5,3590,951.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:02:57,5,3590,952.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:02:58,5,3590,953.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:02:59,5,3590,954.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:03:00,5,3590,955.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:03:01,5,3590,956.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:03:02,5,3590,957.1,0.63,13.3,7,19,0.087,10,49.8,0.6
,10:03:03,5,3590,958.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:03:04,5,3590,959.1,0.63,13.3,7,19,0.09,10,49.8,0.6
,10:03:05,5,3590,960.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:03:06,5,3590,961.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:03:07,5,3590,962.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:03:08,5,3590,963.1,0.63,13.3,7,19,0.09,10,49.8,0.6
,10:03:09,5,3590,964.1,0.63,13.3,7,19,0.087,10,49.8,0.6
,10:03:10,5,3590,965.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:03:11,5,3590,966.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:03:12,5,3590,967.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:03:13,5,3590,968.1,0.61,13.3,7,19,0.084,10,49.8,0.58
,10:03:14,5,3590,969.1,0.61,13.3,7,19,0.084,10,49.8,0.58
,10:03:15,5,3590,970.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:03:16,5,3590,971.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:03:17,5,3590,972.1,0.61,13.3,7,19,0.089,10,49.8,0.59
,10:03:18,5,3590,973.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:03:19,5,3590,974.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:03:20,5,3590,975.1,0.62,13.3,7,19,0.086,10,49.8,0.59
,10:03:21,5,3590,976.1,0.62,13.3,7,19,0.086,10,49.8,0.59
,10:03:22,5,3590,977.1,0.61,13.3,7,19,0.084,10,49.8,0.58
,10:03:23,5,3590,978.1,0.61,13.3,7,19,0.084,10,49.8,0.58
,10:03:24,5,3590,979.1,0.61,13.3,7,19,0.085,10,49.9,0.59
,10:03:25,5,3590,980.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:03:26,5,3590,981.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:03:27,5,3590,982.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:03:28,5,3590,983.1,0.62,13.3,7,19,0.086,10,49.8,0.59
,10:03:29,5,3590,984.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:03:30,5,3590,985.1,0.6,13.3,7,19,0.084,10,49.8,0.58
,10:03:31,5,3590,986.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:03:32,5,3590,987.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:03:33,5,3590,988.1,0.6,13.3,7,19,0.084,10,49.8,0.58
,10:03:34,5,3590,989.1,0.6,13.3,7,19,0.084,10,49.9,0.58
,10:03:35,5,3590,990.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:03:36,5,3590,991.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:03:37,5,3590,992.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:03:38,5,3590,993.1,0.6,13.3,7,19,0.084,10,49.9,0.58
,10:03:39,5,3590,994.1,0.6,13.3,7,19,0.081,10,49.8,0.58
,10:03:40,5,3590,995.1,0.6,13.3,7,19,0.084,10,49.8,0.58
,10:03:41,5,3590,996.1,0.6,13.3,7,19,0.086,10,49.8,0.58
,10:03:42,5,3590,997.1,0.6,13.3,7,19,0.086,10,49.8,0.57
,10:03:43,5,3590,998.1,0.59,13.3,7,19,0.085,10,49.8,0.57
,10:03:44,5,3590,999.1,0.59,13.3,7,19,0.082,10,49.8,0.57
,10:03:45,5,3590,1000.1,0.59,13.3,7,19,0.083,10,49.8,0.57
,10:03:46,5,3590,1001.1,0.6,13.3,7,19,0.083,10,49.8,0.57
,10:03:47,5,3590,1002.1,0.59,13.3,7,19,0.082,10,49.8,0.57
,10:03:48,5,3590,1003.1,0.6,13.3,7,19,0.086,10,49.8,0.57
,10:03:49,5,3590,1004.1,0.6,13.3,7,19,0.086,10,49.8,0.57
,10:03:50,5,3590,1005.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:03:51,5,3590,1006.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:03:52,5,3590,1007.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:03:53,5,3590,1008.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:03:54,5,3590,1009.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:03:55,5,3590,1010.1,0.61,13.3,7,19,0.089,10,49.8,0.59
,10:03:56,5,3590,1011.1,0.61,13.3,7,19,0.089,10,49.9,0.59
,10:03:57,5,3590,1012.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:03:58,5,3590,1013.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:03:59,5,3590,1014.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:04:00,5,3590,1015.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:04:01,5,3590,1016.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:04:02,5,3590,1017.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:04:03,5,3590,1018.1,0.59,13.3,7,19,0.085,10,49.8,0.56
,10:04:04,5,3590,1019.1,0.58,13.3,7,19,0.084,10,49.8,0.56
,10:04:05,5,3590,1020.1,0.59,13.3,7,19,0.083,10,49.8,0.57
,10:04:06,5,3590,1021.1,0.6,13.3,7,19,0.081,10,49.9,0.58
,10:04:07,5,3590,1022.1,0.61,13.3,7,19,0.084,10,49.8,0.59
,10:04:08,5,3590,1023.1,0.61,13.3,7,19,0.089,10,49.8,0.59
,10:04:09,5,3590,1024.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:04:10,5,3590,1025.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:04:11,5,3590,1026.1,0.62,13.3,7,19,0.083,10,49.8,0.59
,10:04:12,5,3590,1027.1,0.61,13.3,7,19,0.082,10,49.8,0.59
,10:04:13,5,3590,1028.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:04:14,5,3590,1029.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:04:15,5,3590,1030.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:04:16,5,3590,1031.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:04:17,5,3590,1032.1,0.64,13.3,7,19,0.088,10,49.8,0.62
,10:04:18,5,3590,1033.1,0.65,13.3,7,19,0.087,10,49.8,0.62
,10:04:19,5,3590,1034.1,0.65,13.3,7,19,0.091,10,49.8,0.63
,10:04:20,5,3590,1035.1,0.66,13.3,7,19,0.095,10,49.8,0.63
,10:04:21,5,3590,1036.1,0.68,13.3,7,19,0.098,10,49.8,0.66
,10:04:22,5,3590,1037.1,0.71,13.3,7,19,0.103,10,49.8,0.69
,10:04:23,5,3590,1038.1,0.72,13.3,7,19,0.104,10,49.9,0.7
,10:04:24,5,3590,1039.1,0.7,13.3,7,19,0.097,10,49.8,0.67
,10:04:25,5,3590,1040.1,0.66,13.3,7,19,0.088,10,49.8,0.63
,10:04:26,5,3590,1041.1,0.65,13.3,7,19,0.09,10,49.8,0.62
,10:04:27,5,3590,1042.1,0.64,13.3,7,19,0.093,10,49.8,0.62
,10:04:28,5,3590,1043.1,0.68,13.3,7,19,0.098,10,49.8,0.66
,10:04:29,5,3590,1044.1,0.75,13.3,7,19,0.109,10,49.8,0.74
,10:04:30,5,3590,1045.1,0.86,13.3,7,19,0.124,10,49.9,0.84
,10:04:31,5,3590,1046.1,0.93,13.3,7,19,0.13,10,49.9,0.9
,10:04:32,5,3590,1047.1,0.92,13.3,7,19,0.128,10,49.8,0.88
,10:04:33,5,3590,1048.1,0.87,13.3,7,19,0.121,10,49.9,0.83
,10:04:34,5,3590,1049.1,0.82,13.3,7,19,0.114,10,49.8,0.78
,10:04:35,5,3590,1050.1,0.78,13.3,7,19,0.112,10,49.8,0.75
,10:04:36,5,3590,1051.1,0.73,13.3,7,19,0.105,10,49.9,0.7
,10:04:37,5,3590,1052.1,0.72,13.3,7,19,0.104,10,49.8,0.7
,10:04:38,5,3590,1053.1,0.72,13.3,7,19,0.1,10,49.8,0.7
,10:04:39,5,3590,1054.1,0.74,13.3,7,19,0.103,10,49.8,0.71
,10:04:40,5,3590,1055.1,0.7,13.3,7,19,0.097,10,49.8,0.67
,10:04:41,5,3590,1056.1,0.67,13.3,7,19,0.093,10,49.8,0.64
,10:04:42,5,3590,1057.1,0.65,13.3,7,19,0.094,10,49.8,0.62
,10:04:43,5,3590,1058.1,0.64,13.3,7,19,0.092,10,49.8,0.61
,10:04:44,5,3590,1059.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:04:45,5,3590,1060.1,0.63,13.3,7,19,0.088,10,49.8,0.61
,10:04:46,5,3590,1061.1,0.64,13.3,7,19,0.089,10,49.8,0.62
,10:04:47,5,3590,1062.1,0.67,13.3,7,19,0.093,10,49.8,0.64
,10:04:48,5,3590,1063.1,0.69,13.3,7,19,0.096,10,49.8,0.67
,10:04:49,5,3590,1064.1,0.71,13.3,7,19,0.103,10,49.8,0.69
,10:04:50,5,3590,1065.1,0.71,13.3,7,19,0.102,10,49.8,0.68
,10:04:51,5,3590,1066.1,0.76,13.3,7,19,0.109,10,49.8,0.74
,10:04:52,5,3590,1067.1,0.92,13.3,7,19,0.128,10,49.9,0.9
,10:04:53,5,3590,1068.1,1.02,13.3,7,19,0.142,10,49.8,0.99
,10:04:54,5,3590,1069.1,1.09,13.3,7,19,0.147,10,49.8,1.08
,10:04:55,5,3590,1070.1,1.59,13.3,7,19,0.222,10,49.8,1.58
,10:04:56,5,3590,1071.1,1.94,13.3,7,19,0.27,10,49.9,1.89
,10:04:57,5,3590,1072.1,1.98,13.3,7,19,0.285,10,49.8,1.88
,10:04:58,5,3590,1073.1,1.35,13.3,7,19,0.203,10,49.8,1.25
,10:04:59,5,3590,1074.1,0.92,13.3,7,19,0.132,10,49.8,0.86
,10:05:00,5,3590,1075.1,0.77,13.3,7,19,0.107,10,49.8,0.73
,10:05:01,5,3590,1076.1,0.7,13.3,7,19,0.098,10,49.8,0.67
,10:05:02,5,3590,1077.1,0.69,13.3,7,19,0.096,10,49.8,0.66
,10:05:03,5,3590,1078.1,0.68,13.3,7,19,0.098,10,49.8,0.66
,10:05:04,5,3590,1079.1,0.69,13.3,7,19,0.099,10,49.8,0.66
,10:05:05,5,3590,1080.1,0.67,13.3,7,19,0.096,10,49.8,0.64
,10:05:06,5,3590,1081.1,0.65,13.3,7,19,0.091,10,49.9,0.63
,10:05:07,5,3590,1082.1,0.64,13.3,7,19,0.086,10,49.9,0.62
,10:05:08,5,3590,1083.1,0.64,13.3,7,19,0.085,10,49.8,0.61
,10:05:09,5,3590,1084.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:05:10,5,3590,1085.1,0.63,13.3,7,19,0.09,10,49.8,0.61
,10:05:11,5,3590,1086.1,0.63,13.3,7,19,0.091,10,49.9,0.61
,10:05:12,5,3590,1087.1,0.64,13.3,7,19,0.089,10,49.9,0.62
,10:05:13,5,3590,1088.1,0.64,13.3,7,19,0.088,10,49.9,0.61
,10:05:14,5,3590,1089.1,0.64,13.3,7,19,0.088,10,49.8,0.61
,10:05:15,5,3590,1090.1,0.64,13.3,7,19,0.092,10,49.8,0.61
,10:05:16,5,3590,1091.1,0.64,13.3,7,19,0.092,10,49.9,0.62
,10:05:17,5,3590,1092.1,0.64,13.3,7,19,0.092,10,49.9,0.62
,10:05:18,5,3590,1093.1,0.64,13.3,7,19,0.088,10,49.8,0.61
,10:05:19,5,3590,1094.1,0.64,13.3,7,19,0.088,10,49.8,0.61
,10:05:20,5,3590,1095.1,0.63,13.3,7,19,0.088,10,49.8,0.61
,10:05:21,5,3590,1096.1,0.64,13.3,7,19,0.089,10,49.9,0.62
,10:05:22,5,3590,1097.1,0.64,13.3,7,19,0.093,10,49.8,0.62
,10:05:23,5,3590,1098.1,0.65,13.3,7,19,0.093,10,49.8,0.62
,10:05:24,5,3590,1099.1,0.65,13.3,7,19,0.094,10,49.9,0.63
,10:05:25,5,3590,1100.1,0.65,13.3,7,19,0.094,10,49.9,0.63
,10:05:26,5,3590,1101.1,0.66,13.3,7,19,0.092,10,49.8,0.64
,10:05:27,5,3590,1102.1,0.66,13.3,7,19,0.092,10,49.8,0.64
,10:05:28,5,3590,1103.1,0.66,13.3,7,19,0.092,10,49.8,0.63
,10:05:29,5,3590,1104.1,0.65,13.3,7,19,0.09,10,49.8,0.63
,10:05:30,5,3590,1105.1,0.64,13.3,7,19,0.092,10,49.9,0.62
,10:05:31,5,3590,1106.1,0.64,13.3,7,19,0.092,10,49.8,0.61
,10:05:32,5,3590,1107.1,0.63,13.3,7,19,0.088,10,49.8,0.61
,10:05:33,5,3590,1108.1,0.64,13.3,7,19,0.089,10,49.8,0.62
,10:05:34,5,3590,1109.1,0.64,13.3,7,19,0.09,10,49.8,0.62
,10:05:35,5,3590,1110.1,0.65,13.3,7,19,0.094,10,49.8,0.63
,10:05:36,5,3590,1111.1,0.65,13.3,7,19,0.094,10,49.8,0.63
,10:05:37,5,3590,1112.1,0.65,13.3,7,19,0.09,10,49.9,0.63
,10:05:38,5,3590,1113.1,0.66,13.3,7,19,0.088,10,49.8,0.64
,10:05:39,5,3590,1114.1,0.7,13.3,7,19,0.098,10,49.8,0.68
,10:05:40,5,3590,1115.1,0.72,13.3,7,19,0.104,10,49.8,0.69
,10:05:41,5,3590,1116.1,0.71,13.3,7,19,0.103,10,49.8,0.69
,10:05:42,5,3590,1117.1,0.67,13.3,7,19,0.097,10,49.8,0.65
,10:05:43,5,3590,1118.1,0.67,13.3,7,19,0.096,10,49.9,0.64
,10:05:44,5,3590,1119.1,0.66,13.3,7,19,0.092,10,49.8,0.64
,10:05:45,5,3590,1120.1,0.66,13.3,7,19,0.091,10,49.9,0.63
,10:05:46,5,3590,1121.1,0.65,13.3,7,19,0.09,10,49.8,0.63
,10:05:47,5,3590,1122.1,0.64,13.3,7,19,0.093,10,49.8,0.62
,10:05:48,5,3590,1123.1,0.64,13.3,7,19,0.093,10,49.8,0.62
,10:05:49,5,3590,1124.1,0.64,13.3,7,19,0.092,10,49.8,0.62
,10:05:50,5,3590,1125.1,0.64,13.3,7,19,0.093,10,49.9,0.62
,10:05:51,5,3590,1126.1,0.64,13.3,7,19,0.09,10,49.8,0.62
,10:05:52,5,3590,1127.1,0.65,13.3,7,19,0.09,10,49.8,0.62
,10:05:53,5,3590,1128.1,0.65,13.3,7,19,0.091,10,49.8,0.63
,10:05:54,5,3590,1129.1,0.65,13.3,7,19,0.088,10,49.8,0.63
,10:05:55,5,3590,1130.1,0.65,13.3,7,19,0.091,10,49.8,0.63
,10:05:56,5,3590,1131.1,0.65,13.3,7,19,0.093,10,49.9,0.62
,10:05:57,5,3590,1132.1,0.64,13.3,7,19,0.092,10,49.8,0.61
,10:05:58,5,3590,1133.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:05:59,5,3590,1134.1,0.64,13.3,7,19,0.088,10,49.8,0.61
,10:06:00,5,3590,1135.1,0.64,13.3,7,19,0.09,10,49.8,0.62
,10:06:01,5,3590,1136.1,0.65,13.3,7,19,0.094,10,49.8,0.63
,10:06:02,5,3590,1137.1,0.65,13.3,7,19,0.094,10,49.8,0.63
,10:06:03,5,3590,1138.1,0.65,13.3,7,19,0.093,10,49.9,0.62
,10:06:04,5,3590,1139.1,0.64,13.3,7,19,0.086,10,49.8,0.62
,10:06:05,5,3590,1140.1,0.63,13.3,7,19,0.085,10,49.8,0.61
,10:06:06,5,3590,1141.1,0.63,13.3,7,19,0.087,10,49.8,0.6
,10:06:07,5,3590,1142.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:06:08,5,3590,1143.1,0.63,13.3,7,19,0.094,10,49.8,0.61
,10:06:09,5,3590,1144.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:06:10,5,3590,1145.1,0.63,13.3,7,19,0.09,10,49.8,0.6
,10:06:11,5,3590,1146.1,0.62,13.3,7,19,0.087,10,49.9,0.6
,10:06:12,5,3590,1147.1,0.62,13.3,7,19,0.087,10,49.8,0.6
,10:06:13,5,3590,1148.1,0.64,13.3,7,19,0.088,10,49.9,0.61
,10:06:14,5,3590,1149.1,0.63,13.3,7,19,0.088,10,49.9,0.61
,10:06:15,5,3590,1150.1,0.63,13.3,7,19,0.084,10,49.8,0.61
,10:06:16,5,3590,1151.1,0.62,13.3,7,19,0.087,10,49.9,0.6
,10:06:17,5,3590,1152.1,0.63,13.3,7,19,0.09,10,49.8,0.6
,10:06:18,5,3590,1153.1,0.63,13.3,7,19,0.09,10,49.8,0.6
,10:06:19,5,3590,1154.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:06:20,5,3590,1155.1,0.64,13.3,7,19,0.092,10,49.8,0.62
,10:06:21,5,3590,1156.1,0.65,13.3,7,19,0.093,10,49.8,0.62
,10:06:22,5,3590,1157.1,0.65,13.3,7,19,0.094,10,49.8,0.63
,10:06:23,5,3590,1158.1,0.65,13.3,7,19,0.09,10,49.9,0.62
,10:06:24,5,3590,1159.1,0.64,13.3,7,19,0.09,10,49.8,0.62
,10:06:25,5,3590,1160.1,0.64,13.3,7,19,0.088,10,49.8,0.61
,10:06:26,5,3590,1161.1,0.63,13.3,7,19,0.09,10,49.8,0.6
,10:06:27,5,3590,1162.1,0.61,13.3,7,19,0.092,10,49.8,0.59
,10:06:28,5,3590,1163.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:06:29,5,3590,1164.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:06:30,5,3590,1165.1,0.62,13.3,7,19,0.087,10,49.9,0.6
,10:06:31,5,3590,1166.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:06:32,5,3590,1167.1,0.63,13.3,7,19,0.088,10,49.8,0.61
,10:06:33,5,3590,1168.1,0.63,13.3,7,19,0.088,10,49.8,0.61
,10:06:34,5,3590,1169.1,0.64,13.3,7,19,0.089,10,49.8,0.62
,10:06:35,5,3590,1170.1,0.64,13.3,7,19,0.092,10,49.8,0.62
,10:06:36,5,3590,1171.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:06:37,5,3590,1172.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:06:38,5,3590,1173.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:06:39,5,3590,1174.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:06:40,5,3590,1175.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:06:41,5,3590,1176.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:06:42,5,3590,1177.1,0.62,13.3,7,19,0.086,10,49.8,0.59
,10:06:43,5,3590,1178.1,0.61,13.3,7,19,0.089,10,49.8,0.59
,10:06:44,5,3590,1179.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:06:45,5,3590,1180.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:06:46,5,3590,1181.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:06:47,5,3590,1182.1,0.63,13.3,7,19,0.087,10,49.8,0.61
,10:06:48,5,3590,1183.1,0.64,13.3,7,19,0.089,10,49.9,0.62
,10:06:49,5,3590,1184.1,0.64,13.3,7,19,0.086,10,49.9,0.62
,10:06:50,5,3590,1185.1,0.63,13.3,7,19,0.088,10,49.8,0.61
,10:06:51,5,3590,1186.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:06:52,5,3590,1187.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:06:53,5,3590,1188.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:06:54,5,3590,1189.1,0.61,13.3,7,19,0.088,10,49.8,0.59
,10:06:55,5,3590,1190.1,0.62,13.3,7,19,0.089,10,49.8,0.59
,10:06:56,5,3590,1191.1,0.61,13.3,7,19,0.085,10,49.8,0.59
,10:06:57,5,3590,1192.1,0.62,13.3,7,19,0.086,10,49.8,0.59
,10:06:58,5,3590,1193.1,0.62,13.3,7,19,0.084,10,49.8,0.6
,10:06:59,5,3590,1194.1,0.63,13.3,7,19,0.085,10,49.8,0.61
,10:07:00,5,3590,1195.1,0.64,13.3,7,19,0.088,10,49.8,0.61
,10:07:01,5,3590,1196.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:07:02,5,3590,1197.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:07:03,5,3590,1198.1,0.63,13.3,7,19,0.091,10,49.8,0.61
,10:07:04,5,3590,1199.1,0.64,13.3,7,19,0.092,10,49.8,0.62
,10:07:05,5,3590,1200.1,0.64,13.3,7,19,0.089,10,49.8,0.62
,10:07:06,5,3590,1201.1,0.64,13.3,7,19,0.086,10,49.8,0.62
,10:07:07,5,3590,1202.1,0.63,13.3,7,19,0.085,10,49.8,0.61
,10:07:08,5,3590,1203.1,0.62,13.3,7,19,0.086,10,49.8,0.6
,10:07:09,5,3590,1204.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:07:10,5,3590,1205.1,0.59,13.3,7,19,0.085,10,49.8,0.57
,10:07:11,5,3590,1206.1,0.59,13.3,7,19,0.085,10,49.8,0.57
,10:07:12,5,3590,1207.1,0.6,13.3,7,19,0.087,10,49.8,0.58
,10:07:13,5,3590,1208.1,0.62,13.3,7,19,0.09,10,49.8,0.6
,10:07:14,5,3590,1209.1,0.65,13.3,7,19,0.09,10,49.9,0.63
,10:07:15,5,3590,1210.1,0.66,13.3,7,19,0.088,10,49.8,0.64
,10:07:16,5,3590,1211.1,0.66,13.3,7,19,0.089,10,49.8,0.64
,10:07:17,5,3590,1212.1,0.66,13.3,7,19,0.092,10,49.8,0.63
,10:07:18,5,3590,1213.1,0.66,13.3,7,19,0.095,10,49.8,0.64
,10:07:19,5,3590,1214.1,0.66,13.3,7,19,0.099,10,49.8,0.64
,10:07:20,5,3590,1215.1,0.67,13.3,7,19,0.096,10,49.8,0.65
,10:07:21,5,3590,1216.1,0.67,13.3,7,19,0.097,10,49.8,0.65
,10:07:22,5,3590,1217.1,0.67,13.3,7,19,0.097,10,49.8,0.65
,10:07:23,5,3590,1218.1,0.67,13.3,7,19,0.093,10,49.9,0.64
,10:07:24,5,3590,1219.1,0.66,13.3,7,19,0.092,10,49.8,0.63
,10:07:25,5,3590,1220.1,0.66,13.3,7,19,0.092,10,49.8,0.64
,10:07:26,5,3590,1221.1,0.67,13.3,7,19,0.093,10,49.8,0.64
,10:07:27,5,3590,1222.1,0.67,13.3,7,19,0.096,10,49.8,0.64
,10:07:28,5,3590,1223.1,0.66,13.3,7,19,0.096,10,49.8,0.64
,10:07:29,5,3590,1224.1,0.66,13.3,7,19,0.092,10,49.8,0.63
,10:07:30,5,3590,1225.1,0.66,13.3,7,19,0.092,10,49.8,0.64
,10:07:31,5,3590,1226.1,0.66,13.3,7,19,0.092,10,49.8,0.64
,10:07:32,5,3590,1227.1,0.67,13.3,7,19,0.093,10,49.8,0.64
,10:07:33,5,3590,1228.1,0.66,13.3,7,19,0.095,10,49.8,0.63
,10:07:34,5,3590,1229.1,0.66,13.3,7,19,0.095,10,49.8,0.63
