Data file,,COLSIBRO_HEF_T9_C2.TSV,,,,,,,,,,
,16:26:26,5,3590,923.3,1.27,13.3,7,21,0.183,10,49.7,1.22
,16:26:27,5,3590,924.3,1.27,13.3,7,21,0.183,10,49.7,1.22
,16:26:28,5,3590,925.3,1.26,13.3,7,21,0.176,10,49.7,1.22
,16:26:29,5,3590,926.3,1.27,13.3,7,21,0.176,10,49.7,1.22
,16:26:30,5,3590,927.3,1.27,13.3,7,21,0.183,10,49.7,1.22
,16:26:31,5,3590,928.3,1.25,13.3,7,21,0.174,10,49.6,1.2
,16:26:32,5,3590,929.3,1.24,13.3,8,21,0.161,10,49.7,1.19
,16:26:33,5,3590,930.3,1.24,13.3,8,22,0.161,10,49.7,1.2
,16:26:34,5,3590,931.3,1.25,13.3,7,22,0.169,10,49.7,1.21
,16:26:35,5,3590,932.3,1.25,13.3,7,22,0.168,10,49.7,1.21
,16:26:36,5,3590,933.3,1.24,13.3,7,21,0.173,10,49.7,1.2
,16:26:37,5,3590,934.3,1.24,13.3,7,21,0.166,10,49.6,1.19
,16:26:38,5,3590,935.3,1.24,13.3,7,22,0.172,10,49.7,1.19
,16:26:39,5,3590,936.3,1.23,13.3,7,22,0.177,10,49.7,1.19
,16:26:40,5,3590,937.3,1.23,13.3,7,22,0.177,10,49.7,1.18
,16:26:41,5,3590,938.3,1.25,13.3,7,22,0.187,10,49.7,1.21
,16:26:42,5,3590,939.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:26:43,5,3590,940.3,1.26,13.3,7,22,0.182,10,49.6,1.21
,16:26:44,5,3590,941.3,1.23,13.3,7,22,0.177,10,49.7,1.18
,16:26:45,5,3590,942.3,1.22,13.3,7,22,0.183,10,49.7,1.18
,16:26:46,5,3590,943.3,1.23,13.3,7,22,0.185,10,49.7,1.19
,16:26:47,5,3590,944.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:26:48,5,3590,945.3,1.25,13.3,7,22,0.181,10,49.6,1.21
,16:26:49,5,3590,946.3,1.26,13.3,7,22,0.182,10,49.6,1.22
,16:26:50,5,3590,947.3,1.26,13.3,7,22,0.176,10,49.7,1.21
,16:26:51,5,3590,948.3,1.26,13.3,7,22,0.181,10,49.7,1.21
,16:26:52,5,3590,949.3,1.24,13.3,7,22,0.179,10,49.7,1.2
,16:26:53,5,3590,950.3,1.24,13.3,7,22,0.179,10,49.6,1.2
,16:26:54,5,3590,951.3,1.24,13.3,7,21,0.172,10,49.7,1.2
,16:26:55,5,3590,952.3,1.26,13.3,7,22,0.181,10,49.6,1.21
,16:26:56,5,3590,953.3,1.27,13.3,7,22,0.183,10,49.6,1.22
,16:26:57,5,3590,954.3,1.27,13.3,7,22,0.183,10,49.7,1.22
,16:26:58,5,3590,955.3,1.27,13.3,7,22,0.184,10,49.7,1.23
,16:26:59,5,3590,956.3,1.28,13.3,7,22,0.178,10,49.7,1.23
,16:27:00,5,3590,957.3,1.27,13.3,7,22,0.177,10,49.7,1.23
,16:27:01,5,3590,958.3,1.26,13.3,7,22,0.175,10,49.7,1.21
,16:27:02,5,3590,959.3,1.24,13.3,7,22,0.172,10,49.7,1.19
,16:27:03,5,3590,960.3,1.24,13.3,7,22,0.173,10,49.7,1.2
,16:27:04,5,3590,961.3,1.25,13.3,7,22,0.173,10,49.7,1.2
,16:27:05,5,3590,962.3,1.25,13.3,7,22,0.181,10,49.7,1.21
,16:27:06,5,3590,963.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:27:07,5,3590,964.3,1.25,13.3,7,21,0.174,10,49.7,1.2
,16:27:08,5,3590,965.3,1.25,13.3,7,21,0.174,10,49.7,1.2
,16:27:09,5,3590,966.3,1.25,13.3,7,21,0.175,10,49.7,1.21
,16:27:10,5,3590,967.3,1.25,13.3,7,21,0.175,10,49.7,1.21
,16:27:11,5,3590,968.3,1.28,13.3,7,21,0.178,10,49.7,1.23
,16:27:12,5,3590,969.3,1.28,13.3,7,21,0.178,10,49.7,1.23
,16:27:13,5,3590,970.3,1.28,13.3,7,21,0.172,10,49.7,1.23
,16:27:14,5,3590,971.3,1.25,13.3,7,21,0.168,10,49.7,1.2
,16:27:15,5,3590,972.3,1.24,13.3,7,21,0.166,10,49.7,1.2
,16:27:16,5,3590,973.3,1.24,13.3,7,21,0.173,10,49.7,1.2
,16:27:17,5,3590,974.3,1.25,13.3,7,21,0.174,10,49.6,1.21
,16:27:18,5,3590,975.3,1.25,13.3,7,22,0.181,10,49.7,1.21
,16:27:19,5,3590,976.3,1.24,13.3,7,22,0.179,10,49.7,1.2
,16:27:20,5,3590,977.3,1.25,13.3,7,22,0.18,10,49.7,1.21
,16:27:21,5,3590,978.3,1.26,13.3,7,22,0.182,10,49.7,1.21
,16:27:22,5,3590,979.3,1.27,13.3,7,22,0.183,10,49.7,1.22
,16:27:23,5,3590,980.3,1.25,13.3,7,22,0.181,10,49.7,1.21
,16:27:24,5,3590,981.3,1.25,13.3,7,22,0.175,10,49.6,1.21
,16:27:25,5,3590,982.3,1.26,13.3,7,22,0.176,10,49.7,1.22
,16:27:26,5,3590,983.3,1.26,13.3,7,22,0.182,10,49.7,1.21
,16:27:27,5,3590,984.3,1.26,13.3,7,22,0.181,10,49.7,1.21
,16:27:28,5,3590,985.3,1.25,13.3,7,22,0.18,10,49.6,1.2
,16:27:29,5,3590,986.3,1.25,13.3,7,21,0.18,10,49.7,1.2
,16:27:30,5,3590,987.3,1.25,13.3,7,21,0.173,10,49.7,1.2
,16:27:31,5,3590,988.3,1.25,13.3,7,21,0.175,10,49.7,1.21
,16:27:32,5,3590,989.3,1.26,13.3,7,21,0.175,10,49.6,1.21
,16:27:33,5,3590,990.3,1.26,13.3,7,21,0.182,10,49.7,1.22
,16:27:34,5,3590,991.3,1.28,13.3,7,22,0.184,10,49.7,1.23
,16:27:35,5,3590,992.3,1.27,13.3,7,22,0.184,10,49.7,1.23
,16:27:36,5,3590,993.3,1.26,13.3,7,21,0.175,10,49.7,1.21
,16:27:37,5,3590,994.3,1.24,13.3,7,21,0.167,10,49.6,1.2
,16:27:38,5,3590,995.3,1.25,13.3,7,22,0.168,10,49.7,1.2
,16:27:39,5,3590,996.3,1.25,13.3,7,22,0.168,10,49.7,1.2
,16:27:40,5,3590,997.3,1.25,13.3,7,22,0.168,10,49.7,1.21
,16:27:41,5,3590,998.3,1.26,13.3,7,22,0.175,10,49.6,1.21
,16:27:42,5,3590,999.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:27:43,5,3590,1000.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:27:44,5,3590,1001.3,1.25,13.3,7,22,0.181,10,49.7,1.21
,16:27:45,5,3590,1002.3,1.24,13.3,7,22,0.18,10,49.7,1.2
,16:27:46,5,3590,1003.3,1.23,13.3,7,22,0.177,10,49.7,1.19
,16:27:47,5,3590,1004.3,1.23,13.3,7,22,0.177,10,49.6,1.18
,16:27:48,5,3590,1005.3,1.23,13.3,7,22,0.171,10,49.7,1.19
,16:27:49,5,3590,1006.3,1.24,13.3,7,22,0.173,10,49.7,1.2
,16:27:50,5,3590,1007.3,1.25,13.3,7,22,0.174,10,49.7,1.2
,16:27:51,5,3590,1008.3,1.25,13.3,7,21,0.173,10,49.7,1.2
,16:27:52,5,3590,1009.3,1.25,13.3,7,21,0.174,10,49.6,1.21
,16:27:53,5,3590,1010.3,1.25,13.3,7,21,0.168,10,49.7,1.2
,16:27:54,5,3590,1011.3,1.25,13.3,7,21,0.168,10,49.6,1.2
,16:27:55,5,3590,1012.3,1.25,13.3,7,21,0.168,10,49.6,1.21
,16:27:56,5,3590,1013.3,1.26,13.3,7,21,0.169,10,49.6,1.21
,16:27:57,5,3590,1014.3,1.25,13.3,7,22,0.174,10,49.7,1.2
,16:27:58,5,3590,1015.3,1.23,13.3,7,22,0.171,10,49.6,1.18
,16:27:59,5,3590,1016.3,1.22,13.3,7,22,0.176,10,49.7,1.18
,16:28:00,5,3590,1017.3,1.23,13.3,7,22,0.185,10,49.7,1.19
,16:28:01,5,3590,1018.3,1.25,13.3,7,22,0.187,10,49.7,1.2
,16:28:02,5,3590,1019.3,1.26,13.3,7,22,0.189,10,49.7,1.21
,16:28:03,5,3590,1020.3,1.27,13.3,7,22,0.19,10,49.7,1.22
,16:28:04,5,3590,1021.3,1.28,13.3,7,22,0.192,10,49.7,1.24
,16:28:05,5,3590,1022.3,1.29,13.3,7,22,0.186,10,49.7,1.25
,16:28:06,5,3590,1023.3,1.28,13.3,7,22,0.184,10,49.7,1.23
,16:28:07,5,3590,1024.3,1.26,13.3,7,21,0.175,10,49.7,1.21
,16:28:08,5,3590,1025.3,1.25,13.3,7,21,0.169,10,49.7,1.21
,16:28:09,5,3590,1026.3,1.26,13.3,7,21,0.169,10,49.7,1.21
,16:28:10,5,3590,1027.3,1.25,13.3,7,21,0.169,10,49.7,1.21
,16:28:11,5,3590,1028.3,1.25,13.3,7,22,0.174,10,49.7,1.21
,16:28:12,5,3590,1029.3,1.24,13.3,7,22,0.179,10,49.7,1.2
,16:28:13,5,3590,1030.3,1.24,13.3,7,22,0.185,10,49.7,1.19
,16:28:14,5,3590,1031.3,1.24,13.3,7,22,0.185,10,49.7,1.2
,16:28:15,5,3590,1032.3,1.26,13.3,7,22,0.188,10,49.7,1.21
,16:28:16,5,3590,1033.3,1.27,13.3,7,22,0.183,10,49.7,1.22
,16:28:17,5,3590,1034.3,1.28,13.3,7,22,0.178,10,49.7,1.23
,16:28:18,5,3590,1035.3,1.27,13.3,7,22,0.177,10,49.7,1.23
,16:28:19,5,3590,1036.3,1.27,13.3,7,22,0.17,10,49.7,1.22
,16:28:20,5,3590,1037.3,1.25,13.3,7,22,0.174,10,49.7,1.2
,16:28:21,5,3590,1038.3,1.26,13.3,7,22,0.175,10,49.7,1.21
,16:28:22,5,3590,1039.3,1.25,13.3,7,22,0.181,10,49.6,1.21
,16:28:23,5,3590,1040.3,1.26,13.3,7,22,0.181,10,49.7,1.21
,16:28:24,5,3590,1041.3,1.25,13.3,7,22,0.187,10,49.6,1.2
,16:28:25,5,3590,1042.3,1.25,13.3,7,22,0.188,10,49.7,1.21
,16:28:26,5,3590,1043.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:28:27,5,3590,1044.3,1.24,13.3,7,22,0.18,10,49.7,1.2
,16:28:28,5,3590,1045.3,1.24,13.3,7,22,0.173,10,49.7,1.2
,16:28:29,5,3590,1046.3,1.25,13.3,7,22,0.174,10,49.7,1.21
,16:28:30,5,3590,1047.3,1.26,13.3,7,22,0.169,10,49.7,1.21
,16:28:31,5,3590,1048.3,1.26,13.3,7,21,0.169,10,49.7,1.22
,16:28:32,5,3590,1049.3,1.26,13.3,8,21,0.164,10,49.7,1.21
,16:28:33,5,3590,1050.3,1.26,13.3,8,21,0.164,10,49.7,1.22
,16:28:34,5,3590,1051.3,1.26,13.3,7,22,0.175,10,49.7,1.21
,16:28:35,5,3590,1052.3,1.26,13.3,7,22,0.175,10,49.7,1.21
,16:28:36,5,3590,1053.3,1.26,13.3,7,22,0.176,10,49.7,1.22
,16:28:37,5,3590,1054.3,1.27,13.3,7,22,0.184,10,49.7,1.23
,16:28:38,5,3590,1055.3,1.28,13.3,7,22,0.184,10,49.7,1.23
,16:28:39,5,3590,1056.3,1.26,13.3,7,21,0.182,10,49.7,1.22
,16:28:40,5,3590,1057.3,1.25,13.3,7,21,0.181,10,49.6,1.2
,16:28:41,5,3590,1058.3,1.23,13.3,7,21,0.178,10,49.7,1.19
,16:28:42,5,3590,1059.3,1.24,13.3,7,21,0.186,10,49.6,1.2
,16:28:43,5,3590,1060.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:28:44,5,3590,1061.3,1.29,13.3,7,21,0.18,10,49.7,1.25
,16:28:45,5,3590,1062.3,1.3,13.3,7,21,0.18,10,49.7,1.25
,16:28:46,5,3590,1063.3,1.29,13.3,7,21,0.186,10,49.6,1.24
,16:28:47,5,3590,1064.3,1.28,13.3,7,21,0.185,10,49.7,1.24
,16:28:48,5,3590,1065.3,1.27,13.3,7,21,0.171,10,49.6,1.22
,16:28:49,5,3590,1066.3,1.26,13.3,7,21,0.17,10,49.7,1.22
,16:28:50,5,3590,1067.3,1.26,13.3,7,21,0.175,10,49.7,1.21
,16:28:51,5,3590,1068.3,1.26,13.3,7,21,0.182,10,49.7,1.21
,16:28:52,5,3590,1069.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:28:53,5,3590,1070.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:28:54,5,3590,1071.3,1.26,13.3,7,22,0.181,10,49.6,1.21
,16:28:55,5,3590,1072.3,1.26,13.3,7,22,0.182,10,49.7,1.21
,16:28:56,5,3590,1073.3,1.26,13.3,7,22,0.175,10,49.7,1.21
,16:28:57,5,3590,1074.3,1.26,13.3,7,21,0.176,10,49.7,1.22
,16:28:58,5,3590,1075.3,1.26,13.3,7,21,0.182,10,49.7,1.22
,16:28:59,5,3590,1076.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:29:00,5,3590,1077.3,1.24,13.3,7,21,0.18,10,49.7,1.2
,16:29:01,5,3590,1078.3,1.25,13.3,7,21,0.18,10,49.7,1.2
,16:29:02,5,3590,1079.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:29:03,5,3590,1080.3,1.26,13.3,7,21,0.175,10,49.7,1.21
,16:29:04,5,3590,1081.3,1.26,13.3,7,21,0.169,10,49.7,1.21
,16:29:05,5,3590,1082.3,1.25,13.3,7,21,0.169,10,49.7,1.21
,16:29:06,5,3590,1083.3,1.25,13.3,7,21,0.168,10,49.7,1.2
,16:29:07,5,3590,1084.3,1.24,13.3,7,21,0.173,10,49.7,1.2
,16:29:08,5,3590,1085.3,1.25,13.3,7,21,0.18,10,49.7,1.21
,16:29:09,5,3590,1086.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:29:10,5,3590,1087.3,1.25,13.3,7,21,0.175,10,49.7,1.21
,16:29:11,5,3590,1088.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:29:12,5,3590,1089.3,1.27,13.3,7,22,0.183,10,49.7,1.22
,16:29:13,5,3590,1090.3,1.26,13.3,7,22,0.189,10,49.7,1.22
,16:29:14,5,3590,1091.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:29:15,5,3590,1092.3,1.26,13.3,7,22,0.176,10,49.7,1.22
,16:29:16,5,3590,1093.3,1.27,13.3,7,22,0.177,10,49.7,1.22
,16:29:17,5,3590,1094.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:29:18,5,3590,1095.3,1.28,13.3,7,21,0.185,10,49.7,1.24
,16:29:19,5,3590,1096.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:29:20,5,3590,1097.3,1.25,13.3,7,21,0.174,10,49.7,1.2
,16:29:21,5,3590,1098.3,1.25,13.3,7,21,0.174,10,49.7,1.21
,16:29:22,5,3590,1099.3,1.24,13.3,7,22,0.173,10,49.7,1.2
,16:29:23,5,3590,1100.3,1.24,13.3,7,21,0.173,10,49.7,1.2
,16:29:24,5,3590,1101.3,1.24,13.3,7,21,0.172,10,49.7,1.19
,16:29:25,5,3590,1102.3,1.24,13.3,7,21,0.173,10,49.7,1.2
,16:29:26,5,3590,1103.3,1.25,13.3,7,21,0.174,10,49.7,1.2
,16:29:27,5,3590,1104.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:29:28,5,3590,1105.3,1.26,13.3,7,21,0.182,10,49.7,1.22
,16:29:29,5,3590,1106.3,1.26,13.3,7,22,0.182,10,49.7,1.21
,16:29:30,5,3590,1107.3,1.26,13.3,7,22,0.176,10,49.7,1.22
,16:29:31,5,3590,1108.3,1.26,13.3,7,21,0.176,10,49.7,1.22
,16:29:32,5,3590,1109.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:29:33,5,3590,1110.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:29:34,5,3590,1111.3,1.27,13.3,7,21,0.184,10,49.7,1.23
,16:29:35,5,3590,1112.3,1.26,13.3,7,21,0.182,10,49.6,1.22
,16:29:36,5,3590,1113.3,1.25,13.3,7,21,0.18,10,49.7,1.2
,16:29:37,5,3590,1114.3,1.23,13.3,7,21,0.178,10,49.7,1.19
,16:29:38,5,3590,1115.3,1.24,13.3,7,21,0.179,10,49.7,1.2
,16:29:39,5,3590,1116.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:29:40,5,3590,1117.3,1.26,13.3,7,21,0.17,10,49.7,1.22
,16:29:41,5,3590,1118.3,1.25,13.3,7,21,0.169,10,49.7,1.21
,16:29:42,5,3590,1119.3,1.24,13.3,7,21,0.167,10,49.7,1.2
,16:29:43,5,3590,1120.3,1.23,13.3,7,21,0.165,10,49.7,1.19
,16:29:44,5,3590,1121.3,1.22,13.3,7,22,0.164,10,49.7,1.18
,16:29:45,5,3590,1122.3,1.22,13.3,7,22,0.17,10,49.6,1.18
,16:29:46,5,3590,1123.3,1.24,13.3,7,22,0.173,10,49.7,1.2
,16:29:47,5,3590,1124.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:29:48,5,3590,1125.3,1.26,13.3,7,22,0.181,10,49.7,1.21
,16:29:49,5,3590,1126.3,1.26,13.3,7,21,0.181,10,49.6,1.21
,16:29:50,5,3590,1127.3,1.25,13.3,7,21,0.181,10,49.6,1.21
,16:29:51,5,3590,1128.3,1.25,13.3,7,21,0.18,10,49.6,1.2
,16:29:52,5,3590,1129.3,1.27,13.3,7,21,0.183,10,49.7,1.22
,16:29:53,5,3590,1130.3,1.29,13.3,7,21,0.174,10,49.7,1.25
,16:29:54,5,3590,1131.3,1.3,13.3,8,21,0.169,10,49.7,1.26
,16:29:55,5,3590,1132.3,1.28,13.3,7,21,0.172,10,49.7,1.23
,16:29:56,5,3590,1133.3,1.26,13.3,7,21,0.182,10,49.7,1.21
,16:29:57,5,3590,1134.3,1.25,13.3,7,22,0.187,10,49.7,1.2
,16:29:58,5,3590,1135.3,1.25,13.3,7,22,0.188,10,49.7,1.21
,16:29:59,5,3590,1136.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:30:00,5,3590,1137.3,1.27,13.3,7,22,0.183,10,49.7,1.22
,16:30:01,5,3590,1138.3,1.27,13.3,7,22,0.177,10,49.7,1.23
,16:30:02,5,3590,1139.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:30:03,5,3590,1140.3,1.27,13.3,7,21,0.177,10,49.7,1.22
,16:30:04,5,3590,1141.3,1.25,13.3,7,21,0.181,10,49.7,1.2
,16:30:05,5,3590,1142.3,1.25,13.3,7,21,0.18,10,49.7,1.2
,16:30:06,5,3590,1143.3,1.25,13.3,7,21,0.175,10,49.7,1.21
,16:30:07,5,3590,1144.3,1.27,13.3,7,21,0.176,10,49.7,1.22
,16:30:08,5,3590,1145.3,1.27,13.3,7,21,0.177,10,49.7,1.22
,16:30:09,5,3590,1146.3,1.26,13.3,7,21,0.176,10,49.7,1.22
,16:30:10,5,3590,1147.3,1.25,13.3,7,21,0.168,10,49.7,1.21
,16:30:11,5,3590,1148.3,1.24,13.3,7,21,0.173,10,49.7,1.2
,16:30:12,5,3590,1149.3,1.24,13.3,7,21,0.186,10,49.7,1.2
,16:30:13,5,3590,1150.3,1.26,13.3,7,22,0.188,10,49.7,1.21
,16:30:14,5,3590,1151.3,1.27,13.3,7,22,0.184,10,49.7,1.23
,16:30:15,5,3590,1152.3,1.28,13.3,7,22,0.179,10,49.7,1.24
,16:30:16,5,3590,1153.3,1.28,13.3,7,22,0.178,10,49.7,1.24
,16:30:17,5,3590,1154.3,1.27,13.3,7,21,0.176,10,49.7,1.22
,16:30:18,5,3590,1155.3,1.26,13.3,7,21,0.181,10,49.7,1.21
,16:30:19,5,3590,1156.3,1.25,13.3,7,22,0.18,10,49.6,1.2
,16:30:20,5,3590,1157.3,1.25,13.3,7,21,0.181,10,49.6,1.21
,16:30:21,5,3590,1158.3,1.26,13.3,7,21,0.182,10,49.7,1.21
,16:30:22,5,3590,1159.3,1.27,13.3,7,22,0.183,10,49.7,1.22
,16:30:23,5,3590,1160.3,1.27,13.3,7,22,0.171,10,49.7,1.22
,16:30:24,5,3590,1161.3,1.26,13.3,8,21,0.163,10,49.7,1.21
,16:30:25,5,3590,1162.3,1.24,13.3,7,21,0.166,10,49.6,1.19
,16:30:26,5,3590,1163.3,1.23,13.3,7,21,0.165,10,49.7,1.18
,16:30:27,5,3590,1164.3,1.24,13.3,7,22,0.178,10,49.7,1.19
,16:30:28,5,3590,1165.3,1.25,13.3,7,21,0.18,10,49.7,1.21
,16:30:29,5,3590,1166.3,1.26,13.3,7,21,0.182,10,49.6,1.22
,16:30:30,5,3590,1167.3,1.26,13.3,7,21,0.182,10,49.7,1.22
,16:30:31,5,3590,1168.3,1.24,13.3,7,21,0.18,10,49.7,1.2
,16:30:32,5,3590,1169.3,1.22,13.3,7,21,0.17,10,49.7,1.18
,16:30:33,5,3590,1170.3,1.21,13.3,7,21,0.169,10,49.7,1.17
,16:30:34,5,3590,1171.3,1.23,13.3,7,21,0.171,10,49.7,1.19
,16:30:35,5,3590,1172.3,1.23,13.3,7,21,0.165,10,49.7,1.19
,16:30:36,5,3590,1173.3,1.24,13.3,7,21,0.166,10,49.7,1.2
,16:30:37,5,3590,1174.3,1.24,13.3,7,21,0.172,10,49.7,1.2
,16:30:38,5,3590,1175.3,1.25,13.3,7,21,0.174,10,49.7,1.21
,16:30:39,5,3590,1176.3,1.26,13.3,7,21,0.175,10,49.7,1.21
,16:30:40,5,3590,1177.3,1.25,13.3,7,22,0.181,10,49.6,1.21
,16:30:41,5,3590,1178.3,1.25,13.3,7,22,0.181,10,49.7,1.21
,16:30:42,5,3590,1179.3,1.25,13.3,7,21,0.181,10,49.6,1.21
,16:30:43,5,3590,1180.3,1.26,13.3,7,21,0.182,10,49.7,1.22
,16:30:44,5,3590,1181.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:30:45,5,3590,1182.3,1.25,13.3,7,21,0.18,10,49.7,1.2
,16:30:46,5,3590,1183.3,1.24,13.3,7,21,0.18,10,49.7,1.2
,16:30:47,5,3590,1184.3,1.22,13.3,7,21,0.17,10,49.7,1.18
,16:30:48,5,3590,1185.3,1.23,13.3,7,22,0.171,10,49.7,1.19
,16:30:49,5,3590,1186.3,1.24,13.3,7,22,0.172,10,49.6,1.2
,16:30:50,5,3590,1187.3,1.25,13.3,7,22,0.174,10,49.7,1.21
,16:30:51,5,3590,1188.3,1.26,13.3,7,22,0.182,10,49.7,1.21
,16:30:52,5,3590,1189.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:30:53,5,3590,1190.3,1.24,13.3,7,22,0.186,10,49.7,1.2
,16:30:54,5,3590,1191.3,1.24,13.3,7,22,0.186,10,49.7,1.2
,16:30:55,5,3590,1192.3,1.24,13.3,7,22,0.186,10,49.7,1.2
,16:30:56,5,3590,1193.3,1.25,13.3,7,22,0.18,10,49.7,1.2
,16:30:57,5,3590,1194.3,1.26,13.3,7,22,0.182,10,49.7,1.21
,16:30:58,5,3590,1195.3,1.27,13.3,7,22,0.177,10,49.7,1.23
,16:30:59,5,3590,1196.3,1.28,13.3,7,21,0.172,10,49.7,1.23
,16:31:00,5,3590,1197.3,1.27,13.3,7,21,0.17,10,49.7,1.22
,16:31:01,5,3590,1198.3,1.25,13.3,7,21,0.169,10,49.7,1.21
,16:31:02,5,3590,1199.3,1.24,13.3,7,21,0.172,10,49.7,1.19
,16:31:03,5,3590,1200.3,1.22,13.3,7,21,0.17,10,49.7,1.18
,16:31:04,5,3590,1201.3,1.23,13.3,7,22,0.177,10,49.7,1.18
,16:31:05,5,3590,1202.3,1.25,13.3,7,21,0.18,10,49.7,1.21
,16:31:06,5,3590,1203.3,1.27,13.3,7,21,0.177,10,49.7,1.23
,16:31:07,5,3590,1204.3,1.29,13.3,7,22,0.179,10,49.7,1.24
,16:31:08,5,3590,1205.3,1.28,13.3,7,21,0.179,10,49.7,1.24
,16:31:09,5,3590,1206.3,1.27,13.3,7,21,0.177,10,49.7,1.22
,16:31:10,5,3590,1207.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:31:11,5,3590,1208.3,1.24,13.3,7,21,0.179,10,49.7,1.2
,16:31:12,5,3590,1209.3,1.25,13.3,7,21,0.181,10,49.7,1.21
,16:31:13,5,3590,1210.3,1.26,13.3,7,21,0.176,10,49.7,1.22
,16:31:14,5,3590,1211.3,1.27,13.3,7,22,0.177,10,49.7,1.22
,16:31:15,5,3590,1212.3,1.25,13.3,7,22,0.174,10,49.6,1.2
,16:31:16,5,3590,1213.3,1.25,13.3,7,22,0.168,10,49.7,1.2
,16:31:17,5,3590,1214.3,1.24,13.3,7,21,0.166,10,49.7,1.2
,16:31:18,5,3590,1215.3,1.24,13.3,7,21,0.166,10,49.7,1.2
,16:31:19,5,3590,1216.3,1.24,13.3,7,21,0.179,10,49.7,1.2
,16:31:20,5,3590,1217.3,1.25,13.3,7,21,0.18,10,49.7,1.2
,16:31:21,5,3590,1218.3,1.25,13.3,7,22,0.181,10,49.7,1.21
,16:31:22,5,3590,1219.3,1.26,13.3,7,22,0.182,10,49.7,1.21
,16:31:23,5,3590,1220.3,1.24,13.3,7,22,0.179,10,49.7,1.19
,16:31:24,5,3590,1221.3,1.23,13.3,7,22,0.177,10,49.7,1.19
,16:31:25,5,3590,1222.3,1.22,13.3,7,22,0.176,10,49.7,1.18
,16:31:26,5,3590,1223.3,1.24,13.3,7,21,0.179,10,49.7,1.2
,16:31:27,5,3590,1224.3,1.27,13.3,7,21,0.183,10,49.6,1.23
,16:31:28,5,3590,1225.3,1.28,13.3,7,21,0.178,10,49.7,1.23
,16:31:29,5,3590,1226.3,1.27,13.3,7,21,0.177,10,49.7,1.22
,16:31:30,5,3590,1227.3,1.25,13.3,7,21,0.174,10,49.7,1.2
,16:31:31,5,3590,1228.3,1.25,13.3,7,21,0.174,10,49.7,1.2
,16:31:32,5,3590,1229.3,1.25,13.3,7,21,0.168,10,49.7,1.2
,16:31:33,5,3590,1230.3,1.25,13.3,7,21,0.169,10,49.7,1.21
,16:31:34,5,3590,1231.3,1.26,13.3,7,21,0.176,10,49.7,1.22
,16:31:35,5,3590,1232.3,1.27,13.3,7,21,0.191,10,49.7,1.23
,16:31:36,5,3590,1233.3,1.27,13.3,7,22,0.184,10,49.7,1.23
,16:31:37,5,3590,1234.3,1.27,13.3,7,22,0.184,10,49.7,1.23
,16:31:38,5,3590,1235.3,1.27,13.3,7,22,0.183,10,49.7,1.22
,16:31:39,5,3590,1236.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:31:40,5,3590,1237.3,1.25,13.3,7,22,0.181,10,49.6,1.21
,16:31:41,5,3590,1238.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:31:42,5,3590,1239.3,1.26,13.3,7,22,0.182,10,49.7,1.22
,16:31:43,5,3590,1240.3,1.28,13.3,7,21,0.184,10,49.7,1.23
,16:31:44,5,3590,1241.3,1.28,13.3,7,21,0.179,10,49.7,1.24
,16:31:45,5,3590,1242.3,1.3,13.3,7,21,0.18,10,49.7,1.25
,16:31:46,5,3590,1243.3,1.28,13.3,7,21,0.179,10,49.6,1.23
,16:31:47,5,3590,1244.3,1.26,13.3,7,21,0.182,10,49.7,1.22
,16:31:48,5,3590,1245.3,1.27,13.3,7,21,0.176,10,49.7,1.22
,16:31:49,5,3590,1246.3,1.29,13.3,7,21,0.179,10,49.7,1.25
,16:31:50,5,3590,1247.3,1.3,13.3,7,21,0.18,10,49.7,1.25
,16:31:51,5,3590,1248.3,1.28,13.3,7,21,0.179,10,49.7,1.24
