Data file,,SORONA_DRY_T23_S3.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Sorona,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 13:02:45 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,sorona_dry_t23_s3-h001.tsv,,,,,,,,,,
,13:03:56,4,5,71.2,0.02,0,7,22,0.002,10,49.7,0.03
,13:03:57,4,5,72.2,0.52,0.8,7,22,0.07,10,49.8,0.58
,13:03:58,4,5,73.2,1.55,5.4,7,22,0.209,10,49.8,1.61
,13:03:59,4,5,74.2,2.73,11.3,8,22,0.354,10,49.8,2.74
,13:04:00,4,5,75.2,3.43,13.3,8,22,0.446,10,49.8,3.34
,13:04:01,5,3590,76.2,3.61,13.3,8,22,0.47,10,49.8,3.5
,13:04:02,5,3590,77.2,3.64,13.3,8,22,0.473,10,49.8,3.52
,13:04:03,5,3590,78.2,3.63,13.3,7,22,0.489,10,49.8,3.51
,13:04:04,5,3590,79.2,3.61,13.3,7,22,0.486,10,49.8,3.49
,13:04:05,5,3590,80.2,3.62,13.3,8,22,0.47,10,49.8,3.49
,13:04:06,5,3590,81.2,3.61,13.3,8,22,0.47,10,49.8,3.49
,13:04:07,5,3590,82.2,3.6,13.3,7,22,0.484,10,49.8,3.47
,13:04:08,5,3590,83.2,3.58,13.3,7,22,0.499,10,49.8,3.45
,13:04:09,5,3590,84.2,3.57,13.3,7,22,0.481,10,49.8,3.45
,13:04:10,5,3590,85.2,3.58,13.3,7,22,0.499,10,49.8,3.46
,13:04:11,5,3590,86.2,3.6,13.3,7,22,0.52,10,49.8,3.48
,13:04:12,5,3590,87.2,3.62,13.3,7,22,0.504,10,49.8,3.5
,13:04:13,5,3590,88.2,3.64,13.3,7,22,0.507,10,49.7,3.51
,13:04:14,5,3590,89.2,3.62,13.3,7,22,0.504,10,49.8,3.49
,13:04:15,5,3590,90.2,3.59,13.3,7,22,0.501,10,49.8,3.47
,13:04:16,5,3590,91.2,3.57,13.3,7,22,0.497,10,49.8,3.45
,13:04:17,5,3590,92.2,3.57,13.3,7,22,0.497,10,49.8,3.44
,13:04:18,5,3590,93.2,3.56,13.3,7,22,0.496,10,49.8,3.44
,13:04:19,5,3590,94.2,3.55,13.3,7,22,0.495,10,49.8,3.43
,13:04:20,5,3590,95.2,3.55,13.3,7,22,0.495,10,49.8,3.43
,13:04:21,5,3590,96.2,3.53,13.3,7,22,0.51,10,49.8,3.41
,13:04:22,5,3590,97.2,3.51,13.3,7,22,0.488,10,49.8,3.38
,13:04:23,5,3590,98.2,3.47,13.3,7,22,0.483,10,49.8,3.34
,13:04:24,5,3590,99.2,3.44,13.3,7,22,0.496,10,49.8,3.31
,13:04:25,5,3590,100.2,3.42,13.3,7,22,0.495,10,49.8,3.31
,13:04:26,5,3590,101.2,3.44,13.3,7,22,0.479,10,49.8,3.32
,13:04:27,5,3590,102.2,3.46,13.3,7,22,0.482,10,49.8,3.34
,13:04:28,5,3590,103.2,3.46,13.3,7,22,0.481,10,49.8,3.33
,13:04:29,5,3590,104.2,3.43,13.3,7,22,0.478,10,49.8,3.31
,13:04:30,5,3590,105.2,3.41,13.3,7,22,0.493,10,49.8,3.29
,13:04:31,5,3590,106.2,3.42,13.3,7,22,0.476,10,49.8,3.3
,13:04:32,5,3590,107.2,3.43,13.3,7,22,0.478,10,49.8,3.31
,13:04:33,5,3590,108.2,3.44,13.3,7,22,0.479,10,49.8,3.31
,13:04:34,5,3590,109.2,3.42,13.3,7,22,0.477,10,49.8,3.3
,13:04:35,5,3590,110.2,3.41,13.3,7,22,0.474,10,49.8,3.29
,13:04:36,5,3590,111.2,3.4,13.3,7,22,0.492,10,49.8,3.29
,13:04:37,5,3590,112.2,3.42,13.3,7,22,0.494,10,49.8,3.3
,13:04:38,5,3590,113.2,3.44,13.3,7,22,0.497,10,49.8,3.32
,13:04:39,5,3590,114.2,3.45,13.3,7,22,0.48,10,49.8,3.33
,13:04:40,5,3590,115.2,3.43,13.3,7,22,0.478,10,49.8,3.31
,13:04:41,5,3590,116.2,3.4,13.3,7,22,0.458,10,49.8,3.28
,13:04:42,5,3590,117.2,3.38,13.3,7,22,0.455,10,49.8,3.26
,13:04:43,5,3590,118.2,3.37,13.3,7,22,0.47,10,49.8,3.25
,13:04:44,5,3590,119.2,3.36,13.3,7,22,0.486,10,49.8,3.25
,13:04:45,5,3590,120.2,3.36,13.3,7,22,0.486,10,49.8,3.25
,13:04:46,5,3590,121.2,3.37,13.3,7,22,0.487,10,49.8,3.25
,13:04:47,5,3590,122.2,3.37,13.3,7,22,0.47,10,49.8,3.26
,13:04:48,5,3590,123.2,3.39,13.3,7,22,0.472,10,49.8,3.27
,13:04:49,5,3590,124.2,3.4,13.3,7,22,0.473,10,49.8,3.28
,13:04:50,5,3590,125.2,3.41,13.3,7,22,0.493,10,49.8,3.3
,13:04:51,5,3590,126.2,3.42,13.3,7,22,0.476,10,49.8,3.3
,13:04:52,5,3590,127.2,3.42,13.3,7,22,0.46,10,49.8,3.31
,13:04:53,5,3590,128.2,3.41,13.3,7,22,0.475,10,49.8,3.29
,13:04:54,5,3590,129.2,3.39,13.3,7,22,0.472,10,49.8,3.27
,13:04:55,5,3590,130.2,3.37,13.3,7,22,0.469,10,49.8,3.25
,13:04:56,5,3590,131.2,3.36,13.3,7,22,0.468,10,49.8,3.24
,13:04:57,5,3590,132.2,3.35,13.3,7,22,0.466,10,49.8,3.23
,13:04:58,5,3590,133.2,3.35,13.3,7,22,0.483,10,49.8,3.23
,13:04:59,5,3590,134.2,3.35,13.3,7,22,0.484,10,49.8,3.24
,13:05:00,5,3590,135.2,3.36,13.3,7,22,0.468,10,49.7,3.24
,13:05:01,5,3590,136.2,3.35,13.3,7,22,0.45,10,49.8,3.23
,13:05:02,5,3590,137.2,3.33,13.3,7,22,0.448,10,49.8,3.21
,13:05:03,5,3590,138.2,3.33,13.3,7,22,0.448,10,49.8,3.21
,13:05:04,5,3590,139.2,3.32,13.3,7,22,0.463,10,49.8,3.21
,13:05:05,5,3590,140.2,3.32,13.3,7,22,0.463,10,49.8,3.2
,13:05:06,5,3590,141.2,3.26,13.3,7,22,0.471,10,49.8,3.14
,13:05:07,5,3590,142.2,3.2,13.3,7,22,0.463,10,49.8,3.09
,13:05:08,5,3590,143.2,3.16,13.3,7,22,0.456,10,49.8,3.05
,13:05:09,5,3590,144.2,3.16,13.3,7,22,0.456,10,49.8,3.05
,13:05:10,5,3590,145.2,3.17,13.3,7,22,0.458,10,49.8,3.06
,13:05:11,5,3590,146.2,3.19,13.3,7,22,0.46,10,49.8,3.08
,13:05:12,5,3590,147.2,3.22,13.3,7,22,0.448,10,49.8,3.11
,13:05:13,5,3590,148.2,3.25,13.3,7,22,0.453,10,49.8,3.14
,13:05:14,5,3590,149.2,3.27,13.3,7,22,0.455,10,49.8,3.16
,13:05:15,5,3590,150.2,3.27,13.3,7,22,0.473,10,49.8,3.16
,13:05:16,5,3590,151.2,3.28,13.3,7,22,0.473,10,49.8,3.16
,13:05:17,5,3590,152.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:05:18,5,3590,153.2,3.28,13.3,7,22,0.473,10,49.8,3.16
,13:05:19,5,3590,154.2,3.27,13.3,7,22,0.473,10,49.8,3.16
,13:05:20,5,3590,155.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:05:21,5,3590,156.2,3.31,13.3,7,22,0.461,10,49.8,3.2
,13:05:22,5,3590,157.2,3.34,13.3,7,22,0.465,10,49.8,3.23
,13:05:23,5,3590,158.2,3.35,13.3,7,22,0.484,10,49.8,3.24
,13:05:24,5,3590,159.2,3.35,13.3,7,22,0.483,10,49.8,3.23
,13:05:25,5,3590,160.2,3.32,13.3,7,22,0.463,10,49.8,3.21
,13:05:26,5,3590,161.2,3.3,13.3,7,22,0.459,10,49.8,3.18
,13:05:27,5,3590,162.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:05:28,5,3590,163.2,3.29,13.3,7,22,0.459,10,49.8,3.18
,13:05:29,5,3590,164.2,3.29,13.3,7,22,0.442,10,49.8,3.17
,13:05:30,5,3590,165.2,3.26,13.3,7,22,0.47,10,49.8,3.14
,13:05:31,5,3590,166.2,3.23,13.3,7,22,0.467,10,49.8,3.12
,13:05:32,5,3590,167.2,3.26,13.3,7,22,0.471,10,49.8,3.15
,13:05:33,5,3590,168.2,3.32,13.3,7,22,0.463,10,49.8,3.21
,13:05:34,5,3590,169.2,3.36,13.3,7,22,0.468,10,49.8,3.24
,13:05:35,5,3590,170.2,3.37,13.3,7,22,0.469,10,49.8,3.25
,13:05:36,5,3590,171.2,3.37,13.3,7,22,0.469,10,49.8,3.25
,13:05:37,5,3590,172.2,3.37,13.3,7,22,0.487,10,49.8,3.26
,13:05:38,5,3590,173.2,3.39,13.3,7,22,0.49,10,49.8,3.28
,13:05:39,5,3590,174.2,3.41,13.3,7,22,0.475,10,49.8,3.3
,13:05:40,5,3590,175.2,3.42,13.3,7,22,0.477,10,49.8,3.31
,13:05:41,5,3590,176.2,3.42,13.3,7,22,0.459,10,49.8,3.3
,13:05:42,5,3590,177.2,3.41,13.3,7,22,0.459,10,49.8,3.29
,13:05:43,5,3590,178.2,3.42,13.3,7,22,0.46,10,49.8,3.31
,13:05:44,5,3590,179.2,3.44,13.3,7,22,0.479,10,49.8,3.32
,13:05:45,5,3590,180.2,3.44,13.3,7,22,0.479,10,49.8,3.32
,13:05:46,5,3590,181.2,3.42,13.3,7,22,0.494,10,49.8,3.3
,13:05:47,5,3590,182.2,3.41,13.3,7,22,0.492,10,49.8,3.29
,13:05:48,5,3590,183.2,3.4,13.3,7,22,0.492,10,49.8,3.29
,13:05:49,5,3590,184.2,3.41,13.3,7,22,0.492,10,49.8,3.29
,13:05:50,5,3590,185.2,3.42,13.3,7,22,0.494,10,49.8,3.3
,13:05:51,5,3590,186.2,3.43,13.3,7,22,0.496,10,49.8,3.31
,13:05:52,5,3590,187.2,3.44,13.3,7,22,0.496,10,49.8,3.31
,13:05:53,5,3590,188.2,3.43,13.3,7,22,0.496,10,49.8,3.31
,13:05:54,5,3590,189.2,3.44,13.3,7,22,0.496,10,49.8,3.32
,13:05:55,5,3590,190.2,3.44,13.3,7,22,0.497,10,49.8,3.32
,13:05:56,5,3590,191.2,3.45,13.3,7,22,0.499,10,49.8,3.33
,13:05:57,5,3590,192.2,3.46,13.3,7,22,0.499,10,49.8,3.33
,13:05:58,5,3590,193.2,3.45,13.3,7,22,0.481,10,49.8,3.33
,13:05:59,5,3590,194.2,3.43,13.3,7,22,0.478,10,49.8,3.31
,13:06:00,5,3590,195.2,3.39,13.3,7,22,0.473,10,49.8,3.27
,13:06:01,5,3590,196.2,3.36,13.3,7,22,0.485,10,49.8,3.24
,13:06:02,5,3590,197.2,3.34,13.3,7,22,0.465,10,49.8,3.22
,13:06:03,5,3590,198.2,3.33,13.3,7,22,0.464,10,49.8,3.21
,13:06:04,5,3590,199.2,3.32,13.3,7,22,0.462,10,49.8,3.2
,13:06:05,5,3590,200.2,3.31,13.3,7,22,0.478,10,49.8,3.2
,13:06:06,5,3590,201.2,3.33,13.3,7,22,0.481,10,49.8,3.22
,13:06:07,5,3590,202.2,3.35,13.3,7,22,0.467,10,49.8,3.24
,13:06:08,5,3590,203.2,3.35,13.3,7,22,0.467,10,49.8,3.23
,13:06:09,5,3590,204.2,3.33,13.3,7,22,0.482,10,49.8,3.22
,13:06:10,5,3590,205.2,3.33,13.3,7,22,0.464,10,49.8,3.22
,13:06:11,5,3590,206.2,3.34,13.3,7,22,0.483,10,49.8,3.23
,13:06:12,5,3590,207.2,3.35,13.3,7,22,0.484,10,49.8,3.24
,13:06:13,5,3590,208.2,3.35,13.3,7,22,0.467,10,49.8,3.24
,13:06:14,5,3590,209.2,3.36,13.3,7,22,0.468,10,49.8,3.24
,13:06:15,5,3590,210.2,3.35,13.3,7,22,0.467,10,49.8,3.24
,13:06:16,5,3590,211.2,3.34,13.3,7,22,0.483,10,49.8,3.23
,13:06:17,5,3590,212.2,3.36,13.3,7,22,0.485,10,49.8,3.24
,13:06:18,5,3590,213.2,3.38,13.3,7,22,0.471,10,49.8,3.27
,13:06:19,5,3590,214.2,3.4,13.3,7,22,0.473,10,49.8,3.28
,13:06:20,5,3590,215.2,3.38,13.3,7,22,0.47,10,49.8,3.25
,13:06:21,5,3590,216.2,3.34,13.3,7,22,0.465,10,49.8,3.22
,13:06:22,5,3590,217.2,3.32,13.3,7,22,0.462,10,49.8,3.2
,13:06:23,5,3590,218.2,3.32,13.3,7,22,0.48,10,49.8,3.21
,13:06:24,5,3590,219.2,3.36,13.3,7,22,0.469,10,49.8,3.25
,13:06:25,5,3590,220.2,3.39,13.3,7,22,0.49,10,49.8,3.27
,13:06:26,5,3590,221.2,3.4,13.3,7,22,0.491,10,49.8,3.28
,13:06:27,5,3590,222.2,3.37,13.3,7,22,0.487,10,49.7,3.25
,13:06:28,5,3590,223.2,3.36,13.3,7,22,0.469,10,49.8,3.25
,13:06:29,5,3590,224.2,3.35,13.3,7,22,0.45,10,49.8,3.23
,13:06:30,5,3590,225.2,3.31,13.3,7,22,0.445,10,49.8,3.19
,13:06:31,5,3590,226.2,3.25,13.3,7,22,0.438,10,49.8,3.13
,13:06:32,5,3590,227.2,3.2,13.3,7,22,0.43,10,49.8,3.08
,13:06:33,5,3590,228.2,3.17,13.3,7,22,0.426,10,49.8,3.06
,13:06:34,5,3590,229.2,3.16,13.3,7,22,0.44,10,49.8,3.05
,13:06:35,5,3590,230.2,3.18,13.3,7,22,0.427,10,49.8,3.07
,13:06:36,5,3590,231.2,3.2,13.3,7,22,0.446,10,49.8,3.09
,13:06:37,5,3590,232.2,3.22,13.3,7,22,0.465,10,49.8,3.1
,13:06:38,5,3590,233.2,3.22,13.3,7,22,0.466,10,49.8,3.11
,13:06:39,5,3590,234.2,3.24,13.3,7,22,0.468,10,49.8,3.13
,13:06:40,5,3590,235.2,3.26,13.3,7,22,0.471,10,49.8,3.15
,13:06:41,5,3590,236.2,3.26,13.3,7,22,0.471,10,49.8,3.15
,13:06:42,5,3590,237.2,3.24,13.3,7,22,0.469,10,49.8,3.13
,13:06:43,5,3590,238.2,3.23,13.3,7,22,0.466,10,49.8,3.12
,13:06:44,5,3590,239.2,3.24,13.3,7,22,0.467,10,49.8,3.12
,13:06:45,5,3590,240.2,3.26,13.3,7,22,0.47,10,49.8,3.15
,13:06:46,5,3590,241.2,3.28,13.3,7,22,0.473,10,49.8,3.17
,13:06:47,5,3590,242.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:06:48,5,3590,243.2,3.29,13.3,7,22,0.494,10,49.8,3.18
,13:06:49,5,3590,244.2,3.31,13.3,7,22,0.479,10,49.8,3.2
,13:06:50,5,3590,245.2,3.34,13.3,7,22,0.465,10,49.8,3.23
,13:06:51,5,3590,246.2,3.35,13.3,7,22,0.466,10,49.8,3.23
,13:06:52,5,3590,247.2,3.32,13.3,7,22,0.447,10,49.8,3.21
,13:06:53,5,3590,248.2,3.29,13.3,8,22,0.428,10,49.8,3.17
,13:06:54,5,3590,249.2,3.26,13.3,8,22,0.423,10,49.8,3.14
,13:06:55,5,3590,250.2,3.23,13.3,7,22,0.435,10,49.8,3.12
,13:06:56,5,3590,251.2,3.22,13.3,7,22,0.449,10,49.8,3.11
,13:06:57,5,3590,252.2,3.22,13.3,7,22,0.449,10,49.8,3.11
,13:06:58,5,3590,253.2,3.23,13.3,7,22,0.466,10,49.8,3.12
,13:06:59,5,3590,254.2,3.24,13.3,7,22,0.467,10,49.8,3.12
,13:07:00,5,3590,255.2,3.25,13.3,7,22,0.47,10,49.8,3.14
,13:07:01,5,3590,256.2,3.28,13.3,7,22,0.473,10,49.8,3.17
,13:07:02,5,3590,257.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:07:03,5,3590,258.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:07:04,5,3590,259.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:07:05,5,3590,260.2,3.3,13.3,7,22,0.495,10,49.8,3.19
,13:07:06,5,3590,261.2,3.33,13.3,7,22,0.499,10,49.8,3.22
,13:07:07,5,3590,262.2,3.36,13.3,7,22,0.485,10,49.8,3.24
,13:07:08,5,3590,263.2,3.38,13.3,7,22,0.471,10,49.8,3.27
,13:07:09,5,3590,264.2,3.38,13.3,7,22,0.471,10,49.8,3.27
,13:07:10,5,3590,265.2,3.37,13.3,7,22,0.469,10,49.8,3.25
,13:07:11,5,3590,266.2,3.35,13.3,7,22,0.484,10,49.8,3.23
,13:07:12,5,3590,267.2,3.35,13.3,7,22,0.467,10,49.8,3.24
,13:07:13,5,3590,268.2,3.36,13.3,7,22,0.468,10,49.8,3.24
,13:07:14,5,3590,269.2,3.35,13.3,7,22,0.467,10,49.8,3.23
,13:07:15,5,3590,270.2,3.33,13.3,7,22,0.481,10,49.8,3.21
,13:07:16,5,3590,271.2,3.33,13.3,7,22,0.481,10,49.8,3.22
,13:07:17,5,3590,272.2,3.35,13.3,7,22,0.483,10,49.8,3.23
,13:07:18,5,3590,273.2,3.37,13.3,7,22,0.469,10,49.8,3.25
,13:07:19,5,3590,274.2,3.35,13.3,7,22,0.467,10,49.8,3.24
,13:07:20,5,3590,275.2,3.32,13.3,7,22,0.463,10,49.8,3.21
,13:07:21,5,3590,276.2,3.29,13.3,7,22,0.458,10,49.8,3.17
,13:07:22,5,3590,277.2,3.27,13.3,7,22,0.439,10,49.8,3.15
,13:07:23,5,3590,278.2,3.26,13.3,7,22,0.439,10,49.8,3.15
,13:07:24,5,3590,279.2,3.27,13.3,7,22,0.455,10,49.8,3.15
,13:07:25,5,3590,280.2,3.27,13.3,7,22,0.456,10,49.8,3.16
,13:07:26,5,3590,281.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:07:27,5,3590,282.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:07:28,5,3590,283.2,3.3,13.3,7,22,0.477,10,49.8,3.19
,13:07:29,5,3590,284.2,3.32,13.3,7,22,0.48,10,49.8,3.21
,13:07:30,5,3590,285.2,3.34,13.3,7,22,0.482,10,49.8,3.22
,13:07:31,5,3590,286.2,3.35,13.3,7,22,0.484,10,49.8,3.23
,13:07:32,5,3590,287.2,3.36,13.3,7,22,0.486,10,49.8,3.25
,13:07:33,5,3590,288.2,3.37,13.3,7,22,0.454,10,49.8,3.26
,13:07:34,5,3590,289.2,3.37,13.3,7,22,0.454,10,49.8,3.25
,13:07:35,5,3590,290.2,3.37,13.3,7,22,0.453,10,49.8,3.25
,13:07:36,5,3590,291.2,3.38,13.3,7,22,0.471,10,49.8,3.26
,13:07:37,5,3590,292.2,3.41,13.3,7,22,0.475,10,49.8,3.3
,13:07:38,5,3590,293.2,3.41,13.3,7,22,0.493,10,49.8,3.29
,13:07:39,5,3590,294.2,3.38,13.3,7,22,0.488,10,49.8,3.26
,13:07:40,5,3590,295.2,3.34,13.3,7,22,0.465,10,49.8,3.22
,13:07:41,5,3590,296.2,3.32,13.3,7,22,0.463,10,49.8,3.21
,13:07:42,5,3590,297.2,3.32,13.3,7,22,0.48,10,49.8,3.21
,13:07:43,5,3590,298.2,3.31,13.3,7,22,0.478,10,49.8,3.19
,13:07:44,5,3590,299.2,3.29,13.3,7,22,0.459,10,49.8,3.18
,13:07:45,5,3590,300.2,3.29,13.3,7,22,0.442,10,49.8,3.17
,13:07:46,5,3590,301.2,3.3,13.3,7,22,0.459,10,49.8,3.18
,13:07:47,5,3590,302.2,3.31,13.3,7,22,0.478,10,49.8,3.19
,13:07:48,5,3590,303.2,3.31,13.3,7,22,0.478,10,49.8,3.19
,13:07:49,5,3590,304.2,3.3,13.3,7,22,0.459,10,49.8,3.18
,13:07:50,5,3590,305.2,3.27,13.3,7,22,0.455,10,49.8,3.15
,13:07:51,5,3590,306.2,3.25,13.3,7,22,0.469,10,49.8,3.13
,13:07:52,5,3590,307.2,3.24,13.3,7,22,0.468,10,49.8,3.13
,13:07:53,5,3590,308.2,3.26,13.3,7,22,0.455,10,49.8,3.15
,13:07:54,5,3590,309.2,3.29,13.3,7,22,0.458,10,49.8,3.17
,13:07:55,5,3590,310.2,3.3,13.3,7,22,0.477,10,49.8,3.19
,13:07:56,5,3590,311.2,3.3,13.3,7,22,0.477,10,49.8,3.18
,13:07:57,5,3590,312.2,3.29,13.3,7,22,0.475,10,49.8,3.17
,13:07:58,5,3590,313.2,3.29,13.3,7,22,0.458,10,49.8,3.18
,13:07:59,5,3590,314.2,3.31,13.3,7,22,0.461,10,49.8,3.2
,13:08:00,5,3590,315.2,3.33,13.3,7,22,0.464,10,49.8,3.22
,13:08:01,5,3590,316.2,3.36,13.3,7,22,0.485,10,49.8,3.24
,13:08:02,5,3590,317.2,3.36,13.3,7,22,0.486,10,49.8,3.25
,13:08:03,5,3590,318.2,3.35,13.3,7,22,0.484,10,49.8,3.23
,13:08:04,5,3590,319.2,3.32,13.3,7,22,0.462,10,49.8,3.2
,13:08:05,5,3590,320.2,3.29,13.3,7,22,0.458,10,49.8,3.17
,13:08:06,5,3590,321.2,3.28,13.3,7,22,0.474,10,49.8,3.17
,13:08:07,5,3590,322.2,3.27,13.3,7,22,0.473,10,49.8,3.16
,13:08:08,5,3590,323.2,3.25,13.3,7,22,0.453,10,49.8,3.14
,13:08:09,5,3590,324.2,3.22,13.3,7,22,0.449,10,49.8,3.11
,13:08:10,5,3590,325.2,3.19,13.3,7,22,0.445,10,49.8,3.08
,13:08:11,5,3590,326.2,3.17,13.3,7,22,0.442,10,49.8,3.06
,13:08:12,5,3590,327.2,3.16,13.3,7,22,0.457,10,49.8,3.05
,13:08:13,5,3590,328.2,3.17,13.3,7,22,0.457,10,49.8,3.06
,13:08:14,5,3590,329.2,3.17,13.3,7,22,0.458,10,49.8,3.06
,13:08:15,5,3590,330.2,3.19,13.3,7,22,0.445,10,49.8,3.08
,13:08:16,5,3590,331.2,3.2,13.3,7,22,0.446,10,49.8,3.09
,13:08:17,5,3590,332.2,3.18,13.3,7,22,0.46,10,49.8,3.07
,13:08:18,5,3590,333.2,3.15,13.3,7,22,0.455,10,49.8,3.03
,13:08:19,5,3590,334.2,3.13,13.3,7,22,0.452,10,49.8,3.02
,13:08:20,5,3590,335.2,3.12,13.3,7,22,0.434,10,49.8,3.01
,13:08:21,5,3590,336.2,3.11,13.3,7,22,0.433,10,49.8,3
,13:08:22,5,3590,337.2,3.12,13.3,7,22,0.434,10,49.8,3.01
,13:08:23,5,3590,338.2,3.12,13.3,7,22,0.451,10,49.8,3.02
,13:08:24,5,3590,339.2,3.12,13.3,7,22,0.451,10,49.8,3.01
,13:08:25,5,3590,340.2,3.1,13.3,7,22,0.432,10,49.8,2.99
,13:08:26,5,3590,341.2,3.08,13.3,7,22,0.429,10,49.8,2.97
,13:08:27,5,3590,342.2,3.07,13.3,7,22,0.427,10,49.8,2.96
,13:08:28,5,3590,343.2,3.05,13.3,7,22,0.441,10,49.8,2.94
,13:08:29,5,3590,344.2,3.04,13.3,7,22,0.439,10,49.8,2.93
,13:08:30,5,3590,345.2,3.04,13.3,7,22,0.439,10,49.8,2.94
,13:08:31,5,3590,346.2,3.06,13.3,7,22,0.426,10,49.8,2.95
,13:08:32,5,3590,347.2,3.06,13.3,7,22,0.427,10,49.8,2.96
,13:08:33,5,3590,348.2,3.04,13.3,7,22,0.44,10,49.8,2.94
,13:08:34,5,3590,349.2,3.02,13.3,7,22,0.436,10,49.8,2.91
,13:08:35,5,3590,350.2,3,13.3,7,22,0.418,10,49.8,2.9
,13:08:36,5,3590,351.2,3,13.3,7,22,0.418,10,49.8,2.9
,13:08:37,5,3590,352.2,3,13.3,7,22,0.403,10,49.8,2.9
,13:08:38,5,3590,353.2,2.99,13.3,7,22,0.403,10,49.8,2.89
,13:08:39,5,3590,354.2,2.98,13.3,7,22,0.431,10,49.8,2.88
,13:08:40,5,3590,355.2,2.98,13.3,7,22,0.43,10,49.8,2.87
,13:08:41,5,3590,356.2,2.96,13.3,7,22,0.428,10,49.8,2.86
,13:08:42,5,3590,357.2,2.95,13.3,7,22,0.426,10,49.8,2.85
,13:08:43,5,3590,358.2,2.94,13.3,7,22,0.425,10,49.8,2.84
,13:08:44,5,3590,359.2,2.94,13.3,7,22,0.409,10,49.8,2.83
,13:08:45,5,3590,360.2,2.92,13.3,7,22,0.392,10,49.8,2.81
,13:08:46,5,3590,361.2,2.89,13.3,7,22,0.403,10,49.8,2.79
,13:08:47,5,3590,362.2,2.87,13.3,7,22,0.414,10,49.8,2.76
,13:08:48,5,3590,363.2,2.85,13.3,7,22,0.411,10,49.8,2.74
,13:08:49,5,3590,364.2,2.82,13.3,7,22,0.407,10,49.8,2.72
,13:08:50,5,3590,365.2,2.82,13.3,7,22,0.407,10,49.8,2.72
,13:08:51,5,3590,366.2,2.84,13.3,7,22,0.395,10,49.8,2.74
,13:08:52,5,3590,367.2,2.87,13.3,7,22,0.386,10,49.8,2.77
,13:08:53,5,3590,368.2,2.89,13.3,7,22,0.403,10,49.8,2.79
,13:08:54,5,3590,369.2,2.9,13.3,7,22,0.403,10,49.8,2.8
,13:08:55,5,3590,370.2,2.89,13.3,7,22,0.418,10,49.8,2.79
,13:08:56,5,3590,371.2,2.88,13.3,7,22,0.416,10,49.8,2.78
,13:08:57,5,3590,372.2,2.89,13.3,7,22,0.417,10,49.8,2.79
,13:08:58,5,3590,373.2,2.9,13.3,7,22,0.419,10,49.8,2.8
,13:08:59,5,3590,374.2,2.9,13.3,7,22,0.404,10,49.8,2.8
,13:09:00,5,3590,375.2,2.9,13.3,7,22,0.404,10,49.8,2.8
,13:09:01,5,3590,376.2,2.9,13.3,7,22,0.403,10,49.8,2.8
,13:09:02,5,3590,377.2,2.9,13.3,7,22,0.419,10,49.8,2.8
,13:09:03,5,3590,378.2,2.91,13.3,7,22,0.42,10,49.8,2.81
,13:09:04,5,3590,379.2,2.92,13.3,7,22,0.422,10,49.8,2.82
,13:09:05,5,3590,380.2,2.95,13.3,7,22,0.411,10,49.8,2.85
,13:09:06,5,3590,381.2,2.98,13.3,7,22,0.416,10,49.8,2.88
,13:09:07,5,3590,382.2,3,13.3,7,22,0.418,10,49.8,2.9
,13:09:08,5,3590,383.2,2.99,13.3,7,22,0.432,10,49.8,2.88
,13:09:09,5,3590,384.2,2.98,13.3,7,22,0.43,10,49.8,2.88
,13:09:10,5,3590,385.2,2.98,13.3,7,22,0.416,10,49.8,2.88
,13:09:11,5,3590,386.2,2.98,13.3,7,22,0.401,10,49.8,2.88
,13:09:12,5,3590,387.2,2.96,13.3,7,22,0.399,10,49.8,2.86
,13:09:13,5,3590,388.2,2.92,13.3,7,22,0.407,10,49.8,2.82
,13:09:14,5,3590,389.2,2.89,13.3,7,22,0.402,10,49.8,2.79
,13:09:15,5,3590,390.2,2.86,13.3,7,22,0.414,10,49.8,2.76
,13:09:16,5,3590,391.2,2.86,13.3,7,22,0.429,10,49.8,2.76
,13:09:17,5,3590,392.2,2.88,13.3,7,22,0.401,10,49.8,2.78
