Data file,,SORONA_DRY_T23_S3.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Sorona,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 13:02:45 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,sorona_dry_t23_s3-h001.tsv,,,,,,,,,,
,13:34:21,5,3590,1894.2,2.87,13.3,7,23,0.4,10,49.9,2.77
,13:34:22,5,3590,1895.2,2.86,13.3,7,23,0.398,10,49.8,2.76
,13:34:23,5,3590,1896.2,2.86,13.3,7,23,0.413,10,49.8,2.76
,13:34:24,5,3590,1897.2,2.86,13.3,7,23,0.429,10,49.9,2.76
,13:34:25,5,3590,1898.2,2.89,13.3,7,23,0.433,10,49.8,2.79
,13:34:26,5,3590,1899.2,2.91,13.3,7,23,0.421,10,49.9,2.81
,13:34:27,5,3590,1900.2,2.94,13.3,7,23,0.409,10,49.9,2.83
,13:34:28,5,3590,1901.2,2.94,13.3,7,23,0.395,10,49.9,2.83
,13:34:29,5,3590,1902.2,2.92,13.3,7,23,0.407,10,49.9,2.82
,13:34:30,5,3590,1903.2,2.9,13.3,7,23,0.418,10,49.8,2.79
,13:34:31,5,3590,1904.2,2.89,13.3,7,23,0.417,10,49.9,2.79
,13:34:32,5,3590,1905.2,2.9,13.3,7,23,0.404,10,49.8,2.8
,13:34:33,5,3590,1906.2,2.91,13.3,7,23,0.406,10,49.9,2.81
,13:34:34,5,3590,1907.2,2.9,13.3,7,23,0.404,10,49.9,2.8
,13:34:35,5,3590,1908.2,2.87,13.3,7,23,0.386,10,49.9,2.77
,13:34:36,5,3590,1909.2,2.86,13.3,7,23,0.384,10,49.9,2.76
,13:34:37,5,3590,1910.2,2.86,13.3,7,23,0.399,10,49.8,2.76
,13:34:38,5,3590,1911.2,2.86,13.3,7,23,0.414,10,49.9,2.77
,13:34:39,5,3590,1912.2,2.88,13.3,7,23,0.416,10,49.8,2.78
,13:34:40,5,3590,1913.2,2.91,13.3,7,23,0.42,10,49.9,2.81
,13:34:41,5,3590,1914.2,2.94,13.3,7,23,0.425,10,49.9,2.84
,13:34:42,5,3590,1915.2,2.94,13.3,7,23,0.442,10,49.8,2.84
,13:34:43,5,3590,1916.2,2.95,13.3,7,23,0.443,10,49.8,2.85
,13:34:44,5,3590,1917.2,2.98,13.3,7,23,0.415,10,49.9,2.88
,13:34:45,5,3590,1918.2,2.99,13.3,7,23,0.417,10,49.8,2.89
,13:34:46,5,3590,1919.2,2.97,13.3,7,23,0.414,10,49.8,2.87
,13:34:47,5,3590,1920.2,2.93,13.3,7,23,0.424,10,49.9,2.83
,13:34:48,5,3590,1921.2,2.94,13.3,7,23,0.425,10,49.9,2.84
,13:34:49,5,3590,1922.2,2.98,13.3,7,23,0.415,10,49.9,2.88
,13:34:50,5,3590,1923.2,3,13.3,7,23,0.418,10,49.9,2.9
,13:34:51,5,3590,1924.2,3,13.3,7,23,0.417,10,49.9,2.89
,13:34:52,5,3590,1925.2,2.97,13.3,7,23,0.4,10,49.9,2.87
,13:34:53,5,3590,1926.2,2.98,13.3,7,23,0.415,10,49.8,2.88
,13:34:54,5,3590,1927.2,3,13.3,7,23,0.418,10,49.8,2.9
,13:34:55,5,3590,1928.2,3.02,13.3,7,23,0.436,10,49.9,2.91
,13:34:56,5,3590,1929.2,3.03,13.3,7,23,0.438,10,49.8,2.93
,13:34:57,5,3590,1930.2,3.05,13.3,7,23,0.44,10,49.9,2.94
,13:34:58,5,3590,1931.2,3.09,13.3,7,23,0.43,10,49.9,2.99
,13:34:59,5,3590,1932.2,3.16,13.3,7,23,0.424,10,49.9,3.05
,13:35:00,5,3590,1933.2,3.23,13.3,7,23,0.45,10,49.9,3.13
,13:35:01,5,3590,1934.2,3.28,13.3,7,23,0.474,10,49.8,3.17
,13:35:02,5,3590,1935.2,3.28,13.3,7,23,0.474,10,49.9,3.17
,13:35:03,5,3590,1936.2,3.25,13.3,7,23,0.488,10,49.8,3.14
,13:35:04,5,3590,1937.2,3.24,13.3,7,23,0.468,10,49.9,3.13
,13:35:05,5,3590,1938.2,3.24,13.3,7,23,0.451,10,49.9,3.12
,13:35:06,5,3590,1939.2,3.22,13.3,7,23,0.448,10,49.9,3.1
,13:35:07,5,3590,1940.2,3.18,13.3,7,23,0.442,10,49.9,3.06
,13:35:08,5,3590,1941.2,3.13,13.3,7,23,0.453,10,49.9,3.02
,13:35:09,5,3590,1942.2,3.13,13.3,7,23,0.452,10,49.9,3.02
,13:35:10,5,3590,1943.2,3.14,13.3,7,23,0.453,10,49.8,3.03
,13:35:11,5,3590,1944.2,3.15,13.3,7,23,0.439,10,49.9,3.04
,13:35:12,5,3590,1945.2,3.12,13.3,7,23,0.42,10,49.9,3.01
,13:35:13,5,3590,1946.2,3.1,13.3,7,23,0.417,10,49.9,2.99
,13:35:14,5,3590,1947.2,3.08,13.3,7,23,0.414,10,49.9,2.97
,13:35:15,5,3590,1948.2,3.09,13.3,7,23,0.43,10,49.9,2.98
,13:35:16,5,3590,1949.2,3.08,13.3,7,23,0.445,10,49.8,2.98
,13:35:17,5,3590,1950.2,3.07,13.3,7,23,0.427,10,49.9,2.96
,13:35:18,5,3590,1951.2,3.04,13.3,7,23,0.424,10,49.8,2.94
,13:35:19,5,3590,1952.2,3.03,13.3,7,23,0.422,10,49.8,2.92
,13:35:20,5,3590,1953.2,3.02,13.3,7,23,0.437,10,49.9,2.92
,13:35:21,5,3590,1954.2,3.03,13.3,7,23,0.437,10,49.9,2.92
,13:35:22,5,3590,1955.2,3.02,13.3,7,23,0.437,10,49.9,2.92
,13:35:23,5,3590,1956.2,3.01,13.3,7,23,0.435,10,49.9,2.91
,13:35:24,5,3590,1957.2,3,13.3,7,23,0.418,10,49.8,2.89
,13:35:25,5,3590,1958.2,2.99,13.3,7,23,0.432,10,49.9,2.89
,13:35:26,5,3590,1959.2,2.99,13.3,7,23,0.416,10,49.9,2.89
,13:35:27,5,3590,1960.2,2.99,13.3,7,23,0.416,10,49.9,2.88
,13:35:28,5,3590,1961.2,2.98,13.3,7,23,0.415,10,49.9,2.87
,13:35:29,5,3590,1962.2,2.97,13.3,7,23,0.414,10,49.8,2.87
,13:35:30,5,3590,1963.2,2.96,13.3,7,23,0.398,10,49.8,2.86
,13:35:31,5,3590,1964.2,2.97,13.3,7,23,0.429,10,49.9,2.87
,13:35:32,5,3590,1965.2,2.99,13.3,7,23,0.432,10,49.9,2.89
,13:35:33,5,3590,1966.2,3.02,13.3,7,23,0.42,10,49.9,2.91
,13:35:34,5,3590,1967.2,3.02,13.3,7,23,0.436,10,49.9,2.92
,13:35:35,5,3590,1968.2,3.01,13.3,7,23,0.452,10,49.9,2.91
,13:35:36,5,3590,1969.2,3.01,13.3,7,23,0.435,10,49.8,2.91
,13:35:37,5,3590,1970.2,3.01,13.3,7,23,0.42,10,49.9,2.91
,13:35:38,5,3590,1971.2,3.01,13.3,7,23,0.405,10,49.9,2.91
,13:35:39,5,3590,1972.2,3,13.3,7,23,0.403,10,49.9,2.89
,13:35:40,5,3590,1973.2,2.98,13.3,7,23,0.416,10,49.9,2.88
,13:35:41,5,3590,1974.2,2.98,13.3,7,23,0.43,10,49.9,2.87
,13:35:42,5,3590,1975.2,2.96,13.3,7,23,0.445,10,49.9,2.86
,13:35:43,5,3590,1976.2,2.97,13.3,7,23,0.428,10,49.8,2.87
,13:35:44,5,3590,1977.2,2.97,13.3,7,23,0.43,10,49.8,2.87
,13:35:45,5,3590,1978.2,2.98,13.3,7,23,0.431,10,49.8,2.88
,13:35:46,5,3590,1979.2,2.98,13.3,7,23,0.415,10,49.9,2.88
,13:35:47,5,3590,1980.2,2.99,13.3,7,23,0.431,10,49.9,2.88
,13:35:48,5,3590,1981.2,2.99,13.3,7,23,0.432,10,49.9,2.89
,13:35:49,5,3590,1982.2,3.01,13.3,7,23,0.42,10,49.8,2.91
,13:35:50,5,3590,1983.2,3.03,13.3,7,23,0.408,10,49.8,2.93
,13:35:51,5,3590,1984.2,3.05,13.3,7,23,0.425,10,49.9,2.95
,13:35:52,5,3590,1985.2,3.05,13.3,7,23,0.44,10,49.8,2.94
,13:35:53,5,3590,1986.2,3.03,13.3,7,23,0.438,10,49.9,2.92
,13:35:54,5,3590,1987.2,3.01,13.3,7,23,0.435,10,49.9,2.91
,13:35:55,5,3590,1988.2,3,13.3,7,23,0.434,10,49.8,2.9
,13:35:56,5,3590,1989.2,3.02,13.3,7,23,0.436,10,49.9,2.91
,13:35:57,5,3590,1990.2,3.08,13.3,7,23,0.429,10,49.9,2.98
,13:35:58,5,3590,1991.2,3.16,13.3,7,23,0.425,10,49.8,3.06
,13:35:59,5,3590,1992.2,3.22,13.3,7,23,0.433,10,49.9,3.11
,13:36:00,5,3590,1993.2,3.23,13.3,7,23,0.435,10,49.9,3.12
,13:36:01,5,3590,1994.2,3.21,13.3,7,23,0.447,10,49.8,3.1
,13:36:02,5,3590,1995.2,3.19,13.3,7,23,0.461,10,49.8,3.08
,13:36:03,5,3590,1996.2,3.16,13.3,7,23,0.457,10,49.9,3.05
,13:36:04,5,3590,1997.2,3.16,13.3,7,23,0.456,10,49.9,3.05
,13:36:05,5,3590,1998.2,3.16,13.3,7,23,0.457,10,49.9,3.05
,13:36:06,5,3590,1999.2,3.18,13.3,7,23,0.459,10,49.8,3.07
,13:36:07,5,3590,2000.2,3.17,13.3,7,23,0.442,10,49.9,3.06
,13:36:08,5,3590,2001.2,3.16,13.3,7,23,0.425,10,49.9,3.05
,13:36:09,5,3590,2002.2,3.14,13.3,7,23,0.438,10,49.8,3.03
,13:36:10,5,3590,2003.2,3.12,13.3,7,23,0.451,10,49.9,3.01
,13:36:11,5,3590,2004.2,3.09,13.3,7,23,0.446,10,49.8,2.98
,13:36:12,5,3590,2005.2,3.06,13.3,7,23,0.443,10,49.9,2.96
,13:36:13,5,3590,2006.2,3.06,13.3,7,23,0.427,10,49.9,2.96
,13:36:14,5,3590,2007.2,3.08,13.3,7,23,0.429,10,49.8,2.97
,13:36:15,5,3590,2008.2,3.09,13.3,7,23,0.43,10,49.9,2.98
,13:36:16,5,3590,2009.2,3.09,13.3,7,23,0.415,10,49.8,2.98
,13:36:17,5,3590,2010.2,3.08,13.3,7,23,0.429,10,49.8,2.97
,13:36:18,5,3590,2011.2,3.07,13.3,7,23,0.443,10,49.9,2.96
,13:36:19,5,3590,2012.2,3.06,13.3,7,23,0.441,10,49.8,2.95
,13:36:20,5,3590,2013.2,3.05,13.3,7,23,0.441,10,49.8,2.95
,13:36:21,5,3590,2014.2,3.04,13.3,7,23,0.44,10,49.9,2.94
,13:36:22,5,3590,2015.2,3.04,13.3,7,23,0.424,10,49.8,2.94
,13:36:23,5,3590,2016.2,3.04,13.3,7,23,0.423,10,49.9,2.93
,13:36:24,5,3590,2017.2,3.03,13.3,7,23,0.437,10,49.8,2.92
,13:36:25,5,3590,2018.2,3.01,13.3,7,23,0.435,10,49.8,2.91
,13:36:26,5,3590,2019.2,3.01,13.3,7,23,0.451,10,49.8,2.9
,13:36:27,5,3590,2020.2,3.01,13.3,7,23,0.42,10,49.9,2.91
,13:36:28,5,3590,2021.2,3.01,13.3,7,23,0.405,10,49.8,2.91
,13:36:29,5,3590,2022.2,3.01,13.3,7,23,0.405,10,49.9,2.9
,13:36:30,5,3590,2023.2,2.99,13.3,7,23,0.417,10,49.9,2.89
,13:36:31,5,3590,2024.2,2.98,13.3,7,23,0.431,10,49.9,2.88
,13:36:32,5,3590,2025.2,2.96,13.3,7,23,0.427,10,49.8,2.85
,13:36:33,5,3590,2026.2,2.95,13.3,7,23,0.426,10,49.9,2.85
,13:36:34,5,3590,2027.2,2.96,13.3,7,23,0.428,10,49.9,2.86
,13:36:35,5,3590,2028.2,3.01,13.3,7,23,0.419,10,49.9,2.91
,13:36:36,5,3590,2029.2,3.05,13.3,7,23,0.41,10,49.8,2.95
,13:36:37,5,3590,2030.2,3.06,13.3,7,23,0.426,10,49.9,2.96
,13:36:38,5,3590,2031.2,3.04,13.3,7,23,0.424,10,49.9,2.93
,13:36:39,5,3590,2032.2,3.02,13.3,7,23,0.42,10,49.9,2.91
,13:36:40,5,3590,2033.2,3,13.3,7,23,0.418,10,49.9,2.9
,13:36:41,5,3590,2034.2,3,13.3,7,23,0.418,10,49.8,2.9
,13:36:42,5,3590,2035.2,3,13.3,7,23,0.418,10,49.9,2.89
,13:36:43,5,3590,2036.2,2.99,13.3,7,23,0.416,10,49.8,2.89
,13:36:44,5,3590,2037.2,2.97,13.3,7,23,0.429,10,49.8,2.86
,13:36:45,5,3590,2038.2,2.96,13.3,7,23,0.427,10,49.9,2.85
,13:36:46,5,3590,2039.2,2.97,13.3,7,23,0.429,10,49.8,2.87
,13:36:47,5,3590,2040.2,2.99,13.3,7,23,0.432,10,49.9,2.89
,13:36:48,5,3590,2041.2,3.01,13.3,7,23,0.435,10,49.9,2.91
,13:36:49,5,3590,2042.2,3.01,13.3,7,23,0.435,10,49.9,2.91
,13:36:50,5,3590,2043.2,3.02,13.3,7,23,0.406,10,49.9,2.91
,13:36:51,5,3590,2044.2,3.02,13.3,7,23,0.406,10,49.9,2.92
,13:36:52,5,3590,2045.2,3.02,13.3,7,23,0.42,10,49.9,2.91
,13:36:53,5,3590,2046.2,3.01,13.3,7,23,0.419,10,49.8,2.9
,13:36:54,5,3590,2047.2,3.01,13.3,7,23,0.435,10,49.8,2.9
,13:36:55,5,3590,2048.2,3.02,13.3,7,23,0.453,10,49.9,2.91
,13:36:56,5,3590,2049.2,3.04,13.3,7,23,0.44,10,49.8,2.94
,13:36:57,5,3590,2050.2,3.07,13.3,7,23,0.428,10,49.9,2.97
,13:36:58,5,3590,2051.2,3.09,13.3,7,23,0.43,10,49.8,2.98
,13:36:59,5,3590,2052.2,3.08,13.3,7,23,0.429,10,49.9,2.97
,13:37:00,5,3590,2053.2,3.07,13.3,7,23,0.444,10,49.8,2.96
,13:37:01,5,3590,2054.2,3.07,13.3,7,23,0.443,10,49.8,2.96
,13:37:02,5,3590,2055.2,3.05,13.3,7,23,0.441,10,49.8,2.95
,13:37:03,5,3590,2056.2,3.03,13.3,7,23,0.422,10,49.8,2.92
,13:37:04,5,3590,2057.2,3,13.3,7,23,0.404,10,49.8,2.89
,13:37:05,5,3590,2058.2,2.99,13.3,7,23,0.416,10,49.8,2.88
,13:37:06,5,3590,2059.2,2.98,13.3,7,23,0.431,10,49.8,2.88
,13:37:07,5,3590,2060.2,2.98,13.3,7,23,0.431,10,49.9,2.88
,13:37:08,5,3590,2061.2,2.98,13.3,7,23,0.415,10,49.9,2.88
,13:37:09,5,3590,2062.2,2.98,13.3,7,23,0.416,10,49.9,2.88
,13:37:10,5,3590,2063.2,3.01,13.3,7,23,0.419,10,49.9,2.91
,13:37:11,5,3590,2064.2,3.04,13.3,7,23,0.424,10,49.8,2.94
,13:37:12,5,3590,2065.2,3.08,13.3,7,23,0.444,10,49.8,2.97
,13:37:13,5,3590,2066.2,3.1,13.3,7,23,0.432,10,49.8,3
,13:37:14,5,3590,2067.2,3.13,13.3,7,23,0.437,10,49.9,3.03
,13:37:15,5,3590,2068.2,3.14,13.3,7,23,0.437,10,49.9,3.03
,13:37:16,5,3590,2069.2,3.11,13.3,7,23,0.45,10,49.8,3
,13:37:17,5,3590,2070.2,3.09,13.3,7,23,0.463,10,49.9,2.98
,13:37:18,5,3590,2071.2,3.09,13.3,7,23,0.446,10,49.9,2.98
,13:37:19,5,3590,2072.2,3.09,13.3,7,23,0.447,10,49.9,2.99
,13:37:20,5,3590,2073.2,3.09,13.3,7,23,0.43,10,49.8,2.98
,13:37:21,5,3590,2074.2,3.06,13.3,7,23,0.442,10,49.9,2.95
,13:37:22,5,3590,2075.2,3.04,13.3,7,23,0.457,10,49.9,2.94
,13:37:23,5,3590,2076.2,3.06,13.3,7,23,0.443,10,49.9,2.96
,13:37:24,5,3590,2077.2,3.1,13.3,7,23,0.431,10,49.8,2.99
,13:37:25,5,3590,2078.2,3.12,13.3,7,23,0.434,10,49.8,3.01
,13:37:26,5,3590,2079.2,3.12,13.3,7,23,0.451,10,49.9,3.01
,13:37:27,5,3590,2080.2,3.12,13.3,7,23,0.451,10,49.8,3.01
,13:37:28,5,3590,2081.2,3.11,13.3,7,23,0.433,10,49.9,3
,13:37:29,5,3590,2082.2,3.07,13.3,7,23,0.428,10,49.9,2.96
,13:37:30,5,3590,2083.2,3.04,13.3,7,23,0.439,10,49.8,2.93
,13:37:31,5,3590,2084.2,3.04,13.3,7,23,0.439,10,49.9,2.93
,13:37:32,5,3590,2085.2,3.06,13.3,7,23,0.442,10,49.9,2.96
,13:37:33,5,3590,2086.2,3.1,13.3,7,23,0.432,10,49.9,3
,13:37:34,5,3590,2087.2,3.11,13.3,7,23,0.433,10,49.8,3
,13:37:35,5,3590,2088.2,3.09,13.3,7,23,0.446,10,49.8,2.98
,13:37:36,5,3590,2089.2,3.05,13.3,7,23,0.441,10,49.8,2.94
,13:37:37,5,3590,2090.2,3.05,13.3,7,23,0.441,10,49.8,2.95
,13:37:38,5,3590,2091.2,3.06,13.3,7,23,0.426,10,49.8,2.96
,13:37:39,5,3590,2092.2,3.05,13.3,7,23,0.425,10,49.9,2.95
,13:37:40,5,3590,2093.2,3.03,13.3,7,23,0.438,10,49.8,2.93
,13:37:41,5,3590,2094.2,3.04,13.3,7,23,0.439,10,49.9,2.94
,13:37:42,5,3590,2095.2,3.08,13.3,7,23,0.445,10,49.9,2.97
,13:37:43,5,3590,2096.2,3.11,13.3,7,23,0.434,10,49.8,3.01
,13:37:44,5,3590,2097.2,3.11,13.3,7,23,0.418,10,49.9,3
,13:37:45,5,3590,2098.2,3.07,13.3,7,23,0.427,10,49.9,2.96
,13:37:46,5,3590,2099.2,3.04,13.3,7,23,0.439,10,49.9,2.93
,13:37:47,5,3590,2100.2,3.04,13.3,7,23,0.439,10,49.9,2.94
,13:37:48,5,3590,2101.2,3.08,13.3,7,23,0.429,10,49.8,2.98
,13:37:49,5,3590,2102.2,3.12,13.3,7,23,0.435,10,49.9,3.02
,13:37:50,5,3590,2103.2,3.15,13.3,7,23,0.456,10,49.8,3.05
,13:37:51,5,3590,2104.2,3.2,13.3,7,23,0.445,10,49.9,3.09
,13:37:52,5,3590,2105.2,3.22,13.3,7,23,0.448,10,49.9,3.11
,13:37:53,5,3590,2106.2,3.23,13.3,7,23,0.434,10,49.9,3.11
,13:37:54,5,3590,2107.2,3.21,13.3,7,23,0.448,10,49.9,3.1
,13:37:55,5,3590,2108.2,3.2,13.3,7,23,0.462,10,49.9,3.09
,13:37:56,5,3590,2109.2,3.18,13.3,7,23,0.46,10,49.9,3.07
,13:37:57,5,3590,2110.2,3.16,13.3,7,23,0.457,10,49.9,3.05
,13:37:58,5,3590,2111.2,3.15,13.3,7,23,0.439,10,49.8,3.04
,13:37:59,5,3590,2112.2,3.14,13.3,7,23,0.438,10,49.8,3.03
,13:38:00,5,3590,2113.2,3.13,13.3,7,23,0.453,10,49.8,3.03
,13:38:01,5,3590,2114.2,3.12,13.3,7,23,0.451,10,49.9,3.01
,13:38:02,5,3590,2115.2,3.12,13.3,7,23,0.434,10,49.8,3.01
,13:38:03,5,3590,2116.2,3.12,13.3,7,23,0.42,10,49.9,3.02
,13:38:04,5,3590,2117.2,3.13,13.3,7,23,0.421,10,49.9,3.02
,13:38:05,5,3590,2118.2,3.15,13.3,7,23,0.439,10,49.8,3.04
,13:38:06,5,3590,2119.2,3.16,13.3,7,23,0.457,10,49.9,3.06
,13:38:07,5,3590,2120.2,3.19,13.3,7,23,0.461,10,49.9,3.08
,13:38:08,5,3590,2121.2,3.2,13.3,7,23,0.463,10,49.8,3.09
,13:38:09,5,3590,2122.2,3.2,13.3,7,23,0.446,10,49.8,3.1
,13:38:10,5,3590,2123.2,3.22,13.3,7,23,0.448,10,49.9,3.1
,13:38:11,5,3590,2124.2,3.22,13.3,7,23,0.465,10,49.8,3.11
,13:38:12,5,3590,2125.2,3.23,13.3,7,23,0.466,10,49.8,3.11
,13:38:13,5,3590,2126.2,3.2,13.3,7,23,0.462,10,49.9,3.09
,13:38:14,5,3590,2127.2,3.18,13.3,7,23,0.46,10,49.8,3.07
,13:38:15,5,3590,2128.2,3.2,13.3,7,23,0.446,10,49.8,3.09
,13:38:16,5,3590,2129.2,3.22,13.3,7,23,0.433,10,49.9,3.1
,13:38:17,5,3590,2130.2,3.22,13.3,7,23,0.433,10,49.8,3.11
,13:38:18,5,3590,2131.2,3.2,13.3,7,23,0.462,10,49.8,3.09
,13:38:19,5,3590,2132.2,3.18,13.3,7,23,0.46,10,49.8,3.07
,13:38:20,5,3590,2133.2,3.17,13.3,7,23,0.458,10,49.8,3.06
,13:38:21,5,3590,2134.2,3.16,13.3,7,23,0.44,10,49.8,3.05
,13:38:22,5,3590,2135.2,3.17,13.3,7,23,0.441,10,49.8,3.06
,13:38:23,5,3590,2136.2,3.17,13.3,7,23,0.442,10,49.8,3.07
,13:38:24,5,3590,2137.2,3.17,13.3,7,23,0.458,10,49.8,3.06
,13:38:25,5,3590,2138.2,3.16,13.3,7,23,0.456,10,49.8,3.05
,13:38:26,5,3590,2139.2,3.14,13.3,7,23,0.454,10,49.9,3.03
,13:38:27,5,3590,2140.2,3.14,13.3,7,23,0.454,10,49.9,3.03
,13:38:28,5,3590,2141.2,3.16,13.3,7,23,0.457,10,49.9,3.06
,13:38:29,5,3590,2142.2,3.2,13.3,7,23,0.446,10,49.9,3.1
,13:38:30,5,3590,2143.2,3.22,13.3,7,23,0.449,10,49.9,3.11
,13:38:31,5,3590,2144.2,3.21,13.3,7,23,0.447,10,49.8,3.1
,13:38:32,5,3590,2145.2,3.19,13.3,7,23,0.461,10,49.8,3.08
,13:38:33,5,3590,2146.2,3.2,13.3,7,23,0.481,10,49.9,3.09
,13:38:34,5,3590,2147.2,3.22,13.3,7,23,0.465,10,49.9,3.11
,13:38:35,5,3590,2148.2,3.24,13.3,7,23,0.452,10,49.8,3.13
,13:38:36,5,3590,2149.2,3.23,13.3,7,23,0.435,10,49.9,3.12
,13:38:37,5,3590,2150.2,3.21,13.3,7,23,0.448,10,49.8,3.1
,13:38:38,5,3590,2151.2,3.21,13.3,7,23,0.463,10,49.9,3.1
,13:38:39,5,3590,2152.2,3.24,13.3,7,23,0.452,10,49.8,3.14
,13:38:40,5,3590,2153.2,3.29,13.3,7,23,0.442,10,49.8,3.18
,13:38:41,5,3590,2154.2,3.33,13.3,7,23,0.447,10,49.8,3.21
,13:38:42,5,3590,2155.2,3.34,13.3,7,23,0.465,10,49.9,3.23
,13:38:43,5,3590,2156.2,3.35,13.3,7,23,0.484,10,49.8,3.24
,13:38:44,5,3590,2157.2,3.36,13.3,7,23,0.486,10,49.8,3.25
,13:38:45,5,3590,2158.2,3.37,13.3,7,23,0.487,10,49.9,3.26
,13:38:46,5,3590,2159.2,3.39,13.3,7,23,0.473,10,49.9,3.28
,13:38:47,5,3590,2160.2,3.42,13.3,7,23,0.476,10,49.9,3.3
,13:38:48,5,3590,2161.2,3.41,13.3,7,23,0.476,10,49.8,3.29
,13:38:49,5,3590,2162.2,3.39,13.3,7,23,0.49,10,49.9,3.27
,13:38:50,5,3590,2163.2,3.35,13.3,7,23,0.484,10,49.9,3.24
,13:38:51,5,3590,2164.2,3.36,13.3,7,23,0.469,10,49.9,3.25
,13:38:52,5,3590,2165.2,3.38,13.3,7,23,0.454,10,49.9,3.26
,13:38:53,5,3590,2166.2,3.39,13.3,7,23,0.472,10,49.9,3.27
,13:38:54,5,3590,2167.2,3.36,13.3,7,23,0.485,10,49.8,3.24
,13:38:55,5,3590,2168.2,3.33,13.3,7,23,0.482,10,49.9,3.22
,13:38:56,5,3590,2169.2,3.32,13.3,7,23,0.48,10,49.9,3.21
,13:38:57,5,3590,2170.2,3.32,13.3,7,23,0.463,10,49.9,3.21
,13:38:58,5,3590,2171.2,3.32,13.3,7,23,0.462,10,49.9,3.2
,13:38:59,5,3590,2172.2,3.3,13.3,7,23,0.46,10,49.8,3.19
,13:39:00,5,3590,2173.2,3.29,13.3,7,23,0.458,10,49.9,3.17
,13:39:01,5,3590,2174.2,3.28,13.3,7,23,0.457,10,49.9,3.17
,13:39:02,5,3590,2175.2,3.27,13.3,7,23,0.455,10,49.8,3.15
,13:39:03,5,3590,2176.2,3.25,13.3,7,23,0.469,10,49.9,3.13
,13:39:04,5,3590,2177.2,3.22,13.3,7,23,0.465,10,49.8,3.11
,13:39:05,5,3590,2178.2,3.23,13.3,7,23,0.466,10,49.8,3.11
,13:39:06,5,3590,2179.2,3.25,13.3,7,23,0.469,10,49.9,3.14
,13:39:07,5,3590,2180.2,3.28,13.3,7,23,0.441,10,49.8,3.17
,13:39:08,5,3590,2181.2,3.29,13.3,7,23,0.458,10,49.8,3.18
,13:39:09,5,3590,2182.2,3.29,13.3,7,23,0.475,10,49.8,3.17
,13:39:10,5,3590,2183.2,3.27,13.3,7,23,0.473,10,49.9,3.16
,13:39:11,5,3590,2184.2,3.25,13.3,7,23,0.469,10,49.9,3.13
,13:39:12,5,3590,2185.2,3.21,13.3,7,23,0.464,10,49.9,3.1
,13:39:13,5,3590,2186.2,3.17,13.3,7,23,0.458,10,49.9,3.06
,13:39:14,5,3590,2187.2,3.14,13.3,7,23,0.453,10,49.9,3.03
,13:39:15,5,3590,2188.2,3.13,13.3,7,23,0.452,10,49.9,3.02
,13:39:16,5,3590,2189.2,3.15,13.3,7,23,0.423,10,49.9,3.04
,13:39:17,5,3590,2190.2,3.16,13.3,7,23,0.44,10,49.8,3.05
,13:39:18,5,3590,2191.2,3.14,13.3,7,23,0.454,10,49.8,3.03
,13:39:19,5,3590,2192.2,3.11,13.3,7,23,0.466,10,49.8,3
,13:39:20,5,3590,2193.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:39:21,5,3590,2194.2,3.12,13.3,7,23,0.435,10,49.9,3.01
,13:39:22,5,3590,2195.2,3.1,13.3,7,23,0.432,10,49.8,2.99
,13:39:23,5,3590,2196.2,3.06,13.3,7,23,0.442,10,49.9,2.95
,13:39:24,5,3590,2197.2,3.03,13.3,7,23,0.438,10,49.9,2.92
,13:39:25,5,3590,2198.2,3.04,13.3,7,23,0.423,10,49.9,2.94
,13:39:26,5,3590,2199.2,3.05,13.3,7,23,0.425,10,49.9,2.95
,13:39:27,5,3590,2200.2,3.05,13.3,7,23,0.424,10,49.8,2.94
,13:39:28,5,3590,2201.2,3.04,13.3,7,23,0.439,10,49.9,2.93
,13:39:29,5,3590,2202.2,3.04,13.3,7,23,0.44,10,49.9,2.94
,13:39:30,5,3590,2203.2,3.07,13.3,7,23,0.427,10,49.8,2.96
,13:39:31,5,3590,2204.2,3.06,13.3,7,23,0.426,10,49.9,2.96
,13:39:32,5,3590,2205.2,3.04,13.3,7,23,0.439,10,49.9,2.93
,13:39:33,5,3590,2206.2,3.03,13.3,7,23,0.438,10,49.9,2.93
,13:39:34,5,3590,2207.2,3.07,13.3,7,23,0.428,10,49.9,2.97
,13:39:35,5,3590,2208.2,3.11,13.3,7,23,0.433,10,49.9,3.01
