Data file,,DELRIN500AF_ISO10_12C_004.TSV,,,,,,,,,,
,10:42:26,4,3600,1916.7,1.03,13.3,7,11.2,0.149,10,0.1,0.97
,10:42:27,4,3600,1917.7,1.04,13.3,7,11.2,0.15,10,0.1,0.97
,10:42:28,4,3600,1918.7,1.04,13.3,7,11.2,0.15,10,0.1,0.98
,10:42:29,4,3600,1919.7,1.04,13.3,7,11.1,0.151,10,0.1,0.98
,10:42:30,4,3600,1920.7,1.04,13.3,7,11.1,0.145,10,0.1,0.98
,10:42:31,4,3600,1921.7,1.04,13.3,7,11.1,0.144,10,0.1,0.97
,10:42:32,4,3600,1922.7,1.03,13.3,7,11.1,0.143,10,0.2,0.96
,10:42:33,4,3600,1923.7,1.02,13.3,7,11.1,0.147,10,0.1,0.95
,10:42:34,4,3600,1924.7,1.01,13.3,7,11.1,0.152,10,0.2,0.95
,10:42:35,4,3600,1925.7,1.02,13.3,6,11.1,0.166,10,0.1,0.95
,10:42:36,4,3600,1926.7,1.03,13.3,6,11.1,0.16,10,0.2,0.97
,10:42:37,4,3600,1927.7,1.04,13.3,7,11.1,0.156,10,0.1,0.97
,10:42:38,4,3600,1928.7,1.04,13.3,7,11,0.157,10,0.1,0.98
,10:42:39,4,3600,1929.7,1.04,13.3,7,11,0.157,10,0.1,0.98
,10:42:40,4,3600,1930.7,1.05,13.3,7,11,0.157,10,0.1,0.98
,10:42:41,4,3600,1931.7,1.05,13.3,7,11,0.152,10,0.1,0.98
,10:42:42,4,3600,1932.7,1.05,13.3,7,11,0.151,10,0.2,0.98
,10:42:43,4,3600,1933.7,1.04,13.3,7,11,0.151,10,0.2,0.98
,10:42:44,4,3600,1934.7,1.04,13.3,7,11,0.15,10,0.1,0.97
,10:42:45,4,3600,1935.7,1.04,13.3,7,11,0.15,10,0.1,0.97
,10:42:46,4,3600,1936.7,1.04,13.3,7,11,0.145,10,0.1,0.97
,10:42:47,4,3600,1937.7,1.04,13.3,7,10.9,0.145,10,0.1,0.97
,10:42:48,4,3600,1938.7,1.04,13.3,7,10.9,0.155,10,0.1,0.97
,10:42:49,4,3600,1939.7,1.03,13.3,7,10.9,0.155,10,0.1,0.97
,10:42:50,4,3600,1940.7,1.03,13.3,7,10.9,0.155,10,0.1,0.97
,10:42:51,4,3600,1941.7,1.03,13.3,7,10.9,0.155,10,0.1,0.97
,10:42:52,4,3600,1942.7,1.04,13.3,7,10.9,0.155,10,0.2,0.97
,10:42:53,4,3600,1943.7,1.04,13.3,7,10.9,0.156,10,0.2,0.97
,10:42:54,4,3600,1944.7,1.04,13.3,7,10.9,0.156,10,0.2,0.97
,10:42:55,4,3600,1945.7,1.04,13.3,7,10.9,0.15,10,0.1,0.97
,10:42:56,4,3600,1946.7,1.04,13.3,7,10.8,0.15,10,0.1,0.97
,10:42:57,4,3600,1947.7,1.04,13.3,7,10.8,0.144,10,0.1,0.97
,10:42:58,4,3600,1948.7,1.04,13.3,7,10.8,0.144,10,0.1,0.97
,10:42:59,4,3600,1949.7,1.04,13.3,7,10.8,0.15,10,0.1,0.97
,10:43:00,4,3600,1950.7,1.03,13.3,7,10.8,0.149,10,0.2,0.97
,10:43:01,4,3600,1951.7,1.02,13.3,7,10.8,0.154,10,0.2,0.96
,10:43:02,4,3600,1952.7,1.02,13.3,6,10.8,0.159,10,0.1,0.96
,10:43:03,4,3600,1953.7,1.03,13.3,7,10.8,0.154,10,0.1,0.97
,10:43:04,4,3600,1954.7,1.04,13.3,7,10.8,0.156,10,0.1,0.97
,10:43:05,4,3600,1955.7,1.04,13.3,7,10.7,0.15,10,0.1,0.98
,10:43:06,4,3600,1956.7,1.04,13.3,7,10.7,0.15,10,0.1,0.98
,10:43:07,4,3600,1957.7,1.04,13.3,7,10.7,0.145,10,0.1,0.98
,10:43:08,4,3600,1958.7,1.04,13.3,7,10.7,0.145,10,0.2,0.97
,10:43:09,4,3600,1959.7,1.03,13.3,7,10.7,0.144,10,0.1,0.97
,10:43:10,4,3600,1960.7,1.04,13.3,7,10.7,0.15,10,0.1,0.97
,10:43:11,4,3600,1961.7,1.04,13.3,7,10.7,0.155,10,0.1,0.97
,10:43:12,4,3600,1962.7,1.04,13.3,7,10.7,0.156,10,0.2,0.97
,10:43:13,4,3600,1963.7,1.04,13.3,7,10.7,0.156,10,0.2,0.97
,10:43:14,4,3600,1964.7,1.04,13.3,7,10.7,0.156,10,0.1,0.97
,10:43:15,4,3600,1965.7,1.04,13.3,7,10.6,0.156,10,0.1,0.98
,10:43:16,4,3600,1966.7,1.04,13.3,7,10.6,0.156,10,0.1,0.97
,10:43:17,4,3600,1967.7,1.04,13.3,7,10.6,0.15,10,0.2,0.98
,10:43:18,4,3600,1968.7,1.04,13.3,7,10.6,0.15,10,0.1,0.98
,10:43:19,4,3600,1969.7,1.04,13.3,7,10.6,0.145,10,0.1,0.98
,10:43:20,4,3600,1970.7,1.04,13.3,7,10.6,0.145,10,0.2,0.98
,10:43:21,4,3600,1971.7,1.04,13.3,7,10.6,0.15,10,0.1,0.97
,10:43:22,4,3600,1972.7,1.03,13.3,7,10.6,0.155,10,0.1,0.97
,10:43:23,4,3600,1973.7,1.03,13.3,7,10.6,0.154,10,0.1,0.96
,10:43:24,4,3600,1974.7,1.03,13.3,7,10.6,0.154,10,0.1,0.96
,10:43:25,4,3600,1975.7,1.04,13.3,7,10.6,0.155,10,0.2,0.97
,10:43:26,4,3600,1976.7,1.04,13.3,7,10.6,0.156,10,0.2,0.98
,10:43:27,4,3600,1977.7,1.04,13.3,7,10.6,0.156,10,0.1,0.98
,10:43:28,4,3600,1978.7,1.04,13.3,7,10.6,0.145,10,0.1,0.97
,10:43:29,4,3600,1979.7,1.04,13.3,7,10.6,0.144,10,0.1,0.97
,10:43:30,4,3600,1980.7,1.04,13.3,7,10.6,0.144,10,0.1,0.97
,10:43:31,4,3600,1981.7,1.03,13.3,7,10.5,0.149,10,0.2,0.96
,10:43:32,4,3600,1982.7,1.02,13.3,7,10.5,0.153,10,0.2,0.96
,10:43:33,4,3600,1983.7,1.02,13.3,7,10.5,0.152,10,0.1,0.95
,10:43:34,4,3600,1984.7,1.02,13.3,7,10.5,0.153,10,0.1,0.96
,10:43:35,4,3600,1985.7,1.03,13.3,7,10.5,0.155,10,0.2,0.97
,10:43:36,4,3600,1986.7,1.04,13.3,7,10.5,0.15,10,0.1,0.98
,10:43:37,4,3600,1987.7,1.04,13.3,7,10.5,0.15,10,0.2,0.98
,10:43:38,4,3600,1988.7,1.04,13.3,7,10.5,0.144,10,0.1,0.97
,10:43:39,4,3600,1989.7,1.03,13.3,7,10.5,0.149,10,0.2,0.96
,10:43:40,4,3600,1990.7,1.02,13.3,7,10.5,0.153,10,0.2,0.96
,10:43:41,4,3600,1991.7,1.02,13.3,6,10.5,0.159,10,0.2,0.96
,10:43:42,4,3600,1992.7,1.03,13.3,6,10.5,0.161,10,0.1,0.97
,10:43:43,4,3600,1993.7,1.04,13.3,7,10.5,0.155,10,0.1,0.97
,10:43:44,4,3600,1994.7,1.04,13.3,7,10.5,0.156,10,0.1,0.97
,10:43:45,4,3600,1995.7,1.04,13.3,7,10.5,0.15,10,0.1,0.97
,10:43:46,4,3600,1996.7,1.04,13.3,7,10.5,0.15,10,0.1,0.97
,10:43:47,4,3600,1997.7,1.04,13.3,7,10.5,0.144,10,0.1,0.97
,10:43:48,4,3600,1998.7,1.04,13.3,7,10.5,0.15,10,0.1,0.97
,10:43:49,4,3600,1999.7,1.04,13.3,7,10.5,0.145,10,0.2,0.97
,10:43:50,4,3600,2000.7,1.03,13.3,7,10.5,0.149,10,0.1,0.97
,10:43:51,4,3600,2001.7,1.03,13.3,7,10.5,0.154,10,0.1,0.96
,10:43:52,4,3600,2002.7,1.03,13.3,7,10.5,0.154,10,0.1,0.96
,10:43:53,4,3600,2003.7,1.03,13.3,7,10.4,0.154,10,0.2,0.96
,10:43:54,4,3600,2004.7,1.04,13.3,7,10.4,0.155,10,0.1,0.97
,10:43:55,4,3600,2005.7,1.04,13.3,7,10.4,0.156,10,0.1,0.97
,10:43:56,4,3600,2006.7,1.04,13.3,7,10.4,0.145,10,0.2,0.98
,10:43:57,4,3600,2007.7,1.04,13.3,7,10.4,0.14,10,0.1,0.97
,10:43:58,4,3600,2008.7,1.04,13.3,7,10.4,0.144,10,0.1,0.97
,10:43:59,4,3600,2009.7,1.03,13.3,7,10.4,0.155,10,0.1,0.97
,10:44:00,4,3600,2010.7,1.03,13.3,6,10.4,0.16,10,0.1,0.96
,10:44:01,4,3600,2011.7,1.03,13.3,6,10.4,0.16,10,0.1,0.97
,10:44:02,4,3600,2012.7,1.04,13.3,7,10.4,0.155,10,0.1,0.97
,10:44:03,4,3600,2013.7,1.04,13.3,7,10.4,0.156,10,0.1,0.97
,10:44:04,4,3600,2014.7,1.04,13.3,7,10.4,0.15,10,0.2,0.98
,10:44:05,4,3600,2015.7,1.04,13.3,7,10.4,0.145,10,0.1,0.98
,10:44:06,4,3600,2016.7,1.04,13.3,7,10.4,0.151,10,0.1,0.98
,10:44:07,4,3600,2017.7,1.04,13.3,7,10.4,0.156,10,0.1,0.98
,10:44:08,4,3600,2018.7,1.04,13.3,7,10.4,0.156,10,0.2,0.97
,10:44:09,4,3600,2019.7,1.04,13.3,7,10.4,0.156,10,0.1,0.97
,10:44:10,4,3600,2020.7,1.04,13.3,7,10.4,0.15,10,0.1,0.98
,10:44:11,4,3600,2021.7,1.04,13.3,7,10.4,0.151,10,0.1,0.98
,10:44:12,4,3600,2022.7,1.04,13.3,7,10.4,0.145,10,0.1,0.98
,10:44:13,4,3600,2023.7,1.04,13.3,7,10.4,0.15,10,0.2,0.98
,10:44:14,4,3600,2024.7,1.04,13.3,7,10.4,0.15,10,0.2,0.97
,10:44:15,4,3600,2025.7,1.03,13.3,7,10.4,0.155,10,0.1,0.97
,10:44:16,4,3600,2026.7,1.03,13.3,7,10.4,0.155,10,0.2,0.97
,10:44:17,4,3600,2027.7,1.03,13.3,6,10.4,0.161,10,0.1,0.97
,10:44:18,4,3600,2028.7,1.04,13.3,7,10.4,0.157,10,0.1,0.98
,10:44:19,4,3600,2029.7,1.04,13.3,7,10.4,0.157,10,0.2,0.98
,10:44:20,4,3600,2030.7,1.04,13.3,7,10.4,0.157,10,0.1,0.98
,10:44:21,4,3600,2031.7,1.04,13.3,7,10.4,0.156,10,0.1,0.98
,10:44:22,4,3600,2032.7,1.04,13.3,7,10.4,0.151,10,0.1,0.98
,10:44:23,4,3600,2033.7,1.05,13.3,7,10.5,0.146,10,0.1,0.98
,10:44:24,4,3600,2034.7,1.05,13.3,7,10.5,0.141,10,0.1,0.98
,10:44:25,4,3600,2035.7,1.04,13.3,7,10.5,0.14,10,0.1,0.98
,10:44:26,4,3600,2036.7,1.04,13.3,7,10.5,0.15,10,0.2,0.97
,10:44:27,4,3600,2037.7,1.03,13.3,7,10.5,0.154,10,0.2,0.96
,10:44:28,4,3600,2038.7,1.02,13.3,7,10.5,0.154,10,0.1,0.96
,10:44:29,4,3600,2039.7,1.02,13.3,7,10.5,0.153,10,0.2,0.96
,10:44:30,4,3600,2040.7,1.03,13.3,7,10.5,0.154,10,0.1,0.96
,10:44:31,4,3600,2041.7,1.03,13.3,7,10.5,0.149,10,0.1,0.97
,10:44:32,4,3600,2042.7,1.04,13.3,7,10.5,0.155,10,0.1,0.97
,10:44:33,4,3600,2043.7,1.04,13.3,7,10.5,0.15,10,0.1,0.98
,10:44:34,4,3600,2044.7,1.04,13.3,7,10.5,0.145,10,0.2,0.97
,10:44:35,4,3600,2045.7,1.03,13.3,7,10.5,0.149,10,0.1,0.97
,10:44:36,4,3600,2046.7,1.02,13.3,7,10.5,0.154,10,0.1,0.96
,10:44:37,4,3600,2047.7,1.02,13.3,7,10.5,0.154,10,0.2,0.96
,10:44:38,4,3600,2048.7,1.04,13.3,7,10.5,0.15,10,0.1,0.97
,10:44:39,4,3600,2049.7,1.04,13.3,7,10.5,0.151,10,0.1,0.98
,10:44:40,4,3600,2050.7,1.04,13.3,7,10.5,0.157,10,0.1,0.98
,10:44:41,4,3600,2051.7,1.04,13.3,7,10.5,0.15,10,0.1,0.98
,10:44:42,4,3600,2052.7,1.04,13.3,7,10.5,0.145,10,0.1,0.97
,10:44:43,4,3600,2053.7,1.03,13.3,7,10.5,0.149,10,0.2,0.97
,10:44:44,4,3600,2054.7,1.02,13.3,7,10.5,0.154,10,0.1,0.96
,10:44:45,4,3600,2055.7,1.02,13.3,7,10.5,0.154,10,0.2,0.96
,10:44:46,4,3600,2056.7,1.03,13.3,7,10.5,0.155,10,0.1,0.97
,10:44:47,4,3600,2057.7,1.04,13.3,7,10.5,0.15,10,0.2,0.98
,10:44:48,4,3600,2058.7,1.04,13.3,7,10.5,0.151,10,0.1,0.98
,10:44:49,4,3600,2059.7,1.05,13.3,7,10.5,0.151,10,0.1,0.98
,10:44:50,4,3600,2060.7,1.04,13.3,7,10.6,0.145,10,0.1,0.98
,10:44:51,4,3600,2061.7,1.04,13.3,7,10.6,0.15,10,0.2,0.97
,10:44:52,4,3600,2062.7,1.03,13.3,7,10.6,0.149,10,0.2,0.96
,10:44:53,4,3600,2063.7,1.02,13.3,7,10.6,0.153,10,0.1,0.96
,10:44:54,4,3600,2064.7,1.03,13.3,7,10.6,0.154,10,0.1,0.96
,10:44:55,4,3600,2065.7,1.04,13.3,7,10.6,0.155,10,0.2,0.97
,10:44:56,4,3600,2066.7,1.04,13.3,7,10.6,0.157,10,0.1,0.98
,10:44:57,4,3600,2067.7,1.04,13.3,7,10.6,0.151,10,0.2,0.98
,10:44:58,4,3600,2068.7,1.04,13.3,7,10.6,0.156,10,0.2,0.97
,10:44:59,4,3600,2069.7,1.03,13.3,7,10.6,0.155,10,0.1,0.97
,10:45:00,4,3600,2070.7,1.04,13.3,7,10.6,0.15,10,0.1,0.97
,10:45:01,4,3600,2071.7,1.04,13.3,7,10.6,0.145,10,0.1,0.98
,10:45:02,4,3600,2072.7,1.04,13.3,7,10.7,0.145,10,0.2,0.98
,10:45:03,4,3600,2073.7,1.03,13.3,7,10.7,0.149,10,0.1,0.97
,10:45:04,4,3600,2074.7,1.03,13.3,6,10.7,0.16,10,0.2,0.96
,10:45:05,4,3600,2075.7,1.03,13.3,7,10.7,0.154,10,0.2,0.96
,10:45:06,4,3600,2076.7,1.03,13.3,7,10.7,0.149,10,0.1,0.97
,10:45:07,4,3600,2077.7,1.04,13.3,7,10.7,0.15,10,0.1,0.97
,10:45:08,4,3600,2078.7,1.03,13.3,7,10.7,0.155,10,0.1,0.97
,10:45:09,4,3600,2079.7,1.03,13.3,7,10.7,0.155,10,0.2,0.97
,10:45:10,4,3600,2080.7,1.03,13.3,7,10.7,0.149,10,0.1,0.97
,10:45:11,4,3600,2081.7,1.03,13.3,7,10.7,0.149,10,0.2,0.97
,10:45:12,4,3600,2082.7,1.03,13.3,7,10.7,0.154,10,0.2,0.96
,10:45:13,4,3600,2083.7,1.02,13.3,7,10.7,0.154,10,0.1,0.96
,10:45:14,4,3600,2084.7,1.03,13.3,7,10.7,0.155,10,0.2,0.97
,10:45:15,4,3600,2085.7,1.04,13.3,7,10.8,0.15,10,0.1,0.98
,10:45:16,4,3600,2086.7,1.05,13.3,7,10.8,0.151,10,0.1,0.98
,10:45:17,4,3600,2087.7,1.05,13.3,7,10.8,0.151,10,0.1,0.98
,10:45:18,4,3600,2088.7,1.05,13.3,7,10.8,0.151,10,0.1,0.98
,10:45:19,4,3600,2089.7,1.05,13.3,7,10.8,0.151,10,0.1,0.98
,10:45:20,4,3600,2090.7,1.05,13.3,7,10.8,0.146,10,0.1,0.98
,10:45:21,4,3600,2091.7,1.04,13.3,7,10.8,0.145,10,0.1,0.97
,10:45:22,4,3600,2092.7,1.03,13.3,7,10.8,0.144,10,0.1,0.97
,10:45:23,4,3600,2093.7,1.03,13.3,7,10.8,0.148,10,0.1,0.96
,10:45:24,4,3600,2094.7,1.02,13.3,7,10.8,0.154,10,0.1,0.96
,10:45:25,4,3600,2095.7,1.02,13.3,7,10.8,0.153,10,0.2,0.96
,10:45:26,4,3600,2096.7,1.02,13.3,6,10.8,0.159,10,0.2,0.96
,10:45:27,4,3600,2097.7,1.03,13.3,7,10.9,0.154,10,0.1,0.97
,10:45:28,4,3600,2098.7,1.04,13.3,7,10.9,0.156,10,0.2,0.97
,10:45:29,4,3600,2099.7,1.05,13.3,7,10.9,0.151,10,0.2,0.98
,10:45:30,4,3600,2100.7,1.04,13.3,7,10.9,0.15,10,0.1,0.98
,10:45:31,4,3600,2101.7,1.04,13.3,7,10.9,0.155,10,0.2,0.97
,10:45:32,4,3600,2102.7,1.03,13.3,7,10.9,0.155,10,0.1,0.97
,10:45:33,4,3600,2103.7,1.04,13.3,7,10.9,0.155,10,0.1,0.97
,10:45:34,4,3600,2104.7,1.04,13.3,7,10.9,0.145,10,0.1,0.98
,10:45:35,4,3600,2105.7,1.05,13.3,7,10.9,0.146,10,0.1,0.98
,10:45:36,4,3600,2106.7,1.04,13.3,7,10.9,0.145,10,0.1,0.98
,10:45:37,4,3600,2107.7,1.03,13.3,7,11,0.149,10,0.1,0.97
,10:45:38,4,3600,2108.7,1.03,13.3,7,11,0.148,10,0.2,0.96
,10:45:39,4,3600,2109.7,1.03,13.3,7,11,0.154,10,0.2,0.96
,10:45:40,4,3600,2110.7,1.03,13.3,7,11,0.149,10,0.2,0.96
,10:45:41,4,3600,2111.7,1.03,13.3,7,11,0.149,10,0.1,0.97
,10:45:42,4,3600,2112.7,1.03,13.3,7,11,0.155,10,0.1,0.97
,10:45:43,4,3600,2113.7,1.03,13.3,6,11,0.161,10,0.2,0.97
,10:45:44,4,3600,2114.7,1.04,13.3,7,11,0.156,10,0.2,0.97
,10:45:45,4,3600,2115.7,1.05,13.3,7,11,0.157,10,0.1,0.98
,10:45:46,4,3600,2116.7,1.05,13.3,7,11,0.147,10,0.1,0.99
,10:45:47,4,3600,2117.7,1.05,13.3,7,11.1,0.146,10,0.1,0.98
,10:45:48,4,3600,2118.7,1.04,13.3,7,11.1,0.145,10,0.2,0.97
,10:45:49,4,3600,2119.7,1.03,13.3,7,11.1,0.155,10,0.2,0.97
,10:45:50,4,3600,2120.7,1.03,13.3,7,11.1,0.154,10,0.2,0.96
,10:45:51,4,3600,2121.7,1.04,13.3,7,11.1,0.15,10,0.1,0.97
,10:45:52,4,3600,2122.7,1.04,13.3,7,11.1,0.15,10,0.2,0.98
,10:45:53,4,3600,2123.7,1.04,13.3,7,11.1,0.156,10,0.1,0.97
,10:45:54,4,3600,2124.7,1.04,13.3,7,11.2,0.156,10,0.2,0.97
,10:45:55,4,3600,2125.7,1.05,13.3,7,11.2,0.157,10,0.1,0.98
,10:45:56,4,3600,2126.7,1.06,13.3,7,11.2,0.153,10,0.1,0.99
,10:45:57,4,3600,2127.7,1.06,13.3,7,11.2,0.147,10,0.1,0.99
,10:45:58,4,3600,2128.7,1.05,13.3,7,11.2,0.146,10,0.1,0.98
,10:45:59,4,3600,2129.7,1.04,13.3,7,11.2,0.15,10,0.1,0.97
,10:46:00,4,3600,2130.7,1.03,13.3,6,11.2,0.161,10,0.1,0.97
,10:46:01,4,3600,2131.7,1.03,13.3,7,11.3,0.155,10,0.2,0.97
,10:46:02,4,3600,2132.7,1.04,13.3,7,11.3,0.156,10,0.2,0.98
,10:46:03,4,3600,2133.7,1.05,13.3,7,11.3,0.157,10,0.1,0.98
,10:46:04,4,3600,2134.7,1.05,13.3,7,11.3,0.157,10,0.1,0.98
,10:46:05,4,3600,2135.7,1.05,13.3,7,11.3,0.157,10,0.1,0.98
,10:46:06,4,3600,2136.7,1.05,13.3,7,11.3,0.152,10,0.1,0.98
,10:46:07,4,3600,2137.7,1.05,13.3,7,11.3,0.152,10,0.2,0.99
,10:46:08,4,3600,2138.7,1.06,13.3,7,11.3,0.153,10,0.2,0.99
,10:46:09,4,3600,2139.7,1.05,13.3,7,11.4,0.152,10,0.2,0.99
,10:46:10,4,3600,2140.7,1.05,13.3,7,11.4,0.152,10,0.2,0.98
,10:46:11,4,3600,2141.7,1.04,13.3,7,11.4,0.15,10,0.2,0.97
,10:46:12,4,3600,2142.7,1.03,13.3,7,11.4,0.155,10,0.1,0.97
,10:46:13,4,3600,2143.7,1.03,13.3,7,11.4,0.149,10,0.1,0.97
,10:46:14,4,3600,2144.7,1.04,13.3,7,11.4,0.15,10,0.1,0.97
,10:46:15,4,3600,2145.7,1.04,13.3,7,11.4,0.15,10,0.1,0.98
,10:46:16,4,3600,2146.7,1.04,13.3,7,11.4,0.155,10,0.1,0.97
,10:46:17,4,3600,2147.7,1.03,13.3,7,11.5,0.154,10,0.1,0.97
,10:46:18,4,3600,2148.7,1.03,13.3,6,11.5,0.161,10,0.1,0.97
,10:46:19,4,3600,2149.7,1.04,13.3,6,11.5,0.163,10,0.1,0.98
,10:46:20,4,3600,2150.7,1.05,13.3,6,11.5,0.163,10,0.1,0.98
,10:46:21,4,3600,2151.7,1.05,13.3,7,11.6,0.158,10,0.2,0.99
,10:46:22,4,3600,2152.7,1.05,13.3,7,11.6,0.152,10,0.1,0.99
,10:46:23,4,3600,2153.7,1.05,13.3,7,11.5,0.152,10,0.2,0.99
,10:46:24,4,3600,2154.7,1.05,13.3,7,11.6,0.152,10,0.1,0.99
,10:46:25,4,3600,2155.7,1.05,13.3,7,11.6,0.158,10,0.1,0.99
,10:46:26,4,3600,2156.7,1.05,13.3,7,11.6,0.152,10,0.1,0.99
,10:46:27,4,3600,2157.7,1.05,13.3,7,11.6,0.147,10,0.2,0.99
,10:46:28,4,3600,2158.7,1.06,13.3,7,11.6,0.147,10,0.2,0.99
,10:46:29,4,3600,2159.7,1.05,13.3,7,11.6,0.152,10,0.1,0.98
,10:46:30,4,3600,2160.7,1.04,13.3,7,11.7,0.157,10,0.2,0.98
,10:46:31,4,3600,2161.7,1.04,13.3,7,11.7,0.156,10,0.2,0.97
,10:46:32,4,3600,2162.7,1.04,13.3,7,11.7,0.156,10,0.2,0.98
,10:46:33,4,3600,2163.7,1.05,13.3,7,11.7,0.157,10,0.1,0.98
,10:46:34,4,3600,2164.7,1.04,13.3,7,11.7,0.157,10,0.1,0.98
,10:46:35,4,3600,2165.7,1.05,13.3,7,11.7,0.157,10,0.2,0.98
,10:46:36,4,3600,2166.7,1.05,13.3,7,11.8,0.157,10,0.2,0.98
,10:46:37,4,3600,2167.7,1.05,13.3,7,11.8,0.152,10,0.1,0.99
,10:46:38,4,3600,2168.7,1.06,13.3,7,11.8,0.147,10,0.1,0.99
,10:46:39,4,3600,2169.7,1.05,13.3,7,11.8,0.147,10,0.2,0.99
,10:46:40,4,3600,2170.7,1.06,13.3,7,11.8,0.147,10,0.2,0.99
,10:46:41,4,3600,2171.7,1.06,13.3,7,11.8,0.147,10,0.1,0.99
,10:46:42,4,3600,2172.7,1.05,13.3,7,11.8,0.157,10,0.1,0.98
,10:46:43,4,3600,2173.7,1.04,13.3,7,11.8,0.157,10,0.1,0.98
,10:46:44,4,3600,2174.7,1.04,13.3,7,11.9,0.15,10,0.2,0.98
,10:46:45,4,3600,2175.7,1.04,13.3,7,11.9,0.151,10,0.1,0.98
,10:46:46,4,3600,2176.7,1.04,13.3,7,11.9,0.151,10,0.2,0.98
,10:46:47,4,3600,2177.7,1.04,13.3,7,11.9,0.156,10,0.1,0.98
,10:46:48,4,3600,2178.7,1.04,13.3,7,11.9,0.156,10,0.1,0.98
,10:46:49,4,3600,2179.7,1.05,13.3,7,12,0.146,10,0.1,0.98
,10:46:50,4,3600,2180.7,1.04,13.3,7,12,0.14,10,0.2,0.98
,10:46:51,4,3600,2181.7,1.04,13.3,7,12,0.15,10,0.2,0.97
,10:46:52,4,3600,2182.7,1.04,13.3,7,12,0.155,10,0.2,0.97
,10:46:53,4,3600,2183.7,1.04,13.3,7,12,0.156,10,0.2,0.97
,10:46:54,4,3600,2184.7,1.05,13.3,7,12,0.151,10,0.1,0.98
,10:46:55,4,3600,2185.7,1.05,13.3,7,12.1,0.151,10,0.1,0.98
,10:46:56,4,3600,2186.7,1.04,13.3,7,12.1,0.15,10,0.1,0.98
,10:46:57,4,3600,2187.7,1.03,13.3,7,12.1,0.149,10,0.2,0.97
,10:46:58,4,3600,2188.7,1.03,13.3,7,12.1,0.154,10,0.2,0.96
,10:46:59,4,3600,2189.7,1.03,13.3,7,12.1,0.155,10,0.1,0.97
,10:47:00,4,3600,2190.7,1.04,13.3,7,12.1,0.156,10,0.2,0.98
,10:47:01,4,3600,2191.7,1.05,13.3,7,12.1,0.152,10,0.1,0.98
,10:47:02,4,3600,2192.7,1.04,13.3,7,12.2,0.145,10,0.2,0.98
,10:47:03,4,3600,2193.7,1.04,13.3,7,12.2,0.144,10,0.1,0.97
,10:47:04,4,3600,2194.7,1.03,13.3,7,12.2,0.149,10,0.2,0.97
,10:47:05,4,3600,2195.7,1.03,13.3,7,12.2,0.155,10,0.1,0.97
,10:47:06,4,3600,2196.7,1.03,13.3,7,12.2,0.155,10,0.1,0.97
,10:47:07,4,3600,2197.7,1.04,13.3,7,12.2,0.155,10,0.1,0.97
,10:47:08,4,3600,2198.7,1.04,13.3,7,12.3,0.157,10,0.1,0.98
,10:47:09,4,3600,2199.7,1.05,13.3,7,12.3,0.152,10,0.1,0.99
,10:47:10,4,3600,2200.7,1.05,13.3,7,12.3,0.158,10,0.2,0.99
,10:47:11,4,3600,2201.7,1.05,13.3,7,12.3,0.158,10,0.1,0.99
,10:47:12,4,3600,2202.7,1.05,13.3,7,12.3,0.152,10,0.1,0.99
,10:47:13,4,3600,2203.7,1.05,13.3,7,12.4,0.147,10,0.1,0.99
,10:47:14,4,3600,2204.7,1.05,13.3,7,12.4,0.141,10,0.2,0.99
,10:47:15,4,3600,2205.7,1.05,13.3,7,12.4,0.146,10,0.1,0.98
,10:47:16,4,3600,2206.7,1.04,13.3,7,12.4,0.156,10,0.1,0.97
,10:47:17,4,3600,2207.7,1.04,13.3,7,12.4,0.156,10,0.2,0.97
,10:47:18,4,3600,2208.7,1.04,13.3,7,12.4,0.157,10,0.2,0.98
,10:47:19,4,3600,2209.7,1.06,13.3,6,12.5,0.165,10,0.1,0.99
,10:47:20,4,3600,2210.7,1.06,13.3,7,12.4,0.159,10,0.1,0.99
,10:47:21,4,3600,2211.7,1.06,13.3,7,12.5,0.16,10,0.2,1
,10:47:22,4,3600,2212.7,1.06,13.3,7,12.5,0.153,10,0.1,0.99
,10:47:23,4,3600,2213.7,1.06,13.3,7,12.5,0.153,10,0.1,0.99
,10:47:24,4,3600,2214.7,1.06,13.3,7,12.5,0.148,10,0.1,0.99
,10:47:25,4,3600,2215.7,1.06,13.3,7,12.5,0.147,10,0.2,0.99
,10:47:26,4,3600,2216.7,1.05,13.3,7,12.6,0.152,10,0.2,0.98
,10:47:27,4,3600,2217.7,1.04,13.3,7,12.6,0.156,10,0.1,0.98
,10:47:28,4,3600,2218.7,1.04,13.3,7,12.6,0.156,10,0.1,0.98
,10:47:29,4,3600,2219.7,1.05,13.3,7,12.6,0.158,10,0.1,0.99
,10:47:30,4,3600,2220.7,1.06,13.3,7,12.6,0.159,10,0.2,0.99
,10:47:31,4,3600,2221.7,1.06,13.3,7,12.6,0.153,10,0.2,0.99
,10:47:32,4,3600,2222.7,1.06,13.3,7,12.7,0.153,10,0.2,0.99
,10:47:33,4,3600,2223.7,1.05,13.3,7,12.7,0.152,10,0.1,0.98
,10:47:34,4,3600,2224.7,1.04,13.3,7,12.7,0.151,10,0.1,0.98
,10:47:35,4,3600,2225.7,1.04,13.3,7,12.7,0.15,10,0.2,0.97
,10:47:36,4,3600,2226.7,1.04,13.3,6,12.7,0.162,10,0.1,0.98
