Data file,,RA0.3_HEF65_12C_002_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,06/04/2016,,,,,,,,,,
Lubricant,,HEF65,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 11:41:21 on 06/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:11:25,4,2700,1803.6,1.19,13.3,10,11.7,0.122,10,0.1,1.11
,12:11:26,4,2700,1804.6,1.19,13.3,9,11.7,0.125,10,0.1,1.11
,12:11:27,4,2700,1805.6,1.19,13.3,10,11.7,0.122,10,0.1,1.11
,12:11:28,4,2700,1806.6,1.19,13.3,9,11.6,0.125,10,0.1,1.11
,12:11:29,4,2700,1807.6,1.18,13.3,9,11.6,0.128,10,0.1,1.1
,12:11:30,4,2700,1808.6,1.17,13.3,9,11.6,0.13,10,0.1,1.09
,12:11:31,4,2700,1809.6,1.16,13.3,9,11.6,0.133,10,0.1,1.09
,12:11:32,4,2700,1810.6,1.17,13.3,9,11.6,0.134,10,0.1,1.09
,12:11:33,4,2700,1811.6,1.17,13.3,9,11.6,0.135,10,0.1,1.1
,12:11:34,4,2700,1812.6,1.18,13.3,9,11.6,0.135,10,0.1,1.1
,12:11:35,4,2700,1813.6,1.17,13.3,9,11.6,0.135,10,0.1,1.1
,12:11:36,4,2700,1814.6,1.18,13.3,8,11.6,0.139,10,0.1,1.1
,12:11:37,4,2700,1815.6,1.18,13.3,9,11.6,0.135,10,0.1,1.1
,12:11:38,4,2700,1816.6,1.18,13.3,9,11.5,0.136,10,0.1,1.11
,12:11:39,4,2700,1817.6,1.19,13.3,9,11.5,0.132,10,0.1,1.12
,12:11:40,4,2700,1818.6,1.2,13.3,9,11.5,0.137,10,0.1,1.12
,12:11:41,4,2700,1819.6,1.2,13.3,9,11.5,0.134,10,0.1,1.13
,12:11:42,4,2700,1820.6,1.2,13.3,9,11.5,0.134,10,0.1,1.13
,12:11:43,4,2700,1821.6,1.2,13.3,9,11.5,0.134,10,0.1,1.13
,12:11:44,4,2700,1822.6,1.21,13.3,9,11.5,0.139,10,0.1,1.13
,12:11:45,4,2700,1823.6,1.21,13.3,9,11.5,0.139,10,0.1,1.14
,12:11:46,4,2700,1824.6,1.21,13.3,9,11.4,0.135,10,0.1,1.14
,12:11:47,4,2700,1825.6,1.21,13.3,9,11.4,0.135,10,0.1,1.13
,12:11:48,4,2700,1826.6,1.21,13.3,9,11.4,0.132,10,0.1,1.14
,12:11:49,4,2700,1827.6,1.21,13.3,9,11.4,0.135,10,0.1,1.13
,12:11:50,4,2700,1828.6,1.21,13.3,9,11.4,0.134,10,0.1,1.13
,12:11:51,4,2700,1829.6,1.2,13.3,9,11.4,0.13,10,0.1,1.13
,12:11:52,4,2700,1830.6,1.2,13.3,9,11.4,0.127,10,0.1,1.13
,12:11:53,4,2700,1831.6,1.21,13.3,9,11.4,0.127,10,0.1,1.13
,12:11:54,4,2700,1832.6,1.2,13.3,9,11.4,0.126,10,0.1,1.12
,12:11:55,4,2700,1833.6,1.19,13.3,9,11.4,0.126,10,0.1,1.12
,12:11:56,4,2700,1834.6,1.19,13.3,9,11.4,0.125,10,0.1,1.11
,12:11:57,4,2700,1835.6,1.19,13.3,9,11.4,0.128,10,0.1,1.11
,12:11:58,4,2700,1836.6,1.19,13.3,9,11.4,0.129,10,0.1,1.11
,12:11:59,4,2700,1837.6,1.2,13.3,9,11.4,0.133,10,0.1,1.12
,12:12:00,4,2700,1838.6,1.2,13.3,9,11.3,0.134,10,0.1,1.13
,12:12:01,4,2700,1839.6,1.2,13.3,9,11.3,0.134,10,0.1,1.12
,12:12:02,4,2700,1840.6,1.19,13.3,9,11.3,0.133,10,0.1,1.11
,12:12:03,4,2700,1841.6,1.18,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:04,4,2700,1842.6,1.18,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:05,4,2700,1843.6,1.19,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:06,4,2700,1844.6,1.19,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:07,4,2700,1845.6,1.19,13.3,9,11.3,0.136,10,0.1,1.11
,12:12:08,4,2700,1846.6,1.18,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:09,4,2700,1847.6,1.19,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:10,4,2700,1848.6,1.19,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:11,4,2700,1849.6,1.19,13.3,9,11.3,0.132,10,0.1,1.11
,12:12:12,4,2700,1850.6,1.19,13.3,9,11.3,0.136,10,0.1,1.11
,12:12:13,4,2700,1851.6,1.19,13.3,9,11.3,0.133,10,0.1,1.12
,12:12:14,4,2700,1852.6,1.19,13.3,9,11.2,0.133,10,0.1,1.12
,12:12:15,4,2700,1853.6,1.2,13.3,9,11.2,0.133,10,0.1,1.12
,12:12:16,4,2700,1854.6,1.2,13.3,9,11.2,0.134,10,0.1,1.12
,12:12:17,4,2700,1855.6,1.2,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:18,4,2700,1856.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:19,4,2700,1857.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:20,4,2700,1858.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:21,4,2700,1859.6,1.21,13.3,9,11.2,0.139,10,0.1,1.13
,12:12:22,4,2700,1860.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:23,4,2700,1861.6,1.21,13.3,9,11.2,0.135,10,0.1,1.14
,12:12:24,4,2700,1862.6,1.22,13.3,9,11.2,0.132,10,0.1,1.14
,12:12:25,4,2700,1863.6,1.21,13.3,9,11.2,0.131,10,0.1,1.13
,12:12:26,4,2700,1864.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:27,4,2700,1865.6,1.2,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:28,4,2700,1866.6,1.21,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:29,4,2700,1867.6,1.21,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:30,4,2700,1868.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:31,4,2700,1869.6,1.21,13.3,9,11.2,0.135,10,0.1,1.14
,12:12:32,4,2700,1870.6,1.22,13.3,9,11.2,0.132,10,0.1,1.14
,12:12:33,4,2700,1871.6,1.22,13.3,9,11.2,0.132,10,0.1,1.14
,12:12:34,4,2700,1872.6,1.22,13.3,9,11.2,0.129,10,0.1,1.14
,12:12:35,4,2700,1873.6,1.22,13.3,9,11.2,0.132,10,0.1,1.14
,12:12:36,4,2700,1874.6,1.22,13.3,9,11.2,0.128,10,0.1,1.14
,12:12:37,4,2700,1875.6,1.22,13.3,9,11.2,0.129,10,0.1,1.14
,12:12:38,4,2700,1876.6,1.22,13.3,9,11.2,0.129,10,0.1,1.14
,12:12:39,4,2700,1877.6,1.21,13.3,9,11.2,0.128,10,0.1,1.14
,12:12:40,4,2700,1878.6,1.2,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:41,4,2700,1879.6,1.19,13.3,9,11.2,0.133,10,0.1,1.11
,12:12:42,4,2700,1880.6,1.18,13.3,9,11.2,0.135,10,0.1,1.1
,12:12:43,4,2700,1881.6,1.17,13.3,9,11.2,0.134,10,0.1,1.1
,12:12:44,4,2700,1882.6,1.17,13.3,9,11.2,0.134,10,0.1,1.09
,12:12:45,4,2700,1883.6,1.17,13.3,9,11.2,0.134,10,0.1,1.1
,12:12:46,4,2700,1884.6,1.17,13.3,9,11.2,0.134,10,0.1,1.1
,12:12:47,4,2700,1885.6,1.18,13.3,9,11.2,0.135,10,0.1,1.1
,12:12:48,4,2700,1886.6,1.19,13.3,9,11.2,0.133,10,0.1,1.12
,12:12:49,4,2700,1887.6,1.2,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:50,4,2700,1888.6,1.2,13.3,9,11.2,0.137,10,0.1,1.12
,12:12:51,4,2700,1889.6,1.19,13.3,9,11.2,0.137,10,0.1,1.11
,12:12:52,4,2700,1890.6,1.19,13.3,9,11.2,0.136,10,0.1,1.11
,12:12:53,4,2700,1891.6,1.2,13.3,9,11.2,0.133,10,0.1,1.12
,12:12:54,4,2700,1892.6,1.2,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:55,4,2700,1893.6,1.21,13.3,9,11.2,0.134,10,0.1,1.13
,12:12:56,4,2700,1894.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:57,4,2700,1895.6,1.21,13.3,9,11.2,0.135,10,0.1,1.13
,12:12:58,4,2700,1896.6,1.21,13.3,9,11.2,0.131,10,0.1,1.13
,12:12:59,4,2700,1897.6,1.21,13.3,9,11.2,0.132,10,0.1,1.14
,12:13:00,4,2700,1898.6,1.22,13.3,9,11.2,0.132,10,0.1,1.14
,12:13:01,4,2700,1899.6,1.22,13.3,9,11.2,0.136,10,0.1,1.14
,12:13:02,4,2700,1900.6,1.22,13.3,9,11.2,0.132,10,0.1,1.14
,12:13:03,4,2700,1901.6,1.22,13.3,9,11.2,0.129,10,0.1,1.14
,12:13:04,4,2700,1902.6,1.22,13.3,9,11.2,0.129,10,0.1,1.14
,12:13:05,4,2700,1903.6,1.21,13.3,10,11.2,0.125,10,0.1,1.14
,12:13:06,4,2700,1904.6,1.21,13.3,10,11.2,0.124,10,0.1,1.13
,12:13:07,4,2700,1905.6,1.2,13.3,9,11.2,0.127,10,0.1,1.13
,12:13:08,4,2700,1906.6,1.2,13.3,9,11.2,0.13,10,0.1,1.12
,12:13:09,4,2700,1907.6,1.2,13.3,9,11.2,0.133,10,0.1,1.12
,12:13:10,4,2700,1908.6,1.2,13.3,9,11.2,0.133,10,0.1,1.12
,12:13:11,4,2700,1909.6,1.2,13.3,9,11.2,0.134,10,0.1,1.12
,12:13:12,4,2700,1910.6,1.2,13.3,9,11.3,0.134,10,0.1,1.12
,12:13:13,4,2700,1911.6,1.2,13.3,9,11.3,0.134,10,0.1,1.13
,12:13:14,4,2700,1912.6,1.2,13.3,9,11.3,0.134,10,0.1,1.13
,12:13:15,4,2700,1913.6,1.2,13.3,9,11.3,0.134,10,0.1,1.12
,12:13:16,4,2700,1914.6,1.2,13.3,9,11.3,0.133,10,0.1,1.12
,12:13:17,4,2700,1915.6,1.2,13.3,9,11.3,0.134,10,0.1,1.12
,12:13:18,4,2700,1916.6,1.2,13.3,9,11.3,0.133,10,0.1,1.12
,12:13:19,4,2700,1917.6,1.2,13.3,9,11.3,0.134,10,0.1,1.12
,12:13:20,4,2700,1918.6,1.19,13.3,9,11.3,0.133,10,0.1,1.12
,12:13:21,4,2700,1919.6,1.19,13.3,9,11.3,0.129,10,0.1,1.12
,12:13:22,4,2700,1920.6,1.19,13.3,9,11.3,0.125,10,0.1,1.11
,12:13:23,4,2700,1921.6,1.19,13.3,9,11.3,0.125,10,0.1,1.11
,12:13:24,4,2700,1922.6,1.19,13.3,10,11.3,0.122,10,0.1,1.12
,12:13:25,4,2700,1923.6,1.19,13.3,9,11.3,0.125,10,0.1,1.11
,12:13:26,4,2700,1924.6,1.18,13.3,9,11.3,0.124,10,0.1,1.1
,12:13:27,4,2700,1925.6,1.17,13.3,9,11.4,0.13,10,0.1,1.09
,12:13:28,4,2700,1926.6,1.16,13.3,9,11.4,0.13,10,0.1,1.09
,12:13:29,4,2700,1927.6,1.16,13.3,9,11.4,0.133,10,0.1,1.09
,12:13:30,4,2700,1928.6,1.16,13.3,9,11.4,0.133,10,0.1,1.09
,12:13:31,4,2700,1929.6,1.17,13.3,9,11.4,0.13,10,0.1,1.09
,12:13:32,4,2700,1930.6,1.16,13.3,9,11.4,0.13,10,0.1,1.09
,12:13:33,4,2700,1931.6,1.16,13.3,9,11.4,0.133,10,0.1,1.09
,12:13:34,4,2700,1932.6,1.16,13.3,9,11.4,0.133,10,0.1,1.09
,12:13:35,4,2700,1933.6,1.16,13.3,9,11.4,0.133,10,0.1,1.09
,12:13:36,4,2700,1934.6,1.16,13.3,9,11.4,0.133,10,0.1,1.09
,12:13:37,4,2700,1935.6,1.17,13.3,9,11.4,0.134,10,0.1,1.09
,12:13:38,4,2700,1936.6,1.17,13.3,9,11.5,0.135,10,0.1,1.1
,12:13:39,4,2700,1937.6,1.18,13.3,9,11.5,0.132,10,0.1,1.11
,12:13:40,4,2700,1938.6,1.19,13.3,9,11.5,0.132,10,0.1,1.11
,12:13:41,4,2700,1939.6,1.19,13.3,9,11.5,0.132,10,0.1,1.11
,12:13:42,4,2700,1940.6,1.18,13.3,9,11.5,0.132,10,0.1,1.11
,12:13:43,4,2700,1941.6,1.18,13.3,9,11.5,0.132,10,0.1,1.11
,12:13:44,4,2700,1942.6,1.18,13.3,9,11.5,0.131,10,0.1,1.1
,12:13:45,4,2700,1943.6,1.18,13.3,9,11.5,0.131,10,0.1,1.1
,12:13:46,4,2700,1944.6,1.18,13.3,9,11.5,0.132,10,0.1,1.11
,12:13:47,4,2700,1945.6,1.19,13.3,9,11.5,0.133,10,0.1,1.12
,12:13:48,4,2700,1946.6,1.2,13.3,9,11.5,0.134,10,0.1,1.12
,12:13:49,4,2700,1947.6,1.2,13.3,9,11.6,0.134,10,0.1,1.13
,12:13:50,4,2700,1948.6,1.2,13.3,9,11.6,0.134,10,0.1,1.13
,12:13:51,4,2700,1949.6,1.2,13.3,9,11.6,0.134,10,0.1,1.13
,12:13:52,4,2700,1950.6,1.21,13.3,9,11.6,0.134,10,0.1,1.13
,12:13:53,4,2700,1951.6,1.21,13.3,9,11.6,0.134,10,0.1,1.13
,12:13:54,4,2700,1952.6,1.21,13.3,9,11.6,0.135,10,0.1,1.13
,12:13:55,4,2700,1953.6,1.21,13.3,9,11.6,0.135,10,0.1,1.13
,12:13:56,4,2700,1954.6,1.21,13.3,9,11.6,0.135,10,0.1,1.14
,12:13:57,4,2700,1955.6,1.21,13.3,9,11.7,0.135,10,0.1,1.14
,12:13:58,4,2700,1956.6,1.22,13.3,9,11.7,0.132,10,0.1,1.14
,12:13:59,4,2700,1957.6,1.22,13.3,9,11.7,0.132,10,0.1,1.14
,12:14:00,4,2700,1958.6,1.22,13.3,9,11.7,0.132,10,0.1,1.14
,12:14:01,4,2700,1959.6,1.21,13.3,9,11.7,0.135,10,0.1,1.14
,12:14:02,4,2700,1960.6,1.21,13.3,9,11.7,0.139,10,0.1,1.13
,12:14:03,4,2700,1961.6,1.21,13.3,9,11.7,0.134,10,0.1,1.13
,12:14:04,4,2700,1962.6,1.21,13.3,9,11.7,0.135,10,0.1,1.13
,12:14:05,4,2700,1963.6,1.21,13.3,9,11.7,0.135,10,0.1,1.13
,12:14:06,4,2700,1964.6,1.21,13.3,9,11.8,0.131,10,0.1,1.13
,12:14:07,4,2700,1965.6,1.21,13.3,9,11.8,0.131,10,0.1,1.13
,12:14:08,4,2700,1966.6,1.21,13.3,9,11.8,0.131,10,0.1,1.13
,12:14:09,4,2700,1967.6,1.21,13.3,9,11.8,0.131,10,0.1,1.13
,12:14:10,4,2700,1968.6,1.2,13.3,9,11.8,0.126,10,0.1,1.12
,12:14:11,4,2700,1969.6,1.19,13.3,9,11.8,0.125,10,0.1,1.11
,12:14:12,4,2700,1970.6,1.19,13.3,9,11.8,0.125,10,0.1,1.11
,12:14:13,4,2700,1971.6,1.19,13.3,9,11.9,0.125,10,0.1,1.11
,12:14:14,4,2700,1972.6,1.19,13.3,9,11.9,0.125,10,0.1,1.12
,12:14:15,4,2700,1973.6,1.19,13.3,9,11.9,0.125,10,0.1,1.11
,12:14:16,4,2700,1974.6,1.18,13.3,9,11.9,0.128,10,0.1,1.11
,12:14:17,4,2700,1975.6,1.17,13.3,9,11.9,0.127,10,0.1,1.1
,12:14:18,4,2700,1976.6,1.17,13.3,9,11.9,0.127,10,0.1,1.09
,12:14:19,4,2700,1977.6,1.17,13.3,9,11.9,0.126,10,0.1,1.09
,12:14:20,4,2700,1978.6,1.16,13.3,9,12,0.126,10,0.1,1.09
,12:14:21,4,2700,1979.6,1.16,13.3,9,12,0.125,10,0.1,1.08
,12:14:22,4,2700,1980.6,1.16,13.3,9,12,0.125,10,0.1,1.08
,12:14:23,4,2700,1981.6,1.16,13.3,9,12,0.125,10,0.1,1.08
,12:14:24,4,2700,1982.6,1.16,13.3,9,12,0.125,10,0.1,1.08
,12:14:25,4,2700,1983.6,1.16,13.3,9,12,0.125,10,0.1,1.08
,12:14:26,4,2700,1984.6,1.15,13.3,9,12,0.128,10,0.1,1.08
,12:14:27,4,2700,1985.6,1.14,13.3,9,12,0.131,10,0.1,1.07
,12:14:28,4,2700,1986.6,1.14,13.3,9,12.1,0.131,10,0.1,1.07
,12:14:29,4,2700,1987.6,1.14,13.3,9,12.1,0.131,10,0.1,1.07
,12:14:30,4,2700,1988.6,1.15,13.3,9,12.1,0.132,10,0.1,1.07
,12:14:31,4,2700,1989.6,1.15,13.3,9,12.1,0.132,10,0.1,1.08
,12:14:32,4,2700,1990.6,1.16,13.3,9,12.1,0.133,10,0.1,1.09
,12:14:33,4,2700,1991.6,1.17,13.3,9,12.1,0.134,10,0.1,1.09
,12:14:34,4,2700,1992.6,1.18,13.3,9,12.2,0.135,10,0.1,1.1
,12:14:35,4,2700,1993.6,1.18,13.3,9,12.2,0.131,10,0.1,1.1
,12:14:36,4,2700,1994.6,1.18,13.3,9,12.2,0.135,10,0.1,1.1
,12:14:37,4,2700,1995.6,1.18,13.3,9,12.2,0.135,10,0.1,1.1
,12:14:38,4,2700,1996.6,1.18,13.3,9,12.2,0.135,10,0.1,1.11
,12:14:39,4,2700,1997.6,1.19,13.3,9,12.2,0.136,10,0.1,1.11
,12:14:40,4,2700,1998.6,1.19,13.3,9,12.3,0.137,10,0.1,1.12
,12:14:41,4,2700,1999.6,1.19,13.3,9,12.3,0.137,10,0.1,1.12
,12:14:42,4,2700,2000.6,1.2,13.3,9,12.3,0.138,10,0.1,1.12
,12:14:43,4,2700,2001.6,1.2,13.3,9,12.3,0.134,10,0.1,1.13
,12:14:44,4,2700,2002.6,1.21,13.3,9,12.3,0.135,10,0.1,1.13
,12:14:45,4,2700,2003.6,1.21,13.3,9,12.3,0.131,10,0.1,1.13
,12:14:46,4,2700,2004.6,1.2,13.3,9,12.3,0.134,10,0.1,1.12
,12:14:47,4,2700,2005.6,1.2,13.3,9,12.3,0.134,10,0.1,1.13
,12:14:48,4,2700,2006.6,1.2,13.3,9,12.4,0.134,10,0.1,1.13
,12:14:49,4,2700,2007.6,1.2,13.3,9,12.4,0.13,10,0.1,1.13
,12:14:50,4,2700,2008.6,1.2,13.3,9,12.4,0.127,10,0.1,1.13
,12:14:51,4,2700,2009.6,1.2,13.3,9,12.4,0.127,10,0.1,1.13
,12:14:52,4,2700,2010.6,1.2,13.3,9,12.4,0.127,10,0.1,1.13
,12:14:53,4,2700,2011.6,1.2,13.3,9,12.4,0.13,10,0.1,1.12
,12:14:54,4,2700,2012.6,1.2,13.3,9,12.4,0.13,10,0.1,1.12
,12:14:55,4,2700,2013.6,1.19,13.3,9,12.5,0.133,10,0.1,1.12
,12:14:56,4,2700,2014.6,1.19,13.3,9,12.5,0.133,10,0.1,1.12
,12:14:57,4,2700,2015.6,1.2,13.3,9,12.5,0.134,10,0.1,1.12
,12:14:58,4,2700,2016.6,1.2,13.3,9,12.5,0.138,10,0.1,1.13
,12:14:59,4,2700,2017.6,1.2,13.3,9,12.5,0.138,10,0.1,1.13
,12:15:00,4,2700,2018.6,1.2,13.3,9,12.6,0.134,10,0.1,1.13
,12:15:01,4,2700,2019.6,1.21,13.3,9,12.6,0.134,10,0.1,1.13
,12:15:02,4,2700,2020.6,1.21,13.3,9,12.6,0.135,10,0.1,1.13
,12:15:03,4,2700,2021.6,1.21,13.3,9,12.6,0.135,10,0.1,1.13
,12:15:04,4,2700,2022.6,1.21,13.3,9,12.6,0.131,10,0.1,1.13
,12:15:05,4,2700,2023.6,1.21,13.3,9,12.6,0.134,10,0.1,1.13
,12:15:06,4,2700,2024.6,1.2,13.3,9,12.6,0.134,10,0.1,1.13
,12:15:07,4,2700,2025.6,1.2,13.3,9,12.6,0.134,10,0.1,1.13
,12:15:08,4,2700,2026.6,1.2,13.3,9,12.7,0.134,10,0.1,1.13
,12:15:09,4,2700,2027.6,1.21,13.3,9,12.7,0.131,10,0.1,1.13
,12:15:10,4,2700,2028.6,1.2,13.3,9,12.7,0.127,10,0.1,1.13
,12:15:11,4,2700,2029.6,1.2,13.3,9,12.7,0.13,10,0.1,1.13
,12:15:12,4,2700,2030.6,1.2,13.3,9,12.7,0.133,10,0.1,1.12
,12:15:13,4,2700,2031.6,1.2,13.3,9,12.7,0.133,10,0.1,1.12
,12:15:14,4,2700,2032.6,1.2,13.3,9,12.8,0.133,10,0.1,1.12
,12:15:15,4,2700,2033.6,1.2,13.3,9,12.8,0.138,10,0.1,1.13
,12:15:16,4,2700,2034.6,1.21,13.3,9,12.8,0.135,10,0.1,1.13
,12:15:17,4,2700,2035.6,1.21,13.3,9,12.8,0.135,10,0.1,1.14
,12:15:18,4,2700,2036.6,1.21,13.3,9,12.8,0.135,10,0.1,1.13
,12:15:19,4,2700,2037.6,1.2,13.3,9,12.8,0.13,10,0.1,1.13
,12:15:20,4,2700,2038.6,1.2,13.3,9,12.8,0.13,10,0.1,1.13
,12:15:21,4,2700,2039.6,1.2,13.3,9,12.8,0.13,10,0.1,1.12
,12:15:22,4,2700,2040.6,1.2,13.3,9,12.8,0.134,10,0.1,1.12
,12:15:23,4,2700,2041.6,1.2,13.3,9,12.8,0.133,10,0.1,1.12
,12:15:24,4,2700,2042.6,1.19,13.3,9,12.9,0.133,10,0.1,1.12
,12:15:25,4,2700,2043.6,1.19,13.3,9,12.9,0.133,10,0.1,1.12
,12:15:26,4,2700,2044.6,1.19,13.3,9,12.9,0.133,10,0.1,1.12
,12:15:27,4,2700,2045.6,1.2,13.3,9,12.9,0.13,10,0.1,1.12
,12:15:28,4,2700,2046.6,1.2,13.3,9,12.9,0.13,10,0.1,1.13
,12:15:29,4,2700,2047.6,1.21,13.3,9,12.9,0.127,10,0.1,1.13
,12:15:30,4,2700,2048.6,1.21,13.3,9,12.9,0.131,10,0.1,1.13
,12:15:31,4,2700,2049.6,1.21,13.3,9,12.9,0.134,10,0.1,1.13
,12:15:32,4,2700,2050.6,1.2,13.3,9,13,0.138,10,0.1,1.13
,12:15:33,4,2700,2051.6,1.2,13.3,9,13,0.133,10,0.1,1.12
,12:15:34,4,2700,2052.6,1.19,13.3,9,13,0.133,10,0.1,1.12
,12:15:35,4,2700,2053.6,1.19,13.3,9,13,0.137,10,0.1,1.12
,12:15:36,4,2700,2054.6,1.19,13.3,9,13,0.133,10,0.1,1.12
,12:15:37,4,2700,2055.6,1.2,13.3,9,13,0.133,10,0.1,1.12
,12:15:38,4,2700,2056.6,1.2,13.3,9,13,0.134,10,0.1,1.13
,12:15:39,4,2700,2057.6,1.2,13.3,9,13,0.134,10,0.1,1.13
,12:15:40,4,2700,2058.6,1.2,13.3,9,13,0.134,10,0.1,1.13
,12:15:41,4,2700,2059.6,1.21,13.3,9,13,0.134,10,0.1,1.13
,12:15:42,4,2700,2060.6,1.21,13.3,9,13,0.134,10,0.1,1.13
,12:15:43,4,2700,2061.6,1.2,13.3,9,13.1,0.13,10,0.1,1.13
,12:15:44,4,2700,2062.6,1.2,13.3,9,13.1,0.13,10,0.1,1.13
,12:15:45,4,2700,2063.6,1.2,13.3,9,13.1,0.127,10,0.1,1.12
,12:15:46,4,2700,2064.6,1.2,13.3,9,13.1,0.126,10,0.1,1.12
,12:15:47,4,2700,2065.6,1.19,13.3,9,13.1,0.129,10,0.1,1.12
,12:15:48,4,2700,2066.6,1.19,13.3,9,13.1,0.133,10,0.1,1.12
,12:15:49,4,2700,2067.6,1.19,13.3,9,13.1,0.133,10,0.1,1.12
,12:15:50,4,2700,2068.6,1.19,13.3,9,13.1,0.129,10,0.1,1.12
,12:15:51,4,2700,2069.6,1.19,13.3,9,13.1,0.129,10,0.1,1.12
,12:15:52,4,2700,2070.6,1.19,13.3,9,13.1,0.133,10,0.1,1.12
,12:15:53,4,2700,2071.6,1.19,13.3,9,13.1,0.133,10,0.1,1.12
,12:15:54,4,2700,2072.6,1.19,13.3,9,13.1,0.132,10,0.1,1.11
,12:15:55,4,2700,2073.6,1.19,13.3,9,13.1,0.133,10,0.1,1.12
,12:15:56,4,2700,2074.6,1.19,13.3,9,13.2,0.133,10,0.1,1.12
,12:15:57,4,2700,2075.6,1.19,13.3,9,13.2,0.133,10,0.1,1.12
,12:15:58,4,2700,2076.6,1.19,13.3,9,13.2,0.126,10,0.1,1.12
,12:15:59,4,2700,2077.6,1.19,13.3,9,13.2,0.126,10,0.1,1.12
,12:16:00,4,2700,2078.6,1.19,13.3,9,13.2,0.129,10,0.1,1.11
,12:16:01,4,2700,2079.6,1.19,13.3,9,13.2,0.132,10,0.1,1.11
,12:16:02,4,2700,2080.6,1.18,13.3,9,13.2,0.136,10,0.1,1.11
,12:16:03,4,2700,2081.6,1.18,13.3,9,13.2,0.136,10,0.1,1.11
,12:16:04,4,2700,2082.6,1.19,13.3,9,13.2,0.136,10,0.1,1.11
,12:16:05,4,2700,2083.6,1.19,13.3,9,13.2,0.137,10,0.1,1.12
,12:16:06,4,2700,2084.6,1.2,13.3,9,13.2,0.138,10,0.1,1.13
,12:16:07,4,2700,2085.6,1.2,13.3,9,13.2,0.138,10,0.1,1.13
,12:16:08,4,2700,2086.6,1.21,13.3,9,13.2,0.135,10,0.1,1.13
,12:16:09,4,2700,2087.6,1.21,13.3,9,13.2,0.135,10,0.1,1.14
,12:16:10,4,2700,2088.6,1.22,13.3,9,13.2,0.136,10,0.1,1.14
,12:16:11,4,2700,2089.6,1.22,13.3,9,13.2,0.136,10,0.1,1.15
,12:16:12,4,2700,2090.6,1.22,13.3,9,13.2,0.136,10,0.1,1.15
,12:16:13,4,2700,2091.6,1.23,13.3,9,13.2,0.137,10,0.1,1.15
,12:16:14,4,2700,2092.6,1.23,13.3,9,13.2,0.133,10,0.1,1.15
,12:16:15,4,2700,2093.6,1.22,13.3,9,13.2,0.132,10,0.1,1.14
,12:16:16,4,2700,2094.6,1.21,13.3,9,13.2,0.128,10,0.1,1.13
,12:16:17,4,2700,2095.6,1.2,13.3,9,13.2,0.127,10,0.1,1.13
,12:16:18,4,2700,2096.6,1.2,13.3,9,13.2,0.13,10,0.1,1.12
,12:16:19,4,2700,2097.6,1.19,13.3,9,13.2,0.132,10,0.1,1.11
,12:16:20,4,2700,2098.6,1.18,13.3,9,13.2,0.132,10,0.1,1.11
,12:16:21,4,2700,2099.6,1.18,13.3,9,13.2,0.135,10,0.1,1.1
,12:16:22,4,2700,2100.6,1.18,13.3,9,13.2,0.131,10,0.1,1.1
,12:16:23,4,2700,2101.6,1.17,13.3,9,13.2,0.131,10,0.1,1.1
,12:16:24,4,2700,2102.6,1.17,13.3,9,13.2,0.131,10,0.1,1.1
,12:16:25,4,2700,2103.6,1.17,13.3,9,13.2,0.135,10,0.1,1.1
