Data file,,RA0.3_HEF_12C_002_45MINS.TSV,,,,,,,,,,
,12:10:32,4,2700,546.7,1.75,13.3,9,11.4,0.195,10,0.3,1.64
,12:10:33,4,2700,547.7,1.75,13.3,9,11.5,0.201,10,0.3,1.64
,12:10:34,4,2700,548.7,1.75,13.3,9,11.5,0.201,10,0.3,1.64
,12:10:35,4,2700,549.7,1.75,13.3,9,11.5,0.201,10,0.3,1.64
,12:10:36,4,2700,550.7,1.76,13.3,9,11.5,0.196,10,0.3,1.64
,12:10:37,4,2700,551.7,1.76,13.3,9,11.5,0.196,10,0.3,1.65
,12:10:38,4,2700,552.7,1.76,13.3,9,11.5,0.196,10,0.3,1.65
,12:10:39,4,2700,553.7,1.76,13.3,9,11.5,0.19,10,0.3,1.64
,12:10:40,4,2700,554.7,1.75,13.3,9,11.6,0.185,10,0.3,1.64
,12:10:41,4,2700,555.7,1.75,13.3,9,11.6,0.189,10,0.3,1.64
,12:10:42,4,2700,556.7,1.75,13.3,9,11.6,0.195,10,0.3,1.64
,12:10:43,4,2700,557.7,1.76,13.3,9,11.6,0.202,10,0.3,1.65
,12:10:44,4,2700,558.7,1.78,13.3,9,11.7,0.204,10,0.3,1.67
,12:10:45,4,2700,559.7,1.8,13.3,9,11.7,0.207,10,0.3,1.69
,12:10:46,4,2700,560.7,1.82,13.3,9,11.7,0.202,10,0.3,1.7
,12:10:47,4,2700,561.7,1.82,13.3,9,11.7,0.203,10,0.3,1.7
,12:10:48,4,2700,562.7,1.81,13.3,9,11.7,0.202,10,0.3,1.7
,12:10:49,4,2700,563.7,1.81,13.3,9,11.8,0.202,10,0.3,1.69
,12:10:50,4,2700,564.7,1.8,13.3,9,11.8,0.201,10,0.3,1.69
,12:10:51,4,2700,565.7,1.8,13.3,9,11.8,0.201,10,0.3,1.69
,12:10:52,4,2700,566.7,1.8,13.3,9,11.8,0.195,10,0.3,1.69
,12:10:53,4,2700,567.7,1.8,13.3,9,11.9,0.19,10,0.3,1.69
,12:10:54,4,2700,568.7,1.8,13.3,9,11.9,0.195,10,0.3,1.68
,12:10:55,4,2700,569.7,1.79,13.3,9,11.9,0.2,10,0.3,1.68
,12:10:56,4,2700,570.7,1.79,13.3,9,11.9,0.199,10,0.3,1.67
,12:10:57,4,2700,571.7,1.78,13.3,9,11.9,0.199,10,0.3,1.67
,12:10:58,4,2700,572.7,1.79,13.3,9,11.9,0.199,10,0.3,1.67
,12:10:59,4,2700,573.7,1.79,13.3,9,12,0.199,10,0.3,1.67
,12:11:00,4,2700,574.7,1.79,13.3,9,12,0.205,10,0.3,1.68
,12:11:01,4,2700,575.7,1.79,13.3,9,12,0.205,10,0.3,1.68
,12:11:02,4,2700,576.7,1.79,13.3,9,12,0.206,10,0.3,1.68
,12:11:03,4,2700,577.7,1.79,13.3,9,12,0.194,10,0.3,1.68
,12:11:04,4,2700,578.7,1.8,13.3,9,12.1,0.189,10,0.3,1.68
,12:11:05,4,2700,579.7,1.8,13.3,10,12.1,0.185,10,0.3,1.69
,12:11:06,4,2700,580.7,1.8,13.3,10,12.1,0.184,10,0.3,1.68
,12:11:07,4,2700,581.7,1.79,13.3,9,12.1,0.194,10,0.3,1.68
,12:11:08,4,2700,582.7,1.78,13.3,9,12.2,0.198,10,0.3,1.66
,12:11:09,4,2700,583.7,1.76,13.3,9,12.2,0.202,10,0.3,1.65
,12:11:10,4,2700,584.7,1.75,13.3,9,12.2,0.201,10,0.3,1.64
,12:11:11,4,2700,585.7,1.75,13.3,9,12.2,0.195,10,0.3,1.64
,12:11:12,4,2700,586.7,1.75,13.3,9,12.2,0.195,10,0.3,1.64
,12:11:13,4,2700,587.7,1.75,13.3,9,12.3,0.189,10,0.3,1.64
,12:11:14,4,2700,588.7,1.75,13.3,9,12.3,0.184,10,0.3,1.64
,12:11:15,4,2700,589.7,1.75,13.3,9,12.3,0.184,10,0.3,1.64
,12:11:16,4,2700,590.7,1.75,13.3,9,12.3,0.189,10,0.3,1.64
,12:11:17,4,2700,591.7,1.75,13.3,9,12.3,0.195,10,0.3,1.64
,12:11:18,4,2700,592.7,1.75,13.3,9,12.3,0.195,10,0.3,1.63
,12:11:19,4,2700,593.7,1.75,13.3,9,12.3,0.195,10,0.3,1.63
,12:11:20,4,2700,594.7,1.75,13.3,9,12.4,0.195,10,0.3,1.64
,12:11:21,4,2700,595.7,1.75,13.3,9,12.4,0.195,10,0.3,1.64
,12:11:22,4,2700,596.7,1.76,13.3,9,12.4,0.196,10,0.3,1.64
,12:11:23,4,2700,597.7,1.76,13.3,9,12.4,0.191,10,0.3,1.65
,12:11:24,4,2700,598.7,1.76,13.3,9,12.4,0.191,10,0.3,1.65
,12:11:25,4,2700,599.7,1.76,13.3,9,12.5,0.19,10,0.3,1.64
,12:11:26,4,2700,600.7,1.75,13.3,9,12.5,0.195,10,0.3,1.64
,12:11:27,4,2700,601.7,1.75,13.3,9,12.5,0.195,10,0.3,1.64
,12:11:28,4,2700,602.7,1.75,13.3,9,12.5,0.195,10,0.3,1.64
,12:11:29,4,2700,603.7,1.75,13.3,9,12.6,0.195,10,0.3,1.63
,12:11:30,4,2700,604.7,1.74,13.3,9,12.6,0.194,10,0.3,1.63
,12:11:31,4,2700,605.7,1.74,13.3,9,12.6,0.194,10,0.3,1.63
,12:11:32,4,2700,606.7,1.74,13.3,9,12.6,0.189,10,0.3,1.63
,12:11:33,4,2700,607.7,1.74,13.3,9,12.6,0.189,10,0.3,1.63
,12:11:34,4,2700,608.7,1.74,13.3,9,12.6,0.194,10,0.3,1.63
,12:11:35,4,2700,609.7,1.73,13.3,9,12.6,0.199,10,0.3,1.62
,12:11:36,4,2700,610.7,1.73,13.3,9,12.6,0.193,10,0.3,1.62
,12:11:37,4,2700,611.7,1.74,13.3,9,12.7,0.193,10,0.3,1.62
,12:11:38,4,2700,612.7,1.74,13.3,9,12.7,0.194,10,0.3,1.63
,12:11:39,4,2700,613.7,1.74,13.3,9,12.7,0.194,10,0.3,1.63
,12:11:40,4,2700,614.7,1.74,13.3,9,12.7,0.194,10,0.3,1.63
,12:11:41,4,2700,615.7,1.74,13.3,9,12.8,0.188,10,0.3,1.62
,12:11:42,4,2700,616.7,1.73,13.3,10,12.8,0.178,10,0.3,1.62
,12:11:43,4,2700,617.7,1.73,13.3,9,12.8,0.182,10,0.3,1.62
,12:11:44,4,2700,618.7,1.72,13.3,9,12.8,0.192,10,0.3,1.61
,12:11:45,4,2700,619.7,1.72,13.3,9,12.8,0.197,10,0.3,1.61
,12:11:46,4,2700,620.7,1.71,13.3,9,12.8,0.191,10,0.3,1.61
,12:11:47,4,2700,621.7,1.71,13.3,9,12.9,0.191,10,0.3,1.6
,12:11:48,4,2700,622.7,1.71,13.3,9,12.9,0.191,10,0.3,1.61
,12:11:49,4,2700,623.7,1.72,13.3,9,12.9,0.186,10,0.3,1.61
,12:11:50,4,2700,624.7,1.72,13.3,9,12.9,0.186,10,0.3,1.61
,12:11:51,4,2700,625.7,1.71,13.3,9,12.9,0.186,10,0.3,1.61
,12:11:52,4,2700,626.7,1.71,13.3,9,12.9,0.186,10,0.3,1.61
,12:11:53,4,2700,627.7,1.71,13.3,9,12.9,0.191,10,0.3,1.6
,12:11:54,4,2700,628.7,1.71,13.3,9,12.9,0.191,10,0.3,1.6
,12:11:55,4,2700,629.7,1.71,13.3,9,12.9,0.191,10,0.3,1.6
,12:11:56,4,2700,630.7,1.71,13.3,9,13,0.196,10,0.3,1.6
,12:11:57,4,2700,631.7,1.71,13.3,9,13,0.196,10,0.3,1.6
,12:11:58,4,2700,632.7,1.71,13.3,9,13,0.191,10,0.3,1.61
,12:11:59,4,2700,633.7,1.72,13.3,9,13,0.191,10,0.3,1.61
,12:12:00,4,2700,634.7,1.71,13.3,9,13,0.186,10,0.3,1.61
,12:12:01,4,2700,635.7,1.71,13.3,9,13,0.185,10,0.3,1.6
,12:12:02,4,2700,636.7,1.71,13.3,9,13.1,0.185,10,0.3,1.6
,12:12:03,4,2700,637.7,1.71,13.3,9,13.1,0.185,10,0.3,1.6
,12:12:04,4,2700,638.7,1.71,13.3,9,13.1,0.19,10,0.3,1.6
,12:12:05,4,2700,639.7,1.71,13.3,9,13.1,0.196,10,0.3,1.6
,12:12:06,4,2700,640.7,1.71,13.3,9,13.1,0.196,10,0.3,1.6
,12:12:07,4,2700,641.7,1.71,13.3,9,13.1,0.19,10,0.3,1.6
,12:12:08,4,2700,642.7,1.71,13.3,9,13.1,0.191,10,0.3,1.61
,12:12:09,4,2700,643.7,1.71,13.3,9,13.1,0.191,10,0.3,1.61
,12:12:10,4,2700,644.7,1.71,13.3,9,13.2,0.186,10,0.3,1.61
,12:12:11,4,2700,645.7,1.72,13.3,9,13.2,0.186,10,0.3,1.61
,12:12:12,4,2700,646.7,1.72,13.3,9,13.2,0.186,10,0.3,1.61
,12:12:13,4,2700,647.7,1.71,13.3,9,13.2,0.191,10,0.3,1.6
,12:12:14,4,2700,648.7,1.71,13.3,9,13.2,0.19,10,0.3,1.6
,12:12:15,4,2700,649.7,1.71,13.3,9,13.2,0.19,10,0.3,1.6
,12:12:16,4,2700,650.7,1.71,13.3,9,13.2,0.191,10,0.3,1.61
,12:12:17,4,2700,651.7,1.72,13.3,9,13.2,0.192,10,0.3,1.61
,12:12:18,4,2700,652.7,1.73,13.3,9,13.2,0.192,10,0.3,1.62
,12:12:19,4,2700,653.7,1.73,13.3,9,13.2,0.193,10,0.3,1.62
,12:12:20,4,2700,654.7,1.73,13.3,9,13.2,0.192,10,0.3,1.62
,12:12:21,4,2700,655.7,1.72,13.3,9,13.2,0.192,10,0.3,1.62
,12:12:22,4,2700,656.7,1.72,13.3,9,13.2,0.192,10,0.3,1.62
,12:12:23,4,2700,657.7,1.72,13.3,9,13.3,0.187,10,0.3,1.61
,12:12:24,4,2700,658.7,1.72,13.3,9,13.3,0.181,10,0.3,1.61
,12:12:25,4,2700,659.7,1.71,13.3,9,13.3,0.181,10,0.3,1.61
,12:12:26,4,2700,660.7,1.71,13.3,9,13.3,0.186,10,0.3,1.61
,12:12:27,4,2700,661.7,1.72,13.3,9,13.3,0.186,10,0.3,1.61
,12:12:28,4,2700,662.7,1.72,13.3,9,13.3,0.192,10,0.3,1.61
,12:12:29,4,2700,663.7,1.73,13.3,9,13.3,0.192,10,0.3,1.62
,12:12:30,4,2700,664.7,1.73,13.3,9,13.3,0.193,10,0.3,1.62
,12:12:31,4,2700,665.7,1.73,13.3,9,13.3,0.192,10,0.3,1.62
,12:12:32,4,2700,666.7,1.72,13.3,9,13.3,0.186,10,0.3,1.61
,12:12:33,4,2700,667.7,1.71,13.3,9,13.3,0.191,10,0.3,1.6
,12:12:34,4,2700,668.7,1.71,13.3,9,13.3,0.196,10,0.3,1.6
,12:12:35,4,2700,669.7,1.71,13.3,9,13.3,0.191,10,0.3,1.61
,12:12:36,4,2700,670.7,1.72,13.3,9,13.3,0.187,10,0.3,1.61
,12:12:37,4,2700,671.7,1.73,13.3,9,13.3,0.187,10,0.3,1.62
,12:12:38,4,2700,672.7,1.73,13.3,9,13.3,0.188,10,0.3,1.62
,12:12:39,4,2700,673.7,1.73,13.3,9,13.3,0.193,10,0.3,1.62
,12:12:40,4,2700,674.7,1.72,13.3,9,13.4,0.197,10,0.3,1.61
,12:12:41,4,2700,675.7,1.71,13.3,9,13.4,0.196,10,0.3,1.6
,12:12:42,4,2700,676.7,1.71,13.3,9,13.4,0.196,10,0.3,1.6
,12:12:43,4,2700,677.7,1.71,13.3,9,13.4,0.19,10,0.3,1.6
,12:12:44,4,2700,678.7,1.71,13.3,9,13.4,0.19,10,0.3,1.6
,12:12:45,4,2700,679.7,1.7,13.3,9,13.4,0.19,10,0.3,1.59
,12:12:46,4,2700,680.7,1.7,13.3,9,13.4,0.184,10,0.3,1.59
,12:12:47,4,2700,681.7,1.7,13.3,9,13.4,0.179,10,0.3,1.59
,12:12:48,4,2700,682.7,1.69,13.3,9,13.4,0.184,10,0.3,1.59
,12:12:49,4,2700,683.7,1.69,13.3,9,13.4,0.188,10,0.3,1.58
,12:12:50,4,2700,684.7,1.68,13.3,9,13.4,0.193,10,0.3,1.57
,12:12:51,4,2700,685.7,1.68,13.3,9,13.4,0.193,10,0.3,1.57
,12:12:52,4,2700,686.7,1.68,13.3,9,13.4,0.187,10,0.3,1.57
,12:12:53,4,2700,687.7,1.68,13.3,9,13.4,0.188,10,0.3,1.58
,12:12:54,4,2700,688.7,1.68,13.3,9,13.4,0.187,10,0.3,1.58
,12:12:55,4,2700,689.7,1.69,13.3,9,13.4,0.193,10,0.3,1.58
,12:12:56,4,2700,690.7,1.69,13.3,9,13.4,0.188,10,0.3,1.58
,12:12:57,4,2700,691.7,1.7,13.3,9,13.4,0.189,10,0.3,1.59
,12:12:58,4,2700,692.7,1.7,13.3,9,13.4,0.184,10,0.3,1.59
,12:12:59,4,2700,693.7,1.7,13.3,9,13.4,0.18,10,0.3,1.6
,12:13:00,4,2700,694.7,1.7,13.3,9,13.4,0.185,10,0.3,1.6
,12:13:01,4,2700,695.7,1.71,13.3,9,13.4,0.19,10,0.3,1.6
,12:13:02,4,2700,696.7,1.71,13.3,9,13.4,0.191,10,0.3,1.61
,12:13:03,4,2700,697.7,1.72,13.3,9,13.4,0.192,10,0.3,1.61
,12:13:04,4,2700,698.7,1.72,13.3,9,13.4,0.192,10,0.3,1.61
,12:13:05,4,2700,699.7,1.72,13.3,9,13.4,0.192,10,0.3,1.61
,12:13:06,4,2700,700.7,1.72,13.3,9,13.4,0.197,10,0.3,1.61
,12:13:07,4,2700,701.7,1.71,13.3,9,13.4,0.191,10,0.3,1.61
,12:13:08,4,2700,702.7,1.72,13.3,9,13.4,0.186,10,0.3,1.61
,12:13:09,4,2700,703.7,1.72,13.3,9,13.4,0.186,10,0.3,1.61
,12:13:10,4,2700,704.7,1.72,13.3,9,13.4,0.186,10,0.3,1.61
,12:13:11,4,2700,705.7,1.71,13.3,9,13.4,0.191,10,0.3,1.6
,12:13:12,4,2700,706.7,1.71,13.3,9,13.4,0.19,10,0.3,1.6
,12:13:13,4,2700,707.7,1.7,13.3,9,13.4,0.19,10,0.3,1.6
,12:13:14,4,2700,708.7,1.7,13.3,9,13.4,0.195,10,0.3,1.59
,12:13:15,4,2700,709.7,1.7,13.3,9,13.4,0.195,10,0.3,1.59
,12:13:16,4,2700,710.7,1.7,13.3,9,13.4,0.195,10,0.3,1.59
,12:13:17,4,2700,711.7,1.7,13.3,9,13.4,0.19,10,0.3,1.59
,12:13:18,4,2700,712.7,1.7,13.3,9,13.4,0.19,10,0.3,1.6
,12:13:19,4,2700,713.7,1.7,13.3,9,13.4,0.184,10,0.3,1.59
,12:13:20,4,2700,714.7,1.7,13.3,9,13.4,0.179,10,0.3,1.59
,12:13:21,4,2700,715.7,1.7,13.3,9,13.4,0.179,10,0.3,1.59
,12:13:22,4,2700,716.7,1.71,13.3,9,13.4,0.18,10,0.3,1.6
,12:13:23,4,2700,717.7,1.71,13.3,9,13.4,0.191,10,0.3,1.6
,12:13:24,4,2700,718.7,1.71,13.3,9,13.4,0.196,10,0.3,1.6
,12:13:25,4,2700,719.7,1.71,13.3,9,13.4,0.196,10,0.3,1.6
,12:13:26,4,2700,720.7,1.71,13.3,9,13.4,0.196,10,0.3,1.6
,12:13:27,4,2700,721.7,1.7,13.3,9,13.4,0.19,10,0.3,1.59
,12:13:28,4,2700,722.7,1.7,13.3,9,13.4,0.189,10,0.3,1.59
,12:13:29,4,2700,723.7,1.69,13.3,9,13.4,0.189,10,0.3,1.59
,12:13:30,4,2700,724.7,1.69,13.3,9,13.4,0.188,10,0.3,1.58
,12:13:31,4,2700,725.7,1.69,13.3,9,13.4,0.188,10,0.3,1.58
,12:13:32,4,2700,726.7,1.69,13.3,9,13.3,0.188,10,0.3,1.58
,12:13:33,4,2700,727.7,1.69,13.3,9,13.3,0.183,10,0.3,1.58
,12:13:34,4,2700,728.7,1.69,13.3,9,13.3,0.183,10,0.3,1.58
,12:13:35,4,2700,729.7,1.69,13.3,9,13.3,0.178,10,0.3,1.58
,12:13:36,4,2700,730.7,1.69,13.3,9,13.3,0.178,10,0.3,1.58
,12:13:37,4,2700,731.7,1.69,13.3,9,13.3,0.183,10,0.3,1.58
,12:13:38,4,2700,732.7,1.69,13.3,9,13.3,0.188,10,0.3,1.58
,12:13:39,4,2700,733.7,1.68,13.3,9,13.3,0.187,10,0.3,1.57
,12:13:40,4,2700,734.7,1.67,13.3,9,13.3,0.191,10,0.3,1.56
,12:13:41,4,2700,735.7,1.66,13.3,9,13.3,0.191,10,0.3,1.56
,12:13:42,4,2700,736.7,1.67,13.3,9,13.3,0.191,10,0.3,1.56
,12:13:43,4,2700,737.7,1.67,13.3,9,13.3,0.192,10,0.3,1.57
,12:13:44,4,2700,738.7,1.69,13.3,9,13.3,0.193,10,0.3,1.58
,12:13:45,4,2700,739.7,1.7,13.3,9,13.3,0.189,10,0.3,1.59
,12:13:46,4,2700,740.7,1.7,13.3,9,13.3,0.185,10,0.3,1.6
,12:13:47,4,2700,741.7,1.71,13.3,9,13.3,0.18,10,0.3,1.6
,12:13:48,4,2700,742.7,1.71,13.3,9,13.3,0.185,10,0.3,1.6
,12:13:49,4,2700,743.7,1.71,13.3,9,13.3,0.19,10,0.3,1.6
,12:13:50,4,2700,744.7,1.71,13.3,9,13.3,0.19,10,0.3,1.6
,12:13:51,4,2700,745.7,1.71,13.3,9,13.3,0.185,10,0.3,1.6
,12:13:52,4,2700,746.7,1.7,13.3,9,13.2,0.19,10,0.3,1.6
,12:13:53,4,2700,747.7,1.7,13.3,9,13.2,0.189,10,0.3,1.59
,12:13:54,4,2700,748.7,1.69,13.3,9,13.2,0.188,10,0.3,1.58
,12:13:55,4,2700,749.7,1.69,13.3,9,13.2,0.188,10,0.3,1.58
,12:13:56,4,2700,750.7,1.68,13.3,9,13.2,0.187,10,0.3,1.57
,12:13:57,4,2700,751.7,1.67,13.3,9,13.2,0.186,10,0.3,1.56
,12:13:58,4,2700,752.7,1.67,13.3,9,13.2,0.186,10,0.3,1.56
,12:13:59,4,2700,753.7,1.67,13.3,9,13.2,0.186,10,0.3,1.56
,12:14:00,4,2700,754.7,1.67,13.3,9,13.2,0.186,10,0.3,1.57
,12:14:01,4,2700,755.7,1.68,13.3,9,13.2,0.182,10,0.3,1.57
,12:14:02,4,2700,756.7,1.68,13.3,9,13.2,0.177,10,0.3,1.57
,12:14:03,4,2700,757.7,1.68,13.3,9,13.2,0.177,10,0.3,1.57
,12:14:04,4,2700,758.7,1.68,13.3,9,13.2,0.182,10,0.3,1.57
,12:14:05,4,2700,759.7,1.67,13.3,9,13.2,0.186,10,0.3,1.56
,12:14:06,4,2700,760.7,1.67,13.3,9,13.2,0.186,10,0.3,1.56
,12:14:07,4,2700,761.7,1.67,13.3,9,13.1,0.186,10,0.3,1.56
,12:14:08,4,2700,762.7,1.67,13.3,9,13.1,0.186,10,0.3,1.56
,12:14:09,4,2700,763.7,1.67,13.3,9,13.1,0.186,10,0.3,1.56
,12:14:10,4,2700,764.7,1.67,13.3,9,13.1,0.192,10,0.3,1.56
,12:14:11,4,2700,765.7,1.67,13.3,9,13.1,0.186,10,0.3,1.56
,12:14:12,4,2700,766.7,1.67,13.3,9,13.1,0.186,10,0.3,1.56
,12:14:13,4,2700,767.7,1.66,13.3,9,13.1,0.185,10,0.3,1.55
,12:14:14,4,2700,768.7,1.66,13.3,9,13.1,0.184,10,0.3,1.55
,12:14:15,4,2700,769.7,1.65,13.3,9,13.1,0.178,10,0.3,1.54
,12:14:16,4,2700,770.7,1.64,13.3,9,13.1,0.178,10,0.3,1.54
,12:14:17,4,2700,771.7,1.65,13.3,9,13.1,0.178,10,0.3,1.54
,12:14:18,4,2700,772.7,1.65,13.3,9,13.1,0.184,10,0.3,1.55
,12:14:19,4,2700,773.7,1.66,13.3,9,13.1,0.185,10,0.3,1.55
,12:14:20,4,2700,774.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:21,4,2700,775.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:22,4,2700,776.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:23,4,2700,777.7,1.66,13.3,9,13,0.19,10,0.3,1.55
,12:14:24,4,2700,778.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:25,4,2700,779.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:26,4,2700,780.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:27,4,2700,781.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:28,4,2700,782.7,1.66,13.3,9,13,0.185,10,0.3,1.55
,12:14:29,4,2700,783.7,1.67,13.3,9,13,0.18,10,0.3,1.56
,12:14:30,4,2700,784.7,1.66,13.3,9,13,0.175,10,0.3,1.56
,12:14:31,4,2700,785.7,1.66,13.3,9,13,0.175,10,0.3,1.55
,12:14:32,4,2700,786.7,1.66,13.3,9,12.9,0.175,10,0.3,1.55
,12:14:33,4,2700,787.7,1.66,13.3,9,12.9,0.18,10,0.3,1.55
,12:14:34,4,2700,788.7,1.66,13.3,9,12.9,0.19,10,0.3,1.55
,12:14:35,4,2700,789.7,1.65,13.3,9,12.9,0.189,10,0.3,1.54
,12:14:36,4,2700,790.7,1.64,13.3,9,12.9,0.188,10,0.3,1.54
,12:14:37,4,2700,791.7,1.64,13.3,9,12.9,0.188,10,0.3,1.54
,12:14:38,4,2700,792.7,1.65,13.3,9,12.9,0.189,10,0.3,1.54
,12:14:39,4,2700,793.7,1.65,13.3,9,12.9,0.189,10,0.3,1.55
,12:14:40,4,2700,794.7,1.65,13.3,9,12.9,0.184,10,0.3,1.55
,12:14:41,4,2700,795.7,1.65,13.3,9,12.8,0.189,10,0.3,1.54
,12:14:42,4,2700,796.7,1.65,13.3,9,12.8,0.183,10,0.3,1.54
,12:14:43,4,2700,797.7,1.64,13.3,9,12.8,0.178,10,0.3,1.54
,12:14:44,4,2700,798.7,1.64,13.3,9,12.8,0.182,10,0.3,1.53
,12:14:45,4,2700,799.7,1.63,13.3,9,12.8,0.182,10,0.3,1.53
,12:14:46,4,2700,800.7,1.63,13.3,9,12.8,0.181,10,0.3,1.52
,12:14:47,4,2700,801.7,1.63,13.3,9,12.8,0.176,10,0.3,1.53
,12:14:48,4,2700,802.7,1.63,13.3,9,12.8,0.172,10,0.3,1.53
,12:14:49,4,2700,803.7,1.64,13.3,9,12.8,0.173,10,0.3,1.54
,12:14:50,4,2700,804.7,1.64,13.3,9,12.8,0.178,10,0.3,1.54
,12:14:51,4,2700,805.7,1.64,13.3,9,12.8,0.183,10,0.3,1.54
,12:14:52,4,2700,806.7,1.63,13.3,9,12.7,0.182,10,0.3,1.53
,12:14:53,4,2700,807.7,1.63,13.3,9,12.7,0.181,10,0.3,1.52
,12:14:54,4,2700,808.7,1.62,13.3,9,12.7,0.185,10,0.3,1.51
,12:14:55,4,2700,809.7,1.62,13.3,8,12.7,0.191,10,0.3,1.51
,12:14:56,4,2700,810.7,1.62,13.3,8,12.7,0.192,10,0.3,1.52
,12:14:57,4,2700,811.7,1.63,13.3,9,12.7,0.187,10,0.3,1.53
,12:14:58,4,2700,812.7,1.63,13.3,9,12.7,0.188,10,0.3,1.53
,12:14:59,4,2700,813.7,1.64,13.3,9,12.7,0.182,10,0.3,1.53
,12:15:00,4,2700,814.7,1.64,13.3,9,12.7,0.183,10,0.3,1.54
,12:15:01,4,2700,815.7,1.63,13.3,9,12.6,0.182,10,0.3,1.53
,12:15:02,4,2700,816.7,1.63,13.3,9,12.6,0.181,10,0.3,1.53
,12:15:03,4,2700,817.7,1.63,13.3,9,12.6,0.182,10,0.3,1.53
,12:15:04,4,2700,818.7,1.64,13.3,9,12.6,0.183,10,0.3,1.54
,12:15:05,4,2700,819.7,1.65,13.3,9,12.6,0.184,10,0.3,1.55
,12:15:06,4,2700,820.7,1.66,13.3,9,12.6,0.19,10,0.3,1.55
,12:15:07,4,2700,821.7,1.66,13.3,9,12.6,0.19,10,0.3,1.55
,12:15:08,4,2700,822.7,1.66,13.3,9,12.6,0.185,10,0.3,1.55
,12:15:09,4,2700,823.7,1.65,13.3,9,12.6,0.179,10,0.3,1.55
,12:15:10,4,2700,824.7,1.65,13.3,9,12.5,0.179,10,0.3,1.55
,12:15:11,4,2700,825.7,1.65,13.3,9,12.5,0.184,10,0.3,1.55
,12:15:12,4,2700,826.7,1.65,13.3,9,12.5,0.184,10,0.3,1.54
,12:15:13,4,2700,827.7,1.65,13.3,9,12.5,0.184,10,0.3,1.55
,12:15:14,4,2700,828.7,1.66,13.3,9,12.5,0.175,10,0.3,1.55
,12:15:15,4,2700,829.7,1.66,13.3,9,12.5,0.175,10,0.3,1.55
,12:15:16,4,2700,830.7,1.66,13.3,9,12.5,0.175,10,0.3,1.55
,12:15:17,4,2700,831.7,1.66,13.3,9,12.4,0.175,10,0.3,1.55
,12:15:18,4,2700,832.7,1.66,13.3,9,12.4,0.18,10,0.3,1.55
,12:15:19,4,2700,833.7,1.66,13.3,9,12.4,0.184,10,0.3,1.55
,12:15:20,4,2700,834.7,1.65,13.3,9,12.4,0.183,10,0.3,1.54
,12:15:21,4,2700,835.7,1.64,13.3,9,12.4,0.182,10,0.3,1.53
,12:15:22,4,2700,836.7,1.63,13.3,9,12.4,0.181,10,0.3,1.52
,12:15:23,4,2700,837.7,1.63,13.3,9,12.4,0.181,10,0.3,1.52
,12:15:24,4,2700,838.7,1.63,13.3,9,12.4,0.182,10,0.3,1.53
,12:15:25,4,2700,839.7,1.64,13.3,9,12.4,0.183,10,0.3,1.54
,12:15:26,4,2700,840.7,1.65,13.3,9,12.4,0.184,10,0.3,1.54
,12:15:27,4,2700,841.7,1.65,13.3,9,12.3,0.184,10,0.3,1.54
,12:15:28,4,2700,842.7,1.64,13.3,9,12.3,0.183,10,0.3,1.54
,12:15:29,4,2700,843.7,1.64,13.3,9,12.3,0.178,10,0.3,1.54
,12:15:30,4,2700,844.7,1.65,13.3,9,12.3,0.178,10,0.3,1.55
,12:15:31,4,2700,845.7,1.66,13.3,9,12.3,0.184,10,0.3,1.55
,12:15:32,4,2700,846.7,1.65,13.3,9,12.3,0.19,10,0.3,1.55
,12:15:33,4,2700,847.7,1.65,13.3,9,12.3,0.19,10,0.3,1.55
,12:15:34,4,2700,848.7,1.65,13.3,9,12.2,0.184,10,0.3,1.55
,12:15:35,4,2700,849.7,1.65,13.3,9,12.2,0.179,10,0.3,1.55
,12:15:36,4,2700,850.7,1.65,13.3,9,12.2,0.184,10,0.3,1.55
,12:15:37,4,2700,851.7,1.65,13.3,9,12.2,0.184,10,0.3,1.54
,12:15:38,4,2700,852.7,1.65,13.3,9,12.2,0.183,10,0.3,1.54
,12:15:39,4,2700,853.7,1.65,13.3,9,12.2,0.173,10,0.3,1.54
,12:15:40,4,2700,854.7,1.64,13.3,10,12.2,0.168,10,0.3,1.54
,12:15:41,4,2700,855.7,1.63,13.3,10,12.1,0.168,10,0.3,1.53
,12:15:42,4,2700,856.7,1.62,13.3,9,12.1,0.171,10,0.3,1.52
,12:15:43,4,2700,857.7,1.62,13.3,9,12.1,0.171,10,0.3,1.52
,12:15:44,4,2700,858.7,1.61,13.3,9,12.1,0.17,10,0.3,1.51
,12:15:45,4,2700,859.7,1.6,13.3,9,12.1,0.174,10,0.3,1.5
,12:15:46,4,2700,860.7,1.59,13.3,9,12.1,0.172,10,0.3,1.49
,12:15:47,4,2700,861.7,1.58,13.3,9,12.1,0.171,10,0.3,1.48
,12:15:48,4,2700,862.7,1.58,13.3,9,12.1,0.176,10,0.3,1.48
,12:15:49,4,2700,863.7,1.57,13.3,9,12.1,0.175,10,0.3,1.47
