Data file,,RA0.3_PAO_12C_002_45MINS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,PAO68,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,"Grit 320, first test at 45mins",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 12:23:14 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:10:09,4,2700,2813.8,1.35,13.3,9,10.7,0.15,10,0.3,1.21
,13:10:10,4,2700,2814.8,1.35,13.3,9,10.7,0.146,10,0.3,1.21
,13:10:11,4,2700,2815.8,1.35,13.3,9,10.7,0.146,10,0.3,1.22
,13:10:12,4,2700,2816.8,1.35,13.3,9,10.7,0.146,10,0.3,1.21
,13:10:13,4,2700,2817.8,1.34,13.3,9,10.7,0.141,10,0.3,1.21
,13:10:14,4,2700,2818.8,1.34,13.3,10,10.7,0.137,10,0.3,1.2
,13:10:15,4,2700,2819.8,1.34,13.3,10,10.7,0.137,10,0.3,1.2
,13:10:16,4,2700,2820.8,1.33,13.3,9,10.7,0.141,10,0.3,1.2
,13:10:17,4,2700,2821.8,1.33,13.3,9,10.7,0.144,10,0.3,1.2
,13:10:18,4,2700,2822.8,1.32,13.3,9,10.7,0.151,10,0.3,1.19
,13:10:19,4,2700,2823.8,1.31,13.3,9,10.8,0.15,10,0.3,1.18
,13:10:20,4,2700,2824.8,1.3,13.3,9,10.8,0.149,10,0.3,1.17
,13:10:21,4,2700,2825.8,1.3,13.3,9,10.8,0.15,10,0.3,1.18
,13:10:22,4,2700,2826.8,1.3,13.3,9,10.8,0.15,10,0.3,1.18
,13:10:23,4,2700,2827.8,1.31,13.3,9,10.8,0.15,10,0.3,1.18
,13:10:24,4,2700,2828.8,1.31,13.3,9,10.8,0.146,10,0.3,1.19
,13:10:25,4,2700,2829.8,1.32,13.3,9,10.8,0.147,10,0.3,1.19
,13:10:26,4,2700,2830.8,1.32,13.3,9,10.8,0.147,10,0.3,1.19
,13:10:27,4,2700,2831.8,1.32,13.3,9,10.9,0.151,10,0.3,1.19
,13:10:28,4,2700,2832.8,1.33,13.3,9,10.9,0.148,10,0.3,1.2
,13:10:29,4,2700,2833.8,1.34,13.3,9,10.9,0.149,10,0.3,1.21
,13:10:30,4,2700,2834.8,1.34,13.3,9,10.9,0.149,10,0.3,1.21
,13:10:31,4,2700,2835.8,1.34,13.3,9,10.9,0.149,10,0.3,1.21
,13:10:32,4,2700,2836.8,1.33,13.3,9,10.9,0.148,10,0.3,1.2
,13:10:33,4,2700,2837.8,1.33,13.3,9,10.9,0.148,10,0.3,1.2
,13:10:34,4,2700,2838.8,1.33,13.3,9,10.9,0.148,10,0.3,1.2
,13:10:35,4,2700,2839.8,1.33,13.3,9,10.9,0.149,10,0.3,1.2
,13:10:36,4,2700,2840.8,1.33,13.3,9,10.9,0.149,10,0.3,1.2
,13:10:37,4,2700,2841.8,1.33,13.3,9,10.9,0.149,10,0.3,1.2
,13:10:38,4,2700,2842.8,1.34,13.3,9,11,0.149,10,0.3,1.21
,13:10:39,4,2700,2843.8,1.35,13.3,9,11,0.147,10,0.3,1.22
,13:10:40,4,2700,2844.8,1.36,13.3,9,11,0.151,10,0.3,1.22
,13:10:41,4,2700,2845.8,1.35,13.3,9,11,0.151,10,0.3,1.22
,13:10:42,4,2700,2846.8,1.34,13.3,9,11,0.149,10,0.3,1.21
,13:10:43,4,2700,2847.8,1.34,13.3,9,11,0.145,10,0.3,1.21
,13:10:44,4,2700,2848.8,1.34,13.3,9,11,0.145,10,0.3,1.21
,13:10:45,4,2700,2849.8,1.34,13.3,9,11.1,0.145,10,0.3,1.2
,13:10:46,4,2700,2850.8,1.34,13.3,9,11.1,0.149,10,0.3,1.21
,13:10:47,4,2700,2851.8,1.34,13.3,9,11.1,0.149,10,0.3,1.21
,13:10:48,4,2700,2852.8,1.34,13.3,9,11.1,0.149,10,0.3,1.21
,13:10:49,4,2700,2853.8,1.34,13.3,9,11.1,0.149,10,0.3,1.21
,13:10:50,4,2700,2854.8,1.34,13.3,9,11.1,0.149,10,0.3,1.21
,13:10:51,4,2700,2855.8,1.34,13.3,9,11.1,0.149,10,0.3,1.21
,13:10:52,4,2700,2856.8,1.34,13.3,9,11.2,0.149,10,0.3,1.21
,13:10:53,4,2700,2857.8,1.34,13.3,9,11.2,0.149,10,0.3,1.21
,13:10:54,4,2700,2858.8,1.34,13.3,9,11.2,0.149,10,0.3,1.21
,13:10:55,4,2700,2859.8,1.34,13.3,9,11.2,0.149,10,0.3,1.21
,13:10:56,4,2700,2860.8,1.34,13.3,9,11.2,0.149,10,0.3,1.21
,13:10:57,4,2700,2861.8,1.34,13.3,9,11.2,0.15,10,0.3,1.21
,13:10:58,4,2700,2862.8,1.35,13.3,9,11.2,0.151,10,0.3,1.22
,13:10:59,4,2700,2863.8,1.37,13.3,9,11.2,0.152,10,0.3,1.23
,13:11:00,4,2700,2864.8,1.37,13.3,9,11.2,0.153,10,0.3,1.24
,13:11:01,4,2700,2865.8,1.38,13.3,9,11.2,0.149,10,0.3,1.24
,13:11:02,4,2700,2866.8,1.38,13.3,9,11.3,0.149,10,0.3,1.24
,13:11:03,4,2700,2867.8,1.37,13.3,9,11.3,0.149,10,0.3,1.23
,13:11:04,4,2700,2868.8,1.36,13.3,9,11.3,0.152,10,0.3,1.22
,13:11:05,4,2700,2869.8,1.35,13.3,9,11.3,0.15,10,0.3,1.22
,13:11:06,4,2700,2870.8,1.35,13.3,9,11.3,0.15,10,0.3,1.22
,13:11:07,4,2700,2871.8,1.35,13.3,9,11.3,0.147,10,0.3,1.22
,13:11:08,4,2700,2872.8,1.36,13.3,9,11.4,0.143,10,0.3,1.23
,13:11:09,4,2700,2873.8,1.36,13.3,9,11.4,0.143,10,0.3,1.23
,13:11:10,4,2700,2874.8,1.35,13.3,10,11.4,0.139,10,0.3,1.22
,13:11:11,4,2700,2875.8,1.35,13.3,10,11.4,0.138,10,0.3,1.21
,13:11:12,4,2700,2876.8,1.34,13.3,9,11.4,0.141,10,0.3,1.21
,13:11:13,4,2700,2877.8,1.34,13.3,9,11.4,0.145,10,0.3,1.21
,13:11:14,4,2700,2878.8,1.33,13.3,9,11.4,0.144,10,0.3,1.2
,13:11:15,4,2700,2879.8,1.33,13.3,9,11.4,0.149,10,0.3,1.2
,13:11:16,4,2700,2880.8,1.33,13.3,9,11.5,0.144,10,0.3,1.2
,13:11:17,4,2700,2881.8,1.33,13.3,9,11.5,0.144,10,0.3,1.2
,13:11:18,4,2700,2882.8,1.33,13.3,9,11.5,0.144,10,0.3,1.2
,13:11:19,4,2700,2883.8,1.33,13.3,9,11.5,0.14,10,0.3,1.2
,13:11:20,4,2700,2884.8,1.33,13.3,9,11.5,0.14,10,0.3,1.2
,13:11:21,4,2700,2885.8,1.32,13.3,9,11.6,0.143,10,0.3,1.19
,13:11:22,4,2700,2886.8,1.31,13.3,9,11.6,0.146,10,0.3,1.18
,13:11:23,4,2700,2887.8,1.3,13.3,9,11.6,0.149,10,0.3,1.17
,13:11:24,4,2700,2888.8,1.3,13.3,9,11.6,0.149,10,0.3,1.17
,13:11:25,4,2700,2889.8,1.3,13.3,9,11.6,0.15,10,0.3,1.18
,13:11:26,4,2700,2890.8,1.32,13.3,9,11.6,0.151,10,0.3,1.19
,13:11:27,4,2700,2891.8,1.33,13.3,9,11.7,0.153,10,0.3,1.2
,13:11:28,4,2700,2892.8,1.34,13.3,8,11.7,0.159,10,0.3,1.21
,13:11:29,4,2700,2893.8,1.35,13.3,9,11.7,0.155,10,0.3,1.22
,13:11:30,4,2700,2894.8,1.36,13.3,9,11.7,0.151,10,0.3,1.22
,13:11:31,4,2700,2895.8,1.36,13.3,9,11.7,0.151,10,0.3,1.22
,13:11:32,4,2700,2896.8,1.35,13.3,9,11.7,0.151,10,0.3,1.22
,13:11:33,4,2700,2897.8,1.36,13.3,9,11.7,0.151,10,0.3,1.22
,13:11:34,4,2700,2898.8,1.35,13.3,9,11.7,0.151,10,0.3,1.22
,13:11:35,4,2700,2899.8,1.35,13.3,9,11.8,0.151,10,0.3,1.22
,13:11:36,4,2700,2900.8,1.35,13.3,9,11.8,0.151,10,0.3,1.22
,13:11:37,4,2700,2901.8,1.35,13.3,9,11.8,0.155,10,0.3,1.22
,13:11:38,4,2700,2902.8,1.35,13.3,9,11.8,0.155,10,0.3,1.22
,13:11:39,4,2700,2903.8,1.35,13.3,9,11.8,0.151,10,0.3,1.22
,13:11:40,4,2700,2904.8,1.35,13.3,9,11.9,0.15,10,0.3,1.22
,13:11:41,4,2700,2905.8,1.35,13.3,9,11.9,0.15,10,0.3,1.22
,13:11:42,4,2700,2906.8,1.35,13.3,9,11.9,0.151,10,0.3,1.22
Test completed at 13:11:43 on 16/03/2016,,,,,,,,,,,,
