Data file,,DRYSLIDE_ISO10_-8C_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/05/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,DrySlide on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 16:37:44 on 16/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,17:06:58,4,3600,1753.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:06:59,4,3600,1754.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:07:00,4,3600,1755.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:07:01,4,3600,1756.7,1.16,13.3,7,-3.4,0.167,10,50,1.1
,17:07:02,4,3600,1757.7,1.15,13.3,7,-3.4,0.173,10,50,1.1
,17:07:03,4,3600,1758.7,1.15,13.3,7,-3.4,0.173,10,50,1.1
,17:07:04,4,3600,1759.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:07:05,4,3600,1760.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:07:06,4,3600,1761.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:07:07,4,3600,1762.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:07:08,4,3600,1763.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:07:09,4,3600,1764.7,1.15,13.3,6,-3.4,0.179,10,50.1,1.1
,17:07:10,4,3600,1765.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:07:11,4,3600,1766.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:07:12,4,3600,1767.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:07:13,4,3600,1768.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:07:14,4,3600,1769.7,1.16,13.3,7,-3.3,0.156,10,50.1,1.11
,17:07:15,4,3600,1770.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.1
,17:07:16,4,3600,1771.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:17,4,3600,1772.7,1.15,13.3,6,-3.3,0.179,10,50.1,1.1
,17:07:18,4,3600,1773.7,1.16,13.3,7,-3.3,0.173,10,50,1.1
,17:07:19,4,3600,1774.7,1.16,13.3,7,-3.3,0.167,10,50,1.11
,17:07:20,4,3600,1775.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.1
,17:07:21,4,3600,1776.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:22,4,3600,1777.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:23,4,3600,1778.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.11
,17:07:24,4,3600,1779.7,1.16,13.3,7,-3.3,0.168,10,50.1,1.11
,17:07:25,4,3600,1780.7,1.16,13.3,7,-3.3,0.162,10,50.1,1.11
,17:07:26,4,3600,1781.7,1.16,13.3,7,-3.3,0.162,10,50.1,1.11
,17:07:27,4,3600,1782.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.1
,17:07:28,4,3600,1783.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:29,4,3600,1784.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:30,4,3600,1785.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:31,4,3600,1786.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:07:32,4,3600,1787.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.11
,17:07:33,4,3600,1788.7,1.16,13.3,7,-3.3,0.167,10,50,1.1
,17:07:34,4,3600,1789.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:35,4,3600,1790.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:07:36,4,3600,1791.7,1.15,13.3,7,-3.3,0.161,10,50.1,1.1
,17:07:37,4,3600,1792.7,1.15,13.3,7,-3.3,0.161,10,50.1,1.1
,17:07:38,4,3600,1793.7,1.15,13.3,7,-3.3,0.16,10,50.1,1.1
,17:07:39,4,3600,1794.7,1.15,13.3,7,-3.3,0.172,10,50.1,1.09
,17:07:40,4,3600,1795.7,1.15,13.3,6,-3.3,0.179,10,50.1,1.09
,17:07:41,4,3600,1796.7,1.15,13.3,7,-3.3,0.173,10,50,1.1
,17:07:42,4,3600,1797.7,1.16,13.3,7,-3.3,0.173,10,50,1.11
,17:07:43,4,3600,1798.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:07:44,4,3600,1799.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:07:45,4,3600,1800.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:07:46,4,3600,1801.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:07:47,4,3600,1802.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.11
,17:07:48,4,3600,1803.7,1.16,13.3,7,-3.3,0.161,10,50.1,1.11
,17:07:49,4,3600,1804.7,1.16,13.3,7,-3.3,0.161,10,50.1,1.11
,17:07:50,4,3600,1805.7,1.16,13.3,7,-3.3,0.156,10,50.1,1.11
,17:07:51,4,3600,1806.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.1
,17:07:52,4,3600,1807.7,1.15,13.3,7,-3.3,0.172,10,50.1,1.1
,17:07:53,4,3600,1808.7,1.15,13.3,6,-3.3,0.179,10,50.1,1.09
,17:07:54,4,3600,1809.7,1.15,13.3,6,-3.3,0.179,10,50,1.1
,17:07:55,4,3600,1810.7,1.15,13.3,7,-3.3,0.173,10,50,1.1
,17:07:56,4,3600,1811.7,1.16,13.3,7,-3.3,0.167,10,50,1.11
,17:07:57,4,3600,1812.7,1.16,13.3,7,-3.3,0.168,10,50.1,1.11
,17:07:58,4,3600,1813.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:07:59,4,3600,1814.7,1.16,13.3,7,-3.3,0.168,10,50.1,1.11
,17:08:00,4,3600,1815.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:01,4,3600,1816.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:02,4,3600,1817.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:03,4,3600,1818.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:08:04,4,3600,1819.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:08:05,4,3600,1820.7,1.16,13.3,7,-3.4,0.174,10,50,1.11
,17:08:06,4,3600,1821.7,1.16,13.3,7,-3.4,0.168,10,50,1.11
,17:08:07,4,3600,1822.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:08,4,3600,1823.7,1.16,13.3,7,-3.4,0.168,10,50,1.11
,17:08:09,4,3600,1824.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:10,4,3600,1825.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:11,4,3600,1826.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.11
,17:08:12,4,3600,1827.7,1.17,13.3,7,-3.4,0.175,10,50,1.12
,17:08:13,4,3600,1828.7,1.17,13.3,7,-3.4,0.169,10,50,1.12
,17:08:14,4,3600,1829.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:15,4,3600,1830.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:16,4,3600,1831.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:17,4,3600,1832.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:18,4,3600,1833.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:19,4,3600,1834.7,1.17,13.3,7,-3.4,0.169,10,50,1.11
,17:08:20,4,3600,1835.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:08:21,4,3600,1836.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.11
,17:08:22,4,3600,1837.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:08:23,4,3600,1838.7,1.15,13.3,7,-3.4,0.166,10,50.1,1.1
,17:08:24,4,3600,1839.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:08:25,4,3600,1840.7,1.15,13.3,6,-3.4,0.18,10,50,1.1
,17:08:26,4,3600,1841.7,1.16,13.3,7,-3.4,0.173,10,50,1.1
,17:08:27,4,3600,1842.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:08:28,4,3600,1843.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:08:29,4,3600,1844.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:08:30,4,3600,1845.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.11
,17:08:31,4,3600,1846.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.11
,17:08:32,4,3600,1847.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:08:33,4,3600,1848.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:34,4,3600,1849.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:35,4,3600,1850.7,1.17,13.3,7,-3.4,0.168,10,50,1.12
,17:08:36,4,3600,1851.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:37,4,3600,1852.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:38,4,3600,1853.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:39,4,3600,1854.7,1.17,13.3,7,-3.5,0.169,10,50.1,1.12
,17:08:40,4,3600,1855.7,1.17,13.3,7,-3.5,0.169,10,50.1,1.12
,17:08:41,4,3600,1856.7,1.17,13.3,7,-3.5,0.169,10,50.1,1.12
,17:08:42,4,3600,1857.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:43,4,3600,1858.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:08:44,4,3600,1859.7,1.16,13.3,7,-3.4,0.167,10,50,1.11
,17:08:45,4,3600,1860.7,1.16,13.3,7,-3.4,0.167,10,50,1.1
,17:08:46,4,3600,1861.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:08:47,4,3600,1862.7,1.16,13.3,7,-3.4,0.173,10,50.1,1.1
,17:08:48,4,3600,1863.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:08:49,4,3600,1864.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.11
,17:08:50,4,3600,1865.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:08:51,4,3600,1866.7,1.17,13.3,7,-3.4,0.176,10,50.1,1.12
,17:08:52,4,3600,1867.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:08:53,4,3600,1868.7,1.17,13.3,7,-3.5,0.175,10,50.1,1.12
,17:08:54,4,3600,1869.7,1.17,13.3,7,-3.5,0.175,10,50.1,1.12
,17:08:55,4,3600,1870.7,1.17,13.3,7,-3.5,0.175,10,50.1,1.11
,17:08:56,4,3600,1871.7,1.17,13.3,7,-3.5,0.168,10,50.1,1.11
,17:08:57,4,3600,1872.7,1.16,13.3,7,-3.5,0.168,10,50,1.11
,17:08:58,4,3600,1873.7,1.16,13.3,7,-3.5,0.168,10,50.1,1.11
,17:08:59,4,3600,1874.7,1.17,13.3,7,-3.4,0.175,10,50,1.11
,17:09:00,4,3600,1875.7,1.17,13.3,7,-3.4,0.169,10,50,1.12
,17:09:01,4,3600,1876.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:09:02,4,3600,1877.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.11
,17:09:03,4,3600,1878.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:09:04,4,3600,1879.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:05,4,3600,1880.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:06,4,3600,1881.7,1.17,13.3,7,-3.4,0.163,10,50.1,1.12
,17:09:07,4,3600,1882.7,1.17,13.3,7,-3.4,0.169,10,50,1.12
,17:09:08,4,3600,1883.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:09,4,3600,1884.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:09:10,4,3600,1885.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:11,4,3600,1886.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.12
,17:09:12,4,3600,1887.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:13,4,3600,1888.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:09:14,4,3600,1889.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:15,4,3600,1890.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:16,4,3600,1891.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:17,4,3600,1892.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:18,4,3600,1893.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:19,4,3600,1894.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:20,4,3600,1895.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:21,4,3600,1896.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:22,4,3600,1897.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:23,4,3600,1898.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:24,4,3600,1899.7,1.17,13.3,7,-3.4,0.163,10,50.1,1.12
,17:09:25,4,3600,1900.7,1.17,13.3,7,-3.4,0.163,10,50.1,1.12
,17:09:26,4,3600,1901.7,1.17,13.3,7,-3.4,0.157,10,50.1,1.11
,17:09:27,4,3600,1902.7,1.16,13.3,7,-3.4,0.156,10,50.1,1.11
,17:09:28,4,3600,1903.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:09:29,4,3600,1904.7,1.15,13.3,7,-3.4,0.16,10,50,1.1
,17:09:30,4,3600,1905.7,1.15,13.3,7,-3.4,0.16,10,50.1,1.1
,17:09:31,4,3600,1906.7,1.15,13.3,7,-3.4,0.166,10,50.1,1.1
,17:09:32,4,3600,1907.7,1.15,13.3,7,-3.4,0.172,10,50.1,1.09
,17:09:33,4,3600,1908.7,1.14,13.3,6,-3.4,0.178,10,50.1,1.09
,17:09:34,4,3600,1909.7,1.15,13.3,6,-3.4,0.179,10,50.1,1.09
,17:09:35,4,3600,1910.7,1.15,13.3,7,-3.4,0.173,10,50,1.1
,17:09:36,4,3600,1911.7,1.16,13.3,7,-3.4,0.174,10,50,1.11
,17:09:37,4,3600,1912.7,1.16,13.3,7,-3.4,0.174,10,50,1.11
,17:09:38,4,3600,1913.7,1.16,13.3,7,-3.4,0.173,10,50.1,1.1
,17:09:39,4,3600,1914.7,1.15,13.3,7,-3.4,0.172,10,50.1,1.1
,17:09:40,4,3600,1915.7,1.15,13.3,7,-3.4,0.172,10,50.1,1.1
,17:09:41,4,3600,1916.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:09:42,4,3600,1917.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:09:43,4,3600,1918.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:44,4,3600,1919.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:09:45,4,3600,1920.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:09:46,4,3600,1921.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:09:47,4,3600,1922.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.11
,17:09:48,4,3600,1923.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:49,4,3600,1924.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:50,4,3600,1925.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:09:51,4,3600,1926.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:52,4,3600,1927.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:53,4,3600,1928.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:54,4,3600,1929.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:55,4,3600,1930.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:56,4,3600,1931.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:57,4,3600,1932.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:09:58,4,3600,1933.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:09:59,4,3600,1934.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:10:00,4,3600,1935.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.11
,17:10:01,4,3600,1936.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:10:02,4,3600,1937.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:10:03,4,3600,1938.7,1.16,13.3,7,-3.4,0.167,10,50.1,1.11
,17:10:04,4,3600,1939.7,1.16,13.3,7,-3.4,0.167,10,50.1,1.11
,17:10:05,4,3600,1940.7,1.16,13.3,7,-3.4,0.173,10,50.1,1.1
,17:10:06,4,3600,1941.7,1.15,13.3,6,-3.4,0.18,10,50.1,1.1
,17:10:07,4,3600,1942.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:10:08,4,3600,1943.7,1.16,13.3,7,-3.4,0.173,10,50,1.1
,17:10:09,4,3600,1944.7,1.16,13.3,6,-3.4,0.18,10,50.1,1.1
,17:10:10,4,3600,1945.7,1.16,13.3,6,-3.4,0.18,10,50,1.1
,17:10:11,4,3600,1946.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:10:12,4,3600,1947.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.11
,17:10:13,4,3600,1948.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:10:14,4,3600,1949.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:10:15,4,3600,1950.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:10:16,4,3600,1951.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:10:17,4,3600,1952.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:10:18,4,3600,1953.7,1.17,13.3,7,-3.4,0.168,10,50.1,1.12
,17:10:19,4,3600,1954.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:10:20,4,3600,1955.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:10:21,4,3600,1956.7,1.17,13.3,7,-3.4,0.163,10,50.1,1.12
,17:10:22,4,3600,1957.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:10:23,4,3600,1958.7,1.16,13.3,7,-3.3,0.161,10,50,1.11
,17:10:24,4,3600,1959.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.1
,17:10:25,4,3600,1960.7,1.16,13.3,7,-3.3,0.167,10,50.1,1.1
,17:10:26,4,3600,1961.7,1.15,13.3,7,-3.3,0.173,10,50.1,1.1
,17:10:27,4,3600,1962.7,1.15,13.3,6,-3.3,0.179,10,50.1,1.1
,17:10:28,4,3600,1963.7,1.15,13.3,6,-3.3,0.18,10,50.1,1.1
,17:10:29,4,3600,1964.7,1.16,13.3,7,-3.3,0.173,10,50.1,1.1
,17:10:30,4,3600,1965.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:10:31,4,3600,1966.7,1.16,13.3,7,-3.3,0.174,10,50.1,1.11
,17:10:32,4,3600,1967.7,1.17,13.3,7,-3.3,0.175,10,50.1,1.11
,17:10:33,4,3600,1968.7,1.17,13.3,7,-3.3,0.175,10,50.1,1.11
,17:10:34,4,3600,1969.7,1.17,13.3,7,-3.3,0.168,10,50.1,1.11
,17:10:35,4,3600,1970.7,1.17,13.3,7,-3.3,0.169,10,50.1,1.11
,17:10:36,4,3600,1971.7,1.17,13.3,7,-3.3,0.168,10,50.1,1.11
,17:10:37,4,3600,1972.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:10:38,4,3600,1973.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:10:39,4,3600,1974.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.11
,17:10:40,4,3600,1975.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:10:41,4,3600,1976.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:10:42,4,3600,1977.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:10:43,4,3600,1978.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:10:44,4,3600,1979.7,1.16,13.3,7,-3.4,0.167,10,50.1,1.1
,17:10:45,4,3600,1980.7,1.16,13.3,7,-3.4,0.161,10,50.1,1.1
,17:10:46,4,3600,1981.7,1.15,13.3,7,-3.4,0.16,10,50.1,1.1
,17:10:47,4,3600,1982.7,1.15,13.3,7,-3.4,0.16,10,50.1,1.09
,17:10:48,4,3600,1983.7,1.14,13.3,7,-3.4,0.165,10,50,1.09
,17:10:49,4,3600,1984.7,1.14,13.3,7,-3.4,0.165,10,50.1,1.09
,17:10:50,4,3600,1985.7,1.14,13.3,7,-3.4,0.165,10,50.1,1.09
,17:10:51,4,3600,1986.7,1.14,13.3,7,-3.4,0.164,10,50.1,1.09
,17:10:52,4,3600,1987.7,1.14,13.3,7,-3.4,0.164,10,50.1,1.09
,17:10:53,4,3600,1988.7,1.14,13.3,7,-3.4,0.164,10,50.1,1.09
,17:10:54,4,3600,1989.7,1.14,13.3,7,-3.4,0.164,10,50.1,1.09
,17:10:55,4,3600,1990.7,1.14,13.3,7,-3.4,0.164,10,50.1,1.09
,17:10:56,4,3600,1991.7,1.14,13.3,7,-3.4,0.171,10,50,1.09
,17:10:57,4,3600,1992.7,1.14,13.3,7,-3.4,0.164,10,50.1,1.09
,17:10:58,4,3600,1993.7,1.14,13.3,7,-3.4,0.165,10,50.1,1.09
,17:10:59,4,3600,1994.7,1.14,13.3,7,-3.4,0.165,10,50.1,1.09
,17:11:00,4,3600,1995.7,1.14,13.3,7,-3.4,0.171,10,50.1,1.09
,17:11:01,4,3600,1996.7,1.13,13.3,7,-3.4,0.17,10,50.1,1.08
,17:11:02,4,3600,1997.7,1.14,13.3,6,-3.4,0.177,10,50.1,1.09
,17:11:03,4,3600,1998.7,1.14,13.3,7,-3.4,0.171,10,50.1,1.09
,17:11:04,4,3600,1999.7,1.15,13.3,7,-3.4,0.172,10,50.1,1.09
,17:11:05,4,3600,2000.7,1.15,13.3,7,-3.4,0.173,10,50.1,1.1
,17:11:06,4,3600,2001.7,1.15,13.3,6,-3.4,0.179,10,50.1,1.1
,17:11:07,4,3600,2002.7,1.15,13.3,6,-3.4,0.18,10,50.1,1.1
,17:11:08,4,3600,2003.7,1.15,13.3,6,-3.4,0.18,10,50.1,1.1
,17:11:09,4,3600,2004.7,1.16,13.3,7,-3.4,0.173,10,50,1.1
,17:11:10,4,3600,2005.7,1.16,13.3,7,-3.4,0.173,10,50.1,1.1
,17:11:11,4,3600,2006.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:11:12,4,3600,2007.7,1.16,13.3,6,-3.4,0.181,10,50.1,1.11
,17:11:13,4,3600,2008.7,1.16,13.3,6,-3.4,0.181,10,50.1,1.11
,17:11:14,4,3600,2009.7,1.17,13.3,7,-3.4,0.175,10,50,1.11
,17:11:15,4,3600,2010.7,1.17,13.3,7,-3.4,0.176,10,50,1.12
,17:11:16,4,3600,2011.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:11:17,4,3600,2012.7,1.17,13.3,7,-3.4,0.176,10,50.1,1.12
,17:11:18,4,3600,2013.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:11:19,4,3600,2014.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.11
,17:11:20,4,3600,2015.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:11:21,4,3600,2016.7,1.17,13.3,7,-3.4,0.176,10,50.1,1.12
,17:11:22,4,3600,2017.7,1.18,13.3,7,-3.4,0.17,10,50.1,1.12
,17:11:23,4,3600,2018.7,1.18,13.3,7,-3.4,0.164,10,50.1,1.12
,17:11:24,4,3600,2019.7,1.18,13.3,7,-3.4,0.164,10,50.1,1.12
,17:11:25,4,3600,2020.7,1.17,13.3,7,-3.4,0.163,10,50.1,1.12
,17:11:26,4,3600,2021.7,1.16,13.3,7,-3.4,0.162,10,50.1,1.11
,17:11:27,4,3600,2022.7,1.16,13.3,7,-3.4,0.168,10,50.1,1.11
,17:11:28,4,3600,2023.7,1.16,13.3,7,-3.4,0.174,10,50.1,1.11
,17:11:29,4,3600,2024.7,1.16,13.3,6,-3.4,0.181,10,50,1.11
,17:11:30,4,3600,2025.7,1.17,13.3,6,-3.4,0.182,10,50.1,1.11
,17:11:31,4,3600,2026.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:11:32,4,3600,2027.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:11:33,4,3600,2028.7,1.17,13.3,7,-3.4,0.175,10,50.1,1.12
,17:11:34,4,3600,2029.7,1.17,13.3,7,-3.4,0.169,10,50,1.12
,17:11:35,4,3600,2030.7,1.17,13.3,7,-3.4,0.163,10,50.1,1.12
,17:11:36,4,3600,2031.7,1.18,13.3,7,-3.4,0.164,10,50.1,1.12
,17:11:37,4,3600,2032.7,1.17,13.3,7,-3.4,0.163,10,50.1,1.12
,17:11:38,4,3600,2033.7,1.17,13.3,7,-3.4,0.169,10,50.1,1.12
,17:11:39,4,3600,2034.7,1.16,13.3,7,-3.5,0.174,10,50.1,1.11
,17:11:40,4,3600,2035.7,1.16,13.3,7,-3.5,0.174,10,50.1,1.11
,17:11:41,4,3600,2036.7,1.16,13.3,7,-3.5,0.168,10,50.1,1.11
,17:11:42,4,3600,2037.7,1.16,13.3,7,-3.5,0.168,10,50.1,1.11
,17:11:43,4,3600,2038.7,1.16,13.3,7,-3.5,0.174,10,50.1,1.11
,17:11:44,4,3600,2039.7,1.16,13.3,7,-3.5,0.174,10,50.1,1.11
,17:11:45,4,3600,2040.7,1.16,13.3,7,-3.5,0.168,10,50.1,1.11
,17:11:46,4,3600,2041.7,1.17,13.3,7,-3.5,0.169,10,50,1.12
,17:11:47,4,3600,2042.7,1.17,13.3,7,-3.5,0.162,10,50.1,1.12
,17:11:48,4,3600,2043.7,1.17,13.3,7,-3.5,0.162,10,50.1,1.11
,17:11:49,4,3600,2044.7,1.16,13.3,7,-3.5,0.168,10,50.1,1.11
,17:11:50,4,3600,2045.7,1.16,13.3,7,-3.5,0.174,10,50,1.11
,17:11:51,4,3600,2046.7,1.16,13.3,6,-3.5,0.18,10,50.1,1.1
,17:11:52,4,3600,2047.7,1.16,13.3,7,-3.5,0.174,10,50.1,1.11
,17:11:53,4,3600,2048.7,1.16,13.3,7,-3.6,0.168,10,50.1,1.11
