Data file,,DRYSLIDE_ISO10_-8C_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/05/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,DrySlide on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 16:37:44 on 16/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:52:33,4,3600,889.7,0.02,0,7,-7.5,0.003,10,50,0.02
,16:52:34,4,3600,890.7,0.28,0.3,7,-7.5,0.039,10,50.1,0.31
,16:52:35,4,3600,891.7,0.7,4.4,7,-7.5,0.102,10,50.1,0.71
,16:52:36,4,3600,892.7,1.15,11.7,7,-7.5,0.166,10,50.1,1.14
,16:52:37,4,3600,893.7,1.34,13.3,7,-7.5,0.193,10,50.1,1.28
,16:52:38,4,3600,894.7,1.35,13.3,7,-7.5,0.196,10,50.1,1.29
,16:52:39,4,3600,895.7,1.34,13.3,7,-7.5,0.201,10,50.1,1.28
,16:52:40,4,3600,896.7,1.32,13.3,7,-7.4,0.198,10,50.1,1.26
,16:52:41,4,3600,897.7,1.31,13.3,7,-7.4,0.182,10,50.1,1.25
,16:52:42,4,3600,898.7,1.29,13.3,7,-7.4,0.174,10,50.1,1.23
,16:52:43,4,3600,899.7,1.28,13.3,7,-7.4,0.172,10,50.1,1.22
,16:52:44,4,3600,900.7,1.26,13.3,7,-7.4,0.175,10,50.1,1.2
,16:52:45,4,3600,901.7,1.25,13.3,7,-7.4,0.18,10,50.1,1.19
,16:52:46,4,3600,902.7,1.24,13.3,7,-7.5,0.179,10,50.1,1.19
,16:52:47,4,3600,903.7,1.24,13.3,7,-7.5,0.172,10,50.1,1.18
,16:52:48,4,3600,904.7,1.23,13.3,7,-7.5,0.178,10,50.1,1.18
,16:52:49,4,3600,905.7,1.23,13.3,7,-7.5,0.177,10,50.1,1.17
,16:52:50,4,3600,906.7,1.22,13.3,7,-7.5,0.17,10,50.1,1.17
,16:52:51,4,3600,907.7,1.21,13.3,7,-7.5,0.169,10,50.1,1.16
,16:52:52,4,3600,908.7,1.21,13.3,7,-7.5,0.168,10,50.1,1.15
,16:52:53,4,3600,909.7,1.2,13.3,7,-7.5,0.174,10,50.1,1.15
,16:52:54,4,3600,910.7,1.2,13.3,7,-7.5,0.18,10,50.1,1.14
,16:52:55,4,3600,911.7,1.2,13.3,7,-7.4,0.179,10,50.1,1.14
,16:52:56,4,3600,912.7,1.2,13.3,7,-7.4,0.179,10,50.1,1.14
,16:52:57,4,3600,913.7,1.2,13.3,7,-7.4,0.173,10,50.1,1.14
,16:52:58,4,3600,914.7,1.2,13.3,7,-7.3,0.173,10,50.1,1.14
,16:52:59,4,3600,915.7,1.2,13.3,7,-7.2,0.167,10,50.1,1.14
,16:53:00,4,3600,916.7,1.19,13.3,7,-7.1,0.16,10,50.1,1.13
,16:53:01,4,3600,917.7,1.19,13.3,7,-7,0.165,10,50.1,1.13
,16:53:02,4,3600,918.7,1.18,13.3,7,-7,0.171,10,50.1,1.13
,16:53:03,4,3600,919.7,1.18,13.3,7,-6.9,0.177,10,50.1,1.13
,16:53:04,4,3600,920.7,1.18,13.3,7,-6.8,0.177,10,50.1,1.13
,16:53:05,4,3600,921.7,1.18,13.3,7,-6.7,0.177,10,50.1,1.13
,16:53:06,4,3600,922.7,1.18,13.3,7,-6.7,0.177,10,50.1,1.13
,16:53:07,4,3600,923.7,1.18,13.3,7,-6.7,0.177,10,50.1,1.13
,16:53:08,4,3600,924.7,1.18,13.3,7,-6.7,0.177,10,50.1,1.13
,16:53:09,4,3600,925.7,1.18,13.3,7,-6.6,0.177,10,50.1,1.13
,16:53:10,4,3600,926.7,1.18,13.3,7,-6.5,0.171,10,50.1,1.13
,16:53:11,4,3600,927.7,1.18,13.3,7,-6.4,0.164,10,50.1,1.13
,16:53:12,4,3600,928.7,1.18,13.3,7,-6.4,0.164,10,50.1,1.13
,16:53:13,4,3600,929.7,1.17,13.3,7,-6.3,0.163,10,50.1,1.12
,16:53:14,4,3600,930.7,1.17,13.3,7,-6.3,0.163,10,50.1,1.12
,16:53:15,4,3600,931.7,1.17,13.3,7,-6.2,0.168,10,50.1,1.11
,16:53:16,4,3600,932.7,1.17,13.3,7,-6.1,0.168,10,50.1,1.11
,16:53:17,4,3600,933.7,1.17,13.3,7,-6.1,0.175,10,50.1,1.11
,16:53:18,4,3600,934.7,1.17,13.3,7,-6,0.175,10,50.1,1.11
,16:53:19,4,3600,935.7,1.17,13.3,7,-5.9,0.175,10,50.1,1.11
,16:53:20,4,3600,936.7,1.17,13.3,7,-5.9,0.175,10,50.1,1.11
,16:53:21,4,3600,937.7,1.17,13.3,7,-5.9,0.168,10,50.1,1.11
,16:53:22,4,3600,938.7,1.17,13.3,7,-5.8,0.169,10,50.1,1.12
,16:53:23,4,3600,939.7,1.17,13.3,7,-5.7,0.163,10,50.1,1.12
,16:53:24,4,3600,940.7,1.17,13.3,7,-5.7,0.162,10,50.1,1.11
,16:53:25,4,3600,941.7,1.16,13.3,7,-5.6,0.168,10,50.1,1.11
,16:53:26,4,3600,942.7,1.16,13.3,7,-5.6,0.174,10,50.1,1.1
,16:53:27,4,3600,943.7,1.16,13.3,7,-5.6,0.174,10,50.1,1.11
,16:53:28,4,3600,944.7,1.16,13.3,7,-5.6,0.174,10,50.1,1.11
,16:53:29,4,3600,945.7,1.17,13.3,7,-5.5,0.175,10,50.1,1.11
,16:53:30,4,3600,946.7,1.17,13.3,7,-5.4,0.168,10,50.1,1.11
,16:53:31,4,3600,947.7,1.17,13.3,7,-5.4,0.162,10,50.1,1.11
,16:53:32,4,3600,948.7,1.16,13.3,7,-5.4,0.162,10,50.1,1.11
,16:53:33,4,3600,949.7,1.16,13.3,7,-5.3,0.162,10,50.1,1.11
,16:53:34,4,3600,950.7,1.16,13.3,7,-5.3,0.174,10,50.1,1.1
,16:53:35,4,3600,951.7,1.16,13.3,7,-5.2,0.173,10,50.1,1.1
,16:53:36,4,3600,952.7,1.16,13.3,7,-5.1,0.173,10,50.1,1.11
,16:53:37,4,3600,953.7,1.16,13.3,7,-5.1,0.174,10,50.1,1.11
,16:53:38,4,3600,954.7,1.16,13.3,7,-5.1,0.174,10,50.1,1.11
,16:53:39,4,3600,955.7,1.17,13.3,7,-5.1,0.168,10,50.1,1.11
,16:53:40,4,3600,956.7,1.17,13.3,7,-5,0.168,10,50.1,1.11
,16:53:41,4,3600,957.7,1.16,13.3,7,-5,0.168,10,50.1,1.11
,16:53:42,4,3600,958.7,1.16,13.3,7,-4.9,0.174,10,50.1,1.11
,16:53:43,4,3600,959.7,1.16,13.3,7,-4.9,0.168,10,50.1,1.11
,16:53:44,4,3600,960.7,1.17,13.3,7,-4.9,0.162,10,50.1,1.11
,16:53:45,4,3600,961.7,1.16,13.3,7,-4.9,0.162,10,50.1,1.11
,16:53:46,4,3600,962.7,1.16,13.3,7,-4.9,0.167,10,50.1,1.1
,16:53:47,4,3600,963.7,1.15,13.3,7,-4.8,0.172,10,50.1,1.1
,16:53:48,4,3600,964.7,1.15,13.3,7,-4.8,0.172,10,50.1,1.1
,16:53:49,4,3600,965.7,1.15,13.3,7,-4.8,0.172,10,50.1,1.1
,16:53:50,4,3600,966.7,1.15,13.3,7,-4.8,0.173,10,50.1,1.1
,16:53:51,4,3600,967.7,1.15,13.3,7,-4.7,0.173,10,50.1,1.1
,16:53:52,4,3600,968.7,1.16,13.3,7,-4.7,0.167,10,50.1,1.1
,16:53:53,4,3600,969.7,1.16,13.3,7,-4.7,0.161,10,50.1,1.11
,16:53:54,4,3600,970.7,1.16,13.3,7,-4.7,0.162,10,50.1,1.11
,16:53:55,4,3600,971.7,1.15,13.3,7,-4.6,0.166,10,50.1,1.1
,16:53:56,4,3600,972.7,1.15,13.3,7,-4.6,0.172,10,50.1,1.1
,16:53:57,4,3600,973.7,1.14,13.3,7,-4.6,0.171,10,50.1,1.09
,16:53:58,4,3600,974.7,1.15,13.3,7,-4.6,0.172,10,50.1,1.09
,16:53:59,4,3600,975.7,1.15,13.3,7,-4.5,0.173,10,50.1,1.1
,16:54:00,4,3600,976.7,1.15,13.3,7,-4.5,0.173,10,50.1,1.1
,16:54:01,4,3600,977.7,1.16,13.3,7,-4.5,0.167,10,50.1,1.1
,16:54:02,4,3600,978.7,1.16,13.3,7,-4.5,0.161,10,50.1,1.1
,16:54:03,4,3600,979.7,1.16,13.3,7,-4.5,0.167,10,50.1,1.1
,16:54:04,4,3600,980.7,1.15,13.3,7,-4.5,0.173,10,50.1,1.1
,16:54:05,4,3600,981.7,1.15,13.3,7,-4.5,0.173,10,50.1,1.1
,16:54:06,4,3600,982.7,1.15,13.3,7,-4.5,0.172,10,50.1,1.1
,16:54:07,4,3600,983.7,1.15,13.3,7,-4.5,0.172,10,50.1,1.1
,16:54:08,4,3600,984.7,1.15,13.3,7,-4.5,0.173,10,50.1,1.1
,16:54:09,4,3600,985.7,1.15,13.3,7,-4.4,0.173,10,50.1,1.1
,16:54:10,4,3600,986.7,1.16,13.3,7,-4.4,0.167,10,50.1,1.1
,16:54:11,4,3600,987.7,1.16,13.3,7,-4.4,0.161,10,50.1,1.1
,16:54:12,4,3600,988.7,1.16,13.3,7,-4.4,0.161,10,50.1,1.1
,16:54:13,4,3600,989.7,1.15,13.3,7,-4.4,0.166,10,50.1,1.1
,16:54:14,4,3600,990.7,1.15,13.3,7,-4.4,0.173,10,50.1,1.1
,16:54:15,4,3600,991.7,1.15,13.3,7,-4.4,0.172,10,50.1,1.1
,16:54:16,4,3600,992.7,1.15,13.3,7,-4.4,0.172,10,50.1,1.1
,16:54:17,4,3600,993.7,1.15,13.3,7,-4.3,0.166,10,50.1,1.1
,16:54:18,4,3600,994.7,1.15,13.3,7,-4.3,0.173,10,50.1,1.1
,16:54:19,4,3600,995.7,1.15,13.3,7,-4.3,0.166,10,50.1,1.1
,16:54:20,4,3600,996.7,1.15,13.3,7,-4.3,0.161,10,50.1,1.1
,16:54:21,4,3600,997.7,1.15,13.3,7,-4.3,0.161,10,50.1,1.1
,16:54:22,4,3600,998.7,1.15,13.3,7,-4.3,0.166,10,50.1,1.1
,16:54:23,4,3600,999.7,1.15,13.3,7,-4.2,0.172,10,50,1.09
,16:54:24,4,3600,1000.7,1.15,13.3,6,-4.3,0.179,10,50.1,1.09
,16:54:25,4,3600,1001.7,1.15,13.3,7,-4.2,0.172,10,50.1,1.1
,16:54:26,4,3600,1002.7,1.15,13.3,7,-4.2,0.173,10,50.1,1.1
,16:54:27,4,3600,1003.7,1.15,13.3,7,-4.2,0.166,10,50.1,1.1
,16:54:28,4,3600,1004.7,1.15,13.3,7,-4.2,0.161,10,50.1,1.1
,16:54:29,4,3600,1005.7,1.15,13.3,7,-4.2,0.16,10,50.1,1.1
,16:54:30,4,3600,1006.7,1.15,13.3,7,-4.1,0.172,10,50.1,1.09
,16:54:31,4,3600,1007.7,1.14,13.3,7,-4.1,0.171,10,50.1,1.09
,16:54:32,4,3600,1008.7,1.14,13.3,7,-4.1,0.171,10,50.1,1.09
,16:54:33,4,3600,1009.7,1.15,13.3,7,-4.1,0.172,10,50.1,1.1
,16:54:34,4,3600,1010.7,1.15,13.3,7,-4.1,0.173,10,50.1,1.1
,16:54:35,4,3600,1011.7,1.15,13.3,7,-4.1,0.166,10,50.1,1.1
,16:54:36,4,3600,1012.7,1.15,13.3,7,-4.1,0.16,10,50.1,1.1
,16:54:37,4,3600,1013.7,1.15,13.3,7,-4.1,0.155,10,50.1,1.1
,16:54:38,4,3600,1014.7,1.15,13.3,7,-4.1,0.16,10,50.1,1.1
,16:54:39,4,3600,1015.7,1.15,13.3,7,-4.1,0.165,10,50.1,1.09
,16:54:40,4,3600,1016.7,1.14,13.3,7,-4.1,0.171,10,50.1,1.09
,16:54:41,4,3600,1017.7,1.14,13.3,7,-4.1,0.171,10,50,1.09
,16:54:42,4,3600,1018.7,1.15,13.3,7,-4.1,0.172,10,50,1.09
,16:54:43,4,3600,1019.7,1.15,13.3,7,-4.1,0.172,10,50.1,1.09
,16:54:44,4,3600,1020.7,1.15,13.3,7,-4.1,0.172,10,50.1,1.1
,16:54:45,4,3600,1021.7,1.15,13.3,7,-4.1,0.166,10,50.1,1.1
,16:54:46,4,3600,1022.7,1.15,13.3,7,-4.1,0.166,10,50.1,1.1
,16:54:47,4,3600,1023.7,1.15,13.3,7,-4,0.16,10,50.1,1.1
,16:54:48,4,3600,1024.7,1.15,13.3,7,-4,0.16,10,50.1,1.1
,16:54:49,4,3600,1025.7,1.14,13.3,7,-4,0.165,10,50.1,1.09
,16:54:50,4,3600,1026.7,1.14,13.3,6,-4,0.177,10,50.1,1.09
,16:54:51,4,3600,1027.7,1.14,13.3,6,-4,0.177,10,50.1,1.09
,16:54:52,4,3600,1028.7,1.14,13.3,7,-4,0.171,10,50.1,1.09
,16:54:53,4,3600,1029.7,1.15,13.3,7,-4,0.172,10,50.1,1.09
,16:54:54,4,3600,1030.7,1.15,13.3,7,-4,0.172,10,50.1,1.1
,16:54:55,4,3600,1031.7,1.15,13.3,7,-4,0.166,10,50.1,1.1
,16:54:56,4,3600,1032.7,1.15,13.3,7,-4,0.166,10,50.1,1.1
,16:54:57,4,3600,1033.7,1.15,13.3,7,-4,0.166,10,50.1,1.1
,16:54:58,4,3600,1034.7,1.15,13.3,7,-4,0.172,10,50,1.1
,16:54:59,4,3600,1035.7,1.15,13.3,7,-4,0.172,10,50.1,1.1
,16:55:00,4,3600,1036.7,1.15,13.3,7,-4,0.172,10,50.1,1.09
,16:55:01,4,3600,1037.7,1.15,13.3,7,-4,0.172,10,50.1,1.1
,16:55:02,4,3600,1038.7,1.15,13.3,7,-4,0.166,10,50.1,1.1
,16:55:03,4,3600,1039.7,1.15,13.3,7,-4,0.166,10,50.1,1.1
,16:55:04,4,3600,1040.7,1.15,13.3,7,-4,0.166,10,50.1,1.1
,16:55:05,4,3600,1041.7,1.15,13.3,7,-4,0.172,10,50,1.09
,16:55:06,4,3600,1042.7,1.15,13.3,7,-4,0.172,10,50.1,1.1
,16:55:07,4,3600,1043.7,1.15,13.3,7,-3.9,0.173,10,50.1,1.1
,16:55:08,4,3600,1044.7,1.15,13.3,7,-3.9,0.166,10,50.1,1.1
,16:55:09,4,3600,1045.7,1.15,13.3,7,-3.9,0.161,10,50.1,1.1
,16:55:10,4,3600,1046.7,1.16,13.3,7,-3.9,0.167,10,50.1,1.1
,16:55:11,4,3600,1047.7,1.16,13.3,7,-3.9,0.167,10,50.1,1.1
,16:55:12,4,3600,1048.7,1.15,13.3,7,-3.9,0.166,10,50.1,1.1
,16:55:13,4,3600,1049.7,1.15,13.3,7,-3.9,0.166,10,50.1,1.1
,16:55:14,4,3600,1050.7,1.15,13.3,7,-3.9,0.166,10,50.1,1.1
,16:55:15,4,3600,1051.7,1.15,13.3,7,-3.9,0.16,10,50.1,1.1
,16:55:16,4,3600,1052.7,1.15,13.3,7,-3.9,0.161,10,50.1,1.1
,16:55:17,4,3600,1053.7,1.15,13.3,7,-3.8,0.161,10,50.1,1.1
,16:55:18,4,3600,1054.7,1.15,13.3,7,-3.8,0.166,10,50,1.1
,16:55:19,4,3600,1055.7,1.15,13.3,7,-3.8,0.166,10,50.1,1.1
,16:55:20,4,3600,1056.7,1.15,13.3,7,-3.8,0.173,10,50.1,1.1
,16:55:21,4,3600,1057.7,1.15,13.3,7,-3.8,0.166,10,50.1,1.1
,16:55:22,4,3600,1058.7,1.15,13.3,7,-3.8,0.16,10,50.1,1.1
,16:55:23,4,3600,1059.7,1.15,13.3,7,-3.8,0.165,10,50,1.09
,16:55:24,4,3600,1060.7,1.14,13.3,7,-3.8,0.171,10,50.1,1.09
,16:55:25,4,3600,1061.7,1.14,13.3,7,-3.8,0.171,10,50.1,1.09
,16:55:26,4,3600,1062.7,1.15,13.3,7,-3.8,0.165,10,50.1,1.1
,16:55:27,4,3600,1063.7,1.15,13.3,7,-3.8,0.166,10,50.1,1.1
,16:55:28,4,3600,1064.7,1.15,13.3,7,-3.8,0.166,10,50.1,1.1
,16:55:29,4,3600,1065.7,1.15,13.3,7,-3.8,0.173,10,50.1,1.1
,16:55:30,4,3600,1066.7,1.15,13.3,7,-3.8,0.173,10,50.1,1.1
,16:55:31,4,3600,1067.7,1.15,13.3,7,-3.7,0.173,10,50.1,1.1
,16:55:32,4,3600,1068.7,1.15,13.3,7,-3.7,0.165,10,50.1,1.09
,16:55:33,4,3600,1069.7,1.15,13.3,7,-3.7,0.172,10,50,1.09
,16:55:34,4,3600,1070.7,1.15,13.3,7,-3.7,0.166,10,50,1.1
,16:55:35,4,3600,1071.7,1.15,13.3,7,-3.7,0.16,10,50.1,1.1
,16:55:36,4,3600,1072.7,1.15,13.3,7,-3.7,0.166,10,50.1,1.1
,16:55:37,4,3600,1073.7,1.15,13.3,7,-3.7,0.172,10,50,1.09
,16:55:38,4,3600,1074.7,1.14,13.3,7,-3.7,0.171,10,50.1,1.09
,16:55:39,4,3600,1075.7,1.15,13.3,7,-3.7,0.172,10,50.1,1.09
,16:55:40,4,3600,1076.7,1.15,13.3,7,-3.7,0.172,10,50.1,1.1
,16:55:41,4,3600,1077.7,1.15,13.3,7,-3.7,0.166,10,50.1,1.1
,16:55:42,4,3600,1078.7,1.15,13.3,7,-3.7,0.166,10,50.1,1.1
,16:55:43,4,3600,1079.7,1.15,13.3,7,-3.7,0.166,10,50.1,1.1
,16:55:44,4,3600,1080.7,1.15,13.3,7,-3.7,0.165,10,50,1.09
,16:55:45,4,3600,1081.7,1.15,13.3,7,-3.7,0.166,10,50.1,1.1
,16:55:46,4,3600,1082.7,1.15,13.3,7,-3.7,0.172,10,50.1,1.1
,16:55:47,4,3600,1083.7,1.15,13.3,7,-3.7,0.166,10,50.1,1.1
,16:55:48,4,3600,1084.7,1.15,13.3,7,-3.7,0.165,10,50.1,1.09
,16:55:49,4,3600,1085.7,1.15,13.3,7,-3.7,0.165,10,50.1,1.09
,16:55:50,4,3600,1086.7,1.14,13.3,7,-3.7,0.171,10,50,1.09
,16:55:51,4,3600,1087.7,1.14,13.3,7,-3.7,0.171,10,50,1.09
,16:55:52,4,3600,1088.7,1.14,13.3,7,-3.7,0.171,10,50,1.09
,16:55:53,4,3600,1089.7,1.15,13.3,7,-3.7,0.172,10,50.1,1.1
,16:55:54,4,3600,1090.7,1.15,13.3,7,-3.7,0.16,10,50.1,1.1
,16:55:55,4,3600,1091.7,1.15,13.3,7,-3.7,0.16,10,50.1,1.1
,16:55:56,4,3600,1092.7,1.15,13.3,7,-3.7,0.173,10,50,1.1
,16:55:57,4,3600,1093.7,1.15,13.3,6,-3.7,0.179,10,50.1,1.09
,16:55:58,4,3600,1094.7,1.15,13.3,6,-3.7,0.179,10,50.1,1.09
,16:55:59,4,3600,1095.7,1.15,13.3,7,-3.7,0.172,10,50.1,1.1
,16:56:00,4,3600,1096.7,1.15,13.3,7,-3.7,0.16,10,50.1,1.1
,16:56:01,4,3600,1097.7,1.15,13.3,7,-3.7,0.161,10,50.1,1.1
,16:56:02,4,3600,1098.7,1.15,13.3,7,-3.7,0.166,10,50.1,1.1
,16:56:03,4,3600,1099.7,1.15,13.3,7,-3.6,0.173,10,50.1,1.1
,16:56:04,4,3600,1100.7,1.15,13.3,7,-3.6,0.172,10,50.1,1.1
,16:56:05,4,3600,1101.7,1.15,13.3,7,-3.6,0.172,10,50.1,1.1
,16:56:06,4,3600,1102.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:07,4,3600,1103.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:08,4,3600,1104.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:09,4,3600,1105.7,1.15,13.3,7,-3.6,0.166,10,50,1.1
,16:56:10,4,3600,1106.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:11,4,3600,1107.7,1.15,13.3,7,-3.6,0.172,10,50,1.1
,16:56:12,4,3600,1108.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:13,4,3600,1109.7,1.15,13.3,7,-3.6,0.16,10,50.1,1.1
,16:56:14,4,3600,1110.7,1.15,13.3,7,-3.6,0.16,10,50.1,1.1
,16:56:15,4,3600,1111.7,1.15,13.3,7,-3.6,0.165,10,50.1,1.09
,16:56:16,4,3600,1112.7,1.14,13.3,6,-3.6,0.178,10,50,1.09
,16:56:17,4,3600,1113.7,1.14,13.3,6,-3.6,0.177,10,50,1.09
,16:56:18,4,3600,1114.7,1.14,13.3,7,-3.6,0.171,10,50.1,1.09
,16:56:19,4,3600,1115.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:20,4,3600,1116.7,1.15,13.3,7,-3.6,0.165,10,50.1,1.09
,16:56:21,4,3600,1117.7,1.15,13.3,7,-3.6,0.165,10,50,1.09
,16:56:22,4,3600,1118.7,1.15,13.3,7,-3.6,0.159,10,50.1,1.09
,16:56:23,4,3600,1119.7,1.15,13.3,7,-3.6,0.159,10,50.1,1.09
,16:56:24,4,3600,1120.7,1.15,13.3,7,-3.6,0.165,10,50.1,1.09
,16:56:25,4,3600,1121.7,1.14,13.3,7,-3.6,0.171,10,50,1.09
,16:56:26,4,3600,1122.7,1.14,13.3,7,-3.6,0.171,10,50.1,1.09
,16:56:27,4,3600,1123.7,1.14,13.3,7,-3.6,0.171,10,50.1,1.09
,16:56:28,4,3600,1124.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:29,4,3600,1125.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:30,4,3600,1126.7,1.15,13.3,7,-3.6,0.16,10,50,1.1
,16:56:31,4,3600,1127.7,1.15,13.3,7,-3.6,0.165,10,50.1,1.09
,16:56:32,4,3600,1128.7,1.14,13.3,7,-3.6,0.171,10,50.1,1.09
,16:56:33,4,3600,1129.7,1.14,13.3,6,-3.6,0.177,10,50.1,1.09
,16:56:34,4,3600,1130.7,1.14,13.3,6,-3.6,0.178,10,50.1,1.09
,16:56:35,4,3600,1131.7,1.15,13.3,7,-3.6,0.172,10,50.1,1.1
,16:56:36,4,3600,1132.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:37,4,3600,1133.7,1.16,13.3,7,-3.6,0.161,10,50.1,1.1
,16:56:38,4,3600,1134.7,1.15,13.3,7,-3.6,0.161,10,50.1,1.1
,16:56:39,4,3600,1135.7,1.15,13.3,7,-3.6,0.166,10,50,1.1
,16:56:40,4,3600,1136.7,1.15,13.3,7,-3.6,0.172,10,50.1,1.1
,16:56:41,4,3600,1137.7,1.15,13.3,7,-3.6,0.166,10,50,1.1
,16:56:42,4,3600,1138.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.1
,16:56:43,4,3600,1139.7,1.15,13.3,7,-3.6,0.166,10,50.1,1.09
,16:56:44,4,3600,1140.7,1.15,13.3,7,-3.6,0.172,10,50,1.09
,16:56:45,4,3600,1141.7,1.15,13.3,7,-3.6,0.172,10,50.1,1.09
,16:56:46,4,3600,1142.7,1.15,13.3,7,-3.5,0.165,10,50.1,1.09
,16:56:47,4,3600,1143.7,1.15,13.3,7,-3.5,0.159,10,50.1,1.09
,16:56:48,4,3600,1144.7,1.14,13.3,7,-3.5,0.159,10,50.1,1.09
,16:56:49,4,3600,1145.7,1.14,13.3,7,-3.5,0.165,10,50,1.09
,16:56:50,4,3600,1146.7,1.13,13.3,7,-3.5,0.17,10,50.1,1.08
,16:56:51,4,3600,1147.7,1.14,13.3,7,-3.5,0.164,10,50.1,1.09
,16:56:52,4,3600,1148.7,1.14,13.3,7,-3.5,0.165,10,50.1,1.09
,16:56:53,4,3600,1149.7,1.14,13.3,7,-3.5,0.171,10,50,1.09
,16:56:54,4,3600,1150.7,1.14,13.3,6,-3.5,0.178,10,50.1,1.09
,16:56:55,4,3600,1151.7,1.15,13.3,7,-3.5,0.172,10,50.1,1.1
,16:56:56,4,3600,1152.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:56:57,4,3600,1153.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:56:58,4,3600,1154.7,1.15,13.3,7,-3.5,0.173,10,50.1,1.1
,16:56:59,4,3600,1155.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:57:00,4,3600,1156.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:57:01,4,3600,1157.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:57:02,4,3600,1158.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:57:03,4,3600,1159.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:57:04,4,3600,1160.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:57:05,4,3600,1161.7,1.14,13.3,7,-3.5,0.165,10,50,1.09
,16:57:06,4,3600,1162.7,1.14,13.3,7,-3.5,0.171,10,50,1.09
,16:57:07,4,3600,1163.7,1.14,13.3,7,-3.5,0.171,10,50,1.09
,16:57:08,4,3600,1164.7,1.15,13.3,7,-3.5,0.165,10,50.1,1.09
,16:57:09,4,3600,1165.7,1.15,13.3,7,-3.5,0.165,10,50.1,1.09
,16:57:10,4,3600,1166.7,1.14,13.3,7,-3.5,0.171,10,50.1,1.09
,16:57:11,4,3600,1167.7,1.14,13.3,7,-3.5,0.171,10,50.1,1.09
,16:57:12,4,3600,1168.7,1.15,13.3,7,-3.5,0.165,10,50.1,1.1
,16:57:13,4,3600,1169.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.1
,16:57:14,4,3600,1170.7,1.15,13.3,7,-3.5,0.172,10,50.1,1.1
,16:57:15,4,3600,1171.7,1.15,13.3,7,-3.5,0.165,10,50.1,1.09
,16:57:16,4,3600,1172.7,1.14,13.3,7,-3.5,0.165,10,50,1.09
,16:57:17,4,3600,1173.7,1.14,13.3,7,-3.5,0.171,10,50.1,1.09
,16:57:18,4,3600,1174.7,1.13,13.3,6,-3.5,0.177,10,50.1,1.08
,16:57:19,4,3600,1175.7,1.14,13.3,7,-3.5,0.171,10,50.1,1.09
,16:57:20,4,3600,1176.7,1.14,13.3,7,-3.5,0.165,10,50.1,1.09
,16:57:21,4,3600,1177.7,1.15,13.3,7,-3.5,0.166,10,50.1,1.09
,16:57:22,4,3600,1178.7,1.15,13.3,7,-3.5,0.165,10,50.1,1.1
,16:57:23,4,3600,1179.7,1.15,13.3,7,-3.5,0.16,10,50.1,1.1
,16:57:24,4,3600,1180.7,1.15,13.3,7,-3.5,0.165,10,50.1,1.09
,16:57:25,4,3600,1181.7,1.14,13.3,7,-3.5,0.165,10,50.1,1.09
,16:57:26,4,3600,1182.7,1.13,13.3,7,-3.5,0.17,10,50.1,1.08
,16:57:27,4,3600,1183.7,1.13,13.3,7,-3.5,0.17,10,50.1,1.08
,16:57:28,4,3600,1184.7,1.14,13.3,7,-3.5,0.164,10,50.1,1.09
,16:57:29,4,3600,1185.7,1.14,13.3,7,-3.4,0.165,10,50.1,1.09
,16:57:30,4,3600,1186.7,1.14,13.3,7,-3.4,0.165,10,50.1,1.09
,16:57:31,4,3600,1187.7,1.14,13.3,7,-3.4,0.171,10,50,1.09
