Data file,,RA0.3_OILHEF10_12C_004.TSV,,,,,,,,,,
,17:32:17,4,2700,242.4,2,13.3,9,11.6,0.223,10,1.5,1.91
,17:32:18,4,2700,243.4,1.99,13.3,9,11.6,0.222,10,1.5,1.9
,17:32:19,4,2700,244.4,1.99,13.3,9,11.7,0.221,10,1.5,1.9
,17:32:20,4,2700,245.4,1.98,13.3,9,11.7,0.221,10,1.5,1.89
,17:32:21,4,2700,246.4,1.98,13.3,9,11.7,0.22,10,1.5,1.89
,17:32:22,4,2700,247.4,1.97,13.3,9,11.7,0.22,10,1.5,1.88
,17:32:23,4,2700,248.4,1.97,13.3,9,11.7,0.219,10,1.6,1.88
,17:32:24,4,2700,249.4,1.96,13.3,9,11.7,0.219,10,1.7,1.88
,17:32:25,4,2700,250.4,1.96,13.3,9,11.7,0.213,10,1.6,1.88
,17:32:26,4,2700,251.4,1.97,13.3,9,11.7,0.207,10,1.6,1.88
,17:32:27,4,2700,252.4,1.97,13.3,9,11.7,0.207,10,1.5,1.88
,17:32:28,4,2700,253.4,1.96,13.3,9,11.7,0.213,10,1.5,1.88
,17:32:29,4,2700,254.4,1.96,13.3,9,11.7,0.218,10,1.5,1.87
,17:32:30,4,2700,255.4,1.95,13.3,9,11.7,0.217,10,1.5,1.86
,17:32:31,4,2700,256.4,1.94,13.3,9,11.7,0.217,10,1.5,1.86
,17:32:32,4,2700,257.4,1.94,13.3,9,11.7,0.222,10,1.5,1.85
,17:32:33,4,2700,258.4,1.93,13.3,9,11.7,0.215,10,1.5,1.84
,17:32:34,4,2700,259.4,1.92,13.3,9,11.7,0.214,10,1.4,1.83
,17:32:35,4,2700,260.4,1.92,13.3,9,11.7,0.213,10,1.4,1.83
,17:32:36,4,2700,261.4,1.91,13.3,9,11.7,0.213,10,1.4,1.83
,17:32:37,4,2700,262.4,1.91,13.3,9,11.7,0.213,10,1.4,1.83
,17:32:38,4,2700,263.4,1.91,13.3,9,11.6,0.212,10,1.5,1.82
,17:32:39,4,2700,264.4,1.91,13.3,9,11.6,0.212,10,1.5,1.82
,17:32:40,4,2700,265.4,1.9,13.3,9,11.6,0.212,10,1.5,1.81
,17:32:41,4,2700,266.4,1.89,13.3,9,11.6,0.205,10,1.5,1.81
,17:32:42,4,2700,267.4,1.89,13.3,9,11.6,0.199,10,1.4,1.8
,17:32:43,4,2700,268.4,1.89,13.3,9,11.6,0.199,10,1.3,1.8
,17:32:44,4,2700,269.4,1.89,13.3,9,11.5,0.205,10,1.3,1.8
,17:32:45,4,2700,270.4,1.88,13.3,9,11.5,0.21,10,1.2,1.8
,17:32:46,4,2700,271.4,1.87,13.3,9,11.5,0.209,10,1.2,1.79
,17:32:47,4,2700,272.4,1.86,13.3,9,11.5,0.208,10,1.2,1.78
,17:32:48,4,2700,273.4,1.86,13.3,9,11.4,0.213,10,1.2,1.77
,17:32:49,4,2700,274.4,1.85,13.3,9,11.4,0.206,10,1.2,1.76
,17:32:50,4,2700,275.4,1.85,13.3,9,11.4,0.212,10,1.2,1.76
,17:32:51,4,2700,276.4,1.84,13.3,9,11.4,0.211,10,1.1,1.76
,17:32:52,4,2700,277.4,1.85,13.3,9,11.4,0.206,10,1.1,1.77
,17:32:53,4,2700,278.4,1.85,13.3,9,11.4,0.206,10,1.1,1.77
,17:32:54,4,2700,279.4,1.85,13.3,9,11.4,0.201,10,1.1,1.77
,17:32:55,4,2700,280.4,1.85,13.3,9,11.3,0.2,10,1.1,1.76
,17:32:56,4,2700,281.4,1.84,13.3,9,11.3,0.194,10,1.1,1.76
,17:32:57,4,2700,282.4,1.84,13.3,9,11.3,0.199,10,1.1,1.76
,17:32:58,4,2700,283.4,1.83,13.3,9,11.3,0.204,10,1.1,1.75
,17:32:59,4,2700,284.4,1.83,13.3,9,11.2,0.204,10,1.1,1.75
,17:33:00,4,2700,285.4,1.83,13.3,9,11.2,0.204,10,1.1,1.75
,17:33:01,4,2700,286.4,1.83,13.3,9,11.2,0.204,10,1.1,1.75
,17:33:02,4,2700,287.4,1.83,13.3,9,11.1,0.204,10,1.1,1.75
,17:33:03,4,2700,288.4,1.83,13.3,9,11.1,0.203,10,1.1,1.74
,17:33:04,4,2700,289.4,1.83,13.3,9,11.1,0.203,10,1.1,1.74
,17:33:05,4,2700,290.4,1.83,13.3,9,11.1,0.198,10,1.1,1.74
,17:33:06,4,2700,291.4,1.83,13.3,9,11,0.193,10,1.1,1.75
,17:33:07,4,2700,292.4,1.83,13.3,9,11,0.192,10,1,1.74
,17:33:08,4,2700,293.4,1.82,13.3,9,11,0.197,10,1,1.74
,17:33:09,4,2700,294.4,1.81,13.3,9,11,0.202,10,1,1.73
,17:33:10,4,2700,295.4,1.8,13.3,9,11,0.201,10,1,1.72
,17:33:11,4,2700,296.4,1.79,13.3,9,11,0.2,10,1,1.71
,17:33:12,4,2700,297.4,1.8,13.3,9,11,0.2,10,1,1.72
,17:33:13,4,2700,298.4,1.8,13.3,9,11,0.201,10,1,1.72
,17:33:14,4,2700,299.4,1.8,13.3,9,10.9,0.206,10,1,1.72
,17:33:15,4,2700,300.4,1.8,13.3,9,10.9,0.201,10,1,1.72
,17:33:16,4,2700,301.4,1.8,13.3,9,10.9,0.201,10,1,1.72
,17:33:17,4,2700,302.4,1.79,13.3,9,10.9,0.2,10,1,1.71
,17:33:18,4,2700,303.4,1.79,13.3,9,10.9,0.194,10,1,1.71
,17:33:19,4,2700,304.4,1.78,13.3,9,10.9,0.193,10,0.9,1.7
,17:33:20,4,2700,305.4,1.78,13.3,9,10.8,0.187,10,0.9,1.69
,17:33:21,4,2700,306.4,1.77,13.3,9,10.8,0.192,10,0.9,1.69
,17:33:22,4,2700,307.4,1.76,13.3,9,10.8,0.196,10,0.9,1.68
,17:33:23,4,2700,308.4,1.75,13.3,9,10.8,0.201,10,0.9,1.67
,17:33:24,4,2700,309.4,1.74,13.3,9,10.8,0.2,10,0.9,1.66
,17:33:25,4,2700,310.4,1.75,13.3,9,10.8,0.2,10,0.9,1.67
,17:33:26,4,2700,311.4,1.75,13.3,9,10.7,0.195,10,0.9,1.68
,17:33:27,4,2700,312.4,1.75,13.3,9,10.7,0.195,10,0.9,1.68
,17:33:28,4,2700,313.4,1.76,13.3,9,10.7,0.196,10,0.9,1.68
,17:33:29,4,2700,314.4,1.76,13.3,9,10.7,0.196,10,0.9,1.68
,17:33:30,4,2700,315.4,1.76,13.3,9,10.7,0.191,10,0.9,1.68
,17:33:31,4,2700,316.4,1.76,13.3,9,10.7,0.185,10,0.8,1.68
,17:33:32,4,2700,317.4,1.76,13.3,9,10.7,0.19,10,0.8,1.68
,17:33:33,4,2700,318.4,1.75,13.3,9,10.7,0.195,10,0.8,1.67
,17:33:34,4,2700,319.4,1.75,13.3,9,10.6,0.195,10,0.8,1.67
,17:33:35,4,2700,320.4,1.74,13.3,9,10.6,0.2,10,0.8,1.66
,17:33:36,4,2700,321.4,1.74,13.3,9,10.6,0.199,10,0.9,1.66
,17:33:37,4,2700,322.4,1.74,13.3,9,10.6,0.199,10,0.9,1.66
,17:33:38,4,2700,323.4,1.74,13.3,9,10.6,0.199,10,0.9,1.66
,17:33:39,4,2700,324.4,1.75,13.3,9,10.6,0.195,10,0.9,1.67
,17:33:40,4,2700,325.4,1.75,13.3,9,10.5,0.195,10,0.9,1.68
,17:33:41,4,2700,326.4,1.76,13.3,9,10.5,0.196,10,0.9,1.68
,17:33:42,4,2700,327.4,1.75,13.3,9,10.5,0.189,10,0.9,1.67
,17:33:43,4,2700,328.4,1.74,13.3,9,10.5,0.184,10,0.9,1.66
,17:33:44,4,2700,329.4,1.74,13.3,9,10.5,0.183,10,0.9,1.66
,17:33:45,4,2700,330.4,1.74,13.3,9,10.5,0.188,10,0.9,1.66
,17:33:46,4,2700,331.4,1.74,13.3,9,10.5,0.194,10,0.9,1.66
,17:33:47,4,2700,332.4,1.73,13.3,9,10.4,0.199,10,0.9,1.66
,17:33:48,4,2700,333.4,1.74,13.3,9,10.4,0.194,10,0.9,1.66
,17:33:49,4,2700,334.4,1.74,13.3,9,10.4,0.194,10,0.9,1.67
,17:33:50,4,2700,335.4,1.75,13.3,9,10.4,0.195,10,0.9,1.67
,17:33:51,4,2700,336.4,1.75,13.3,9,10.4,0.195,10,0.9,1.67
,17:33:52,4,2700,337.4,1.75,13.3,9,10.4,0.195,10,0.9,1.67
,17:33:53,4,2700,338.4,1.74,13.3,9,10.4,0.189,10,0.9,1.66
,17:33:54,4,2700,339.4,1.74,13.3,9,10.4,0.183,10,0.9,1.66
,17:33:55,4,2700,340.4,1.73,13.3,9,10.4,0.187,10,0.9,1.65
,17:33:56,4,2700,341.4,1.73,13.3,9,10.3,0.192,10,0.9,1.65
,17:33:57,4,2700,342.4,1.72,13.3,9,10.3,0.192,10,0.9,1.65
,17:33:58,4,2700,343.4,1.72,13.3,9,10.3,0.192,10,0.9,1.65
,17:33:59,4,2700,344.4,1.72,13.3,9,10.3,0.192,10,0.9,1.64
,17:34:00,4,2700,345.4,1.72,13.3,9,10.3,0.197,10,0.9,1.64
,17:34:01,4,2700,346.4,1.72,13.3,9,10.3,0.192,10,0.9,1.64
,17:34:02,4,2700,347.4,1.72,13.3,9,10.3,0.186,10,0.9,1.65
,17:34:03,4,2700,348.4,1.72,13.3,9,10.3,0.182,10,0.9,1.65
,17:34:04,4,2700,349.4,1.72,13.3,9,10.3,0.186,10,0.9,1.64
,17:34:05,4,2700,350.4,1.71,13.3,9,10.3,0.191,10,0.9,1.64
,17:34:06,4,2700,351.4,1.71,13.3,9,10.3,0.191,10,0.9,1.64
,17:34:07,4,2700,352.4,1.71,13.3,9,10.3,0.191,10,0.9,1.64
,17:34:08,4,2700,353.4,1.71,13.3,9,10.3,0.191,10,0.9,1.64
,17:34:09,4,2700,354.4,1.71,13.3,9,10.3,0.191,10,0.9,1.63
,17:34:10,4,2700,355.4,1.71,13.3,9,10.3,0.185,10,0.9,1.63
,17:34:11,4,2700,356.4,1.71,13.3,9,10.2,0.185,10,0.9,1.63
,17:34:12,4,2700,357.4,1.71,13.3,9,10.2,0.185,10,0.9,1.64
,17:34:13,4,2700,358.4,1.71,13.3,9,10.2,0.191,10,0.9,1.64
,17:34:14,4,2700,359.4,1.71,13.3,9,10.2,0.19,10,0.8,1.63
,17:34:15,4,2700,360.4,1.71,13.3,9,10.2,0.19,10,0.8,1.63
,17:34:16,4,2700,361.4,1.71,13.3,9,10.2,0.196,10,0.8,1.63
,17:34:17,4,2700,362.4,1.71,13.3,9,10.2,0.19,10,0.8,1.63
,17:34:18,4,2700,363.4,1.71,13.3,9,10.2,0.191,10,0.9,1.64
,17:34:19,4,2700,364.4,1.72,13.3,9,10.2,0.192,10,0.8,1.64
,17:34:20,4,2700,365.4,1.72,13.3,9,10.2,0.187,10,0.8,1.65
,17:34:21,4,2700,366.4,1.72,13.3,9,10.2,0.181,10,0.9,1.64
,17:34:22,4,2700,367.4,1.72,13.3,9,10.2,0.186,10,0.9,1.64
,17:34:23,4,2700,368.4,1.72,13.3,9,10.2,0.192,10,0.8,1.64
,17:34:24,4,2700,369.4,1.72,13.3,9,10.2,0.197,10,0.9,1.64
,17:34:25,4,2700,370.4,1.72,13.3,9,10.2,0.197,10,0.8,1.64
,17:34:26,4,2700,371.4,1.72,13.3,9,10.2,0.192,10,0.8,1.65
,17:34:27,4,2700,372.4,1.73,13.3,9,10.2,0.192,10,0.9,1.65
,17:34:28,4,2700,373.4,1.73,13.3,9,10.2,0.193,10,0.9,1.65
,17:34:29,4,2700,374.4,1.72,13.3,9,10.2,0.186,10,0.9,1.64
,17:34:30,4,2700,375.4,1.72,13.3,9,10.2,0.186,10,0.9,1.64
,17:34:31,4,2700,376.4,1.72,13.3,9,10.2,0.186,10,0.9,1.64
,17:34:32,4,2700,377.4,1.72,13.3,9,10.2,0.191,10,0.9,1.64
,17:34:33,4,2700,378.4,1.71,13.3,9,10.2,0.191,10,0.9,1.63
,17:34:34,4,2700,379.4,1.71,13.3,9,10.2,0.19,10,0.9,1.63
,17:34:35,4,2700,380.4,1.71,13.3,9,10.2,0.19,10,0.9,1.63
,17:34:36,4,2700,381.4,1.71,13.3,9,10.2,0.191,10,0.9,1.63
,17:34:37,4,2700,382.4,1.71,13.3,9,10.2,0.197,10,0.9,1.64
,17:34:38,4,2700,383.4,1.71,13.3,9,10.2,0.196,10,0.9,1.64
,17:34:39,4,2700,384.4,1.71,13.3,9,10.2,0.191,10,0.9,1.64
,17:34:40,4,2700,385.4,1.72,13.3,9,10.2,0.186,10,0.9,1.64
,17:34:41,4,2700,386.4,1.72,13.3,9,10.2,0.181,10,0.9,1.64
,17:34:42,4,2700,387.4,1.71,13.3,9,10.2,0.186,10,0.9,1.64
,17:34:43,4,2700,388.4,1.71,13.3,9,10.2,0.19,10,0.9,1.63
,17:34:44,4,2700,389.4,1.7,13.3,9,10.2,0.189,10,0.9,1.62
,17:34:45,4,2700,390.4,1.69,13.3,9,10.2,0.189,10,0.9,1.62
,17:34:46,4,2700,391.4,1.69,13.3,9,10.2,0.188,10,0.9,1.61
,17:34:47,4,2700,392.4,1.69,13.3,9,10.2,0.188,10,0.9,1.61
,17:34:48,4,2700,393.4,1.69,13.3,9,10.2,0.188,10,0.8,1.61
,17:34:49,4,2700,394.4,1.69,13.3,9,10.2,0.183,10,0.8,1.61
,17:34:50,4,2700,395.4,1.69,13.3,9,10.2,0.183,10,0.8,1.61
,17:34:51,4,2700,396.4,1.68,13.3,9,10.2,0.182,10,0.8,1.61
,17:34:52,4,2700,397.4,1.68,13.3,9,10.2,0.187,10,0.8,1.6
,17:34:53,4,2700,398.4,1.67,13.3,9,10.2,0.186,10,0.8,1.6
,17:34:54,4,2700,399.4,1.67,13.3,9,10.2,0.186,10,0.8,1.6
,17:34:55,4,2700,400.4,1.68,13.3,9,10.2,0.187,10,0.8,1.6
,17:34:56,4,2700,401.4,1.68,13.3,9,10.2,0.188,10,0.8,1.61
,17:34:57,4,2700,402.4,1.68,13.3,9,10.2,0.193,10,0.8,1.61
,17:34:58,4,2700,403.4,1.68,13.3,9,10.2,0.187,10,0.8,1.61
,17:34:59,4,2700,404.4,1.69,13.3,9,10.2,0.188,10,0.8,1.61
,17:35:00,4,2700,405.4,1.69,13.3,9,10.2,0.178,10,0.8,1.62
,17:35:01,4,2700,406.4,1.69,13.3,9,10.2,0.178,10,0.8,1.61
,17:35:02,4,2700,407.4,1.68,13.3,9,10.2,0.177,10,0.8,1.61
,17:35:03,4,2700,408.4,1.68,13.3,9,10.2,0.187,10,0.8,1.6
,17:35:04,4,2700,409.4,1.68,13.3,9,10.2,0.187,10,0.8,1.6
,17:35:05,4,2700,410.4,1.68,13.3,9,10.3,0.193,10,0.8,1.6
,17:35:06,4,2700,411.4,1.68,13.3,9,10.3,0.187,10,0.8,1.6
,17:35:07,4,2700,412.4,1.67,13.3,9,10.3,0.186,10,0.8,1.6
,17:35:08,4,2700,413.4,1.67,13.3,9,10.3,0.186,10,0.8,1.59
,17:35:09,4,2700,414.4,1.66,13.3,9,10.3,0.185,10,0.8,1.59
,17:35:10,4,2700,415.4,1.65,13.3,9,10.3,0.184,10,0.8,1.58
,17:35:11,4,2700,416.4,1.65,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:12,4,2700,417.4,1.65,13.3,9,10.3,0.184,10,0.8,1.57
,17:35:13,4,2700,418.4,1.65,13.3,9,10.3,0.184,10,0.8,1.58
,17:35:14,4,2700,419.4,1.66,13.3,9,10.3,0.179,10,0.8,1.58
,17:35:15,4,2700,420.4,1.66,13.3,9,10.3,0.175,10,0.8,1.58
,17:35:16,4,2700,421.4,1.65,13.3,9,10.3,0.179,10,0.8,1.58
,17:35:17,4,2700,422.4,1.65,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:18,4,2700,423.4,1.65,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:19,4,2700,424.4,1.64,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:20,4,2700,425.4,1.64,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:21,4,2700,426.4,1.65,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:22,4,2700,427.4,1.65,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:23,4,2700,428.4,1.65,13.3,9,10.3,0.184,10,0.8,1.57
,17:35:24,4,2700,429.4,1.65,13.3,9,10.3,0.179,10,0.8,1.57
,17:35:25,4,2700,430.4,1.65,13.3,9,10.3,0.174,10,0.8,1.58
,17:35:26,4,2700,431.4,1.65,13.3,9,10.3,0.179,10,0.8,1.58
,17:35:27,4,2700,432.4,1.65,13.3,9,10.3,0.184,10,0.8,1.58
,17:35:28,4,2700,433.4,1.65,13.3,9,10.3,0.184,10,0.8,1.58
,17:35:29,4,2700,434.4,1.64,13.3,9,10.3,0.183,10,0.8,1.57
,17:35:30,4,2700,435.4,1.64,13.3,9,10.4,0.183,10,0.8,1.57
,17:35:31,4,2700,436.4,1.64,13.3,9,10.4,0.183,10,0.8,1.56
,17:35:32,4,2700,437.4,1.64,13.3,9,10.4,0.183,10,0.8,1.57
,17:35:33,4,2700,438.4,1.64,13.3,9,10.4,0.183,10,0.8,1.57
,17:35:34,4,2700,439.4,1.65,13.3,9,10.4,0.178,10,0.8,1.57
,17:35:35,4,2700,440.4,1.65,13.3,9,10.4,0.178,10,0.8,1.57
,17:35:36,4,2700,441.4,1.64,13.3,9,10.4,0.178,10,0.8,1.57
,17:35:37,4,2700,442.4,1.64,13.3,9,10.4,0.183,10,0.8,1.57
,17:35:38,4,2700,443.4,1.65,13.3,9,10.4,0.183,10,0.8,1.57
,17:35:39,4,2700,444.4,1.64,13.3,9,10.4,0.183,10,0.8,1.57
,17:35:40,4,2700,445.4,1.64,13.3,9,10.4,0.183,10,0.8,1.57
,17:35:41,4,2700,446.4,1.64,13.3,9,10.5,0.183,10,0.8,1.57
,17:35:42,4,2700,447.4,1.64,13.3,9,10.5,0.183,10,0.8,1.57
,17:35:43,4,2700,448.4,1.64,13.3,9,10.5,0.183,10,0.8,1.57
,17:35:44,4,2700,449.4,1.64,13.3,9,10.5,0.183,10,0.8,1.57
,17:35:45,4,2700,450.4,1.65,13.3,9,10.5,0.183,10,0.8,1.57
,17:35:46,4,2700,451.4,1.65,13.3,9,10.5,0.178,10,0.8,1.57
,17:35:47,4,2700,452.4,1.65,13.3,9,10.5,0.179,10,0.8,1.57
,17:35:48,4,2700,453.4,1.65,13.3,9,10.5,0.184,10,0.8,1.57
,17:35:49,4,2700,454.4,1.65,13.3,9,10.5,0.189,10,0.8,1.57
,17:35:50,4,2700,455.4,1.65,13.3,9,10.5,0.189,10,0.8,1.57
,17:35:51,4,2700,456.4,1.65,13.3,9,10.5,0.189,10,0.8,1.57
,17:35:52,4,2700,457.4,1.65,13.3,9,10.6,0.19,10,0.8,1.58
,17:35:53,4,2700,458.4,1.66,13.3,9,10.6,0.185,10,0.8,1.58
,17:35:54,4,2700,459.4,1.66,13.3,9,10.6,0.185,10,0.8,1.59
,17:35:55,4,2700,460.4,1.66,13.3,9,10.6,0.185,10,0.8,1.58
,17:35:56,4,2700,461.4,1.65,13.3,9,10.6,0.184,10,0.8,1.58
,17:35:57,4,2700,462.4,1.65,13.3,9,10.6,0.183,10,0.8,1.57
,17:35:58,4,2700,463.4,1.64,13.3,9,10.6,0.177,10,0.8,1.56
,17:35:59,4,2700,464.4,1.63,13.3,9,10.6,0.172,10,0.8,1.56
,17:36:00,4,2700,465.4,1.63,13.3,9,10.7,0.172,10,0.8,1.56
,17:36:01,4,2700,466.4,1.64,13.3,9,10.7,0.177,10,0.8,1.56
,17:36:02,4,2700,467.4,1.65,13.3,9,10.7,0.183,10,0.8,1.57
,17:36:03,4,2700,468.4,1.64,13.3,9,10.7,0.183,10,0.8,1.57
,17:36:04,4,2700,469.4,1.64,13.3,9,10.7,0.183,10,0.8,1.57
,17:36:05,4,2700,470.4,1.64,13.3,9,10.7,0.183,10,0.8,1.56
,17:36:06,4,2700,471.4,1.63,13.3,9,10.7,0.182,10,0.8,1.56
,17:36:07,4,2700,472.4,1.63,13.3,9,10.7,0.181,10,0.8,1.55
,17:36:08,4,2700,473.4,1.63,13.3,9,10.7,0.181,10,0.8,1.55
,17:36:09,4,2700,474.4,1.63,13.3,9,10.7,0.181,10,0.8,1.55
,17:36:10,4,2700,475.4,1.63,13.3,9,10.7,0.181,10,0.8,1.55
,17:36:11,4,2700,476.4,1.62,13.3,9,10.8,0.181,10,0.8,1.55
,17:36:12,4,2700,477.4,1.62,13.3,9,10.8,0.176,10,0.8,1.55
,17:36:13,4,2700,478.4,1.62,13.3,9,10.8,0.176,10,0.8,1.55
,17:36:14,4,2700,479.4,1.62,13.3,9,10.8,0.181,10,0.8,1.55
,17:36:15,4,2700,480.4,1.62,13.3,9,10.8,0.181,10,0.8,1.55
,17:36:16,4,2700,481.4,1.62,13.3,9,10.8,0.181,10,0.8,1.55
,17:36:17,4,2700,482.4,1.62,13.3,9,10.8,0.186,10,0.8,1.55
,17:36:18,4,2700,483.4,1.62,13.3,9,10.9,0.186,10,0.8,1.55
,17:36:19,4,2700,484.4,1.63,13.3,9,10.9,0.186,10,0.8,1.55
,17:36:20,4,2700,485.4,1.63,13.3,9,10.9,0.182,10,0.8,1.56
,17:36:21,4,2700,486.4,1.64,13.3,9,10.9,0.183,10,0.8,1.57
,17:36:22,4,2700,487.4,1.64,13.3,9,10.9,0.183,10,0.8,1.57
,17:36:23,4,2700,488.4,1.64,13.3,9,10.9,0.182,10,0.8,1.56
,17:36:24,4,2700,489.4,1.63,13.3,9,10.9,0.176,10,0.8,1.55
,17:36:25,4,2700,490.4,1.62,13.3,9,10.9,0.171,10,0.8,1.55
,17:36:26,4,2700,491.4,1.62,13.3,9,10.9,0.176,10,0.8,1.55
,17:36:27,4,2700,492.4,1.62,13.3,9,10.9,0.181,10,0.8,1.55
,17:36:28,4,2700,493.4,1.62,13.3,9,11,0.181,10,0.8,1.55
,17:36:29,4,2700,494.4,1.63,13.3,9,11,0.181,10,0.8,1.55
,17:36:30,4,2700,495.4,1.63,13.3,9,11,0.182,10,0.8,1.56
,17:36:31,4,2700,496.4,1.63,13.3,9,11,0.187,10,0.8,1.56
,17:36:32,4,2700,497.4,1.64,13.3,9,11,0.182,10,0.8,1.56
,17:36:33,4,2700,498.4,1.64,13.3,9,11,0.182,10,0.7,1.56
,17:36:34,4,2700,499.4,1.63,13.3,9,11.1,0.182,10,0.8,1.56
,17:36:35,4,2700,500.4,1.63,13.3,9,11.1,0.181,10,0.8,1.55
,17:36:36,4,2700,501.4,1.62,13.3,9,11.1,0.186,10,0.8,1.55
,17:36:37,4,2700,502.4,1.63,13.3,9,11.1,0.181,10,0.8,1.55
,17:36:38,4,2700,503.4,1.63,13.3,9,11.1,0.177,10,0.8,1.56
,17:36:39,4,2700,504.4,1.64,13.3,9,11.1,0.172,10,0.8,1.56
,17:36:40,4,2700,505.4,1.63,13.3,9,11.1,0.176,10,0.7,1.55
,17:36:41,4,2700,506.4,1.63,13.3,9,11.2,0.181,10,0.8,1.55
,17:36:42,4,2700,507.4,1.62,13.3,9,11.2,0.181,10,0.8,1.55
,17:36:43,4,2700,508.4,1.62,13.3,9,11.2,0.181,10,0.8,1.55
,17:36:44,4,2700,509.4,1.62,13.3,9,11.2,0.18,10,0.7,1.54
,17:36:45,4,2700,510.4,1.62,13.3,9,11.2,0.18,10,0.7,1.54
,17:36:46,4,2700,511.4,1.62,13.3,9,11.2,0.18,10,0.8,1.54
,17:36:47,4,2700,512.4,1.62,13.3,9,11.2,0.18,10,0.8,1.55
,17:36:48,4,2700,513.4,1.62,13.3,9,11.2,0.175,10,0.8,1.55
,17:36:49,4,2700,514.4,1.62,13.3,9,11.3,0.176,10,0.7,1.55
,17:36:50,4,2700,515.4,1.62,13.3,9,11.3,0.181,10,0.7,1.55
,17:36:51,4,2700,516.4,1.62,13.3,9,11.3,0.181,10,0.8,1.55
,17:36:52,4,2700,517.4,1.62,13.3,9,11.3,0.18,10,0.7,1.54
,17:36:53,4,2700,518.4,1.62,13.3,9,11.3,0.18,10,0.7,1.54
,17:36:54,4,2700,519.4,1.62,13.3,9,11.3,0.18,10,0.8,1.54
,17:36:55,4,2700,520.4,1.62,13.3,9,11.4,0.175,10,0.8,1.54
,17:36:56,4,2700,521.4,1.61,13.3,9,11.4,0.175,10,0.8,1.54
,17:36:57,4,2700,522.4,1.61,13.3,9,11.4,0.179,10,0.8,1.54
,17:36:58,4,2700,523.4,1.61,13.3,9,11.4,0.179,10,0.7,1.54
,17:36:59,4,2700,524.4,1.61,13.3,9,11.4,0.179,10,0.7,1.53
