Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_005.TSV,,,,,,,,,,
,13:44:29,4,-1,503.3,0.83,13.3,7,10.8,0.124,10,49.9,0.8
,13:44:30,4,-1,504.3,0.83,13.3,7,10.7,0.12,10,49.8,0.79
,13:44:31,4,-1,505.3,0.82,13.3,7,10.7,0.124,10,49.9,0.79
,13:44:32,4,-1,506.3,0.82,13.3,7,10.7,0.123,10,49.8,0.79
,13:44:33,4,-1,507.3,0.82,13.3,7,10.7,0.123,10,49.9,0.79
,13:44:34,4,-1,508.3,0.83,13.3,7,10.7,0.12,10,49.9,0.8
,13:44:35,4,-1,509.3,0.83,13.3,7,10.7,0.12,10,49.9,0.8
,13:44:36,4,-1,510.3,0.83,13.3,7,10.6,0.124,10,49.8,0.8
,13:44:37,4,-1,511.3,0.83,13.3,7,10.6,0.124,10,49.9,0.79
,13:44:38,4,-1,512.3,0.82,13.3,7,10.6,0.119,10,49.9,0.79
,13:44:39,4,-1,513.3,0.82,13.3,7,10.6,0.119,10,49.8,0.79
,13:44:40,4,-1,514.3,0.82,13.3,7,10.6,0.119,10,49.8,0.79
,13:44:41,4,-1,515.3,0.82,13.3,7,10.6,0.114,10,49.9,0.79
,13:44:42,4,-1,516.3,0.81,13.3,7,10.6,0.113,10,49.9,0.78
,13:44:43,4,-1,517.3,0.8,13.3,7,10.5,0.112,10,49.9,0.77
,13:44:44,4,-1,518.3,0.8,13.3,7,10.5,0.111,10,49.9,0.77
,13:44:45,4,-1,519.3,0.8,13.3,7,10.5,0.107,10,49.9,0.77
,13:44:46,4,-1,520.3,0.8,13.3,7,10.5,0.111,10,49.8,0.77
,13:44:47,4,-1,521.3,0.8,13.3,7,10.5,0.115,10,49.9,0.77
The sample rate is too high and has been reduced to 71.12 kHz,,,,,,,,,,,,
Fast data in,,delrin500af-unhoned_iso10_12deg_005-h001.tsv,,,,,,,,,,
,13:44:48,5,5,522.5,0.79,13.3,6,10.5,0.123,10,49.9,0.76
,13:44:49,5,5,523.5,0.79,13.3,6,10.4,0.129,10,49.9,0.76
,13:44:50,5,5,524.5,0.8,13.3,6,10.4,0.124,10,49.9,0.77
,13:44:51,5,5,525.5,0.8,13.3,7,10.4,0.121,10,49.8,0.77
,13:44:52,5,5,526.5,0.8,13.3,7,10.4,0.12,10,49.9,0.77
,13:44:53,6,3590,527.5,0.79,13.3,7,10.4,0.119,10,49.9,0.76
,13:44:54,6,3590,528.5,0.79,13.3,7,10.4,0.118,10,49.9,0.76
,13:44:55,6,3590,529.5,0.8,13.3,7,10.3,0.119,10,49.8,0.77
,13:44:56,6,3590,530.5,0.8,13.3,7,10.3,0.12,10,49.9,0.77
,13:44:57,6,3590,531.5,0.8,13.3,7,10.3,0.116,10,49.9,0.77
,13:44:58,6,3590,532.5,0.8,13.3,7,10.3,0.119,10,49.8,0.76
,13:44:59,6,3590,533.5,0.79,13.3,6,10.3,0.123,10,49.9,0.76
,13:45:00,6,3590,534.5,0.79,13.3,6,10.3,0.123,10,49.8,0.76
,13:45:01,6,3590,535.5,0.8,13.3,7,10.3,0.115,10,49.9,0.77
,13:45:02,6,3590,536.5,0.8,13.3,7,10.3,0.107,10,49.9,0.77
,13:45:03,6,3590,537.5,0.8,13.3,8,10.2,0.104,10,49.9,0.77
,13:45:04,6,3590,538.5,0.79,13.3,8,10.2,0.103,10,49.9,0.76
,13:45:05,6,3590,539.5,0.78,13.3,7,10.2,0.109,10,49.9,0.75
,13:45:06,6,3590,540.5,0.77,13.3,7,10.2,0.116,10,49.9,0.74
,13:45:07,6,3590,541.5,0.77,13.3,6,10.2,0.12,10,49.9,0.74
,13:45:08,6,3590,542.5,0.77,13.3,6,10.2,0.121,10,49.9,0.75
,13:45:09,6,3590,543.5,0.78,13.3,6,10.1,0.121,10,49.9,0.75
,13:45:10,6,3590,544.5,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,13:45:11,6,3590,545.5,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,13:45:12,6,3590,546.5,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,13:45:13,6,3590,547.5,0.78,13.3,7,10.1,0.113,10,49.9,0.75
,13:45:14,6,3590,548.5,0.78,13.3,7,10.1,0.112,10,49.9,0.75
,13:45:15,6,3590,549.5,0.78,13.3,7,10.1,0.116,10,49.8,0.75
,13:45:16,6,3590,550.5,0.78,13.3,7,10.1,0.117,10,49.8,0.75
,13:45:17,6,3590,551.5,0.78,13.3,7,10.1,0.117,10,49.8,0.75
,13:45:18,6,3590,552.5,0.78,13.3,7,10.1,0.118,10,49.8,0.76
,13:45:19,6,3590,553.5,0.79,13.3,7,10,0.118,10,49.9,0.76
,13:45:20,6,3590,554.5,0.79,13.3,7,10,0.114,10,49.8,0.76
,13:45:21,6,3590,555.5,0.78,13.3,7,10,0.118,10,49.8,0.75
,13:45:22,6,3590,556.5,0.78,13.3,7,10,0.118,10,49.9,0.75
,13:45:23,6,3590,557.5,0.78,13.3,7,10,0.118,10,49.9,0.75
,13:45:24,6,3590,558.5,0.78,13.3,7,10,0.117,10,49.9,0.75
,13:45:25,6,3590,559.5,0.78,13.3,7,10,0.113,10,49.9,0.76
,13:45:26,6,3590,560.5,0.79,13.3,7,10,0.109,10,49.9,0.76
,13:45:27,6,3590,561.5,0.79,13.3,7,9.9,0.11,10,49.9,0.76
,13:45:28,6,3590,562.5,0.79,13.3,7,9.9,0.109,10,49.9,0.76
,13:45:29,6,3590,563.5,0.79,13.3,7,9.9,0.106,10,49.9,0.76
,13:45:30,6,3590,564.5,0.78,13.3,7,9.9,0.109,10,49.9,0.75
,13:45:31,6,3590,565.5,0.78,13.3,7,9.9,0.109,10,49.8,0.75
,13:45:32,6,3590,566.5,0.77,13.3,7,9.9,0.116,10,49.9,0.74
,13:45:33,6,3590,567.5,0.77,13.3,6,9.9,0.12,10,49.9,0.74
,13:45:34,6,3590,568.5,0.77,13.3,7,9.9,0.116,10,49.8,0.74
,13:45:35,6,3590,569.5,0.77,13.3,7,9.9,0.116,10,49.9,0.74
,13:45:36,6,3590,570.5,0.78,13.3,7,9.9,0.117,10,49.9,0.75
,13:45:37,6,3590,571.5,0.78,13.3,7,9.9,0.117,10,49.9,0.75
,13:45:38,6,3590,572.5,0.78,13.3,7,9.9,0.113,10,49.9,0.75
,13:45:39,6,3590,573.5,0.78,13.3,7,9.8,0.112,10,49.9,0.75
,13:45:40,6,3590,574.5,0.77,13.3,7,9.8,0.111,10,49.9,0.74
,13:45:41,6,3590,575.5,0.77,13.3,7,9.8,0.111,10,49.9,0.74
,13:45:42,6,3590,576.5,0.77,13.3,7,9.8,0.115,10,49.9,0.74
,13:45:43,6,3590,577.5,0.77,13.3,7,9.8,0.116,10,49.9,0.74
,13:45:44,6,3590,578.5,0.78,13.3,7,9.8,0.116,10,49.9,0.75
,13:45:45,6,3590,579.5,0.78,13.3,7,9.8,0.109,10,49.9,0.75
,13:45:46,6,3590,580.5,0.79,13.3,7,9.8,0.109,10,49.9,0.76
,13:45:47,6,3590,581.5,0.78,13.3,7,9.8,0.105,10,49.8,0.75
,13:45:48,6,3590,582.5,0.77,13.3,7,9.8,0.107,10,49.9,0.74
,13:45:49,6,3590,583.5,0.76,13.3,7,9.8,0.11,10,49.8,0.73
,13:45:50,6,3590,584.5,0.76,13.3,7,9.8,0.114,10,49.8,0.73
,13:45:51,6,3590,585.5,0.76,13.3,7,9.7,0.114,10,49.9,0.73
,13:45:52,6,3590,586.5,0.76,13.3,7,9.7,0.114,10,49.9,0.73
,13:45:53,6,3590,587.5,0.77,13.3,7,9.7,0.115,10,49.9,0.74
,13:45:54,6,3590,588.5,0.78,13.3,7,9.7,0.116,10,49.8,0.75
,13:45:55,6,3590,589.5,0.78,13.3,7,9.7,0.117,10,49.9,0.75
,13:45:56,6,3590,590.5,0.78,13.3,6,9.7,0.121,10,49.8,0.75
,13:45:57,6,3590,591.5,0.78,13.3,7,9.7,0.117,10,49.9,0.75
,13:45:58,6,3590,592.5,0.79,13.3,7,9.7,0.118,10,49.8,0.76
,13:45:59,6,3590,593.5,0.79,13.3,7,9.7,0.118,10,49.9,0.76
,13:46:00,6,3590,594.5,0.79,13.3,7,9.7,0.114,10,49.9,0.76
,13:46:01,6,3590,595.5,0.79,13.3,7,9.7,0.114,10,49.9,0.76
,13:46:02,6,3590,596.5,0.78,13.3,7,9.7,0.113,10,49.9,0.75
,13:46:03,6,3590,597.5,0.78,13.3,7,9.7,0.113,10,49.9,0.75
,13:46:04,6,3590,598.5,0.78,13.3,7,9.7,0.113,10,49.9,0.75
,13:46:05,6,3590,599.5,0.78,13.3,7,9.7,0.112,10,49.9,0.75
,13:46:06,6,3590,600.5,0.77,13.3,7,9.7,0.111,10,49.8,0.74
,13:46:07,6,3590,601.5,0.76,13.3,7,9.7,0.114,10,49.8,0.73
,13:46:08,6,3590,602.5,0.76,13.3,7,9.7,0.11,10,49.9,0.73
,13:46:09,6,3590,603.5,0.77,13.3,7,9.6,0.107,10,49.9,0.74
,13:46:10,6,3590,604.5,0.77,13.3,7,9.6,0.107,10,49.9,0.74
,13:46:11,6,3590,605.5,0.77,13.3,7,9.6,0.107,10,49.9,0.74
,13:46:12,6,3590,606.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:13,6,3590,607.5,0.77,13.3,7,9.6,0.111,10,49.8,0.74
,13:46:14,6,3590,608.5,0.76,13.3,7,9.6,0.11,10,49.8,0.73
,13:46:15,6,3590,609.5,0.77,13.3,7,9.6,0.111,10,49.8,0.74
,13:46:16,6,3590,610.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:17,6,3590,611.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:18,6,3590,612.5,0.76,13.3,7,9.6,0.114,10,49.9,0.73
,13:46:19,6,3590,613.5,0.76,13.3,7,9.6,0.114,10,49.9,0.73
,13:46:20,6,3590,614.5,0.76,13.3,7,9.6,0.114,10,49.9,0.73
,13:46:21,6,3590,615.5,0.77,13.3,7,9.6,0.115,10,49.9,0.74
,13:46:22,6,3590,616.5,0.77,13.3,6,9.6,0.12,10,49.9,0.74
,13:46:23,6,3590,617.5,0.77,13.3,7,9.6,0.116,10,49.9,0.74
,13:46:24,6,3590,618.5,0.78,13.3,7,9.6,0.117,10,49.9,0.75
,13:46:25,6,3590,619.5,0.79,13.3,7,9.6,0.114,10,49.8,0.76
,13:46:26,6,3590,620.5,0.79,13.3,7,9.6,0.109,10,49.9,0.76
,13:46:27,6,3590,621.5,0.78,13.3,7,9.6,0.108,10,49.9,0.75
,13:46:28,6,3590,622.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:29,6,3590,623.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:30,6,3590,624.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:31,6,3590,625.5,0.76,13.3,7,9.6,0.11,10,49.9,0.73
,13:46:32,6,3590,626.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:33,6,3590,627.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:34,6,3590,628.5,0.77,13.3,7,9.6,0.111,10,49.9,0.74
,13:46:35,6,3590,629.5,0.76,13.3,7,9.6,0.11,10,49.8,0.73
,13:46:36,6,3590,630.5,0.76,13.3,7,9.6,0.105,10,49.9,0.73
,13:46:37,6,3590,631.5,0.75,13.3,7,9.6,0.108,10,49.8,0.72
,13:46:38,6,3590,632.5,0.74,13.3,7,9.6,0.111,10,49.8,0.71
,13:46:39,6,3590,633.5,0.74,13.3,7,9.6,0.111,10,49.9,0.71
,13:46:40,6,3590,634.5,0.74,13.3,7,9.6,0.111,10,49.9,0.71
,13:46:41,6,3590,635.5,0.75,13.3,7,9.6,0.112,10,49.9,0.72
,13:46:42,6,3590,636.5,0.75,13.3,7,9.6,0.109,10,49.9,0.72
,13:46:43,6,3590,637.5,0.76,13.3,7,9.6,0.113,10,49.9,0.73
,13:46:44,6,3590,638.5,0.76,13.3,7,9.6,0.113,10,49.9,0.73
,13:46:45,6,3590,639.5,0.76,13.3,7,9.6,0.113,10,49.9,0.73
,13:46:46,6,3590,640.5,0.76,13.3,7,9.6,0.113,10,49.9,0.73
,13:46:47,6,3590,641.5,0.76,13.3,7,9.6,0.113,10,49.9,0.73
,13:46:48,6,3590,642.5,0.75,13.3,7,9.6,0.113,10,49.9,0.72
,13:46:49,6,3590,643.5,0.75,13.3,7,9.6,0.113,10,49.9,0.72
,13:46:50,6,3590,644.5,0.75,13.3,7,9.6,0.113,10,49.9,0.72
,13:46:51,6,3590,645.5,0.75,13.3,6,9.6,0.118,10,49.8,0.72
,13:46:52,6,3590,646.5,0.76,13.3,7,9.6,0.114,10,49.9,0.73
,13:46:53,6,3590,647.5,0.77,13.3,7,9.6,0.115,10,49.9,0.74
,13:46:54,6,3590,648.5,0.77,13.3,7,9.6,0.116,10,49.8,0.74
,13:46:55,6,3590,649.5,0.78,13.3,7,9.6,0.116,10,49.9,0.75
,13:46:56,6,3590,650.5,0.78,13.3,7,9.6,0.117,10,49.8,0.75
,13:46:57,6,3590,651.5,0.78,13.3,7,9.6,0.117,10,49.8,0.75
,13:46:58,6,3590,652.5,0.78,13.3,7,9.6,0.112,10,49.8,0.75
,13:46:59,6,3590,653.5,0.78,13.3,7,9.6,0.113,10,49.9,0.75
,13:47:00,6,3590,654.5,0.78,13.3,7,9.7,0.112,10,49.8,0.75
,13:47:01,6,3590,655.5,0.78,13.3,7,9.7,0.112,10,49.9,0.75
,13:47:02,6,3590,656.5,0.77,13.3,7,9.7,0.116,10,49.9,0.74
,13:47:03,6,3590,657.5,0.77,13.3,7,9.7,0.111,10,49.9,0.74
,13:47:04,6,3590,658.5,0.77,13.3,7,9.7,0.111,10,49.8,0.74
,13:47:05,6,3590,659.5,0.77,13.3,7,9.7,0.107,10,49.9,0.74
,13:47:06,6,3590,660.5,0.77,13.3,7,9.7,0.107,10,49.8,0.74
,13:47:07,6,3590,661.5,0.77,13.3,7,9.7,0.111,10,49.9,0.74
,13:47:08,6,3590,662.5,0.77,13.3,7,9.7,0.111,10,49.9,0.74
,13:47:09,6,3590,663.5,0.77,13.3,7,9.7,0.111,10,49.8,0.74
,13:47:10,6,3590,664.5,0.76,13.3,7,9.7,0.106,10,49.8,0.73
,13:47:11,6,3590,665.5,0.76,13.3,7,9.7,0.11,10,49.9,0.73
,13:47:12,6,3590,666.5,0.76,13.3,7,9.7,0.11,10,49.8,0.73
,13:47:13,6,3590,667.5,0.76,13.3,7,9.7,0.11,10,49.8,0.73
,13:47:14,6,3590,668.5,0.76,13.3,7,9.7,0.105,10,49.9,0.73
,13:47:15,6,3590,669.5,0.76,13.3,7,9.7,0.105,10,49.9,0.73
,13:47:16,6,3590,670.5,0.76,13.3,7,9.7,0.109,10,49.9,0.73
,13:47:17,6,3590,671.5,0.76,13.3,7,9.7,0.11,10,49.9,0.73
,13:47:18,6,3590,672.5,0.76,13.3,7,9.7,0.11,10,49.9,0.73
,13:47:19,6,3590,673.5,0.76,13.3,7,9.8,0.11,10,49.9,0.73
,13:47:20,6,3590,674.5,0.75,13.3,7,9.8,0.109,10,49.9,0.72
,13:47:21,6,3590,675.5,0.75,13.3,7,9.8,0.105,10,49.9,0.72
,13:47:22,6,3590,676.5,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,13:47:23,6,3590,677.5,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,13:47:24,6,3590,678.5,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,13:47:25,6,3590,679.5,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,13:47:26,6,3590,680.5,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,13:47:27,6,3590,681.5,0.75,13.3,7,9.8,0.112,10,49.9,0.72
,13:47:28,6,3590,682.5,0.75,13.3,7,9.8,0.109,10,49.9,0.72
,13:47:29,6,3590,683.5,0.76,13.3,7,9.8,0.113,10,49.8,0.73
,13:47:30,6,3590,684.5,0.76,13.3,7,9.8,0.114,10,49.9,0.73
,13:47:31,6,3590,685.5,0.76,13.3,7,9.8,0.11,10,49.9,0.73
,13:47:32,6,3590,686.5,0.76,13.3,7,9.8,0.106,10,49.8,0.73
,13:47:33,6,3590,687.5,0.76,13.3,7,9.9,0.105,10,49.9,0.73
,13:47:34,6,3590,688.5,0.75,13.3,7,9.9,0.104,10,49.9,0.72
,13:47:35,6,3590,689.5,0.74,13.3,7,9.9,0.107,10,49.9,0.71
,13:47:36,6,3590,690.5,0.74,13.3,7,9.9,0.107,10,49.9,0.71
,13:47:37,6,3590,691.5,0.74,13.3,7,9.9,0.107,10,49.9,0.71
,13:47:38,6,3590,692.5,0.75,13.3,7,9.9,0.112,10,49.9,0.72
,13:47:39,6,3590,693.5,0.75,13.3,6,9.9,0.117,10,49.9,0.72
,13:47:40,6,3590,694.5,0.76,13.3,6,9.9,0.119,10,49.9,0.73
,13:47:41,6,3590,695.5,0.76,13.3,6,9.9,0.119,10,49.9,0.73
,13:47:42,6,3590,696.5,0.76,13.3,7,9.9,0.114,10,49.9,0.73
,13:47:43,6,3590,697.5,0.76,13.3,7,9.9,0.11,10,49.9,0.73
,13:47:44,6,3590,698.5,0.76,13.3,7,10,0.114,10,49.9,0.73
,13:47:45,6,3590,699.5,0.76,13.3,7,10,0.114,10,49.9,0.73
,13:47:46,6,3590,700.5,0.76,13.3,7,10,0.114,10,49.8,0.73
,13:47:47,6,3590,701.5,0.76,13.3,6,10,0.118,10,49.9,0.73
,13:47:48,6,3590,702.5,0.76,13.3,7,10,0.114,10,49.8,0.73
,13:47:49,6,3590,703.5,0.76,13.3,7,10,0.114,10,49.8,0.73
,13:47:50,6,3590,704.5,0.76,13.3,7,10,0.114,10,49.8,0.73
,13:47:51,6,3590,705.5,0.76,13.3,7,10,0.113,10,49.8,0.73
,13:47:52,6,3590,706.5,0.76,13.3,7,10,0.11,10,49.9,0.73
,13:47:53,6,3590,707.5,0.76,13.3,7,10,0.109,10,49.9,0.73
,13:47:54,6,3590,708.5,0.76,13.3,7,10.1,0.109,10,49.9,0.72
,13:47:55,6,3590,709.5,0.76,13.3,7,10.1,0.109,10,49.9,0.73
,13:47:56,6,3590,710.5,0.76,13.3,7,10.1,0.114,10,49.9,0.74
,13:47:57,6,3590,711.5,0.77,13.3,7,10.1,0.111,10,49.9,0.74
,13:47:58,6,3590,712.5,0.77,13.3,7,10.1,0.107,10,49.8,0.74
,13:47:59,6,3590,713.5,0.76,13.3,7,10.1,0.11,10,49.9,0.73
,13:48:00,6,3590,714.5,0.76,13.3,7,10.1,0.11,10,49.9,0.73
,13:48:01,6,3590,715.5,0.76,13.3,7,10.1,0.11,10,49.9,0.73
,13:48:02,6,3590,716.5,0.76,13.3,7,10.2,0.114,10,49.9,0.73
,13:48:03,6,3590,717.5,0.76,13.3,6,10.2,0.119,10,49.9,0.73
,13:48:04,6,3590,718.5,0.77,13.3,6,10.2,0.12,10,49.9,0.74
,13:48:05,6,3590,719.5,0.77,13.3,7,10.2,0.116,10,49.9,0.74
,13:48:06,6,3590,720.5,0.78,13.3,7,10.2,0.116,10,49.9,0.75
,13:48:07,6,3590,721.5,0.78,13.3,7,10.2,0.116,10,49.9,0.75
,13:48:08,6,3590,722.5,0.78,13.3,7,10.2,0.112,10,49.8,0.75
,13:48:09,6,3590,723.5,0.78,13.3,7,10.2,0.112,10,49.9,0.75
,13:48:10,6,3590,724.5,0.77,13.3,7,10.2,0.111,10,49.9,0.74
,13:48:11,6,3590,725.5,0.76,13.3,7,10.3,0.114,10,49.9,0.73
,13:48:12,6,3590,726.5,0.77,13.3,6,10.3,0.119,10,49.9,0.74
,13:48:13,6,3590,727.5,0.77,13.3,7,10.3,0.116,10,49.9,0.74
,13:48:14,6,3590,728.5,0.78,13.3,7,10.3,0.117,10,49.8,0.75
,13:48:15,6,3590,729.5,0.78,13.3,7,10.3,0.117,10,49.8,0.75
,13:48:16,6,3590,730.5,0.78,13.3,7,10.3,0.113,10,49.9,0.75
,13:48:17,6,3590,731.5,0.78,13.3,7,10.3,0.112,10,49.9,0.75
,13:48:18,6,3590,732.5,0.78,13.3,7,10.4,0.112,10,49.9,0.75
,13:48:19,6,3590,733.5,0.78,13.3,7,10.4,0.116,10,49.9,0.75
,13:48:20,6,3590,734.5,0.78,13.3,7,10.4,0.116,10,49.8,0.75
,13:48:21,6,3590,735.5,0.78,13.3,7,10.4,0.116,10,49.9,0.75
,13:48:22,6,3590,736.5,0.78,13.3,7,10.4,0.116,10,49.9,0.75
,13:48:23,6,3590,737.5,0.78,13.3,7,10.4,0.117,10,49.9,0.75
,13:48:24,6,3590,738.5,0.78,13.3,7,10.5,0.112,10,49.8,0.75
,13:48:25,6,3590,739.5,0.77,13.3,7,10.5,0.116,10,49.9,0.74
,13:48:26,6,3590,740.5,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,13:48:27,6,3590,741.5,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,13:48:28,6,3590,742.5,0.77,13.3,7,10.5,0.112,10,49.9,0.74
,13:48:29,6,3590,743.5,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,13:48:30,6,3590,744.5,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,13:48:31,6,3590,745.5,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,13:48:32,6,3590,746.5,0.77,13.3,7,10.6,0.111,10,49.9,0.74
,13:48:33,6,3590,747.5,0.77,13.3,7,10.6,0.115,10,49.9,0.74
,13:48:34,6,3590,748.5,0.77,13.3,7,10.6,0.115,10,49.8,0.74
,13:48:35,6,3590,749.5,0.77,13.3,7,10.6,0.115,10,49.9,0.74
,13:48:36,6,3590,750.5,0.77,13.3,7,10.6,0.115,10,49.8,0.74
,13:48:37,6,3590,751.5,0.77,13.3,7,10.7,0.115,10,49.9,0.74
,13:48:38,6,3590,752.5,0.77,13.3,7,10.7,0.111,10,49.8,0.74
,13:48:39,6,3590,753.5,0.77,13.3,7,10.7,0.111,10,49.9,0.74
,13:48:40,6,3590,754.5,0.77,13.3,7,10.7,0.111,10,49.9,0.74
,13:48:41,6,3590,755.5,0.77,13.3,7,10.7,0.115,10,49.9,0.74
,13:48:42,6,3590,756.5,0.77,13.3,7,10.7,0.115,10,49.9,0.74
,13:48:43,6,3590,757.5,0.77,13.3,7,10.8,0.112,10,49.9,0.74
,13:48:44,6,3590,758.5,0.78,13.3,7,10.8,0.112,10,49.9,0.75
,13:48:45,6,3590,759.5,0.78,13.3,7,10.8,0.117,10,49.9,0.75
,13:48:46,6,3590,760.5,0.78,13.3,7,10.8,0.112,10,49.9,0.75
,13:48:47,6,3590,761.5,0.77,13.3,7,10.8,0.111,10,49.9,0.74
,13:48:48,6,3590,762.5,0.77,13.3,7,10.8,0.107,10,49.9,0.74
,13:48:49,6,3590,763.5,0.76,13.3,7,10.8,0.106,10,49.9,0.73
,13:48:50,6,3590,764.5,0.77,13.3,7,10.9,0.107,10,49.9,0.74
,13:48:51,6,3590,765.5,0.77,13.3,7,10.9,0.107,10,49.9,0.74
,13:48:52,6,3590,766.5,0.77,13.3,7,10.9,0.107,10,49.9,0.74
,13:48:53,6,3590,767.5,0.77,13.3,7,10.9,0.107,10,49.9,0.74
,13:48:54,6,3590,768.5,0.76,13.3,7,10.9,0.103,10,49.9,0.73
,13:48:55,6,3590,769.5,0.76,13.3,7,10.9,0.102,10,49.9,0.73
,13:48:56,6,3590,770.5,0.76,13.3,7,11,0.105,10,49.9,0.72
,13:48:57,6,3590,771.5,0.75,13.3,7,11,0.105,10,49.8,0.72
,13:48:58,6,3590,772.5,0.75,13.3,7,11,0.104,10,49.9,0.72
,13:48:59,6,3590,773.5,0.74,13.3,7,11,0.104,10,49.9,0.71
,13:49:00,6,3590,774.5,0.74,13.3,7,11,0.103,10,49.9,0.71
,13:49:01,6,3590,775.5,0.74,13.3,7,11.1,0.106,10,49.8,0.7
,13:49:02,6,3590,776.5,0.73,13.3,7,11.1,0.106,10,49.9,0.7
,13:49:03,6,3590,777.5,0.73,13.3,7,11.1,0.11,10,49.9,0.7
,13:49:04,6,3590,778.5,0.73,13.3,7,11.1,0.11,10,49.9,0.7
,13:49:05,6,3590,779.5,0.74,13.3,7,11.1,0.111,10,49.9,0.71
,13:49:06,6,3590,780.5,0.74,13.3,7,11.2,0.111,10,49.9,0.72
,13:49:07,6,3590,781.5,0.75,13.3,7,11.2,0.113,10,49.9,0.72
,13:49:08,6,3590,782.5,0.75,13.3,7,11.2,0.109,10,49.9,0.72
,13:49:09,6,3590,783.5,0.75,13.3,7,11.2,0.109,10,49.9,0.72
,13:49:10,6,3590,784.5,0.75,13.3,7,11.2,0.112,10,49.9,0.72
,13:49:11,6,3590,785.5,0.75,13.3,7,11.2,0.112,10,49.9,0.72
,13:49:12,6,3590,786.5,0.74,13.3,7,11.3,0.111,10,49.8,0.71
,13:49:13,6,3590,787.5,0.75,13.3,7,11.3,0.112,10,49.8,0.72
