Data file,,DELRINNC010-UNHONED_ISO10_12DEG_003.TSV,,,,,,,,,,
,09:52:06,4,-1,712.4,0.28,13.3,7,10.6,0.04,10,49.8,0.27
,09:52:07,4,-1,713.4,0.27,13.3,7,10.6,0.04,10,49.8,0.26
,09:52:08,4,-1,714.4,0.28,13.3,7,10.6,0.04,10,49.8,0.27
,09:52:09,4,-1,715.4,0.28,13.3,7,10.6,0.04,10,49.8,0.27
,09:52:10,4,-1,716.4,0.28,13.3,7,10.6,0.039,10,49.8,0.27
,09:52:11,4,-1,717.4,0.28,13.3,7,10.6,0.039,10,49.8,0.27
,09:52:12,4,-1,718.4,0.28,13.3,7,10.6,0.039,10,49.8,0.27
,09:52:13,4,-1,719.4,0.28,13.3,7,10.5,0.04,10,49.8,0.27
,09:52:14,4,-1,720.4,0.27,13.3,7,10.5,0.041,10,49.8,0.26
,09:52:15,4,-1,721.4,0.27,13.3,7,10.5,0.039,10,49.8,0.26
,09:52:16,4,-1,722.4,0.27,13.3,7,10.5,0.04,10,49.8,0.26
,09:52:17,4,-1,723.4,0.27,13.3,7,10.5,0.041,10,49.8,0.26
,09:52:18,4,-1,724.4,0.27,13.3,7,10.5,0.041,10,49.8,0.26
,09:52:19,4,-1,725.4,0.27,13.3,7,10.5,0.041,10,49.8,0.26
,09:52:20,4,-1,726.4,0.27,13.3,7,10.4,0.041,10,49.8,0.26
,09:52:21,4,-1,727.4,0.27,13.3,7,10.4,0.041,10,49.8,0.27
,09:52:22,4,-1,728.4,0.27,13.3,7,10.4,0.04,10,49.8,0.26
,09:52:23,4,-1,729.4,0.28,13.3,7,10.4,0.039,10,49.8,0.27
,09:52:24,4,-1,730.4,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,09:52:25,4,-1,731.4,0.28,13.3,7,10.4,0.042,10,49.8,0.27
The sample rate is too high and has been reduced to 71.12 kHz,,,,,,,,,,,,
Fast data in,,delrinnc010-unhoned_iso10_12deg_003-h001.tsv,,,,,,,,,,
,09:52:27,5,5,733.2,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,09:52:28,5,5,734.2,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,09:52:29,5,5,735.2,0.27,13.3,7,10.3,0.04,10,49.8,0.26
,09:52:30,5,5,736.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:52:31,5,5,737.2,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,09:52:32,6,3590,738.2,0.28,13.3,7,10.3,0.039,10,49.9,0.27
,09:52:33,6,3590,739.2,0.28,13.3,7,10.3,0.039,10,49.8,0.27
,09:52:34,6,3590,740.2,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,09:52:35,6,3590,741.2,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,09:52:36,6,3590,742.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:52:37,6,3590,743.2,0.28,13.3,6,10.3,0.043,10,49.8,0.27
,09:52:38,6,3590,744.2,0.28,13.3,6,10.3,0.043,10,49.8,0.27
,09:52:39,6,3590,745.2,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,09:52:40,6,3590,746.2,0.28,13.3,7,10.2,0.038,10,49.8,0.26
,09:52:41,6,3590,747.2,0.27,13.3,7,10.2,0.04,10,49.9,0.26
,09:52:42,6,3590,748.2,0.27,13.3,7,10.2,0.04,10,49.8,0.26
,09:52:43,6,3590,749.2,0.28,13.3,7,10.2,0.041,10,49.8,0.27
,09:52:44,6,3590,750.2,0.27,13.3,7,10.2,0.04,10,49.8,0.26
,09:52:45,6,3590,751.2,0.27,13.3,7,10.2,0.038,10,49.8,0.26
,09:52:46,6,3590,752.2,0.27,13.3,7,10.2,0.036,10,49.8,0.26
,09:52:47,6,3590,753.2,0.27,13.3,7,10.2,0.038,10,49.8,0.26
,09:52:48,6,3590,754.2,0.27,13.3,7,10.1,0.039,10,49.8,0.26
,09:52:49,6,3590,755.2,0.27,13.3,7,10.1,0.039,10,49.8,0.26
,09:52:50,6,3590,756.2,0.27,13.3,7,10.1,0.04,10,49.8,0.26
,09:52:51,6,3590,757.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,09:52:52,6,3590,758.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,09:52:53,6,3590,759.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,09:52:54,6,3590,760.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,09:52:55,6,3590,761.2,0.27,13.3,7,10.1,0.04,10,49.8,0.26
,09:52:56,6,3590,762.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,09:52:57,6,3590,763.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,09:52:58,6,3590,764.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,09:52:59,6,3590,765.2,0.27,13.3,7,10,0.041,10,49.8,0.26
,09:53:00,6,3590,766.2,0.27,13.3,7,10,0.041,10,49.8,0.26
,09:53:01,6,3590,767.2,0.27,13.3,7,10,0.039,10,49.8,0.26
,09:53:02,6,3590,768.2,0.27,13.3,7,10,0.039,10,49.8,0.26
,09:53:03,6,3590,769.2,0.27,13.3,7,10,0.039,10,49.8,0.26
,09:53:04,6,3590,770.2,0.27,13.3,7,10,0.039,10,49.8,0.26
,09:53:05,6,3590,771.2,0.27,13.3,7,10,0.039,10,49.8,0.26
,09:53:06,6,3590,772.2,0.27,13.3,7,10,0.04,10,49.8,0.26
,09:53:07,6,3590,773.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:53:08,6,3590,774.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:53:09,6,3590,775.2,0.27,13.3,7,9.9,0.04,10,49.9,0.26
,09:53:10,6,3590,776.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,09:53:11,6,3590,777.2,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,09:53:12,6,3590,778.2,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,09:53:13,6,3590,779.2,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,09:53:14,6,3590,780.2,0.28,13.3,7,9.9,0.041,10,49.8,0.26
,09:53:15,6,3590,781.2,0.27,13.3,7,9.9,0.041,10,49.8,0.26
,09:53:16,6,3590,782.2,0.27,13.3,7,9.9,0.041,10,49.8,0.26
,09:53:17,6,3590,783.2,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,09:53:18,6,3590,784.2,0.27,13.3,7,9.9,0.041,10,49.8,0.26
,09:53:19,6,3590,785.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,09:53:20,6,3590,786.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:53:21,6,3590,787.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:53:22,6,3590,788.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:53:23,6,3590,789.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,09:53:24,6,3590,790.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,09:53:25,6,3590,791.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,09:53:26,6,3590,792.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,09:53:27,6,3590,793.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:53:28,6,3590,794.2,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,09:53:29,6,3590,795.2,0.28,13.3,7,9.8,0.041,10,49.8,0.26
,09:53:30,6,3590,796.2,0.27,13.3,7,9.8,0.041,10,49.8,0.26
,09:53:31,6,3590,797.2,0.27,13.3,6,9.8,0.043,10,49.8,0.26
,09:53:32,6,3590,798.2,0.27,13.3,6,9.8,0.042,10,49.8,0.26
,09:53:33,6,3590,799.2,0.27,13.3,6,9.8,0.042,10,49.8,0.26
,09:53:34,6,3590,800.2,0.27,13.3,7,9.8,0.041,10,49.8,0.26
,09:53:35,6,3590,801.2,0.27,13.3,7,9.8,0.041,10,49.8,0.26
,09:53:36,6,3590,802.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:53:37,6,3590,803.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:53:38,6,3590,804.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:53:39,6,3590,805.2,0.27,13.3,7,9.8,0.038,10,49.8,0.27
,09:53:40,6,3590,806.2,0.28,13.3,7,9.7,0.038,10,49.8,0.27
,09:53:41,6,3590,807.2,0.28,13.3,7,9.7,0.039,10,49.8,0.27
,09:53:42,6,3590,808.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,09:53:43,6,3590,809.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,09:53:44,6,3590,810.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,09:53:45,6,3590,811.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,09:53:46,6,3590,812.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,09:53:47,6,3590,813.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,09:53:48,6,3590,814.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,09:53:49,6,3590,815.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:53:50,6,3590,816.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:53:51,6,3590,817.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:53:52,6,3590,818.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:53:53,6,3590,819.2,0.27,13.3,7,9.7,0.038,10,49.8,0.26
,09:53:54,6,3590,820.2,0.27,13.3,7,9.7,0.038,10,49.8,0.26
,09:53:55,6,3590,821.2,0.28,13.3,7,9.7,0.038,10,49.8,0.27
,09:53:56,6,3590,822.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,09:53:57,6,3590,823.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:53:58,6,3590,824.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:53:59,6,3590,825.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:00,6,3590,826.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:01,6,3590,827.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:02,6,3590,828.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:03,6,3590,829.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:04,6,3590,830.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:54:05,6,3590,831.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:06,6,3590,832.2,0.27,13.3,7,9.7,0.038,10,49.8,0.26
,09:54:07,6,3590,833.2,0.27,13.3,7,9.7,0.038,10,49.8,0.26
,09:54:08,6,3590,834.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:09,6,3590,835.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:10,6,3590,836.2,0.27,13.3,6,9.7,0.042,10,49.8,0.26
,09:54:11,6,3590,837.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:12,6,3590,838.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:54:13,6,3590,839.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:54:14,6,3590,840.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:15,6,3590,841.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:16,6,3590,842.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:54:17,6,3590,843.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:18,6,3590,844.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:19,6,3590,845.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:54:20,6,3590,846.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:21,6,3590,847.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:22,6,3590,848.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:23,6,3590,849.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:54:24,6,3590,850.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:25,6,3590,851.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:26,6,3590,852.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:27,6,3590,853.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:28,6,3590,854.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:29,6,3590,855.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:30,6,3590,856.2,0.27,13.3,7,9.7,0.037,10,49.8,0.26
,09:54:31,6,3590,857.2,0.27,13.3,7,9.7,0.037,10,49.8,0.26
,09:54:32,6,3590,858.2,0.27,13.3,7,9.7,0.036,10,49.8,0.26
,09:54:33,6,3590,859.2,0.27,13.3,7,9.7,0.037,10,49.8,0.26
,09:54:34,6,3590,860.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:35,6,3590,861.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:36,6,3590,862.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,09:54:37,6,3590,863.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,09:54:38,6,3590,864.2,0.27,13.3,7,9.7,0.04,10,49.9,0.26
,09:54:39,6,3590,865.2,0.27,13.3,7,9.7,0.039,10,49.8,0.26
,09:54:40,6,3590,866.2,0.27,13.3,7,9.7,0.038,10,49.8,0.26
,09:54:41,6,3590,867.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,09:54:42,6,3590,868.2,0.27,13.3,7,9.8,0.039,10,49.8,0.26
,09:54:43,6,3590,869.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:54:44,6,3590,870.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:54:45,6,3590,871.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:54:46,6,3590,872.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,09:54:47,6,3590,873.2,0.27,13.3,7,9.8,0.037,10,49.8,0.26
,09:54:48,6,3590,874.2,0.27,13.3,7,9.8,0.037,10,49.8,0.26
,09:54:49,6,3590,875.2,0.27,13.3,7,9.8,0.037,10,49.8,0.26
,09:54:50,6,3590,876.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,09:54:51,6,3590,877.2,0.27,13.3,7,9.8,0.039,10,49.8,0.26
,09:54:52,6,3590,878.2,0.27,13.3,7,9.8,0.039,10,49.8,0.26
,09:54:53,6,3590,879.2,0.27,13.3,7,9.8,0.041,10,49.8,0.26
,09:54:54,6,3590,880.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,09:54:55,6,3590,881.2,0.27,13.3,7,9.8,0.041,10,49.8,0.26
,09:54:56,6,3590,882.2,0.27,13.3,6,9.8,0.042,10,49.8,0.26
,09:54:57,6,3590,883.2,0.27,13.3,6,9.8,0.042,10,49.8,0.26
,09:54:58,6,3590,884.2,0.27,13.3,6,9.9,0.042,10,49.8,0.26
,09:54:59,6,3590,885.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,09:55:00,6,3590,886.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,09:55:01,6,3590,887.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,09:55:02,6,3590,888.2,0.27,13.3,7,9.9,0.038,10,49.8,0.26
,09:55:03,6,3590,889.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,09:55:04,6,3590,890.2,0.27,13.3,7,9.9,0.038,10,49.8,0.26
,09:55:05,6,3590,891.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:55:06,6,3590,892.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:55:07,6,3590,893.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:55:08,6,3590,894.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:55:09,6,3590,895.2,0.27,13.3,7,9.9,0.039,10,49.8,0.26
,09:55:10,6,3590,896.2,0.27,13.3,7,9.9,0.039,10,49.9,0.26
,09:55:11,6,3590,897.2,0.27,13.3,7,10,0.038,10,49.8,0.26
,09:55:12,6,3590,898.2,0.27,13.3,7,10,0.04,10,49.8,0.26
,09:55:13,6,3590,899.2,0.27,13.3,6,10,0.042,10,49.8,0.26
,09:55:14,6,3590,900.2,0.27,13.3,6,10,0.042,10,49.8,0.26
,09:55:15,6,3590,901.2,0.26,13.3,7,10,0.038,10,49.8,0.25
,09:55:16,6,3590,902.2,0.27,13.3,7,10,0.038,10,49.8,0.26
,09:55:17,6,3590,903.2,0.26,13.3,7,10,0.038,10,49.8,0.25
,09:55:18,6,3590,904.2,0.26,13.3,7,10,0.04,10,49.8,0.25
,09:55:19,6,3590,905.2,0.26,13.3,6,10.1,0.041,10,49.8,0.25
,09:55:20,6,3590,906.2,0.26,13.3,7,10.1,0.04,10,49.8,0.25
,09:55:21,6,3590,907.2,0.26,13.3,7,10.1,0.038,10,49.8,0.25
,09:55:22,6,3590,908.2,0.27,13.3,7,10.1,0.037,10,49.8,0.26
,09:55:23,6,3590,909.2,0.27,13.3,7,10.1,0.037,10,49.8,0.26
,09:55:24,6,3590,910.2,0.27,13.3,7,10.1,0.037,10,49.8,0.26
,09:55:25,6,3590,911.2,0.27,13.3,7,10.1,0.039,10,49.8,0.26
,09:55:26,6,3590,912.2,0.27,13.3,7,10.1,0.04,10,49.8,0.26
,09:55:27,6,3590,913.2,0.27,13.3,7,10.1,0.04,10,49.8,0.26
,09:55:28,6,3590,914.2,0.26,13.3,6,10.1,0.041,10,49.8,0.25
,09:55:29,6,3590,915.2,0.27,13.3,7,10.1,0.04,10,49.8,0.25
,09:55:30,6,3590,916.2,0.26,13.3,7,10.2,0.04,10,49.8,0.25
,09:55:31,6,3590,917.2,0.27,13.3,7,10.2,0.038,10,49.8,0.26
,09:55:32,6,3590,918.2,0.26,13.3,7,10.2,0.038,10,49.9,0.25
,09:55:33,6,3590,919.2,0.26,13.3,7,10.2,0.038,10,49.8,0.25
,09:55:34,6,3590,920.2,0.26,13.3,7,10.2,0.037,10,49.8,0.25
,09:55:35,6,3590,921.2,0.26,13.3,7,10.2,0.037,10,49.8,0.25
,09:55:36,6,3590,922.2,0.27,13.3,7,10.2,0.037,10,49.8,0.26
,09:55:37,6,3590,923.2,0.27,13.3,7,10.3,0.04,10,49.8,0.26
,09:55:38,6,3590,924.2,0.27,13.3,6,10.3,0.042,10,49.8,0.26
,09:55:39,6,3590,925.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:55:40,6,3590,926.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:55:41,6,3590,927.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:55:42,6,3590,928.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:55:43,6,3590,929.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:55:44,6,3590,930.2,0.27,13.3,7,10.3,0.041,10,49.8,0.26
,09:55:45,6,3590,931.2,0.27,13.3,7,10.3,0.04,10,49.8,0.26
,09:55:46,6,3590,932.2,0.27,13.3,7,10.3,0.037,10,49.8,0.26
,09:55:47,6,3590,933.2,0.27,13.3,7,10.4,0.037,10,49.8,0.26
,09:55:48,6,3590,934.2,0.27,13.3,7,10.4,0.039,10,49.8,0.26
,09:55:49,6,3590,935.2,0.27,13.3,7,10.4,0.04,10,49.8,0.26
,09:55:50,6,3590,936.2,0.27,13.3,7,10.4,0.039,10,49.8,0.26
,09:55:51,6,3590,937.2,0.27,13.3,7,10.4,0.04,10,49.8,0.26
,09:55:52,6,3590,938.2,0.27,13.3,7,10.4,0.038,10,49.8,0.26
,09:55:53,6,3590,939.2,0.27,13.3,7,10.5,0.038,10,49.8,0.26
,09:55:54,6,3590,940.2,0.27,13.3,7,10.5,0.038,10,49.8,0.26
,09:55:55,6,3590,941.2,0.27,13.3,7,10.5,0.039,10,49.8,0.26
,09:55:56,6,3590,942.2,0.27,13.3,7,10.5,0.039,10,49.8,0.26
,09:55:57,6,3590,943.2,0.27,13.3,7,10.5,0.039,10,49.8,0.26
,09:55:58,6,3590,944.2,0.27,13.3,7,10.5,0.04,10,49.8,0.26
,09:55:59,6,3590,945.2,0.27,13.3,7,10.6,0.04,10,49.8,0.25
,09:56:00,6,3590,946.2,0.26,13.3,7,10.6,0.04,10,49.8,0.25
,09:56:01,6,3590,947.2,0.27,13.3,7,10.6,0.037,10,49.8,0.26
,09:56:02,6,3590,948.2,0.27,13.3,7,10.6,0.039,10,49.8,0.26
,09:56:03,6,3590,949.2,0.27,13.3,7,10.6,0.04,10,49.8,0.26
,09:56:04,6,3590,950.2,0.27,13.3,7,10.6,0.04,10,49.8,0.26
,09:56:05,6,3590,951.2,0.27,13.3,6,10.6,0.042,10,49.8,0.26
,09:56:06,6,3590,952.2,0.26,13.3,7,10.6,0.04,10,49.8,0.25
,09:56:07,6,3590,953.2,0.26,13.3,7,10.7,0.04,10,49.8,0.25
,09:56:08,6,3590,954.2,0.27,13.3,7,10.7,0.038,10,49.8,0.26
,09:56:09,6,3590,955.2,0.27,13.3,7,10.7,0.037,10,49.8,0.26
,09:56:10,6,3590,956.2,0.27,13.3,7,10.7,0.037,10,49.8,0.26
,09:56:11,6,3590,957.2,0.26,13.3,7,10.7,0.038,10,49.8,0.25
,09:56:12,6,3590,958.2,0.26,13.3,7,10.8,0.04,10,49.8,0.25
,09:56:13,6,3590,959.2,0.26,13.3,7,10.8,0.04,10,49.8,0.25
,09:56:14,6,3590,960.2,0.26,13.3,7,10.8,0.039,10,49.8,0.25
,09:56:15,6,3590,961.2,0.26,13.3,7,10.8,0.039,10,49.8,0.25
,09:56:16,6,3590,962.2,0.26,13.3,7,10.8,0.038,10,49.8,0.25
,09:56:17,6,3590,963.2,0.26,13.3,7,10.8,0.038,10,49.8,0.25
,09:56:18,6,3590,964.2,0.26,13.3,7,10.9,0.04,10,49.8,0.25
,09:56:19,6,3590,965.2,0.27,13.3,7,10.9,0.039,10,49.8,0.26
,09:56:20,6,3590,966.2,0.27,13.3,7,10.9,0.04,10,49.8,0.26
,09:56:21,6,3590,967.2,0.27,13.3,7,10.9,0.038,10,49.8,0.26
,09:56:22,6,3590,968.2,0.27,13.3,7,10.9,0.041,10,49.8,0.26
,09:56:23,6,3590,969.2,0.27,13.3,7,10.9,0.04,10,49.8,0.26
,09:56:24,6,3590,970.2,0.27,13.3,7,10.9,0.04,10,49.8,0.26
,09:56:25,6,3590,971.2,0.26,13.3,7,11,0.038,10,49.8,0.25
,09:56:26,6,3590,972.2,0.26,13.3,7,11,0.038,10,49.8,0.25
,09:56:27,6,3590,973.2,0.26,13.3,7,11,0.04,10,49.8,0.25
,09:56:28,6,3590,974.2,0.27,13.3,7,11,0.038,10,49.8,0.26
,09:56:29,6,3590,975.2,0.27,13.3,7,11,0.037,10,49.8,0.26
,09:56:30,6,3590,976.2,0.27,13.3,7,11.1,0.039,10,49.8,0.26
,09:56:31,6,3590,977.2,0.27,13.3,7,11.1,0.039,10,49.8,0.26
,09:56:32,6,3590,978.2,0.27,13.3,7,11.1,0.041,10,49.8,0.26
,09:56:33,6,3590,979.2,0.27,13.3,7,11.1,0.04,10,49.8,0.26
,09:56:34,6,3590,980.2,0.27,13.3,7,11.1,0.04,10,49.8,0.26
,09:56:35,6,3590,981.2,0.27,13.3,7,11.2,0.04,10,49.8,0.26
,09:56:36,6,3590,982.2,0.27,13.3,7,11.2,0.04,10,49.8,0.26
,09:56:37,6,3590,983.2,0.27,13.3,7,11.2,0.04,10,49.8,0.26
,09:56:38,6,3590,984.2,0.27,13.3,7,11.2,0.04,10,49.8,0.26
,09:56:39,6,3590,985.2,0.26,13.3,7,11.2,0.038,10,49.8,0.25
,09:56:40,6,3590,986.2,0.27,13.3,7,11.3,0.039,10,49.8,0.26
,09:56:41,6,3590,987.2,0.27,13.3,7,11.2,0.037,10,49.8,0.26
,09:56:42,6,3590,988.2,0.27,13.3,7,11.3,0.037,10,49.8,0.26
,09:56:43,6,3590,989.2,0.27,13.3,7,11.3,0.04,10,49.8,0.26
,09:56:44,6,3590,990.2,0.27,13.3,7,11.3,0.04,10,49.8,0.26
,09:56:45,6,3590,991.2,0.27,13.3,7,11.3,0.04,10,49.8,0.26
,09:56:46,6,3590,992.2,0.27,13.3,7,11.3,0.04,10,49.8,0.26
,09:56:47,6,3590,993.2,0.27,13.3,7,11.4,0.04,10,49.8,0.26
,09:56:48,6,3590,994.2,0.27,13.3,7,11.4,0.038,10,49.8,0.26
,09:56:49,6,3590,995.2,0.27,13.3,7,11.4,0.04,10,49.8,0.26
,09:56:50,6,3590,996.2,0.27,13.3,7,11.4,0.04,10,49.8,0.26
,09:56:51,6,3590,997.2,0.27,13.3,7,11.4,0.038,10,49.8,0.26
,09:56:52,6,3590,998.2,0.27,13.3,7,11.5,0.037,10,49.8,0.26
