Data file,,DELRINNC010-UNHONED_ISO10_12DEG_003.TSV,,,,,,,,,,
,10:06:51,6,3590,1597.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,10:06:52,6,3590,1598.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,10:06:53,6,3590,1599.2,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,10:06:54,6,3590,1600.2,0.27,13.3,7,9.9,0.04,10,49.8,0.26
,10:06:55,6,3590,1601.2,0.27,13.3,7,9.8,0.039,10,49.8,0.26
,10:06:56,6,3590,1602.2,0.27,13.3,7,9.8,0.041,10,49.8,0.26
,10:06:57,6,3590,1603.2,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,10:06:58,6,3590,1604.2,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,10:06:59,6,3590,1605.2,0.27,13.3,7,9.8,0.038,10,49.8,0.26
,10:07:00,6,3590,1606.2,0.27,13.3,7,9.8,0.039,10,49.8,0.26
,10:07:01,6,3590,1607.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,10:07:02,6,3590,1608.2,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,10:07:03,6,3590,1609.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:07:04,6,3590,1610.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:07:05,6,3590,1611.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:07:06,6,3590,1612.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:07:07,6,3590,1613.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:07:08,6,3590,1614.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:07:09,6,3590,1615.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:07:10,6,3590,1616.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,10:07:11,6,3590,1617.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:07:12,6,3590,1618.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,10:07:13,6,3590,1619.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:07:14,6,3590,1620.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,10:07:15,6,3590,1621.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:07:16,6,3590,1622.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:07:17,6,3590,1623.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:07:18,6,3590,1624.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,10:07:19,6,3590,1625.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,10:07:20,6,3590,1626.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:07:21,6,3590,1627.2,0.28,13.3,7,9.7,0.039,10,49.8,0.27
,10:07:22,6,3590,1628.2,0.28,13.3,7,9.7,0.039,10,49.8,0.27
,10:07:23,6,3590,1629.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:07:24,6,3590,1630.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:25,6,3590,1631.2,0.28,13.3,7,9.6,0.042,10,49.8,0.27
,10:07:26,6,3590,1632.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:27,6,3590,1633.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:28,6,3590,1634.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:29,6,3590,1635.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:30,6,3590,1636.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:31,6,3590,1637.2,0.27,13.3,7,9.6,0.04,10,49.8,0.26
,10:07:32,6,3590,1638.2,0.27,13.3,7,9.6,0.038,10,49.8,0.26
,10:07:33,6,3590,1639.2,0.28,13.3,7,9.6,0.039,10,49.8,0.27
,10:07:34,6,3590,1640.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:35,6,3590,1641.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:36,6,3590,1642.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:37,6,3590,1643.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:38,6,3590,1644.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:39,6,3590,1645.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:40,6,3590,1646.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:41,6,3590,1647.2,0.28,13.3,6,9.6,0.043,10,49.8,0.27
,10:07:42,6,3590,1648.2,0.28,13.3,6,9.6,0.043,10,49.8,0.27
,10:07:43,6,3590,1649.2,0.27,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:44,6,3590,1650.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:45,6,3590,1651.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:46,6,3590,1652.2,0.28,13.3,7,9.6,0.04,10,49.9,0.27
,10:07:47,6,3590,1653.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:48,6,3590,1654.2,0.28,13.3,7,9.6,0.043,10,49.9,0.27
,10:07:49,6,3590,1655.2,0.28,13.3,7,9.6,0.043,10,49.8,0.27
,10:07:50,6,3590,1656.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:51,6,3590,1657.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:52,6,3590,1658.2,0.28,13.3,7,9.6,0.042,10,49.8,0.27
,10:07:53,6,3590,1659.2,0.28,13.3,7,9.6,0.042,10,49.8,0.27
,10:07:54,6,3590,1660.2,0.28,13.3,7,9.6,0.042,10,49.8,0.27
,10:07:55,6,3590,1661.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:07:56,6,3590,1662.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:07:57,6,3590,1663.2,0.27,13.3,7,9.6,0.041,10,49.8,0.26
,10:07:58,6,3590,1664.2,0.27,13.3,7,9.6,0.041,10,49.8,0.26
,10:07:59,6,3590,1665.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:08:00,6,3590,1666.2,0.28,13.3,7,9.6,0.038,10,49.8,0.27
,10:08:01,6,3590,1667.2,0.28,13.3,7,9.6,0.039,10,49.8,0.27
,10:08:02,6,3590,1668.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:08:03,6,3590,1669.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:08:04,6,3590,1670.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:08:05,6,3590,1671.2,0.28,13.3,7,9.6,0.042,10,49.8,0.27
,10:08:06,6,3590,1672.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:08:07,6,3590,1673.2,0.27,13.3,7,9.6,0.039,10,49.8,0.26
,10:08:08,6,3590,1674.2,0.27,13.3,7,9.6,0.041,10,49.9,0.26
,10:08:09,6,3590,1675.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:08:10,6,3590,1676.2,0.28,13.3,7,9.6,0.042,10,49.8,0.27
,10:08:11,6,3590,1677.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:08:12,6,3590,1678.2,0.28,13.3,7,9.6,0.04,10,49.8,0.27
,10:08:13,6,3590,1679.2,0.28,13.3,7,9.6,0.039,10,49.8,0.27
,10:08:14,6,3590,1680.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:08:15,6,3590,1681.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:08:16,6,3590,1682.2,0.28,13.3,7,9.6,0.042,10,49.8,0.27
,10:08:17,6,3590,1683.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:08:18,6,3590,1684.2,0.28,13.3,7,9.6,0.041,10,49.8,0.27
,10:08:19,6,3590,1685.2,0.28,13.3,7,9.6,0.039,10,49.8,0.27
,10:08:20,6,3590,1686.2,0.28,13.3,7,9.7,0.038,10,49.8,0.27
,10:08:21,6,3590,1687.2,0.27,13.3,7,9.7,0.04,10,49.8,0.26
,10:08:22,6,3590,1688.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,10:08:23,6,3590,1689.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,10:08:24,6,3590,1690.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,10:08:25,6,3590,1691.2,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,10:08:26,6,3590,1692.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:08:27,6,3590,1693.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:08:28,6,3590,1694.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:08:29,6,3590,1695.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,10:08:30,6,3590,1696.2,0.27,13.3,7,9.7,0.041,10,49.8,0.26
,10:08:31,6,3590,1697.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:08:32,6,3590,1698.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:08:33,6,3590,1699.2,0.29,13.3,7,9.7,0.042,10,49.8,0.28
,10:08:34,6,3590,1700.2,0.29,13.3,7,9.7,0.041,10,49.8,0.27
,10:08:35,6,3590,1701.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:08:36,6,3590,1702.2,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,10:08:37,6,3590,1703.2,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,10:08:38,6,3590,1704.2,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,10:08:39,6,3590,1705.2,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,10:08:40,6,3590,1706.2,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,10:08:41,6,3590,1707.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:08:42,6,3590,1708.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:08:43,6,3590,1709.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:08:44,6,3590,1710.2,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,10:08:45,6,3590,1711.2,0.28,13.3,7,9.8,0.038,10,49.8,0.27
,10:08:46,6,3590,1712.2,0.27,13.3,7,9.8,0.04,10,49.8,0.26
,10:08:47,6,3590,1713.2,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,10:08:48,6,3590,1714.2,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,10:08:49,6,3590,1715.2,0.29,13.3,7,9.9,0.043,10,49.8,0.28
,10:08:50,6,3590,1716.2,0.29,13.3,7,9.9,0.043,10,49.8,0.28
,10:08:51,6,3590,1717.2,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,10:08:52,6,3590,1718.2,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,10:08:53,6,3590,1719.2,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,10:08:54,6,3590,1720.2,0.28,13.3,7,9.9,0.04,10,49.8,0.26
,10:08:55,6,3590,1721.2,0.27,13.3,7,9.9,0.041,10,49.8,0.26
,10:08:56,6,3590,1722.2,0.27,13.3,7,9.9,0.041,10,49.8,0.26
,10:08:57,6,3590,1723.2,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,10:08:58,6,3590,1724.2,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,10:08:59,6,3590,1725.2,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,10:09:00,6,3590,1726.2,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,10:09:01,6,3590,1727.2,0.28,13.3,7,10,0.04,10,49.8,0.27
,10:09:02,6,3590,1728.2,0.27,13.3,7,10,0.041,10,49.8,0.26
,10:09:03,6,3590,1729.2,0.27,13.3,7,10,0.04,10,49.8,0.27
,10:09:04,6,3590,1730.2,0.28,13.3,7,10,0.04,10,49.8,0.27
,10:09:05,6,3590,1731.2,0.28,13.3,7,10,0.038,10,49.8,0.27
,10:09:06,6,3590,1732.2,0.27,13.3,7,10,0.038,10,49.8,0.26
,10:09:07,6,3590,1733.2,0.27,13.3,7,10,0.039,10,49.8,0.26
,10:09:08,6,3590,1734.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,10:09:09,6,3590,1735.2,0.27,13.3,7,10.1,0.041,10,49.8,0.27
,10:09:10,6,3590,1736.2,0.28,13.3,7,10.1,0.042,10,49.8,0.27
,10:09:11,6,3590,1737.2,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,10:09:12,6,3590,1738.2,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,10:09:13,6,3590,1739.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,10:09:14,6,3590,1740.2,0.27,13.3,7,10.1,0.041,10,49.8,0.26
,10:09:15,6,3590,1741.2,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,10:09:16,6,3590,1742.2,0.28,13.3,7,10.1,0.042,10,49.8,0.27
,10:09:17,6,3590,1743.2,0.28,13.3,7,10.1,0.042,10,49.8,0.27
,10:09:18,6,3590,1744.2,0.27,13.3,7,10.2,0.041,10,49.8,0.26
,10:09:19,6,3590,1745.2,0.27,13.3,7,10.2,0.039,10,49.8,0.26
,10:09:20,6,3590,1746.2,0.27,13.3,7,10.2,0.039,10,49.8,0.26
,10:09:21,6,3590,1747.2,0.27,13.3,7,10.2,0.04,10,49.8,0.26
,10:09:22,6,3590,1748.2,0.27,13.3,7,10.2,0.04,10,49.8,0.26
,10:09:23,6,3590,1749.2,0.27,13.3,7,10.2,0.04,10,49.8,0.26
,10:09:24,6,3590,1750.2,0.28,13.3,7,10.2,0.04,10,49.8,0.27
,10:09:25,6,3590,1751.2,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,10:09:26,6,3590,1752.2,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,10:09:27,6,3590,1753.2,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,10:09:28,6,3590,1754.2,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,10:09:29,6,3590,1755.2,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,10:09:30,6,3590,1756.2,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,10:09:31,6,3590,1757.2,0.27,13.3,7,10.3,0.039,10,49.8,0.26
,10:09:32,6,3590,1758.2,0.28,13.3,7,10.3,0.038,10,49.8,0.27
,10:09:33,6,3590,1759.2,0.28,13.3,7,10.3,0.039,10,49.8,0.27
,10:09:34,6,3590,1760.2,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,10:09:35,6,3590,1761.2,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,10:09:36,6,3590,1762.2,0.28,13.3,7,10.4,0.041,10,49.8,0.27
,10:09:37,6,3590,1763.2,0.27,13.3,7,10.4,0.041,10,49.8,0.26
,10:09:38,6,3590,1764.2,0.27,13.3,7,10.4,0.041,10,49.8,0.26
,10:09:39,6,3590,1765.2,0.28,13.3,7,10.4,0.042,10,49.8,0.27
,10:09:40,6,3590,1766.2,0.28,13.3,7,10.5,0.043,10,49.8,0.27
,10:09:41,6,3590,1767.2,0.28,13.3,7,10.5,0.043,10,49.8,0.27
,10:09:42,6,3590,1768.2,0.28,13.3,7,10.5,0.041,10,49.8,0.27
,10:09:43,6,3590,1769.2,0.28,13.3,7,10.5,0.041,10,49.8,0.27
,10:09:44,6,3590,1770.2,0.28,13.3,7,10.5,0.042,10,49.8,0.27
,10:09:45,6,3590,1771.2,0.28,13.3,7,10.5,0.04,10,49.9,0.27
,10:09:46,6,3590,1772.2,0.28,13.3,7,10.6,0.041,10,49.8,0.27
,10:09:47,6,3590,1773.2,0.27,13.3,7,10.6,0.041,10,49.8,0.26
,10:09:48,6,3590,1774.2,0.27,13.3,7,10.6,0.041,10,49.8,0.26
,10:09:49,6,3590,1775.2,0.28,13.3,7,10.6,0.042,10,49.8,0.27
,10:09:50,6,3590,1776.2,0.28,13.3,7,10.6,0.042,10,49.8,0.27
,10:09:51,6,3590,1777.2,0.28,13.3,7,10.6,0.041,10,49.8,0.27
,10:09:52,6,3590,1778.2,0.28,13.3,7,10.6,0.043,10,49.8,0.27
,10:09:53,6,3590,1779.2,0.28,13.3,7,10.6,0.043,10,49.8,0.27
,10:09:54,6,3590,1780.2,0.28,13.3,7,10.7,0.042,10,49.9,0.27
,10:09:55,6,3590,1781.2,0.28,13.3,7,10.7,0.04,10,49.8,0.27
,10:09:56,6,3590,1782.2,0.28,13.3,7,10.7,0.041,10,49.8,0.27
,10:09:57,6,3590,1783.2,0.29,13.3,7,10.7,0.041,10,49.8,0.28
,10:09:58,6,3590,1784.2,0.28,13.3,7,10.7,0.042,10,49.8,0.27
,10:09:59,6,3590,1785.2,0.28,13.3,7,10.8,0.04,10,49.8,0.27
,10:10:00,6,3590,1786.2,0.28,13.3,7,10.8,0.038,10,49.8,0.27
,10:10:01,6,3590,1787.2,0.28,13.3,7,10.8,0.038,10,49.8,0.27
,10:10:02,6,3590,1788.2,0.27,13.3,7,10.8,0.038,10,49.8,0.26
,10:10:03,6,3590,1789.2,0.27,13.3,7,10.8,0.038,10,49.8,0.26
,10:10:04,6,3590,1790.2,0.27,13.3,7,10.9,0.038,10,49.8,0.26
,10:10:05,6,3590,1791.2,0.28,13.3,7,10.9,0.04,10,49.8,0.27
,10:10:06,6,3590,1792.2,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,10:10:07,6,3590,1793.2,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,10:10:08,6,3590,1794.2,0.28,13.3,7,10.9,0.042,10,49.8,0.27
,10:10:09,6,3590,1795.2,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,10:10:10,6,3590,1796.2,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,10:10:11,6,3590,1797.2,0.27,13.3,7,11,0.041,10,49.8,0.26
,10:10:12,6,3590,1798.2,0.28,13.3,7,11,0.041,10,49.8,0.27
,10:10:13,6,3590,1799.2,0.28,13.3,7,11,0.041,10,49.8,0.26
,10:10:14,6,3590,1800.2,0.27,13.3,7,11,0.04,10,49.8,0.26
,10:10:15,6,3590,1801.2,0.27,13.3,7,11,0.04,10,49.8,0.26
,10:10:16,6,3590,1802.2,0.27,13.3,7,11.1,0.038,10,49.8,0.26
,10:10:17,6,3590,1803.2,0.28,13.3,7,11.1,0.042,10,49.8,0.27
,10:10:18,6,3590,1804.2,0.28,13.3,7,11.1,0.042,10,49.8,0.27
,10:10:19,6,3590,1805.2,0.28,13.3,6,11.1,0.043,10,49.8,0.27
,10:10:20,6,3590,1806.2,0.28,13.3,7,11.2,0.043,10,49.8,0.27
,10:10:21,6,3590,1807.2,0.28,13.3,7,11.2,0.043,10,49.8,0.27
,10:10:22,6,3590,1808.2,0.28,13.3,7,11.2,0.042,10,49.9,0.27
,10:10:23,6,3590,1809.2,0.28,13.3,7,11.2,0.041,10,49.8,0.26
,10:10:24,6,3590,1810.2,0.27,13.3,7,11.2,0.039,10,49.8,0.26
,10:10:25,6,3590,1811.2,0.27,13.3,7,11.3,0.036,10,49.8,0.26
,10:10:26,6,3590,1812.2,0.27,13.3,7,11.3,0.038,10,49.8,0.26
,10:10:27,6,3590,1813.2,0.28,13.3,7,11.3,0.04,10,49.8,0.27
,10:10:28,6,3590,1814.2,0.28,13.3,7,11.3,0.041,10,49.8,0.27
,10:10:29,6,3590,1815.2,0.28,13.3,7,11.3,0.041,10,49.9,0.27
,10:10:30,6,3590,1816.2,0.27,13.3,7,11.3,0.041,10,49.8,0.26
,10:10:31,6,3590,1817.2,0.27,13.3,7,11.4,0.041,10,49.8,0.26
,10:10:32,6,3590,1818.2,0.27,13.3,7,11.4,0.04,10,49.8,0.26
,10:10:33,6,3590,1819.2,0.28,13.3,7,11.4,0.04,10,49.8,0.27
,10:10:34,6,3590,1820.2,0.28,13.3,7,11.4,0.038,10,49.8,0.27
,10:10:35,6,3590,1821.2,0.27,13.3,7,11.4,0.04,10,49.8,0.26
,10:10:36,6,3590,1822.2,0.27,13.3,7,11.5,0.039,10,49.8,0.26
,10:10:37,6,3590,1823.2,0.27,13.3,7,11.5,0.039,10,49.8,0.26
,10:10:38,6,3590,1824.2,0.27,13.3,7,11.5,0.041,10,49.8,0.26
,10:10:39,6,3590,1825.2,0.27,13.3,7,11.5,0.041,10,49.8,0.26
,10:10:40,6,3590,1826.2,0.28,13.3,7,11.5,0.041,10,49.8,0.27
,10:10:41,6,3590,1827.2,0.28,13.3,7,11.6,0.04,10,49.8,0.27
,10:10:42,6,3590,1828.2,0.27,13.3,7,11.6,0.038,10,49.8,0.26
,10:10:43,6,3590,1829.2,0.27,13.3,7,11.6,0.037,10,49.8,0.26
,10:10:44,6,3590,1830.2,0.27,13.3,7,11.7,0.039,10,49.8,0.26
,10:10:45,6,3590,1831.2,0.27,13.3,7,11.7,0.039,10,49.8,0.26
,10:10:46,6,3590,1832.2,0.27,13.3,7,11.7,0.041,10,49.8,0.27
,10:10:47,6,3590,1833.2,0.28,13.3,7,11.7,0.042,10,49.8,0.27
,10:10:48,6,3590,1834.2,0.28,13.3,7,11.7,0.042,10,49.8,0.27
,10:10:49,6,3590,1835.2,0.28,13.3,7,11.7,0.04,10,49.8,0.27
,10:10:50,6,3590,1836.2,0.28,13.3,7,11.8,0.041,10,49.8,0.27
,10:10:51,6,3590,1837.2,0.28,13.3,7,11.8,0.041,10,49.8,0.27
,10:10:52,6,3590,1838.2,0.28,13.3,7,11.8,0.04,10,49.8,0.27
,10:10:53,6,3590,1839.2,0.28,13.3,7,11.8,0.04,10,49.8,0.27
,10:10:54,6,3590,1840.2,0.28,13.3,7,11.8,0.043,10,49.8,0.27
,10:10:55,6,3590,1841.2,0.28,13.3,7,11.9,0.042,10,49.8,0.27
,10:10:56,6,3590,1842.2,0.28,13.3,7,11.9,0.041,10,49.8,0.27
,10:10:57,6,3590,1843.2,0.28,13.3,7,11.9,0.042,10,49.8,0.27
,10:10:58,6,3590,1844.2,0.28,13.3,7,11.9,0.042,10,49.9,0.27
,10:10:59,6,3590,1845.2,0.28,13.3,7,11.9,0.042,10,49.8,0.27
,10:11:00,6,3590,1846.2,0.28,13.3,7,12,0.04,10,49.8,0.27
,10:11:01,6,3590,1847.2,0.28,13.3,7,12,0.039,10,49.8,0.27
,10:11:02,6,3590,1848.2,0.28,13.3,7,12,0.039,10,49.8,0.27
,10:11:03,6,3590,1849.2,0.28,13.3,7,12,0.042,10,49.8,0.27
,10:11:04,6,3590,1850.2,0.28,13.3,7,12.1,0.041,10,49.8,0.27
,10:11:05,6,3590,1851.2,0.27,13.3,7,12.1,0.041,10,49.8,0.26
,10:11:06,6,3590,1852.2,0.27,13.3,7,12.1,0.04,10,49.8,0.26
,10:11:07,6,3590,1853.2,0.28,13.3,7,12.1,0.038,10,49.8,0.27
,10:11:08,6,3590,1854.2,0.28,13.3,7,12.1,0.039,10,49.8,0.27
,10:11:09,6,3590,1855.2,0.28,13.3,7,12.1,0.04,10,49.8,0.27
,10:11:10,6,3590,1856.2,0.28,13.3,7,12.2,0.041,10,49.8,0.27
,10:11:11,6,3590,1857.2,0.27,13.3,7,12.2,0.04,10,49.8,0.26
,10:11:12,6,3590,1858.2,0.27,13.3,7,12.2,0.04,10,49.8,0.26
,10:11:13,6,3590,1859.2,0.28,13.3,7,12.2,0.038,10,49.8,0.27
,10:11:14,6,3590,1860.2,0.28,13.3,7,12.3,0.041,10,49.8,0.27
,10:11:15,6,3590,1861.2,0.28,13.3,7,12.3,0.042,10,49.8,0.27
,10:11:16,6,3590,1862.2,0.27,13.3,6,12.3,0.043,10,49.8,0.26
,10:11:17,6,3590,1863.2,0.27,13.3,7,12.3,0.041,10,49.8,0.26
,10:11:18,6,3590,1864.2,0.27,13.3,7,12.4,0.041,10,49.8,0.26
,10:11:19,6,3590,1865.2,0.27,13.3,7,12.4,0.041,10,49.8,0.26
,10:11:20,6,3590,1866.2,0.27,13.3,7,12.4,0.04,10,49.8,0.26
,10:11:21,6,3590,1867.2,0.28,13.3,7,12.4,0.04,10,49.8,0.27
,10:11:22,6,3590,1868.2,0.28,13.3,7,12.5,0.041,10,49.8,0.27
,10:11:23,6,3590,1869.2,0.28,13.3,7,12.5,0.042,10,49.9,0.27
,10:11:24,6,3590,1870.2,0.28,13.3,7,12.5,0.042,10,49.8,0.27
,10:11:25,6,3590,1871.2,0.28,13.3,7,12.5,0.041,10,49.8,0.27
,10:11:26,6,3590,1872.2,0.28,13.3,7,12.5,0.04,10,49.8,0.27
,10:11:27,6,3590,1873.2,0.28,13.3,7,12.5,0.04,10,49.8,0.27
,10:11:28,6,3590,1874.2,0.28,13.3,7,12.6,0.039,10,49.8,0.27
,10:11:29,6,3590,1875.2,0.28,13.3,7,12.6,0.041,10,49.8,0.27
,10:11:30,6,3590,1876.2,0.28,13.3,7,12.6,0.04,10,49.8,0.27
,10:11:31,6,3590,1877.2,0.28,13.3,7,12.6,0.04,10,49.8,0.27
,10:11:32,6,3590,1878.2,0.28,13.3,7,12.7,0.04,10,49.8,0.27
,10:11:33,6,3590,1879.2,0.28,13.3,7,12.7,0.04,10,49.8,0.27
,10:11:34,6,3590,1880.2,0.28,13.3,7,12.7,0.041,10,49.8,0.27
,10:11:35,6,3590,1881.2,0.27,13.3,7,12.7,0.04,10,49.8,0.26
,10:11:36,6,3590,1882.2,0.27,13.3,7,12.8,0.041,10,49.8,0.26
,10:11:37,6,3590,1883.2,0.27,13.3,7,12.8,0.041,10,49.8,0.26
,10:11:38,6,3590,1884.2,0.27,13.3,7,12.8,0.041,10,49.8,0.26
,10:11:39,6,3590,1885.2,0.27,13.3,7,12.8,0.039,10,49.8,0.26
,10:11:40,6,3590,1886.2,0.27,13.3,7,12.8,0.04,10,49.8,0.26
,10:11:41,6,3590,1887.2,0.27,13.3,7,12.9,0.039,10,49.8,0.26
,10:11:42,6,3590,1888.2,0.28,13.3,7,12.9,0.038,10,49.8,0.27
,10:11:43,6,3590,1889.2,0.28,13.3,7,12.9,0.038,10,49.8,0.27
,10:11:44,6,3590,1890.2,0.27,13.3,7,12.9,0.041,10,49.8,0.26
,10:11:45,6,3590,1891.2,0.27,13.3,7,12.9,0.04,10,49.8,0.26
,10:11:46,6,3590,1892.2,0.27,13.3,7,12.9,0.041,10,49.8,0.26
,10:11:47,6,3590,1893.2,0.27,13.3,7,13,0.041,10,49.8,0.26
,10:11:48,6,3590,1894.2,0.28,13.3,7,13,0.04,10,49.8,0.27
,10:11:49,6,3590,1895.2,0.28,13.3,7,13,0.04,10,49.8,0.27
,10:11:50,6,3590,1896.2,0.28,13.3,7,13,0.04,10,49.8,0.27
,10:11:51,6,3590,1897.2,0.27,13.3,7,13,0.041,10,49.8,0.26
,10:11:52,6,3590,1898.2,0.27,13.3,7,13.1,0.04,10,49.8,0.26
,10:11:53,6,3590,1899.2,0.27,13.3,7,13.1,0.04,10,49.8,0.26
,10:11:54,6,3590,1900.2,0.27,13.3,7,13.1,0.039,10,49.8,0.26
,10:11:55,6,3590,1901.2,0.27,13.3,7,13.2,0.04,10,49.8,0.26
,10:11:56,6,3590,1902.2,0.27,13.3,7,13.2,0.039,10,49.8,0.26
,10:11:57,6,3590,1903.2,0.27,13.3,7,13.2,0.04,10,49.8,0.26
,10:11:58,6,3590,1904.2,0.28,13.3,7,13.2,0.04,10,49.8,0.27
,10:11:59,6,3590,1905.2,0.27,13.3,7,13.2,0.04,10,49.8,0.26
,10:12:00,6,3590,1906.2,0.27,13.3,7,13.3,0.039,10,49.8,0.26
,10:12:01,6,3590,1907.2,0.27,13.3,7,13.3,0.041,10,49.8,0.26
