Data file,,PRELIM_SORONA_DRY_001.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,17/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTT,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 25,,,,,,,,,,,,
Test started at 16:28:33 on 17/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,prelim_sorona_dry_001-h001.tsv,,,,,,,,,,
,18:34:43,5,10790,7569.9,9.7,13.3,25,25,0.394,10,49.8,9.37
,18:34:44,5,10790,7570.9,9.78,13.3,25,25,0.397,10,49.8,9.45
,18:34:45,5,10790,7571.9,9.88,13.3,25,25,0.401,10,49.9,9.55
,18:34:46,5,10790,7572.9,9.95,13.3,25,25,0.4,10,49.8,9.61
,18:34:47,5,10790,7573.9,9.98,13.3,25,25,0.397,10,49.9,9.64
,18:34:48,5,10790,7574.9,9.98,13.3,25,25,0.397,10,49.8,9.64
,18:34:49,5,10790,7575.9,9.94,13.3,25,25,0.396,10,49.8,9.59
,18:34:50,5,10790,7576.9,9.85,13.3,25,25,0.396,10,49.8,9.5
,18:34:51,5,10790,7577.9,9.77,13.3,25,25,0.397,10,49.8,9.43
,18:34:52,5,10790,7578.9,9.79,13.3,25,25,0.398,10,49.9,9.45
,18:34:53,5,10790,7579.9,9.85,13.3,25,25,0.396,10,49.9,9.51
,18:34:54,5,10790,7580.9,9.87,13.3,25,25,0.389,10,49.9,9.52
,18:34:55,5,10790,7581.9,9.81,13.3,25,25,0.391,10,49.9,9.47
,18:34:56,5,10790,7582.9,9.73,13.3,25,25,0.391,10,49.8,9.39
,18:34:57,5,10790,7583.9,9.67,13.3,24,25,0.397,10,49.8,9.33
,18:34:58,5,10790,7584.9,9.63,13.3,25,25,0.391,10,49.8,9.3
,18:34:59,5,10790,7585.9,9.62,13.3,25,25,0.387,10,49.8,9.28
,18:35:00,5,10790,7586.9,9.59,13.3,25,25,0.386,10,49.8,9.26
,18:35:01,5,10790,7587.9,9.56,13.3,25,25,0.384,10,49.9,9.22
,18:35:02,5,10790,7588.9,9.52,13.3,25,25,0.383,10,49.8,9.19
,18:35:03,5,10790,7589.9,9.48,13.3,25,25,0.377,10,49.9,9.15
,18:35:04,5,10790,7590.9,9.43,13.3,25,25,0.372,10,49.8,9.1
,18:35:05,5,10790,7591.9,9.39,13.3,25,25,0.374,10,49.8,9.06
,18:35:06,5,10790,7592.9,9.33,13.3,25,25,0.375,10,49.8,9
,18:35:07,5,10790,7593.9,9.27,13.3,25,25,0.377,10,49.9,8.94
,18:35:08,5,10790,7594.9,9.23,13.3,25,25,0.371,10,49.9,8.91
,18:35:09,5,10790,7595.9,9.22,13.3,25,25,0.371,10,49.8,8.9
,18:35:10,5,10790,7596.9,9.21,13.3,25,25,0.37,10,49.8,8.89
,18:35:11,5,10790,7597.9,9.17,13.3,25,25,0.369,10,49.8,8.85
,18:35:12,5,10790,7598.9,9.11,13.3,25,25,0.37,10,49.8,8.79
,18:35:13,5,10790,7599.9,9.06,13.3,25,25,0.364,10,49.9,8.74
,18:35:14,5,10790,7600.9,9.04,13.3,25,25,0.364,10,49.8,8.73
,18:35:15,5,10790,7601.9,9.06,13.3,25,25,0.368,10,49.9,8.74
,18:35:16,5,10790,7602.9,9.07,13.3,25,25,0.368,10,49.8,8.75
,18:35:17,5,10790,7603.9,9.07,13.3,25,25,0.365,10,49.9,8.75
,18:35:18,5,10790,7604.9,9.05,13.3,25,25,0.36,10,49.9,8.73
,18:35:19,5,10790,7605.9,9.03,13.3,25,25,0.36,10,49.9,8.72
,18:35:20,5,10790,7606.9,9,13.3,25,25,0.358,10,49.9,8.69
,18:35:21,5,10790,7607.9,8.97,13.3,25,25,0.354,10,49.9,8.66
,18:35:22,5,10790,7608.9,8.95,13.3,25,25,0.353,10,49.9,8.64
,18:35:23,5,10790,7609.9,8.94,13.3,25,25,0.356,10,49.9,8.63
,18:35:24,5,10790,7610.9,8.92,13.3,25,25,0.359,10,49.9,8.61
,18:35:25,5,10790,7611.9,8.93,13.3,25,25,0.363,10,49.8,8.62
,18:35:26,5,10790,7612.9,8.96,13.3,25,25,0.364,10,49.9,8.65
,18:35:27,5,10790,7613.9,8.98,13.3,25,25,0.361,10,49.9,8.67
,18:35:28,5,10790,7614.9,8.99,13.3,25,25,0.361,10,49.9,8.67
,18:35:29,5,10790,7615.9,8.98,13.3,25,25,0.361,10,49.9,8.66
,18:35:30,5,10790,7616.9,8.98,13.3,25,25,0.365,10,49.8,8.67
,18:35:31,5,10790,7617.9,9.01,13.3,25,25,0.362,10,49.8,8.7
,18:35:32,5,10790,7618.9,9.07,13.3,25,25,0.365,10,49.8,8.76
,18:35:33,5,10790,7619.9,9.27,13.3,25,25,0.373,10,49.8,8.98
,18:35:34,5,10790,7620.9,9.55,13.3,25,25,0.384,10,49.9,9.25
,18:35:35,5,10790,7621.9,9.75,13.3,25,25,0.392,10,49.9,9.42
,18:35:36,5,10790,7622.9,9.69,13.3,25,25,0.382,10,49.8,9.34
,18:35:37,5,10790,7623.9,9.47,13.3,26,25,0.369,10,49.9,9.12
,18:35:38,5,10790,7624.9,9.24,13.3,25,25,0.364,10,49.8,8.9
,18:35:39,5,10790,7625.9,9.08,13.3,25,25,0.365,10,49.9,8.75
,18:35:40,5,10790,7626.9,8.95,13.3,25,25,0.364,10,49.9,8.63
,18:35:41,5,10790,7627.9,8.88,13.3,25,25,0.361,10,49.9,8.57
,18:35:42,5,10790,7628.9,8.86,13.3,25,25,0.36,10,49.9,8.55
,18:35:43,5,10790,7629.9,8.87,13.3,25,25,0.361,10,49.8,8.57
,18:35:44,5,10790,7630.9,8.89,13.3,25,25,0.361,10,49.8,8.58
,18:35:45,5,10790,7631.9,8.88,13.3,25,25,0.357,10,49.8,8.57
,18:35:46,5,10790,7632.9,8.87,13.3,25,25,0.357,10,49.8,8.56
,18:35:47,5,10790,7633.9,8.88,13.3,25,25,0.361,10,49.8,8.58
,18:35:48,5,10790,7634.9,8.91,13.3,25,25,0.362,10,49.9,8.6
,18:35:49,5,10790,7635.9,8.94,13.3,25,25,0.359,10,49.8,8.63
,18:35:50,5,10790,7636.9,8.94,13.3,25,25,0.36,10,49.9,8.63
,18:35:51,5,10790,7637.9,8.94,13.3,25,25,0.36,10,49.9,8.63
,18:35:52,5,10790,7638.9,8.95,13.3,25,25,0.356,10,49.8,8.64
,18:35:53,5,10790,7639.9,8.95,13.3,25,25,0.353,10,49.9,8.64
,18:35:54,5,10790,7640.9,8.95,13.3,25,25,0.353,10,49.9,8.64
,18:35:55,5,10790,7641.9,8.92,13.3,25,25,0.352,10,49.9,8.61
,18:35:56,5,10790,7642.9,8.88,13.3,25,25,0.353,10,49.9,8.57
,18:35:57,5,10790,7643.9,8.83,13.3,25,25,0.359,10,49.9,8.52
,18:35:58,5,10790,7644.9,8.8,13.3,25,25,0.357,10,49.8,8.49
,18:35:59,5,10790,7645.9,8.8,13.3,25,25,0.358,10,49.8,8.5
,18:36:00,5,10790,7646.9,8.81,13.3,25,25,0.358,10,49.9,8.5
,18:36:01,5,10790,7647.9,8.8,13.3,25,25,0.354,10,49.8,8.5
,18:36:02,5,10790,7648.9,8.79,13.3,25,25,0.353,10,49.8,8.48
,18:36:03,5,10790,7649.9,8.78,13.3,25,25,0.357,10,49.8,8.48
,18:36:04,5,10790,7650.9,8.79,13.3,25,25,0.354,10,49.9,8.49
,18:36:05,5,10790,7651.9,8.81,13.3,25,25,0.354,10,49.9,8.51
,18:36:06,5,10790,7652.9,8.83,13.3,25,25,0.355,10,49.9,8.53
,18:36:07,5,10790,7653.9,8.85,13.3,25,25,0.352,10,49.8,8.54
,18:36:08,5,10790,7654.9,8.87,13.3,25,25,0.349,10,49.9,8.56
,18:36:09,5,10790,7655.9,8.91,13.3,25,25,0.355,10,49.9,8.6
,18:36:10,5,10790,7656.9,8.92,13.3,25,25,0.359,10,49.9,8.61
,18:36:11,5,10790,7657.9,8.91,13.3,25,25,0.362,10,49.9,8.6
,18:36:12,5,10790,7658.9,8.89,13.3,25,25,0.361,10,49.8,8.58
,18:36:13,5,10790,7659.9,8.9,13.3,25,25,0.362,10,49.9,8.6
,18:36:14,5,10790,7660.9,8.94,13.3,25,25,0.359,10,49.8,8.63
,18:36:15,5,10790,7661.9,8.99,13.3,25,25,0.365,10,49.8,8.69
,18:36:16,5,10790,7662.9,9.06,13.3,25,25,0.368,10,49.9,8.76
,18:36:17,5,10790,7663.9,9.12,13.3,25,25,0.371,10,49.9,8.81
,18:36:18,5,10790,7664.9,9.11,13.3,25,25,0.363,10,49.9,8.79
,18:36:19,5,10790,7665.9,9,13.3,25,25,0.355,10,49.9,8.67
,18:36:20,5,10790,7666.9,8.85,13.3,25,25,0.349,10,49.9,8.53
,18:36:21,5,10790,7667.9,8.76,13.3,25,25,0.352,10,49.9,8.46
,18:36:22,5,10790,7668.9,8.75,13.3,25,25,0.356,10,49.9,8.45
,18:36:23,5,10790,7669.9,8.79,13.3,25,25,0.357,10,49.9,8.49
,18:36:24,5,10790,7670.9,8.85,13.3,25,25,0.36,10,49.9,8.55
,18:36:25,5,10790,7671.9,8.91,13.3,25,25,0.362,10,49.9,8.6
,18:36:26,5,10790,7672.9,8.97,13.3,25,25,0.364,10,49.8,8.66
,18:36:27,5,10790,7673.9,9,13.3,25,25,0.362,10,49.9,8.69
,18:36:28,5,10790,7674.9,9.02,13.3,25,25,0.363,10,49.9,8.71
,18:36:29,5,10790,7675.9,9.05,13.3,25,25,0.364,10,49.9,8.74
,18:36:30,5,10790,7676.9,9.1,13.3,25,25,0.366,10,49.8,8.79
,18:36:31,5,10790,7677.9,9.16,13.3,25,25,0.365,10,49.9,8.85
,18:36:32,5,10790,7678.9,9.22,13.3,25,25,0.363,10,49.9,8.9
,18:36:33,5,10790,7679.9,9.26,13.3,26,25,0.361,10,49.8,8.95
,18:36:34,5,10790,7680.9,9.3,13.3,25,25,0.366,10,49.8,8.98
,18:36:35,5,10790,7681.9,9.36,13.3,25,25,0.376,10,49.9,9.04
,18:36:36,5,10790,7682.9,9.43,13.3,25,25,0.379,10,49.9,9.11
,18:36:37,5,10790,7683.9,9.54,13.3,25,25,0.384,10,49.9,9.22
,18:36:38,5,10790,7684.9,9.66,13.3,25,25,0.388,10,49.9,9.34
,18:36:39,5,10790,7685.9,9.79,13.3,25,25,0.394,10,49.8,9.46
,18:36:40,5,10790,7686.9,9.9,13.3,25,25,0.398,10,49.8,9.57
,18:36:41,5,10790,7687.9,10.02,13.3,25,25,0.403,10,49.9,9.68
,18:36:42,5,10790,7688.9,10.12,13.3,25,25,0.407,10,49.9,9.77
,18:36:43,5,10790,7689.9,10.18,13.3,25,25,0.409,10,49.9,9.83
,18:36:44,5,10790,7690.9,10.19,13.3,25,25,0.41,10,49.9,9.84
,18:36:45,5,10790,7691.9,10.16,13.3,25,25,0.405,10,49.8,9.8
,18:36:46,5,10790,7692.9,10.07,13.3,25,25,0.397,10,49.9,9.71
,18:36:47,5,10790,7693.9,9.94,13.3,25,25,0.392,10,49.9,9.59
,18:36:48,5,10790,7694.9,9.83,13.3,25,25,0.395,10,49.9,9.48
,18:36:49,5,10790,7695.9,9.77,13.3,25,25,0.397,10,49.8,9.43
,18:36:50,5,10790,7696.9,9.76,13.3,25,25,0.397,10,49.9,9.43
,18:36:51,5,10790,7697.9,9.78,13.3,25,25,0.397,10,49.9,9.44
,18:36:52,5,10790,7698.9,9.81,13.3,25,25,0.399,10,49.8,9.47
,18:36:53,5,10790,7699.9,9.84,13.3,25,25,0.4,10,49.8,9.5
,18:36:54,5,10790,7700.9,9.86,13.3,25,25,0.401,10,49.8,9.52
,18:36:55,5,10790,7701.9,9.87,13.3,25,25,0.397,10,49.8,9.52
,18:36:56,5,10790,7702.9,9.86,13.3,25,26,0.396,10,49.9,9.51
,18:36:57,5,10790,7703.9,9.83,13.3,25,25,0.395,10,49.9,9.49
,18:36:58,5,10790,7704.9,9.81,13.3,25,25,0.39,10,49.8,9.47
,18:36:59,5,10790,7705.9,9.77,13.3,25,25,0.385,10,49.8,9.43
,18:37:00,5,10790,7706.9,9.72,13.3,25,25,0.387,10,49.9,9.37
,18:37:01,5,10790,7707.9,9.61,13.3,25,25,0.387,10,49.9,9.27
,18:37:02,5,10790,7708.9,9.49,13.3,25,25,0.382,10,49.8,9.15
,18:37:03,5,10790,7709.9,9.4,13.3,25,25,0.382,10,49.8,9.07
,18:37:04,5,10790,7710.9,9.37,13.3,25,25,0.381,10,49.9,9.04
,18:37:05,5,10790,7711.9,9.35,13.3,25,25,0.38,10,49.8,9.03
,18:37:06,5,10790,7712.9,9.31,13.3,25,25,0.374,10,49.8,8.98
,18:37:07,5,10790,7713.9,9.26,13.3,25,25,0.372,10,49.8,8.94
,18:37:08,5,10790,7714.9,9.26,13.3,25,25,0.372,10,49.8,8.94
,18:37:09,5,10790,7715.9,9.28,13.3,25,25,0.373,10,49.9,8.96
,18:37:10,5,10790,7716.9,9.35,13.3,25,25,0.372,10,49.9,9.03
,18:37:11,5,10790,7717.9,9.41,13.3,25,26,0.375,10,49.8,9.09
,18:37:12,5,10790,7718.9,9.44,13.3,25,25,0.376,10,49.8,9.12
,18:37:13,5,10790,7719.9,9.43,13.3,25,25,0.379,10,49.9,9.1
,18:37:14,5,10790,7720.9,9.39,13.3,25,25,0.378,10,49.8,9.07
,18:37:15,5,10790,7721.9,9.37,13.3,25,25,0.377,10,49.8,9.04
,18:37:16,5,10790,7722.9,9.34,13.3,25,25,0.379,10,49.8,9.01
,18:37:17,5,10790,7723.9,9.32,13.3,25,25,0.379,10,49.8,9
,18:37:18,5,10790,7724.9,9.32,13.3,25,25,0.371,10,49.9,9
,18:37:19,5,10790,7725.9,9.32,13.3,25,25,0.367,10,49.9,8.99
,18:37:20,5,10790,7726.9,9.28,13.3,25,25,0.366,10,49.9,8.96
,18:37:21,5,10790,7727.9,9.22,13.3,25,25,0.371,10,49.9,8.89
,18:37:22,5,10790,7728.9,9.17,13.3,25,25,0.369,10,49.8,8.85
,18:37:23,5,10790,7729.9,9.17,13.3,25,25,0.369,10,49.8,8.85
,18:37:24,5,10790,7730.9,9.21,13.3,25,25,0.37,10,49.8,8.89
,18:37:25,5,10790,7731.9,9.25,13.3,25,25,0.372,10,49.9,8.93
,18:37:26,5,10790,7732.9,9.26,13.3,25,25,0.372,10,49.9,8.94
,18:37:27,5,10790,7733.9,9.25,13.3,25,25,0.372,10,49.9,8.94
,18:37:28,5,10790,7734.9,9.25,13.3,25,25,0.365,10,49.9,8.93
,18:37:29,5,10790,7735.9,9.24,13.3,25,25,0.364,10,49.9,8.92
,18:37:30,5,10790,7736.9,9.2,13.3,25,25,0.366,10,49.8,8.87
,18:37:31,5,10790,7737.9,9.14,13.3,25,25,0.371,10,49.9,8.82
,18:37:32,5,10790,7738.9,9.12,13.3,25,25,0.367,10,49.9,8.81
,18:37:33,5,10790,7739.9,9.17,13.3,25,25,0.369,10,49.9,8.85
,18:37:34,5,10790,7740.9,9.21,13.3,25,25,0.374,10,49.8,8.89
,18:37:35,5,10790,7741.9,9.24,13.3,24,25,0.379,10,49.9,8.92
,18:37:36,5,10790,7742.9,9.26,13.3,25,25,0.376,10,49.9,8.94
,18:37:37,5,10790,7743.9,9.3,13.3,25,25,0.37,10,49.9,8.98
,18:37:38,5,10790,7744.9,9.3,13.3,25,25,0.366,10,49.8,8.98
,18:37:39,5,10790,7745.9,9.25,13.3,25,25,0.368,10,49.8,8.92
,18:37:40,5,10790,7746.9,9.16,13.3,25,25,0.372,10,49.9,8.84
,18:37:41,5,10790,7747.9,9.1,13.3,25,25,0.37,10,49.8,8.79
,18:37:42,5,10790,7748.9,9.09,13.3,25,25,0.369,10,49.8,8.78
,18:37:43,5,10790,7749.9,9.1,13.3,25,25,0.366,10,49.9,8.78
,18:37:44,5,10790,7750.9,9.11,13.3,25,25,0.366,10,49.9,8.8
,18:37:45,5,10790,7751.9,9.12,13.3,25,25,0.367,10,49.9,8.81
,18:37:46,5,10790,7752.9,9.13,13.3,25,25,0.363,10,49.9,8.81
,18:37:47,5,10790,7753.9,9.13,13.3,25,25,0.36,10,49.9,8.81
,18:37:48,5,10790,7754.9,9.12,13.3,25,25,0.363,10,49.9,8.81
,18:37:49,5,10790,7755.9,9.14,13.3,25,25,0.367,10,49.9,8.82
,18:37:50,5,10790,7756.9,9.17,13.3,25,25,0.373,10,49.9,8.86
,18:37:51,5,10790,7757.9,9.22,13.3,25,25,0.375,10,49.9,8.9
,18:37:52,5,10790,7758.9,9.25,13.3,25,25,0.372,10,49.8,8.93
,18:37:53,5,10790,7759.9,9.23,13.3,25,25,0.371,10,49.9,8.91
,18:37:54,5,10790,7760.9,9.2,13.3,25,25,0.374,10,49.9,8.88
,18:37:55,5,10790,7761.9,9.18,13.3,25,25,0.369,10,49.9,8.86
,18:37:56,5,10790,7762.9,9.19,13.3,25,25,0.366,10,49.9,8.88
,18:37:57,5,10790,7763.9,9.25,13.3,25,25,0.364,10,49.9,8.94
,18:37:58,5,10790,7764.9,9.34,13.3,25,25,0.368,10,49.9,9.02
,18:37:59,5,10790,7765.9,9.4,13.3,25,25,0.378,10,49.8,9.08
,18:38:00,5,10790,7766.9,9.44,13.3,25,25,0.383,10,49.9,9.11
,18:38:01,5,10790,7767.9,9.48,13.3,25,25,0.385,10,49.9,9.15
,18:38:02,5,10790,7768.9,9.54,13.3,25,25,0.384,10,49.8,9.21
,18:38:03,5,10790,7769.9,9.58,13.3,25,25,0.385,10,49.8,9.25
,18:38:04,5,10790,7770.9,9.56,13.3,25,25,0.384,10,49.8,9.23
,18:38:05,5,10790,7771.9,9.5,13.3,25,25,0.386,10,49.8,9.16
,18:38:06,5,10790,7772.9,9.41,13.3,25,26,0.378,10,49.9,9.07
,18:38:07,5,10790,7773.9,9.3,13.3,25,26,0.374,10,49.9,8.97
,18:38:08,5,10790,7774.9,9.2,13.3,25,25,0.362,10,49.8,8.87
,18:38:09,5,10790,7775.9,9.13,13.3,25,25,0.36,10,49.9,8.8
,18:38:10,5,10790,7776.9,9.09,13.3,25,25,0.358,10,49.9,8.78
,18:38:11,5,10790,7777.9,9.12,13.3,25,25,0.367,10,49.9,8.81
,18:38:12,5,10790,7778.9,9.18,13.3,25,25,0.373,10,49.9,8.87
,18:38:13,5,10790,7779.9,9.25,13.3,24,25,0.38,10,49.9,8.93
,18:38:14,5,10790,7780.9,9.3,13.3,25,25,0.378,10,49.8,8.98
,18:38:15,5,10790,7781.9,9.33,13.3,25,25,0.375,10,49.8,9.01
,18:38:16,5,10790,7782.9,9.33,13.3,25,25,0.375,10,49.9,9.01
,18:38:17,5,10790,7783.9,9.32,13.3,25,25,0.375,10,49.8,9
,18:38:18,5,10790,7784.9,9.3,13.3,25,25,0.378,10,49.9,8.98
,18:38:19,5,10790,7785.9,9.28,13.3,25,25,0.373,10,49.9,8.96
,18:38:20,5,10790,7786.9,9.28,13.3,25,25,0.366,10,49.9,8.96
,18:38:21,5,10790,7787.9,9.31,13.3,26,25,0.363,10,49.9,8.99
,18:38:22,5,10790,7788.9,9.35,13.3,25,25,0.372,10,49.9,9.03
,18:38:23,5,10790,7789.9,9.38,13.3,25,25,0.377,10,49.9,9.05
,18:38:24,5,10790,7790.9,9.39,13.3,25,25,0.381,10,49.9,9.06
,18:38:25,5,10790,7791.9,9.39,13.3,25,25,0.382,10,49.9,9.07
,18:38:26,5,10790,7792.9,9.39,13.3,25,25,0.381,10,49.8,9.06
,18:38:27,5,10790,7793.9,9.35,13.3,25,25,0.38,10,49.8,9.02
,18:38:28,5,10790,7794.9,9.28,13.3,25,25,0.377,10,49.8,8.96
,18:38:29,5,10790,7795.9,9.24,13.3,25,25,0.371,10,49.9,8.92
,18:38:30,5,10790,7796.9,9.21,13.3,25,25,0.37,10,49.9,8.89
,18:38:31,5,10790,7797.9,9.21,13.3,25,25,0.367,10,49.9,8.89
,18:38:32,5,10790,7798.9,9.18,13.3,25,25,0.365,10,49.9,8.86
,18:38:33,5,10790,7799.9,9.13,13.3,25,25,0.363,10,49.9,8.81
,18:38:34,5,10790,7800.9,9.07,13.3,25,25,0.365,10,49.9,8.75
,18:38:35,5,10790,7801.9,9.05,13.3,25,25,0.364,10,49.9,8.73
,18:38:36,5,10790,7802.9,9.08,13.3,25,25,0.365,10,49.8,8.77
,18:38:37,5,10790,7803.9,9.11,13.3,25,25,0.37,10,49.9,8.8
,18:38:38,5,10790,7804.9,9.12,13.3,25,25,0.367,10,49.9,8.8
,18:38:39,5,10790,7805.9,9.1,13.3,25,25,0.362,10,49.9,8.78
,18:38:40,5,10790,7806.9,9.08,13.3,25,25,0.362,10,49.9,8.77
,18:38:41,5,10790,7807.9,9.06,13.3,25,25,0.361,10,49.9,8.74
,18:38:42,5,10790,7808.9,9,13.3,25,25,0.362,10,49.8,8.68
,18:38:43,5,10790,7809.9,8.95,13.3,25,25,0.363,10,49.8,8.63
,18:38:44,5,10790,7810.9,8.91,13.3,25,25,0.358,10,49.8,8.59
,18:38:45,5,10790,7811.9,8.87,13.3,25,25,0.357,10,49.9,8.56
,18:38:46,5,10790,7812.9,8.83,13.3,25,25,0.351,10,49.8,8.52
,18:38:47,5,10790,7813.9,8.81,13.3,25,25,0.351,10,49.9,8.5
,18:38:48,5,10790,7814.9,8.82,13.3,25,25,0.351,10,49.9,8.52
,18:38:49,5,10790,7815.9,8.86,13.3,25,25,0.356,10,49.9,8.56
,18:38:50,5,10790,7816.9,8.89,13.3,25,25,0.361,10,49.9,8.58
,18:38:51,5,10790,7817.9,8.92,13.3,25,25,0.363,10,49.8,8.62
,18:38:52,5,10790,7818.9,8.98,13.3,25,25,0.365,10,49.9,8.67
,18:38:53,5,10790,7819.9,9.05,13.3,25,25,0.364,10,49.9,8.74
,18:38:54,5,10790,7820.9,9.11,13.3,25,25,0.362,10,49.9,8.8
,18:38:55,5,10790,7821.9,9.15,13.3,25,25,0.364,10,49.9,8.83
,18:38:56,5,10790,7822.9,9.18,13.3,25,25,0.369,10,49.9,8.87
,18:38:57,5,10790,7823.9,9.25,13.3,25,25,0.372,10,49.9,8.94
,18:38:58,5,10790,7824.9,9.34,13.3,25,25,0.376,10,49.9,9.02
,18:38:59,5,10790,7825.9,9.43,13.3,25,25,0.379,10,49.8,9.11
,18:39:00,5,10790,7826.9,9.5,13.3,25,25,0.386,10,49.9,9.18
,18:39:01,5,10790,7827.9,9.58,13.3,25,25,0.389,10,49.9,9.25
,18:39:02,5,10790,7828.9,9.66,13.3,25,25,0.384,10,49.9,9.33
,18:39:03,5,10790,7829.9,9.69,13.3,26,25,0.378,10,49.9,9.35
,18:39:04,5,10790,7830.9,9.64,13.3,25,25,0.38,10,49.8,9.3
,18:39:05,5,10790,7831.9,9.53,13.3,25,25,0.383,10,49.9,9.18
,18:39:06,5,10790,7832.9,9.39,13.3,25,25,0.378,10,49.8,9.05
,18:39:07,5,10790,7833.9,9.28,13.3,25,25,0.373,10,49.8,8.94
,18:39:08,5,10790,7834.9,9.22,13.3,25,25,0.371,10,49.8,8.89
,18:39:09,5,10790,7835.9,9.22,13.3,25,25,0.371,10,49.9,8.9
,18:39:10,5,10790,7836.9,9.21,13.3,25,25,0.37,10,49.9,8.88
,18:39:11,5,10790,7837.9,9.17,13.3,25,25,0.369,10,49.9,8.85
,18:39:12,5,10790,7838.9,9.13,13.3,25,25,0.363,10,49.9,8.81
,18:39:13,5,10790,7839.9,9.14,13.3,25,25,0.364,10,49.9,8.83
,18:39:14,5,10790,7840.9,9.16,13.3,25,25,0.368,10,49.9,8.84
,18:39:15,5,10790,7841.9,9.17,13.3,25,25,0.373,10,49.9,8.86
,18:39:16,5,10790,7842.9,9.16,13.3,25,25,0.372,10,49.8,8.84
,18:39:17,5,10790,7843.9,9.15,13.3,25,25,0.368,10,49.9,8.83
,18:39:18,5,10790,7844.9,9.15,13.3,25,25,0.368,10,49.9,8.83
,18:39:19,5,10790,7845.9,9.14,13.3,25,25,0.367,10,49.9,8.82
,18:39:20,5,10790,7846.9,9.13,13.3,25,25,0.367,10,49.9,8.81
,18:39:21,5,10790,7847.9,9.12,13.3,25,25,0.371,10,49.9,8.8
,18:39:22,5,10790,7848.9,9.13,13.3,25,25,0.371,10,49.9,8.82
,18:39:23,5,10790,7849.9,9.16,13.3,25,25,0.372,10,49.8,8.85
,18:39:24,5,10790,7850.9,9.21,13.3,25,25,0.37,10,49.9,8.89
,18:39:25,5,10790,7851.9,9.22,13.3,25,25,0.367,10,49.9,8.9
,18:39:26,5,10790,7852.9,9.22,13.3,25,25,0.371,10,49.9,8.9
,18:39:27,5,10790,7853.9,9.2,13.3,25,25,0.37,10,49.8,8.88
,18:39:28,5,10790,7854.9,9.19,13.3,25,25,0.369,10,49.9,8.87
,18:39:29,5,10790,7855.9,9.17,13.3,25,25,0.365,10,49.9,8.85
,18:39:30,5,10790,7856.9,9.11,13.3,25,25,0.366,10,49.9,8.79
,18:39:31,5,10790,7857.9,9.03,13.3,25,25,0.363,10,49.9,8.71
,18:39:32,5,10790,7858.9,8.97,13.3,25,25,0.361,10,49.9,8.66
,18:39:33,5,10790,7859.9,9.02,13.3,25,25,0.363,10,49.9,8.72
,18:39:34,5,10790,7860.9,9.16,13.3,25,25,0.364,10,49.9,8.86
,18:39:35,5,10790,7861.9,9.3,13.3,25,25,0.37,10,49.9,8.99
,18:39:36,5,10790,7862.9,9.37,13.3,25,25,0.373,10,49.9,9.04
,18:39:37,5,10790,7863.9,9.36,13.3,25,25,0.376,10,49.9,9.03
,18:39:38,5,10790,7864.9,9.33,13.3,25,25,0.375,10,49.8,9
,18:39:39,5,10790,7865.9,9.29,13.3,25,25,0.373,10,49.9,8.96
,18:39:40,5,10790,7866.9,9.26,13.3,25,25,0.365,10,49.9,8.93
,18:39:41,5,10790,7867.9,9.22,13.3,25,25,0.367,10,49.8,8.89
,18:39:42,5,10790,7868.9,9.17,13.3,25,25,0.369,10,49.9,8.85
,18:39:43,5,10790,7869.9,9.1,13.3,25,25,0.37,10,49.9,8.78
,18:39:44,5,10790,7870.9,9.04,13.3,25,25,0.363,10,49.9,8.72
,18:39:45,5,10790,7871.9,8.98,13.3,25,25,0.361,10,49.9,8.67
,18:39:46,5,10790,7872.9,8.98,13.3,25,25,0.357,10,49.8,8.67
,18:39:47,5,10790,7873.9,9.04,13.3,25,25,0.36,10,49.8,8.73
,18:39:48,5,10790,7874.9,9.12,13.3,25,25,0.363,10,49.9,8.81
,18:39:49,5,10790,7875.9,9.22,13.3,25,25,0.371,10,49.9,8.91
,18:39:50,5,10790,7876.9,9.3,13.3,25,25,0.378,10,49.8,8.98
,18:39:51,5,10790,7877.9,9.35,13.3,25,25,0.38,10,49.8,9.03
,18:39:52,5,10790,7878.9,9.33,13.3,25,25,0.375,10,49.9,9
,18:39:53,5,10790,7879.9,9.27,13.3,25,25,0.369,10,49.9,8.94
,18:39:54,5,10790,7880.9,9.17,13.3,25,25,0.361,10,49.9,8.84
,18:39:55,5,10790,7881.9,9.08,13.3,25,25,0.361,10,49.8,8.75
,18:39:56,5,10790,7882.9,9.01,13.3,25,25,0.366,10,49.8,8.69
