Data file,,PRELIM_SORONA_DRY_001.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,17/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTT,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 25,,,,,,,,,,,,
Test started at 16:28:33 on 17/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,prelim_sorona_dry_001-h001.tsv,,,,,,,,,,
,17:11:28,5,10790,2574.9,9.95,13.3,25,25,0.4,10,49.9,9.61
,17:11:29,5,10790,2575.9,9.96,13.3,25,25,0.401,10,49.9,9.62
,17:11:30,5,10790,2576.9,9.96,13.3,25,26,0.405,10,49.9,9.62
,17:11:31,5,10790,2577.9,9.98,13.3,25,26,0.401,10,49.8,9.63
,17:11:32,5,10790,2578.9,9.99,13.3,25,26,0.402,10,49.9,9.65
,17:11:33,5,10790,2579.9,10.04,13.3,25,26,0.404,10,49.9,9.7
,17:11:34,5,10790,2580.9,10.08,13.3,25,26,0.405,10,49.9,9.74
,17:11:35,5,10790,2581.9,10.12,13.3,25,26,0.403,10,49.9,9.78
,17:11:36,5,10790,2582.9,10.12,13.3,25,26,0.399,10,49.9,9.77
,17:11:37,5,10790,2583.9,10.13,13.3,25,26,0.399,10,49.9,9.77
,17:11:38,5,10790,2584.9,10.11,13.3,25,26,0.402,10,49.9,9.76
,17:11:39,5,10790,2585.9,10.1,13.3,24,25,0.415,10,49.8,9.75
,17:11:40,5,10790,2586.9,10.1,13.3,24,25,0.415,10,49.9,9.75
,17:11:41,5,10790,2587.9,10.14,13.3,25,26,0.412,10,49.9,9.79
,17:11:42,5,10790,2588.9,10.15,13.3,25,26,0.408,10,49.9,9.8
,17:11:43,5,10790,2589.9,10.14,13.3,25,26,0.412,10,49.9,9.79
,17:11:44,5,10790,2590.9,10.12,13.3,25,26,0.411,10,49.9,9.77
,17:11:45,5,10790,2591.9,10.13,13.3,24,26,0.416,10,49.8,9.78
,17:11:46,5,10790,2592.9,10.15,13.3,25,26,0.412,10,49.8,9.8
,17:11:47,5,10790,2593.9,10.15,13.3,25,26,0.408,10,49.9,9.79
,17:11:48,5,10790,2594.9,10.12,13.3,25,26,0.411,10,49.8,9.76
,17:11:49,5,10790,2595.9,10.1,13.3,25,26,0.41,10,49.9,9.75
,17:11:50,5,10790,2596.9,10.11,13.3,25,26,0.406,10,49.9,9.76
,17:11:51,5,10790,2597.9,10.15,13.3,25,26,0.4,10,49.9,9.8
,17:11:52,5,10790,2598.9,10.15,13.3,26,25,0.396,10,49.8,9.8
,17:11:53,5,10790,2599.9,10.15,13.3,25,25,0.4,10,49.9,9.8
,17:11:54,5,10790,2600.9,10.16,13.3,25,25,0.404,10,49.8,9.81
,17:11:55,5,10790,2601.9,10.18,13.3,25,25,0.409,10,49.9,9.83
,17:11:56,5,10790,2602.9,10.18,13.3,25,25,0.409,10,49.9,9.83
,17:11:57,5,10790,2603.9,10.18,13.3,25,25,0.409,10,49.9,9.83
,17:11:58,5,10790,2604.9,10.19,13.3,25,25,0.414,10,49.8,9.83
,17:11:59,5,10790,2605.9,10.19,13.3,25,25,0.41,10,49.9,9.84
,17:12:00,5,10790,2606.9,10.19,13.3,25,25,0.41,10,49.9,9.84
,17:12:01,5,10790,2607.9,10.2,13.3,25,25,0.406,10,49.8,9.84
,17:12:02,5,10790,2608.9,10.19,13.3,25,25,0.41,10,49.9,9.84
,17:12:03,5,10790,2609.9,10.18,13.3,25,25,0.409,10,49.9,9.83
,17:12:04,5,10790,2610.9,10.17,13.3,25,25,0.405,10,49.8,9.82
,17:12:05,5,10790,2611.9,10.17,13.3,25,25,0.401,10,49.9,9.82
,17:12:06,5,10790,2612.9,10.18,13.3,25,25,0.401,10,49.8,9.83
,17:12:07,5,10790,2613.9,10.2,13.3,25,25,0.406,10,49.8,9.84
,17:12:08,5,10790,2614.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:12:09,5,10790,2615.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:12:10,5,10790,2616.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:12:11,5,10790,2617.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:12:12,5,10790,2618.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:12:13,5,10790,2619.9,10.2,13.3,25,25,0.414,10,49.8,9.85
,17:12:14,5,10790,2620.9,10.2,13.3,25,25,0.414,10,49.8,9.85
,17:12:15,5,10790,2621.9,10.2,13.3,25,25,0.415,10,49.8,9.85
,17:12:16,5,10790,2622.9,10.2,13.3,25,25,0.41,10,49.8,9.85
,17:12:17,5,10790,2623.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:12:18,5,10790,2624.9,10.2,13.3,25,26,0.41,10,49.8,9.85
,17:12:19,5,10790,2625.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:12:20,5,10790,2626.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:12:21,5,10790,2627.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:12:22,5,10790,2628.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:12:23,5,10790,2629.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:12:24,5,10790,2630.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:12:25,5,10790,2631.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:12:26,5,10790,2632.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:12:27,5,10790,2633.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:12:28,5,10790,2634.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:12:29,5,10790,2635.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:12:30,5,10790,2636.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:12:31,5,10790,2637.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:12:32,5,10790,2638.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:12:33,5,10790,2639.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:12:34,5,10790,2640.9,10.19,13.3,25,26,0.401,10,49.8,9.83
,17:12:35,5,10790,2641.9,10.17,13.3,25,26,0.401,10,49.9,9.81
,17:12:36,5,10790,2642.9,10.15,13.3,25,26,0.4,10,49.9,9.8
,17:12:37,5,10790,2643.9,10.12,13.3,25,25,0.399,10,49.9,9.77
,17:12:38,5,10790,2644.9,10.07,13.3,25,25,0.405,10,49.9,9.72
,17:12:39,5,10790,2645.9,10.02,13.3,25,25,0.407,10,49.9,9.67
,17:12:40,5,10790,2646.9,10,13.3,25,25,0.406,10,49.9,9.66
,17:12:41,5,10790,2647.9,10.03,13.3,25,25,0.407,10,49.9,9.68
,17:12:42,5,10790,2648.9,10.05,13.3,25,25,0.404,10,49.9,9.7
,17:12:43,5,10790,2649.9,10.05,13.3,25,26,0.408,10,49.9,9.71
,17:12:44,5,10790,2650.9,10.08,13.3,24,26,0.414,10,49.9,9.74
,17:12:45,5,10790,2651.9,10.13,13.3,25,26,0.412,10,49.9,9.79
,17:12:46,5,10790,2652.9,10.19,13.3,25,26,0.405,10,49.9,9.84
,17:12:47,5,10790,2653.9,10.2,13.3,25,26,0.402,10,49.9,9.84
,17:12:48,5,10790,2654.9,10.17,13.3,25,26,0.405,10,49.9,9.82
,17:12:49,5,10790,2655.9,10.12,13.3,25,26,0.407,10,49.9,9.76
,17:12:50,5,10790,2656.9,10.06,13.3,25,25,0.404,10,49.9,9.7
,17:12:51,5,10790,2657.9,10.01,13.3,25,26,0.407,10,49.9,9.66
,17:12:52,5,10790,2658.9,9.99,13.3,25,26,0.406,10,49.8,9.64
,17:12:53,5,10790,2659.9,9.99,13.3,25,26,0.406,10,49.8,9.64
,17:12:54,5,10790,2660.9,10,13.3,25,26,0.402,10,49.9,9.65
,17:12:55,5,10790,2661.9,10.03,13.3,25,26,0.399,10,49.9,9.68
,17:12:56,5,10790,2662.9,10.05,13.3,26,25,0.392,10,49.9,9.7
,17:12:57,5,10790,2663.9,10.05,13.3,25,26,0.396,10,49.9,9.7
,17:12:58,5,10790,2664.9,10.03,13.3,25,25,0.403,10,49.9,9.68
,17:12:59,5,10790,2665.9,10.02,13.3,25,25,0.407,10,49.9,9.67
,17:13:00,5,10790,2666.9,10.03,13.3,25,25,0.408,10,49.9,9.69
,17:13:01,5,10790,2667.9,10.06,13.3,25,25,0.405,10,49.9,9.72
,17:13:02,5,10790,2668.9,10.08,13.3,25,25,0.401,10,49.9,9.73
,17:13:03,5,10790,2669.9,10.02,13.3,25,25,0.399,10,49.9,9.66
,17:13:04,5,10790,2670.9,9.92,13.3,25,26,0.395,10,49.9,9.56
,17:13:05,5,10790,2671.9,9.84,13.3,25,26,0.396,10,49.9,9.5
,17:13:06,5,10790,2672.9,9.94,13.3,25,26,0.4,10,49.9,9.61
,17:13:07,5,10790,2673.9,10.07,13.3,25,26,0.409,10,49.9,9.73
,17:13:08,5,10790,2674.9,10.17,13.3,25,26,0.409,10,49.9,9.82
,17:13:09,5,10790,2675.9,10.15,13.3,25,26,0.404,10,49.9,9.79
,17:13:10,5,10790,2676.9,10.1,13.3,25,26,0.402,10,49.9,9.74
,17:13:11,5,10790,2677.9,10.02,13.3,25,25,0.403,10,49.8,9.67
,17:13:12,5,10790,2678.9,9.97,13.3,25,25,0.405,10,49.8,9.62
,17:13:13,5,10790,2679.9,9.95,13.3,25,25,0.404,10,49.9,9.61
,17:13:14,5,10790,2680.9,9.98,13.3,25,25,0.401,10,49.8,9.64
,17:13:15,5,10790,2681.9,9.99,13.3,25,25,0.398,10,49.9,9.64
,17:13:16,5,10790,2682.9,9.98,13.3,25,26,0.393,10,49.9,9.63
,17:13:17,5,10790,2683.9,9.95,13.3,25,25,0.396,10,49.9,9.6
,17:13:18,5,10790,2684.9,9.94,13.3,25,25,0.404,10,49.8,9.59
,17:13:19,5,10790,2685.9,9.95,13.3,25,25,0.404,10,49.9,9.6
,17:13:20,5,10790,2686.9,9.97,13.3,25,25,0.405,10,49.8,9.62
,17:13:21,5,10790,2687.9,9.99,13.3,25,25,0.406,10,49.9,9.65
,17:13:22,5,10790,2688.9,10.03,13.3,25,25,0.408,10,49.9,9.69
,17:13:23,5,10790,2689.9,10.09,13.3,25,26,0.397,10,49.8,9.74
,17:13:24,5,10790,2690.9,10.15,13.3,25,26,0.4,10,49.9,9.8
,17:13:25,5,10790,2691.9,10.19,13.3,25,26,0.405,10,49.9,9.84
,17:13:26,5,10790,2692.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:13:27,5,10790,2693.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:13:28,5,10790,2694.9,10.2,13.3,25,26,0.414,10,49.8,9.85
,17:13:29,5,10790,2695.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:13:30,5,10790,2696.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:13:31,5,10790,2697.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:13:32,5,10790,2698.9,10.19,13.3,25,26,0.406,10,49.9,9.84
,17:13:33,5,10790,2699.9,10.19,13.3,25,26,0.401,10,49.9,9.83
,17:13:34,5,10790,2700.9,10.18,13.3,25,26,0.405,10,49.9,9.83
,17:13:35,5,10790,2701.9,10.17,13.3,25,26,0.409,10,49.9,9.81
,17:13:36,5,10790,2702.9,10.15,13.3,25,26,0.413,10,49.9,9.8
,17:13:37,5,10790,2703.9,10.14,13.3,25,26,0.412,10,49.8,9.79
,17:13:38,5,10790,2704.9,10.15,13.3,25,26,0.412,10,49.9,9.8
,17:13:39,5,10790,2705.9,10.16,13.3,25,26,0.409,10,49.8,9.81
,17:13:40,5,10790,2706.9,10.17,13.3,25,25,0.409,10,49.8,9.82
,17:13:41,5,10790,2707.9,10.18,13.3,25,25,0.401,10,49.9,9.83
,17:13:42,5,10790,2708.9,10.19,13.3,25,25,0.406,10,49.9,9.84
,17:13:43,5,10790,2709.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:13:44,5,10790,2710.9,10.2,13.3,25,25,0.41,10,49.8,9.85
,17:13:45,5,10790,2711.9,10.16,13.3,25,25,0.408,10,49.8,9.79
,17:13:46,5,10790,2712.9,10.04,13.3,25,26,0.4,10,49.9,9.69
,17:13:47,5,10790,2713.9,10.03,13.3,25,26,0.403,10,49.8,9.68
,17:13:48,5,10790,2714.9,10.07,13.3,25,26,0.401,10,49.8,9.74
,17:13:49,5,10790,2715.9,10.19,13.3,25,26,0.41,10,49.9,9.84
,17:13:50,5,10790,2716.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:13:51,5,10790,2717.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:13:52,5,10790,2718.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:13:53,5,10790,2719.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:13:54,5,10790,2720.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:13:55,5,10790,2721.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:13:56,5,10790,2722.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:13:57,5,10790,2723.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:13:58,5,10790,2724.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:13:59,5,10790,2725.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:00,5,10790,2726.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:14:01,5,10790,2727.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:14:02,5,10790,2728.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:14:03,5,10790,2729.9,10.2,13.3,25,26,0.41,10,49.8,9.85
,17:14:04,5,10790,2730.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:14:05,5,10790,2731.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:14:06,5,10790,2732.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:14:07,5,10790,2733.9,10.19,13.3,25,25,0.402,10,49.9,9.84
,17:14:08,5,10790,2734.9,10.19,13.3,25,25,0.406,10,49.8,9.84
,17:14:09,5,10790,2735.9,10.19,13.3,25,25,0.41,10,49.9,9.84
,17:14:10,5,10790,2736.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:11,5,10790,2737.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:12,5,10790,2738.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:13,5,10790,2739.9,10.2,13.3,25,25,0.415,10,49.9,9.85
,17:14:14,5,10790,2740.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:15,5,10790,2741.9,10.2,13.3,25,25,0.41,10,49.8,9.85
,17:14:16,5,10790,2742.9,10.2,13.3,25,25,0.41,10,49.8,9.85
,17:14:17,5,10790,2743.9,10.2,13.3,25,25,0.41,10,49.8,9.85
,17:14:18,5,10790,2744.9,10.2,13.3,25,25,0.414,10,49.8,9.84
,17:14:19,5,10790,2745.9,10.12,13.3,25,25,0.407,10,49.8,9.77
,17:14:20,5,10790,2746.9,10.1,13.3,25,25,0.406,10,49.9,9.75
,17:14:21,5,10790,2747.9,10.11,13.3,25,26,0.411,10,49.8,9.76
,17:14:22,5,10790,2748.9,10.16,13.3,25,26,0.409,10,49.9,9.81
,17:14:23,5,10790,2749.9,10.17,13.3,25,26,0.409,10,49.9,9.82
,17:14:24,5,10790,2750.9,10.17,13.3,25,26,0.409,10,49.9,9.82
,17:14:25,5,10790,2751.9,10.19,13.3,25,26,0.41,10,49.9,9.84
,17:14:26,5,10790,2752.9,10.2,13.3,25,26,0.41,10,49.8,9.85
,17:14:27,5,10790,2753.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:14:28,5,10790,2754.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:14:29,5,10790,2755.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:14:30,5,10790,2756.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:14:31,5,10790,2757.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:32,5,10790,2758.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:33,5,10790,2759.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:34,5,10790,2760.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:14:35,5,10790,2761.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:14:36,5,10790,2762.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:37,5,10790,2763.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:38,5,10790,2764.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:39,5,10790,2765.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:40,5,10790,2766.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:14:41,5,10790,2767.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:42,5,10790,2768.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:43,5,10790,2769.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:14:44,5,10790,2770.9,10.19,13.3,25,26,0.406,10,49.9,9.84
,17:14:45,5,10790,2771.9,10.19,13.3,25,26,0.405,10,49.9,9.83
,17:14:46,5,10790,2772.9,10.19,13.3,25,26,0.405,10,49.9,9.83
,17:14:47,5,10790,2773.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:14:48,5,10790,2774.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:14:49,5,10790,2775.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:14:50,5,10790,2776.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:14:51,5,10790,2777.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:14:52,5,10790,2778.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:14:53,5,10790,2779.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:54,5,10790,2780.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:14:55,5,10790,2781.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:14:56,5,10790,2782.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:14:57,5,10790,2783.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:14:58,5,10790,2784.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:14:59,5,10790,2785.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:15:00,5,10790,2786.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:15:01,5,10790,2787.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:15:02,5,10790,2788.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:03,5,10790,2789.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:04,5,10790,2790.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:05,5,10790,2791.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:06,5,10790,2792.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:07,5,10790,2793.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:08,5,10790,2794.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:09,5,10790,2795.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:15:10,5,10790,2796.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:15:11,5,10790,2797.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:15:12,5,10790,2798.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:13,5,10790,2799.9,10.2,13.3,25,26,0.415,10,49.9,9.85
,17:15:14,5,10790,2800.9,10.2,13.3,25,26,0.415,10,49.9,9.85
,17:15:15,5,10790,2801.9,10.2,13.3,25,25,0.41,10,49.8,9.85
,17:15:16,5,10790,2802.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:17,5,10790,2803.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:15:18,5,10790,2804.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:15:19,5,10790,2805.9,10.2,13.3,24,26,0.419,10,49.9,9.85
,17:15:20,5,10790,2806.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:15:21,5,10790,2807.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:22,5,10790,2808.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:23,5,10790,2809.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:24,5,10790,2810.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:15:25,5,10790,2811.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:15:26,5,10790,2812.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:15:27,5,10790,2813.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:15:28,5,10790,2814.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:15:29,5,10790,2815.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:15:30,5,10790,2816.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:15:31,5,10790,2817.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:15:32,5,10790,2818.9,10.2,13.3,25,25,0.415,10,49.9,9.85
,17:15:33,5,10790,2819.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:15:34,5,10790,2820.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:35,5,10790,2821.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:15:36,5,10790,2822.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:37,5,10790,2823.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:38,5,10790,2824.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:15:39,5,10790,2825.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:15:40,5,10790,2826.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:15:41,5,10790,2827.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:15:42,5,10790,2828.9,10.2,13.3,25,25,0.415,10,49.9,9.85
,17:15:43,5,10790,2829.9,10.2,13.3,25,25,0.415,10,49.9,9.85
,17:15:44,5,10790,2830.9,10.2,13.3,25,25,0.415,10,49.9,9.85
,17:15:45,5,10790,2831.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:15:46,5,10790,2832.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:47,5,10790,2833.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:48,5,10790,2834.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:49,5,10790,2835.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:15:50,5,10790,2836.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:51,5,10790,2837.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:15:52,5,10790,2838.9,10.2,13.3,25,25,0.415,10,49.9,9.85
,17:15:53,5,10790,2839.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:54,5,10790,2840.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:15:55,5,10790,2841.9,10.2,13.3,25,25,0.41,10,49.8,9.85
,17:15:56,5,10790,2842.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:15:57,5,10790,2843.9,10.2,13.3,25,25,0.406,10,49.9,9.85
,17:15:58,5,10790,2844.9,10.2,13.3,25,25,0.415,10,49.9,9.85
,17:15:59,5,10790,2845.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:16:00,5,10790,2846.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:16:01,5,10790,2847.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:16:02,5,10790,2848.9,10.2,13.3,25,26,0.402,10,49.8,9.85
,17:16:03,5,10790,2849.9,10.2,13.3,25,26,0.402,10,49.9,9.85
,17:16:04,5,10790,2850.9,10.2,13.3,25,26,0.406,10,49.9,9.85
,17:16:05,5,10790,2851.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:16:06,5,10790,2852.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:16:07,5,10790,2853.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:16:08,5,10790,2854.9,10.2,13.3,25,25,0.406,10,49.8,9.85
,17:16:09,5,10790,2855.9,10.2,13.3,25,25,0.402,10,49.9,9.85
,17:16:10,5,10790,2856.9,10.2,13.3,25,26,0.406,10,49.9,9.84
,17:16:11,5,10790,2857.9,10.2,13.3,25,26,0.406,10,49.9,9.84
,17:16:12,5,10790,2858.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:16:13,5,10790,2859.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:16:14,5,10790,2860.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:16:15,5,10790,2861.9,10.2,13.3,25,26,0.414,10,49.9,9.85
,17:16:16,5,10790,2862.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:16:17,5,10790,2863.9,10.19,13.3,25,26,0.406,10,49.9,9.84
,17:16:18,5,10790,2864.9,10.18,13.3,25,26,0.401,10,49.9,9.82
,17:16:19,5,10790,2865.9,10.16,13.3,25,26,0.4,10,49.9,9.81
,17:16:20,5,10790,2866.9,10.14,13.3,25,25,0.404,10,49.9,9.78
,17:16:21,5,10790,2867.9,10.11,13.3,25,25,0.402,10,49.9,9.76
,17:16:22,5,10790,2868.9,10.07,13.3,25,25,0.405,10,49.9,9.72
,17:16:23,5,10790,2869.9,10.04,13.3,25,25,0.408,10,49.9,9.69
,17:16:24,5,10790,2870.9,10.05,13.3,25,25,0.408,10,49.9,9.7
,17:16:25,5,10790,2871.9,10.06,13.3,25,25,0.409,10,49.9,9.71
,17:16:26,5,10790,2872.9,10.06,13.3,25,25,0.405,10,49.9,9.71
,17:16:27,5,10790,2873.9,10.05,13.3,25,25,0.408,10,49.9,9.71
,17:16:28,5,10790,2874.9,10.06,13.3,25,25,0.405,10,49.8,9.72
,17:16:29,5,10790,2875.9,10.11,13.3,25,25,0.411,10,49.9,9.76
,17:16:30,5,10790,2876.9,10.15,13.3,25,25,0.408,10,49.9,9.8
,17:16:31,5,10790,2877.9,10.18,13.3,25,25,0.414,10,49.9,9.83
,17:16:32,5,10790,2878.9,10.2,13.3,25,25,0.414,10,49.9,9.85
,17:16:33,5,10790,2879.9,10.2,13.3,24,26,0.419,10,49.9,9.85
,17:16:34,5,10790,2880.9,10.2,13.3,25,25,0.415,10,49.8,9.85
,17:16:35,5,10790,2881.9,10.2,13.3,25,25,0.41,10,49.9,9.85
,17:16:36,5,10790,2882.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:16:37,5,10790,2883.9,10.2,13.3,25,26,0.415,10,49.9,9.85
,17:16:38,5,10790,2884.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:16:39,5,10790,2885.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:16:40,5,10790,2886.9,10.2,13.3,25,26,0.41,10,49.9,9.85
,17:16:41,5,10790,2887.9,10.2,13.3,25,25,0.41,10,49.8,9.85
