Data file,,DELRINNC010_ISO10_12C_007_12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,08/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 12:46:49 on 08/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:59:23,4,43200,11553.4,1.02,13.3,7,10.6,0.147,10,50.1,0.95
,15:59:24,4,43200,11554.4,1.02,13.3,7,10.6,0.147,10,50.1,0.95
,15:59:25,4,43200,11555.4,1.02,13.3,7,10.6,0.147,10,50.1,0.95
,15:59:26,4,43200,11556.4,1.02,13.3,7,10.6,0.152,10,50.1,0.95
,15:59:27,4,43200,11557.4,1.01,13.3,7,10.6,0.152,10,50.1,0.95
,15:59:28,4,43200,11558.4,1.01,13.3,7,10.6,0.146,10,50.1,0.95
,15:59:29,4,43200,11559.4,1.02,13.3,7,10.6,0.142,10,50.1,0.95
,15:59:30,4,43200,11560.4,1.02,13.3,7,10.6,0.147,10,50.2,0.96
,15:59:31,4,43200,11561.4,1.02,13.3,7,10.6,0.153,10,50.1,0.96
,15:59:32,4,43200,11562.4,1.02,13.3,7,10.6,0.153,10,50.1,0.96
,15:59:33,4,43200,11563.4,1.02,13.3,7,10.6,0.152,10,50.1,0.95
,15:59:34,4,43200,11564.4,1.02,13.3,7,10.6,0.152,10,50.1,0.95
,15:59:35,4,43200,11565.4,1.02,13.3,6,10.7,0.158,10,50.1,0.95
,15:59:36,4,43200,11566.4,1.02,13.3,7,10.7,0.152,10,50.1,0.95
,15:59:37,4,43200,11567.4,1.02,13.3,7,10.7,0.147,10,50.1,0.95
,15:59:38,4,43200,11568.4,1.02,13.3,7,10.7,0.147,10,50.1,0.95
,15:59:39,4,43200,11569.4,1.02,13.3,7,10.7,0.142,10,50.2,0.95
,15:59:40,4,43200,11570.4,1.02,13.3,7,10.7,0.142,10,50.1,0.95
,15:59:41,4,43200,11571.4,1.02,13.3,7,10.7,0.142,10,50.1,0.96
,15:59:42,4,43200,11572.4,1.02,13.3,7,10.7,0.147,10,50.1,0.96
,15:59:43,4,43200,11573.4,1.02,13.3,7,10.7,0.153,10,50.1,0.95
,15:59:44,4,43200,11574.4,1.01,13.3,7,10.7,0.152,10,50.1,0.95
,15:59:45,4,43200,11575.4,1.02,13.3,7,10.7,0.152,10,50.1,0.95
,15:59:46,4,43200,11576.4,1.02,13.3,7,10.7,0.152,10,50.1,0.95
,15:59:47,4,43200,11577.4,1.02,13.3,7,10.7,0.153,10,50.1,0.95
,15:59:48,4,43200,11578.4,1.02,13.3,7,10.8,0.147,10,50.1,0.95
,15:59:49,4,43200,11579.4,1.02,13.3,7,10.8,0.153,10,50.1,0.95
,15:59:50,4,43200,11580.4,1.02,13.3,7,10.8,0.153,10,50.1,0.95
,15:59:51,4,43200,11581.4,1.02,13.3,7,10.8,0.153,10,50.2,0.95
,15:59:52,4,43200,11582.4,1.02,13.3,7,10.8,0.147,10,50.1,0.96
,15:59:53,4,43200,11583.4,1.02,13.3,7,10.8,0.142,10,50.2,0.96
,15:59:54,4,43200,11584.4,1.02,13.3,7,10.8,0.137,10,50.1,0.96
,15:59:55,4,43200,11585.4,1.02,13.3,7,10.8,0.142,10,50.1,0.96
,15:59:56,4,43200,11586.4,1.02,13.3,7,10.8,0.147,10,50.1,0.95
,15:59:57,4,43200,11587.4,1.02,13.3,7,10.9,0.147,10,50.1,0.95
,15:59:58,4,43200,11588.4,1.01,13.3,7,10.9,0.146,10,50.1,0.95
,15:59:59,4,43200,11589.4,1.01,13.3,7,10.9,0.152,10,50.1,0.94
,16:00:00,4,43200,11590.4,1.01,13.3,7,10.9,0.151,10,50.2,0.94
,16:00:01,4,43200,11591.4,1.01,13.3,7,10.9,0.152,10,50.1,0.95
,16:00:02,4,43200,11592.4,1.02,13.3,7,10.9,0.152,10,50.1,0.95
,16:00:03,4,43200,11593.4,1.02,13.3,7,10.9,0.147,10,50.2,0.96
,16:00:04,4,43200,11594.4,1.02,13.3,7,10.9,0.148,10,50.2,0.96
,16:00:05,4,43200,11595.4,1.02,13.3,7,10.9,0.153,10,50.2,0.95
,16:00:06,4,43200,11596.4,1.02,13.3,7,10.9,0.153,10,50.1,0.95
,16:00:07,4,43200,11597.4,1.02,13.3,7,10.9,0.153,10,50.1,0.95
,16:00:08,4,43200,11598.4,1.02,13.3,7,10.9,0.147,10,50.1,0.96
,16:00:09,4,43200,11599.4,1.02,13.3,7,11,0.154,10,50.1,0.96
,16:00:10,4,43200,11600.4,1.02,13.3,7,11,0.148,10,50.1,0.96
,16:00:11,4,43200,11601.4,1.02,13.3,7,11,0.154,10,50.1,0.96
,16:00:12,4,43200,11602.4,1.02,13.3,7,11,0.147,10,50.1,0.96
,16:00:13,4,43200,11603.4,1.02,13.3,7,11,0.147,10,50.1,0.96
,16:00:14,4,43200,11604.4,1.02,13.3,7,11,0.147,10,50.1,0.95
,16:00:15,4,43200,11605.4,1.02,13.3,7,11,0.147,10,50.1,0.96
,16:00:16,4,43200,11606.4,1.02,13.3,7,11,0.148,10,50.1,0.96
,16:00:17,4,43200,11607.4,1.02,13.3,7,11,0.143,10,50.1,0.96
,16:00:18,4,43200,11608.4,1.02,13.3,7,11.1,0.143,10,50.1,0.96
,16:00:19,4,43200,11609.4,1.02,13.3,7,11.1,0.137,10,50.1,0.96
,16:00:20,4,43200,11610.4,1.02,13.3,7,11.1,0.142,10,50.1,0.95
,16:00:21,4,43200,11611.4,1.02,13.3,7,11.1,0.147,10,50.1,0.95
,16:00:22,4,43200,11612.4,1.02,13.3,7,11.1,0.152,10,50.1,0.95
,16:00:23,4,43200,11613.4,1.01,13.3,7,11.1,0.152,10,50.1,0.95
,16:00:24,4,43200,11614.4,1.02,13.3,7,11.1,0.152,10,50.1,0.95
,16:00:25,4,43200,11615.4,1.02,13.3,7,11.1,0.152,10,50.1,0.95
,16:00:26,4,43200,11616.4,1.02,13.3,7,11.1,0.153,10,50.1,0.95
,16:00:27,4,43200,11617.4,1.02,13.3,7,11.2,0.153,10,50.1,0.96
,16:00:28,4,43200,11618.4,1.02,13.3,7,11.2,0.147,10,50.1,0.96
,16:00:29,4,43200,11619.4,1.02,13.3,7,11.2,0.147,10,50.1,0.96
,16:00:30,4,43200,11620.4,1.02,13.3,7,11.2,0.147,10,50.1,0.95
,16:00:31,4,43200,11621.4,1.02,13.3,7,11.2,0.153,10,50.1,0.96
,16:00:32,4,43200,11622.4,1.02,13.3,7,11.2,0.153,10,50.1,0.95
,16:00:33,4,43200,11623.4,1.02,13.3,7,11.2,0.147,10,50.1,0.95
,16:00:34,4,43200,11624.4,1.02,13.3,7,11.2,0.147,10,50.1,0.96
,16:00:35,4,43200,11625.4,1.02,13.3,7,11.3,0.153,10,50.1,0.96
,16:00:36,4,43200,11626.4,1.02,13.3,7,11.3,0.153,10,50.1,0.96
,16:00:37,4,43200,11627.4,1.02,13.3,7,11.3,0.153,10,50.2,0.96
,16:00:38,4,43200,11628.4,1.02,13.3,7,11.3,0.153,10,50.2,0.95
,16:00:39,4,43200,11629.4,1.02,13.3,7,11.3,0.153,10,50.1,0.95
,16:00:40,4,43200,11630.4,1.02,13.3,7,11.3,0.147,10,50.2,0.95
,16:00:41,4,43200,11631.4,1.01,13.3,7,11.3,0.152,10,50.1,0.95
,16:00:42,4,43200,11632.4,1.02,13.3,7,11.3,0.147,10,50.1,0.95
,16:00:43,4,43200,11633.4,1.02,13.3,7,11.3,0.147,10,50.1,0.95
,16:00:44,4,43200,11634.4,1.02,13.3,7,11.4,0.142,10,50.2,0.96
,16:00:45,4,43200,11635.4,1.02,13.3,7,11.4,0.138,10,50.1,0.96
,16:00:46,4,43200,11636.4,1.02,13.3,7,11.4,0.138,10,50.2,0.96
,16:00:47,4,43200,11637.4,1.02,13.3,7,11.4,0.142,10,50.2,0.96
,16:00:48,4,43200,11638.4,1.02,13.3,7,11.4,0.142,10,50.2,0.95
,16:00:49,4,43200,11639.4,1.02,13.3,7,11.4,0.147,10,50.1,0.95
,16:00:50,4,43200,11640.4,1.01,13.3,7,11.5,0.152,10,50.1,0.95
,16:00:51,4,43200,11641.4,1.01,13.3,7,11.5,0.152,10,50.1,0.95
,16:00:52,4,43200,11642.4,1.01,13.3,7,11.5,0.152,10,50.1,0.95
,16:00:53,4,43200,11643.4,1.02,13.3,7,11.5,0.152,10,50.1,0.95
,16:00:54,4,43200,11644.4,1.02,13.3,7,11.5,0.153,10,50.1,0.95
,16:00:55,4,43200,11645.4,1.02,13.3,7,11.5,0.153,10,50.2,0.96
,16:00:56,4,43200,11646.4,1.02,13.3,7,11.5,0.153,10,50.1,0.96
,16:00:57,4,43200,11647.4,1.02,13.3,7,11.6,0.153,10,50.1,0.96
,16:00:58,4,43200,11648.4,1.02,13.3,7,11.6,0.153,10,50.1,0.96
,16:00:59,4,43200,11649.4,1.02,13.3,7,11.6,0.153,10,50.1,0.96
,16:01:00,4,43200,11650.4,1.02,13.3,7,11.6,0.153,10,50.1,0.96
,16:01:01,4,43200,11651.4,1.02,13.3,7,11.6,0.154,10,50.2,0.96
,16:01:02,4,43200,11652.4,1.02,13.3,7,11.6,0.154,10,50.2,0.96
,16:01:03,4,43200,11653.4,1.03,13.3,7,11.6,0.154,10,50.1,0.96
,16:01:04,4,43200,11654.4,1.03,13.3,7,11.6,0.148,10,50.2,0.96
,16:01:05,4,43200,11655.4,1.03,13.3,7,11.6,0.149,10,50.1,0.96
,16:01:06,4,43200,11656.4,1.03,13.3,7,11.7,0.148,10,50.2,0.96
,16:01:07,4,43200,11657.4,1.02,13.3,7,11.7,0.154,10,50.1,0.96
,16:01:08,4,43200,11658.4,1.03,13.3,7,11.7,0.154,10,50.2,0.96
,16:01:09,4,43200,11659.4,1.03,13.3,7,11.7,0.154,10,50.1,0.96
,16:01:10,4,43200,11660.4,1.03,13.3,7,11.7,0.154,10,50.2,0.96
,16:01:11,4,43200,11661.4,1.02,13.3,7,11.8,0.148,10,50.1,0.96
,16:01:12,4,43200,11662.4,1.03,13.3,7,11.8,0.148,10,50.1,0.96
,16:01:13,4,43200,11663.4,1.02,13.3,7,11.8,0.154,10,50.1,0.96
,16:01:14,4,43200,11664.4,1.02,13.3,7,11.8,0.154,10,50.1,0.96
,16:01:15,4,43200,11665.4,1.02,13.3,7,11.8,0.153,10,50.2,0.96
,16:01:16,4,43200,11666.4,1.03,13.3,7,11.8,0.148,10,50.2,0.96
,16:01:17,4,43200,11667.4,1.03,13.3,7,11.9,0.149,10,50.2,0.96
,16:01:18,4,43200,11668.4,1.03,13.3,7,11.8,0.154,10,50.2,0.96
,16:01:19,4,43200,11669.4,1.03,13.3,7,11.9,0.149,10,50.1,0.96
,16:01:20,4,43200,11670.4,1.03,13.3,7,11.9,0.149,10,50.1,0.97
,16:01:21,4,43200,11671.4,1.03,13.3,7,11.9,0.149,10,50.1,0.97
,16:01:22,4,43200,11672.4,1.03,13.3,7,11.9,0.149,10,50.1,0.97
,16:01:23,4,43200,11673.4,1.03,13.3,7,11.9,0.149,10,50.1,0.97
,16:01:24,4,43200,11674.4,1.03,13.3,7,11.9,0.144,10,50.1,0.97
,16:01:25,4,43200,11675.4,1.03,13.3,7,12,0.139,10,50.1,0.97
,16:01:26,4,43200,11676.4,1.03,13.3,7,12,0.139,10,50.1,0.97
,16:01:27,4,43200,11677.4,1.03,13.3,7,12,0.144,10,50.1,0.97
,16:01:28,4,43200,11678.4,1.03,13.3,7,12,0.149,10,50.1,0.97
,16:01:29,4,43200,11679.4,1.03,13.3,7,12,0.155,10,50.1,0.97
,16:01:30,4,43200,11680.4,1.03,13.3,6,12,0.16,10,50.2,0.96
,16:01:31,4,43200,11681.4,1.03,13.3,6,12.1,0.16,10,50.1,0.96
,16:01:32,4,43200,11682.4,1.03,13.3,7,12.1,0.154,10,50.1,0.96
,16:01:33,4,43200,11683.4,1.03,13.3,7,12.1,0.155,10,50.1,0.97
,16:01:34,4,43200,11684.4,1.03,13.3,7,12.1,0.149,10,50.1,0.97
,16:01:35,4,43200,11685.4,1.03,13.3,7,12.1,0.149,10,50.1,0.97
,16:01:36,4,43200,11686.4,1.03,13.3,7,12.1,0.155,10,50.1,0.97
,16:01:37,4,43200,11687.4,1.03,13.3,7,12.1,0.154,10,50.2,0.96
,16:01:38,4,43200,11688.4,1.03,13.3,7,12.2,0.154,10,50.1,0.96
,16:01:39,4,43200,11689.4,1.03,13.3,7,12.2,0.155,10,50.1,0.97
,16:01:40,4,43200,11690.4,1.03,13.3,7,12.2,0.155,10,50.1,0.97
,16:01:41,4,43200,11691.4,1.03,13.3,7,12.2,0.155,10,50.1,0.97
,16:01:42,4,43200,11692.4,1.03,13.3,7,12.2,0.149,10,50.1,0.97
,16:01:43,4,43200,11693.4,1.04,13.3,7,12.2,0.155,10,50.1,0.97
,16:01:44,4,43200,11694.4,1.04,13.3,7,12.3,0.15,10,50.1,0.97
,16:01:45,4,43200,11695.4,1.04,13.3,7,12.3,0.15,10,50.1,0.98
,16:01:46,4,43200,11696.4,1.04,13.3,7,12.3,0.15,10,50.1,0.97
,16:01:47,4,43200,11697.4,1.04,13.3,7,12.3,0.155,10,50.2,0.97
,16:01:48,4,43200,11698.4,1.04,13.3,7,12.3,0.155,10,50.2,0.97
,16:01:49,4,43200,11699.4,1.04,13.3,7,12.3,0.156,10,50.1,0.98
,16:01:50,4,43200,11700.4,1.04,13.3,7,12.4,0.145,10,50.1,0.98
,16:01:51,4,43200,11701.4,1.05,13.3,7,12.4,0.146,10,50.2,0.98
,16:01:52,4,43200,11702.4,1.04,13.3,7,12.4,0.14,10,50.1,0.98
,16:01:53,4,43200,11703.4,1.04,13.3,7,12.4,0.14,10,50.1,0.98
,16:01:54,4,43200,11704.4,1.04,13.3,7,12.4,0.145,10,50.1,0.98
,16:01:55,4,43200,11705.4,1.04,13.3,7,12.4,0.15,10,50.1,0.98
,16:01:56,4,43200,11706.4,1.04,13.3,7,12.4,0.15,10,50.1,0.98
,16:01:57,4,43200,11707.4,1.04,13.3,7,12.4,0.15,10,50.1,0.97
,16:01:58,4,43200,11708.4,1.04,13.3,7,12.4,0.15,10,50.1,0.97
,16:01:59,4,43200,11709.4,1.04,13.3,7,12.5,0.15,10,50.1,0.97
,16:02:00,4,43200,11710.4,1.04,13.3,7,12.5,0.15,10,50.1,0.97
,16:02:01,4,43200,11711.4,1.04,13.3,7,12.5,0.15,10,50.1,0.97
,16:02:02,4,43200,11712.4,1.03,13.3,7,12.5,0.155,10,50.1,0.97
,16:02:03,4,43200,11713.4,1.03,13.3,7,12.5,0.154,10,50.1,0.96
,16:02:04,4,43200,11714.4,1.03,13.3,7,12.5,0.154,10,50.1,0.96
,16:02:05,4,43200,11715.4,1.03,13.3,6,12.6,0.161,10,50.1,0.97
,16:02:06,4,43200,11716.4,1.04,13.3,7,12.6,0.155,10,50.1,0.97
,16:02:07,4,43200,11717.4,1.04,13.3,7,12.6,0.15,10,50.1,0.98
,16:02:08,4,43200,11718.4,1.04,13.3,7,12.6,0.145,10,50.1,0.98
,16:02:09,4,43200,11719.4,1.04,13.3,7,12.6,0.145,10,50.1,0.98
,16:02:10,4,43200,11720.4,1.04,13.3,7,12.6,0.145,10,50.1,0.98
,16:02:11,4,43200,11721.4,1.04,13.3,7,12.7,0.15,10,50.1,0.98
,16:02:12,4,43200,11722.4,1.04,13.3,7,12.7,0.15,10,50.1,0.98
,16:02:13,4,43200,11723.4,1.04,13.3,7,12.7,0.155,10,50.1,0.97
,16:02:14,4,43200,11724.4,1.03,13.3,7,12.7,0.155,10,50.1,0.97
,16:02:15,4,43200,11725.4,1.03,13.3,7,12.7,0.154,10,50.1,0.96
,16:02:16,4,43200,11726.4,1.03,13.3,7,12.7,0.154,10,50.2,0.96
,16:02:17,4,43200,11727.4,1.03,13.3,7,12.7,0.155,10,50.1,0.97
,16:02:18,4,43200,11728.4,1.03,13.3,7,12.7,0.155,10,50.1,0.97
,16:02:19,4,43200,11729.4,1.04,13.3,7,12.8,0.155,10,50.1,0.97
,16:02:20,4,43200,11730.4,1.04,13.3,7,12.8,0.155,10,50.1,0.97
,16:02:21,4,43200,11731.4,1.04,13.3,7,12.8,0.155,10,50.2,0.97
,16:02:22,4,43200,11732.4,1.04,13.3,7,12.8,0.15,10,50.1,0.98
,16:02:23,4,43200,11733.4,1.04,13.3,7,12.8,0.145,10,50.1,0.98
,16:02:24,4,43200,11734.4,1.04,13.3,7,12.8,0.145,10,50.1,0.98
,16:02:25,4,43200,11735.4,1.04,13.3,7,12.9,0.156,10,50.1,0.98
,16:02:26,4,43200,11736.4,1.04,13.3,7,12.9,0.156,10,50.1,0.98
,16:02:27,4,43200,11737.4,1.04,13.3,7,12.9,0.156,10,50.1,0.98
,16:02:28,4,43200,11738.4,1.04,13.3,7,12.9,0.151,10,50.1,0.98
,16:02:29,4,43200,11739.4,1.04,13.3,7,12.9,0.156,10,50.1,0.98
,16:02:30,4,43200,11740.4,1.04,13.3,7,12.9,0.156,10,50.2,0.97
,16:02:31,4,43200,11741.4,1.04,13.3,7,13,0.155,10,50.1,0.97
,16:02:32,4,43200,11742.4,1.04,13.3,7,13,0.15,10,50.1,0.97
,16:02:33,4,43200,11743.4,1.04,13.3,7,13,0.15,10,50.2,0.97
,16:02:34,4,43200,11744.4,1.04,13.3,7,13,0.15,10,50.1,0.97
,16:02:35,4,43200,11745.4,1.04,13.3,7,13,0.15,10,50.1,0.98
,16:02:36,4,43200,11746.4,1.04,13.3,7,13,0.15,10,50.2,0.98
,16:02:37,4,43200,11747.4,1.04,13.3,7,13,0.15,10,50.1,0.97
,16:02:38,4,43200,11748.4,1.04,13.3,7,13,0.145,10,50.1,0.97
,16:02:39,4,43200,11749.4,1.04,13.3,7,13,0.15,10,50.1,0.97
,16:02:40,4,43200,11750.4,1.03,13.3,7,13,0.149,10,50.1,0.97
,16:02:41,4,43200,11751.4,1.03,13.3,7,13.1,0.144,10,50.1,0.97
,16:02:42,4,43200,11752.4,1.04,13.3,7,13.1,0.144,10,50.1,0.97
,16:02:43,4,43200,11753.4,1.04,13.3,7,13.1,0.145,10,50.1,0.97
,16:02:44,4,43200,11754.4,1.04,13.3,7,13.1,0.14,10,50.1,0.98
,16:02:45,4,43200,11755.4,1.04,13.3,7,13.1,0.14,10,50.1,0.98
,16:02:46,4,43200,11756.4,1.04,13.3,7,13.1,0.144,10,50.1,0.97
,16:02:47,4,43200,11757.4,1.03,13.3,7,13.1,0.144,10,50.1,0.97
,16:02:48,4,43200,11758.4,1.03,13.3,7,13.1,0.148,10,50.1,0.96
,16:02:49,4,43200,11759.4,1.03,13.3,7,13.2,0.154,10,50.1,0.96
,16:02:50,4,43200,11760.4,1.03,13.3,7,13.2,0.154,10,50.2,0.96
,16:02:51,4,43200,11761.4,1.03,13.3,7,13.2,0.154,10,50.2,0.96
,16:02:52,4,43200,11762.4,1.02,13.3,7,13.2,0.154,10,50.1,0.96
,16:02:53,4,43200,11763.4,1.02,13.3,6,13.2,0.16,10,50.1,0.96
,16:02:54,4,43200,11764.4,1.02,13.3,6,13.2,0.159,10,50.1,0.96
,16:02:55,4,43200,11765.4,1.02,13.3,7,13.2,0.154,10,50.1,0.96
,16:02:56,4,43200,11766.4,1.03,13.3,7,13.2,0.154,10,50.1,0.96
,16:02:57,4,43200,11767.4,1.03,13.3,7,13.2,0.155,10,50.1,0.97
,16:02:58,4,43200,11768.4,1.04,13.3,7,13.2,0.156,10,50.1,0.97
,16:02:59,4,43200,11769.4,1.04,13.3,7,13.2,0.156,10,50.2,0.98
,16:03:00,4,43200,11770.4,1.04,13.3,7,13.2,0.15,10,50.1,0.98
,16:03:01,4,43200,11771.4,1.04,13.3,7,13.3,0.15,10,50.1,0.98
,16:03:02,4,43200,11772.4,1.04,13.3,7,13.3,0.151,10,50.1,0.98
,16:03:03,4,43200,11773.4,1.04,13.3,7,13.3,0.151,10,50.1,0.98
,16:03:04,4,43200,11774.4,1.04,13.3,7,13.3,0.151,10,50.1,0.98
,16:03:05,4,43200,11775.4,1.04,13.3,7,13.3,0.145,10,50.1,0.98
,16:03:06,4,43200,11776.4,1.04,13.3,7,13.3,0.144,10,50.1,0.97
,16:03:07,4,43200,11777.4,1.03,13.3,7,13.3,0.144,10,50.1,0.97
,16:03:08,4,43200,11778.4,1.03,13.3,7,13.3,0.143,10,50.1,0.96
,16:03:09,4,43200,11779.4,1.03,13.3,7,13.3,0.143,10,50.1,0.96
,16:03:10,4,43200,11780.4,1.03,13.3,7,13.3,0.143,10,50.1,0.96
,16:03:11,4,43200,11781.4,1.02,13.3,7,13.3,0.143,10,50.1,0.96
,16:03:12,4,43200,11782.4,1.02,13.3,7,13.3,0.148,10,50.1,0.96
,16:03:13,4,43200,11783.4,1.02,13.3,7,13.3,0.148,10,50.1,0.96
,16:03:14,4,43200,11784.4,1.02,13.3,7,13.4,0.147,10,50.1,0.96
,16:03:15,4,43200,11785.4,1.02,13.3,7,13.4,0.153,10,50.1,0.95
,16:03:16,4,43200,11786.4,1.01,13.3,6,13.4,0.158,10,50.1,0.95
,16:03:17,4,43200,11787.4,1.01,13.3,6,13.4,0.158,10,50.1,0.95
,16:03:18,4,43200,11788.4,1.02,13.3,6,13.4,0.159,10,50.1,0.95
,16:03:19,4,43200,11789.4,1.02,13.3,6,13.4,0.16,10,50.2,0.96
,16:03:20,4,43200,11790.4,1.03,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:21,4,43200,11791.4,1.04,13.3,7,13.4,0.155,10,50.2,0.97
,16:03:22,4,43200,11792.4,1.04,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:23,4,43200,11793.4,1.03,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:24,4,43200,11794.4,1.03,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:25,4,43200,11795.4,1.03,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:26,4,43200,11796.4,1.04,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:27,4,43200,11797.4,1.04,13.3,7,13.4,0.156,10,50.1,0.97
,16:03:28,4,43200,11798.4,1.04,13.3,7,13.4,0.156,10,50.1,0.97
,16:03:29,4,43200,11799.4,1.04,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:30,4,43200,11800.4,1.04,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:31,4,43200,11801.4,1.04,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:32,4,43200,11802.4,1.04,13.3,7,13.4,0.155,10,50.1,0.97
,16:03:33,4,43200,11803.4,1.04,13.3,7,13.5,0.156,10,50.1,0.97
,16:03:34,4,43200,11804.4,1.04,13.3,7,13.5,0.156,10,50.1,0.97
,16:03:35,4,43200,11805.4,1.04,13.3,7,13.5,0.156,10,50.1,0.97
,16:03:36,4,43200,11806.4,1.04,13.3,7,13.5,0.156,10,50.1,0.97
,16:03:37,4,43200,11807.4,1.04,13.3,7,13.5,0.156,10,50.1,0.98
,16:03:38,4,43200,11808.4,1.04,13.3,7,13.5,0.151,10,50.2,0.98
,16:03:39,4,43200,11809.4,1.05,13.3,7,13.5,0.152,10,50.1,0.98
,16:03:40,4,43200,11810.4,1.05,13.3,7,13.5,0.152,10,50.1,0.98
,16:03:41,4,43200,11811.4,1.05,13.3,7,13.5,0.151,10,50.1,0.98
,16:03:42,4,43200,11812.4,1.05,13.3,7,13.5,0.151,10,50.1,0.98
,16:03:43,4,43200,11813.4,1.05,13.3,7,13.5,0.151,10,50.1,0.98
,16:03:44,4,43200,11814.4,1.05,13.3,7,13.5,0.151,10,50.1,0.98
,16:03:45,4,43200,11815.4,1.04,13.3,7,13.5,0.145,10,50.1,0.98
,16:03:46,4,43200,11816.4,1.04,13.3,7,13.5,0.145,10,50.1,0.98
,16:03:47,4,43200,11817.4,1.04,13.3,7,13.5,0.15,10,50.1,0.98
,16:03:48,4,43200,11818.4,1.04,13.3,7,13.5,0.15,10,50.1,0.97
,16:03:49,4,43200,11819.4,1.04,13.3,7,13.5,0.156,10,50.1,0.97
,16:03:50,4,43200,11820.4,1.04,13.3,6,13.5,0.162,10,50.1,0.97
,16:03:51,4,43200,11821.4,1.04,13.3,6,13.5,0.163,10,50.1,0.98
,16:03:52,4,43200,11822.4,1.05,13.3,7,13.5,0.157,10,50.1,0.98
,16:03:53,4,43200,11823.4,1.05,13.3,7,13.5,0.158,10,50.1,0.99
,16:03:54,4,43200,11824.4,1.06,13.3,7,13.5,0.159,10,50.1,0.99
,16:03:55,4,43200,11825.4,1.06,13.3,7,13.5,0.153,10,50.1,0.99
,16:03:56,4,43200,11826.4,1.05,13.3,7,13.5,0.152,10,50.1,0.99
,16:03:57,4,43200,11827.4,1.05,13.3,7,13.5,0.152,10,50.1,0.99
,16:03:58,4,43200,11828.4,1.05,13.3,7,13.5,0.152,10,50.1,0.98
,16:03:59,4,43200,11829.4,1.05,13.3,7,13.5,0.157,10,50.1,0.98
,16:04:00,4,43200,11830.4,1.05,13.3,7,13.5,0.152,10,50.1,0.98
,16:04:01,4,43200,11831.4,1.05,13.3,7,13.5,0.152,10,50.2,0.99
,16:04:02,4,43200,11832.4,1.05,13.3,7,13.5,0.142,10,50.1,0.99
,16:04:03,4,43200,11833.4,1.05,13.3,7,13.5,0.147,10,50.1,0.99
,16:04:04,4,43200,11834.4,1.05,13.3,7,13.5,0.146,10,50.1,0.98
,16:04:05,4,43200,11835.4,1.04,13.3,7,13.5,0.145,10,50.1,0.98
,16:04:06,4,43200,11836.4,1.04,13.3,7,13.5,0.145,10,50.1,0.97
,16:04:07,4,43200,11837.4,1.03,13.3,7,13.5,0.149,10,50.1,0.97
,16:04:08,4,43200,11838.4,1.03,13.3,7,13.5,0.154,10,50.1,0.96
,16:04:09,4,43200,11839.4,1.02,13.3,7,13.5,0.154,10,50.1,0.96
,16:04:10,4,43200,11840.4,1.03,13.3,7,13.5,0.154,10,50.1,0.96
,16:04:11,4,43200,11841.4,1.03,13.3,7,13.5,0.155,10,50.1,0.97
,16:04:12,4,43200,11842.4,1.04,13.3,7,13.5,0.155,10,50.2,0.97
,16:04:13,4,43200,11843.4,1.04,13.3,6,13.5,0.162,10,50.1,0.97
,16:04:14,4,43200,11844.4,1.04,13.3,7,13.5,0.156,10,50.1,0.98
,16:04:15,4,43200,11845.4,1.04,13.3,7,13.5,0.157,10,50.1,0.98
,16:04:16,4,43200,11846.4,1.04,13.3,7,13.5,0.157,10,50.1,0.98
,16:04:17,4,43200,11847.4,1.05,13.3,7,13.5,0.151,10,50.1,0.98
,16:04:18,4,43200,11848.4,1.04,13.3,7,13.5,0.151,10,50.1,0.98
,16:04:19,4,43200,11849.4,1.05,13.3,7,13.5,0.151,10,50.1,0.98
,16:04:20,4,43200,11850.4,1.05,13.3,7,13.5,0.151,10,50.1,0.98
,16:04:21,4,43200,11851.4,1.05,13.3,7,13.5,0.157,10,50.1,0.98
,16:04:22,4,43200,11852.4,1.05,13.3,7,13.5,0.157,10,50.1,0.98
,16:04:23,4,43200,11853.4,1.05,13.3,7,13.5,0.152,10,50.1,0.98
