Data file,,DELRINNC010_ISO10_12C_007_12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,08/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 12:46:49 on 08/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:53:49,4,43200,419.4,0.02,0,7,11.3,0.003,10,49.9,0.02
,12:53:50,4,43200,420.4,0.06,0.3,6,11.3,0.01,10,50,0.07
,12:53:51,4,43200,421.4,0.28,5.1,6,11.3,0.049,10,50.1,0.28
,12:53:52,4,43200,422.4,0.57,11.2,6,11.3,0.096,10,50.1,0.56
,12:53:53,4,43200,423.4,0.83,13.2,6,11.3,0.129,10,50,0.79
,12:53:54,4,43200,424.4,0.92,13.3,7,11.2,0.132,10,50,0.86
,12:53:55,4,43200,425.4,0.93,13.3,7,11.2,0.129,10,50,0.87
,12:53:56,4,43200,426.4,0.92,13.3,7,11.2,0.129,10,50,0.86
,12:53:57,4,43200,427.4,0.92,13.3,7,11.2,0.133,10,50.1,0.86
,12:53:58,4,43200,428.4,0.91,13.3,7,11.2,0.131,10,50.1,0.85
,12:53:59,4,43200,429.4,0.9,13.3,7,11.1,0.13,10,50.1,0.84
,12:54:00,4,43200,430.4,0.89,13.3,7,11.2,0.129,10,50.1,0.84
,12:54:01,4,43200,431.4,0.89,13.3,7,11.1,0.129,10,50.1,0.84
,12:54:02,4,43200,432.4,0.89,13.3,7,11.1,0.129,10,50.1,0.83
,12:54:03,4,43200,433.4,0.89,13.3,7,11.1,0.128,10,50,0.83
,12:54:04,4,43200,434.4,0.89,13.3,7,11.1,0.129,10,50.1,0.84
,12:54:05,4,43200,435.4,0.89,13.3,7,11,0.125,10,50,0.84
,12:54:06,4,43200,436.4,0.89,13.3,7,11,0.12,10,50,0.84
,12:54:07,4,43200,437.4,0.89,13.3,7,11,0.12,10,50,0.84
,12:54:08,4,43200,438.4,0.89,13.3,7,11,0.12,10,50.1,0.84
,12:54:09,4,43200,439.4,0.89,13.3,7,11,0.124,10,50,0.83
,12:54:10,4,43200,440.4,0.88,13.3,7,10.9,0.127,10,50.1,0.82
,12:54:11,4,43200,441.4,0.87,13.3,7,10.9,0.126,10,50.1,0.82
,12:54:12,4,43200,442.4,0.87,13.3,7,10.9,0.131,10,50.1,0.82
,12:54:13,4,43200,443.4,0.87,13.3,7,10.9,0.126,10,50.1,0.81
,12:54:14,4,43200,444.4,0.87,13.3,7,10.9,0.13,10,50,0.81
,12:54:15,4,43200,445.4,0.87,13.3,7,10.9,0.13,10,50.1,0.81
,12:54:16,4,43200,446.4,0.87,13.3,7,10.9,0.131,10,50.1,0.82
,12:54:17,4,43200,447.4,0.87,13.3,7,10.8,0.131,10,50.1,0.82
,12:54:18,4,43200,448.4,0.88,13.3,7,10.8,0.131,10,50.1,0.82
,12:54:19,4,43200,449.4,0.88,13.3,7,10.8,0.127,10,50,0.82
,12:54:20,4,43200,450.4,0.88,13.3,7,10.8,0.132,10,50.1,0.83
,12:54:21,4,43200,451.4,0.89,13.3,7,10.8,0.133,10,50.1,0.83
,12:54:22,4,43200,452.4,0.89,13.3,7,10.8,0.133,10,50.1,0.83
,12:54:23,4,43200,453.4,0.89,13.3,7,10.8,0.133,10,50.1,0.83
,12:54:24,4,43200,454.4,0.89,13.3,7,10.8,0.134,10,50,0.84
,12:54:25,4,43200,455.4,0.89,13.3,7,10.8,0.129,10,50,0.84
,12:54:26,4,43200,456.4,0.9,13.3,7,10.8,0.121,10,50.1,0.84
,12:54:27,4,43200,457.4,0.89,13.3,7,10.8,0.12,10,50.1,0.84
,12:54:28,4,43200,458.4,0.89,13.3,7,10.7,0.124,10,50,0.84
,12:54:29,4,43200,459.4,0.89,13.3,7,10.7,0.128,10,50.1,0.83
,12:54:30,4,43200,460.4,0.89,13.3,7,10.7,0.128,10,50.1,0.83
,12:54:31,4,43200,461.4,0.89,13.3,7,10.7,0.128,10,50.1,0.83
,12:54:32,4,43200,462.4,0.89,13.3,7,10.7,0.133,10,50.1,0.83
,12:54:33,4,43200,463.4,0.89,13.3,7,10.7,0.133,10,50.1,0.83
,12:54:34,4,43200,464.4,0.89,13.3,7,10.7,0.134,10,50,0.84
,12:54:35,4,43200,465.4,0.89,13.3,7,10.7,0.129,10,50.1,0.84
,12:54:36,4,43200,466.4,0.89,13.3,7,10.7,0.134,10,50.1,0.84
,12:54:37,4,43200,467.4,0.9,13.3,7,10.7,0.135,10,50.1,0.84
,12:54:38,4,43200,468.4,0.9,13.3,7,10.7,0.135,10,50.1,0.85
,12:54:39,4,43200,469.4,0.91,13.3,7,10.7,0.136,10,50,0.85
,12:54:40,4,43200,470.4,0.91,13.3,7,10.6,0.137,10,50.1,0.85
,12:54:41,4,43200,471.4,0.91,13.3,7,10.6,0.131,10,50.1,0.85
,12:54:42,4,43200,472.4,0.91,13.3,7,10.6,0.131,10,50.1,0.85
,12:54:43,4,43200,473.4,0.91,13.3,7,10.6,0.137,10,50.1,0.85
,12:54:44,4,43200,474.4,0.92,13.3,7,10.6,0.132,10,50.1,0.86
,12:54:45,4,43200,475.4,0.92,13.3,7,10.6,0.133,10,50.1,0.86
,12:54:46,4,43200,476.4,0.92,13.3,7,10.6,0.128,10,50.1,0.86
,12:54:47,4,43200,477.4,0.92,13.3,7,10.6,0.129,10,50,0.86
,12:54:48,4,43200,478.4,0.92,13.3,7,10.6,0.133,10,50.1,0.86
,12:54:49,4,43200,479.4,0.92,13.3,7,10.6,0.133,10,50,0.86
,12:54:50,4,43200,480.4,0.92,13.3,7,10.6,0.133,10,50,0.86
,12:54:51,4,43200,481.4,0.92,13.3,7,10.5,0.127,10,50.1,0.86
,12:54:52,4,43200,482.4,0.91,13.3,7,10.5,0.127,10,50,0.85
,12:54:53,4,43200,483.4,0.91,13.3,7,10.5,0.132,10,50,0.86
,12:54:54,4,43200,484.4,0.92,13.3,7,10.5,0.132,10,50.1,0.86
,12:54:55,4,43200,485.4,0.92,13.3,7,10.5,0.137,10,50.1,0.86
,12:54:56,4,43200,486.4,0.91,13.3,7,10.5,0.137,10,50.1,0.85
,12:54:57,4,43200,487.4,0.91,13.3,6,10.5,0.142,10,50.1,0.85
,12:54:58,4,43200,488.4,0.91,13.3,6,10.5,0.142,10,50.1,0.85
,12:54:59,4,43200,489.4,0.92,13.3,6,10.5,0.143,10,50.1,0.86
,12:55:00,4,43200,490.4,0.92,13.3,6,10.5,0.144,10,50.1,0.86
,12:55:01,4,43200,491.4,0.93,13.3,7,10.5,0.139,10,50.1,0.87
,12:55:02,4,43200,492.4,0.93,13.3,7,10.5,0.134,10,50.1,0.87
,12:55:03,4,43200,493.4,0.93,13.3,7,10.5,0.134,10,50.1,0.87
,12:55:04,4,43200,494.4,0.93,13.3,7,10.5,0.135,10,50,0.87
,12:55:05,4,43200,495.4,0.93,13.3,7,10.5,0.134,10,50.1,0.87
,12:55:06,4,43200,496.4,0.93,13.3,7,10.5,0.134,10,50.1,0.87
,12:55:07,4,43200,497.4,0.93,13.3,7,10.5,0.135,10,50.1,0.87
,12:55:08,4,43200,498.4,0.94,13.3,7,10.5,0.13,10,50,0.88
,12:55:09,4,43200,499.4,0.93,13.3,7,10.5,0.126,10,50.1,0.87
,12:55:10,4,43200,500.4,0.93,13.3,7,10.5,0.13,10,50.1,0.87
,12:55:11,4,43200,501.4,0.93,13.3,7,10.5,0.13,10,50,0.87
,12:55:12,4,43200,502.4,0.93,13.3,7,10.5,0.13,10,50,0.87
,12:55:13,4,43200,503.4,0.93,13.3,7,10.5,0.129,10,50.1,0.87
,12:55:14,4,43200,504.4,0.93,13.3,7,10.5,0.134,10,50.1,0.87
,12:55:15,4,43200,505.4,0.93,13.3,7,10.5,0.14,10,50.1,0.87
,12:55:16,4,43200,506.4,0.93,13.3,7,10.5,0.14,10,50.1,0.87
,12:55:17,4,43200,507.4,0.93,13.3,7,10.5,0.14,10,50.1,0.87
,12:55:18,4,43200,508.4,0.93,13.3,7,10.4,0.14,10,50.1,0.87
,12:55:19,4,43200,509.4,0.94,13.3,7,10.4,0.14,10,50.1,0.88
,12:55:20,4,43200,510.4,0.94,13.3,7,10.4,0.141,10,50,0.88
,12:55:21,4,43200,511.4,0.94,13.3,7,10.4,0.141,10,50,0.88
,12:55:22,4,43200,512.4,0.94,13.3,7,10.4,0.14,10,50,0.88
,12:55:23,4,43200,513.4,0.94,13.3,7,10.4,0.136,10,50.1,0.88
,12:55:24,4,43200,514.4,0.94,13.3,7,10.4,0.141,10,50.1,0.88
,12:55:25,4,43200,515.4,0.94,13.3,7,10.4,0.141,10,50.1,0.88
,12:55:26,4,43200,516.4,0.94,13.3,7,10.4,0.14,10,50.1,0.88
,12:55:27,4,43200,517.4,0.94,13.3,7,10.4,0.135,10,50.1,0.88
,12:55:28,4,43200,518.4,0.94,13.3,7,10.4,0.14,10,50.1,0.88
,12:55:29,4,43200,519.4,0.94,13.3,7,10.4,0.141,10,50.1,0.88
,12:55:30,4,43200,520.4,0.94,13.3,7,10.4,0.141,10,50.1,0.88
,12:55:31,4,43200,521.4,0.94,13.3,7,10.4,0.136,10,50,0.88
,12:55:32,4,43200,522.4,0.94,13.3,7,10.4,0.136,10,50.1,0.88
,12:55:33,4,43200,523.4,0.95,13.3,7,10.4,0.137,10,50.1,0.89
,12:55:34,4,43200,524.4,0.95,13.3,7,10.4,0.132,10,50.1,0.89
,12:55:35,4,43200,525.4,0.95,13.3,7,10.4,0.132,10,50.1,0.89
,12:55:36,4,43200,526.4,0.95,13.3,7,10.4,0.132,10,50.1,0.89
,12:55:37,4,43200,527.4,0.95,13.3,7,10.4,0.132,10,50.1,0.89
,12:55:38,4,43200,528.4,0.95,13.3,7,10.4,0.132,10,50.1,0.89
,12:55:39,4,43200,529.4,0.95,13.3,7,10.4,0.132,10,50.1,0.89
,12:55:40,4,43200,530.4,0.95,13.3,7,10.4,0.132,10,50.1,0.89
,12:55:41,4,43200,531.4,0.95,13.3,7,10.5,0.132,10,50.1,0.89
,12:55:42,4,43200,532.4,0.94,13.3,7,10.5,0.136,10,50.1,0.88
,12:55:43,4,43200,533.4,0.94,13.3,7,10.5,0.141,10,50.1,0.88
,12:55:44,4,43200,534.4,0.94,13.3,7,10.5,0.141,10,50.1,0.88
,12:55:45,4,43200,535.4,0.94,13.3,7,10.5,0.14,10,50.1,0.88
,12:55:46,4,43200,536.4,0.94,13.3,7,10.5,0.141,10,50.1,0.88
,12:55:47,4,43200,537.4,0.94,13.3,7,10.5,0.141,10,50.1,0.88
,12:55:48,4,43200,538.4,0.94,13.3,7,10.5,0.141,10,50.1,0.88
,12:55:49,4,43200,539.4,0.94,13.3,7,10.5,0.141,10,50,0.88
,12:55:50,4,43200,540.4,0.95,13.3,7,10.5,0.142,10,50.1,0.89
,12:55:51,4,43200,541.4,0.95,13.3,7,10.5,0.142,10,50.1,0.89
,12:55:52,4,43200,542.4,0.95,13.3,7,10.5,0.137,10,50,0.89
,12:55:53,4,43200,543.4,0.95,13.3,7,10.5,0.142,10,50,0.89
,12:55:54,4,43200,544.4,0.95,13.3,6,10.5,0.148,10,50,0.89
,12:55:55,4,43200,545.4,0.95,13.3,6,10.5,0.148,10,50,0.89
,12:55:56,4,43200,546.4,0.95,13.3,7,10.5,0.138,10,50,0.89
,12:55:57,4,43200,547.4,0.95,13.3,7,10.5,0.138,10,50,0.89
,12:55:58,4,43200,548.4,0.95,13.3,7,10.5,0.138,10,50.1,0.89
,12:55:59,4,43200,549.4,0.95,13.3,7,10.5,0.138,10,50,0.89
,12:56:00,4,43200,550.4,0.95,13.3,7,10.5,0.137,10,50,0.89
,12:56:01,4,43200,551.4,0.95,13.3,7,10.5,0.143,10,50.1,0.89
,12:56:02,4,43200,552.4,0.95,13.3,7,10.5,0.143,10,50,0.89
,12:56:03,4,43200,553.4,0.96,13.3,7,10.5,0.144,10,50,0.9
,12:56:04,4,43200,554.4,0.96,13.3,7,10.5,0.144,10,50,0.9
,12:56:05,4,43200,555.4,0.96,13.3,7,10.5,0.138,10,50.1,0.9
,12:56:06,4,43200,556.4,0.96,13.3,7,10.5,0.138,10,50,0.9
,12:56:07,4,43200,557.4,0.96,13.3,7,10.5,0.144,10,50.1,0.9
,12:56:08,4,43200,558.4,0.96,13.3,7,10.5,0.144,10,50.1,0.9
,12:56:09,4,43200,559.4,0.96,13.3,7,10.5,0.139,10,50.1,0.9
,12:56:10,4,43200,560.4,0.97,13.3,7,10.5,0.13,10,50,0.9
,12:56:11,4,43200,561.4,0.96,13.3,7,10.6,0.13,10,50.1,0.9
,12:56:12,4,43200,562.4,0.96,13.3,7,10.6,0.129,10,50.1,0.9
,12:56:13,4,43200,563.4,0.96,13.3,7,10.6,0.129,10,50.1,0.9
,12:56:14,4,43200,564.4,0.96,13.3,7,10.6,0.138,10,50,0.9
,12:56:15,4,43200,565.4,0.95,13.3,7,10.6,0.143,10,50.1,0.89
,12:56:16,4,43200,566.4,0.94,13.3,7,10.6,0.142,10,50.1,0.88
,12:56:17,4,43200,567.4,0.94,13.3,7,10.6,0.142,10,50.1,0.88
,12:56:18,4,43200,568.4,0.94,13.3,7,10.6,0.142,10,50.1,0.88
,12:56:19,4,43200,569.4,0.95,13.3,7,10.6,0.143,10,50,0.89
,12:56:20,4,43200,570.4,0.95,13.3,7,10.6,0.143,10,50,0.89
,12:56:21,4,43200,571.4,0.95,13.3,7,10.6,0.138,10,50.1,0.89
,12:56:22,4,43200,572.4,0.95,13.3,7,10.6,0.142,10,50.1,0.89
,12:56:23,4,43200,573.4,0.95,13.3,7,10.6,0.143,10,50,0.89
,12:56:24,4,43200,574.4,0.95,13.3,7,10.6,0.143,10,50.1,0.89
,12:56:25,4,43200,575.4,0.95,13.3,7,10.7,0.137,10,50.1,0.89
,12:56:26,4,43200,576.4,0.95,13.3,7,10.7,0.137,10,50.1,0.89
,12:56:27,4,43200,577.4,0.95,13.3,7,10.7,0.133,10,50.1,0.89
,12:56:28,4,43200,578.4,0.95,13.3,7,10.7,0.133,10,50.1,0.89
,12:56:29,4,43200,579.4,0.95,13.3,7,10.7,0.137,10,50.1,0.89
,12:56:30,4,43200,580.4,0.95,13.3,7,10.7,0.143,10,50.1,0.89
,12:56:31,4,43200,581.4,0.95,13.3,7,10.7,0.142,10,50.1,0.89
,12:56:32,4,43200,582.4,0.95,13.3,7,10.7,0.142,10,50.1,0.89
,12:56:33,4,43200,583.4,0.95,13.3,7,10.7,0.142,10,50,0.89
,12:56:34,4,43200,584.4,0.95,13.3,7,10.7,0.142,10,50.1,0.89
,12:56:35,4,43200,585.4,0.95,13.3,7,10.7,0.143,10,50.1,0.89
,12:56:36,4,43200,586.4,0.95,13.3,7,10.7,0.143,10,50.1,0.89
,12:56:37,4,43200,587.4,0.95,13.3,7,10.7,0.143,10,50.1,0.89
,12:56:38,4,43200,588.4,0.95,13.3,7,10.7,0.143,10,50.1,0.89
,12:56:39,4,43200,589.4,0.96,13.3,7,10.7,0.143,10,50.1,0.9
,12:56:40,4,43200,590.4,0.96,13.3,7,10.7,0.144,10,50.1,0.9
,12:56:41,4,43200,591.4,0.96,13.3,7,10.7,0.144,10,50.1,0.9
,12:56:42,4,43200,592.4,0.96,13.3,7,10.8,0.139,10,50.1,0.9
,12:56:43,4,43200,593.4,0.96,13.3,7,10.8,0.133,10,50,0.9
,12:56:44,4,43200,594.4,0.96,13.3,7,10.8,0.129,10,50.1,0.9
,12:56:45,4,43200,595.4,0.96,13.3,7,10.8,0.129,10,50.1,0.9
,12:56:46,4,43200,596.4,0.96,13.3,7,10.8,0.133,10,50,0.9
,12:56:47,4,43200,597.4,0.95,13.3,7,10.8,0.138,10,50,0.89
,12:56:48,4,43200,598.4,0.95,13.3,7,10.8,0.137,10,50.1,0.89
,12:56:49,4,43200,599.4,0.95,13.3,7,10.8,0.142,10,50.1,0.89
,12:56:50,4,43200,600.4,0.95,13.3,6,10.8,0.148,10,50.1,0.89
,12:56:51,4,43200,601.4,0.95,13.3,6,10.8,0.148,10,50.1,0.89
,12:56:52,4,43200,602.4,0.95,13.3,7,10.9,0.142,10,50,0.89
,12:56:53,4,43200,603.4,0.95,13.3,7,10.8,0.143,10,50.1,0.89
,12:56:54,4,43200,604.4,0.95,13.3,7,10.9,0.138,10,50,0.89
,12:56:55,4,43200,605.4,0.96,13.3,7,10.9,0.143,10,50,0.9
,12:56:56,4,43200,606.4,0.95,13.3,7,10.9,0.143,10,50,0.89
,12:56:57,4,43200,607.4,0.95,13.3,7,10.9,0.143,10,50.1,0.89
,12:56:58,4,43200,608.4,0.95,13.3,7,10.9,0.138,10,50,0.89
,12:56:59,4,43200,609.4,0.96,13.3,7,10.9,0.143,10,50,0.9
,12:57:00,4,43200,610.4,0.96,13.3,6,10.9,0.149,10,50.1,0.9
,12:57:01,4,43200,611.4,0.96,13.3,7,11,0.143,10,50.1,0.9
,12:57:02,4,43200,612.4,0.96,13.3,7,11,0.143,10,50.1,0.9
,12:57:03,4,43200,613.4,0.96,13.3,7,11,0.139,10,50,0.9
,12:57:04,4,43200,614.4,0.96,13.3,7,11,0.139,10,50,0.9
,12:57:05,4,43200,615.4,0.96,13.3,7,11,0.139,10,50.1,0.9
,12:57:06,4,43200,616.4,0.96,13.3,7,11,0.144,10,50,0.9
,12:57:07,4,43200,617.4,0.96,13.3,7,11,0.144,10,50.1,0.9
,12:57:08,4,43200,618.4,0.96,13.3,7,11,0.139,10,50.1,0.9
,12:57:09,4,43200,619.4,0.96,13.3,7,11,0.139,10,50.1,0.9
,12:57:10,4,43200,620.4,0.96,13.3,7,11,0.138,10,50.1,0.9
,12:57:11,4,43200,621.4,0.95,13.3,7,11.1,0.138,10,50.1,0.89
,12:57:12,4,43200,622.4,0.95,13.3,7,11.1,0.138,10,50.1,0.89
,12:57:13,4,43200,623.4,0.95,13.3,7,11.1,0.128,10,50,0.9
,12:57:14,4,43200,624.4,0.96,13.3,7,11.1,0.129,10,50.1,0.9
,12:57:15,4,43200,625.4,0.96,13.3,7,11.1,0.129,10,50,0.9
,12:57:16,4,43200,626.4,0.96,13.3,7,11.1,0.129,10,50,0.9
,12:57:17,4,43200,627.4,0.95,13.3,7,11.1,0.133,10,50.1,0.89
,12:57:18,4,43200,628.4,0.95,13.3,7,11.1,0.143,10,50,0.89
,12:57:19,4,43200,629.4,0.95,13.3,6,11.1,0.148,10,50.1,0.89
,12:57:20,4,43200,630.4,0.95,13.3,6,11.1,0.148,10,50.1,0.89
,12:57:21,4,43200,631.4,0.95,13.3,6,11.2,0.148,10,50.1,0.89
,12:57:22,4,43200,632.4,0.95,13.3,7,11.2,0.143,10,50.1,0.89
,12:57:23,4,43200,633.4,0.95,13.3,7,11.2,0.143,10,50.1,0.89
,12:57:24,4,43200,634.4,0.95,13.3,7,11.2,0.138,10,50,0.89
,12:57:25,4,43200,635.4,0.95,13.3,7,11.2,0.143,10,50,0.89
,12:57:26,4,43200,636.4,0.95,13.3,7,11.2,0.143,10,50,0.89
,12:57:27,4,43200,637.4,0.95,13.3,7,11.2,0.143,10,50.1,0.89
,12:57:28,4,43200,638.4,0.95,13.3,7,11.3,0.143,10,50,0.89
,12:57:29,4,43200,639.4,0.95,13.3,7,11.3,0.142,10,50.1,0.89
,12:57:30,4,43200,640.4,0.95,13.3,7,11.3,0.143,10,50,0.89
,12:57:31,4,43200,641.4,0.96,13.3,7,11.3,0.138,10,50.1,0.9
,12:57:32,4,43200,642.4,0.96,13.3,7,11.3,0.139,10,50,0.9
,12:57:33,4,43200,643.4,0.96,13.3,7,11.3,0.144,10,50.1,0.9
,12:57:34,4,43200,644.4,0.96,13.3,7,11.3,0.139,10,50,0.9
,12:57:35,4,43200,645.4,0.96,13.3,7,11.3,0.138,10,50,0.9
,12:57:36,4,43200,646.4,0.96,13.3,7,11.3,0.139,10,50,0.9
,12:57:37,4,43200,647.4,0.96,13.3,7,11.4,0.144,10,50.1,0.9
,12:57:38,4,43200,648.4,0.96,13.3,7,11.4,0.144,10,50.1,0.9
,12:57:39,4,43200,649.4,0.96,13.3,7,11.4,0.144,10,50.1,0.9
,12:57:40,4,43200,650.4,0.96,13.3,7,11.4,0.144,10,50.1,0.9
,12:57:41,4,43200,651.4,0.96,13.3,7,11.4,0.139,10,50,0.9
,12:57:42,4,43200,652.4,0.96,13.3,7,11.4,0.139,10,50.1,0.9
,12:57:43,4,43200,653.4,0.96,13.3,7,11.5,0.139,10,50,0.9
,12:57:44,4,43200,654.4,0.97,13.3,7,11.5,0.145,10,50.1,0.91
,12:57:45,4,43200,655.4,0.97,13.3,7,11.5,0.145,10,50.1,0.91
,12:57:46,4,43200,656.4,0.97,13.3,7,11.5,0.14,10,50,0.91
,12:57:47,4,43200,657.4,0.96,13.3,7,11.5,0.134,10,50,0.9
,12:57:48,4,43200,658.4,0.96,13.3,7,11.5,0.134,10,50,0.9
,12:57:49,4,43200,659.4,0.96,13.3,7,11.6,0.139,10,50,0.9
,12:57:50,4,43200,660.4,0.97,13.3,7,11.6,0.14,10,50.1,0.91
,12:57:51,4,43200,661.4,0.96,13.3,7,11.5,0.145,10,50.1,0.9
,12:57:52,4,43200,662.4,0.96,13.3,7,11.6,0.145,10,50.1,0.9
,12:57:53,4,43200,663.4,0.96,13.3,6,11.6,0.15,10,50,0.9
,12:57:54,4,43200,664.4,0.97,13.3,7,11.6,0.14,10,50.1,0.91
,12:57:55,4,43200,665.4,0.97,13.3,7,11.6,0.14,10,50,0.91
,12:57:56,4,43200,666.4,0.97,13.3,7,11.6,0.135,10,50.1,0.91
,12:57:57,4,43200,667.4,0.96,13.3,7,11.6,0.139,10,50.1,0.9
,12:57:58,4,43200,668.4,0.96,13.3,7,11.7,0.139,10,50.1,0.9
,12:57:59,4,43200,669.4,0.96,13.3,7,11.7,0.144,10,50.1,0.9
,12:58:00,4,43200,670.4,0.96,13.3,7,11.7,0.139,10,50.1,0.9
,12:58:01,4,43200,671.4,0.96,13.3,7,11.7,0.139,10,50.1,0.9
,12:58:02,4,43200,672.4,0.97,13.3,7,11.7,0.14,10,50.1,0.91
,12:58:03,4,43200,673.4,0.97,13.3,7,11.7,0.145,10,50.1,0.91
,12:58:04,4,43200,674.4,0.97,13.3,7,11.8,0.145,10,50.1,0.91
,12:58:05,4,43200,675.4,0.97,13.3,7,11.8,0.14,10,50.1,0.91
,12:58:06,4,43200,676.4,0.97,13.3,7,11.8,0.14,10,50.1,0.91
,12:58:07,4,43200,677.4,0.97,13.3,7,11.8,0.135,10,50.1,0.91
,12:58:08,4,43200,678.4,0.97,13.3,7,11.8,0.135,10,50.1,0.91
,12:58:09,4,43200,679.4,0.97,13.3,7,11.8,0.135,10,50.1,0.91
,12:58:10,4,43200,680.4,0.96,13.3,7,11.8,0.139,10,50.1,0.9
,12:58:11,4,43200,681.4,0.96,13.3,7,11.8,0.145,10,50,0.9
,12:58:12,4,43200,682.4,0.96,13.3,7,11.9,0.144,10,50.1,0.9
,12:58:13,4,43200,683.4,0.96,13.3,7,11.9,0.144,10,50.1,0.9
,12:58:14,4,43200,684.4,0.96,13.3,7,11.9,0.144,10,50.1,0.9
,12:58:15,4,43200,685.4,0.96,13.3,7,11.9,0.144,10,50,0.9
,12:58:16,4,43200,686.4,0.96,13.3,7,11.9,0.144,10,50.1,0.9
,12:58:17,4,43200,687.4,0.96,13.3,7,11.9,0.145,10,50.1,0.9
,12:58:18,4,43200,688.4,0.96,13.3,7,12,0.145,10,50.1,0.9
,12:58:19,4,43200,689.4,0.96,13.3,7,12,0.144,10,50.1,0.9
,12:58:20,4,43200,690.4,0.96,13.3,7,12,0.144,10,50.1,0.9
,12:58:21,4,43200,691.4,0.96,13.3,7,12,0.145,10,50.1,0.9
,12:58:22,4,43200,692.4,0.97,13.3,7,12,0.14,10,50.1,0.91
,12:58:23,4,43200,693.4,0.97,13.3,7,12,0.135,10,50.1,0.91
,12:58:24,4,43200,694.4,0.97,13.3,7,12.1,0.14,10,50.1,0.91
,12:58:25,4,43200,695.4,0.97,13.3,7,12.1,0.145,10,50.1,0.91
,12:58:26,4,43200,696.4,0.97,13.3,7,12.1,0.14,10,50,0.91
,12:58:27,4,43200,697.4,0.97,13.3,7,12.1,0.14,10,50.1,0.91
,12:58:28,4,43200,698.4,0.97,13.3,7,12.1,0.135,10,50.1,0.91
,12:58:29,4,43200,699.4,0.97,13.3,7,12.1,0.14,10,50.1,0.91
,12:58:30,4,43200,700.4,0.97,13.3,7,12.1,0.145,10,50,0.91
,12:58:31,4,43200,701.4,0.97,13.3,7,12.1,0.14,10,50.1,0.91
,12:58:32,4,43200,702.4,0.97,13.3,7,12.1,0.14,10,50.1,0.91
,12:58:33,4,43200,703.4,0.97,13.3,7,12.2,0.135,10,50,0.91
,12:58:34,4,43200,704.4,0.97,13.3,7,12.2,0.135,10,50.1,0.91
,12:58:35,4,43200,705.4,0.97,13.3,7,12.2,0.135,10,50.1,0.91
,12:58:36,4,43200,706.4,0.96,13.3,7,12.2,0.134,10,50.1,0.9
,12:58:37,4,43200,707.4,0.97,13.3,7,12.2,0.13,10,50,0.91
,12:58:38,4,43200,708.4,0.96,13.3,7,12.2,0.129,10,50.1,0.9
,12:58:39,4,43200,709.4,0.96,13.3,7,12.3,0.133,10,50.1,0.9
,12:58:40,4,43200,710.4,0.95,13.3,7,12.3,0.133,10,50,0.89
,12:58:41,4,43200,711.4,0.95,13.3,7,12.3,0.137,10,50.1,0.89
,12:58:42,4,43200,712.4,0.95,13.3,7,12.3,0.142,10,50.1,0.89
,12:58:43,4,43200,713.4,0.95,13.3,7,12.4,0.142,10,50,0.89
,12:58:44,4,43200,714.4,0.95,13.3,7,12.4,0.142,10,50.1,0.89
,12:58:45,4,43200,715.4,0.95,13.3,6,12.4,0.148,10,50.1,0.89
,12:58:46,4,43200,716.4,0.96,13.3,6,12.4,0.149,10,50.1,0.9
,12:58:47,4,43200,717.4,0.96,13.3,6,12.4,0.149,10,50.1,0.9
,12:58:48,4,43200,718.4,0.96,13.3,7,12.4,0.143,10,50,0.9
,12:58:49,4,43200,719.4,0.96,13.3,7,12.4,0.144,10,50.1,0.9
,12:58:50,4,43200,720.4,0.96,13.3,7,12.4,0.145,10,50.1,0.9
,12:58:51,4,43200,721.4,0.96,13.3,7,12.4,0.145,10,50,0.9
,12:58:52,4,43200,722.4,0.96,13.3,7,12.5,0.144,10,50,0.9
,12:58:53,4,43200,723.4,0.96,13.3,7,12.5,0.144,10,50,0.9
,12:58:54,4,43200,724.4,0.95,13.3,7,12.5,0.143,10,50,0.9
,12:58:55,4,43200,725.4,0.96,13.3,7,12.5,0.143,10,50,0.9
,12:58:56,4,43200,726.4,0.96,13.3,7,12.5,0.144,10,50.1,0.9
,12:58:57,4,43200,727.4,0.96,13.3,7,12.6,0.145,10,50,0.9
,12:58:58,4,43200,728.4,0.97,13.3,7,12.6,0.145,10,50.1,0.91
,12:58:59,4,43200,729.4,0.97,13.3,7,12.6,0.14,10,50,0.91
,12:59:00,4,43200,730.4,0.97,13.3,7,12.6,0.14,10,50.1,0.91
