Data file,,RA0.3_PDMS_12C_004.TSV,,,,,,,,,,
,17:23:19,4,2700,207.6,1.18,13.3,9,11.6,0.128,10,0,1.11
,17:23:20,4,2700,208.6,1.18,13.3,9,11.6,0.131,10,0,1.1
,17:23:21,4,2700,209.6,1.17,13.3,9,11.6,0.135,10,0,1.1
,17:23:22,4,2700,210.6,1.18,13.3,9,11.6,0.131,10,0,1.1
,17:23:23,4,2700,211.6,1.18,13.3,9,11.6,0.127,10,0,1.1
,17:23:24,4,2700,212.6,1.18,13.3,9,11.6,0.128,10,0,1.1
,17:23:25,4,2700,213.6,1.18,13.3,9,11.5,0.135,10,0,1.1
,17:23:26,4,2700,214.6,1.18,13.3,9,11.5,0.135,10,0,1.1
,17:23:27,4,2700,215.6,1.17,13.3,9,11.5,0.131,10,0,1.1
,17:23:28,4,2700,216.6,1.17,13.3,9,11.5,0.13,10,0.1,1.1
,17:23:29,4,2700,217.6,1.17,13.3,9,11.5,0.13,10,0,1.1
,17:23:30,4,2700,218.6,1.17,13.3,9,11.5,0.134,10,0,1.09
,17:23:31,4,2700,219.6,1.17,13.3,9,11.5,0.13,10,0,1.1
,17:23:32,4,2700,220.6,1.18,13.3,9,11.5,0.127,10,0,1.1
,17:23:33,4,2700,221.6,1.18,13.3,9,11.5,0.128,10,0,1.1
,17:23:34,4,2700,222.6,1.18,13.3,9,11.5,0.128,10,0,1.1
,17:23:35,4,2700,223.6,1.17,13.3,9,11.5,0.131,10,0,1.1
,17:23:36,4,2700,224.6,1.17,13.3,9,11.5,0.13,10,0,1.1
,17:23:37,4,2700,225.6,1.17,13.3,9,11.5,0.134,10,0,1.1
,17:23:38,4,2700,226.6,1.17,13.3,9,11.5,0.131,10,0,1.1
,17:23:39,4,2700,227.6,1.17,13.3,9,11.5,0.127,10,0,1.1
,17:23:40,4,2700,228.6,1.17,13.3,9,11.5,0.131,10,0.1,1.1
,17:23:41,4,2700,229.6,1.17,13.3,9,11.5,0.13,10,0,1.1
,17:23:42,4,2700,230.6,1.17,13.3,9,11.4,0.131,10,0.1,1.1
,17:23:43,4,2700,231.6,1.18,13.3,9,11.4,0.124,10,0,1.1
,17:23:44,4,2700,232.6,1.18,13.3,9,11.4,0.124,10,0.1,1.1
,17:23:45,4,2700,233.6,1.17,13.3,9,11.4,0.127,10,0,1.1
,17:23:46,4,2700,234.6,1.17,13.3,9,11.4,0.13,10,0,1.09
,17:23:47,4,2700,235.6,1.17,13.3,9,11.4,0.13,10,0.1,1.09
,17:23:48,4,2700,236.6,1.16,13.3,9,11.4,0.126,10,0.1,1.09
,17:23:49,4,2700,237.6,1.16,13.3,9,11.4,0.126,10,0.1,1.09
,17:23:50,4,2700,238.6,1.16,13.3,9,11.4,0.126,10,0.1,1.09
,17:23:51,4,2700,239.6,1.16,13.3,9,11.4,0.129,10,0.1,1.08
,17:23:52,4,2700,240.6,1.16,13.3,9,11.4,0.129,10,0.1,1.08
,17:23:53,4,2700,241.6,1.15,13.3,9,11.3,0.128,10,0.1,1.08
,17:23:54,4,2700,242.6,1.16,13.3,9,11.3,0.129,10,0,1.08
,17:23:55,4,2700,243.6,1.16,13.3,9,11.3,0.129,10,0,1.09
,17:23:56,4,2700,244.6,1.16,13.3,9,11.3,0.13,10,0,1.09
,17:23:57,4,2700,245.6,1.16,13.3,9,11.3,0.133,10,0,1.09
,17:23:58,4,2700,246.6,1.16,13.3,9,11.3,0.133,10,0,1.09
,17:23:59,4,2700,247.6,1.16,13.3,9,11.3,0.129,10,0,1.08
,17:24:00,4,2700,248.6,1.16,13.3,9,11.3,0.125,10,0,1.08
,17:24:01,4,2700,249.6,1.15,13.3,9,11.3,0.125,10,0.1,1.08
,17:24:02,4,2700,250.6,1.15,13.3,9,11.3,0.132,10,0,1.08
,17:24:03,4,2700,251.6,1.15,13.3,9,11.3,0.132,10,0,1.08
,17:24:04,4,2700,252.6,1.15,13.3,9,11.2,0.132,10,0,1.08
,17:24:05,4,2700,253.6,1.15,13.3,9,11.2,0.132,10,0,1.08
,17:24:06,4,2700,254.6,1.15,13.3,9,11.2,0.125,10,0,1.08
,17:24:07,4,2700,255.6,1.16,13.3,9,11.2,0.122,10,0,1.08
,17:24:08,4,2700,256.6,1.16,13.3,9,11.2,0.125,10,0,1.08
,17:24:09,4,2700,257.6,1.16,13.3,9,11.2,0.129,10,0,1.08
,17:24:10,4,2700,258.6,1.16,13.3,9,11.2,0.129,10,0,1.08
,17:24:11,4,2700,259.6,1.16,13.3,9,11.2,0.126,10,0.1,1.09
,17:24:12,4,2700,260.6,1.16,13.3,9,11.1,0.126,10,0.1,1.09
,17:24:13,4,2700,261.6,1.16,13.3,9,11.2,0.126,10,0.1,1.08
,17:24:14,4,2700,262.6,1.16,13.3,9,11.2,0.125,10,0,1.08
,17:24:15,4,2700,263.6,1.15,13.3,9,11.1,0.125,10,0,1.08
,17:24:16,4,2700,264.6,1.15,13.3,9,11.1,0.124,10,0,1.07
,17:24:17,4,2700,265.6,1.14,13.3,9,11.1,0.127,10,0,1.07
,17:24:18,4,2700,266.6,1.14,13.3,9,11.1,0.127,10,0.1,1.06
,17:24:19,4,2700,267.6,1.14,13.3,9,11.1,0.127,10,0.1,1.06
,17:24:20,4,2700,268.6,1.14,13.3,9,11.1,0.127,10,0,1.07
,17:24:21,4,2700,269.6,1.15,13.3,9,11.1,0.128,10,0,1.07
,17:24:22,4,2700,270.6,1.14,13.3,9,11.1,0.128,10,0,1.07
,17:24:23,4,2700,271.6,1.14,13.3,9,11.1,0.127,10,0,1.07
,17:24:24,4,2700,272.6,1.14,13.3,9,11,0.127,10,0,1.06
,17:24:25,4,2700,273.6,1.13,13.3,9,11,0.13,10,0,1.06
,17:24:26,4,2700,274.6,1.13,13.3,9,11,0.126,10,0,1.06
,17:24:27,4,2700,275.6,1.13,13.3,9,11,0.123,10,0,1.06
,17:24:28,4,2700,276.6,1.13,13.3,9,11,0.126,10,0,1.06
,17:24:29,4,2700,277.6,1.13,13.3,9,11,0.126,10,0,1.06
,17:24:30,4,2700,278.6,1.14,13.3,9,11,0.127,10,0,1.06
,17:24:31,4,2700,279.6,1.14,13.3,9,11,0.127,10,0,1.07
,17:24:32,4,2700,280.6,1.14,13.3,9,11,0.123,10,0,1.07
,17:24:33,4,2700,281.6,1.14,13.3,9,11,0.12,10,0,1.06
,17:24:34,4,2700,282.6,1.13,13.3,9,11,0.123,10,0.1,1.06
,17:24:35,4,2700,283.6,1.13,13.3,9,11,0.126,10,0,1.06
,17:24:36,4,2700,284.6,1.13,13.3,9,10.9,0.126,10,0.1,1.06
,17:24:37,4,2700,285.6,1.13,13.3,9,10.9,0.126,10,0,1.06
,17:24:38,4,2700,286.6,1.13,13.3,9,10.9,0.122,10,0.1,1.06
,17:24:39,4,2700,287.6,1.13,13.3,9,10.9,0.122,10,0,1.06
,17:24:40,4,2700,288.6,1.13,13.3,9,10.9,0.126,10,0,1.06
,17:24:41,4,2700,289.6,1.13,13.3,9,10.9,0.126,10,0,1.06
,17:24:42,4,2700,290.6,1.13,13.3,9,10.9,0.126,10,0,1.06
,17:24:43,4,2700,291.6,1.14,13.3,9,10.9,0.127,10,0,1.06
,17:24:44,4,2700,292.6,1.14,13.3,9,10.9,0.123,10,0,1.06
,17:24:45,4,2700,293.6,1.13,13.3,9,10.9,0.123,10,0,1.06
,17:24:46,4,2700,294.6,1.13,13.3,9,10.9,0.126,10,0.1,1.06
,17:24:47,4,2700,295.6,1.13,13.3,9,10.9,0.13,10,0,1.06
,17:24:48,4,2700,296.6,1.13,13.3,9,10.8,0.126,10,0.1,1.06
,17:24:49,4,2700,297.6,1.13,13.3,9,10.8,0.123,10,0.1,1.06
,17:24:50,4,2700,298.6,1.13,13.3,9,10.8,0.123,10,0,1.06
,17:24:51,4,2700,299.6,1.14,13.3,9,10.8,0.12,10,0,1.06
,17:24:52,4,2700,300.6,1.13,13.3,9,10.8,0.119,10,0.1,1.06
,17:24:53,4,2700,301.6,1.13,13.3,9,10.8,0.126,10,0,1.06
,17:24:54,4,2700,302.6,1.12,13.3,9,10.8,0.129,10,0.1,1.05
,17:24:55,4,2700,303.6,1.12,13.3,8,10.8,0.132,10,0.1,1.05
,17:24:56,4,2700,304.6,1.12,13.3,8,10.8,0.132,10,0,1.05
,17:24:57,4,2700,305.6,1.12,13.3,9,10.8,0.129,10,0.1,1.05
,17:24:58,4,2700,306.6,1.13,13.3,9,10.8,0.126,10,0,1.06
,17:24:59,4,2700,307.6,1.13,13.3,9,10.8,0.126,10,0.1,1.06
,17:25:00,4,2700,308.6,1.13,13.3,9,10.8,0.123,10,0.1,1.06
,17:25:01,4,2700,309.6,1.13,13.3,9,10.8,0.123,10,0,1.06
,17:25:02,4,2700,310.6,1.13,13.3,9,10.8,0.123,10,0,1.06
,17:25:03,4,2700,311.6,1.13,13.3,9,10.8,0.122,10,0,1.06
,17:25:04,4,2700,312.6,1.13,13.3,9,10.8,0.122,10,0,1.06
,17:25:05,4,2700,313.6,1.12,13.3,9,10.8,0.122,10,0,1.05
,17:25:06,4,2700,314.6,1.12,13.3,9,10.8,0.125,10,0,1.05
,17:25:07,4,2700,315.6,1.12,13.3,9,10.7,0.124,10,0,1.05
,17:25:08,4,2700,316.6,1.12,13.3,9,10.7,0.128,10,0.1,1.05
,17:25:09,4,2700,317.6,1.12,13.3,9,10.7,0.124,10,0,1.05
,17:25:10,4,2700,318.6,1.12,13.3,9,10.7,0.125,10,0,1.05
,17:25:11,4,2700,319.6,1.12,13.3,9,10.7,0.125,10,0.1,1.05
,17:25:12,4,2700,320.6,1.12,13.3,9,10.7,0.125,10,0,1.05
,17:25:13,4,2700,321.6,1.12,13.3,9,10.7,0.125,10,0,1.05
,17:25:14,4,2700,322.6,1.12,13.3,9,10.7,0.121,10,0,1.05
,17:25:15,4,2700,323.6,1.12,13.3,9,10.7,0.122,10,0.1,1.05
,17:25:16,4,2700,324.6,1.12,13.3,9,10.7,0.125,10,0,1.05
,17:25:17,4,2700,325.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:18,4,2700,326.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:19,4,2700,327.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:20,4,2700,328.6,1.12,13.3,9,10.7,0.124,10,0,1.04
,17:25:21,4,2700,329.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:22,4,2700,330.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:23,4,2700,331.6,1.12,13.3,9,10.7,0.124,10,0,1.05
,17:25:24,4,2700,332.6,1.12,13.3,9,10.7,0.125,10,0,1.05
,17:25:25,4,2700,333.6,1.12,13.3,9,10.7,0.122,10,0,1.05
,17:25:26,4,2700,334.6,1.12,13.3,9,10.7,0.121,10,0,1.05
,17:25:27,4,2700,335.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:28,4,2700,336.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:29,4,2700,337.6,1.12,13.3,9,10.7,0.124,10,0,1.05
,17:25:30,4,2700,338.6,1.12,13.3,9,10.7,0.128,10,0,1.05
,17:25:31,4,2700,339.6,1.11,13.3,9,10.7,0.127,10,0,1.04
,17:25:32,4,2700,340.6,1.11,13.3,9,10.7,0.127,10,0.1,1.04
,17:25:33,4,2700,341.6,1.11,13.3,9,10.7,0.124,10,0.1,1.04
,17:25:34,4,2700,342.6,1.11,13.3,9,10.7,0.117,10,0,1.04
,17:25:35,4,2700,343.6,1.11,13.3,10,10.7,0.114,10,0,1.04
,17:25:36,4,2700,344.6,1.11,13.3,9,10.7,0.117,10,0,1.04
,17:25:37,4,2700,345.6,1.11,13.3,9,10.7,0.124,10,0.1,1.04
,17:25:38,4,2700,346.6,1.12,13.3,9,10.7,0.128,10,0,1.05
,17:25:39,4,2700,347.6,1.12,13.3,9,10.7,0.128,10,0,1.05
,17:25:40,4,2700,348.6,1.12,13.3,9,10.7,0.129,10,0,1.05
,17:25:41,4,2700,349.6,1.12,13.3,9,10.7,0.125,10,0,1.05
,17:25:42,4,2700,350.6,1.12,13.3,9,10.7,0.125,10,0.1,1.05
,17:25:43,4,2700,351.6,1.12,13.3,9,10.7,0.125,10,0,1.05
,17:25:44,4,2700,352.6,1.12,13.3,9,10.7,0.121,10,0,1.05
,17:25:45,4,2700,353.6,1.12,13.3,9,10.7,0.121,10,0,1.05
,17:25:46,4,2700,354.6,1.12,13.3,9,10.7,0.121,10,0,1.05
,17:25:47,4,2700,355.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:48,4,2700,356.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:49,4,2700,357.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:50,4,2700,358.6,1.11,13.3,9,10.7,0.124,10,0,1.04
,17:25:51,4,2700,359.6,1.11,13.3,9,10.7,0.123,10,0,1.04
,17:25:52,4,2700,360.6,1.11,13.3,9,10.8,0.123,10,0,1.04
,17:25:53,4,2700,361.6,1.11,13.3,9,10.8,0.124,10,0,1.04
,17:25:54,4,2700,362.6,1.11,13.3,9,10.8,0.12,10,0,1.04
,17:25:55,4,2700,363.6,1.11,13.3,9,10.8,0.121,10,0,1.04
,17:25:56,4,2700,364.6,1.11,13.3,9,10.8,0.124,10,0,1.04
,17:25:57,4,2700,365.6,1.11,13.3,9,10.8,0.124,10,0,1.04
,17:25:58,4,2700,366.6,1.11,13.3,9,10.8,0.124,10,0.1,1.04
,17:25:59,4,2700,367.6,1.11,13.3,9,10.8,0.124,10,0,1.04
,17:26:00,4,2700,368.6,1.1,13.3,9,10.8,0.123,10,0,1.03
,17:26:01,4,2700,369.6,1.1,13.3,9,10.8,0.123,10,0,1.03
,17:26:02,4,2700,370.6,1.11,13.3,9,10.8,0.123,10,0.1,1.04
,17:26:03,4,2700,371.6,1.11,13.3,9,10.8,0.124,10,0.1,1.04
,17:26:04,4,2700,372.6,1.11,13.3,9,10.8,0.12,10,0,1.04
,17:26:05,4,2700,373.6,1.11,13.3,9,10.8,0.12,10,0,1.04
,17:26:06,4,2700,374.6,1.11,13.3,9,10.8,0.12,10,0,1.04
,17:26:07,4,2700,375.6,1.11,13.3,9,10.8,0.123,10,0,1.04
,17:26:08,4,2700,376.6,1.11,13.3,9,10.8,0.123,10,0,1.04
,17:26:09,4,2700,377.6,1.11,13.3,9,10.8,0.123,10,0.1,1.04
,17:26:10,4,2700,378.6,1.1,13.3,9,10.8,0.123,10,0.1,1.03
,17:26:11,4,2700,379.6,1.1,13.3,9,10.8,0.123,10,0.1,1.03
,17:26:12,4,2700,380.6,1.1,13.3,9,10.9,0.119,10,0,1.03
,17:26:13,4,2700,381.6,1.1,13.3,9,10.9,0.122,10,0,1.03
,17:26:14,4,2700,382.6,1.1,13.3,9,10.9,0.12,10,0,1.03
,17:26:15,4,2700,383.6,1.11,13.3,9,10.9,0.117,10,0,1.04
,17:26:16,4,2700,384.6,1.11,13.3,9,10.9,0.117,10,0,1.04
,17:26:17,4,2700,385.6,1.11,13.3,9,10.9,0.117,10,0,1.04
,17:26:18,4,2700,386.6,1.1,13.3,9,10.9,0.123,10,0,1.03
,17:26:19,4,2700,387.6,1.1,13.3,9,10.9,0.126,10,0,1.03
,17:26:20,4,2700,388.6,1.1,13.3,9,10.9,0.122,10,0.1,1.03
,17:26:21,4,2700,389.6,1.09,13.3,9,10.9,0.122,10,0.1,1.02
,17:26:22,4,2700,390.6,1.09,13.3,9,10.9,0.122,10,0,1.02
,17:26:23,4,2700,391.6,1.09,13.3,9,10.9,0.125,10,0.1,1.02
,17:26:24,4,2700,392.6,1.09,13.3,9,10.9,0.122,10,0,1.02
,17:26:25,4,2700,393.6,1.09,13.3,9,11,0.122,10,0.1,1.02
,17:26:26,4,2700,394.6,1.09,13.3,9,11,0.122,10,0,1.02
,17:26:27,4,2700,395.6,1.09,13.3,9,11,0.122,10,0,1.02
,17:26:28,4,2700,396.6,1.09,13.3,9,11,0.118,10,0,1.02
,17:26:29,4,2700,397.6,1.09,13.3,9,11,0.118,10,0.1,1.02
,17:26:30,4,2700,398.6,1.08,13.3,9,11,0.121,10,0,1.01
,17:26:31,4,2700,399.6,1.08,13.3,9,11,0.12,10,0,1.01
,17:26:32,4,2700,400.6,1.08,13.3,9,11,0.12,10,0,1.01
,17:26:33,4,2700,401.6,1.08,13.3,9,11,0.124,10,0,1.01
,17:26:34,4,2700,402.6,1.09,13.3,9,11,0.125,10,0,1.02
,17:26:35,4,2700,403.6,1.09,13.3,9,11,0.121,10,0,1.02
,17:26:36,4,2700,404.6,1.09,13.3,9,11,0.121,10,0,1.02
,17:26:37,4,2700,405.6,1.09,13.3,9,11.1,0.121,10,0,1.02
,17:26:38,4,2700,406.6,1.09,13.3,9,11.1,0.121,10,0,1.02
,17:26:39,4,2700,407.6,1.09,13.3,9,11.1,0.121,10,0,1.02
,17:26:40,4,2700,408.6,1.09,13.3,9,11.1,0.121,10,0,1.02
,17:26:41,4,2700,409.6,1.09,13.3,9,11.1,0.114,10,0,1.02
,17:26:42,4,2700,410.6,1.09,13.3,9,11.1,0.115,10,0,1.02
,17:26:43,4,2700,411.6,1.09,13.3,9,11.1,0.118,10,0.1,1.02
,17:26:44,4,2700,412.6,1.1,13.3,9,11.1,0.122,10,0,1.03
,17:26:45,4,2700,413.6,1.09,13.3,9,11.1,0.122,10,0,1.02
,17:26:46,4,2700,414.6,1.08,13.3,9,11.1,0.124,10,0,1.01
,17:26:47,4,2700,415.6,1.08,13.3,8,11.1,0.128,10,0,1.01
,17:26:48,4,2700,416.6,1.08,13.3,9,11.1,0.124,10,0,1.02
,17:26:49,4,2700,417.6,1.09,13.3,9,11.2,0.121,10,0,1.02
,17:26:50,4,2700,418.6,1.09,13.3,9,11.2,0.122,10,0.1,1.02
,17:26:51,4,2700,419.6,1.09,13.3,9,11.2,0.125,10,0,1.02
,17:26:52,4,2700,420.6,1.09,13.3,9,11.2,0.125,10,0,1.02
,17:26:53,4,2700,421.6,1.09,13.3,9,11.2,0.122,10,0,1.02
,17:26:54,4,2700,422.6,1.1,13.3,9,11.2,0.119,10,0,1.03
,17:26:55,4,2700,423.6,1.1,13.3,9,11.2,0.116,10,0,1.03
,17:26:56,4,2700,424.6,1.09,13.3,9,11.2,0.115,10,0,1.02
,17:26:57,4,2700,425.6,1.09,13.3,9,11.3,0.118,10,0,1.02
,17:26:58,4,2700,426.6,1.09,13.3,9,11.3,0.118,10,0,1.02
,17:26:59,4,2700,427.6,1.09,13.3,9,11.3,0.121,10,0.1,1.02
,17:27:00,4,2700,428.6,1.08,13.3,9,11.3,0.121,10,0,1.01
,17:27:01,4,2700,429.6,1.08,13.3,9,11.3,0.121,10,0.1,1.01
,17:27:02,4,2700,430.6,1.09,13.3,9,11.3,0.121,10,0,1.02
,17:27:03,4,2700,431.6,1.09,13.3,9,11.3,0.122,10,0,1.02
,17:27:04,4,2700,432.6,1.09,13.3,9,11.3,0.125,10,0,1.02
,17:27:05,4,2700,433.6,1.09,13.3,9,11.4,0.125,10,0,1.02
,17:27:06,4,2700,434.6,1.09,13.3,9,11.3,0.121,10,0,1.02
,17:27:07,4,2700,435.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:08,4,2700,436.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:09,4,2700,437.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:10,4,2700,438.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:11,4,2700,439.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:12,4,2700,440.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:13,4,2700,441.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:14,4,2700,442.6,1.09,13.3,9,11.4,0.121,10,0,1.02
,17:27:15,4,2700,443.6,1.09,13.3,9,11.5,0.121,10,0.1,1.02
,17:27:16,4,2700,444.6,1.09,13.3,9,11.5,0.122,10,0.1,1.02
,17:27:17,4,2700,445.6,1.09,13.3,9,11.5,0.122,10,0,1.02
,17:27:18,4,2700,446.6,1.09,13.3,9,11.5,0.122,10,0,1.02
,17:27:19,4,2700,447.6,1.09,13.3,9,11.5,0.118,10,0,1.02
,17:27:20,4,2700,448.6,1.09,13.3,9,11.5,0.118,10,0,1.02
,17:27:21,4,2700,449.6,1.09,13.3,9,11.6,0.114,10,0,1.02
,17:27:22,4,2700,450.6,1.09,13.3,9,11.6,0.114,10,0,1.02
,17:27:23,4,2700,451.6,1.09,13.3,9,11.6,0.118,10,0,1.02
,17:27:24,4,2700,452.6,1.08,13.3,9,11.6,0.121,10,0,1.01
,17:27:25,4,2700,453.6,1.08,13.3,9,11.6,0.121,10,0,1.01
,17:27:26,4,2700,454.6,1.08,13.3,9,11.6,0.121,10,0,1.01
,17:27:27,4,2700,455.6,1.08,13.3,9,11.6,0.121,10,0,1.01
,17:27:28,4,2700,456.6,1.08,13.3,9,11.6,0.124,10,0,1.01
,17:27:29,4,2700,457.6,1.08,13.3,9,11.6,0.124,10,0,1.01
,17:27:30,4,2700,458.6,1.08,13.3,9,11.7,0.12,10,0,1.01
,17:27:31,4,2700,459.6,1.08,13.3,9,11.7,0.12,10,0,1.01
,17:27:32,4,2700,460.6,1.08,13.3,9,11.7,0.12,10,0,1.01
,17:27:33,4,2700,461.6,1.08,13.3,9,11.7,0.12,10,0,1.01
,17:27:34,4,2700,462.6,1.08,13.3,9,11.7,0.117,10,0.1,1.01
,17:27:35,4,2700,463.6,1.08,13.3,9,11.7,0.117,10,0.1,1.01
,17:27:36,4,2700,464.6,1.08,13.3,9,11.8,0.117,10,0,1.01
,17:27:37,4,2700,465.6,1.08,13.3,9,11.8,0.117,10,0,1.01
,17:27:38,4,2700,466.6,1.08,13.3,9,11.8,0.114,10,0,1.01
,17:27:39,4,2700,467.6,1.08,13.3,9,11.8,0.114,10,0.1,1.01
,17:27:40,4,2700,468.6,1.08,13.3,10,11.8,0.111,10,0,1.01
,17:27:41,4,2700,469.6,1.08,13.3,9,11.8,0.114,10,0,1.01
,17:27:42,4,2700,470.6,1.08,13.3,9,11.9,0.113,10,0,1
,17:27:43,4,2700,471.6,1.07,13.3,9,11.9,0.113,10,0,1
,17:27:44,4,2700,472.6,1.07,13.3,9,11.9,0.113,10,0,1
,17:27:45,4,2700,473.6,1.06,13.3,9,11.9,0.115,10,0,1
,17:27:46,4,2700,474.6,1.06,13.3,9,11.9,0.115,10,0.1,0.99
,17:27:47,4,2700,475.6,1.05,13.3,9,11.9,0.114,10,0,0.99
,17:27:48,4,2700,476.6,1.05,13.3,9,11.9,0.113,10,0,0.98
,17:27:49,4,2700,477.6,1.05,13.3,9,11.9,0.113,10,0,0.98
,17:27:50,4,2700,478.6,1.05,13.3,9,11.9,0.117,10,0,0.98
,17:27:51,4,2700,479.6,1.05,13.3,9,12,0.117,10,0,0.98
,17:27:52,4,2700,480.6,1.05,13.3,9,12,0.117,10,0,0.99
,17:27:53,4,2700,481.6,1.05,13.3,9,12,0.117,10,0,0.99
,17:27:54,4,2700,482.6,1.05,13.3,9,12,0.117,10,0,0.99
,17:27:55,4,2700,483.6,1.05,13.3,9,12.1,0.117,10,0,0.98
,17:27:56,4,2700,484.6,1.05,13.3,9,12.1,0.117,10,0,0.99
,17:27:57,4,2700,485.6,1.05,13.3,9,12.1,0.118,10,0.1,0.99
,17:27:58,4,2700,486.6,1.06,13.3,9,12.1,0.118,10,0.1,0.99
,17:27:59,4,2700,487.6,1.06,13.3,9,12.1,0.118,10,0,0.99
,17:28:00,4,2700,488.6,1.06,13.3,9,12.1,0.118,10,0,0.99
,17:28:01,4,2700,489.6,1.05,13.3,9,12.1,0.117,10,0,0.99
,17:28:02,4,2700,490.6,1.05,13.3,9,12.1,0.114,10,0,0.98
,17:28:03,4,2700,491.6,1.05,13.3,9,12.2,0.117,10,0,0.99
,17:28:04,4,2700,492.6,1.05,13.3,9,12.2,0.114,10,0,0.99
,17:28:05,4,2700,493.6,1.05,13.3,9,12.2,0.117,10,0,0.99
,17:28:06,4,2700,494.6,1.05,13.3,9,12.2,0.117,10,0,0.98
,17:28:07,4,2700,495.6,1.05,13.3,9,12.2,0.117,10,0,0.98
,17:28:08,4,2700,496.6,1.05,13.3,9,12.2,0.117,10,0,0.98
,17:28:09,4,2700,497.6,1.05,13.3,9,12.2,0.114,10,0,0.98
,17:28:10,4,2700,498.6,1.05,13.3,9,12.3,0.117,10,0,0.98
,17:28:11,4,2700,499.6,1.05,13.3,9,12.3,0.12,10,0.1,0.98
,17:28:12,4,2700,500.6,1.05,13.3,9,12.3,0.12,10,0.1,0.98
