Data file,,RA0.3_PDMS_12C_004.TSV,,,,,,,,,,
,17:28:13,4,2700,501.6,1.05,13.3,9,12.3,0.12,10,0.1,0.98
,17:28:14,4,2700,502.6,1.05,13.3,9,12.3,0.121,10,0.1,0.99
,17:28:15,4,2700,503.6,1.05,13.3,9,12.3,0.121,10,0,0.99
,17:28:16,4,2700,504.6,1.06,13.3,9,12.4,0.121,10,0,0.99
,17:28:17,4,2700,505.6,1.06,13.3,9,12.4,0.118,10,0,0.99
,17:28:18,4,2700,506.6,1.06,13.3,9,12.4,0.122,10,0,1
,17:28:19,4,2700,507.6,1.06,13.3,9,12.4,0.119,10,0,1
,17:28:20,4,2700,508.6,1.06,13.3,9,12.4,0.122,10,0,0.99
,17:28:21,4,2700,509.6,1.06,13.3,9,12.4,0.122,10,0,0.99
,17:28:22,4,2700,510.6,1.06,13.3,9,12.5,0.122,10,0,1
,17:28:23,4,2700,511.6,1.07,13.3,9,12.4,0.123,10,0,1
,17:28:24,4,2700,512.6,1.07,13.3,9,12.5,0.122,10,0,1
,17:28:25,4,2700,513.6,1.07,13.3,9,12.5,0.119,10,0,1
,17:28:26,4,2700,514.6,1.06,13.3,9,12.5,0.119,10,0,1
,17:28:27,4,2700,515.6,1.06,13.3,9,12.5,0.119,10,0,1
,17:28:28,4,2700,516.6,1.06,13.3,9,12.5,0.118,10,0,0.99
,17:28:29,4,2700,517.6,1.06,13.3,9,12.5,0.118,10,0,0.99
,17:28:30,4,2700,518.6,1.06,13.3,9,12.6,0.118,10,0,0.99
,17:28:31,4,2700,519.6,1.06,13.3,9,12.6,0.118,10,0,0.99
,17:28:32,4,2700,520.6,1.06,13.3,9,12.6,0.119,10,0.1,1
,17:28:33,4,2700,521.6,1.07,13.3,9,12.6,0.119,10,0,1
,17:28:34,4,2700,522.6,1.07,13.3,9,12.6,0.119,10,0,1
,17:28:35,4,2700,523.6,1.07,13.3,9,12.6,0.119,10,0.1,1
,17:28:36,4,2700,524.6,1.07,13.3,9,12.7,0.119,10,0,1
,17:28:37,4,2700,525.6,1.07,13.3,9,12.7,0.119,10,0,1
,17:28:38,4,2700,526.6,1.07,13.3,9,12.7,0.113,10,0,1
,17:28:39,4,2700,527.6,1.07,13.3,9,12.7,0.113,10,0,1
,17:28:40,4,2700,528.6,1.07,13.3,10,12.7,0.11,10,0,1
,17:28:41,4,2700,529.6,1.07,13.3,9,12.7,0.113,10,0.1,1
,17:28:42,4,2700,530.6,1.07,13.3,9,12.7,0.116,10,0.1,1
,17:28:43,4,2700,531.6,1.07,13.3,9,12.7,0.116,10,0,1
,17:28:44,4,2700,532.6,1.06,13.3,9,12.7,0.119,10,0.1,0.99
,17:28:45,4,2700,533.6,1.05,13.3,9,12.8,0.121,10,0.1,0.99
,17:28:46,4,2700,534.6,1.05,13.3,9,12.8,0.121,10,0.1,0.99
,17:28:47,4,2700,535.6,1.06,13.3,9,12.8,0.121,10,0,0.99
,17:28:48,4,2700,536.6,1.06,13.3,9,12.8,0.118,10,0.1,0.99
,17:28:49,4,2700,537.6,1.06,13.3,9,12.8,0.119,10,0.1,1
,17:28:50,4,2700,538.6,1.06,13.3,9,12.8,0.119,10,0.1,1
,17:28:51,4,2700,539.6,1.07,13.3,9,12.8,0.119,10,0,1
,17:28:52,4,2700,540.6,1.07,13.3,9,12.9,0.116,10,0.1,1
,17:28:53,4,2700,541.6,1.06,13.3,9,12.9,0.115,10,0,1
,17:28:54,4,2700,542.6,1.06,13.3,9,12.9,0.115,10,0,1
,17:28:55,4,2700,543.6,1.06,13.3,9,12.9,0.115,10,0,1
,17:28:56,4,2700,544.6,1.06,13.3,9,12.9,0.115,10,0,0.99
,17:28:57,4,2700,545.6,1.06,13.3,9,12.9,0.118,10,0,0.99
,17:28:58,4,2700,546.6,1.06,13.3,9,12.9,0.118,10,0,0.99
,17:28:59,4,2700,547.6,1.06,13.3,9,13,0.118,10,0,0.99
,17:29:00,4,2700,548.6,1.06,13.3,9,13,0.119,10,0,1
,17:29:01,4,2700,549.6,1.07,13.3,9,13,0.119,10,0.1,1
,17:29:02,4,2700,550.6,1.07,13.3,9,13,0.12,10,0,1
,17:29:03,4,2700,551.6,1.07,13.3,9,13,0.119,10,0,1
,17:29:04,4,2700,552.6,1.07,13.3,9,13,0.123,10,0,1
,17:29:05,4,2700,553.6,1.07,13.3,9,13,0.119,10,0.1,1
,17:29:06,4,2700,554.6,1.07,13.3,9,13,0.119,10,0.1,1
,17:29:07,4,2700,555.6,1.07,13.3,9,13,0.119,10,0,1
,17:29:08,4,2700,556.6,1.07,13.3,9,13,0.119,10,0.1,1
,17:29:09,4,2700,557.6,1.07,13.3,9,13,0.119,10,0.1,1
,17:29:10,4,2700,558.6,1.06,13.3,9,13.1,0.119,10,0,1
,17:29:11,4,2700,559.6,1.06,13.3,9,13.1,0.118,10,0.1,0.99
,17:29:12,4,2700,560.6,1.06,13.3,9,13.1,0.119,10,0.1,1
,17:29:13,4,2700,561.6,1.06,13.3,9,13.1,0.119,10,0.1,1
,17:29:14,4,2700,562.6,1.06,13.3,9,13.1,0.119,10,0.1,1
,17:29:15,4,2700,563.6,1.06,13.3,9,13.1,0.118,10,0.1,0.99
,17:29:16,4,2700,564.6,1.06,13.3,9,13.1,0.115,10,0,0.99
,17:29:17,4,2700,565.6,1.06,13.3,9,13.1,0.118,10,0,0.99
,17:29:18,4,2700,566.6,1.06,13.3,9,13.1,0.118,10,0.1,0.99
,17:29:19,4,2700,567.6,1.06,13.3,9,13.2,0.115,10,0.1,0.99
,17:29:20,4,2700,568.6,1.06,13.3,9,13.2,0.115,10,0.1,1
,17:29:21,4,2700,569.6,1.06,13.3,9,13.1,0.119,10,0.1,1
,17:29:22,4,2700,570.6,1.07,13.3,9,13.2,0.116,10,0.1,1
,17:29:23,4,2700,571.6,1.07,13.3,9,13.2,0.116,10,0,1
,17:29:24,4,2700,572.6,1.06,13.3,9,13.2,0.115,10,0,1
,17:29:25,4,2700,573.6,1.06,13.3,9,13.2,0.115,10,0,0.99
,17:29:26,4,2700,574.6,1.06,13.3,9,13.2,0.115,10,0.1,1
,17:29:27,4,2700,575.6,1.07,13.3,9,13.2,0.116,10,0.1,1
,17:29:28,4,2700,576.6,1.07,13.3,9,13.2,0.116,10,0.1,1
,17:29:29,4,2700,577.6,1.07,13.3,9,13.2,0.113,10,0,1
,17:29:30,4,2700,578.6,1.07,13.3,9,13.2,0.113,10,0,1
,17:29:31,4,2700,579.6,1.06,13.3,10,13.2,0.109,10,0,1
,17:29:32,4,2700,580.6,1.06,13.3,10,13.2,0.109,10,0.1,0.99
,17:29:33,4,2700,581.6,1.05,13.3,9,13.2,0.111,10,0.1,0.99
,17:29:34,4,2700,582.6,1.05,13.3,9,13.2,0.111,10,0,0.99
,17:29:35,4,2700,583.6,1.05,13.3,9,13.3,0.111,10,0.1,0.98
,17:29:36,4,2700,584.6,1.04,13.3,9,13.3,0.113,10,0.1,0.98
,17:29:37,4,2700,585.6,1.04,13.3,9,13.3,0.113,10,0.1,0.97
,17:29:38,4,2700,586.6,1.04,13.3,9,13.3,0.112,10,0.1,0.97
,17:29:39,4,2700,587.6,1.03,13.3,9,13.3,0.115,10,0.1,0.97
,17:29:40,4,2700,588.6,1.04,13.3,9,13.3,0.115,10,0.1,0.97
,17:29:41,4,2700,589.6,1.03,13.3,9,13.3,0.115,10,0.1,0.97
,17:29:42,4,2700,590.6,1.04,13.3,9,13.3,0.119,10,0.1,0.97
,17:29:43,4,2700,591.6,1.04,13.3,8,13.3,0.123,10,0,0.97
,17:29:44,4,2700,592.6,1.04,13.3,8,13.3,0.123,10,0.1,0.98
,17:29:45,4,2700,593.6,1.05,13.3,8,13.3,0.124,10,0.1,0.98
,17:29:46,4,2700,594.6,1.05,13.3,9,13.3,0.12,10,0.1,0.98
,17:29:47,4,2700,595.6,1.05,13.3,9,13.3,0.121,10,0.1,0.99
,17:29:48,4,2700,596.6,1.05,13.3,9,13.3,0.117,10,0.1,0.99
,17:29:49,4,2700,597.6,1.05,13.3,9,13.3,0.117,10,0.1,0.99
,17:29:50,4,2700,598.6,1.05,13.3,9,13.3,0.117,10,0.1,0.98
,17:29:51,4,2700,599.6,1.05,13.3,9,13.3,0.12,10,0,0.98
,17:29:52,4,2700,600.6,1.05,13.3,9,13.3,0.12,10,0.1,0.98
,17:29:53,4,2700,601.6,1.05,13.3,9,13.3,0.117,10,0.1,0.99
,17:29:54,4,2700,602.6,1.05,13.3,9,13.3,0.117,10,0.1,0.99
,17:29:55,4,2700,603.6,1.05,13.3,9,13.3,0.12,10,0.1,0.98
,17:29:56,4,2700,604.6,1.05,13.3,9,13.3,0.12,10,0.1,0.98
,17:29:57,4,2700,605.6,1.05,13.3,9,13.3,0.117,10,0.1,0.98
,17:29:58,4,2700,606.6,1.05,13.3,9,13.3,0.121,10,0,0.99
,17:29:59,4,2700,607.6,1.05,13.3,9,13.3,0.121,10,0.1,0.99
,17:30:00,4,2700,608.6,1.06,13.3,9,13.3,0.118,10,0,0.99
,17:30:01,4,2700,609.6,1.06,13.3,9,13.3,0.118,10,0,0.99
,17:30:02,4,2700,610.6,1.06,13.3,9,13.3,0.115,10,0.1,0.99
,17:30:03,4,2700,611.6,1.06,13.3,9,13.3,0.118,10,0,0.99
,17:30:04,4,2700,612.6,1.06,13.3,9,13.3,0.115,10,0,0.99
,17:30:05,4,2700,613.6,1.06,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:06,4,2700,614.6,1.06,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:07,4,2700,615.6,1.05,13.3,9,13.3,0.114,10,0.1,0.99
,17:30:08,4,2700,616.6,1.05,13.3,9,13.3,0.118,10,0,0.99
,17:30:09,4,2700,617.6,1.06,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:10,4,2700,618.6,1.05,13.3,9,13.3,0.114,10,0.1,0.99
,17:30:11,4,2700,619.6,1.05,13.3,9,13.3,0.114,10,0.1,0.99
,17:30:12,4,2700,620.6,1.05,13.3,9,13.3,0.117,10,0,0.99
,17:30:13,4,2700,621.6,1.05,13.3,9,13.3,0.121,10,0,0.99
,17:30:14,4,2700,622.6,1.05,13.3,9,13.3,0.121,10,0,0.99
,17:30:15,4,2700,623.6,1.06,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:16,4,2700,624.6,1.06,13.3,9,13.3,0.115,10,0.1,0.99
,17:30:17,4,2700,625.6,1.06,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:18,4,2700,626.6,1.06,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:19,4,2700,627.6,1.06,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:20,4,2700,628.6,1.06,13.3,9,13.3,0.115,10,0.1,0.99
,17:30:21,4,2700,629.6,1.06,13.3,9,13.3,0.115,10,0.1,0.99
,17:30:22,4,2700,630.6,1.06,13.3,9,13.3,0.118,10,0,0.99
,17:30:23,4,2700,631.6,1.05,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:24,4,2700,632.6,1.05,13.3,9,13.3,0.118,10,0,0.99
,17:30:25,4,2700,633.6,1.06,13.3,9,13.3,0.118,10,0,0.99
,17:30:26,4,2700,634.6,1.05,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:27,4,2700,635.6,1.05,13.3,9,13.3,0.117,10,0,0.99
,17:30:28,4,2700,636.6,1.05,13.3,9,13.3,0.117,10,0.1,0.99
,17:30:29,4,2700,637.6,1.05,13.3,9,13.3,0.118,10,0.1,0.99
,17:30:30,4,2700,638.6,1.06,13.3,9,13.3,0.115,10,0.1,0.99
,17:30:31,4,2700,639.6,1.06,13.3,9,13.3,0.115,10,0,0.99
,17:30:32,4,2700,640.6,1.06,13.3,9,13.3,0.115,10,0,0.99
,17:30:33,4,2700,641.6,1.06,13.3,9,13.3,0.115,10,0,0.99
,17:30:34,4,2700,642.6,1.06,13.3,9,13.3,0.119,10,0,1
,17:30:35,4,2700,643.6,1.07,13.3,9,13.3,0.119,10,0.1,1
,17:30:36,4,2700,644.6,1.07,13.3,9,13.3,0.116,10,0.1,1
,17:30:37,4,2700,645.6,1.06,13.3,9,13.3,0.115,10,0.1,1
,17:30:38,4,2700,646.6,1.06,13.3,9,13.3,0.118,10,0,0.99
,17:30:39,4,2700,647.6,1.05,13.3,9,13.3,0.117,10,0.1,0.99
,17:30:40,4,2700,648.6,1.05,13.3,9,13.3,0.12,10,0.1,0.98
,17:30:41,4,2700,649.6,1.05,13.3,9,13.3,0.12,10,0.1,0.98
,17:30:42,4,2700,650.6,1.05,13.3,9,13.3,0.117,10,0,0.98
,17:30:43,4,2700,651.6,1.05,13.3,9,13.3,0.114,10,0.1,0.99
,17:30:44,4,2700,652.6,1.05,13.3,9,13.3,0.117,10,0,0.99
,17:30:45,4,2700,653.6,1.05,13.3,9,13.3,0.121,10,0.1,0.99
,17:30:46,4,2700,654.6,1.05,13.3,9,13.3,0.12,10,0.1,0.98
,17:30:47,4,2700,655.6,1.05,13.3,9,13.2,0.117,10,0.1,0.99
,17:30:48,4,2700,656.6,1.05,13.3,9,13.2,0.114,10,0.1,0.99
,17:30:49,4,2700,657.6,1.05,13.3,9,13.2,0.114,10,0,0.99
,17:30:50,4,2700,658.6,1.05,13.3,9,13.2,0.118,10,0,0.99
,17:30:51,4,2700,659.6,1.06,13.3,9,13.2,0.121,10,0,0.99
,17:30:52,4,2700,660.6,1.06,13.3,9,13.2,0.118,10,0.1,0.99
,17:30:53,4,2700,661.6,1.06,13.3,9,13.2,0.118,10,0.1,0.99
,17:30:54,4,2700,662.6,1.06,13.3,9,13.2,0.115,10,0,0.99
,17:30:55,4,2700,663.6,1.06,13.3,9,13.2,0.112,10,0.1,0.99
,17:30:56,4,2700,664.6,1.06,13.3,9,13.2,0.115,10,0,0.99
,17:30:57,4,2700,665.6,1.05,13.3,9,13.2,0.118,10,0.1,0.99
,17:30:58,4,2700,666.6,1.05,13.3,9,13.2,0.117,10,0,0.99
,17:30:59,4,2700,667.6,1.05,13.3,9,13.2,0.117,10,0,0.98
,17:31:00,4,2700,668.6,1.05,13.3,9,13.2,0.117,10,0.1,0.99
,17:31:01,4,2700,669.6,1.05,13.3,9,13.2,0.118,10,0,0.99
,17:31:02,4,2700,670.6,1.05,13.3,9,13.2,0.121,10,0,0.99
,17:31:03,4,2700,671.6,1.06,13.3,9,13.2,0.115,10,0.1,0.99
,17:31:04,4,2700,672.6,1.06,13.3,9,13.2,0.118,10,0,0.99
,17:31:05,4,2700,673.6,1.06,13.3,9,13.2,0.118,10,0.1,0.99
,17:31:06,4,2700,674.6,1.06,13.3,9,13.2,0.118,10,0,0.99
,17:31:07,4,2700,675.6,1.05,13.3,9,13.1,0.118,10,0,0.99
,17:31:08,4,2700,676.6,1.05,13.3,9,13.1,0.114,10,0.1,0.99
,17:31:09,4,2700,677.6,1.05,13.3,9,13.1,0.117,10,0,0.98
,17:31:10,4,2700,678.6,1.05,13.3,9,13.1,0.12,10,0.1,0.98
,17:31:11,4,2700,679.6,1.05,13.3,9,13.1,0.117,10,0,0.99
,17:31:12,4,2700,680.6,1.05,13.3,9,13.1,0.114,10,0,0.99
,17:31:13,4,2700,681.6,1.05,13.3,9,13.1,0.114,10,0,0.99
,17:31:14,4,2700,682.6,1.05,13.3,9,13.1,0.118,10,0.1,0.99
,17:31:15,4,2700,683.6,1.06,13.3,9,13.1,0.115,10,0.1,0.99
,17:31:16,4,2700,684.6,1.06,13.3,9,13.1,0.118,10,0.1,0.99
,17:31:17,4,2700,685.6,1.06,13.3,9,13.1,0.118,10,0,0.99
,17:31:18,4,2700,686.6,1.06,13.3,9,13.1,0.118,10,0,0.99
,17:31:19,4,2700,687.6,1.06,13.3,9,13.1,0.115,10,0.1,0.99
,17:31:20,4,2700,688.6,1.06,13.3,9,13.1,0.115,10,0,0.99
,17:31:21,4,2700,689.6,1.06,13.3,9,13.1,0.115,10,0.1,0.99
,17:31:22,4,2700,690.6,1.06,13.3,9,13.1,0.118,10,0.1,0.99
,17:31:23,4,2700,691.6,1.06,13.3,9,13,0.118,10,0,0.99
,17:31:24,4,2700,692.6,1.05,13.3,9,13,0.114,10,0,0.99
,17:31:25,4,2700,693.6,1.05,13.3,9,13,0.118,10,0,0.99
,17:31:26,4,2700,694.6,1.05,13.3,9,13,0.121,10,0.1,0.99
,17:31:27,4,2700,695.6,1.06,13.3,9,13,0.121,10,0.1,0.99
,17:31:28,4,2700,696.6,1.06,13.3,9,13,0.118,10,0.1,0.99
,17:31:29,4,2700,697.6,1.07,13.3,9,13,0.116,10,0.1,1
,17:31:30,4,2700,698.6,1.07,13.3,9,13,0.116,10,0.1,1
,17:31:31,4,2700,699.6,1.06,13.3,9,13,0.119,10,0.1,1
,17:31:32,4,2700,700.6,1.06,13.3,9,13,0.122,10,0,0.99
,17:31:33,4,2700,701.6,1.06,13.3,9,13,0.119,10,0.1,1
,17:31:34,4,2700,702.6,1.06,13.3,9,13,0.115,10,0.1,1
,17:31:35,4,2700,703.6,1.07,13.3,9,13,0.116,10,0.1,1
,17:31:36,4,2700,704.6,1.06,13.3,9,13,0.115,10,0,1
,17:31:37,4,2700,705.6,1.06,13.3,9,12.9,0.122,10,0.1,1
,17:31:38,4,2700,706.6,1.06,13.3,9,12.9,0.119,10,0,1
,17:31:39,4,2700,707.6,1.07,13.3,9,12.9,0.116,10,0,1
,17:31:40,4,2700,708.6,1.06,13.3,9,12.9,0.115,10,0,1
,17:31:41,4,2700,709.6,1.06,13.3,9,12.9,0.119,10,0,1
,17:31:42,4,2700,710.6,1.06,13.3,9,12.9,0.118,10,0.1,0.99
,17:31:43,4,2700,711.6,1.06,13.3,9,12.9,0.115,10,0.1,0.99
,17:31:44,4,2700,712.6,1.06,13.3,9,12.9,0.115,10,0.1,0.99
,17:31:45,4,2700,713.6,1.06,13.3,9,12.9,0.118,10,0.1,0.99
,17:31:46,4,2700,714.6,1.06,13.3,9,12.9,0.121,10,0.1,0.99
,17:31:47,4,2700,715.6,1.05,13.3,9,12.9,0.121,10,0.1,0.99
,17:31:48,4,2700,716.6,1.05,13.3,9,12.8,0.114,10,0,0.99
,17:31:49,4,2700,717.6,1.06,13.3,9,12.8,0.115,10,0.1,0.99
,17:31:50,4,2700,718.6,1.05,13.3,9,12.8,0.118,10,0.1,0.99
,17:31:51,4,2700,719.6,1.05,13.3,9,12.8,0.118,10,0.1,0.99
,17:31:52,4,2700,720.6,1.05,13.3,9,12.8,0.114,10,0.1,0.99
,17:31:53,4,2700,721.6,1.05,13.3,9,12.8,0.114,10,0.1,0.99
,17:31:54,4,2700,722.6,1.05,13.3,9,12.8,0.114,10,0,0.99
,17:31:55,4,2700,723.6,1.05,13.3,9,12.8,0.118,10,0,0.99
,17:31:56,4,2700,724.6,1.05,13.3,9,12.8,0.121,10,0,0.99
,17:31:57,4,2700,725.6,1.05,13.3,9,12.8,0.121,10,0.1,0.99
,17:31:58,4,2700,726.6,1.05,13.3,9,12.8,0.118,10,0,0.99
,17:31:59,4,2700,727.6,1.06,13.3,9,12.7,0.115,10,0.1,0.99
,17:32:00,4,2700,728.6,1.06,13.3,9,12.7,0.115,10,0,0.99
,17:32:01,4,2700,729.6,1.06,13.3,9,12.7,0.115,10,0.1,0.99
,17:32:02,4,2700,730.6,1.06,13.3,9,12.7,0.118,10,0.1,0.99
,17:32:03,4,2700,731.6,1.05,13.3,9,12.7,0.121,10,0.1,0.99
,17:32:04,4,2700,732.6,1.05,13.3,9,12.7,0.118,10,0.1,0.99
,17:32:05,4,2700,733.6,1.05,13.3,9,12.7,0.118,10,0.1,0.99
,17:32:06,4,2700,734.6,1.06,13.3,9,12.7,0.115,10,0,0.99
,17:32:07,4,2700,735.6,1.06,13.3,9,12.7,0.118,10,0.1,0.99
,17:32:08,4,2700,736.6,1.06,13.3,9,12.7,0.118,10,0,0.99
,17:32:09,4,2700,737.6,1.06,13.3,9,12.6,0.118,10,0.1,0.99
,17:32:10,4,2700,738.6,1.06,13.3,9,12.6,0.118,10,0.1,0.99
,17:32:11,4,2700,739.6,1.07,13.3,9,12.6,0.119,10,0.1,1
,17:32:12,4,2700,740.6,1.07,13.3,9,12.6,0.116,10,0.1,1
,17:32:13,4,2700,741.6,1.07,13.3,9,12.6,0.116,10,0.1,1
,17:32:14,4,2700,742.6,1.06,13.3,9,12.6,0.118,10,0.1,0.99
,17:32:15,4,2700,743.6,1.06,13.3,9,12.6,0.122,10,0,0.99
,17:32:16,4,2700,744.6,1.06,13.3,9,12.6,0.119,10,0.1,1
,17:32:17,4,2700,745.6,1.07,13.3,9,12.6,0.119,10,0.1,1
,17:32:18,4,2700,746.6,1.07,13.3,9,12.6,0.116,10,0.1,1
,17:32:19,4,2700,747.6,1.06,13.3,9,12.5,0.115,10,0.1,1
,17:32:20,4,2700,748.6,1.06,13.3,9,12.5,0.119,10,0.1,1
,17:32:21,4,2700,749.6,1.06,13.3,9,12.5,0.119,10,0,1
,17:32:22,4,2700,750.6,1.07,13.3,9,12.5,0.122,10,0,1
,17:32:23,4,2700,751.6,1.06,13.3,9,12.5,0.122,10,0.1,1
,17:32:24,4,2700,752.6,1.06,13.3,9,12.5,0.119,10,0.1,1
,17:32:25,4,2700,753.6,1.07,13.3,9,12.5,0.116,10,0,1
,17:32:26,4,2700,754.6,1.07,13.3,9,12.5,0.116,10,0.1,1
,17:32:27,4,2700,755.6,1.07,13.3,9,12.5,0.119,10,0,1
,17:32:28,4,2700,756.6,1.06,13.3,9,12.4,0.118,10,0,0.99
,17:32:29,4,2700,757.6,1.06,13.3,9,12.4,0.118,10,0.1,0.99
,17:32:30,4,2700,758.6,1.06,13.3,9,12.4,0.119,10,0.1,1
,17:32:31,4,2700,759.6,1.07,13.3,9,12.4,0.116,10,0,1
,17:32:32,4,2700,760.6,1.07,13.3,9,12.4,0.116,10,0.1,1
,17:32:33,4,2700,761.6,1.06,13.3,9,12.4,0.119,10,0.1,1
,17:32:34,4,2700,762.6,1.06,13.3,9,12.4,0.122,10,0,0.99
,17:32:35,4,2700,763.6,1.06,13.3,9,12.4,0.122,10,0.1,0.99
,17:32:36,4,2700,764.6,1.06,13.3,9,12.4,0.118,10,0.1,0.99
,17:32:37,4,2700,765.6,1.06,13.3,9,12.4,0.115,10,0.1,1
,17:32:38,4,2700,766.6,1.07,13.3,9,12.4,0.116,10,0,1
,17:32:39,4,2700,767.6,1.07,13.3,9,12.3,0.113,10,0.1,1
,17:32:40,4,2700,768.6,1.06,13.3,9,12.3,0.115,10,0.1,1
,17:32:41,4,2700,769.6,1.06,13.3,9,12.3,0.118,10,0,0.99
,17:32:42,4,2700,770.6,1.06,13.3,9,12.3,0.119,10,0.1,1
,17:32:43,4,2700,771.6,1.06,13.3,9,12.3,0.119,10,0.1,1
,17:32:44,4,2700,772.6,1.07,13.3,9,12.3,0.116,10,0.1,1
,17:32:45,4,2700,773.6,1.07,13.3,9,12.3,0.113,10,0,1
,17:32:46,4,2700,774.6,1.07,13.3,9,12.3,0.116,10,0.1,1
,17:32:47,4,2700,775.6,1.06,13.3,9,12.2,0.119,10,0.1,1
,17:32:48,4,2700,776.6,1.06,13.3,9,12.2,0.122,10,0.1,1
,17:32:49,4,2700,777.6,1.06,13.3,9,12.2,0.122,10,0.1,0.99
,17:32:50,4,2700,778.6,1.06,13.3,9,12.2,0.122,10,0,0.99
,17:32:51,4,2700,779.6,1.06,13.3,9,12.2,0.119,10,0.1,1
,17:32:52,4,2700,780.6,1.07,13.3,9,12.2,0.116,10,0.1,1
,17:32:53,4,2700,781.6,1.07,13.3,9,12.2,0.119,10,0.1,1
,17:32:54,4,2700,782.6,1.06,13.3,9,12.2,0.122,10,0,0.99
,17:32:55,4,2700,783.6,1.06,13.3,9,12.2,0.118,10,0.1,0.99
,17:32:56,4,2700,784.6,1.06,13.3,9,12.2,0.118,10,0.1,1
,17:32:57,4,2700,785.6,1.06,13.3,9,12.1,0.119,10,0.1,1
,17:32:58,4,2700,786.6,1.07,13.3,9,12.1,0.119,10,0.1,1
,17:32:59,4,2700,787.6,1.07,13.3,9,12.1,0.116,10,0.1,1
,17:33:00,4,2700,788.6,1.07,13.3,9,12.1,0.116,10,0.1,1
,17:33:01,4,2700,789.6,1.07,13.3,9,12.1,0.119,10,0,1
,17:33:02,4,2700,790.6,1.06,13.3,9,12.1,0.119,10,0.1,1
,17:33:03,4,2700,791.6,1.06,13.3,9,12.1,0.119,10,0.1,1
,17:33:04,4,2700,792.6,1.06,13.3,9,12,0.118,10,0.1,0.99
,17:33:05,4,2700,793.6,1.06,13.3,9,12,0.118,10,0.1,0.99
,17:33:06,4,2700,794.6,1.06,13.3,9,12,0.115,10,0.1,1
,17:33:07,4,2700,795.6,1.07,13.3,9,12,0.113,10,0.1,1
,17:33:08,4,2700,796.6,1.07,13.3,9,12,0.116,10,0.1,1
,17:33:09,4,2700,797.6,1.07,13.3,9,12,0.119,10,0,1
,17:33:10,4,2700,798.6,1.07,13.3,9,12,0.122,10,0.1,1
,17:33:11,4,2700,799.6,1.07,13.3,8,12,0.126,10,0.1,1
,17:33:12,4,2700,800.6,1.07,13.3,9,12,0.123,10,0,1
,17:33:13,4,2700,801.6,1.08,13.3,9,11.9,0.12,10,0.1,1.01
,17:33:14,4,2700,802.6,1.08,13.3,9,11.9,0.114,10,0,1.01
,17:33:15,4,2700,803.6,1.08,13.3,9,11.9,0.117,10,0.1,1.01
,17:33:16,4,2700,804.6,1.08,13.3,9,11.9,0.117,10,0.1,1.01
,17:33:17,4,2700,805.6,1.08,13.3,9,11.9,0.12,10,0.1,1.01
,17:33:18,4,2700,806.6,1.08,13.3,9,11.9,0.12,10,0,1.01
,17:33:19,4,2700,807.6,1.08,13.3,9,11.9,0.12,10,0.1,1.01
,17:33:20,4,2700,808.6,1.08,13.3,9,11.9,0.12,10,0.1,1.01
,17:33:21,4,2700,809.6,1.08,13.3,9,11.8,0.12,10,0,1.01
,17:33:22,4,2700,810.6,1.08,13.3,9,11.8,0.114,10,0.1,1.01
,17:33:23,4,2700,811.6,1.08,13.3,9,11.8,0.117,10,0.1,1.01
,17:33:24,4,2700,812.6,1.08,13.3,9,11.8,0.12,10,0.1,1.01
,17:33:25,4,2700,813.6,1.08,13.3,9,11.8,0.123,10,0,1.01
,17:33:26,4,2700,814.6,1.08,13.3,9,11.8,0.123,10,0.1,1
,17:33:27,4,2700,815.6,1.07,13.3,9,11.8,0.12,10,0.1,1
,17:33:28,4,2700,816.6,1.07,13.3,9,11.7,0.12,10,0.1,1.01
,17:33:29,4,2700,817.6,1.08,13.3,9,11.7,0.117,10,0.1,1.01
,17:33:30,4,2700,818.6,1.08,13.3,9,11.7,0.117,10,0.1,1.01
,17:33:31,4,2700,819.6,1.08,13.3,9,11.7,0.117,10,0.1,1.01
,17:33:32,4,2700,820.6,1.08,13.3,9,11.7,0.12,10,0.1,1.01
,17:33:33,4,2700,821.6,1.07,13.3,9,11.7,0.12,10,0.1,1
,17:33:34,4,2700,822.6,1.07,13.3,9,11.7,0.119,10,0.1,1
,17:33:35,4,2700,823.6,1.07,13.3,9,11.7,0.119,10,0,1
,17:33:36,4,2700,824.6,1.07,13.3,9,11.7,0.116,10,0.1,1
,17:33:37,4,2700,825.6,1.08,13.3,9,11.6,0.116,10,0,1.01
,17:33:38,4,2700,826.6,1.07,13.3,9,11.6,0.116,10,0.1,1
,17:33:39,4,2700,827.6,1.07,13.3,9,11.6,0.119,10,0.1,1
,17:33:40,4,2700,828.6,1.07,13.3,9,11.6,0.119,10,0,1
,17:33:41,4,2700,829.6,1.07,13.3,9,11.6,0.119,10,0,1
,17:33:42,4,2700,830.6,1.07,13.3,9,11.6,0.119,10,0.1,1
