Data file,,PEEK_HEF_T29_PE4.TSV,,,,,,,,,,
,13:09:26,5,3590,67.8,1.01,13.3,7,21,0.14,10,49.8,0.97
,13:09:27,5,3590,68.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:09:28,5,3590,69.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:09:29,5,3590,70.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:09:30,5,3590,71.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:09:31,5,3590,72.8,1,13.3,7,21,0.145,10,49.8,0.97
,13:09:32,5,3590,73.8,1,13.3,7,21,0.145,10,49.8,0.97
,13:09:33,5,3590,74.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:09:34,5,3590,75.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:09:35,5,3590,76.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:09:36,5,3590,77.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:09:37,5,3590,78.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:09:38,5,3590,79.8,1.05,13.3,7,21,0.141,10,49.8,1.01
,13:09:39,5,3590,80.8,1.05,13.3,7,21,0.141,10,49.8,1.01
,13:09:40,5,3590,81.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:09:41,5,3590,82.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:09:42,5,3590,83.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:09:43,5,3590,84.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:09:44,5,3590,85.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:09:45,5,3590,86.8,1.01,13.3,7,21,0.14,10,49.8,0.97
,13:09:46,5,3590,87.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:09:47,5,3590,88.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:09:48,5,3590,89.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:09:49,5,3590,90.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:09:50,5,3590,91.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:09:51,5,3590,92.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:09:52,5,3590,93.8,1.03,13.3,7,21,0.149,10,49.8,0.99
,13:09:53,5,3590,94.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:09:54,5,3590,95.8,1.02,13.3,7,21,0.147,10,49.8,0.99
,13:09:55,5,3590,96.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:09:56,5,3590,97.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:09:57,5,3590,98.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:09:58,5,3590,99.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:09:59,5,3590,100.8,1.05,13.3,7,21,0.151,10,49.8,1.01
,13:10:00,5,3590,101.8,1.05,13.3,7,21,0.152,10,49.8,1.02
,13:10:01,5,3590,102.8,1.06,13.3,7,21,0.147,10,49.8,1.02
,13:10:02,5,3590,103.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:10:03,5,3590,104.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:10:04,5,3590,105.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:10:05,5,3590,106.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:10:06,5,3590,107.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:10:07,5,3590,108.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:10:08,5,3590,109.8,1.04,13.3,7,21,0.144,10,49.8,1
,13:10:09,5,3590,110.8,1.04,13.3,7,21,0.151,10,49.8,1.01
,13:10:10,5,3590,111.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:10:11,5,3590,112.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:10:12,5,3590,113.8,1.02,13.3,7,21,0.138,10,49.8,0.99
,13:10:13,5,3590,114.8,1.02,13.3,7,21,0.142,10,49.8,0.98
,13:10:14,5,3590,115.8,1,13.3,7,21,0.145,10,49.8,0.97
,13:10:15,5,3590,116.8,1,13.3,7,21,0.139,10,49.8,0.96
,13:10:16,5,3590,117.8,1,13.3,7,21,0.139,10,49.8,0.97
,13:10:17,5,3590,118.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:10:18,5,3590,119.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:10:19,5,3590,120.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:10:20,5,3590,121.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:10:21,5,3590,122.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:10:22,5,3590,123.8,1.03,13.3,7,21,0.138,10,49.8,0.99
,13:10:23,5,3590,124.8,1.02,13.3,7,21,0.138,10,49.8,0.99
,13:10:24,5,3590,125.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:10:25,5,3590,126.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:10:26,5,3590,127.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:10:27,5,3590,128.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:10:28,5,3590,129.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:10:29,5,3590,130.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:10:30,5,3590,131.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:10:31,5,3590,132.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:10:32,5,3590,133.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:10:33,5,3590,134.8,1.04,13.3,7,21,0.145,10,49.8,1.01
,13:10:34,5,3590,135.8,1.05,13.3,7,21,0.141,10,49.8,1.02
,13:10:35,5,3590,136.8,1.06,13.3,7,21,0.143,10,49.8,1.02
,13:10:36,5,3590,137.8,1.06,13.3,7,21,0.153,10,49.8,1.02
,13:10:37,5,3590,138.8,1.05,13.3,7,21,0.151,10,49.8,1.01
,13:10:38,5,3590,139.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:10:39,5,3590,140.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:10:40,5,3590,141.8,1.03,13.3,7,21,0.139,10,49.8,1
,13:10:41,5,3590,142.8,1.04,13.3,7,21,0.14,10,49.8,1.01
,13:10:42,5,3590,143.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:10:43,5,3590,144.8,1.05,13.3,7,21,0.152,10,49.8,1.01
,13:10:44,5,3590,145.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:10:45,5,3590,146.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:10:46,5,3590,147.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:10:47,5,3590,148.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:10:48,5,3590,149.8,1.04,13.3,7,21,0.15,10,49.8,1.01
,13:10:49,5,3590,150.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:10:50,5,3590,151.8,1.04,13.3,7,21,0.145,10,49.8,1.01
,13:10:51,5,3590,152.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:10:52,5,3590,153.8,1.04,13.3,7,21,0.151,10,49.8,1.01
,13:10:53,5,3590,154.8,1.05,13.3,7,21,0.151,10,49.8,1.01
,13:10:54,5,3590,155.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:10:55,5,3590,156.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:10:56,5,3590,157.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:10:57,5,3590,158.8,1,13.3,7,21,0.144,10,49.8,0.96
,13:10:58,5,3590,159.8,1.01,13.3,7,21,0.145,10,49.8,0.97
,13:10:59,5,3590,160.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:11:00,5,3590,161.8,1.05,13.3,7,21,0.141,10,49.8,1.01
,13:11:01,5,3590,162.8,1.06,13.3,7,21,0.148,10,49.8,1.03
,13:11:02,5,3590,163.8,1.06,13.3,7,21,0.154,10,49.8,1.03
,13:11:03,5,3590,164.8,1.06,13.3,7,21,0.152,10,49.8,1.02
,13:11:04,5,3590,165.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:05,5,3590,166.8,1.04,13.3,7,21,0.14,10,49.8,1.01
,13:11:06,5,3590,167.8,1.04,13.3,7,21,0.14,10,49.8,1.01
,13:11:07,5,3590,168.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:11:08,5,3590,169.8,1.03,13.3,7,21,0.149,10,49.8,0.99
,13:11:09,5,3590,170.8,1.03,13.3,7,21,0.149,10,49.8,0.99
,13:11:10,5,3590,171.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:11:11,5,3590,172.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:11:12,5,3590,173.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:11:13,5,3590,174.8,1.03,13.3,7,21,0.149,10,49.8,0.99
,13:11:14,5,3590,175.8,1.04,13.3,7,21,0.15,10,49.8,1.01
,13:11:15,5,3590,176.8,1.05,13.3,7,21,0.147,10,49.8,1.02
,13:11:16,5,3590,177.8,1.05,13.3,7,21,0.147,10,49.8,1.02
,13:11:17,5,3590,178.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:18,5,3590,179.8,1.06,13.3,7,21,0.147,10,49.8,1.02
,13:11:19,5,3590,180.8,1.06,13.3,7,21,0.148,10,49.8,1.02
,13:11:20,5,3590,181.8,1.06,13.3,7,21,0.153,10,49.8,1.02
,13:11:21,5,3590,182.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:11:22,5,3590,183.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:11:23,5,3590,184.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:11:24,5,3590,185.8,1.04,13.3,7,21,0.144,10,49.8,1
,13:11:25,5,3590,186.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:26,5,3590,187.8,1.05,13.3,7,21,0.151,10,49.8,1.01
,13:11:27,5,3590,188.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:11:28,5,3590,189.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:11:29,5,3590,190.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:11:30,5,3590,191.8,1.03,13.3,7,21,0.138,10,49.8,0.99
,13:11:31,5,3590,192.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:11:32,5,3590,193.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:11:33,5,3590,194.8,1.02,13.3,7,21,0.153,10,49.8,0.99
,13:11:34,5,3590,195.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:11:35,5,3590,196.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:36,5,3590,197.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:37,5,3590,198.8,1.04,13.3,7,21,0.151,10,49.8,1.01
,13:11:38,5,3590,199.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:11:39,5,3590,200.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:11:40,5,3590,201.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:11:41,5,3590,202.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:11:42,5,3590,203.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:11:43,5,3590,204.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:11:44,5,3590,205.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:11:45,5,3590,206.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:46,5,3590,207.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:47,5,3590,208.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:11:48,5,3590,209.8,1.05,13.3,7,21,0.152,10,49.8,1.01
,13:11:49,5,3590,210.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:11:50,5,3590,211.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:11:51,5,3590,212.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:11:52,5,3590,213.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:11:53,5,3590,214.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:11:54,5,3590,215.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:11:55,5,3590,216.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:11:56,5,3590,217.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:11:57,5,3590,218.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:11:58,5,3590,219.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:11:59,5,3590,220.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:12:00,5,3590,221.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:12:01,5,3590,222.8,1.04,13.3,7,21,0.144,10,49.8,1
,13:12:02,5,3590,223.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:12:03,5,3590,224.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:04,5,3590,225.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:05,5,3590,226.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:12:06,5,3590,227.8,1.02,13.3,7,21,0.142,10,49.8,0.98
,13:12:07,5,3590,228.8,1.02,13.3,7,21,0.138,10,49.8,0.99
,13:12:08,5,3590,229.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:12:09,5,3590,230.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:10,5,3590,231.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:12:11,5,3590,232.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:12:12,5,3590,233.8,1.05,13.3,7,21,0.147,10,49.8,1.02
,13:12:13,5,3590,234.8,1.06,13.3,7,21,0.147,10,49.8,1.02
,13:12:14,5,3590,235.8,1.05,13.3,7,21,0.147,10,49.8,1.02
,13:12:15,5,3590,236.8,1.06,13.3,7,21,0.147,10,49.8,1.02
,13:12:16,5,3590,237.8,1.06,13.3,7,21,0.147,10,49.8,1.02
,13:12:17,5,3590,238.8,1.05,13.3,7,21,0.147,10,49.8,1.01
,13:12:18,5,3590,239.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:12:19,5,3590,240.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:12:20,5,3590,241.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:21,5,3590,242.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:12:22,5,3590,243.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:12:23,5,3590,244.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:12:24,5,3590,245.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:12:25,5,3590,246.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:12:26,5,3590,247.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:12:27,5,3590,248.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:28,5,3590,249.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:29,5,3590,250.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:12:30,5,3590,251.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:12:31,5,3590,252.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:12:32,5,3590,253.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:12:33,5,3590,254.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:12:34,5,3590,255.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:35,5,3590,256.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:36,5,3590,257.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:12:37,5,3590,258.8,1.04,13.3,7,21,0.139,10,49.8,1
,13:12:38,5,3590,259.8,1.04,13.3,7,21,0.144,10,49.8,1
,13:12:39,5,3590,260.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:12:40,5,3590,261.8,1.03,13.3,7,21,0.149,10,49.8,0.99
,13:12:41,5,3590,262.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:42,5,3590,263.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:12:43,5,3590,264.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:12:44,5,3590,265.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:12:45,5,3590,266.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:12:46,5,3590,267.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:47,5,3590,268.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:48,5,3590,269.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:12:49,5,3590,270.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:12:50,5,3590,271.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:12:51,5,3590,272.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:12:52,5,3590,273.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:12:53,5,3590,274.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:54,5,3590,275.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:55,5,3590,276.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:12:56,5,3590,277.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:12:57,5,3590,278.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:58,5,3590,279.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:12:59,5,3590,280.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:13:00,5,3590,281.8,1.02,13.3,7,21,0.147,10,49.8,0.99
,13:13:01,5,3590,282.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:13:02,5,3590,283.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:13:03,5,3590,284.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:13:04,5,3590,285.8,1.02,13.3,7,21,0.138,10,49.8,0.99
,13:13:05,5,3590,286.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:13:06,5,3590,287.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:07,5,3590,288.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:08,5,3590,289.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:13:09,5,3590,290.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:10,5,3590,291.8,1.02,13.3,7,21,0.147,10,49.8,0.99
,13:13:11,5,3590,292.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:12,5,3590,293.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:13:13,5,3590,294.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:13:14,5,3590,295.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:13:15,5,3590,296.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:16,5,3590,297.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:17,5,3590,298.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:18,5,3590,299.8,1.03,13.3,7,21,0.149,10,49.8,0.99
,13:13:19,5,3590,300.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:13:20,5,3590,301.8,1.04,13.3,7,21,0.14,10,49.8,1
,13:13:21,5,3590,302.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:13:22,5,3590,303.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:23,5,3590,304.8,1.01,13.3,7,21,0.146,10,49.8,0.97
,13:13:24,5,3590,305.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:25,5,3590,306.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:13:26,5,3590,307.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:13:27,5,3590,308.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:13:28,5,3590,309.8,1.03,13.3,7,21,0.144,10,49.8,1
,13:13:29,5,3590,310.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:13:30,5,3590,311.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:31,5,3590,312.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:32,5,3590,313.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:13:33,5,3590,314.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:13:34,5,3590,315.8,1.03,13.3,7,21,0.138,10,49.8,0.99
,13:13:35,5,3590,316.8,1.03,13.3,7,21,0.138,10,49.8,0.99
,13:13:36,5,3590,317.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:13:37,5,3590,318.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:13:38,5,3590,319.8,1.02,13.3,7,21,0.147,10,49.8,0.99
,13:13:39,5,3590,320.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:13:40,5,3590,321.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:41,5,3590,322.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:13:42,5,3590,323.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:13:43,5,3590,324.8,1.03,13.3,7,21,0.143,10,49.8,0.99
,13:13:44,5,3590,325.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:45,5,3590,326.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:46,5,3590,327.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:13:47,5,3590,328.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:13:48,5,3590,329.8,1.04,13.3,7,21,0.14,10,49.8,1.01
,13:13:49,5,3590,330.8,1.04,13.3,7,21,0.14,10,49.8,1
,13:13:50,5,3590,331.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:51,5,3590,332.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:13:52,5,3590,333.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:53,5,3590,334.8,1.02,13.3,7,21,0.142,10,49.8,0.98
,13:13:54,5,3590,335.8,1.01,13.3,7,21,0.14,10,49.8,0.97
,13:13:55,5,3590,336.8,1.01,13.3,7,21,0.14,10,49.8,0.97
,13:13:56,5,3590,337.8,1.01,13.3,7,21,0.14,10,49.8,0.97
,13:13:57,5,3590,338.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:13:58,5,3590,339.8,1.02,13.3,7,21,0.147,10,49.8,0.99
,13:13:59,5,3590,340.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:14:00,5,3590,341.8,1.03,13.3,7,21,0.149,10,49.8,0.99
,13:14:01,5,3590,342.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:14:02,5,3590,343.8,1.04,13.3,7,21,0.145,10,49.8,1
,13:14:03,5,3590,344.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:14:04,5,3590,345.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:14:05,5,3590,346.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:14:06,5,3590,347.8,1.03,13.3,7,21,0.149,10,49.8,1
,13:14:07,5,3590,348.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:14:08,5,3590,349.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:14:09,5,3590,350.8,1.02,13.3,7,21,0.142,10,49.8,0.98
,13:14:10,5,3590,351.8,1.01,13.3,7,21,0.146,10,49.8,0.98
,13:14:11,5,3590,352.8,1.02,13.3,7,21,0.147,10,49.8,0.99
,13:14:12,5,3590,353.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:14:13,5,3590,354.8,1.02,13.3,7,21,0.142,10,49.8,0.99
,13:14:14,5,3590,355.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:14:15,5,3590,356.8,1.02,13.3,7,21,0.141,10,49.8,0.98
,13:14:16,5,3590,357.8,1.01,13.3,7,21,0.141,10,49.8,0.98
,13:14:17,5,3590,358.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:14:18,5,3590,359.8,1.02,13.3,7,21,0.147,10,49.8,0.98
,13:14:19,5,3590,360.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:14:20,5,3590,361.8,1.04,13.3,7,21,0.151,10,49.8,1.01
,13:14:21,5,3590,362.8,1.05,13.3,7,21,0.142,10,49.8,1.02
,13:14:22,5,3590,363.8,1.06,13.3,7,21,0.142,10,49.8,1.02
,13:14:23,5,3590,364.8,1.05,13.3,7,21,0.141,10,49.8,1.01
,13:14:24,5,3590,365.8,1.03,13.3,7,21,0.144,10,49.8,0.99
,13:14:25,5,3590,366.8,1.02,13.3,7,21,0.148,10,49.8,0.99
,13:14:26,5,3590,367.8,1.03,13.3,7,21,0.148,10,49.8,0.99
,13:14:27,5,3590,368.8,1.04,13.3,7,21,0.15,10,49.8,1
,13:14:28,5,3590,369.8,1.04,13.3,7,21,0.151,10,49.8,1.01
,13:14:29,5,3590,370.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:14:30,5,3590,371.8,1.05,13.3,7,21,0.141,10,49.8,1.01
,13:14:31,5,3590,372.8,1.05,13.3,7,21,0.146,10,49.8,1.01
,13:14:32,5,3590,373.8,1.06,13.3,7,21,0.152,10,49.8,1.02
,13:14:33,5,3590,374.8,1.05,13.3,7,21,0.151,10,49.8,1.01
,13:14:34,5,3590,375.8,1.05,13.3,7,21,0.152,10,49.8,1.01
,13:14:35,5,3590,376.8,1.04,13.3,7,21,0.151,10,49.8,1.01
